"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","year","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","individualCount","phylum","class","order","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","relationshipType","relatedCatalogItem","fieldNumber","previousCatalogNumber"
"51","2013-01-07 15:14:15-02","MNHN","RECOLNAT_MNHN_P","P00482498","PreservedSpecimen",NA,"Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Pinel, M.","Brésil",NA,NA,NA,NA,NA,NA,"P00482498","P00482498_01","1846","5","9",NA,NA,NA,"Cultivé <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482498' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA
"52","2015-09-04 13:11:54-03","MNHN","RECOLNAT_MNHN_P","P00482499","PreservedSpecimen",NA,"Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Puiggari, J.I.","Brésil",NA,NA,NA,NA,NA,NA,"P00482499","P00482499_01","1888",NA,NA,"S. Paulo",NA,NA,"Donné par sa fille, Mme Simart, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00482499' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA
"53","2013-01-07 15:14:15-02","MNHN","RECOLNAT_MNHN_P","P00492885","PreservedSpecimen",NA,"Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Regnell, A.F.","Brésil",NA,NA,NA,NA,NA,NA,"P00492885","P00492885_01",NA,NA,NA,"Rio Negro",NA,NA,"Donné par sa fille, Mme Simart, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00492885' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,"III 1160",NA
"54","2020-12-11 11:44:45-03","UFMG","BHCB","69582","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Tameirão Neto, E","Brasil","Minas Gerais","Joanésia","-42.6786003112793","-19.1721992492676",NA,NA,"BHCB001416","BHCB001416","2000","08","20","UHE-Porto Estrela, Rio Santo Antônio.",NA,NA,"Rupestre; cálice castanho-avermelhado com lacínios amarelados, corola castanho-avermelhado.; Planta coletada em mata de galeria",NA,"Monocotyledon",NA,NA,"21197","auto","3142","Southern America",NA,NA,NA,NA,NA
"55","2021-02-11 17:20:58-03","UFPR","UPCB","86745","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Caglioni, E.","2015","09","15","Caglioni, E. | Caglioni, M.","Brasil","Santa Catarina","Ilhota","-48.943439","-26.804147","-48.943439","-26.804147",NA,NA,"2015","09","15","Parque Botânico Morro do Baú","340","340","Epífito com flores brancas e labelo branco e vinho. Coletada em dossel de floresta em estágio avançado de regeneração. Floresta Ombrófila Densa..",NA,NA,NA,NA,NA,NA,"471",NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:20:58-03","UFPR","UPCB","87075","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Caglioni, E.","2012","09","09","Caglioni, E. | Lazzaris, J.","Brasil","Santa Catarina","Blumenau","-49.085556","-27.069444","-49.085556","-27.069444",NA,NA,"2012","09","09","Parque Nacional da Serra do Itajaí","320","320","Floresta Ombrófila Densa. Epífito em mata ciliar de floresta secundária, com flores alvas e labelo roxo..",NA,NA,NA,NA,NA,NA,"290",NA,NA,NA,NA,NA,NA
"57","2021-02-11 17:20:58-03","UFPR","UPCB","89625","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Caglioni, E.","2012","09","06","Caglioni, E. | Signorelli, C.","Brasil","Santa Catarina","Blumenau","-49.078059","-27.058892","-49.078059","-27.058892","UPCB0029650","UPCB0029650","2012","09","06","Parque Nacional da Serra do Itajaí","320","320","Floresta Ombrófila Densa. Epífito em mata ciliar de floresta secundária, com fruto imaturo verde..",NA,NA,NA,NA,NA,NA,"278",NA,NA,NA,NA,NA,NA
"58","2021-02-11 17:20:58-03","UFPR","UPCB","8763","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Hatschbach, G.","1970","02",NA,"Hatschbach, G.","Brasil","Paraná","São José da Boa Vista","-49.6521987915039","-23.9158000946045",NA,NA,NA,NA,"1970","11","19","Rio Jaguariaíva, Corredeira Paulista",NA,NA,"Epífita, flor alva, labelo vinoso. Mata de galeria..",NA,NA,NA,NA,"21399","auto","25558",NA,NA,NA,NA,NA,NA
"59","2021-02-11 17:20:58-03","UFPR","UPCB","39591","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Borgo, M.","1999","10","13","Borgo, M.","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"1999","09","22","Sítio do Seu Ananias, Rio Preto",NA,NA,"Epífita a 2,5m do solo, pétalas brancas e labelo roxo, no interior da floresta ombrófila densa de terras baixas..",NA,NA,NA,NA,"41937","auto","490",NA,NA,NA,NA,NA,NA
"60","2020-09-03 12:03:27-03","MBML","MBML-HERBARIO","39129",NA,"Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","D.R.Couto","2008","08","10","D.R. Couto","Brasil","Espírito Santo","Alegre","-41.386944","-20.688611","41W23'13","20S41'19","MBML039129","MBML039129","2008","08","10","Monte Cristo","650","650","Rupícola na sombra; pétalos e sépalos albos; labelo lilás. Propriedade Dona Ana Lamego.",NA,NA,NA,NA,NA,NA,"813",NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","49406",NA,"Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","D.R. Couto/15-08-2004",NA,NA,NA,"D.R. Couto; F.C.Guerra-Junior; E.Borges; J.U.Nunes & Dilo","Brasil","Espírito Santo","Alegre","-41.382222","-20.687778","41W22'56","20S41'16","MBML049406","MBML049406","2005","07","20","Rive: Complexo Monte Cristo e Caveira da Anta","672","672","Rupícola em matacão rochosos. Pélalas e sépalas albinas, labelo branco com mancha vermelha. Propriedade da Sra. Ana Lamego.",NA,NA,NA,NA,NA,NA,"158",NA,NA,NA,NA,NA,NA
"62","2014-11-06 16:18:29-02","UFPB","EAN","3445","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","L. P. Felix & G. V. Dornelas","1987","01","12","L. P. Felix ; G. V. Dornelas","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"1986","01",NA,"Serra do mar",NA,NA,"Herbácea; flores brancas com labelo roxo..Habitat: Epífita",NA,NA,NA,NA,NA,NA,"703",NA,NA,NA,NA,NA,NA
"63","2021-02-09 10:13:42-03","UENF","HUENF","5763","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Pessanha, A.S.; Nascimento, M.T.","Brasil","Rio de Janeiro","Campos dos Goytacazes","-41.448056","-21.797222","41º26'53''W","21º47'50''S","HUENF00005766",NA,"2007","08","11","Morro Itaoca - Morro do rato","201","201","epífita de caules e folhas cilíndricas, inflorescência racimosa, flores brancas com labelo rosa",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"64","2020-09-12 05:00:02-03","US","US","1208152","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor",NA,NA,NA,NA,NA,"A. C. Brade","Brazil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,"US00467206","US00467206_01","1921",NA,NA,NA,NA,NA,NA,"1",NA,"Monocotyledonae","Orchidales","55628","auto","s.n.","South America - Neotropics",NA,NA,NA,NA,NA
"65","2019-12-09 17:30:35-03","UFPR","EFC","16405","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Völtz, R.R.","2017","05","11","Völtz, R.R.","Brasil","Paraná","Balsa Nova","-49.8086","-25.5533","-49.8086","-25.5533","EFC016405",NA,"2017","05","11","Rio dos Papagaios","830","830","Erva epífita a 2 m, flores rosadas. Interior de Floresta Ombrófila Mista Aluvial",NA,NA,NA,NA,NA,NA,"1405",NA,NA,NA,NA,NA,NA
"66","2019-12-09 17:30:35-03","UFPR","EFC","9267","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Borgo, M.","1999","10","13","Borgo, M.; Isernhagen, I.; Reinert, B.L.","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"EFC009267",NA,"1999","09","22","Sítio Ananias, margem do rio Preto",NA,NA,"Epífita a 2,5m do solo, pétalas brancas e labelo roxo, no interior da floresta.",NA,NA,NA,NA,"41937","auto","490",NA,NA,NA,NA,NA,NA
"67","2021-03-25 13:53:06-03","UNIVILLE","JOI","9711","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Mancinelli, W. S.","2009","09","20","Mancinelli, W.S.","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"JOI009711",NA,"2009","09","20","Morro da Tromba.","150","150","; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Ombrófila Densa Submontana",NA,NA,NA,NA,"37150","auto","1003",NA,NA,NA,NA,NA,NA
"68","2021-03-25 13:53:06-03","UNIVILLE","JOI","8698","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Meyer, F.S.","2008","10","20","Meyer, F.S.","Brasil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,"JOI008698",NA,"2008","09","20","Arredores do CEPA Rugendas - Univille, Rio Natal.",NA,NA,"Folhas cilíndricas, carnosas; HABITAT: sub bosque da floresta; HABITO: epífita sob caule de arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa Montana",NA,NA,NA,NA,"23090","auto","797",NA,NA,NA,NA,NA,NA
"69","2020-07-23 12:17:23-03","CEPLAC","CEPEC","87068","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor",NA,"J. G. Jardim",NA,NA,NA,"J. G. Jardim","Brasil","Bahia","URUÇUCA","-39.101944","-14.485","39W6'7","14S29'6",NA,NA,"2000","07","27","Parque Estadual Serra do Condurú. Rod. Serra Grande/Uruçuca ca. 9,4Km. Serra do Condurú vertente E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3069",NA,NA,NA,"30/12/2000",NA,NA
"70","2019-04-02 09:32:20-03","URICER","HPBR","2394","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor",NA,NA,NA,NA,NA,"PLAUMANN, F.","Brasil","SC","Nova Teutônia",NA,NA,NA,NA,"HPBR002394",NA,"1944","06","23",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-04 17:30:10-03","UEM","HUEM","24270","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Milaneze-Gutierre, MA","2013",NA,NA,"Milaneze-Gutierre, MA","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,"HUEM000009543","HUEM000009543","2013","09",NA,"Área de alagamento da UHE Mauá",NA,NA,"Epífita; flores brancas com labelo lilás.",NA,NA,NA,NA,"35037","auto","s.n.",NA,NA,NA,NA,NA,NA
"72","2020-11-04 17:30:10-03","UEM","HUEM","28080","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Milaneze-Gutierre, MA","2012","10",NA,"S.C.Herreiro","Brasil","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,"HUEM000016036","HUEM000016036","2012","10","30","UHE Mauá.",NA,NA,NA,NA,NA,NA,NA,"35037","auto","s.n.",NA,NA,NA,NA,NA,NA
"73","2015-02-26 09:30:07-03","NHMLondon","NHM-LONDON-BOT","BM000505032","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Jordan","Brasil",NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4641106"
"74","2020-11-12 16:58:10-03","UEL","FUEL","52766","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Molina, JMP","2012","09",NA,"Molina, JMP","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2012","09","01","Parque Estadual Mata dos Godoy",NA,NA,NA,NA,"Tracheophyta",NA,"Asparagales","63728","auto","11",NA,NA,NA,NA,NA,NA
"75","2020-11-12 16:58:10-03","UEL","FUEL","52594","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Molina, JMP","2013","09",NA,"Molina, JMP","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2013","09","04","Parque Estadual Mata dos Godoy",NA,NA,NA,NA,"Tracheophyta",NA,"Asparagales","63728","auto","83",NA,NA,NA,NA,NA,NA
"76","2020-11-12 16:58:10-03","UEL","FUEL","52593","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Molina, JMP","2013","08",NA,"Molina, JMP","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2013","08","30","Parque Estadual Mata dos Godoy",NA,NA,NA,NA,"Tracheophyta",NA,"Asparagales","63728","auto","82",NA,NA,NA,NA,NA,NA
"77","2020-11-12 16:58:10-03","UEL","FUEL","52592","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Molina, JMP","2013","08",NA,"Molina, JMP","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2013","08","22","Parque Estadual Mata dos Godoy",NA,NA,NA,NA,"Tracheophyta",NA,"Asparagales","63728","auto","81",NA,NA,NA,NA,NA,NA
"78","2020-08-20 14:54:47-03","UFSC","FLOR","2455","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0002455",NA,"1970","09","23","Morro da Tapera, Ilha de Santa Catarina.","300","300","flor branco-roxo",NA,NA,NA,"Asparagales","27000","auto","8762",NA,NA,NA,NA,NA,NA
"79","2020-08-20 14:54:47-03","UFSC","FLOR","1450","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0001450",NA,"1966","09","13","Morro do Ribeirão, Ilha de Santa Catarina.","300","300","flor lilás",NA,NA,NA,"Asparagales","27000","auto","6795",NA,NA,NA,NA,NA,NA
"80","2020-08-20 14:54:47-03","UFSC","FLOR","1540","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0001540",NA,"1965","09","16","Morro do Rio Tavares, Ilha de Santa Catarina.","250","250","flor Branda; labelo roxo",NA,NA,NA,"Asparagales","27000","auto","6248",NA,NA,NA,NA,NA,NA
"81","2020-08-20 14:54:47-03","UFSC","FLOR","3839","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0003839",NA,"1968","09","11","Morro do Rio Vermelho, Ilha de Santa Catarina.","200","200","flor branca, labelo roxo",NA,NA,NA,"Asparagales","27000","auto","7915",NA,NA,NA,NA,NA,NA
"82","2020-08-20 14:54:47-03","UFSC","FLOR","2668","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Klein, R.M.","Brasil","Santa Catarina","Governador Celso Ramos","-48.5592002868652","-27.3146991729736",NA,NA,"FLOR0002668",NA,"1971","09","21","jordão.","300","300","exemplar único.",NA,NA,NA,"Asparagales","13751","auto","9691",NA,NA,NA,NA,NA,NA
"83","2020-08-20 20:37:53-03","UFSC","FLOR","3879","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Pabst, G.","1976",NA,NA,"Bresolin, A.","Brasil","Santa Catarina","Paulo Lopes","-48.6836013793945","-27.9617004394531",NA,NA,"FLOR0003879",NA,"1973","10","17","Bom Retiro.","350","350","epífito, flor branca, labelo roxo. Exemplar único.",NA,NA,NA,"Asparagales","23385","auto","894",NA,NA,NA,NA,NA,NA
"84","2020-01-31 10:39:14-03","IFAM","EAFM","16713","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Alzate, N.F.","2016",NA,NA,"Blanco, G.D.; Carmes, A.","Brasil","Santa Catarina","Palhoça","-49.053297","-28.347144","-49.053297","-28.347144",NA,NA,"2015","09","24","Aldeia Morro dos Cavalos, Proximo ao o rio Maciambú Pequeno","59","59","; DESC: epifita; com folhas longas e carnosas, com nervura mediada bem evidenciada; com 45cm de comprimento.",NA,NA,NA,NA,NA,NA,"57",NA,NA,NA,NA,NA,NA
"85","2020-01-31 10:39:14-03","IFAM","EAFM","13910","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Meyer, F.S.",NA,NA,NA,"Meyer, F.S.","Brasil","Santa Catarina","São Bento do Sul","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"2004","09","10","CEPA - Rugendas",NA,NA,"; DESC: Epífita.",NA,NA,NA,NA,"23090","auto","s. n.",NA,NA,NA,NA,NA,NA
"86","2021-03-04 15:42:06-03","IF","SPSF","40275","PreservedSpecimen","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","W.Forster","2009","06","16","J.B.Baitello & R.S.Almeida & O.T. Aguiar","Brasil","SP","Itapeva","-49.081944","-24.075556",NA,NA,NA,NA,"2008","05","28","Estação Ecológica",NA,NA,"COLETA: Mini orquidea, flores liláses.; GEOGRAFIA: Banhado;",NA,"Magnoliophyta","Liliopsida","Orchidales",NA,NA,"2122","América do Sul",NA,NA,NA,NA,NA
"87","2017-09-11 17:11:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Wawra, H","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in arboribus ad Villa Buen Retiro prope Tijuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"225","Southern America",NA,NA,NA,NA,NA
"88","2021-02-08 12:52:16-03","UFRGS","ICN","152357","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Buzatto, CR","2007","10","04","Buzatto, CR","Brasil","RS","Araricá","-50.9249992370605","-29.6135997772217",NA,NA,"ICN00040324",NA,"2007","10","04",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,"9007","auto","289","América do Sul",NA,NA,NA,NA,NA
"89","2021-02-08 12:52:16-03","UFRGS","ICN","119789","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","De Nardin, JL",NA,NA,NA,"Spanholi, J","Brasil","RS","Barracão","-51.4606018066406","-27.6716995239258",NA,NA,"ICN00040320",NA,"2000","06","12","encosta do Rio Marmeleiro",NA,NA,NA,NA,"Monocotyledon",NA,NA,"28327","auto","s.n.","América do Sul",NA,NA,NA,NA,NA
"90","2021-02-08 12:52:16-03","UFRGS","ICN","045215a","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Waechter","1979",NA,NA,"Waechter, JL","Brasil","RS","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,"ICN00040327",NA,"1976","12","10","Gravataí para Morungava",NA,NA,"Herborizada em 31/12/1979; epifítico, flores brancas com labelo purpúreo, floresce agosto-setembro",NA,"Monocotyledon",NA,NA,"25424","auto","1326","América do Sul",NA,NA,NA,NA,NA
"91","2021-02-08 12:52:16-03","UFRGS","ICN","152359","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Buzatto, CR","2007","10","04","Buzatto, CR","Brasil","RS","Riozinho","-50.4524993896484","-29.6410999298096",NA,NA,"ICN00040325",NA,"2007","10","04",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,"18583","auto","299","América do Sul",NA,NA,NA,NA,NA
"92","2021-02-08 12:52:16-03","UFRGS","ICN","015024","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Dutra, J",NA,NA,NA,"Dutra, J","Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"ICN00040323",NA,"1928","10","30","Brassina",NA,NA,NA,NA,"Monocotyledon",NA,NA,"10287","auto","1024","América do Sul",NA,NA,NA,NA,NA
"93","2021-02-08 12:52:16-03","UFRGS","ICN","035137","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Waechter, JL",NA,NA,NA,"Waechter, JL; Baptista, L","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00040321",NA,"1977","09","23","Morro Azul",NA,NA,"Epífita com sépalas e pétalas brancas, labelo com mancha lilás, coluna pardo-esverdeada.; Em beira de rio",NA,"Monocotyledon",NA,NA,"20837","auto","598","América do Sul",NA,NA,NA,NA,NA
"94","2021-02-08 12:52:16-03","UFRGS","ICN","145722","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Singer, R",NA,NA,NA,"Lima, LF","Brasil","RS","Riozinho","-50.4524993896484","-29.6410999298096",NA,NA,"ICN00040326",NA,NA,NA,NA,"Parque do Conduto",NA,NA,"flores brancas, com labelo rosa; Epifito, beira de rio",NA,"Monocotyledon",NA,NA,"18583","auto","326","América do Sul",NA,NA,NA,NA,NA
"95","2021-02-08 12:52:16-03","UFRGS","ICN","042576","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Waechter, JL","1978","10","17","Waechter, JL","Brasil","SC",NA,NA,NA,NA,NA,"ICN00040322",NA,"1978","08","28","Praia Grande- estrada para Cambará do Sul/RS",NA,NA,"Epifítica com cápsulas deiscentes e botões prestes a entrar em pântese.; Sobre árvore caída",NA,"Monocotyledon",NA,NA,NA,NA,"969","América do Sul",NA,NA,NA,NA,NA
"96","2019-11-21 10:13:30-03","IBt","SP","36297","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Hoehne, FC",NA,NA,NA,"Mazzini, E","Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"1936","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:13:30-03","IBt","SP","24974","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Hoehne, FC",NA,NA,NA,"Hoehne, FC","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"1914","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto","254",NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:13:30-03","IBt","SP","25590","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Hoehne, FC",NA,NA,NA,"Spannagel, C","Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"1928","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36524","auto","8",NA,NA,NA,NA,NA,NA
"99","2019-11-21 10:13:30-03","IBt","SP","379030","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Romanini, RP","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"2005","09","23","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 10.295",NA,NA,NA,NA,NA,NA,NA,"37574","auto","s.n.",NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:13:30-03","IBt","SP","163927","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,"1967","08",NA,"Handro, O","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"1967","07","25","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",NA,NA,"Epífita em tronco de árvore da mata, flores alvas com labelo purpúreo",NA,NA,NA,NA,"27258","auto","1177",NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:13:30-03","IBt","SP","3447","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Hoehne, FC",NA,NA,NA,"Hoehne, FC","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"1919","09","25","Butantã",NA,NA,NA,NA,NA,NA,NA,"53584","auto","s.n.",NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:13:30-03","IBt","SP","27116","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.",NA,NA,NA,NA,"Loefgren, A; Edwall, G","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SP029849","SP029849","1894","11","02","Em cultivo da Comissão de várias localidades",NA,NA,NA,NA,NA,NA,NA,"53584","auto","CGG2872",NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:13:30-03","IBt","SP","167552","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Barros, F","1981","01",NA,"Souza, S","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"1963","10",NA,"Instituto de Botânica",NA,NA,NA,NA,NA,NA,NA,"53584","auto","s.n.",NA,NA,NA,NA,NA,NA
"104","2019-11-21 10:13:30-03","IBt","SP","45801","S","Plantae","Orchidaceae","Leptotes","bicolor","Leptotes bicolor","Lindl.","Handro, O","1952","11",NA,"Handro, O","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"1952","11","04","Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,"53584","auto","322",NA,NA,NA,NA,NA,NA
