"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","fieldNumber","individualCount","class","typeStatus","verbatimLongitude","verbatimLatitude"
"1","2021-03-15 16:37:00-03","NY","NYBG","930844","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","crassa","Fridericia crassa","(Bureau & K.Schum.) L.G.Lohmann","D. C. Daly","D560","1980","10","10","South America","Brazil","Maranhão","Barra do Corda","40 km E of Barra do Corda toward Presidente Dutra.","-44.92","-5.42","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=972564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00930844","NY00930844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-01-06 11:41:57-03","UFPI-MRV","HDELTA","4132","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","crassa","Fridericia crassa","(Bureau & K.Schum.) L.G.Lohmann","Reis, R. B.","51","2010","01","26",NA,"Brasil","Piauí","Parnaíba","Lagoa Seca","-41.7766990661621","-2.90472006797791",NA,NA,"HDELTA004132",NA,"Aguiar, D.S.","25571","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-01-14 15:24:41-03","MN","R","11376","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Distictis","crassa","Distictis crassa","Bureau & K. Schum.","Glaziou, A.F.M.","14118","1882","02","21",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011376","R000011376_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-02 02:00:06-03","UFPI","TEPB","6797","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Arrabidaea","crassa","Arrabidaea crassa","Spreng","EMPERAIRE, L.","2406","1984","02","06",NA,"Brasil","Piauí","Várzea Grande","Varsea grande","-42.2463989257812","-6.54472017288208",NA,"Arbustiva densa 3-4 m; Latex-resina Ambiente: Caatinga",NA,NA,NA,"15695","auto",NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-21 19:33:08-03","UFC","EAC","5515","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Fridericia","crassa","Fridericia crassa","(Bureau & K.Schum.) L.G.Lohmann","Martins, P.; Fernandes, A.; Castro, A.J.","s.n.","1979","02","15","Southern America","Brasil","Maranhão","Codó","Brandão, Solo arenoso.","-43.8856010437012","-4.45527982711792",NA,"Cerrado","EAC0005515","EAC0005515","Loiola, M.I.B.","70751","auto","2014","01",NA,NA,NA,NA,NA,NA
"6","2021-03-21 19:33:08-03","UFC","EAC","31290","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Fridericia","crassa","Fridericia crassa","(Bureau & K.Schum.) L.G.Lohmann","Castro, A.S.F.","1129","2001","12","07","Southern America","Brasil","Piauí","Valença do Piauí","Estrada para Pimenteiras, 21Km de Valença","-41.7456016540527","-6.40749979019165",NA,"Trepadeira, flor branca.; Cerrado (transição)","EAC0031290","EAC0031290","Loiola, M.I.B.","37882","auto","2014","01",NA,NA,NA,NA,NA,NA
"7","2021-03-21 19:33:08-03","UFC","EAC","7292","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Fridericia","crassa","Fridericia crassa","(Bureau & K.Schum.) L.G.Lohmann","Martins, P.; Nunes, E.","s.n.","1979","11","09","Southern America","Brasil","Maranhão","Timon","entre Timon e a entrada para Buriti Bravo","-42.8367004394531","-5.09417009353638",NA,"Arbusto escandente, flor brancacenta.; Capoeira","EAC0007292","EAC0007292","Loiola, M.I.B.","44730","auto","2014","01",NA,NA,NA,NA,NA,NA
"8","2019-01-22 10:04:05-02","MNHN","RECOLNAT_MNHN_P","P00468563","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Fridericia","crassa","Fridericia crassa","L. G. Lohman","Gardner, G.",NA,"1840",NA,NA,NA,"Brésil",NA,NA,"Province de Piauhy",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468563' target='other'> <mi>dwc_moreinfo</mi></a>","P00468563","P00468563_01","Kaehler",NA,NA,NA,NA,"2468",NA,NA,NA,NA,NA
"9","2015-09-04 15:57:12-03","MNHN","RECOLNAT_MNHN_P","P00468562","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Fridericia","crassa","Fridericia crassa","L. G. Lohman","Gardner, G.",NA,"1840",NA,NA,NA,"Brésil",NA,NA,"Province de Piauhy",NA,NA,"hb","Reçu en 1840 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468562' target='other'> <mi>dwc_moreinfo</mi></a>","P00468562","P00468562_01",NA,NA,NA,NA,NA,"2468",NA,NA,NA,NA,NA
"10","2019-01-22 09:43:45-02","MNHN","RECOLNAT_MNHN_P","P00468564","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Fridericia","crassa","Fridericia crassa","L. G. Lohman","Gardner, G.",NA,"1840",NA,NA,NA,"Brésil",NA,NA,"Province de Piauhy",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468564' target='other'> <mi>dwc_moreinfo</mi></a>","P00468564","P00468564_01",NA,NA,NA,NA,NA,"2468",NA,NA,NA,NA,NA
"11","2015-09-26 05:47:50-03","MNHN","RECOLNAT_MNHN_P","P00468565","PreservedSpecimen",NA,NA,NA,"Bignoniaceae","Fridericia","crassa","Fridericia crassa","L. G. Lohman","Gardner, G.",NA,"1840",NA,NA,NA,"Brésil",NA,NA,"Province de Piauhy",NA,NA,"hb","dessin <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468565' target='other'> <mi>dwc_moreinfo</mi></a>","P00468565","P00468565_01",NA,NA,NA,NA,NA,"2468",NA,NA,NA,NA,NA
"12","2017-12-15 22:43:00-02","MO","MOBOT","1019808","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","crassa","Fridericia crassa","(Bureau & K. Schum.) L.G. Lohmann","Douglas C. Daly|et al.","Daly 560","1980","10","10","South America","Brazil","Maranhão",NA,"40 km E of Barra do Corda.","-44.9166667","-5.4166667",NA,NA,NA,NA,"M.Kaehler (NY)",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"13","2017-12-15 22:39:00-02","MO","MOBOT","1019725","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","crassa","Fridericia crassa","(Bureau & K. Schum.) L.G. Lohmann","George Gardner","Gardner 2468","1839","6",NA,"South America","Brazil","Piauí",NA,"prope Oeiras",NA,NA,NA,NA,NA,NA,"M.Kaehler (NY)",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"14","2017-12-15 22:42:00-02","MO","MOBOT","1237995","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","crassa","Fridericia crassa","(Bureau & K. Schum.) L.G. Lohmann","P. Martins|E. Nunes","Martins GERAL#7292","1979","11","9","South America","Brazil","Maranhão",NA,"Entre Timon e a Estrada para Burití-Bravo",NA,NA,NA,NA,NA,NA,"M.Kaehler (NY)",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"15","2020-09-12 05:00:02-03","US","US","3114771","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Fridericia","crassa","Fridericia crassa","(Cham.) L.G. Lohmann","D. C. Daly, D. G. Campbell, A. S. Silva, R. P. Bahia & M. R. Santos","D560","1980","10","10","South America - Neotropics","Brazil","Maranhão",NA,"Cerrado near dirt road. Approx. 40 km E of Barra do Corda toward Presidente Dutra.","-44.92","-5.42",NA,NA,"US03213183","US03213183_01",NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"16","2020-09-12 05:00:02-03","US","US","3114772","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Fridericia","crassa","Fridericia crassa","(Cham.) L.G. Lohmann","D. C. Daly, D. G. Campbell, A. S. Silva, R. P. Bahia & M. R. Santos","D560","1980","10","10","South America - Neotropics","Brazil","Maranhão",NA,"Cerrado near dirt road. Approx. 40 km E of Barra do Corda toward Presidente Dutra.","-44.92","-5.42",NA,NA,"US03213182","US03213182_01",NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"17","2019-09-04 17:26:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Distictis","crassa","Distictis crassa",NA,"G. Gardner","2468",NA,NA,NA,"South America","Brazil","Piaui",NA,"prope Oeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype",NA,NA
"18","2019-01-23 10:01:49-02","F","FMNH-SEEDPLANTS","V0361472F","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Distictis","crassa","Distictis crassa",NA,"G. Gardner","2468",NA,NA,NA,"South America","Brazil","Piaui",NA,"prope Oeiras",NA,NA,NA,NA,"V0361472F","V0361472F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype",NA,NA
"19","2017-09-11 17:08:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bignoniaceae","Distictis","crassa","Distictis crassa","Bureau & K.Schum.","Gardner, G","2468",NA,NA,NA,"Southern America","Brazil","Piauí",NA,"in provincia Piauhy prope Oeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-08-07 17:10:20-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Arrabidaea","crassa","Arrabidaea crassa",NA,"Daly, DC","560","1980","10","10",NA,"Brasil","Maranhão",NA,NA,"-44.916667","-5.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.916667","-5.416667"
