"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem","sex"
"48","2009-07-27 09:32:00-03","MO","MOBOT","3122622","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","J. Perkins","Auguste F.M. Glaziou","Glaziou 17771","1889","1","8","South America","Brazil",NA,NA,"Alto Nancahi de Nova Eriburgo,.. la riviére.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","10657",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","L. D. Thomaz","1144","1993","03","10",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Altura 10m. PAP 23cm, caule interno branco, botões verdes.","MBML010657","MBML010657",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","10658",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","L. D. Thomaz","1143","1992","09","29",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Altura 8m. PAP 27cm, caule interno laranja. Estéril.","MBML010658","MBML010658",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","10659",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","L. D. Thomaz","1044","1993","08","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Altura 8m, PAP 21cm, caule interno creme, botões (?).","MBML010659","MBML010659",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","10666",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"L. D. Thomaz","1137","1995","06","13",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Altura 10m, PAP 23cm, caule interno branco, frutos cos verde.","MBML010666","MBML010666",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","11060",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","V. Demuner/07-05-2003","W. P. Lopes; E. Bausen & W. Pizziolo","747","1999","05","26",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Árvore 10m. Dap 18cm. Fuste 6m. Frutos imaturos verdes. Indivíduo 1919 (área de amostragem de L.D.Thomaz).","MBML011060","MBML011060",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","11879",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","V. Demuner; et al","147","1999","10","26",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,NA,NA,"Arvoreta 2,5m de altura, com botoes florais.","MBML011879","MBML011879",NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-07-10 09:47:42-03","MBML","MBML-HERBARIO","12059",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perk.","Al Peixoto/2006","V. Demuner; et al","786","2000","02","24",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,NA,NA,"Arvoreto 7m, fruto imaturo cor verde. Folha face dorsal verde claro, face ventral verde escuro. Interior de mata, ambiente sombreado.","MBML012059","MBML012059",NA,NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","13722",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/17-08-2012","V. Demuner; et al","1437","2000","10","10",NA,"Brasil","Espírito Santo","Santa Teresa","Valão de São Lourenço, (Henrique Tonn)","-40.620556","-19.931111",NA,NA,NA,"Arbusto 4m, frutos imaturos de cor verde. Interior de mata, beira de riacho.","MBML013722","MBML013722",NA,NA,NA,"40W37'14","19S55'52",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","15918",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/26-06-2013","L. Kollmann; et al","5489","2002","02","05",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Arvoreto 10m. DAP 25cm. Fuste 9m. Frutos verdes.","MBML015918","MBML015918",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","17016",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","R.R. Vervloet; et al","319","2002","05","29",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore 15m, dossel aproximado 15m, beira do rio, fundo de vale, frutos imaturos de cor verde. Solo escuro, camada pouco espesso.","MBML017016","MBML017016",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","17514",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","R.R. Vervloet; et al","494","2002","07","17",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Arbusto com 7m, frutos imaturos de cor verde clara, fundo de vale, local brejoso, dossel aproximado 17m.","MBML017514","MBML017514",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","18161",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","R.R. Vervloet; et al","1305","2002","10","24",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore com 10m, baixada, dossel 12m, flores verdes anteras brancas.","MBML018161","MBML018161",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","19463",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Al Peixoto/Dez.2007","R.R. Vervloet; et al","1681","2003","01","21",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Arvoreto com 5m, flores de cor verde, meia encosta, dossel 12m, altitude 850m.","MBML019463","MBML019463",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","19647",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","R.R. Vervloet; et al","1822","2003","02","13",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore de 10m, frutos imaturos de cor verde com pintas brancas, fundo de vale, dossel de 16m.","MBML019647","MBML019647",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","19668",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","R.R. Vervloet; et al","1805","2003","02","12",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore com 13m, frutos imaturos de cor verde claro, com pontos brancos, meia encosta, dossel de 16m.","MBML019668","MBML019668",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","20072",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","R.R. Vervloet; et al","1963","2003","03","11",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore de 10m, frutos imaturos de cor verde, baixada, dossel 18m.","MBML020072","MBML020072",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","20465",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","R.R. Vervloet; et al","2083","2003","03","27",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Arvoreto de 6m, frutos imaturos de cor verde, com pontos brancos, topo de morro, dossel 18m.","MBML020465","MBML020465",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","20686",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","R.R. Vervloet; et al","2364","2003","05","07",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore de 16m, frutos imaturos de cor verde claro com pontos brancos. Meia encosta, dossel 18m.","MBML020686","MBML020686",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","24681",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Al Peixoto/Set.2006","Tadeu A. Cruz; et al","23","2003","08","09",NA,"Brasil","Espírito Santo","Santa Teresa","Parque Natural Municipal de São Lourenço","-40.620278","-19.923889",NA,NA,NA,"Área 2, parcela 6, árvore 12m, n° 707, Dap 35cm. Frutos verdes.","MBML024681","MBML024681",NA,NA,NA,"40W37'13","19S55'26",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","24709",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/29-08-2012","Tadeu A. Cruz; et al","102","2003","09","23",NA,"Brasil","Espírito Santo","Santa Teresa","Parque Natural Municipal de São Lourenço","-40.620278","-19.923889",NA,NA,NA,"Fora da parcela, árvore 9m, n°25, Dap 38cm. Frutos verdes.","MBML024709","MBML024709",NA,NA,NA,"40W37'13","19S55'26",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","43086",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lirio/03-10-2012","E.J. de Lírio; V.L. Aledi","57","2012","02","11",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530444","-19.965",NA,NA,NA,"Floresta Ombrófila Densa. Arv. 10m. Frutos verdes.","MBML043086","MBML043086",NA,NA,NA,"40W31'49,6","19S57'54",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","43091",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"E.J. de Lírio; V.L. Aledi","38","2011","08","27",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Floresta Ombrófila Densa. Arv. 12m. Flores femininas jovens, verdes","MBML043091","MBML043091",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","43824",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"E.J. de Lírio; V.L. Aledi","55","2012","02","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Floresta Ombrófila Densa. Arv. 12m. Frutos verdes, pintas brancas","MBML043824","MBML043824",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","43825",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"E.J. de Lírio; V.L. Aledi","41","2011","08","26",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Floresta Ombrófila Densa. Arbusto 5m. Estéril. A1 L. Thomaz","MBML043825","MBML043825",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","43828",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"E.J. de Lírio; V.L. Aledi","40","2011","10","27",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Floresta Ombrófila Densa. Arv. 12m. Rec. Fem. com frutíolos jovens verdes.","MBML043828","MBML043828",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","43833",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"E.J. de Lírio; V.L. Aledi","42","2012","01","08",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Floresta Ombrófila Densa. Arv. 12m. Frutos verdes.","MBML043833","MBML043833",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","52897",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lírio","E.J. de Lírio","187","2012","09","18",NA,"Brasil","Espírito Santo","Santa Teresa","REBIO Augusto Ruschi. Entrada acima da casa do Pesquisador","-40.557222","-19.880833",NA,NA,NA,"Casca lisa, coberta de briófitos, flores estaminadas imaturas, verdes. Altura 8m","MBML052897","MBML052897",NA,NA,NA,"40W33'26","19S52'51",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","52934",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lírio","E.J. de Lírio; V.L. Aledi","43","2012","01","08",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Ecológica Santa Lúcia. Subida da trilha da pinguela","-40.530278","-19.965",NA,NA,NA,"Frutos verdes. Material em álcool. Altura 10m","MBML052934","MBML052934",NA,NA,NA,"40W31'49","19S57'54",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","53116",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lírio","E.J. de Lírio; V.L. Aledi","43","2012","01","08",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, subida da trilha da pinguela","-40.530278","-19.965",NA,NA,NA,"Frutos verdes. Material em álcool. Altura 10m","MBML053116","MBML053116",NA,NA,NA,"40W31'49","19S57'54",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:47:42-03","MBML","MBML-HERBARIO","7656",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perk.","Al Peixoto/2006","L. Kollmann; E. Bausen & W. Pizziolo","267","1998","07","16",NA,"Brasil","Espírito Santo","Santa Teresa","Dois Pinheiros. Mata de D. Bonfim.","-40.59","-19.933333",NA,NA,NA,"Mata de encosta. Arvoreto 7m. Frutos avermelhados.","MBML007656","MBML007656",NA,NA,NA,"40W35'24","19S56'0",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","9413",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Al Peixoto/2006","L. Kollmann; E. Bausen & W. Pizziolo","1323","1998","12","16",NA,"Brasil","Espírito Santo","Santa Teresa","Aparecidinha","-40.593889","-19.973056",NA,NA,NA,"Arvoreto 8m. DAP 20cm. Fuste 4m. Botões verdes.","MBML009413","MBML009413",NA,NA,NA,"40W35'38","19S58'23",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","9526",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Al Peixoto/Dez.2007","L. Kollmann; E. Bausen & W. Pizziolo","1715","1999","01","27",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111",NA,NA,NA,"Arvoreto 8m. DAP 16cm. Fuste 3m. Flores verdes.","MBML009526","MBML009526",NA,NA,NA,"40W41'1","19S55'52",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","9596",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","A.L.Peixoto/27/07/2009","L. Kollmann; E. Bausen & W. Pizziolo","1330","1998","12","16",NA,"Brasil","Espírito Santo","Santa Teresa","Aparecidinha","-40.593889","-19.973056",NA,NA,NA,"Arvoreto 9m. DAP 18cm. Fuste 2m. Botões verdes.","MBML009596","MBML009596",NA,NA,NA,"40W35'38","19S58'23",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-07-10 09:47:43-03","MBML","MBML-HERBARIO","43089",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"E.J. de Lírio; V.L. Aledi","48","2011","10","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530583","-19.970972",NA,NA,NA,"Floresta Ombrófila Densa. Arbusto escandente, ramos recaídos, 5m. Folhas discolores, flores verde-claro, estames amarelos, imaturos brancos. Beira de riacho, ao lado da trilha bonita.","MBML043089","MBML043089",NA,NA,NA,"40W31'50,1","19S58'15,5",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-04 11:05:49-03","UFRB","HURB","14569","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"Victor Jr., V.","215","2013","01","18",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016",NA,NA,NA,NA,"HURB000014569",NA,"33549","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-03 13:56:20-03","UFF","NIT","NIT613","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"J. Garcia","161","2012","06","18",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"NIT00000612",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-25 10:12:42-03","CVRD","CVRD","13157","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","E.J. Lírio","Folli, D.A.","6706","2010","10","08","América do Sul","BRASIL","ES","Domingos Martins","Mata de Altitude","-40.937699","-20.290162","895","895",NA,"<ll>dwc_commonname:</ll> Orelha de vaca","CVRD013157",NA,NA,NA,"2013","-40,937699","-20,290162","08","30",NA,NA,NA,"Magnoliopsida",NA,NA
"86","2020-09-12 05:00:02-03","US","US","1194915","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins",NA,"A. F. M. Glaziou","17218","1888","1","19","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Alto Macahe.",NA,NA,NA,NA,NA,NA,"US00098977","US00098977_01",NA,NA,NA,NA,NA,NA,NA,"Isosyntype",NA,"1","Dicotyledonae",NA,NA
"87","2020-09-12 05:00:02-03","US","US","3595615","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Peixoto, A. L.","W. W. Thomas, A. M. Carvalho, T. S. Santos, A. M. Amorim, S. C. Sant'Ana & J. G. Járdim","9290","1992","5","14","South America - Neotropics","Brazil","Bahia","Wenceslau Guimarães","Ca. 3 km W of Nova Esperança, W edge of Reserva Estadual Wenceslau Guimarães","-39.72","-13.6","500","600",NA,NA,"US01347706","US01347706_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"88","2019-11-13 11:26:21-03","USP","SPF","175054","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Paixão, JL","499","2005","07","13",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, 13.7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra.","-39.202778","-14.770278","600","600",NA,NA,"SPF00175054",NA,NA,NA,"2016","-39.202778","-14.770278","12",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:26:21-03","USP","SPF","169431","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Fiaschi, P","2861","2005","03","18",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita, 9,7 km W de Camacan, na estrada para Jacareci, ramal para a RPPN, ca. 6 km da entrada.","-39.565278","-15.391667","850","850",NA,NA,"SPF00169431",NA,NA,NA,"2016","-39.565278","-15.391667","12",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:26:21-03","USP","SPF","181785","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Jardim, JG","4733","2005","07","22",NA,"Brasil","Bahia","Arataca","RPPN Caminho das Pedras, Serra do Peito de Moça, entrada a 9.6 km do Assent. Santo Antônio, mais 8.9 km até a sede da RPPN. Acesso pela Fazenda Santa Rita.","-39.339444","-15.174167","450","800",NA,NA,"SPF00181785",NA,NA,NA,"2016","-39.339444","-15.174167","12",NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:26:21-03","USP","SPF","193950","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Perdiz, RO","489","2009","08","14",NA,"Brasil","Bahia","Camacan","Trilha da Bapeba.","-39.565278","-15.391667","835","835",NA,NA,"SPF00193950",NA,NA,NA,"2016","-39.565278","-15.391667","12",NA,NA,NA,NA,NA,NA,NA
"92","2019-11-13 11:26:21-03","USP","SPF","200372","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Freitas, HS","46","2007","08","03",NA,"Brasil","São Paulo","São José do Barreiro","Fazenda Atibaia (Mata do Mascote). Acesso pelo km 258 da Rodovia dos Tropeiros (SP068).","-44.661444","-22.638611","482","482",NA,NA,"SPF00200372",NA,NA,NA,"2016","-44.661444","-22.638611","12",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-15 18:28:53-03","USP","SPF","201816","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Jardim, JG","4450","2005","02","13",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita, 9,7 km de Camacan na estrada para Jacareci, entrada para a RPPN e Torre de transmissão, ca. 6 km da entrada.","-39.565278","-15.391667",NA,NA,NA,"Floresta Ombrófila Densa Montana.","SPF00201816",NA,NA,NA,"2016","-39.565278","-15.391667","12",NA,NA,NA,NA,NA,NA,NA
"94","2019-11-13 11:26:21-03","USP","SPF","215631","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Perdiz, R","667","2010","05","04",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita","-39.576667","-15.391","915","915",NA,NA,"SPF00215631",NA,NA,NA,"2016","-39.576667","-15.391","12",NA,NA,NA,NA,NA,NA,NA
"95","2019-11-13 11:26:21-03","USP","SPF","215694","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Jardim, AB","164","2008","12","20",NA,"Brasil","Bahia","Arataca",NA,"-39.339444","-15.174167",NA,NA,NA,NA,"SPF00215694",NA,NA,NA,"2016","-39.339444","-15.174167","12",NA,NA,NA,NA,NA,NA,NA
"96","2019-11-13 11:26:21-03","USP","SPF","82977","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","gilgiana","Mollinedia gilgiana","Perkins","Lírio, EJ","Kuhlmann, M","s.n.","1943","02","24",NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPF00082977",NA,NA,NA,"2016",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
