"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","previousCatalogNumber","infraspecificEpithet","sex"
"47","2019-02-25 16:27:53-03","UNEMAT","HERBAM","13654","S","Plantae","Orchidaceae","Stelis","aff. argentata","Stelis aff. argentata","Koch, AK","2016","11","21",NA,NA,NA,"Lindl.","Antoniazii, S.A.; Lage, L.A.","586","2016","11","08",NA,"Brasil","Pará","Jacareacanga","UHE São Manoel - Bosqueamento UTM(04996721/8979092","-57.752799987793","-6.22221994400024","157","157",NA,"HERBAM013654",NA,NA,NA,"393024","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-03-16 12:49:28-03","UNEMAT","HERBAM","8578","S","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Petini-Benelli, A","2012","06","09",NA,NA,NA,"Lindl.","Soares, C.R.A.; Petini-Benelli, A.; Rodrigues, C.; Moura, V.A.; Silvino, L.; Oliveira, O.F. & Ro","Triag. 2726565","2012","06","09",NA,"Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.781389","-9.357778","218","218",NA,"HERBAM008578",NA,"-56.781389","-9.357778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-03-16 12:49:28-03","UNEMAT","HERBAM","8578","S","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Petini-Benelli, A","2012","06","09",NA,NA,NA,"Lindl.","Soares, C.R.A.; Petini-Benelli, A.; Rodrigues, C.; Moura, V.A.; Silvino, L.; Oliveira, O.F. & Ro","Triag. 2726565","2012","06","09",NA,"Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.781389","-9.357778","218","218",NA,"HERBAM008578",NA,"-56.781389","-9.357778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-03-16 13:31:12-03","UNEMAT","HERBAM","6788","S","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Petini-Benelli, A","2012","07","04",NA,NA,NA,"Lindl.","Soares, C.R.A.; Duarte, J.A.S.; Matos, D.L. & Oliveira, O.S.","Azul 224072","2011","10","05",NA,"Brasil","Mato Grosso","Paranaíta","Terra Firme.","-56.791111","-9.326944","183","183",NA,"HERBAM006788",NA,"-56.791111","-9.326944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-04-27 16:10:58-03","UFES","VIES","31796","S","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Couto, D.R.","2013","07",NA,NA,NA,NA,"Lindl.","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","686","2013","05","30",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","1600","1600",NA,"VIES031796","VIES031796",NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-12-06 19:30:05-03","UFES","VIES","44631","S","Plantae","Orchidaceae","Stelis","itatiayae","Stelis itatiayae","Silva, H.L.","2018",NA,NA,NA,NA,NA,"Schltr.","Silva, H.L.; Lieven, L.J","190","2018","11","15",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.591111","-19.971667",NA,NA,NA,"VIES044631",NA,"40º35'28''W","19º58'18''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:38:51-03","MBM","MBM","413887","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Völtz, R.R.","2018","06","09","Erva epífita; flores atropurpúreas.; Floresta Ombrófila Densa Submontana; interior de floresta de topo de morro.",NA,NA,"Lindl.","Völtz, R.R.","1567","2018","06","09","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.293056","-25.160833","360","360",NA,"MBM413887",NA,"-48.293056","-25.160833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:38:51-03","MBM","MBM","411174","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Santos, T.F.","2015","03","14","Epífita, sépalas amarelas, pétalas vermelhas.; Ecótone de Floresta Ombrófila Mista com Densa.",NA,NA,"Lindl.","Santos, T.F.; Hersten, R.; Toscano de Brito, A.L.V.; Hersten, R.; Toscano de Brito, A.L.V.","45","2015","03","14","Southern America","Brazil","Paraná","São José dos Pinhais","RPPN Nhandara Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,"MBM411174","MBM411174",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-09-03 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P00489260","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489260' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Hostmann",NA,"1843",NA,NA,NA,"Surinam",NA,NA,"Surinam",NA,NA,NA,NA,"hb","P00489260","P00489260_01",NA,NA,NA,NA,NA,NA,"1206",NA,NA,NA,NA,NA
"56","2015-09-03 19:57:50-03","MNHN","RECOLNAT_MNHN_P","P00053185","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata","Bordenave",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00053185' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Chauvet, G.",NA,"1994","3",NA,NA,"Guyane française",NA,NA,"Petit Saut. Cours du Sinnamary. Crique Tigre. Mise en eau du Barrage EDF",NA,NA,NA,NA,"hb","P00053185","P00053185_01",NA,NA,NA,NA,NA,NA,"afcpo 5",NA,NA,NA,NA,NA
"57","2015-09-03 20:09:39-03","MNHN","RECOLNAT_MNHN_P","P00224501","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata","Bordenave",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224501' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Bordenave, B.",NA,"1993","12","9",NA,"Guyane française",NA,NA,"Montagne Plomb. Parcelle P3.","-52.95","5","40",NA,"hb","P00224501","P00224501_01",NA,NA,NA,NA,NA,NA,"699",NA,NA,NA,NA,NA
"58","2004-08-09 17:40:05-03","MNHN","RECOLNAT_MNHN_P","P00224503","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00224503' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Bordenave, B.",NA,"1993","12","9",NA,"Guyane française",NA,NA,"Montagne Plomb. Parcelle P3.","-52.95","5","40",NA,"hb","P00224503",NA,NA,NA,NA,NA,NA,NA,"690 b",NA,NA,NA,NA,NA
"59","2015-09-03 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P00489253","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489253' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Larpin, D.",NA,"1980","10",NA,NA,"Guyane Française",NA,NA,"Montagne des Nouragues - Bassin de l'Approuague - Arataye","-52.7","4.05","390",NA,"hb","P00489253","P00489253_01",NA,NA,NA,NA,NA,NA,"720",NA,NA,NA,NA,NA
"60","2015-09-03 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P00489254","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489254' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Veyret, Y.",NA,"1976","10","16",NA,"Guyane Française",NA,NA,"Saül",NA,NA,NA,NA,"hb","P00489254","P00489254_01",NA,NA,NA,NA,NA,NA,"1444",NA,NA,NA,NA,NA
"61","2015-09-04 18:19:08-03","MNHN","RECOLNAT_MNHN_P","P00489255","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489255' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Oldeman, R.A.A.",NA,"1967","12","7",NA,"Guyane Française",NA,NA,"Forêt bordant la rivière Camopi (affluent de l'Oyapock), à Roche José",NA,NA,NA,NA,"hb","P00489255","P00489255_01",NA,NA,NA,NA,NA,NA,"2587",NA,NA,NA,NA,NA
"62","2015-09-04 19:05:23-03","MNHN","RECOLNAT_MNHN_P","P00489256","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489256' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Cremers, G.",NA,"1988","4","11",NA,"Guyane Française",NA,NA,"Crique Gabaret - Bassin de l'Oyapock, entre embouchure et Cr. Mérignan","-51.8","3.91667","5",NA,"hb","P00489256","P00489256_01",NA,NA,NA,NA,NA,NA,"9844",NA,NA,NA,NA,NA
"63","2015-09-03 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P00489257","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489257' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Cremers, G.",NA,"1991","11","9",NA,"Guyane Française",NA,NA,"Montagnes de la Trinité - Bassin de la Mana","-53.35","4.58333","75",NA,"hb","P00489257","P00489257_01",NA,NA,NA,NA,NA,NA,"12580",NA,NA,NA,NA,NA
"64","2015-09-03 19:28:36-03","MNHN","RECOLNAT_MNHN_P","P00489258","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489258' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Mori, S.|Bolten, A.",NA,"1976","12","6",NA,"Guyane Française",NA,NA,"route de l'Est, env. 5 km past the bridge over the Comte river, 52 km S of Cayenne",NA,NA,NA,NA,"hb","P00489258","P00489258_01",NA,NA,NA,NA,NA,NA,"8692",NA,NA,NA,NA,NA
"65","2015-09-03 19:28:37-03","MNHN","RECOLNAT_MNHN_P","P00489259","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489259' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Skog, L.|Feuillet, C.",NA,"1986","11","17",NA,"Guyane Française",NA,NA,"St Laurent Region : Piste de Paul Isnard, 10 km SE of St Laurent","-54","5.41667","5","15","hb","P00489259","P00489259_01",NA,NA,NA,NA,NA,NA,"7429",NA,NA,NA,NA,NA
"66","2015-09-04 19:05:23-03","MNHN","RECOLNAT_MNHN_P","P00489261","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489261' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Steudel, H.",NA,NA,NA,NA,NA,"Surinam",NA,NA,"Surinam",NA,NA,NA,NA,"hb","P00489261","P00489261_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-09-16 22:14:16-03","MNHN","RECOLNAT_MNHN_P","P00489262","PreservedSpecimen",NA,"Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489262' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Lindl.","Sastre, C.",NA,"1968","3","12",NA,"Brésil",NA,NA,"Estado do Para : Rio Ora, Maje do Guama",NA,NA,NA,NA,"hb","P00489262","P00489262_01",NA,NA,NA,NA,NA,NA,"114",NA,NA,NA,NA,NA
"68","2013-01-07 14:26:48-02","MNHN","RECOLNAT_MNHN_P","P00489324","PreservedSpecimen",NA,"Orchidaceae","Stelis","loefgrenii","Stelis loefgrenii",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00489324' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Cogn.","Binot",NA,NA,NA,NA,NA,"Brésil",NA,NA,"cultivé à Paris, origine Brésil",NA,NA,NA,NA,"hb","P00489324","P00489324_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-10-01 14:26:14-03","JBB","HEPH","7042","S","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Silva, JBF da","2001","12","04",NA,"Monocotyledon","Asparagales","Lindl.","Salles, AEH","1652","1990","03","17","Southern America","Brasil","Pará","Belém","Coleção do Sr.João Batista","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:44:54-03","UFMG","BHCB","105200","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,"Erva epífita; flores verde-acastanhadas.; Planta coletada em mata ombrófila","Monocotyledon",NA,"Lindl.","Mota, RC da","3178","2006","10","18","Southern America","Brasil","Minas Gerais","Mariana","Serra do Caraça","-43.4160995483398","-20.377799987793",NA,NA,NA,"BHCB014402",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:44:54-03","UFMG","BHCB","92304","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,"2007","07",NA,"Flores acastanhadas.; Planta coletada em mata semidecidua; rupestre","Monocotyledon",NA,"Lindl.","Mota, RC da","2425","2003","11","28","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Na trilha que leva a Cascatona","-43.4075012207031","-20.0746994018555",NA,NA,NA,"BHCB001551","BHCB001551",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-11 17:21:02-03","UFPR","UPCB","83320","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Toscano de Brito, A.L.V.","2015","08","05","Sépalas purpúreo-acinzentadas; pétalas verdes, com margens purpúreo-acinzentadas; coluna e labelo da cor das pétalas; antera branca.. Fl. cult. MBML como proveniente de Santa Teresa, CE 576, 23/03/2015.",NA,NA,"Lindl.","Toscano de Brito, A.L.V.","3377","2015","03","23",NA,"Brasil","Espírito Santo","Santa Teresa(?)",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-11 17:21:02-03","UFPR","UPCB","84557","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","Ignowski, H.","2016",NA,NA,"Possui amostra de DNA..",NA,NA,"Lindl.","Santos, M.C., Bolson, M., | Santos, E | Peralta, D.","11","2015","06","16",NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi, Monte Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2012-10-01 11:45:00-03","MO","MOBOT","654381","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Carl A. Luer|et al.","Luer 10685","1985","3","20","South America","Ecuador","El Oro",NA,"Sta. Rosa-Loja.","-79.2","-3.9833333","830.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"75","2012-10-01 11:51:00-03","MO","MOBOT","679331","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","F.L. Stevenson","Stevenson 90-1014-2","1990","10","14","South America","Ecuador","Zamora-Chinchipe",NA,"Los Encuentros-Paquisha Military Camp.","-78.5","-3.9","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"76","2009-11-03 15:03:00-02","MO","MOBOT","100225266","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","C.A. Luer (MO)",NA,NA,NA,NA,NA,NA,"Lindl.","Philip A. Silverstone-Sopkin|et al.","Silverstone-Sopkin 8302","1999","9","26","South America","Colombia","Valle del Cauca","Yotoco","Reserva Foorestal de Yotoco, Cordillera Occidental, vertiente oriental, a 18 km al W de Buga, bosque.","-76.55","3.8666667","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"77","2009-11-03 15:07:00-02","MO","MOBOT","100225268","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata","C.A. Luer (MO)",NA,NA,NA,NA,NA,NA,"Lindl.","Philip A. Silverstone-Sopkin|et al.","Silverstone-Sopkin 8757","2002","4","6","South America","Colombia","Valle del Cauca","Zarzal","Hacienda El Medio parte oriental (Hacienda Garcero), al este de la carretera Panamericana entre La Paila y Zarzal.","-76.0333333","4.3333333","960.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"78","2012-09-28 14:17:00-03","MO","MOBOT","100528620","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8770",NA,NA,NA,"South America","Ecuador","Pastaza",NA,"Archidona.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"79","2012-09-28 14:19:00-03","MO","MOBOT","100528623","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8794","2004","7",NA,"South America","Ecuador","Morona-Santiago",NA,"Pangui Alto.",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"80","2012-09-28 14:21:00-03","MO","MOBOT","100528626","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8845","2004","7","26","South America","Ecuador","Morona-Santiago",NA,"Macas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"81","2012-09-28 14:22:00-03","MO","MOBOT","100528628","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8846","2004","7","26","South America","Ecuador","Morona-Santiago",NA,"Macas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"82","2012-09-28 14:24:00-03","MO","MOBOT","100528631","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8768",NA,NA,NA,"South America","Ecuador","Morona-Santiago",NA,"Macas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"83","2012-09-28 14:28:00-03","MO","MOBOT","100528634","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8747","2004","6","5","South America","Ecuador","Pichincha",NA,"San Vicente de Maldonado.",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"84","2012-09-28 14:30:00-03","MO","MOBOT","100528637","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8749","2004","6","5","South America","Ecuador","Pichincha",NA,"San Vicente de Maldonado.",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"85","2012-09-28 14:32:00-03","MO","MOBOT","100528639","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8115","2002","2","2","South America","Ecuador","Morona-Santiago",NA,"Pangui.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"86","2012-09-28 14:33:00-03","MO","MOBOT","100528640","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8851","2004","7","26","South America","Ecuador","Morona-Santiago",NA,"Macas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"87","2012-09-28 14:35:00-03","MO","MOBOT","100528641","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8118","2002","2","2","South America","Ecuador","Morona-Santiago",NA,"Pangui.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"88","2012-09-28 14:36:00-03","MO","MOBOT","100528643","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Carl A. Luer|Jane Luer|Alexander Hirtz","Luer 19721","2001","3","5","South America","Ecuador",NA,NA,"Without collection data.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"89","2012-09-28 14:38:00-03","MO","MOBOT","100528645","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8116","2002","2","2","South America","Ecuador","Morona-Santiago",NA,"Pangui.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"90","2012-09-28 14:44:00-03","MO","MOBOT","100528651","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8691","2004","3",NA,"South America","Ecuador","Pichincha",NA,"Between Andoas and Río Guayallababa, west of San Miguel de los Bancos.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"91","2012-09-28 14:45:00-03","MO","MOBOT","100528652","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8195","2002","2","2","South America","Ecuador","Morona-Santiago",NA,"Pangui.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"92","2012-09-28 14:53:00-03","MO","MOBOT","100528653","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8026","2002","2","2","South America","Ecuador","Zamora-Chinchipe",NA,"Zamora.",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"93","2012-10-01 08:21:00-03","MO","MOBOT","100528826","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8471","2003","2","1","South America","Ecuador","Azuay",NA,"Gima.",NA,NA,"2800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"94","2012-10-01 08:37:00-03","MO","MOBOT","100528827","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8028","2002","2","2","South America","Ecuador","Zamora-Chinchipe",NA,"Cordillera del Condor.",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"95","2012-10-01 08:40:00-03","MO","MOBOT","100528829","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 6578","1997","5",NA,"South America","Ecuador","Carchi",NA,"Chical.",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"96","2012-10-01 08:41:00-03","MO","MOBOT","100528830","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8023","2002","2","2","South America","Ecuador","Zamora-Chinchipe",NA,"Zamora.",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"97","2012-10-01 08:43:00-03","MO","MOBOT","100528831","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Alexander Hirtz","Hirtz 8844","2004","7","26","South America","Ecuador","Morona-Santiago",NA,"Macas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"98","2012-10-01 08:49:00-03","MO","MOBOT","100528832","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Carl A. Luer|Jane Luer|Alexander Hirtz","Luer 19738","2001","3","5","South America","Ecuador","Morona-Santiago",NA,"Near Bomboiza.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"99","2012-10-01 08:51:00-03","MO","MOBOT","100528833","PreservedSpecimen","Plantae","Orchidaceae","Stelis","argentata","Stelis argentata",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Carl A. Luer|Jane Luer|Alexander Hirtz","Luer 19591","2001","3","1","South America","Ecuador","Morona-Santiago",NA,"West Macas, new road to Guamote, junction of Río Colimbo and Río Upano.",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
