"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordedBy","year","month","locality","dayIdentified","recordNumber","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","previousCatalogNumber","order","continentOcean","phylum","preparationType","fieldNumber"
"1","2021-03-31 13:41:19-03","MN","R","35752","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb. f.","Toscano, A.B.","1994","08","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-31 13:41:19-03","MN","R","35807","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb. f.","Toscano, A.B.","1994","08","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","Schwacke, C.A.W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-31 13:41:19-03","MN","R","35751","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb. f.","Toscano, A.B.","1932","10","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","Orth","1932","10","Sumaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-10-14 10:04:26-03","FURB","FURB","17529","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Mancinelli, WS","2010","01","Brasil","Santa Catarina","Turvo","-49.6805556","-28.8944444",NA,NA,"Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","10","São Peregrino.","25","2773","16","-49.6805556","-28.8944444","270","270","Florística IFFSC 23 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB02895","FURB02895",NA,NA,NA,NA,NA,NA
"5","2019-11-08 08:54:35-03","FURB","FURB","37914","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Caetano, JO","2012","01","Brasil","Santa Catarina","Benedito Novo","-49.3980555","-26.7838889",NA,NA,"Caetano, J.O.","2012","01","Ao lado da Ceesan, Alto Benedito.","10",NA,"10","-49.3980555","-26.7838889","276","276",NA,"FURB36584","FURB36584",NA,NA,NA,NA,NA,NA
"6","2019-11-08 08:54:35-03","FURB","FURB","40430","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Siqueira, CE","2013","03","Brasil","Santa Catarina","Blumenau","-49.0761111","-27.0027778",NA,NA,"Funez, L.A.","2013","02","RPPN Bugerkopf, trilha principal.","19","1696","06","-49.0761111","-27.0027778","353","353",NA,"FURB36585","FURB36585",NA,NA,NA,NA,NA,NA
"7","2020-10-14 10:04:26-03","FURB","FURB","57333","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Funez, L.A.","2018","03","Brasil","Santa Catarina","José Boiteux","-49.5894444","-26.9980555",NA,NA,"Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2018","02",NA,NA,"2168","22","-49.5894444","-26.9980555",NA,NA,"flor branca e verde Habitat: interior da unidade amostral Habito: epífita","FURB57333","FURB57333",NA,NA,NA,NA,NA,NA
"8","2021-02-11 17:21:03-03","UFPR","UPCB","84816","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Toscano de Brito, A.L.V.","2015",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Toscano de Brito, A.L.V.","2015","11",NA,NA,"3457","14",NA,NA,NA,NA,"Cultivada por M. R. Cabral. Florescendo em cultivo. Amostra conservada em solução de glicerina com álcool..",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-25 13:53:10-03","UNIVILLE","JOI","14890","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Mancinelli, W. S.","2009","12","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564","37150","auto","Mancinelli, W.S.","2009","12","Morro da Tromba.","21","1092","21",NA,NA,"200","200","; HABITO: Epífita","JOI014890",NA,NA,NA,NA,NA,NA,NA
"10","2021-03-25 13:53:10-03","UNIVILLE","JOI","9109","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Royer, C. A.","1905","07","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564","37150","auto","Mancinelli, W.S.","2008","01","Morro da Tromba.","11","821","14",NA,NA,"250","250","; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Ombrófila Densa Submontana","JOI009109",NA,NA,NA,NA,NA,NA,NA
"11","2016-08-23 09:45:49-03","NHMLondon","NHM-LONDON-BOT","BM000023994","S","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.",NA,NA,NA,"Brasil",NA,NA,"-53.08982","-10.773109",NA,NA,"John Miers; b.1789; d.1879; Miers",NA,NA,NA,NA,"s.n.",NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4620804",NA,NA,NA,NA,NA
"12","2020-08-20 20:37:57-03","UFSC","FLOR","4002","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Royer, C.A.","2019",NA,"Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto","Klein, R.M.; Bresolin, A.","1969","02","Morro da Costa da Lagoa, Ilha de Santa Catarina.",NA,"8176","13",NA,NA,"350","350","flor branca Habitat: epífita de mata","FLOR0004002",NA,NA,"Asparagales",NA,NA,NA,NA
"13","2020-08-20 20:37:57-03","UFSC","FLOR","1706","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Royer, C.A.","2019",NA,"Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto","Klein, R.M.","1967","02","Morro do Ribeirão, Ilha de Santa Catarina.",NA,"7173","14",NA,NA,"400","400","flor esverdeada Habitat: epífita de mata","FLOR0001706",NA,NA,"Asparagales",NA,NA,NA,NA
"14","2020-08-20 14:54:51-03","UFSC","FLOR","2509","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Pabst, G.","1969","05","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto","Klein, R.M.","1969","02","Morro do Ribeirão, Ilha de Santa Catarina.","29","8213","14",NA,NA,"500","500","flor verde - esbranquiçada. Exemplar único.","FLOR0002509",NA,NA,"Asparagales",NA,NA,NA,NA
"15","2020-08-20 20:37:57-03","UFSC","FLOR","2504","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Royer, C.A.","2019",NA,"Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto","Klein, R.M.; Bresolin, A.","1969","01","Morro do Rio Vermelho, Ilha de Santa Catarina.",NA,"8217","11",NA,NA,"300","300","flor branco- esverdeada. Exemplar único. Habitat: epífita de mata","FLOR0002504",NA,NA,"Asparagales",NA,NA,NA,NA
"16","2020-08-20 20:37:57-03","UFSC","FLOR","2534","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Royer, C.A.","2019",NA,"Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto","Bresolin, A.","1971","01","Pântano do Sul, Ilha de Santa Catarina.",NA,"133","21",NA,NA,"250","250","epífito Habitat: Mata","FLOR0002534",NA,NA,"Asparagales",NA,NA,NA,NA
"17","2020-08-20 20:37:57-03","UFSC","FLOR","3875","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Royer, C.A.","2019",NA,"Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335","27000","auto","Bresolin, A.","1974","02","Vargem Grande, Ilha de Santa Catarina.",NA,"1121","21",NA,NA,"150","150","epífito, flor branca e verde. Exemplar único. Habitat: Mata","FLOR0003875",NA,NA,"Asparagales",NA,NA,NA,NA
"18","2020-08-20 20:37:57-03","UFSC","FLOR","3258","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Royer, C.A.","2019",NA,"Brasil","Santa Catarina","Palhoça","-48.6678009033203","-27.645299911499","31105","auto","Klein, R.M.; Bresolin, A.","1972","02","Morro do Cambirela, Palhoça.",NA,"10074","23",NA,NA,"300","300","flor branca Habitat: epífita de mata","FLOR0003258",NA,NA,"Asparagales",NA,NA,NA,NA
"19","2020-08-20 20:37:57-03","UFSC","FLOR","2626","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.","Royer, C.A.","2019",NA,"Brasil","Santa Catarina","Paulo Lopes","-48.6836013793945","-27.9617004394531","23385","auto","Klein, R.M.","1973","11","Bom Retiro.",NA,"10833","19",NA,NA,"500","500","flor branco - creme. Exemplar único. Habitat: epífita de mata","FLOR0002626",NA,NA,"Asparagales",NA,NA,NA,NA
"20","2020-04-30 17:57:49-03","UFMT","UFMT","27739","S","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.",NA,NA,NA,"Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385","27253","auto","Deusvando, F.","2008","12","Aos redores da cidade de Itajai.",NA,"36","20",NA,NA,NA,NA,"Herbácea cde 10 cm de altura. Flores com pétalas e sépalas alvas, labelo verde.; Mata ciliar.",NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Riedel, L",NA,NA,"ad Copacabana",NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"22","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Martius, CFP",NA,NA,"Habitat in prov. Rio de Janeiro",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"23","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Miers, J",NA,NA,"ad Serra dos Orgãos",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"24","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Luschnath, B",NA,NA,"ad Canta Gallo",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"25","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Miers, J",NA,NA,"in arboribus ad Corcovado",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"26","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Schenck, H",NA,NA,"in arboribus ad Corcovado",NA,"1823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"27","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Luschnath, B",NA,NA,"ad Canta Gallo",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"28","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo",NA,NA,"in prov. S. Paulo",NA,"3265",NA,NA,NA,NA,NA,"Floret Septembri ad Junium",NA,NA,NA,NA,"Southern America",NA,NA,NA
"29","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,"Comm. Geogr.Geol. S. Paulo",NA,NA,"in prov. S. Paulo",NA,"3265?",NA,NA,NA,NA,NA,"Floret Septembri ad Junium",NA,NA,NA,NA,"Southern America",NA,NA,NA
"30","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Martius, CFP",NA,NA,"Habitat in prov. Rio de Janeiro",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"31","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Riedel, L",NA,NA,"Habitat in prov. Rio de Janeiro",NA,"18?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"32","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Miers, J",NA,NA,"in arboribus ad Corcovado",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"33","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Miers, J",NA,NA,"ad Serra dos Orgãos",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"34","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Schenck, H",NA,NA,"in arboribus ad Corcovado",NA,"1823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"35","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Riedel, L",NA,NA,"ad Copacabana",NA,"23?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA
"36","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pseudobulbiferus","Dipteranthus pseudobulbiferus","(Barb.Rodr.) Barb.Rodr.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,"Habitat supra arbores in sylvis ,,capoeiras ad Serra do Mar prov. Rio de Janeiro",NA,"s.n.",NA,NA,NA,NA,NA,"Floret Augusto - Novembri",NA,NA,NA,NA,"Southern America",NA,NA,NA
"37","2017-09-11 17:11:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Dipteranthus","pseudobulbiferus","Dipteranthus pseudobulbiferus","(Barb.Rodr.) Barb.Rodr.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"Barbosa Rodrigues, J",NA,NA,"Habitat supra arbores in sylvis ,,capoeiras ad Serra do Mar prov. Rio de Janeiro",NA,"s.n.",NA,NA,NA,NA,NA,"Floret Augusto - Novembri",NA,NA,NA,NA,"Southern America",NA,NA,NA
"38","2021-02-08 12:52:13-03","UFRGS","ICN","160633","S","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.","Singer, RB",NA,NA,"Brasil","RS","Morrinhos do Sul","-49.934700012207","-29.3649997711182","12766","auto","Buzatto, CR","2008","12","Passo da Perdida",NA,"453","13",NA,NA,NA,NA,"Mantida em cultivo até 07/01/2009","ICN00039653",NA,NA,NA,"América do Sul","Monocotyledon",NA,NA
"39","2021-02-08 12:52:13-03","UFRGS","ICN","020362a","S","Plantae","Orchidaceae","Dipteranthus","pellucidus","Dipteranthus pellucidus","(Rchb.f.) Cogn.","Pabst, GFJ",NA,NA,"Brasil","RS",NA,NA,NA,NA,NA,"Ronna, F","1949","02","Praia Santa Teresina",NA,"s.n.","10",NA,NA,NA,NA,NA,"ICN00039652",NA,NA,NA,"América do Sul","Monocotyledon",NA,NA
"40","2021-03-03 22:00:02-03","FLAS","FLAS","212764","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","Rchb.f.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"Mark Whitten",NA,NA,NA,NA,"2792",NA,NA,NA,NA,NA,"[Label note:] Slide # 21-25 --[Label footing:] Voucher for NSF Grant Systematics of Maxillariinae (Orchidaceae): Generic Delimitation, Pollinator Rewards and Pollination",NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen",NA
"41","2018-04-25 11:59:00-03","AMES","HU-HERB","AMES 01089231","PreservedSpecimen","Plantae","Orchidaceae","Zygostates","pellucida","Zygostates pellucida","H. G. Reichenbach",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"G. F. J. Pabst","1950","10","Serra de Carioca",NA,"399",NA,NA,NA,"300",NA,NA,NA,NA,NA,NA,"South America",NA,"Sheet","399"
