"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","continentOcean","locality","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","typeStatus","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01538657","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"P. L. B. Lisboa","1980","11","11","Brazil","Pará","Tucuruí","-49.6725006103516","-3.76610994338989",NA,NA,"NY01538657","NY01538657_01","1550","South America","Km 13 da Rod. Transcametá.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1806850' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,"59618","auto",NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00917839","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare decussatum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"H. S. Irwin","1970","01","29","Brazil","Minas Gerais",NA,"-43.2485756","-19.9480039",NA,NA,"NY00917839","NY00917839_01","25600","South America","Morro da Pedras, ca. 37 km N.E. of Patrocínio","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993947' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"decussatum","1000","1000",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00917840","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare decussatum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"H. S. Irwin","1966","03","05","Brazil","Goiás","Cristalina","-47.69379","-16.75",NA,NA,"NY00917840","NY00917840_01","13548","South America","Serra dos Cristais, ca. 10 km W. of Cristalina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993949' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"decussatum","1200","1200",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00917841","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare decussatum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"H. S. Irwin","1966","02","02","Brazil","Distrito Federal","Brasília","-47.9167","-15.7833",NA,NA,"NY00917841","NY00917841_01","12210","South America",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993951' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"decussatum","950","950",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","685871","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare decussatum","(DC.) Landrum","L. R. Landrum",NA,NA,NA,"L. R. Landrum","1982","01","07","Brazil","Paraná","Rio Branco do Sul","-49.33","-25",NA,NA,"NY00685871","NY00685871_01","4110","South America","Along road to Cerro Azul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822337' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"decussatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00917837","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare mucronatum","(Cambess.) Landrum","G. Jolochin",NA,NA,NA,"E. P. Heringer","1978","11","09","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00917837","NY00917837_01","701","South America","No margem do lago Paranoá a 500 m da margem","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993945' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"mucronatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","813743","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare mucronatum","(Cambess.) Landrum","L. R. Landrum",NA,NA,NA,"B. Rambo","1947","01","04","Brazil","Rio Grande do Sul","Bom Jesus","-50.388347","-28.558459",NA,NA,"NY00813743","NY00813743_01","35177","South America","Fazenda B. Velho, Bom Jesus","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807469' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"mucronatum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00908474","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare pohlianum","(O.Berg) Landrum","L. R. Landrum",NA,NA,NA,"H. S. Irwin","1966","03","01","Brazil","Goiás","Cristalina","-47.6","-16.84036",NA,NA,"NY00908474","NY00908474_01","13226a","South America","Serra dos Cristais, ca. 10 km S. of Cristalina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993849' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"pohlianum","1200","1200",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00908473","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare pohlianum","(O.Berg) Landrum","L. R. Landrum",NA,NA,NA,"H. S. Irwin","1966","03","03","Brazil","Goiás","Cristalina","-47.6","-16.72289",NA,NA,"NY00908473","NY00908473_01","13367a","South America","Serra dos Cristais, ca. 3 km N. of Cristalina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993847' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"pohlianum","1250","1250",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00908475","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare pohlianum","(O.Berg) Landrum","L. R. Landrum",NA,NA,NA,"H. S. Irwin","1965","10","10","Brazil","Distrito Federal","Brasília","-47.57345","-15.6167",NA,NA,"NY00908475","NY00908475_01","9101","South America","10 km E. of Planaltina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993851' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"pohlianum","1150","1150",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00908471","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare pohlianum","(O.Berg) Landrum","L. R. Landrum",NA,NA,NA,"H. S. Irwin","1966","03","09","Brazil","Goiás","Cristalina","-47.48746","-16.75",NA,NA,"NY00908471","NY00908471_01","13854","South America","Serra dos Cristais, ca. 12 km E. of Cristalina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993841' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"pohlianum","1200","1200",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","685869","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare salutare","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"L. R. Landrum","1981","12","02","Brazil","Paraná","Palmeira","-49.83","-25.42",NA,NA,"NY00685869",NA,"3966","South America","Fazenda Santa Rita, ca. 65 km W of Curtitiba on rd to Ponta Grossa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822334' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"salutare",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","685872","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare sericeum","(Cambess.) Landrum","L. R. Landrum",NA,NA,NA,"K. Hagelund","1980","11","05","Brazil","Rio Grande do Sul","Arroio dos Ratos","-51.7292","-30.0772",NA,NA,"NY00685872","NY00685872_01","13420","South America","Fazenda Faxinal - Arroio dos Ratos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822338' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"sericeum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1182171","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare pohlianum","(O.Berg) Landrum","L. R. Landrum",NA,NA,NA,"R. C. de Mendonça","1982","03","20","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"NY01182171","NY01182171_01","164","South America","Lago Paranoá. próximo à confluencia do córrego Bananal.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399279' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"pohlianum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00908472","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare pohlianum","(O.Berg) Landrum","L. R. Landrum",NA,NA,NA,"H. S. Irwin","1966","03","04","Brazil","Goiás","Cristalina","-47.69379","-16.75",NA,NA,"NY00908472","NY00908472_01","13449","South America","Serra dos Cristais, ca. 10 km W. of Cristalina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993844' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"pohlianum","1200","1200",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","685870","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare salutare","(Kunth) O.Berg","L. R. Landrum",NA,NA,NA,"L. R. Landrum","1982","01","07","Brazil","Paraná","Rio Branco do Sul","-49.33","-25",NA,NA,"NY00685870",NA,"4112","South America","Along road to Cerro Azul","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822336' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"salutare",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02706068","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare salutare","(Kunth) O.Berg",NA,NA,NA,NA,"G. Davidse","1980","04","06","Brazil","Pará","Maracanã","-47.583333","-0.866667",NA,NA,"NY02706068","NY02706068_01","17923","South America","Ca. 73 airline km NE of Castanhal; savanna adjoining the village of Martins Pinheiro; Campo Martins Pinheiro.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2993011' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"salutare","50","50",NA,NA,NA,NA,NA,NA,NA
"28","2017-02-01 14:13:00-02","NY","NYBG","1288097","PreservedSpecimen","Plantae","Myrtaceae","Psidium","valenzuelense","Psidium valenzuelense",NA,NA,NA,NA,NA,"E. Hassler",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,"NY01288097","NY01288097_01","6947","South America","[From protologue: In campis pr. Valenzuela, Jan., n. 6497.]","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1651518' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG153","S","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare",NA,"Martins, JC; Santos, RM.",NA,NA,NA,"Colombini, M.A.G.; Afonso, C.G.; Pereira, CE.","2008","06","26","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"Mata PUC Minas",NA,NA,"Nº 52.",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"30","2021-02-08 11:09:38-03","UNESP-IBB","BOTU","24253","PreservedSpecimen","Plantae","Myrtaceae","Psidium","incanum","Psidium incanum","(O. Berg.) Burr.","Campos, C.J.",NA,NA,NA,"Ishino, M.N.","2004","10","27","Brasil","São Paulo","Pratânia","-48.743056","-22.813889","48°44'35w","22°48'50s","BOTU024253",NA,"82",NA,"Reserva Particular Palmeira da Serra",NA,NA,"Cerrado s s. ; coletado no interior do fragmento; arbusto de 1,3m, início de frutificação, frutos verdes.; Coleção: Biota - Cerrado Pratânia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:31:41-03","UFRJ","RFA","2776","PreservedSpecimen","Plantae","Myrtaceae","Myrtus","mucronata","Myrtus mucronata","Cambess.",NA,NA,NA,NA,"M. A.","1912","01",NA,"Brasil","Rio Grande do Sul","Rio Grande do Sul",NA,NA,NA,NA,"RFA46828",NA,NA,NA,"Flora Rio Grandensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:20:27-03","UFRJ","RFA","11013","PreservedSpecimen","Plantae","Myrtaceae","Psidium","hatschbachii","Psidium hatschbachii","D.Legrand","D. Legrand","1971",NA,NA,"G.G. Hatschbach","1967","10","30","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"RFA46861",NA,"17675",NA,"Nova Tirol",NA,NA,"Arvoreta de 4 m de altura; flor alva",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"33","2020-11-13 09:20:27-03","UFRJ","RFA","9130","PreservedSpecimen","Plantae","Myrtaceae","Psidium","luridum","Psidium luridum","(Spreng.) Burret","D. Legrand","1967",NA,NA,"G.G. Hatschbach","1965","11","08","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"RFA46869",NA,"13095",NA,"Parque estadual Vila Velha",NA,NA,"Subarbusto; flor alva",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"34","2020-11-13 09:20:27-03","UFRJ","RFA","29720","PreservedSpecimen","Plantae","Myrtaceae","Psidium","ovale","Psidium ovale","(Spreng.) Burret","C. Proença","2010",NA,NA,"F. B. Pereira","2001","12","17","Brasil","Rio de Janeiro","Rio Claro","-44.167778","-22.860278","44º10'4''W","22º51'37''S","RFA42221",NA,"11/134",NA,"Distrito de Lídice, Fazenda Torres.",NA,NA,"Arbusto, 3 m de altura, DAP de 2 cm, folha verde, caule branco, raiz preta, flor branca, comum no local.",NA,NA,NA,NA,"730","730",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:46:09-03","EAO","IAN","137333","PreservedSpecimen","Plantae","Myrtaceae","Psidium","luridum","Psidium luridum","(Spreng.) Burret","Staggemeier, VG","2012","08","10","Belém, RP; Barroso, GM","1968","11","20","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"IAN137333",NA,"3960","Southern America","Campus da UnB.",NA,NA,"Planta de 80cm. Frutos amarelos quando maduros.","Dicotiledônea",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"36","2021-03-30 12:46:09-03","EAO","IAN","146547","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare","(Kunth) O.Berg","McVaugh, R","1977",NA,NA,"Coradin, L","1975","02","28","Brasil","Pará","Martins Pinheiro",NA,NA,NA,NA,"IAN146547",NA,"141","Southern America","Campo. Campina do Mangaba.",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2013-07-03 11:16:15-03","EBDA","BAH","8477","S","Plantae","Myrtaceae","Myrtus","incana","Myrtus incana","O.Berg","Marta Fagundes Neves","1994","04",NA,"Marta Fagundes Neves","1994","04","10","Brasil","Bahia","Camaçari","-38.3242","-12.6975",NA,NA,NA,NA,"74",NA,"Guaraípe",NA,NA,"Arbusto, com flores branco-esverdeados, bracteas resistentes, avermelhadas quando novas",NA,NA,NA,NA,NA,NA,"37124","auto",NA,NA,NA,NA,NA
"38","2021-03-02 16:29:06-03","CPAN-UFMS","COR","4335","PreservedSpecimen","Plantae","Myrtaceae","Psidium","pubifolium","Psidium pubifolium","Burret","Proença, C.",NA,NA,NA,"Kirkbride Jr., J. H.","1981","09","28","Brasil","Distrito Federal","Brasília","-47.733333","-15.733333","47º44'0''W","15º44'0''S",NA,NA,"4470",NA,"Perto do Ribeiro Sobradinho",NA,NA,"Erva perenial; flor em botões brancos Habito: Erva perenial",NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-02 16:29:06-03","CPAN-UFMS","COR","9730","PreservedSpecimen","Plantae","Myrtaceae","Psidium","salutare","Psidium salutare","(Kunth) O.Berg","Soares-Silva, L. H.","1999","10","11","Soares-Silva, L. H.; Silva, F. C.","1999","10","11","Brasil","Distrito Federal","Brasília","-47.933333","-16.05","47º56'0''W","16º3'0''S",NA,NA,"784",NA,"Fazenda Água Limpa",NA,NA,"Erva, 50 cm de altura; botões florais brancos; xilopodífera Habito: Erva",NA,NA,NA,NA,"950","950",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:21:46-03","UFBA","ALCB","90070","PreservedSpecimen","Plantae","Myrtaceae","Psidium","ovale","Psidium ovale","(DC.) BrittonRose","Hatschbach, G","2009",NA,NA,"Vitorino; Hatschbach, G","1991",NA,NA,"Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"ALCB060921",NA,"s/n","Southern America",NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"41","2019-10-09 11:21:46-03","UFBA","ALCB","73032","PreservedSpecimen","Plantae","Myrtaceae","Psidium","ovale","Psidium ovale","(DC.) BrittonRose","Sobral, M","2005",NA,NA,"Barbosa, E; Silva, JM","2003","12","04","Brasil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"ALCB060920",NA,"799","Southern America","Serra Panpaduva",NA,NA,"Ca. 3 m de altura. Flor alvacenta. Alto do morro.","Dicotyledon",NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA
"42","2020-02-08 10:07:23-03","NBC","NL-BOTANY","U.1445653","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","brunnea","Myrcianthes brunnea","O.Berg",NA,NA,NA,NA,"Sello F",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-U1445653","NL-U1445653",NA,"Southern America","Brasilia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1445653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 10:07:29-03","NBC","NL-BOTANY","AMD.79108","PreservedSpecimen","Plantae","Myrtaceae","Myrtus","cuspidata","Myrtus cuspidata","O.Berg",NA,NA,NA,NA,"Herter WGF","1932","02","05","Uruguay",NA,NA,NA,NA,NA,NA,"NL-AMD79108","NL-AMD79108",NA,"Southern America","Dep. de San José, Loc.Dict. Est. Pascual.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.79108 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 10:07:29-03","NBC","NL-BOTANY","AMD.79109","PreservedSpecimen","Plantae","Myrtaceae","Myrtus","cuspidata","Myrtus cuspidata","O.Berg",NA,NA,NA,NA,"Herter WGF","1931","12","01","Uruguay",NA,NA,NA,NA,NA,NA,"NL-AMD79109","NL-AMD79109",NA,"Southern America","Dep. de S. José, Loc. Dict. Rincón Gallinas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.79109 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
