"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","identifiedBy","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","805061","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","Martii Herbar. Florae Brasil.","730",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805061","Magnoliophyta","Asterales","(Gardner) H.Rob.",NA,NA,NA,NA,"NY00805061_01","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","894534","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","H. S. Irwin","27073","1970","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894534","Magnoliophyta","Asterales","(Gardner) H.Rob.","Minas Gerais","Joaquim Felício","-44.1708333","-17.7588","NY00894534_01","Ca. 3 km S. of Joaquim Felício, E. base of Serra do Cabral","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","894549","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","J. M. Pires","9006","1963","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894549","Magnoliophyta","Asterales","(Gardner) H.Rob.","Distrito Federal","Brasília","-47.9294","-15.7797","NY00894549_01","Parque Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","894531","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","E. P. Heringer","1158","1979","04","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894531","Magnoliophyta","Asterales","(Gardner) H.Rob.","Distrito Federal","Brasília","-47.9294","-15.7797","NY00894531_01","Área a ser inundada na região do Rio São Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","894536","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","Tamberlik","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963512' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894536","Magnoliophyta","Asterales","(Gardner) H.Rob.",NA,NA,NA,NA,"NY00894536_01","Bras. decid.?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","894529","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","J. B. E. Pohl","1713",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894529","Magnoliophyta","Asterales","(Gardner) H.Rob.",NA,NA,NA,NA,"NY00894529_01","Andes S. Rita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","805062","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","Martii Herbar. Florae Brasil.","730",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798118' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805062","Magnoliophyta","Asterales","(Gardner) H.Rob.",NA,NA,NA,NA,"NY00805062_01","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","894546","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","P. Clausen","I387n. 16",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894546","Magnoliophyta","Asterales","(Gardner) H.Rob.","Minas Gerais",NA,NA,NA,"NY00894546_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","805057","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","L. Riedel","2110","1834","02",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805057","Magnoliophyta","Asterales","(Gardner) H.Rob.","São Paulo",NA,NA,NA,"NY00805057_01","Ytú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","894552","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","H. S. Irwin","31795","1971","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894552","Magnoliophyta","Asterales","(Gardner) H.Rob.","Goiás","São João d'Aliança","-47.5333","-14.72711","NY00894552_01","Serra Geral do Paraná, ca. 3 km S.of São João de Aliança, near Riacho","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","805058","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","H. S. Irwin","24680","1969","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805058","Magnoliophyta","Asterales","(Gardner) H.Rob.","Goiás","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242","NY00805058_01","Ca. 20 km. south of Alto do Paraíso (formerly Veadeiros)","1000","1000","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","894551","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","R. R. Brooks","BRASPEX #66","1988","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894551","Magnoliophyta","Asterales","(Gardner) H.Rob.","Goiás","Cromínia","-49.42","-17.32","NY00894551_01","Cromínia-Mairipotaba, Site 1.","775","775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","894530","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","R. D. Reeves","BRASPEX #204","1988","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963482' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894530","Magnoliophyta","Asterales","(Gardner) H.Rob.","Goiás","Cromínia","-49.38","-17.33","NY00894530_01","Cromínia-Mairipotaba. Transect from site 2B to 2A.","800","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","894533","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","W. R. Anderson","7571","1973","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963500' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894533","Magnoliophyta","Asterales","(Gardner) H.Rob.","Goiás","Água Fria de Goiás","-47.47","-14.87","NY00894533_01","13 km by road S of São João da Aliança. Serra Geral do Paraná.","1120","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","805059","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","E. Pereira","7516","1963","04","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805059","Magnoliophyta","Asterales","(Gardner) H.Rob.","Minas Gerais","Paraopeba","-44.4042","-19.2744","NY00805059_01","Paraopeba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","894550","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","D. Philcox","4882","1968","05","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894550","Magnoliophyta","Asterales","(Gardner) H.Rob.","Distrito Federal","Brasília","-47.9294","-15.7797","NY00894550_01","Fazenda Água Limpa, 25 km. S.S.E. Brasília.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","894527","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","S. A. Mori","16824","1984","07","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894527","Magnoliophyta","Asterales","(Gardner) H.Rob.","Mato Grosso","Cuiabá","-56.0967","-15.5961","NY00894527_01","Cuiabá-São Vicente hwy, 78 km E of Cuiabá, 2 km W of São Vicente.","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","894535","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","P. Clausen","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894535","Magnoliophyta","Asterales","(Gardner) H.Rob.","Minas Gerais",NA,NA,NA,"NY00894535_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","894526","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","A. P. Duarte","10272","1967","01","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894526","Magnoliophyta","Asterales","(Gardner) H.Rob.","Distrito Federal","Brasília","-47.9294","-15.7797","NY00894526_01","Área do Zoobotânico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","894541","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","P. Clausen","1096",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894541","Magnoliophyta","Asterales","(Gardner) H.Rob.","Minas Gerais",NA,NA,NA,"NY00894541_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","894532","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","H. S. Irwin","14174","1966","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894532","Magnoliophyta","Asterales","(Gardner) H.Rob.","Goiás","Formosa","-47.38","-15.33","NY00894532_01","Serra Geral de Goiás, Rio Paraná, ca. 35 km N. of Formosa on road to São Gabriel","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","895277","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","L. A. Skorupa","319","1988","04","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=972073' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895277","Magnoliophyta","Asterales","(Gardner) H.Rob.","Goiás","Niquelândia","-48.07","-14.07","NY00895277_01","Jardim Atlantida, Av. Contorno; s/n/.; chacara do Zuza.","580","580",NA,NA,"V. L. Rivera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","894545","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","Y. E. J. Mexia","5516","1931","04","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894545","Magnoliophyta","Asterales","(Gardner) H.Rob.","Minas Gerais","Corinto","-44.4564","-18.3808","NY00894545_01","Fazenda do Diamante; along Rio Bicudo.","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","894547","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","P. Clausen","1096",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894547","Magnoliophyta","Asterales","(Gardner) H.Rob.","Minas Gerais",NA,NA,NA,"NY00894547_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","894548","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","elegans","Lessingianthus elegans","H. L. de M. Barreto","4172","1933","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894548","Magnoliophyta","Asterales","(Gardner) H.Rob.","Minas Gerais","Nova Lima","-43.8467","-19.9858","NY00894548_01","Rio Acima.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","274811","PreservedSpecimen","Plantae","Asteraceae","Vernonia","elegans","Vernonia elegans","G. Gardner","3796","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=441816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00274811","Magnoliophyta","Asterales","Gardner","Tocantins","Arraias","-46.9381","-12.9317","NY00274811_01","[From NY 278812: In campis editiotibus siccis prope Villa de Arrayas.]",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","274812","PreservedSpecimen","Plantae","Asteraceae","Vernonia","elegans","Vernonia elegans","G. Gardner","3796","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=441817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00274812","Magnoliophyta","Asterales","Gardner","Tocantins","Arraias","-46.9381","-12.9317","NY00274812_01","[From NY 278812: In campis editiotibus siccis prope Villa de Arrayas.]",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","274813","PreservedSpecimen","Plantae","Asteraceae","Vernonia","elegans","Vernonia elegans","G. Gardner","VIII.3796","1840","04",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=441818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00274813","Magnoliophyta","Asterales","Gardner","Tocantins","Arraias","-46.9381","-12.9317","NY00274813_01","In campis editiotibus siccis prope Villa de Arrayas",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:35:14-03","EAO","IAN","136086","PreservedSpecimen","Plantae","Asteraceae","Vernonia","elegans","Vernonia elegans","Ratter, JA; Souza, RR","1533","1968","05","25","Southern America","Brasil",NA,NA,"Herb, 1m tall.","IAN136086","Dicotiledônea",NA,"Gardner","Mato Grosso",NA,"-51.866667","-12.9",NA,"Lagoa de Leo, 8km SW of the Base Camp of the Expedition (Base Camp). C. 270km N. of Xavantina. Growing on dry grassy campo close to the leke.",NA,NA,NA,NA,"Barroso, GM",NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:35:14-03","EAO","IAN","102552","PreservedSpecimen","Plantae","Asteraceae","Vernonia","elegans","Vernonia elegans","Magalhães, MG","2879","1943","06","22","Southern America","Brasil",NA,NA,"Subarbusto. Esparsos ou isolados. Flor violácea.","IAN102552","Dicotiledônea",NA,"Gardner","Minas Gerais",NA,NA,NA,NA,"Serra Cangalha. Campo cerrado, pedregoso, ferruginoso. Carvalho rolado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:35:14-03","EAO","IAN","123151","PreservedSpecimen","Plantae","Asteraceae","Vernonia","elegans","Vernonia elegans","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14174","1966","03","28","Southern America","Brasil",NA,NA,"Erect herb ca. 80cm tall. Heads magenta.","IAN123151","Dicotiledônea",NA,"Gardner","Goiás",NA,NA,NA,NA,"Cerrado, Rio Paraná, ca. 35km N of Formosa on road to São Gabriel.","950","950",NA,NA,"Barroso, GM",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:35:14-03","EAO","IAN","123208","PreservedSpecimen","Plantae","Asteraceae","Vernonia","elegans","Vernonia elegans","Irwin, HS; Souza, R","15201","1966","04","21","Southern America","Brasil",NA,NA,"Subshrub ca. 1m tall. Heads magenta.","IAN123208","Dicotiledônea",NA,"Gardner","Goiás",NA,NA,NA,NA,"Serra do Morcêgo. Campo, near Córrego Estrema, ca. 38km NE of Formosa.","800","800",NA,NA,"Barroso, GM",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:35:14-03","EAO","IAN","125975","PreservedSpecimen","Plantae","Asteraceae","Vernonia","elegans","Vernonia elegans","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14174","1966","03","28","Southern America","Brasil",NA,NA,"Erect herb ca. 80cm tall. Heads magenta.","IAN125975","Dicotiledônea",NA,"Gardner","Goiás",NA,NA,NA,NA,"Cerrado, Rio Paraná, ca. 35km N of Formosa on road to São Gabriel.","950","950",NA,NA,"Barroso, GM",NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:35:14-03","EAO","IAN","132847","PreservedSpecimen","Plantae","Asteraceae","Vernonia","elegans","Vernonia elegans","Claussen, AM","1096",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN132847","Dicotiledônea",NA,"Gardner","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:35:14-03","EAO","IAN","90548","PreservedSpecimen","Plantae","Asteraceae","Vernonia","elegans","Vernonia elegans","Macêdo, A","2391","1950","04","15","Southern America","Brasil",NA,NA,"Arbusto campestre. Brancas.","IAN090548","Dicotiledônea",NA,"Gardner","Minas Gerais","Ituiutuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
