"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","imagecode","coordinatePrecision","geoFlag"
"1","2021-03-15 16:37:00-03","NY","NYBG","03287786","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Bertolonia","formosa","Bertolonia formosa","Brade","R. Goldenberg","1702","2013","12","31","South America","Brazil","Espírito Santo","Vargem Alta. Refúgio Richimond","-40.947308","-20.682908","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581803' target='other'> <mi>dwc_moreinfo</mi></a>","NY03287786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-11-21 14:39:22-03","UFJF","CESJ","1266","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Bertolonia","formosa","Bertolonia formosa","Brade","L. Krieger","CESJ1266","1947","01","17","América do Sul","Brasil","Espírito Santo",NA,NA,NA,NA,"Erva da mata, flores brancas","CESJ001266","A.C. Brade",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-02-11 17:19:34-03","UFPR","UPCB","43566","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Bertolonia","formosa","Bertolonia formosa","Brade","Sakuragui, C.M.","890","2000","01","17",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Inflorescências verde-vináceas. Face adaxial verde, face abaxial vinácea..","UPCB0011327","Goldenberg, R.","2008","01","01","Vargem Alta","9999","9999","UPCB0011327",NA,NA
"4","2021-02-11 17:19:34-03","UFPR","UPCB","71696","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Bertolonia","formosa","Bertolonia formosa","Brade","Souza, G.R.","165","2009","01","03",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Herbácea, ciófila, folha discolor (mancha branca na nervura central adaxialmente). Floresta estacional semidecidual..","UPCB0011333","Bacci, L.F.",NA,NA,NA,"Cachoeiro de Itapemirim","9999","9999","UPCB0011333",NA,NA
"5","2021-02-11 17:19:34-03","UFPR","UPCB","71697","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Bertolonia","formosa","Bertolonia formosa","Brade","Souza, G.R.","148","2008","12","07",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,NA,"Herbácea, ciófila, folha discolor (mancha branca na nervura central adaxialmente). Floresta estacional semidecidual..","UPCB0011326","Bacci, L.F.",NA,NA,NA,"Cachoeiro de Itapemirim","9999","9999","UPCB0011326",NA,NA
"6","2021-02-11 17:19:34-03","UFPR","UPCB","91600","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Bertolonia","formosa","Bertolonia formosa","Brade","Goldenberg, R. et al.","1702","2013","12","31",NA,"Brasil","Espírito Santo","Refúgio Richimond","-40.947307","-20.682908",NA,"Floresta Montana sobre saibro branco (quartzo grosso. Herbácea sobre barranco; flores com pétalas brancas e margens lilases, filetes brancos e anteras amarelas.","UPCB0033741","Goldenberg, R.",NA,NA,NA,"Vargem Alta","-40.947307","-20.682908","UPCB0033741",NA,NA
"7","2021-02-11 17:19:34-03","UFPR","UPCB","92759","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Bertolonia","formosa","Bertolonia formosa","Brade","Goldenberg, R. et al.","1702","2013","12","31",NA,"Brasil","Espírito Santo","Refúgio Richimond","-40.947307","-20.682908",NA,"Floresta Montana sobre saibro branco (quartzo grosso. Herbácea sobre barranco; flores com pétalas brancas e margens lilases, filetes brancos e anteras amarelas.","UPCB0033741","Goldenberg, R.",NA,NA,NA,"Vargem Alta","-40.947307","-20.682908","UPCB0033741",NA,NA
"8","2020-07-10 09:47:18-03","MBML","MBML-HERBARIO","51946",NA,"Plantae",NA,NA,"Melastomataceae","Bertolonia","formosa","Bertolonia formosa","Brade","R. Goldenberg; L. Gondenberg, D. Goldenberg, B. Goldenberg & I. Varassin","1702","2013","12","31",NA,"Brasil","Espírito Santo","Refúgio Richimond, Floresta Montana sobre saibro branco (quartzo grosso)","-40.947222","-20.681667",NA,"Herbácea sobre barranco, flores com pétalas brancas e margens lilases, filetes brancos e anteras amarelas","MBML051946","R. Goldenberg",NA,NA,NA,"Vargem Alta","40W56'50","20S40'54","MBML051946",NA,NA
"9","2020-07-23 12:12:36-03","CEPLAC","CEPEC","154487","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Bertolonia","formosa","Bertolonia formosa",NA,"R. Goldenberg","1702",NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"-41.0069007873535","-20.6714000701904",NA,"<ll>dwc_commonname:</ll>",NA,"R. Goldenberg",NA,NA,NA,"VARGEM ALTA",NA,NA,NA,"27188","auto"
