"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"22","2021-03-15 16:37:00-03","NY","NYBG","02700052","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"W. R. Anderson","12186","1978","03","19","South America","Brazil","Rondônia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990177' target='other'> <mi>dwc_moreinfo</mi></a>","NY02700052","Magnoliophyta","Myrtales","DC.",NA,"Along the Rio Pacaás Novos, between the first and second cachoeiras.","-63.7693262","-10.9794376",NA,NA,"220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","866683","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"C. A. Cid Ferreira","2625","1980","09","30","South America","Brazil","Acre","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866683","Magnoliophyta","Myrtales","DC.","B. K. Holst","Sul da cidade, próximo ao Rio Iaco","-68.675644","-9.125414","NY00866683_01","Sena Madureira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02852687","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"D. da Silva Costa","399","2013","11","28","South America","Brazil","Acre","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2712006' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852687","Magnoliophyta","Myrtales","DC.","M. L. Kawasaki","As encostas do Riozinho do Andirá.","-68.096358","-9.714064","NY02852687_01","Bujari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2423048","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"M. G. Bovini","3074","2009","12","11","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2679998' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423048","Magnoliophyta","Myrtales","DC.","J. E. Q. de Faria","Rio Inauini, cabeceira do igarapé Orama","-67.3977966308594","-8.75222015380859","NY02423048_01","Boca do Acre",NA,NA,"220472","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2700063","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"C. A. Cid Ferreira","178","1979","08","10","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990191' target='other'> <mi>dwc_moreinfo</mi></a>","NY02700063","Magnoliophyta","Myrtales","DC.",NA,"Rio Utaumã, ao longo do rio, margem esquerda","-58.021900177002","-2.7488899230957",NA,"Itapiranga",NA,NA,"144800","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2700055","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"C. A. Cid Ferreira","8157","1986","09","15","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990182' target='other'> <mi>dwc_moreinfo</mi></a>","NY02700055","Magnoliophyta","Myrtales","DC.",NA,"15 km a montante da barragem de Balbina, próx. ao igarapé St. Lúzia.","-60.0250015258789","-2.03444004058838",NA,"Presidente Figueiredo",NA,NA,"229398","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00906970","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"G. G. Hatschbach","63662","1995","10","20","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983493' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906970","Magnoliophyta","Myrtales","DC.","M. L. Kawasaki","Cachoeirinha, próximo de Água Fria","-55.7494","-15.4608","NY00906970_01","Chapada dos Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2700079","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"L. W. Williams","18236","1955","10","25","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990208' target='other'> <mi>dwc_moreinfo</mi></a>","NY02700079","Magnoliophyta","Myrtales","DC.",NA,NA,"-50.82","-1.95","NY02700079_01","Portel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","579919","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"R. Callejas Posada","8534","1989","10","24","South America","Colombia","Antioquia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769918' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579919","Magnoliophyta","Myrtales","DC.","M. L. Kawasaki","Corregimiento Alto Samaná, camino Jardín-Miraflores, quebrada La Miranda.","-75.87","6.08",NA,"San Carlos","700","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00906947","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"H. S. Irwin","17345","1966","06","17","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906947","Magnoliophyta","Myrtales","DC.","M. Sobral","Ca. 78 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.23","-15.33","NY00906947_01",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00906995","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"G. G. Hatschbach","66807","1997","08","13","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00906995","Magnoliophyta","Myrtales","DC.","M. Sobral","Córrego Estiva","-55.7494","-15.4608","NY00906995_01","Chapada dos Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00907305","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"G. T. Prance","59529","1964","10","21","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907305","Magnoliophyta","Myrtales","DC.","F. F. Mazine","Serra do Caiapó. 13 km north of Jataí, road Jatai to Caiaponia","-51.7142","-17.8817","NY00907305_01","Jataí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1183582","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"D. Sasaki","2463","2008","08","27","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1449720' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183582","Magnoliophyta","Myrtales","DC.","F. Mazine-Capelo","Parque Estadual do Cristalino. Próximo ao alto Rio Cristalino.","-55.49217","-9.64817","NY01183582_01","Novo Mundo","273","273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-01-12 11:10:00-02","NY","NYBG","00907528","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"J. A. Ratter","R233","1967","07","31","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986021' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907528","Magnoliophyta","Myrtales",NA,"F. F. Mazine","26 Km N. of Xavantina on the unfinished Xavantina - Cachimbo Road. Near the João Lopez bridge.","-52.1583","-14.0503","NY00907528_01","Água Boa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-10-19 09:42:00-02","NY","NYBG","01400511","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"S. Tiwari","1465","1995","03","12","South America","Guyana","Potaro-Siparuni","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1669308' target='other'> <mi>dwc_moreinfo</mi></a>","NY01400511","Magnoliophyta","Myrtales",NA,NA,"10km North of Orinduik","-59.83","4.7",NA,NA,"2500","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2700061","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"T. C. Plowman","12588","1982","12","13","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990189' target='other'> <mi>dwc_moreinfo</mi></a>","NY02700061","Magnoliophyta","Myrtales","DC.",NA,"Lago Tefé. Mouth of Rio Bauana.","-64.7114028930664","-3.35417008399963",NA,"Tefé",NA,NA,"340205","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","866684","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"T. B. Croat","62385","1986","08","20","South America","Brazil","Acre","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866684","Magnoliophyta","Myrtales","DC.","B. K. Holst","Along Rio Moa, a few km upstream from Rio Jurua, N of Cruzeiro do Sul, Fazenda Darcio Roseas and vicinity.","-72.62","-7.62","NY00866684_01","Cruzeiro do Sul","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01451208","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","maculata","Eugenia maculata",NA,"B. A. Krukoff","6346","1934","09","14","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1688604' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451208","Magnoliophyta","Myrtales","O.Berg","R. McVaugh","Basin of Rio Madeira; near Tres Casas.","-62.6839542","-6.9876421","NY01451208_01","Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","404950","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","maculata","Eugenia maculata","isotype","Collector unspecified","s.n.",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=484290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00404950","Magnoliophyta","Myrtales","O.Berg",NA,"Brasilia",NA,NA,"NY00404950_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","404974","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","parodiana","Eugenia parodiana","type","T. Morong","821","1888",NA,NA,"South America","Paraguay",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=558105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00404974","Magnoliophyta","Myrtales","Morong",NA,"East of Asuncion",NA,NA,"NY00404974_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00907606","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","parodiana","Eugenia parodiana",NA,"C. L. Collenette","150","1927","08",NA,"South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907606","Magnoliophyta","Myrtales","Morong","C. M. D. E. Legrand","Tombador, Diamantina",NA,NA,"NY00907606_01",NA,"457","457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 11:09:33-03","UNESP-IBB","BOTU","27391","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"Barbosa, S.B.","54","2010","10","25",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"BOTU027391",NA,NA,"DC.","Barbosa, S.B.","Trilha da base da UFMS, Pantanal","-57.018611","-19.576111",NA,"Miranda",NA,NA,NA,NA,"2010","10","25","57°01'07w","19°34'34s",NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:31:36-03","UFRJ","RFA","37091","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","egensis","Eugenia egensis",NA,"R. S. Couto","45","2007","10","09",NA,"Brasil","Pará",NA,NA,"Arbusto abundante na região com frutos ainda verdes.","RFA23848",NA,NA,"DC.","J.E.Q. Faria","Fazenda do Senhor Raimundo José Tavares. área de mata muito impactada, antigo pasto sendo preparado para replantio com mudas de 'Mogno, pau-d arco, teca, castanha-do-para, seringueira, sumuira","-55.8661003112793","-1.76556003093719",NA,"Oriximiná",NA,NA,"479450","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
