"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"49","2021-03-15 18:29:53-03","USP","SPF","196919","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2005","05","27","Dias, P","259","2005","05","27","Brasil","Santa Catarina","Apiúna","BR 470, localidade Subida, ca. 1500 depois da ponte, Rio Itajaí-açu, margem direita, muitos afloramentos rochosos na beira do rio.","-49.481444","-27.085472","-49.481444","-27.085472","137","137","Arbusto, ca. 2 m alt., entre rochas. Flores vináceas.","SPF00196919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 18:29:53-03","USP","SPF","196926","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2005","05","24","Dias, P","258","2005","05","27","Brasil","Santa Catarina","Apiúna","BR 470. Subida, ca. de 1500 m depois da ponte, Rio Itajaí-Alçu, margem direita, muitos afloramentos rochosos na beira do rio.","-49.469639","-27.093611","-49.469639","-27.093611","137","137","Arbusto, ca. 2 m de alt., entre rochas. Flores vináceas.","SPF00196926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 18:29:53-03","USP","SPF","196941","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2005","05","27","Dias, P","263","2005","05","27","Brasil","Santa Catarina","Apiúna","BR 470. Localidade Subida. Cerca de 1500 m depois da ponte. Rio Itajaí-açu, margem direita, muitos afloramentos rochosos na beira do rio.","-49.481444","-27.085472","-49.481444","-27.085472","152","152","Arbusto, ca. 3.5 m alt., entre rochas. Flores vináceas.","SPF00196941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 18:29:53-03","USP","SPF","196942","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2005","05","27","Dias, P","262","2005","05","27","Brasil","Santa Catarina","Apiúna","BR 470. Localidade Subida. Cerca de 1500 m depois da ponte. Rio Itajaí-açu, margem direita, muitos afloramentos rochosos na beira do rio.","-49.499639","-27.082694","-49.499639","-27.082694","152","152","Arbusto, ca. 3 m de alt., entre rochas. Flores vináceas.","SPF00196942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 18:29:53-03","USP","SPF","196943","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2005","05","27","Dias, P","261","2005","05","27","Brasil","Santa Catarina","Apiúna","BR 470. Localidade Subida. Cerca de 1500 m depois da ponte. Rio Itajaí-açu, margem direita, muitos afloramentos rochosos na beira do rio.","-49.486222","-27.081611","-49.486222","-27.081611","135","135","Arbusto, ca. 4.5 m de alt., entre rochas. Flores vináceas.","SPF00196943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 18:29:53-03","USP","SPF","196944","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2005","05","27","Dias, P","260","2005","05","27","Brasil","Santa Catarina","Apiúna","BR 470. Localidade Subida. Cerca de 1500 m depois da ponte. Rio Itajaí-açu, margem direita, muitos afloramentos rochosos na beira do rio.","-49.481444","-27.085472","-49.481444","-27.085472","137","137","Arbusto, ca. 3 m de alt., entre rochas. Flores vináceas.","SPF00196944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 18:29:53-03","USP","SPF","196945","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2005","05","27","Dias, P","257","2005","05","27","Brasil","Santa Catarina","Apiúna","BR 470. Localidade Subida. Cerca de 1500 m depois da ponte. Rio Itajaí-açu, margem direita, muitos afloramentos rochosos na beira do rio.","-49.469639","-27.093611","-49.469639","-27.093611","137","137","Arbusto, cerca de 2.5 m de alt., entre rochas. Flores vináceas.","SPF00196945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-13 11:31:04-03","USP","SPF","134300","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Pirani, JR","1998",NA,NA,"Sem coletor","s.n.","1998","10",NA,"Brasil","Santa Catarina","Apiúna","Rio Itajaí-açu.","-49.3897018432617","-27.0356006622314",NA,NA,NA,NA,NA,"SPF00134300",NA,NA,NA,NA,NA,NA,NA,NA,"24893","auto",NA,NA
"57","2019-11-13 11:31:04-03","USP","SPF","144006","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Anônimo",NA,NA,NA,"Biovatti, MW","27","1998","07",NA,"Brasil","Santa Catarina","Apiúna","Subida, perto pasto. Beira (margens rochosas rio Itajaí).","-49.3897018432617","-27.0356006622314",NA,NA,"400","400",NA,"SPF00144006",NA,NA,NA,NA,NA,NA,NA,NA,"24893","auto",NA,NA
"58","2021-03-25 13:53:34-03","UNIVILLE","JOI","15460","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Esemann-Quadros, K.","2010","08","11","Esemann-Quadros, K.",NA,"2010","08","11","Brasil","Santa Catarina","Apiúna","Margens do Rio Itajaí - açu.","-49.471389","-27.091667","49º28'17''W","27º5'30''S","133","133","Coletada para o projeto de pesquisa no local da população tipo; HABITAT: rochoso, em corredeiras; HABITO: arbustiva; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI015460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-25 13:53:34-03","UNIVILLE","JOI","4646","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,NA,NA,"2001","06","15","Brasil","Santa Catarina","Apiúna",NA,"-49.3897018432617","-27.0356006622314",NA,NA,NA,NA,"Projeto Embrapa-FURB","JOI004646",NA,NA,NA,NA,NA,NA,NA,NA,"24893","auto",NA,NA
"60","2021-03-25 13:53:34-03","UNIVILLE","JOI","6484","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Esemann-Quadros, K.",NA,"2007","09","22","Brasil","Santa Catarina","Ibirama","Ilha das Cutias.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"; HABITAT: margem do rio","JOI006484",NA,NA,NA,NA,NA,NA,NA,NA,"18533","auto",NA,NA
"61","2021-03-25 13:53:34-03","UNIVILLE","JOI","6800","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Esemann-Quadros, K.",NA,"2007","09","22","Brasil","Santa Catarina","Ibirama","Ilha das Cutias, Marge do rio Itajaíaçu.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,NA,"JOI006800",NA,NA,NA,NA,NA,NA,NA,NA,"18533","auto",NA,NA
"62","2021-03-25 13:53:34-03","UNIVILLE","JOI","6801","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Esemann-Quadros, K.",NA,"2007","09","22","Brasil","Santa Catarina","Ibirama","Ilha das Cutias, margem do rio Itajaíaçu.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,NA,"JOI006801",NA,NA,NA,NA,NA,NA,NA,NA,"18533","auto",NA,NA
"63","2021-03-25 13:53:34-03","UNIVILLE","JOI","6797","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Esemann-Quadros, K.",NA,"2007","09","22","Brasil","Santa Catarina","Ibirama","Ilha das Cutias, margem do rio Itajaíaçu.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,NA,"JOI006797",NA,NA,NA,NA,NA,NA,NA,NA,"18533","auto",NA,NA
"64","2021-03-25 13:53:34-03","UNIVILLE","JOI","6798","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Esemann-Quadros, K.",NA,"2007","09","22","Brasil","Santa Catarina","Ibirama","Ilhas da Cutias, margem do rio Itjaíaçu.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,NA,"JOI006798",NA,NA,NA,NA,NA,NA,NA,NA,"18533","auto",NA,NA
"65","2021-03-25 13:53:34-03","UNIVILLE","JOI","6799","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Esemann-Quadros, K.",NA,"2007","09","22","Brasil","Santa Catarina","Ibirama","Ilhas das Cutias, margem do rio Itajaíaçu.","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,NA,"JOI006799",NA,NA,NA,NA,NA,NA,NA,NA,"18533","auto",NA,NA
"66","2021-03-25 13:53:34-03","UNIVILLE","JOI","3810","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Maurício Pozzobon","2004","08","04","Maurício Pozzobon",NA,"2004","08","04","Brasil","Santa Catarina","Indaial","Ilha Knaesel.","-49.2317008972168","-26.8978004455566",NA,NA,"45","45","; HABITAT: floresta fluvial; HABITO: reófita","JOI003810",NA,NA,NA,NA,NA,NA,NA,NA,"29534","auto",NA,NA
"67","2019-10-07 09:37:00-03","UEFS","HUEFS","173738","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Dias, P.","260","2005","05","27","Brasil","Santa Catarina","Apíuna","BR 470, Cerca de 1500m depois da ponte, rio Itajaí - Açu, margem direita.","-49.481389","-27.085556","49W28'53''","27S5'8''","137","137","Muitos afloramentos rochosos na beira do rio.","HUEFS0173738","HUEFS0173738","Angiospermae","Sapindales",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"68","2015-03-07 09:07:39-03","F","FMNH-SEEDPLANTS","V0178936F","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0178936F","V0178936F_01","Spermatophyta",NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"69","2020-07-23 12:08:01-03","CEPLAC","CEPEC","139199","PreservedSpecimen","Plantae","Fabaceae","Raulinoa","echinata","Raulinoa echinata",NA,"P. Dias",NA,NA,NA,"P. Dias","260",NA,NA,NA,"Brasil","Santa Catarina","Apiúna",NA,"-49.3897018432617","-27.0356006622314",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24893","auto",NA,NA
"70","2020-09-22 13:49:03-03","USP","SPFW","1146","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","R.S. Cowan 1959",NA,NA,NA,"Reitz ;Klein","7359","1958","10","19","Brasil","Santa Catarina","Indaial",NA,"-49.2317008972168","-26.8978004455566",NA,NA,"100","100","Espécie nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29534","auto",NA,NA
"71","2019-11-01 15:10:06-03","UnB","UB","214752","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2005","05","27","Dias, P","261","2005","05","27","Brasil","Santa Catarina","Apiúna","BR 470, Localidade Subida, cerca de 1500m depois da ponte, rio Itajaí-açu, margem direita","-49.486222","-27.081611","-49.486222","-27.081611","135","135","Muitos afloramentos rochosos",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-08-20 15:00:27-03","UFSC","FLOR","63769","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Esemann-Quadros, K.","2010","08","11","Esemann-Quadros, K.; Teske, C.R.; Pozzan, A.M.",NA,"2010","08","11","Brasil","Santa Catarina","Apiúna","Local: Margem do Rio Itajaí-Açú.","-49.471389","-27.091667","49º28'17''W","27º5'30''S","133","133","Coletada para projeto de pesquisa no local da população tipo; Hábito: arbusto; Cor da flor: violácea","FLOR0063769","FLOR0063769",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-08-20 15:00:27-03","UFSC","FLOR","67377","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Cruz, R.S.","2019","07","05","Cruz, R.S.; Ferreira, B.R.; Lima, A.C.","32","2019","07","05","Brasil","Santa Catarina","Indaial","Em frente à Igreja São Bonifácio, atravessa-se a Rua Dr. Blumenau, passando por terreno descampado/estacionamento, então adentra-se a mata ciliar por cerca de 10 metros, junto à foz do Encano.","-49.19","-26.888333","49º11'24''W","26º53'18''S","41","41","Grande arbusto espinescente com ca. 5 m e botões florais vináceos a purpúreos. Voucher do estudo anatômico 'Desvendando as bases ontogenéticas da diversidade foliar em Sapindales: uma abordagem evolutiva de folhas simples e compostas'","FLOR0067377","FLOR0067377",NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-08-20 20:42:07-03","UFSC","FLOR","3405","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Reitz, R.; Smith, L.B.; Cowan","1972",NA,NA,"Smith, L.B.; Reitz, R.","12410","1964","10","11","Brasil","Santa Catarina","Apiúna",NA,"-49.3897018432617","-27.0356006622314",NA,NA,"100","100",NA,"FLOR0003405",NA,NA,"Sapindales",NA,NA,NA,NA,NA,"24893","auto",NA,NA
"75","2020-08-20 15:00:27-03","UFSC","FLOR","36734","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan",NA,NA,NA,NA,"Darosci, A.A.","s.n.","2008","01","25","Brasil","Santa Catarina","Apiúna","Margens da BR 470, próximo ao Raffting Ativa, beira do rio Itajaí-Açu.","-49.3897018432617","-27.0356006622314",NA,NA,NA,NA,"arbusto, terrícola, pétalas roxas, 2m altura. Freqüente. Flor sem odor perceptível","FLOR0036734",NA,NA,"Sapindales",NA,NA,NA,NA,NA,"24893","auto",NA,NA
"76","2020-08-20 20:42:07-03","UFSC","FLOR","41686","PreservedSpecimen","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Reis, A.","2004",NA,NA,"Arioli, T.","3","2004","05","18","Brasil","Santa Catarina","Itajaí","Rio Itajaí-Açu.","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"arbusto, reófita, flor presente","FLOR0041686",NA,NA,"Sapindales",NA,NA,NA,NA,NA,"27253","auto",NA,NA
"77","2021-02-08 12:45:12-03","UFRGS","ICN","002741","S","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","Cowan","Cowan, RS",NA,NA,NA,"Reitz, R; Klein, RM","7359","1958","10","19","Brasil","SC","Indaial","Subida","-49.2317008972168","-26.8978004455566",NA,NA,"100","100","Lenho na xiloteca.; Arbusto, 3m de altura, flor vermelha-escuro.; Beira rio","ICN00000631","ICN00000631 ICN00000631_1","Dicotyledon",NA,"América do Sul",NA,"Paratypus",NA,NA,"29534","auto",NA,NA
"78","2019-11-21 10:18:46-03","IBt","SP","477079","S","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2005","05","27","Dias, P; Udulutsch, RG; Iza, OB","261","2005","05","27","Brasil","Santa Catarina","Apiúna","BR-470, localidade Subida, 1,5 km depois da ponte, rio Itajaí - Açú, margem direita.","-49.486222","-27.081611","-49.486222","-27.081611","135","135",NA,"SP048922","SP048922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:18:46-03","IBt","SP","477147","S","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R.S.Cowan","Dias, P","2005","05","27","Dias, P; Udulutsch, RG; Iza, OB","263","2005","05","27","Brasil","Santa Catarina","Apiúna","BR-470, localidade Subida, 1,5 km depois da ponte, rio Itajaí - Açú, margem direita.","-49.481444","-27.085472","-49.481444","-27.085472","152","152",NA,"SP048921","SP048921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2014-09-23 10:59:36-03","G","G","G00382845","S","Plantae","Rutaceae","Raulinoa","echinata","Raulinoa echinata","R. S. Cowan","?",NA,NA,NA,"Reitz, R. & R. M. Klein","21962","1956","10","11","Brazil","Santa Catarina",NA,NA,"-51.16277778","-27.02861111","-51.16277778","-27.02861111",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00382845",NA,NA,NA,"AMERIQUE DU SUD",NA,"ISOTYPUS of Raulinoa echinata R. S. Cowan",NA,NA,NA,NA,NA,NA
