"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","infraspecificEpithet","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","typeStatus","fieldNumber","class","individualCount"
"47","2020-12-21 16:37:37-03","MBM","MBM","130566","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Silva, J.M.; Hatschbach, G.; Hatschbach, G.","1989","06","08","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"MBM130566","MBM130566",NA,NA,NA,"619","Southern America","Borda do Campo",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:37:37-03","MBM","MBM","61410","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Landrum, L.R.","1977","11","04","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM061410","MBM061410",NA,NA,NA,"2372","Southern America","Guaricana",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:37:37-03","MBM","MBM","7662","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1968","08","29","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM007662","MBM007662",NA,NA,NA,"19638","Southern America","Serra do Emboque",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:37:37-03","MBM","MBM","90419","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Barboza, E.; Silva, J.M.; Silva, J.M.","2004","12","04","Brazil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"MBM090419","MBM090419",NA,NA,NA,"797","Southern America","Serra Papanduva",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:37:37-03","MBM","MBM","207006","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Jarenkow, J.A.; et al.; et al.","1993","03","30","Brazil","Rio Grande do Sul","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,"MBM207006","MBM207006",NA,NA,NA,"2357","Southern America","Perdida",NA,NA,NA,NA,"12766","auto",NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:37:37-03","MBM","MBM","197862","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Silva, J.M.; Ribas, O.S.; Deodato, F.; Ribas, O.S.; Deodato, F.","1996","09","07","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"MBM197862","MBM197862",NA,NA,NA,"1720","Southern America","Sítio do Belizário",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:37:37-03","MBM","MBM","186037","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Landrum, L.R.; Silva, J.M.; Landrum, L.R.; Silva, J.M.","1995","12","02","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"MBM186037","MBM186037",NA,NA,NA,"64004","Southern America","Roça Nova",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:37:37-03","MBM","MBM","289150","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Mazine, F.F.; et al.; et al.","2003","11","07","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"MBM289150","MBM289150",NA,NA,NA,"998","Southern America","Trilha para o Pico Paraná",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:37:37-03","MBM","MBM","11796","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Hatschbach, G.","1969","07","04","Brazil","Paraná","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"MBM011796","MBM011796",NA,NA,NA,"21700","Southern America","São Sebastião",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:37:37-03","MBM","MBM","197861","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.",NA,NA,NA,"Silva, J.M.; Ribas, O.S.; Deodato, F.; Ribas, O.S.; Deodato, F.","1996","09","07","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"MBM197861","MBM197861",NA,NA,NA,"1724","Southern America","Sítio do Belizário",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:37:37-03","MBM","MBM","293179","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral",NA,NA,NA,NA,"Lucas, E.J.","2003","10","25","Brazil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"MBM293179","MBM293179",NA,NA,NA,"121","Southern America","Guaricana",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:37:37-03","MBM","MBM","384149","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M. Barroso ex Sobral","Brotto, M.L.","2013","07","10","Brotto, M.L.","2013","07","07","Brazil","Paraná","Piraquara","-49.021236","-25.447206","-49.021236","-25.447206","MBM384149","MBM384149",NA,NA,NA,"1298","Southern America","Recreio da Serra","943","943",NA,"Árvore, 7m; flores alvas.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:37:37-03","MBM","MBM","386153","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M. Barroso ex Sobral","Brotto, M.L.","2013","11","14","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","2013","10","24","Brazil","Paraná","Piraquara","-49.015914","-25.445667","-49.015914","-25.445667","MBM386153","MBM386153",NA,NA,NA,"1390","Southern America","Recreio da Serra","965","965",NA,"Árvore 7m; frutos verdes.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:37:37-03","MBM","MBM","386153","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M. Barroso ex Sobral","Brotto, M.L.","2013","11","14","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","2013","10","24","Brazil","Paraná","Piraquara","-49.015914","-25.445667","-49.015914","-25.445667","MBM386153","MBM386153",NA,NA,NA,"1390","Southern America","Recreio da Serra","965","965",NA,"Árvore 7m; frutos verdes.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:37:37-03","MBM","MBM","397806","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M. Barroso ex Sobral","Brotto, M.L.","2015","07","08","Brotto, M.L.","2015","06","01","Brazil","Paraná","Piraquara","-49.015444","-25.447472","-49.015444","-25.447472","MBM397806","MBM397806",NA,NA,NA,"1934","Southern America","Recreio da Serra","990","990",NA,"Árvore de 10m de altura; flores alvas.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:37:37-03","MBM","MBM","423591","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M. Barroso ex Sobral","Schwirkowski, P.","2017","07","29","Schwirkowski, P.","2017","07","29","Brazil","Santa Catarina","São Bento do Sul","-49.388889","-26.293889","-49.388889","-26.293889","MBM423591",NA,NA,NA,NA,"2295","Southern America","Serra Alta, Em caíva, atrás da Implantec","800","900",NA,"Heliófita, árvores, frutos imaturos.",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:37:37-03","MBM","MBM","429916","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M. Barroso ex Sobral","Brotto, M.L.","2020","08","21","Brotto, M.L.; Lubow, S.; Lubow, S.","2020","07","16","Brazil","Paraná","São José dos Pinhais","-49.030556","-25.573056","-49.030556","-25.573056","MBM429916",NA,NA,NA,NA,"3891","Southern America","próximo ao Rio Pequeno","920","920",NA,"Árvore com 5 m de altura; frores brancas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:37:37-03","MBM","MBM","429920","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M. Barroso ex Sobral","Brotto, M.L.","2020","08","21","Brotto, M.L.; Lubow, S.; Lubow, S.","2020","07","16","Brazil","Paraná","São José dos Pinhais","-49.028056","-25.621667","-49.028056","-25.621667","MBM429920",NA,NA,NA,NA,"3895","Southern America",NA,"930","930",NA,"Árvore com 8 m de altura; flores brancas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,NA,NA,NA
"65","2015-09-04 20:39:01-03","MNHN","RECOLNAT_MNHN_P","P05130999","PreservedSpecimen",NA,"Myrtaceae","Eugenia","pseudodichasiantha","Eugenia pseudodichasiantha","Kiaersk.",NA,NA,NA,NA,"Glaziou","1881","6","14","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"P05130999","P05130999_01",NA,NA,NA,NA,NA,"Alto Macaé.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05130999' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"13452",NA,NA
"66","2015-09-04 20:39:01-03","MNHN","RECOLNAT_MNHN_P","P05131000","PreservedSpecimen",NA,"Myrtaceae","Eugenia","pseudodichasiantha","Eugenia pseudodichasiantha","Kiaersk.",NA,NA,NA,NA,"Glaziou, A.","1881","11","14","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"P05131000","P05131000_01",NA,NA,NA,NA,NA,"Alto Macahé.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131000' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"13452",NA,NA
"67","2015-09-04 20:39:01-03","MNHN","RECOLNAT_MNHN_P","P05131001","PreservedSpecimen",NA,"Myrtaceae","Eugenia","pseudodichasiantha","Eugenia pseudodichasiantha","Kiaersk.",NA,NA,NA,NA,"Glaziou","1881","6","14","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"P05131001","P05131001_01",NA,NA,NA,NA,NA,"Alto Macaé.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131001' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"13452",NA,NA
"68","2017-09-22 08:58:48-03","MNHN","RECOLNAT_MNHN_P","P05229264","PreservedSpecimen",NA,"Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D. Legrand) Sobral","Giaretta",NA,NA,NA,"Hatschbach, G.","1967","8","3","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"P05229264","P05229264_01",NA,NA,NA,NA,NA,"Sítio do Belizário",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05229264' target='other'> <mi>dwc_moreinfo</mi></a>","55154","auto",NA,NA,NA,"16878",NA,NA
"69","2020-10-01 14:24:17-03","JBB","HEPH","19102","S","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M","1989",NA,NA,"Silva, JM da","1989","06","08","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Dicotyledon","Myrtales",NA,"619","Southern America","Borda do Campo",NA,NA,NA,"Mata pluvial","12577","auto",NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:39:38-03","UFMG","BHCB","76589","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral",NA,"1999",NA,NA,"Hatschbach, G; Oliveira, PI","1970","07","22","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"BHCB013931","BHCB013931","Dicotyledon",NA,NA,"43033","Southern America","Roça Nova, Mata.",NA,NA,NA,"Árvore, 5m, flor alva.","12577","auto",NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:39:38-03","UFMG","BHCB","197849","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral",NA,NA,NA,NA,"Mazine, FF; et al.","2003","11","07","Brasil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"BHCB197849",NA,"Dicotyledon",NA,NA,"998","Southern America","Trilha para o Pico Paraná",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:39:38-03","UFMG","BHCB","174028","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,"2011",NA,NA,"Vervloet, RR; Bausen, E","2003","03","26","Brasil","Espírito Santo","Santa Teresa","-40.565011","-19.842514","-40.565011","-19.842514","BHCB019361",NA,"Dicotyledon",NA,NA,"2063","Southern America","Nova Lombardia",NA,NA,NA,"Arbusto 4m, frutos imaturos de cor verde, maduros de cor vermelha.; Fundo de vale, dossel 18m.",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:39:38-03","UFMG","BHCB","76521","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,NA,"Silva, JM","1989","06","08","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Dicotyledon",NA,NA,"619","Southern America",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"74","2020-12-11 11:39:38-03","UFMG","BHCB","173962","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,"2011",NA,NA,"Silva, JM; Ribas, OS; Deodato, F","1996","09","07","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"BHCB019279",NA,"Dicotyledon",NA,NA,"1708","Southern America","Sítio do Belizário, Beira do rio.",NA,NA,NA,"Arbusto, 2,30m, flor alva.","55154","auto",NA,NA,NA,NA,NA,NA
"75","2021-02-11 17:20:47-03","UFPR","UPCB","56068","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Reginato, M.","2005","01","01","Reginato, M.","2005","06","26","Brasil","Paraná","Piraquara","-48.983333","-25.483333","-48.983333","-25.483333","UPCB0027673","UPCB0027673",NA,NA,NA,"488",NA,"Mananciais da Serra, Represa do Carvalhinho","1100","1100",NA,"Arbórea 8m, botões verdes. FOM/FODM..",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-11 17:20:47-03","UFPR","UPCB","56074","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Reginato, M.","2005","01","01","Reginato, M.","2005","07","14","Brasil","Paraná","Piraquara","-48.983333","-25.483333","-48.983333","-25.483333","UPCB0027672","UPCB0027672",NA,NA,NA,"506",NA,"Estrada de acesso ao Morro do Canal","1000","1000",NA,"Arbórea 6m, flor alva, tronco avermelhado. FOM/FODM..",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-11 17:20:47-03","UFPR","UPCB","43929","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M.","2000","01","01","Kozera, C.","1999","07","31","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"UPCB0027661","UPCB0027661",NA,NA,NA,"1126",NA,"Parque Estadual Pico do Marumbi, Morro Facãozinho",NA,NA,NA,"Árvore ca. 18,0m, com flores brancas. Floresta Ombrófila Densa Montana..","30514","auto",NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:20:47-03","UFPR","UPCB","86462","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Sobral, M.","2012","07","01","Caglioni, E. et al.","2012","05","27","Brasil","Santa Catarina","Blumenau","-49.078333","-27.059167","-49.078333","-27.059167","UPCB0027630","UPCB0027630",NA,NA,NA,"252",NA,"Parque Nacional da Serra do Itajaí","320","320",NA,"Árvore de 9m de altura, em floresta secundária, com flores brancas e odor adocicado. Floresta Ombrófila Densa..",NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","3207413","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","parviflora","Marlierea parviflora brachybotrya","D. Legrand","D. Legrand",NA,NA,NA,"Gert G. Hatschbach","1968",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"brachybotrya","Hatschbach 19279","South America","Rio Sagrado de Cima (Mun Morretes). Mata pluvial da encosta do morro.","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2009-12-05 05:34:00-02","MO","MOBOT","3215630","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D. Legrand) Sobral","M. Sobral",NA,NA,NA,"Maria L. Kawasaki|Leslie R. Landrum|Gert G. Hatschbach|F. Deodato|J.M. Silva","1995",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kawasaki 916","South America","Piraqura, Roça Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-06-22 14:18:54-03","UNESP-IBILCE","SJRP","17480","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","M. Sobral",NA,NA,NA,"J.M. Silva",NA,NA,NA,"Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Tracheophyta","Myrtales",NA,NA,"América do Sul","Sítio do Belizário",NA,NA,NA,"Arbusto 3 m, flor alva, beira do rio;","55154","auto",NA,NA,NA,NA,"Magnoliopsida",NA
"82","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","12477",NA,"Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,NA,"V. Demuner; et al","2000","04","27","Brasil","Espírito Santo","Santa Teresa","-40.541944","-19.844722","40W32'31","19S50'41","MBML012477","MBML012477",NA,NA,NA,"960",NA,"Alto Lombardia, cabeceira do 25 de Julho",NA,NA,NA,"Arvoreta 11m, frutos jovens de cor verde. Interior de mata, local plano.",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","15527",NA,"Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,NA,"L. Kollmann; et al","2001","10","24","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","MBML015527","MBML015527",NA,NA,NA,"4904",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,NA,"Arvoreto 9m. DAP 10cm. Fuste 4cm. Flores 4cm. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","15590",NA,"Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,NA,"L. Kollmann; et al","2001","11","27","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","MBML015590","MBML015590",NA,NA,NA,"5027",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,NA,"Arvoreto 7m. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","20162",NA,"Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,NA,"R.R. Vervloet; et al","2003","03","26","Brasil","Espírito Santo","Santa Teresa","-40.553056","-19.9075","40W33'11","19S54'27","MBML020162","MBML020162",NA,NA,NA,"2063",NA,"Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,NA,"Arbusto de 4m, frutos imaturos de cor verde, maduros de cor vermelha. Fundo de vale, dossel 18m.",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","25039",NA,"Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,NA,"L. Kollmann; et al","2005","08","17","Brasil","Espírito Santo","Santa Teresa","-40.548333","-19.847222","40W32'54","19S50'50","MBML025039","MBML025039",NA,NA,NA,"8229",NA,"Cabeceira do 25 de Julho",NA,NA,NA,"Arbusto 4m. Na sombra, frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","8920",NA,"Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1998","11","09","Brasil","Espírito Santo","Santa Teresa","-40.593889","-19.973056","40W35'38","19S58'23","MBML008920","MBML008920",NA,NA,NA,"900",NA,"Aparecidinha",NA,NA,NA,"Mata de baixada. Arvoreto 8m. DAP 10cm. Fuste 4m. Flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","9789",NA,"Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral",NA,NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1999","03","29","Brasil","Espírito Santo","Santa Teresa","-40.593889","-19.973056","40W35'38","19S58'23","MBML009789","MBML009789",NA,NA,NA,"2275",NA,"Aparecidinha",NA,NA,NA,"Arvoreto10m. Dap 12cm. Fuste 10m. Frutos vermelhos.",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-07-15 14:43:34-03","UNESP-RC","HRCB","27770","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pauciflora","Plinia pauciflora","M.L. Kawas. & B. Holst",NA,NA,NA,NA,"Izar, P.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Intervales. Base Saibadela.",NA,NA,NA,NA,"34059","auto",NA,NA,"Parátipo",NA,NA,NA
"90","2020-07-15 14:43:34-03","UNESP-RC","HRCB","31494","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pauciflora","Plinia pauciflora","M.L. Kawas. & B. Holst",NA,NA,NA,NA,"Zipparro, V. B.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Intervales. Base Saibadela. Trilha do Rio.",NA,NA,NA,NA,"34059","auto",NA,NA,"Holótipo",NA,NA,NA
"91","2020-09-12 05:00:02-03","US","US","1124133","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pseudodichasiantha","Eugenia pseudodichasiantha","Kiaersk.",NA,NA,NA,NA,"ex herb. Glaziou","1881","11","14","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"US00048343","US00048343_01",NA,"Myrtales",NA,"13452","South America - Neotropics","Alto Macabe.",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledonae","1"
"92","2020-09-02 16:33:52-03","Cenargen","CEN","55501","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pseudodichasiantha","Eugenia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","J. E. Q. Faria Júnior","2012","09",NA,"João Mattos","1962","01","05","Brasil","RJ","PETROPOLIS","-43.1786003112793","-22.5049991607666",NA,NA,"CEN00055501","CEN00055501",NA,NA,NA,"9685",NA,"Serra da Estrela, Secretário, na base do Morro Maria Comprida.",NA,NA,"Exsicatas","Árvore fina, de 4,5 m de altura. Na mata virgem. Flores brancas e frutos imaturos. Doação do Instituto de Botânica - SP. São Paulo.","36524","auto",NA,NA,NA,NA,NA,"1"
"93","2019-12-09 17:30:26-03","UFPR","EFC","15894","PreservedSpecimen","Plantae","Myrtaceae","Plinia","pseudodichasiantha","Plinia pseudodichasiantha","(Kiaersk.) G.M.Barroso ex Sobral","Brotto, M.L.","2015","07","08","Brotto, M.L.","2015","06","01","Brasil","Paraná","Piraquara","-49.0156","-25.4475","-49.0156","-25.4475","EFC015894",NA,NA,NA,NA,"1934",NA,"Recreio da Serra",NA,NA,NA,"Árvore 10m; flores alvas.Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista",NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-13 11:27:20-03","USP","SPF","147117","PreservedSpecimen","Plantae","Myrtaceae","Plinia","brachybotrya","Plinia brachybotrya","(D.Legrand) Sobral","Sobral, M","2004",NA,NA,"Hatschbach, G","1968","05","30","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"SPF00147117",NA,NA,NA,NA,"1979",NA,NA,"150","150",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
