"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","relationshipType","relatedCatalogItem"
"46","2015-07-28 10:10:00-03","MO","MOBOT","1155315","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","J.R.I Wood (OXF)","Timothy J. Killeen|Mario Saldias P.|M. Menacho|E. Gutiérrez","Killeen 5718","1993","10","19","South America","Bolivia","Santa Cruz","Velasco","La Toledo, pampa inundada, Parque nacional Noel Kempff Mercado; a 10 km de Los Fierros con algunas islas de termiteros. Parcela Permanente en estudio.","-61.15","-14.8166667","155.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"47","2015-07-28 10:10:00-03","MO","MOBOT","1155316","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","J.R.I Wood (OXF)","Mario Saldias P.|Timothy J. Killeen|René Guillén V.","Saldias Paz 3313","1993","10","19","South America","Bolivia","Santa Cruz","Velasco","La Toledo, pampa inundada, Parque nacional Noel Kempff Mercado; a 10 km de Los Fierros con algunas islas de termiteros. Parcela Permanente en estudio.","-61.15","-14.8166667","155.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"48","2009-09-02 07:20:00-03","MO","MOBOT","1522867","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","M. Nee","Michael H. Nee|E. Chávez","Nee 48895","1998","4","7","South America","Bolivia","Santa Cruz","Andrés Ibáñez","The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.46666","-18.11666","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","1525128","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","M. Nee","Michael H. Nee","Nee 49032","1998","4","18","South America","Bolivia","Santa Cruz","Andrés Ibáñez","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.23333","-17.83333","4400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2014-03-05 12:40:00-03","MO","MOBOT","1525146","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","M. Nee","Michael H. Nee","Nee 49033","1998","4","18","South America","Bolivia","Santa Cruz","Andrés Ibáñez","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2666667","-17.8666667","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","1525476","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","M. Nee","Michael H. Nee","Nee 49053","1998","4","19","South America","Bolivia","Santa Cruz","Andrés Ibáñez","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.23333","-17.96666","525.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","1526702","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","M. Nee","Michael H. Nee","Nee 49127","1998","4","25","South America","Bolivia","Santa Cruz","Andrés Ibáñez","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.25","-17.95","525.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","1526939","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","M. Nee","Michael H. Nee","Nee 49142","1998","4","26","South America","Bolivia","Santa Cruz","Andrés Ibáñez","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.18333","-17.93333","420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","1529966","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","M. Nee","Michael H. Nee","Nee 49333","1998","5","15","South America","Bolivia","Santa Cruz","Andrés Ibáñez","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east.","-63.1","-17.61666","370.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2009-11-09 18:57:00-02","MO","MOBOT","2290380","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","Chiarini, F.","Angel L. Cabrera|et al.","Cabrera 34479","1987","2","13","South America","Argentina","Salta","Grl. José de San Martín","Gral. Ballivian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2018-05-26 05:31:00-03","MO","MOBOT","3268295","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","M. Nee","Michael H. Nee|M. A. Sundue","Nee 52222","2003","4","21","South America","Bolivia","Santa Cruz","Andrés Ibáñez","9 km by dirt raod NW of bridge over Rio Pirai at La Belgica, near petroleum facilities. Savanna on rolling terrain, Curatella amaericana, Sterculia striata, Acrocomia aculeata, Aspilia floribunda, Isostigma hoffmannii, Chromolaeana squalida & Arrabidaea florida.","-63.27166","-17.52666","370.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","433937","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","Paul Wilkin (RNG)","James C. Solomon","Solomon 18838","1990","4","30","South America","Bolivia","La Paz","Murillo","Valle del Río Zongo, 40.2 km al norte (abajo) de la cumbre. Laderas muy abruptas cubiertas con pastizales con pequeños restos de bosque disturbido en los arroyos.","-68.03333","-16.06666","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","4",NA,NA
"58","2016-05-26 14:44:00-03","MO","MOBOT","434259","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter","J.R.I. Wood (OXF)","David R. Brunner","Brunner 1559","1986","3","24","South America","Paraguay","Nueva Asuncion",NA,"Fortín Nueva Asuncion. Bosque al termino norte del aeropista militar y alrededores. Bosque xerofítico espinoso muy abierto, de hasta 10 m de altura. Suelo muy arenoso.","-61.9333333","-20.7166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-1","4",NA,NA
"59","2019-02-19 04:30:00-03","MO","MOBOT","100716717","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","nyctaginea","Ipomoea nyctaginea cordifolia","Choisy",NA,"C.F.P. Martius","Martius 2482",NA,NA,NA,"South America","Brazil",NA,NA,"Prov. Piauhiensis. Habitat in silvis Catingas inter Serra dos Tomaos et [Pia de Oeiras].",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,"cordifolia",NA,"1",NA,NA
"60","2012-07-31 09:41:00-03","MO","MOBOT","100503570","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","G. Staples et al.","P.G. Lorentz|G. Hieronymus","Lorentz 285",NA,NA,NA,"South America","Argentina","Salta",NA,"Passaje del río Juramento.",NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"61","2014-08-23 05:36:00-03","MO","MOBOT","100582687","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","R. Simão-Bianchini","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 24228","1969","3","10","South America","Brazil","Goiás",NA,"Ca. 20 km south of Cavalcante.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"62","2014-03-11 21:39:00-03","MO","MOBOT","2838988","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","R, Simão-Bianchini (SP)","W.R. Phillipson|Jesús M. Idrobo|A. Fernández","Philipson 1322","1949","11","6","South America","Colombia","Meta",NA,"El Mico Airstrip (Camp 1). Last savanna before Rio Guejar. Grassland.",NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2008-05-27 22:02:00-03","MO","MOBOT","2839015","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","D.F. Austin, Aug.","Howard S. Irwin","Irwin 26192","1970","2","6","South America","Brazil","Minas Gerais",NA,"Cerrado, ca. 5km S.E. of Paracatú.",NA,NA,"675.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014-07-24 16:56:00-03","MO","MOBOT","3392194","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","R, Simão-Bianchini (SP)","Howard S. Irwin","Irwin 26192","1970","2","6","South America","Brazil","Minas Gerais",NA,"Cerrado, ca. 5 km S.E. of Paracatú.",NA,NA,"675.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"65","2014-12-15 14:24:00-02","MO","MOBOT","2836930","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","J.R.I. Woods (OXF)","Ángel Fernández|Rafael E. Ortiz|Saturnino Godoy","Fernández 9612",NA,NA,NA,"South America","Venezuela","Monagas",NA,"Freites. Sabana 10 km al E de Urica, entre esta y La Ceiba, vía Barcelona, sector La Leona.","-64.0666667","9.65","360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"66","2015-05-20 10:34:13-03","UFERSA","MOSS","3199","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Oliveira, O.F. de","Oliveira, O.F. de","686","1980","04","28","América do Sul","Brasil","Rio Grande do Norte","Umarizal","Salva Vidas","-37.85","-6.058333","180","180",NA,"Trepadeira; coletada na margem de estrada; solo pedregoso; frequente; flor lilás com tubo da corola violácea.",NA,NA,NA,"1999","03","19",NA,NA,NA,"37W51'00","6S03'30",NA,NA,NA,NA,NA
"67","2015-05-20 10:34:13-03","UFERSA","MOSS","3201","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Oliveira, O.F. de","Oliveira, O.F. de","688","1980","04","28","América do Sul","Brasil","Rio Grande do Norte","Umarizal","Salva Vidas","-37.85","-6.058333","180","180",NA,"Trepadeira; coletada na margem de estrada; solo pedregoso; frequente; flor lilás com tubo da corola violácea.",NA,NA,NA,"1999","03","19",NA,NA,NA,"37W51'00","6S03'30",NA,NA,NA,NA,NA
"68","2015-05-20 10:34:13-03","UFERSA","MOSS","8114","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Lima-Verde, L.W.; Loiola, M.I.B.","Figueiredo, M.A.","574","1996","04","25","América do Sul","Brasil","Ceará","Aiuaba","Estação Ecológica de Aiuaba, Volta do Meio.","-40.133333","-6.616667","400","400",NA,"Erva; coletada na caatinga arbustiva arbórea, aberta; interesse econ tubérculos comestíveis para suínos; caule haste com estrias lilás e pêlos; exudado latex branco; casca verde; folha simples, alterna e pilosa; inflorescência racemosa, simple",NA,NA,NA,"1996","05","01",NA,NA,NA,"40W08'00","6S37'00",NA,NA,NA,NA,NA
"69","2015-05-20 10:34:13-03","UFERSA","MOSS","3181","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Oliveira, O.F. de","Oliveira, O.F. de","685","1980","04","28","América do Sul","Brasil","Rio Grande do Norte","Umarizal","Salva Vidas","-37.85","-6.058333","180","180",NA,"Trepadeira; coletada na margem de estrada; solo pedregoso; frequente; flor lilás com tubo da corola violácea.",NA,NA,NA,"1999","03","19",NA,NA,NA,"37W51'00","6S03'30",NA,NA,NA,NA,NA
"70","2015-05-20 10:34:13-03","UFERSA","MOSS","3200","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Oliveira, O.F. de","Oliveira, O.F. de","687","1980","04","28","América do Sul","Brasil","Rio Grande do Norte","Umarizal","Salva Vidas","-37.85","-6.058333","180","180",NA,"Trepadeira; coletada na margem de estrada; solo pedregoso; frequente; flor lilás com tubo da corola violácea.",NA,NA,NA,"1999","03","19",NA,NA,NA,"37W51'00","6S03'30",NA,NA,NA,NA,NA
"71","2015-05-20 10:34:13-03","UFERSA","MOSS","8116","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Lima-Verde, L.W.; Loiola, M.I.B.","Lima-Verde, L.W.","243","1996","05","30","América do Sul","Brasil","Ceará","Aiuaba","Estação Ecológica de Aiuaba, São Benedito.","-40.213889",NA,"405","405",NA,"Trepadeira; coletada na ccatinga arbustiva arbórea; solo arenoso, cristalino; casca verde; folha simples, subcoreácea, pilosa na face abaxial; inflorescência dicásio terminal; cálice creme; sépalas levemente concrescidas na base; estigma globo",NA,NA,NA,"1996","06","01",NA,NA,NA,"40W12'50","6S38'74",NA,NA,NA,NA,NA
"72","2018-04-26 14:54:23-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","nyctaginea","Ipomoea nyctaginea cordifolia","Choisy","McDonald, JA","Martius","Obs.2482",NA,NA,NA,"Southern America","Brazil","Piauí",NA,"in catingas a Serra dos dois Somaõs --- Oppid. Oerias. Prov. Piauh.",NA,NA,NA,NA,NA,"McDonald in Oct 1982 labelled one sheet as holotype [with dark blue label and ticket number 35, M accession slip 585] and the other sheet as isotype [has paler blue label with diagnosis on it +","CONV000391",NA,"isotype","1982","10",NA,NA,NA,NA,NA,NA,"cordifolia",NA,NA,"voucher","M-586"
"73","2018-04-26 14:54:23-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","nyctaginea","Ipomoea nyctaginea cordifolia","Choisy","McDonald, JA","Martius","Obs.2482",NA,NA,NA,"Southern America","Brazil","Piauí",NA,"in catingas a Serra dos dois Somaõs --- Oppid. Oerias. Prov. Piauh.",NA,NA,NA,NA,NA,"McDonald in Oct 1982 labelled one sheet as holotype [with dark blue label and ticket number 35, M accession slip 585] and the other sheet as isotype [has paler blue label with diagnosis on it +","CONV000390",NA,"holotype","1982","10",NA,NA,NA,NA,NA,NA,"cordifolia",NA,NA,"voucher","M-585"
"74","2018-04-26 14:54:32-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Austin, DF","Anderson, WR","6924","1973","03","12","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONV014060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2018-04-26 14:54:32-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Austin, DF","Pickel, DB","3037","1933","09",NA,"Southern America","Brazil","Pernambuco",NA,"Tapera, Brazil: Pernambuco. Tapera. In pasture-land.",NA,NA,NA,NA,NA,"Several places with locality name Tapera, usbgn","CONV007877",NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2018-04-26 14:54:32-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Austin, DF","Rizzo","34","1962","05","02","Southern America","Brazil","Goiás",NA,"Goiânia, Chácara Sto. Antonio, 4km de Aparecida de Goiás-Goiânia. Cerrado.","-49.16","-16.4",NA,NA,NA,"usbgn; Planta cipó, flôres arroxeadas.","CONV009013",NA,NA,"2009",NA,NA,NA,NA,NA,"-49.16","-16.4",NA,NA,NA,NA,NA
"77","2018-04-26 14:54:32-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Philcox, D","Philcox, D","3722","1967","12",NA,"Southern America","Brazil","Mato Grosso","Xavantina","2 Km S de Xavantina para Aragarças",NA,NA,NA,NA,NA,NA,"CONV014061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2018-04-26 14:54:32-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Austin, DF","Hatschbach, G","34061","1970","02","11","Southern America","Brazil","Mato Grosso",NA,"Rondonópolis, Rondonopolis, arredores.","-54.38","-16.28",NA,NA,NA,"usbgn; Volúvel, flor alva, base int. rosada. Cerrado.","CONV007733",NA,NA,"2009",NA,NA,NA,NA,NA,"-54.38","-16.28",NA,NA,NA,NA,NA
"79","2018-04-26 14:54:32-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Austin, DF","Hatschbach, G","34061","1970","02","11","Southern America","Brazil","Mato Grosso",NA,"Rondonópolis, Rondonopolis, arredores.","-54.38","-16.28",NA,NA,NA,"usbgn; Volúvel, flor alva, base int. rosada. Cerrado.","CONV007732",NA,NA,"2009",NA,NA,NA,NA,NA,"-54.38","-16.28",NA,NA,NA,NA,NA
"80","2018-04-26 14:54:32-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Simão-Bianchini, R","Irwin, HS","34998","1972","01","25","Southern America","Brazil","Goiás","Niquelândia","Niquelândia, 5km ao W de Niquelândia","-48.4597","-14.4739",NA,NA,NA,NA,"CONV013877",NA,NA,NA,NA,NA,NA,NA,NA,"-48.4597","-14.4739",NA,NA,NA,NA,NA
"81","2021-03-04 11:04:59-03","UFRB","HURB","16880","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","J.R.I.Wood & Scotland",NA,"Jardim, J.G.; Jardim, A.B.; São Mateus, W.M.B.","6211","2012","04","29",NA,"Brasil","Rio Grande do Norte","Martins","Sitio do Sr. Clesinho; Entrada na saída para Umarizal, ca. 2km da entrada","-37.9375","-6.064444","707","707",NA,"UFRN 14435.","HURB000016880",NA,NA,NA,NA,NA,NA,NA,NA,"37º56'15W","6º03'52S",NA,NA,NA,NA,NA
"82","2020-06-15 15:30:05-03","UNESP-RC","HRCB","41561","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","Simão-Bianchini, R.","Lombardi","2133","1998","03","15",NA,"Brasil","Minas Gerais","Januária","Distrito de Fabião","-44.265556","-15.1125",NA,NA,NA,"Liana, folhas herbáceas, cálice verde acinzentado, corola branca com fundo lilás internamente",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44º15'56W","15º06'45S",NA,NA,NA,NA,NA
"83","2021-01-26 13:53:29-03","IMA","MAC","32740","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","S.P.Gomes","R.P.Lyra-Lemos; S.P.Gomes; Chagas-Mota; M.C.Mota","11284","2008","06","22",NA,"Brasil","Alagoas","Palmeira dos Índios","Morro próximo a Fazenda Fortaleza, Serra das Pias.","-36.627498626709","-9.40721988677979",NA,NA,NA,"Trepadeira. Frutos marrons.; Mata Serrana de Brejo de Altitude.","MAC0032740",NA,NA,"2008","12",NA,"19641","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-01-26 13:53:29-03","IMA","MAC","40316","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"G.B.Siqueira; L.M.Barbosa","27","2008","07","27",NA,"Brasil","Alagoas","Arapiraca","Serra da Mangabeira.","-36.675694","-9.698728",NA,NA,NA,"Trepadeira. Flores lilás.; Agreste.","MAC0040316","MAC0040316",NA,NA,NA,NA,NA,NA,NA,"-36.675694","-9.698728",NA,NA,NA,NA,NA
"85","2021-01-26 13:53:29-03","IMA","MAC","2903","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.","E.C.O.Chagas","A.Sarmento; L.Chaves; M.N.R.Staviski","725","1983","08","22",NA,"Brasil","Alagoas","Coité do Nóia","Fazenda Boa Esperança","-36.833333","-10.118611",NA,NA,NA,"Trepadeira.; Caatinga arbustiva","MAC0002903","MAC0002903",NA,"2009","10","10",NA,NA,NA,"-36.833333","-10.118611",NA,NA,NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","2911990","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter in Engl. & Prantl",NA,"T. Meyer","22582","1965","3","19","South America","Argentina","Salta",NA,"Provincia Salta, Dep. Gral. Güemes, Yaquiasmé.",NA,NA,NA,NA,NA,NA,"US03152027","US03152027_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"87","2020-09-12 05:00:02-03","US","US","281851","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter in Engl. & Prantl",NA,"P. G. Lorentz & G. H. Hieronymus","285","1873","2",NA,"South America","Argentina","Salta",NA,NA,NA,NA,NA,NA,NA,NA,"US00111365",NA,"Isolectotype; Type collection; Type collection",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"88","2020-09-12 05:00:02-03","US","US","1904922","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter in Engl. & Prantl",NA,"H. H. Bartlett","20301","1943","5","31","South America","Argentina","Jujuy",NA,"Edge of forest, La Esperanza Estate, San Pedro de Jujuy, Provincia de Jujuy.",NA,NA,NA,NA,NA,NA,"US03152031","US03152031_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"89","2020-09-12 05:00:02-03","US","US","3467720","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter in Engl. & Prantl",NA,"M. Nee & E. Chávez","48895","1998","4","7","South America - Neotropics","Bolivia","Santa Cruz",NA,"Depto. Santa Cruz, Prov. Andrés Ibáñez: Highway from Santa Cruz to Samaipata, 2 km SSW of bridge over Río Piraí at Tarumá.","-63.47","-18.12","600",NA,NA,NA,"US03152028",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"90","2020-09-12 05:00:02-03","US","US","3467718","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter in Engl. & Prantl",NA,"M. Nee","49142","1998","4","26","South America - Neotropics","Bolivia","Santa Cruz",NA,"Depto. Santa Cruz, Prov. Andrés Ibáñez: City of Santa Cruz, Barrio MacDonald.","-63.18","-17.93","420",NA,NA,NA,"US03152030",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"91","2020-09-12 05:00:02-03","US","US","3467719","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","argentinica","Ipomoea argentinica","Peter in Engl. & Prantl",NA,"M. Nee","49333","1998","5","15","South America - Neotropics","Bolivia","Santa Cruz",NA,"Depto. Santa Cruz, Prov. Andrés Ibáñez: 0.5 km E of Chuchío, 5 km by road E of turnoff from Santa Cruz-Warnes highway.","-63.1","-17.62","370",NA,NA,NA,"US03152029",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"92","2020-09-12 05:00:02-03","US","US","2222784","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"Bro. Gines","4444",NA,NA,NA,"South America - Neotropics","Venezuela",NA,NA,"Hoya del Lago de Valencia.",NA,NA,NA,NA,NA,NA,"US03153466","US03153466_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"93","2020-09-12 05:00:02-03","US","US","2338417","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","sericophylla","Ipomoea sericophylla","Meisn.",NA,"W. R. Philipson, J. M. Idrobo & A. Fernandez","1322","1949","11","6","South America - Neotropics","Colombia",NA,NA,"El Mico Airstrip (Camp 1). Las savanna before Rio Guejar.",NA,NA,"450",NA,NA,NA,"US03153465","US03153465_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"94","2020-09-02 16:23:24-03","Cenargen","CEN","60979","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cf. sericophylla","Ipomoea cf. sericophylla","Meisn.","C. G. Fontes","Anderson Cássio Sevilha","3819","2004","03","26",NA,"Brasil","TO","PARANA","Fazenda São João. Prop. Aldair Freire. Ponto 13.","-47.594722","-12.914166","354","354","Unicata",NA,"CEN00060979","CEN00060979",NA,"2007","02",NA,NA,NA,NA,"-47.594722","-12.914166",NA,NA,"1",NA,NA
