"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","preparationType","typeStatus","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","8698","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","paranaense","Cyrtopodium paranaense","Schltr.",NA,NA,NA,NA,"P. K. H. Dusén","1914","02","21","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=242014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00008698","NY00008698_01","Magnoliophyta","Asparagales","14613","South America",NA,"sheet","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","414912","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","paranaense","Cyrtopodium paranaense","Schltr.","G. F. J. Pabst",NA,NA,NA,"L. B. Smith","1956","11","04","Brazil","Santa Catarina","Itajaí","Praia Brava, Itajaí","-48.644872","-26.946812",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=242011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00414912","NY00414912_01","Magnoliophyta","Asparagales","7289","South America",NA,"sheet",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 11:09:41-03","UNESP-IBB","BOTU","11398","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.",NA,NA,NA,NA,"Guimarães, M.I.T.M.","1983","04","24","Brasil","São Paulo","Bertioga","Colônia de férias do SESC","-46.116667","-23.75","46°07'w","23°45's",NA,"BOTU011398",NA,NA,NA,"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-08 11:09:41-03","UNESP-IBB","BOTU","13241","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.",NA,NA,NA,NA,"Amaral Jr., A.","1985","04","27","Brasil","São Paulo","Itanhaém",NA,"-46.783333","-24.166667","46°47'w","24°10's",NA,"BOTU013241",NA,NA,NA,"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","31274","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","(Nees) Link & Otto ex Rchb.","Hatschbach, G.","2000",NA,NA,"Cordeiro, J.","1999","11","25","Brasil","Paraná","Pontal do Paraná","Pontal do Sul",NA,NA,"9999","9999",NA,"BOTU031274",NA,NA,NA,"1660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:31:47-03","UFRJ","RFA","36341","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.","M. M. Moreira","2010","11","17","M. M. Moreira; M. O. Silva","2008","09","06","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari (APA), Av. estrada da Guanabara","-43.2075004577637","-22.9027996063232",NA,NA,"Planta heliófila, terrestre, freqüente na restinga.","RFA23163",NA,NA,NA,"35",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:31:47-03","UFRJ","RFA","22600","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","paranaense","Cyrtopodium paranaense","Schltr.","L. H. C. Guedes","1996","03","19","A. A. M. de Barros","1988","08","18","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga de Grumari","-43.2075004577637","-22.9027996063232",NA,NA,"Frutos verdes","RFA53115",NA,NA,NA,"391",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:47-03","UFRJ","RFA","30525","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","polyphyllum","Cyrtopodium polyphyllum","(Vell.) Pabst ex F.Barros","Bruno Rezende",NA,NA,NA,"Bruno Rezende","1998","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga da Barra da Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"Planta cultivada in vitro a partir de sementes","RFA31590",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:31:47-03","UFRJ","RFA","35644","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","polyphyllum","Cyrtopodium polyphyllum","(Vell.) Pabst ex F.Barros","M.M. Moreira","2009","04","06","M.M. Moreira; R.C. Lopes","2008","11","08","Brasil","Rio de Janeiro","Macaé","Parque Nacional da Restinga de Jurubatiba, interior da restinga","-41.685556","-22.295556","41º41'8''W","22º17'44''S","Erva terrestre, heliófila com flores amarelas com manchas vermelhas na base do labelo","RFA52547",NA,NA,NA,"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:31:47-03","UFRJ","RFA","4717","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","polyphyllum","Cyrtopodium polyphyllum","(Vell.) Pabst ex F.Barros","J. C. Santana","2000","07","10","Francisco L. Rocco","1950",NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,"RFA31587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:31:47-03","UFRJ","RFA","21165","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","polyphyllum","Cyrtopodium polyphyllum","(Vell.) Pabst ex F.Barros","J. C. Santana","2000","07","10","P. Occhioni; Grizzini (255)",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha da Marambaia, Praia Grande","-43.2075004577637","-22.9027996063232",NA,NA,"Flores amarelas","RFA31588",NA,NA,NA,"458",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:20:28-03","UFRJ","RFA","22065","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","polyphyllum","Cyrtopodium polyphyllum","(Vell.) Pabst ex F.Barros","J.C. Santana","2000","07","10","C.M. Rizzini","1986","05","15","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha da Marambaia, Praia Grande","-43.2075004577637","-22.9027996063232",NA,NA,"Frutos verdes","RFA31589",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-19 15:45:24-03","UNEB","HUNEB","7380","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","paranaense","Cyrtopodium paranaense","Schltr.",NA,NA,NA,NA,"Noblick, L.R.","1984","11","16","Brasil","Bahia","Morro do Chapéu",NA,"-41.15","-11.55","41W9'0''","11S33'0''",NA,"HUNEB0007380",NA,"Angiospermae","Florideophycidae","3532",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"24","2019-11-19 15:45:24-03","UNEB","HUNEB","1372","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","paranaense","Cyrtopodium paranaense","Schltr.",NA,NA,NA,NA,"França, F.","1997","10","26","Brasil","Bahia","Milagres","Morro do Coité ou Navio.","-39.899167","-12.755","39W53'57''","12S45'18''","Encosta com rocha exposta.","HUNEB0001372",NA,"Angiospermae","Florideophycidae","30784",NA,"486",NA,NA,"486",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:52:42-03","EAO","IAN","143242","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","paranaense","Cyrtopodium paranaense","Schltr.","Pabst, GFJ","1975","10",NA,"Cordeiro, MR","1974","06","13","Brasil","Mato Grosso","Dardanelos","Rio Aripuanã.",NA,NA,NA,NA,"Planta sobre pedra.","IAN143242",NA,"Monocotiledônea",NA,"26","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:52:42-03","EAO","IAN","143242","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","paranaense","Cyrtopodium paranaense","Schltr.","Pabst, GFJ","1975","10",NA,"Cordeiro, MR","1974","06","13","Brasil","Mato Grosso","Dardanelos","Rio Aripuanã.",NA,NA,NA,NA,"Planta sobre pedra.","IAN143242",NA,"Monocotiledônea",NA,"26","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:52:42-03","EAO","IAN","29037","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","paranaense","Cyrtopodium paranaense","Schltr.","Pabst, GFJ","1953","01",NA,"Occhioni, P","1939","12",NA,"Brasil","Distrito Federal",NA,"Epífita sobre pedras; flores amarelas.",NA,NA,NA,NA,NA,"IAN029037","IAN029037 IAN029037_1 IAN029037_e","Monocotiledônea",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-01-20 14:40:46-03","UPM","MACK","547","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.","A. C. V. Crestani",NA,NA,NA,"A. C. V. Crestani","2010","02","02","Brasil","SP",NA,"Ilha Comprida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:26:36-03","PUCPR","HUCP","22760","S","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb. f.","Ariati, V",NA,NA,NA,"Ariati, V","2010","12",NA,"Brasil","Paraná","Guaraqueçaba","Superagui","-48.3288993835449","-25.3066997528076",NA,NA,NA,"HUCP00003405","HUCP00003405","Monocotiledonea",NA,"479",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:36-03","PUCPR","HUCP","16965","S","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb. f.","Hatschbach, GG",NA,NA,NA,"Cervi, AC","2004","11","04","Brasil","Paraná","Guaratuba","Barra do Saí","-48.5746994018555","-25.8827991485596",NA,NA,NA,"HUCP00003407","HUCP00003407","Monocotiledonea",NA,"8753",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:26:36-03","PUCPR","HUCP","19828","S","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb. f.","Kersten, RA",NA,NA,NA,"Kersten, RA","2008","11","20","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,NA,"HUCP00003355","HUCP00003355","Monocotiledonea",NA,"1338",NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:26:36-03","PUCPR","HUCP","24203","S","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb. f.",NA,NA,NA,NA,"Santos, TF",NA,NA,NA,"Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00002941","HUCP00002941","Monocotiledonea",NA,"035",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:36-03","PUCPR","HUCP","24164","S","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb. f.","Santos, TF",NA,NA,NA,"Santos, TF","2015","11","24","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,"HUCP00003219","HUCP00003219","Monocotiledonea",NA,"111",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:26:36-03","PUCPR","HUCP","24233","S","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb. f.",NA,NA,NA,NA,"Bohrer, P","2012","10","21","Brasil","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,NA,"HUCP00002516","HUCP00002516","Monocotiledonea",NA,"200",NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:26:36-03","PUCPR","HUCP","21164","S","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb. f.","Lemos, JV",NA,NA,NA,"Lemos, JV","2007","11","10","Brasil","Paraná","Pontal do Paraná","Rio Guaraguaçu","-48.511100769043","-25.6735992431641",NA,NA,NA,"HUCP00003402","HUCP00003402","Monocotiledonea",NA,"023",NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:28:36-03","UFBA","ALCB","118472","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.","Barberena, FFVA","2014","11",NA,"Barberena, FFVA; Aguiar, LVS","2014","11","15","Brasil","Bahia","Salvador","Parque das Dunas, trilha interpretativa. Ponto 1.200m","-38.323333","-12.9175","-38.323333","-12.9175","Terrícola. Sépalas com face dorsal castanho-escuro, ápice amarelo-esverdeado; face ventral castanho na base, amarelo-esverdeado para o ápice. Pétalas amarelo-esverdeado, labelo amarelo, calo vináceo; coluna esverdeada.; Heliófila. Fre","ALCB007747","ALCB007747 ALCB007747_1","Monocotyledon",NA,"333","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:28:36-03","UFBA","ALCB","024909","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.","Carvalho, DN","2014","09","10","Guedes, ML; et al.","1993","12","19","Brasil","Bahia","Mata de São João","Litoral Norte, Praia do Forte","-38.2991981506348","-12.5303001403809",NA,NA,"Planta com pseudobulbos bem desenvolvidos. Folhas membranáceas, brácteas verde-amareladas. Flores com pétalas amarelo-esverdeadas e labelo amarelo-ouro.","ALCB007753","ALCB007753","Monocotyledon",NA,"3169","Southern America",NA,NA,NA,NA,"47329","auto",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:28:36-03","UFBA","ALCB","81774","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.","Carvalho, DN","2014","09",NA,"Roque, N; Carvalho, G; Alunos de Botânica III","2007","11","09","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Rodovia para Mundo Novo, Rio Ferro Doido, Cachoeira do Ferro Doido","-41.001389","-11.635833","-41.001389","-11.635833","ca. 40cm alt.; folhas discolores. Hipanto vináceo, corola magenta.","ALCB007750","ALCB007750","Monocotyledon",NA,"1660","Southern America","903",NA,NA,"903",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:28:36-03","UFBA","ALCB","010659","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.","Queiroz, LP de","1984","02",NA,"Queiroz, LP de","1983","11","20","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapuã","-38.5","-12.966667","-38.5","-12.966667","terrestre crescendo sobre terreno arenoso. Pseudobulbos de até 60 cm. Folhas cartáceas, ligeiramente discolores. Flores com odor um pouco desagradável, com sépalas amarelo-esverdeadas ou amarelo-acastanhadas, pétalas amrelo-ouro e lab","ALCB008337","ALCB008337 ALCB008337_1 ALCB008337_2","Monocotyledon",NA,"773","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-24 18:14:24-03","UFBA","ALCB","016929","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.","Guedes, ML","1986",NA,NA,"Guedes, ML","1986","11",NA,"Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas próximo & Lagoa do Urubu","-38.5","-12.966667","-38.5","-12.966667","com pseudobulbo bastante desenvolvido. Inflorescência com flores amarelas vistosas.","ALCB008336","ALCB008336","Monocotyledon",NA,"982","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:28:36-03","UFBA","ALCB","024463","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.","Carvalho, DN","2014","09",NA,"Queiroz, LP de; Mayo, S; Nadruz, M; Nunes, TS; Guedes, ML","1992","12","08","Brasil","Bahia","Castro Alves","Recôncavo Sul, Serra da Jibóia (=Serra da Pioneira)","-39.466667","-12.85","-39.466667","-12.85","rupícola, com pseudobulbos de 0,50 m. Folhas membranáceas. Brácteas verde-amareladas. Flores com sépalas verde-amareladas, pétalas amarelo-esverdeadas e labelo labelo amarelo-ouro com calo alaranjado.; sobre afloramento granítico.","ALCB006125","ALCB006125","Monocotyledon",NA,"2949","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:28:36-03","UFBA","ALCB","00474","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.","Carvalho, DN","2014","09",NA,"Pinto, GCP","1973","11",NA,"Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro de Pai Inácio","-41.366667","-12.516667","-41.366667","-12.516667","psamítica. Pseudobulbos fusiformes 40 cm. Inflorescência 0,40 a 0,80m de altura. Flores bronze e ouro.","ALCB006126","ALCB006126","Monocotyledon",NA,"s/n","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:28:36-03","UFBA","ALCB","041106","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.","Carvalho, DN","2014","09",NA,"Alunos de Botânica III","1998","11","21","Brasil","Bahia","Salvador","Região Metropolitana Salvador","-38.5","-12.966667","-38.5","-12.966667","1,20 m, ereta, com psudobulbos. Folhas membranáceas, concolores. Inflorescência em panícula, flores com pétalas amarelas. Rara.; substrato arenoso.","ALCB007754","ALCB007754","Monocotyledon",NA,"s/n","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:28:36-03","UFBA","ALCB","106907","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.","Carvalho, DN","2014","09","10","Guedes, ML; Alunos da Disciplina BIO 043/2012","2012","11","30","Brasil","Bahia","Salvador","Região Metropolitana Salvador, UNIDUNAS","-38.5","-12.966667","-38.5","-12.966667","com pseudobulbo longo. Folhas inteiras eretas e rígidas. Inflorescência uma panícula multiflora.","ALCB007748","ALCB007748","Monocotyledon",NA,"20282","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:28:36-03","UFBA","ALCB","117936","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","flavum","Cyrtopodium flavum","Link & Otto ex Rchb.f.","Batista, JAN","2018","05","11","Guedes, ML; Kelmo, F; Alunos de Kelmo da Disciplina Ecologia","2014","11","06","Brasil","Bahia","Maraú","Litoral Sul, Caminho Barra Grande para Itaipú de Fora.","-38.933333","-13.95","-38.933333","-13.95","Terrestre, rizoma inconspícuo; pseudo bulbo ereto. Folhas eretas, pliçadas; lâmina linear a lanceolada,ápice agudo, membranácea. Inflorescência com brácteas escapais e florais, flores vistosas, amarelas, frequentemente com manchas vin","ALCB008344","ALCB008344","Monocotyledon",NA,"22996","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
