"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","infraspecificEpithet","individualCount"
"91","2020-10-14 10:02:49-03","FURB","FURB","28776","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Oliveira, AA de","2010","09","22","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4688","2010","05","19","Brasil","Santa Catarina","Santa Rosa de Lima","Santo Antonio.","-49.2455555","-27.9827778","-49.2455555","-27.9827778","630","630","Florística IFFSC mv37 (Arbusto) Habitat: Floresta Ombrófila Densa; interior do fragmento Habito: arbustiva; flor branca","FURB29306","FURB29306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-10-14 10:02:49-03","FURB","FURB","30062","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Oliveira, AA de","2010","09","30","Stival-Santos, A.; Legal, E. & Silveira, S.","3102","2010","06","23","Brasil","Santa Catarina","Águas Mornas","rio Cubatão.","-48.9608333","-27.8097222","-48.9608333","-27.8097222","620","620","Florística IFFSC 253 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento, beira de estrada Habito: arbusto; flor branca","FURB29309","FURB29309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-08 08:53:16-03","FURB","FURB","38930","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Oliveira, AA de","2015","04","06","Uhlmann, A.; et al.","412","2011","08","31","Brasil","Rio de Janeiro","Nova Friburgo","Antena SBT.","-42.5641667","-22.3591667","-42.5641667","-22.3591667","1600","1600",NA,"FURB29304","FURB29304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-08 08:53:16-03","FURB","FURB","44402","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Oliveira, AA de","2015","04","06","Funez, L.A.","2900","2014","07","27","Brasil","Santa Catarina","Ascurra","Fazenda Cristal, Morro do 80.","-49.4291667","-26.9102778","-49.4291667","-26.9102778","854","854",NA,"FURB29305","FURB29305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-14 10:02:49-03","FURB","FURB","59012","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Oliveira, A.A.","2019","08","13","Kassner-Filho, A.","2883","2018","05","21","Brasil","Santa Catarina","Blumenau","Parque Ecológico Spitzkopf.","-49.1047222","-27.0255556","-49.1047222","-27.0255556","800","800","flor branca Habitat: beira de trilha Habito: arvoreta","FURB59012","FURB59012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-08 08:53:16-03","FURB","FURB","59948","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Oliveira, A.A.","2019","08","13","Funez, L.A.; Zermiani, A.E.","7717","2018","04","23","Brasil","Santa Catarina","Rio dos Cedros","Vale dos Ventos.","-49.3055556","-26.5916666","-49.3055556","-26.5916666","740","740","Flores brancas Habitat: Borda da floresta Habito: Arbusto","FURB59948","FURB59948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-14 10:02:49-03","FURB","FURB","60493","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Kassner-Filho, A.","2018","08","14","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3254","2018","08","14","Brasil","Santa Catarina","Imaruí",NA,"-48.8702778","-28.1694445","-48.8702778","-28.1694445",NA,NA,NA,"FURB60493","FURB60493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-10-14 10:02:49-03","FURB","FURB","60735","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Barboza, E.","2018","08","07","Brotto, M.L.; Barboza, E.; Völtz, R.R.","2693","2018","07","24","Brasil","Santa Catarina","Joinville",NA,"-49.1055556","-26.1944444","-49.1055556","-26.1944444","770","770","Flores brancas e frutos imaturos Habitat: Floresta ombrófila densa montana. Habito: Arbusto","FURB60735","FURB60735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-08 08:53:16-03","FURB","FURB","643","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Oliveira, AA de","2010","04","12","Sevegnani, L.",NA,"1998","06","04","Brasil","Santa Catarina","Blumenau","Spitzkopf.","-49.1327778","-27.025","-49.1327778","-27.0250000",NA,NA,NA,"FURB29311","FURB29311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-16 17:53:41-03","UCS","HUCS","3813","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Hatschbach, G.","1987",NA,NA,"Kummrow, R.","2914","1987","05","14","Brasil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"árvore 5m , pétalas e estames livres; mata de base do morro",NA,NA,"Angiospermae","Myrtales",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"101","2019-06-27 10:25:38-03","UFES","VIES","42152","S","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Reginato, M.","2014",NA,NA,"Zorzanelli, J.P.F.","1070","2014","08","01","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"1447","1447",NA,"VIES042152","VIES042152",NA,NA,NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA
"102","2019-12-06 19:29:53-03","UFES","VIES","34218","S","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","E.A. Araújo","2016",NA,NA,"Araújo, E.A.","317","2015","02",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 06, indivíduo 215. Parque Nacional do Caparaó","-41.7575","-20.491389","41º45'27''W","20º29'29''S",NA,NA,NA,"VIES034218","VIES034218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-08-16 08:40:02-03","UTFPR","HCF","273","S","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","M.G. Caxambu","2003","07","30","A.E. Bianek","48","2003","06","28","Brasil","PR","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Presença de flores com estames branco amarelados.",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"104","2020-06-29 09:31:05-03","UFRRJ","RBR","36976","S","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.",NA,NA,NA,NA,"K.C. Silva-Gonçalves; F.S. Gonçalves","403","2014","00","02","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha para a Pedra do Sino. Ecossistema: Floresta Alto Montana. Altitude 2000m. Coordenadas 23k 0703607 7515485","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"RBR00036976",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"105","2021-03-21 19:37:20-03","UFC","EAC","15429","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Goldenberg, R.","2010","08","11","Cordeiro, J.; Hatschbach, G.","s.n.","1986","08","07","Brasil","Paraná","Morretes","BR 277, Barro Branco","-48.834400177002","-25.476900100708",NA,NA,"900","900","Arbusto 3m, flor alva.; Mata pluvial","EAC0015429","EAC0015429","Dicotyledon",NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:34:12-03","MBM","MBM","283260","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Goldenberg, R.",NA,NA,NA,"Lacerda, A.","271","1998","10","29","Brazil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM283260","MBM283260",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:34:12-03","MBM","MBM","232461","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Falkenberg, D.B.",NA,NA,NA,"Sobral, M.; et al.; et al.","8630",NA,NA,NA,"Brazil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,"MBM232461","MBM232461",NA,NA,"Southern America",NA,"34291","auto",NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:34:12-03","MBM","MBM","317335","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","et al.; Souza, M.L.D.",NA,NA,NA,"Custodio Filho, A.","1522","1983","09","16","Brazil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242",NA,NA,NA,NA,NA,"MBM317335","MBM317335",NA,NA,"Southern America",NA,"19656","auto",NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:34:12-03","MBM","MBM","149717","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Pastore, J.A.",NA,NA,NA,"Xavier, S.; et al.; et al.","268","1992","01","20","Brazil","São Paulo","Campos do Jordão","Morro do Elefante","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"MBM149717","MBM149717",NA,NA,"Southern America",NA,"21048","auto",NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:34:12-03","MBM","MBM","406617","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Goldenberg, R.","2016","10","06","Völtz, R.R.; Brotto, M.L.; Silva, J.M.; Brotto, M.L.; Silva, J.M.","1018","2016","09","30","Brazil","Paraná","Tunas do Paraná","Antigas instalações da serraria MADEPAR","-48.759167","-24.888889","-48.759167","-24.888889","990","990","Arvoreta 3 m alt., crescendo na borda de caminho em Floresta Ombrófila Densa Montana secundária; frutos verdes.; Floresta Ombrófila Densa Montana.","MBM406617","MBM406617",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:34:12-03","MBM","MBM","413857","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Barboza, E.","2018","08","07","Brotto, M.L.; Barboza, E.; Völtz, R.R.; Barboza, E.; Völtz, R.R.","2693","2018","07","24","Brazil","Santa Catarina","Joinville","trilha para a cachoeira do Cubatão","-49.105556","-26.194444","-49.105556","-26.194444","770","770","Arbusto com 2,5 m de altura; flores brancas e frutos imaturos.; Floresta Ombrófila Densa Montana.","MBM413857","MBM413857",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:34:12-03","MBM","MBM","22168","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","29759","1972","06","28","Brazil","Paraná","Bocaiúva do Sul","Rio Putunã","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"MBM022168","MBM022168",NA,NA,"Southern America",NA,"61623","auto",NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:34:12-03","MBM","MBM","14529","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","24052","1970","03","24","Brazil","Paraná","Bocaiúva do Sul","Sesmaria, Rio Capivari, 2 Km O","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"MBM014529","MBM014529",NA,NA,"Southern America",NA,"61623","auto",NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:34:12-03","MBM","MBM","297875","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Goldenberg, R.; Caddah, M.K.",NA,NA,NA,"Gatti, G.; et al.; et al.","s.n.","2002","04","23","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Fazenda Esperança","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM297875","MBM297875",NA,NA,"Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:34:12-03","MBM","MBM","110707","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Hatschbach, G.",NA,NA,NA,"Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","340","1986","08","07","Brazil","Paraná","Morretes","Rod. BR-277, Barro Branco","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM110707","MBM110707",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:34:12-03","MBM","MBM","6117","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","18631","1968","02","21","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM006117","MBM006117",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:34:12-03","MBM","MBM","312359","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Goldenberg, R.",NA,NA,NA,"Goldenberg, R.","734","2005","10","17","Brazil","Paraná","Tunas do Paraná","Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,NA,"MBM312359","MBM312359",NA,NA,"Southern America",NA,"41885","auto",NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:34:12-03","MBM","MBM","312358","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Goldenberg, R.",NA,NA,NA,"Goldenberg, R.; et al.; et al.","741","2005","10","17","Brazil","Paraná","Tunas do Paraná","Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,NA,"MBM312358","MBM312358",NA,NA,"Southern America",NA,"41885","auto",NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:34:12-03","MBM","MBM","275116","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.",NA,NA,NA,NA,"Melo, L.E.","s.n.","1942","09","19","Brazil","Rio de Janeiro","Teresópolis","Fazenda Guinle","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"MBM275116","MBM275116",NA,NA,"Southern America",NA,"38539","auto",NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:34:12-03","MBM","MBM","276378","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Goldenberg, R.",NA,NA,NA,"Sobral, M.; et al.; et al.","8630","1998","05",NA,"Brazil","Santa Catarina","Blumenau","Morro Spitzkipf","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,"MBM276378","MBM276378",NA,NA,"Southern America",NA,"34291","auto",NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:34:12-03","MBM","MBM","189661","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Chiea, S.A.C.",NA,NA,NA,"Custódio, A.","2499",NA,NA,NA,"Brazil","São Paulo","Biritiba-Mirim","Biritiba-Mirim","-46.0299987792969","-23.5699996948242",NA,NA,NA,NA,NA,"MBM189661","MBM189661",NA,NA,"Southern America",NA,"19656","auto",NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:34:12-03","MBM","MBM","250403","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Goldenberg, R.",NA,NA,NA,"Ivanauskas, N.M.; et al.; et al.","4646",NA,NA,NA,"Brazil","São Paulo","Salesópolis","Parque Estadual da Serra do Mar","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"MBM250403","MBM250403",NA,NA,"Southern America",NA,"18032","auto",NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:34:12-03","MBM","MBM","69150","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Souza, M.L.; et al.",NA,NA,NA,"Custódio, A.","310",NA,NA,NA,"Brazil","São Paulo","Santo André","Estação Biológica","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"MBM069150","MBM069150",NA,NA,"Southern America",NA,"27258","auto",NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:34:12-03","MBM","MBM","305859","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Goldenberg, R.",NA,NA,NA,"Silva, J.M.; Abe, L.M.; Abe, L.M.","4356","2005","06","09","Brazil","Paraná","Adrianópolis","Fazenda Mato Limpo, Berneck","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,NA,"MBM305859","MBM305859",NA,NA,"Southern America",NA,"49901","auto",NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:34:12-03","MBM","MBM","224962","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","24052",NA,NA,NA,"Brazil","Paraná","Bocaiúva do Sul","Rio Capivari, Sesmaria","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"MBM224962","MBM224962",NA,NA,"Southern America",NA,"61623","auto",NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:34:12-03","MBM","MBM","42113","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Wurdack, J.",NA,NA,NA,"Hatschbach, G.","10057",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Serra da Lapinha","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM042113","MBM042113",NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:34:12-03","MBM","MBM","203271","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Baumgratz, J.",NA,NA,NA,"Silva, J.M.; Ribas, O.S.; Deodato, F.; Ribas, O.S.; Deodato, F.","1718",NA,NA,NA,"Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM203271","MBM203271",NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:34:12-03","MBM","MBM","296960","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Goldenberg, R.",NA,NA,NA,"Dunaiski Jr.; A.; A.","1856","2002","06","08","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM296960","MBM296960",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:34:12-03","MBM","MBM","267076","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Goldenberg, R.; Caddah, M.K.",NA,NA,NA,"Labiak, P.; et al.; et al.","1944","2001","10","13","Brazil","Paraná","Piraquara","Mananciais da Serra, Rio Caiguava","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM267076","MBM267076",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:34:12-03","MBM","MBM","118420","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Hatschbach, G.",NA,NA,NA,"Kummrow, R.; Cordeiro, J.; Cordeiro, J.","2914","1987","05","14","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM118420","MBM118420",NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:34:12-03","MBM","MBM","265242","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.",NA,NA,NA,NA,"Sobral, M.; et al.; et al.","9396","2001","10",NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","Pró-Mata","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"MBM265242","MBM265242",NA,NA,"Southern America",NA,"76715","auto",NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:34:12-03","MBM","MBM","155491","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","3911","1986","11","13","Brazil","Santa Catarina","Blumenau","Fazenda Faxinal","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,"MBM155491","MBM155491",NA,NA,"Southern America",NA,"34291","auto",NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:34:12-03","MBM","MBM","194013","PreservedSpecimen","Plantae","Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham.) Cogn.","Chiea, S.A.C.",NA,NA,NA,"Robim, M.J.","433",NA,NA,NA,"Brazil","São Paulo","Campos do Jordão","Parque Estadual do Instituto Florestal","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"MBM194013","MBM194013",NA,NA,"Southern America",NA,"21048","auto",NA,NA,NA,NA,NA,NA
"134","2015-09-04 20:53:42-03","MNHN","RECOLNAT_MNHN_P","P00116832","PreservedSpecimen",NA,"Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.",NA,NA,NA,NA,"Sellow, F.",NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00116832' target='other'> <mi>dwc_moreinfo</mi></a>","P00116832","P00116832_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"135","2015-09-04 20:53:42-03","MNHN","RECOLNAT_MNHN_P","P00116833","PreservedSpecimen",NA,"Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Wurdack",NA,NA,NA,"Glaziou, A.|Puiggari, J.I.",NA,"1887","8",NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00116833' target='other'> <mi>dwc_moreinfo</mi></a>","P00116833","P00116833_01",NA,NA,NA,"hb",NA,NA,NA,NA,"16962",NA,NA,NA
"136","2015-09-04 20:53:42-03","MNHN","RECOLNAT_MNHN_P","P00116834","PreservedSpecimen",NA,"Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Wurdack",NA,NA,NA,"Glaziou, A.",NA,"1869","5","26","Brésil",NA,NA,"Rio de Janeiro: Orgues",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00116834' target='other'> <mi>dwc_moreinfo</mi></a>","P00116834","P00116834_01",NA,NA,NA,"hb",NA,NA,NA,NA,"3756",NA,NA,NA
"137","2016-03-04 12:09:53-03","MNHN","RECOLNAT_MNHN_P","P00116835","PreservedSpecimen",NA,"Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.","Wurdack",NA,NA,NA,"Glaziou, A.",NA,"1869","5","26","Brésil",NA,NA,"Rio de Janeiro: Orgues",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00116835' target='other'> <mi>dwc_moreinfo</mi></a>","P00116835","P00116835_01",NA,NA,NA,"hb",NA,NA,NA,NA,"3756",NA,NA,NA
"138","2015-09-05 07:31:44-03","MNHN","RECOLNAT_MNHN_P","P04803819","PreservedSpecimen",NA,"Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos, au Imbui.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04803819' target='other'> <mi>dwc_moreinfo</mi></a>","P04803819","P04803819_01",NA,NA,NA,"hb",NA,NA,NA,NA,"3756",NA,NA,NA
"139","2015-09-05 07:07:03-03","MNHN","RECOLNAT_MNHN_P","P04888554","PreservedSpecimen",NA,"Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.",NA,NA,NA,NA,"Mello",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04888554' target='other'> <mi>dwc_moreinfo</mi></a>","P04888554","P04888554_01",NA,NA,NA,"hb",NA,NA,NA,NA,"41568",NA,NA,NA
"140","2015-09-05 07:07:03-03","MNHN","RECOLNAT_MNHN_P","P04888556","PreservedSpecimen",NA,"Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.",NA,NA,NA,NA,"Custodio, A.",NA,"1983","9","16","Brasil","São Paulo",NA,"Biritiba Mirim, Estação Biológica de Boracéia.","-45.86667","-23.63333",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04888556' target='other'> <mi>dwc_moreinfo</mi></a>","P04888556","P04888556_01",NA,NA,NA,"hb",NA,NA,NA,NA,"1522",NA,NA,NA
"141","2015-09-05 07:07:03-03","MNHN","RECOLNAT_MNHN_P","P04888555","PreservedSpecimen",NA,"Melastomataceae","Leandra","barbinervis","Leandra barbinervis","(Cham. ex Triana) Cogn.",NA,NA,NA,NA,"Neto, S.R.|Toledo, C.B.",NA,"1988","3","31","Brasil","São Paulo","Ibiúna","Bairro Murundu.","-47.2200012207031","-23.6499996185303",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04888555' target='other'> <mi>dwc_moreinfo</mi></a>","P04888555","P04888555_01",NA,NA,NA,"hb","43112","auto",NA,NA,"916",NA,NA,NA
