"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","408714","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier","R. C. Barneby; J. W. Grimes","Z. A. Trinta","980","1964","09","27","South America","Brazil","Rio de Janeiro",NA,"Entre Macaé e Rio das Ostras","-41.870619","-22.438265","sheet","Fromm number 2056 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=698217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408714","NY00408714_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 17:30:00-03","NY","NYBG","408716","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chloroleucon","tortum","Chloroleucon tortum",NA,"R. C. Barneby; J. W. Grimes","L. R. Landrum","4180","1982","01","21","South America","Brazil","Rio de Janeiro","Maricá","Between ocean and Lagoa de Marica, ca. 40km E of Rio de Janeiro","-42.8183","-22.9194","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=698215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408716","NY00408716_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 17:30:00-03","NY","NYBG","408708","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chloroleucon","tortum","Chloroleucon tortum",NA,"R. C. Barneby; J. W. Grimes","D. S. D. de Araújo","2138","1978","07","13","South America","Brazil","Rio de Janeiro","Araruama","Nas proximidados da Lagos Vermelha","-42.3431","-22.8731","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=698208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408708","NY00408708_01","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 17:30:00-03","NY","NYBG","408712","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chloroleucon","tortum","Chloroleucon tortum",NA,"R. C. Barneby; J. W. Grimes","F. Souza Santos","826","1987","12","18","South America","Brazil","Bahia","Santa Cruz Cabrália","Area da Estaçao Ecológica do Pau-brasil (ESPAB), ca. de 16km a W de Porto Seguro, Rod. BR 367 (Porto Seguro/Eunapolis). Area do Arboreto de Espab, quadra no 333","-39.13","-16.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=698212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408712","NY00408712_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","334714","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Pithecellobium","tortum","Pithecellobium tortum pubescens","Benth.",NA,"J. B. E. Pohl","2343",NA,NA,NA,"South America","Brazil","Tocantins","Arraias","Eng. Saesedas, prope Arraias","-46.9381","-12.9317","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=313945' target='other'> <mi>dwc_moreinfo</mi></a>","NY00334714","NY00334714_01",NA,NA,"pubescens","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:19:44-03","UFRJ","RFA","- Carpo 21665","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier",NA,"A.M. de Barros","30","1986","08","30",NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"RFA-Carpo43166",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:30:27-03","UFRJ","RFA","23798","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier","N. L. Nunes","M. C. L. Ramos; R. Pellens",NA,"1991","12","11",NA,"Brasil",NA,"Brasil","Coletado na P.B.",NA,NA,NA,"Com fruto","RFA19302",NA,NA,NA,NA,NA,NA,NA,"2007","06","01",NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:30:27-03","UFRJ","RFA","23800","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier","Nina Lys Nunes","M.C.L.Ramos; R.Pellens",NA,"1991","12","11",NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,"Com fruto","RFA19306",NA,NA,NA,NA,NA,NA,NA,"2007","06","01",NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:30:39-03","UFRJ","RFA","21665","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum","Mart.","Lima, M.P.M.","Barros, A.A.M.","30","1986","08","30",NA,"Brasil","Rio de Janeiro","Maricá","Barra de Maricá","-42.8185997009277","-22.9193992614746",NA,"Arbusto de 2m de altura flores brancas, frutos marrons secos, frequente","RFA17879",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:19:54-03","UFRJ","RFA","22100","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum","Mart.",NA,"E.M. Occhioni","625","1988","05","16",NA,"Brasil","Rio de Janeiro","Maricá","Barra de Maricá, base do morro - Mololô","-42.8185997009277","-22.9193992614746",NA,"Subarbusto muito ramificado, fruto verde","RFA18251",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:19:54-03","UFRJ","RFA","22490","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum","Mart.","E.M. Occhioni","E.M. Occhioni","635","1988","10","03",NA,"Brasil","Rio de Janeiro","Maricá","Barra de Maricá, em B2","-42.8185997009277","-22.9193992614746",NA,"Flores brancas, em final de floração","RFA18522",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:19:54-03","UFRJ","RFA","22491","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum","Mart.",NA,"E.M. Occhioni","634","1988","10","03",NA,"Brasil","Rio de Janeiro","Maricá","Barra de Maricá, B2 em área de moitas","-42.8185997009277","-22.9193992614746",NA,"Arbusto muito ramificado. Flores brancas","RFA18524",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:30:39-03","UFRJ","RFA","22230","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum","Mart.",NA,"C. Pereira",NA,"1988","09","13",NA,"Brasil","Rio de Janeiro","Maricá","Barra de Maricá, área C2","-42.8185997009277","-22.9193992614746",NA,"Flores brancas","RFA18376",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:19:54-03","UFRJ","RFA","22200","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum","Mart.","E.M. Occhioni","E.M. Occhioni","632","1988","08","29",NA,"Brasil","Rio de Janeiro","Maricá","Barra de Maricá (C2)","-42.8185997009277","-22.9193992614746",NA,"Em frutos, frequente","RFA18340",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-15 11:14:41-03","FUNED","FUNED-POL","3474","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum",NA,NA,"Sandra Matoso",NA,"2001","09","20",NA,"Brasil","MG",NA,"Mata do Paraiso-Viçisa","-42.881667","-20.754167",NA,NA,"POL003474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42W 52' 54","20S 45' 15",NA,NA,NA,NA
"26","2020-12-15 11:14:41-03","FUNED","FUNED-POL","3473","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum",NA,NA,"Claudia Simeão",NA,NA,NA,NA,NA,"Brasil","MG",NA,"Mata do Paraiso-Viçisa","-42.881667","-20.754167",NA,NA,"POL003473","POL003473_p01 POL003473_p02 POL003473_p04 POL003473_p05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42W 52' 54","20S 45' 15",NA,NA,NA,NA
"27","2019-09-10 21:42:59-03","UNEMAT","TANG","4705","S","Plantae",NA,NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier","Melo, JAM","Sardelli, LF; Oliveira, VF; Thomé, RS; Silva, JA","860s.n.","2014","09","13",NA,"Brasil","Mato Grosso","Colider","Beira da estrada do lote B de supressão, Resgate de flora da UHE Colider","-55.475833","-10.841111",NA,NA,"TANG000004705",NA,"312","312",NA,NA,NA,NA,"2015","06","29","-55.475833","-10.841111",NA,NA,NA,NA
"28","2013-07-03 10:59:33-03","EBDA","BAH","358","S","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum","Mart.",NA,NA,NA,"1950","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:15:45-03","UFBA","ALCB","108715","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier","Guedes, ML","Guedes, ML","19572","2012","04","06","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","APA Restinga entre Itaipuaçu e Marica","-42.87","-22.9675",NA,"espinescente. Folhas com folíolos cartáceos, discolores. Botões esverdeados, flores alvas.","ALCB022845","ALCB022845",NA,NA,NA,NA,NA,NA,"2013","05",NA,"-42.87","-22.9675",NA,NA,NA,NA
"30","2020-05-19 10:30:15-03","UFBA","ALCB","006103","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier","Menezes, I de","Pinto, GCP","602","1950","10",NA,"Southern America","Brasil","Bahia","Jequié","Sudoeste, margem da rodagem Jequié-Vitória da Conquista","-40.0835990905762","-13.8575000762939",NA,NA,NA,NA,NA,NA,NA,NA,"49443","auto","1951","04",NA,NA,NA,NA,NA,NA,NA
"31","2020-05-19 10:30:15-03","UFBA","ALCB","71089","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier","Carvalho, G","Carvalho, G","84","2006","03","29","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Jardim gramado ao lado da Faculdade de Comunicação","-38.510799407959","-12.9710998535156",NA,"ca. 6m alt.; Tronco canelado, esbranquiçado; Copa arredondada ou umbelada; Flores alvas; Fruto do tipo legume, retorcido.","ALCB024578","ALCB024578",NA,NA,NA,NA,"26018","auto","2006","03",NA,NA,NA,NA,NA,NA,NA
"32","2020-05-19 10:30:15-03","UFBA","ALCB","031085","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier","Guedes, ML","Marques, ACN; Gouveia, EP de","01","1997","08","22","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, UFBA, Campus Universit rio de Ondina","-38.510799407959","-12.9710998535156",NA,"4,0 m. Folhas com folíolos membranáceos. Inflorescência com flores esverdeadas. Fruto imaturo verde. Ocasional.","ALCB024579","ALCB024579",NA,NA,NA,NA,"26018","auto","1997","10",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:08:55-03","NBC","NL-BOTANY","L.1061671","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier ex Barneby & J.W.Grimes",NA,"Koninklijk Instituut voor de Tropen",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1061671 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1061671","NL-L1061671",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24400",NA,NA
"34","2020-02-08 09:08:55-03","NBC","NL-BOTANY","L.1061672","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier ex Barneby & J.W.Grimes",NA,"Koninklijk Instituut voor de Tropen",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1061672 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1061672","NL-L1061672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24400",NA,NA
"35","2020-02-08 09:08:55-03","NBC","NL-BOTANY","L.1061673","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier ex Barneby & J.W.Grimes",NA,"Koninklijk Instituut voor de Tropen",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1061673 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1061673","NL-L1061673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24400",NA,NA
"36","2020-02-08 09:08:55-03","NBC","NL-BOTANY","U 0028408","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier ex Barneby & J.W.Grimes","Lindeman JC","Constantino D",NA,"1921","01","03","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200028408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0028408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2020-02-08 09:08:55-03","NBC","NL-BOTANY","U 0028409","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier ex Barneby & J.W.Grimes","Lindeman JC","Constantino D",NA,"1916","09","25","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200028409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0028409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-02-08 09:08:55-03","NBC","NL-BOTANY","U 0269311","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier ex Barneby & J.W.Grimes",NA,"Koninklijk Instituut voor de Tropen",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200269311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0269311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24400",NA,NA
"39","2020-02-08 09:08:55-03","NBC","NL-BOTANY","U 0271386","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier ex Barneby & J.W.Grimes",NA,"Williams L",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw35654",NA,NA
"40","2020-02-08 09:08:55-03","NBC","NL-BOTANY","WAG.1705779","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier ex Barneby & J.W.Grimes","Maesen LJG van der","Steyermark JA; Narbaiza I",NA,"1983","09","03","Southern America","Venezuela",NA,NA,"EDO. Falcon: Parque Nacional Morrocoy. Near Mallorquines, at eastern end of Cerro Chichiriviche.",NA,NA,NA,"Dry deciduous forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1705779 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1705779","NL-WAG1705779",NA,NA,NA,NA,NA,NA,"2000","03","01",NA,NA,"Magnoliopsidae","WAG0067420",NA,NA
"41","2020-11-04 11:09:06-03","ESALQ","ESA","126054","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum",NA,NA,"Ribeiro, R.D.","239.0","1905","06","26",NA,"Brasil","Rio de Janeiro","Búzios",NA,NA,NA,NA,NA,"ESA126054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 10:55:32-03","ESALQ","ESA","135451","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum","(Mart.) Pittier","G.A. Nobrega","H.F. Uller","469.0","2020","10","13",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"ESA135451",NA,NA,NA,NA,NA,"40069","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:09:06-03","ESALQ","ESA","126052","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum",NA,NA,"Fernandes, D. ; Caruzo, J.","288.0","1905","06","21",NA,"Brasil","Rio de Janeiro","Armação de Búzios",NA,"-41.8816986083984","-22.7469005584717",NA,NA,"ESA126052",NA,NA,NA,NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:09:06-03","ESALQ","ESA","126050","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Chloroleucon","tortum","Chloroleucon tortum",NA,NA,"Ribeiro, R.D. ; Maioli, V.","417.0","1905","06","27",NA,"Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105",NA,NA,"ESA126050",NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:30:12-03","MN","R","3183","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum","Mart.",NA,"Glaziou, A.F.M.; Netto, L.S.M. & Schwacke, C.A.W.",NA,"1881","09",NA,NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"R000003183","R000003183_001",NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:30:12-03","MN","R","223779","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum","Mart.",NA,"Pinheiro, M.C.B.; et alli","287","1988","04","07",NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:30:12-03","MN","R","221215","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Pithecellobium","tortum","Pithecellobium tortum","Mart.",NA,"Ormond, W.T.","367","1988","09","27",NA,"Brasil","Rio de Janeiro","Maricá","Itaipuaçu","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
