"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","imagecode","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","sex"
"246","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260749","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana klotzschiana",NA,NA,"Lindeman JC; Haas JH de",NA,"1966","08","04","Brazil",NA,NA,"Flora Brasilae Australis. Hab. Est. Parana. Forest on crest and N. flank of steep ridge E. of Cerro Azul.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1260749",NA,"Malpighiales",NA,"Southern America",NA,"klotzschiana","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260750","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana klotzschiana",NA,NA,"Lindeman JC; Haas JH de",NA,"1966","04","25","Brazil",NA,NA,"Flora Brasiliae Australis. Hab. Est. Parana. Sawmill Brandalize N. of Rio Chopim, ca. 20 km N. of Clevelandia.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1260750",NA,"Malpighiales",NA,"Southern America",NA,"klotzschiana","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260751","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana klotzschiana",NA,NA,"Lindeman JC; Haas JH de",NA,"1966","03","19","Brazil",NA,NA,"Flora Brasiliae Australis. Forest reserve of CMNP, S. of the Rio Ivai, ca. 30 km E. of Cianorte. N. of Boa Esperanca, 30 km S.E. of Jussara.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1260751",NA,"Malpighiales",NA,"Southern America",NA,"klotzschiana","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260752","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana trichoneura","Müll.Arg.",NA,"Lindeman JC; Haas JH de",NA,"1966","05","03","Brazil",NA,NA,"Flora Brasiliae Australis. Hab. Est. PArana. Sawmill Brandalize N. og Rio Chopim, ca. 20 km N. of Clevelandia.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1260752",NA,"Malpighiales",NA,"Southern America",NA,"trichoneura","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-02-08 09:50:24-03","NBC","NL-BOTANY","WAG.1342499","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana trichoneura","Müll.Arg.",NA,"Smith LB; Klein RM",NA,"1964","11","11","Brazil",NA,NA,"Mun. Itapiranga: Forest, bank of rio Urugai, west of ferry landing.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1342499 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1342499","-53.716667","-27.166667",NA,NA,NA,NA,NA,NA,NA,"-53.716667","-27.166667","NL-WAG1342499",NA,"Malpighiales",NA,"Southern America",NA,"trichoneura","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260735","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana genuina",NA,NA,"Bornmüller A",NA,"1905","08","15","Brazil",NA,NA,"Flora von Sud-Brasilien. Neu-Wurttemberg.!","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1260735",NA,"Malpighiales",NA,"Southern America",NA,"genuina","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260736","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana genuina",NA,NA,"Bornmüller A",NA,"1905","08","25","Brazil",NA,NA,"Flora von Sud-Brasilien. Neu-Wurttemberg.!","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260736 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1260736",NA,"Malpighiales",NA,"Southern America",NA,"genuina","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260752","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana trichoneura","Müll.Arg.",NA,"Lindeman JC; Haas JH de",NA,"1966","05","03","Brazil",NA,NA,"Flora Brasiliae Australis. Hab. Est. PArana. Sawmill Brandalize N. og Rio Chopim, ca. 20 km N. of Clevelandia.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1260752",NA,"Malpighiales",NA,"Southern America",NA,"trichoneura","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-02-08 09:50:24-03","NBC","NL-BOTANY","WAG.1342499","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana trichoneura","Müll.Arg.",NA,"Smith LB; Klein RM",NA,"1964","11","11","Brazil",NA,NA,"Mun. Itapiranga: Forest, bank of rio Urugai, west of ferry landing.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1342499 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1342499","-53.716667","-27.166667",NA,NA,NA,NA,NA,NA,NA,"-53.716667","-27.166667","NL-WAG1342499",NA,"Malpighiales",NA,"Southern America",NA,"trichoneura","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260675","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","vestita","Sebastiania vestita","Müll.Arg.",NA,"Regnell AF",NA,NA,NA,NA,"Brazil",NA,NA,"Brasilia, Prov. Minas Geraes Caldas.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260675 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1260675",NA,"Malpighiales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"256","2020-02-08 09:50:24-03","NBC","NL-BOTANY","U.1260676","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","vestita","Sebastiania vestita","Müll.Arg.",NA,"Tessmann G",NA,"1937","02","04","Brazil",NA,NA,"Pflanzen aus Sud-Brasilien. Nord-Parana: Gebiet des mitteren Ivahy.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260676 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1260676",NA,"Malpighiales",NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-02-08 09:50:24-03","NBC","NL-BOTANY","L.2256856","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","ypanemensis","Sebastiania ypanemensis","Müll.Arg.","Pedersen TM","Pedersen TM",NA,"1959","10","15","Paraguay","Central",NA,NA,"Woodland by the river<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2256856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2256856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2256856",NA,"Malpighiales",NA,"Southern America",NA,NA,"Magnoliopsidae","L 0138772 | 392062",NA,NA,NA,NA,NA,NA,NA
"258","2020-02-08 09:50:24-03","NBC","NL-BOTANY","L.2256857","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","ypanemensis","Sebastiania ypanemensis","Müll.Arg.",NA,"Fiebrig K",NA,"1902","08","15","Paraguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2256857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2256857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L2256857",NA,"Malpighiales",NA,"Southern America",NA,NA,"Magnoliopsidae","L 0138773 | 9101991632",NA,NA,NA,NA,NA,NA,NA
"259","2020-11-04 10:55:31-03","ESALQ","ESA","140792","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","klotzschiana","Gymnanthes klotzschiana","Müll.Arg.","Rodrigues, R.R.","Andrade, R.C.; Colletta, G.D.; Koch, I.; Rodrigues, R.R.; Souza, V.C; Brito, A.C.S.; Cardinelli; L.S.; Le Bourlegat, J.M.G.; Zaniratto, C.P.",NA,"2017","04","18","Brasil","Rio de Janeiro","Rio de Janeiro","Trilha da Base, Base dos Fuzileiros Navais, Ilha do Governador","Arvoreta, 3 metros","ESA140792","-43.1609","-22.7801",NA,NA,NA,NA,"2017","04","26","-43.1609","-22.7801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-11-04 10:55:31-03","ESALQ","ESA","135585","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","klotzschiana","Gymnanthes klotzschiana","Müll. Arg.","V.S. Moreno","V.S. Moreno",NA,"2013","10","09","Brasil","Minas Gerais","Poços de Caldas",NA,NA,"ESA135585","-46.5614013671875","-21.7877998352051","23696",NA,NA,"auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-11-04 10:55:31-03","ESALQ","ESA","135642","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","klotzschiana","Gymnanthes klotzschiana","Mull. Arg.","V.S. Moreno","V.S. Moreno",NA,"2013","10","22","Brasil","Minas Gerais","Poços de Caldas",NA,NA,"ESA135642","-46.5614013671875","-21.7877998352051","23696",NA,NA,"auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-11-04 10:55:31-03","ESALQ","ESA","135631","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","klotzschiana","Gymnanthes klotzschiana","Mull. Arg.","V.S. Moreno","V.S. Moreno",NA,"2013","08","07","Brasil","Minas Gerais","Poços de Caldas",NA,NA,"ESA135631","-46.5614013671875","-21.7877998352051","23696",NA,NA,"auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-11-04 11:07:57-03","ESALQ","ESA","94712","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) Sm.","Souza, V.C.","Viani, R.A.G. et al.",NA,"2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","Área da Riocell. Dunas.",NA,"ESA094712","-51.3011016845703","-30.2910995483398","31686",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2020-11-04 11:07:57-03","ESALQ","ESA","36795","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana",NA,NA,"Jarenkow, J.A.","2775.0","1995","10","16","Brasil","Rio Grande do Sul","Cristal",NA,NA,"ESA036795","-52.0483016967773","-30.9997005462646","27346",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-11-04 11:07:57-03","ESALQ","ESA","63903","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana",NA,NA,"Bufo, L.V.B. ; Sabadim, P.C.","41.0",NA,NA,NA,"Brasil","São Paulo","Porto Feliz",NA,NA,"ESA063903","-47.5200004577637","-23.2099990844727","19715",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-11-04 11:07:57-03","ESALQ","ESA","94644","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) Sm.","Souza, V.C.","Viani, R.A.G. et al.",NA,"2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","Área da Riocell. Floresta Estacional.",NA,"ESA094644","-51.3011016845703","-30.2910995483398","31686",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-11-04 11:07:57-03","ESALQ","ESA","36661","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana",NA,NA,"Ziller, S.R.","935.0","1995","10","22","Brasil","Paraná","Altonia",NA,NA,"ESA036661","-53.9016990661621","-23.8743991851807","39628",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-11-04 11:07:57-03","ESALQ","ESA","64087","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana",NA,NA,"Medri, C. et al.",NA,"1998","09","19","Brasil","Paraná","Sapopema",NA,NA,"ESA064087","-50.5802993774414","-23.9108009338379","21990",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-11-04 11:07:57-03","ESALQ","ESA","17524","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana",NA,NA,"Rodrigues, R.R.","106.0","1993","09","17","Brasil","São Paulo","Mogi Guaçu",NA,NA,"ESA017524","-46.9421997070312","-22.372200012207","39309",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-11-04 11:07:57-03","ESALQ","ESA","94901","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) Sm.","Souza, V.C.","Viani, R.A.G. et al.",NA,"2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","Área da Riocell. Floresta Estacional.",NA,"ESA094901","-51.3011016845703","-30.2910995483398","31686",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-11-04 11:07:57-03","ESALQ","ESA","94649","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) Sm.","Souza, V.C.","Viani, R.A.G. et al.",NA,"2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","Área da Riocell. Floresta Estacional.",NA,"ESA094649","-51.3011016845703","-30.2910995483398","31686",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-11-04 11:07:57-03","ESALQ","ESA","94825","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) Sm.","Souza, V.C.","Viani, R.A.G. et al.",NA,"2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","Área da Riocell. Floresta Estacional.",NA,"ESA094825","-51.3011016845703","-30.2910995483398","31686",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-11-04 11:07:57-03","ESALQ","ESA","36979","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana",NA,NA,"Chagas e Silva, F. et al.",NA,"1995","09","08","Brasil","Paraná","São Jerônimo da Serra",NA,NA,"ESA036979","-50.7411003112793","-23.7275009155273","30511",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-11-04 11:07:57-03","ESALQ","ESA","91434","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) L.B. & Downs",NA,"Viani, R.A.G. et al.","393.0","2004","07","12","Brasil","São Paulo","Bofete","Fazenda Santa Terezinha (Eucatex). Remanescente de Floresta Estacional Semidecidual",NA,"ESA091434",NA,"-230.333",NA,NA,NA,NA,NA,NA,NA,"-48,183,333","-230,333",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-11-04 11:07:57-03","ESALQ","ESA","94720","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) Sm.","Souza, V.C.","Viani, R.A.G. et al.",NA,"2002","04","26","Brasil","Rio Grande do Sul","Barra do Ribeiro","Área da Riocell.",NA,"ESA094720","-51.3011016845703","-30.2910995483398","31686",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-11-04 10:55:31-03","ESALQ","ESA","134214","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana",NA,NA,"C.P. Caliari et al.","2224.0","2009","04","14","Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin. Borda da mata. Floresta ombrófila mista próximo a curso de rio com presenaça marcante de Pteridophyta no subosque.","Fruto imaturo derde","ESA134214","-50.6156005859375","-24.3239002227783","35037",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-11-04 11:07:57-03","ESALQ","ESA","60623","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana",NA,NA,"Medri, C. et al.",NA,"1997","09","27","Brasil","Paraná","Sapopema",NA,NA,"ESA060623","-50.5802993774414","-23.9108009338379","21990",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-11-04 11:07:57-03","ESALQ","ESA","124353","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana",NA,"Cordeiro, I.","Hatschbach, G.","68734.0","1998","11","16","Brasil","Paraná","Palmas","Rodovia BR-449, Km 5 - 10.",NA,"ESA124353","-51.9906005859375","-26.4841995239258","46666",NA,NA,"auto","2009",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-11-04 11:07:58-03","ESALQ","ESA","121321","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","edwalliana","Sebastiania edwalliana",NA,"Garcia, L.C.","Garcia, L.C.","24.0","2008","06","01","Brasil","São Paulo","Campinas","Distrito de Souzas.",NA,"ESA121321","-46.926084","-22.833228",NA,"711","711",NA,NA,NA,NA,"-46.926084","-22.833228",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-11-04 11:07:58-03","ESALQ","ESA","87502","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","edwalliana","Sebastiania edwalliana","Pax","Oliveira, A.S.","Urbano","9036.0","1970","08","29","Brasil","Minas Gerais","Juiz de Fora",NA,NA,"ESA087502","-43.3502998352051","-21.7642002105713","36144",NA,NA,"auto","1985","11","23",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-11-04 11:07:58-03","ESALQ","ESA","14632","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","edwaliana","Sebastiania edwaliana",NA,NA,"Bernacci, L.C.","24449.0","1989","08","23","Brasil","São Paulo","Campinas",NA,NA,"ESA014632","-47.060001373291","-22.8999996185303","23900",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-11-04 11:07:58-03","ESALQ","ESA","121320","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","edwalliana","Sebastiania edwalliana",NA,"Garcia, L.C.","Garcia, L.C.","25.0","2008","05","01","Brasil","São Paulo","Campinas","Distrito de Souzas.",NA,"ESA121320","-46.926084","-22.833228",NA,"711","711",NA,NA,NA,NA,"-46.926084","-22.833228",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-11-04 11:07:58-03","ESALQ","ESA","121319","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","edwalliana","Sebastiania edwalliana",NA,"Garcia, L.C.","Garcia, L.C.","35.0","2008","02","01","Brasil","São Paulo","Campinas","Distrito de Souzas.",NA,"ESA121319","-46.926084","-22.833228",NA,"711","711",NA,NA,NA,NA,"-46.926084","-22.833228",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-11-04 11:07:58-03","ESALQ","ESA","24528","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana","Muell. Arg.","Cordeiro, I.","Souza, V.C. et al.","5039.0","1994","01","11","Brasil","Minas Gerais","Jacui",NA,NA,"ESA024528","-46.7411003112793","-21.0167007446289","16705",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2020-11-04 11:07:58-03","ESALQ","ESA","64052","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana",NA,NA,"Souza, J.P.",NA,"1998","03","01","Brasil","São Paulo","Monte Mor",NA,NA,"ESA064052","-47.310001373291","-22.9400005340576","12206",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2020-11-04 11:07:58-03","ESALQ","ESA","110096","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","klotzschiana","Sebastiania klotzschiana",NA,NA,"Franco, G.A.D.C. ; Furlan, E.","4636.0",NA,NA,NA,"Brasil","São Paulo","Gália",NA,NA,"ESA110096","-49.5499992370605","-22.2900009155273","23314",NA,NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2015-07-02 14:01:48-03","JBP","HPL","2970","S","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baillon) L.B. Smith & R.J. Downs","E.R. Salviani & H. Lorenzi","E.R. Salviani & H. Lorenzi","291","1998","09","11","Brasil","SC","Itaiópolis","Na beira da rodovia sentido Mafra.",NA,NA,"-49.9064","-26.3364","51919",NA,NA,"auto","1998","09","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2016-02-02 14:38:12-02","BGBM","B","B 10 0086928","S","Plantae","Euphorbiaceae","Gymnanthes","klotzschiana","Gymnanthes klotzschiana","Müll.Arg.","L. Oliveira","R. Wasum & al.","7574","1991","04","08","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086928 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086928",NA,NA,NA,"370","370",NA,"2012","12",NA,NA,NA,"B100086928",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2016-02-02 14:38:13-02","BGBM","B","B 10 0086929","S","Plantae","Euphorbiaceae","Gymnanthes","klotzschiana","Gymnanthes klotzschiana","Müll.Arg.","L. Oliveira","R. Wasum & al.","10319","1994","11","02","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086929 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086929",NA,NA,NA,NA,NA,NA,"2012","12",NA,NA,NA,"B100086929",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2016-02-02 14:38:13-02","BGBM","B","B 10 0007541","S","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens",NA,NA,"G. Hatschbach, C.V. Mendonca Filho & E. Barbosa","69307","1999","10","07","Brazil",NA,NA,"Paraná.","<a href=http://herbarium.bgbm.org/object/B100007541 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100007541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100007541",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2016-02-02 14:38:13-02","BGBM","B","B 10 0086917","S","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens",NA,NA,"Reitz & Klein","3.841","1956","10","12","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100086917 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100086917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100086917",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
