"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"235","2015-05-28 09:19:00-03","MO","MOBOT","3163916","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Anonymous","Anonymous 219",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Brasil, Estado da Guanabara, Mesa do Imperador.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-11-10 04:40:00-03","MO","MOBOT","3163999","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Pedro Luis Rodrigues de Moraes","Pedro L. R. de Moraes","Moraes 2196","2000",NA,NA,"South America","Brazil",NA,"Fazenda Palmital, Suelo Antonio de Posse,.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2008-05-27 22:02:00-03","MO","MOBOT","3164014","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","G.T. PRance","Ghillean T. Prance","Prance 23705","1976","2","2","South America","Brazil","Pará","Grounds of Museu Goeldi, Belem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2009-07-01 16:15:00-03","MO","MOBOT","3164054","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Anonymous","Anonymous 6164",NA,NA,NA,"South America","Brazil",NA,"Simaud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2008-05-27 22:02:00-03","MO","MOBOT","3289088","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","S.A. Mori","Jomar G. Jardim","Jardim 1527","1998","2","17","South America","Brazil","Bahia","Mun. de Jussari. Rod Jussari/Palmira. Entrada ca 7.5 km percorrendo mais 1.7 km até a sede da Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.",NA,NA,NA,NA,"-39.58333","-15.16666",NA,NA,NA,"300.00000000","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2008-05-27 22:02:00-03","MO","MOBOT","3310249","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","G. Hatschbach","Gert G. Hatschbach|A. Manosso","Hatschbach 51698","1987","12","12","South America","Brazil","Paraná","Rio Paranapanema (mun. Santo Inacio).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-11-10 04:40:00-03","MO","MOBOT","100306917","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","J.A. Lira N. & J.M.A. Braga","H. C. de Lima","Lima 4379","1992","2","19","South America","Brazil","Rio de Janeiro","Estação Ecológica Estadual de Paraíso. Area da parcela 1.",NA,NA,NA,NA,"-42.8333333","-22.4333333","Guapimirim",NA,NA,"0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"242","2020-06-22 14:17:56-03","UNESP-IBILCE","SJRP","33807","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Almeida Neto, A. & Ranga, N. T.","252.0","2010","05","12","America do Sul","Brasil","São Paulo","Estação Experimental",NA,"Árvore, P-E 82, I-630. Biota",NA,NA,"-48.91777778","-21.22","Pindorama (P9)",NA,NA,NA,NA,NA,NA,NA,"-48.91777778","-21.22000000","Magnoliopsida",NA,NA,NA,NA
"243","2021-01-10 20:42:43-03","INPA","INPA","244894","Carpo","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Pereira-Silva, G da","15610","2010","08","12","Southern America","Brasil","Rondônia","UHE Jirau, Canteiro de obra da UHE Jirau, em frente ao escritório da LEME.",NA,NA,"INPA0244894","INPA0244894 INPA0244894_e INPA0244894_nd","-64.611944","-9.257222","Porto Velho",NA,NA,"100","100",NA,NA,NA,"-64.611944","-9.257222",NA,NA,NA,NA,NA
"244","2020-08-31 08:53:39-03","INPA","INPA","244894","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Pereira-Silva, G da","15610","2010","08","12","Southern America","Brasil","Rondônia","UHE Jirau, Canteiro de obra da UHE Jirau, em frente ao escritório da LEME.",NA,NA,"INPA0244894","INPA0244894 INPA0244894_e INPA0244894_nd","-64.611944","-9.257222","Porto Velho",NA,NA,"100","100",NA,NA,NA,"-64.611944","-9.257222",NA,NA,NA,NA,NA
"245","2020-08-31 08:53:39-03","INPA","INPA","46824","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Angeli, C","274","1962","01","11","Southern America","Brasil","Rio de Janeiro","Gb, Av Edson Passos, próximo ao Jardim do Alto da, Gb, Av Edson Passos, próximo ao Jardim do Alto da Boa Vista.",NA,NA,"INPA0046824","INPA0046824 INPA0046824_e INPA0046824_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-08-31 08:53:39-03","INPA","INPA","46825","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Castellanos, A","Angeli, C","311","1962","08","20","Southern America","Brasil","Rio de Janeiro","Av. Edson Passos, Alto da Boa Vista.",NA,NA,"INPA0046825","INPA0046825 INPA0046825_e",NA,NA,NA,NA,NA,NA,NA,"1963",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-08-31 08:53:39-03","INPA","INPA","46826","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Prance, GT","Lanna Sobrinho, J de P.","266","1962","10","06","Southern America","Brasil","Rio de Janeiro","GB- Estrada de Camorim",NA,NA,"INPA0046826","INPA0046826 INPA0046826_e",NA,NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-08-31 08:53:39-03","INPA","INPA","47230","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Sobrinho, L","25525","1965","01","30","Southern America","Brasil","Bahia","São José",NA,NA,"INPA0047230","INPA0047230 INPA0047230_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-08-31 08:53:39-03","INPA","INPA","49718","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Prance, GT","Duarte, AP","6209","1962","01","12","Southern America","Brasil","Rio de Janeiro","Mesa do Imperador, Mesa do Imperador.",NA,NA,"INPA0049718",NA,NA,NA,"Guanabara",NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-08-31 08:53:39-03","INPA","INPA","49719","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Prance, GT","Pessoal de Technologia","RB69908","1950","05","27","Southern America","Brasil",NA,"Jardim Botânico ( próximo ao Inst. Química), Jardim Botânico ( próximo ao Inst. Química)",NA,NA,"INPA0049719",NA,NA,NA,NA,NA,NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-08-31 08:53:39-03","INPA","INPA","49720","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Rodrigues, WA","Heringer, EP","25242842","1946","11","06","Southern America","Brasil","Minas Gerais","Rio Pomba, Est. Exp. de A. Limpa, Sítio de G. Anhigui.",NA,NA,"INPA0049720",NA,NA,NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-01-10 20:42:43-03","INPA","INPA","49722","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Prance, GT","Sem Coletor","RB94987",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Jardim Botânico",NA,NA,"INPA0049722",NA,NA,NA,NA,NA,NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-08-31 08:53:39-03","INPA","INPA","49723","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Prance, GT","Kuhlmann, JG","RB136981","1930","06","28","Southern America","Brasil","Rio de Janeiro","Gavea",NA,NA,"INPA0049723",NA,NA,NA,NA,NA,NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-08-31 08:53:39-03","INPA","INPA","49724","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Prance, GT","Constantino, D","RB16204","1929","03","04","Southern America","Brasil","Rio de Janeiro","Arredores do Jardim Botânico (Gavea).",NA,NA,"INPA0049724",NA,NA,NA,NA,NA,NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-01-10 20:42:43-03","INPA","INPA","96169","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Duarte, AP","8141","1964","06","19","Southern America","Brasil","Minas Gerais","Lagoa Santa, Lagoa Santa, Jequitibá.",NA,NA,"INPA0096169",NA,"-43.883333","-19.641111","Jequitibá",NA,NA,"740","740",NA,NA,NA,"-43.883333","-19.641111",NA,NA,NA,NA,NA
"256","2021-01-10 20:42:43-03","INPA","INPA","96169","Carpo","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Duarte, AP","8141","1964","06","19","Southern America","Brasil","Minas Gerais","Lagoa Santa, Lagoa Santa, Jequitibá.",NA,NA,"INPA0096169",NA,"-43.883333","-19.641111","Jequitibá",NA,NA,"740","740",NA,NA,NA,"-43.883333","-19.641111",NA,NA,NA,NA,NA
"257","2020-08-31 08:53:39-03","INPA","INPA","36262","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Rodrigues, WA","Santos, TS dos","380","1969","03","04","Southern America","Brasil","Bahia","CEPEC- plantação de cacau.",NA,NA,"INPA0036262","INPA0036262 INPA0036262_e","-39.0494003295898","-14.7889003753662","Ilhéus","61245","auto",NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-08-31 08:53:39-03","INPA","INPA","36259","S","Plantae","Dicotyledon Asterids","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Rodrigues, WA","Santos, TS dos","1501","1971","03","29","Southern America","Brasil","Espírito Santo","Estrada a Povoação ao L..",NA,NA,"INPA0036259","INPA0036259 INPA0036259_e","-40.0722007751465","-19.3910999298096","Linhares","48094","auto",NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","1254",NA,"Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","M. Ribeiro & S.A. Mori/30-10-2013","G. Dalcolmo",NA,"1954","02",NA,NA,"Brasil","Espírito Santo",NA,NA,"Jequitibá rosa.","MBML001254",NA,"-40.6236000061035","-19.1436004638672","São Domingos do Norte","26002","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","1248",NA,"Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","M. R. V. Barbosa/1987","G. Dalcolmo",NA,"1954","01","20",NA,"Brasil","Espírito Santo","São João de Petrópolis",NA,NA,"MBML001248",NA,"-40.678056","-19.814167","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"40W40'41","19S48'51",NA,NA,NA,NA,NA
"261","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","19633",NA,"Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","N.P. Smith & S.A. Mori/30-10-2013","R.R. Vervloet; et al","1819","2003","02","13",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Árvore de 20m, flores e botões de cor amarelo claro, beira de córrego, dossel de 16m.","MBML019633",NA,"-40.553056","-19.9075","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA
"262","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","34685",NA,"Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","N.P. Smith & S.A. Mori/30-10-2013","L. Kollmann; A.P. Fontana & K. Brahim","10865","2008","04","16",NA,"Brasil","Espírito Santo","Suiça, Estrada para Luxemburgo, perto do asfalto.",NA,"Árvore 15m, frutos imaturos marrons.","MBML034685",NA,"-40.595833","-20.085833","Santa Leopoldina",NA,NA,NA,NA,NA,NA,NA,"40W35'45","20S5'9",NA,NA,NA,NA,NA
"263","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","46194",NA,"Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","A. P. Fontana/17-04-2013","A. P. Fontana; L. Kollmann","7546","2013","04","17",NA,"Brasil","Rio de Janeiro","Cabiúnas, TECAB",NA,"Árvore com 12m. Estéril","MBML046194",NA,"-41.731944","-22.285556","Macaé",NA,NA,"37","37",NA,NA,NA,"41W43'55","22S17'8",NA,NA,NA,NA,NA
"264","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","6655",NA,"Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"J. G. Jardim; et al","371","1994","03","18",NA,"Brasil","Bahia",NA,NA,"Árvore com ca. 20m de altura, com ca. 90cm de diâmetro. Folhas concolores verdes, flores amarelo-claro, algo arroxeado no interior da corola. Frutos imaturos de cor cinza. Nome vulgar: jequitibá","MBML006655",NA,"-39.0494003295898","-14.7889003753662","Ilhéus","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","39439",NA,"Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","J.M.A.Braga & J.A.Lira Neto/12-06-1996","H. C. de Lima; et al.","4272","1991","09","30",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual de Paraíso. Parcela 5A. Área 05A.",NA,"Indivíduo P0650. Frutos passados no chão, separados. DAP 10. Fuste 15. altura: 28.","MBML039439","MBML039439","-42.85","-22.433333","Guapimirim",NA,NA,NA,NA,NA,NA,NA,"42W50'60","22S26'0",NA,NA,NA,NA,NA
"266","2020-06-15 15:31:00-03","UNESP-RC","HRCB","74506","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","G.P. Sabino","Sabino",NA,NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual de Porto Ferreira",NA,NA,NA,NA,"-47.416667","-21.816667","Porto Ferreira",NA,NA,NA,NA,NA,NA,NA,"47°25'0.0006W","21°49'0.0006S",NA,NA,NA,NA,NA
"267","2020-06-15 15:31:00-03","UNESP-RC","HRCB","242","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze",NA,"Mathes",NA,NA,NA,NA,NA,"Brasil","São Paulo","nativo, no interior do Bosque dos Jequitibás",NA,"<ll>dwc_commonname:</ll> Jequitibá-vermelho",NA,NA,"-47.060001373291","-22.8999996185303","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-06-15 15:31:00-03","UNESP-RC","HRCB","13082","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","H.F.L. Filho","Schlittler",NA,NA,NA,NA,NA,"Brasil","São Paulo","P.E.M. do Diabo",NA,"<ll>dwc_commonname:</ll> Jequitibá-rosa",NA,NA,"-52.1599998474121","-22.5300006866455","Teodoro Sampaio","54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2017-11-24 14:11:13-02","UFLA","ESAL","17013","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Oliveira Filho, AT","Silva, VF","54",NA,NA,NA,NA,"Brasil","Minas Gerais","Faz. Coqueiro",NA,"árvore; 12,5m; ;; floresta",NA,NA,"-44.7477989196777","-21.1525001525879","Ibituruna","13047","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2017-11-24 14:11:13-02","UFLA","ESAL","14914","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","A. T. Oliveira-Filho","Oliveira Filho, AT","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Mata do Rio Picão",NA,"árvore; 17,0; ;; floresta",NA,NA,"-45.2369003295898","-19.3316993713379","Martinho Campos","32568","auto","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2017-11-24 14:11:13-02","UFLA","ESAL","15855","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Eduardo Van den Berg","Sartori, RA","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Bairro dos Farias",NA,"árvore; 13 m; ;; floresta",NA,NA,"-46.5200004577637","-22.5900001525879","Socorro","17674","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2018-10-09 16:31:36-03","UFLA","ESAL","15523","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","A. T. Oliveira-Filho","Edmar Fernando Corte","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"árvore; 25,0; ; seco, tipo pixídio",NA,NA,"-44.999444","-21.245278","Lavras",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"273","2018-10-09 16:31:36-03","UFLA","ESAL","18019","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Machado, ELM","30",NA,NA,NA,NA,"Brasil","Minas Gerais","UFLA, Mata da Subestação",NA,"árvore; ; ;; floresta",NA,NA,"-44.999444","-21.245278","Lavras",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"274","2020-11-09 10:36:21-03","UFLA","ESAL","32334","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","L. D. Santana","L. D. Santana; L. C. Silva; R. M. Mello","107","2018","09","14",NA,"Brasil","Minas Gerais","Serra dos Lemes, Área com muito cipó e em estágio inicial de regeneração",NA,"Árvore remanescente, ca 20m, na borda do fragmento florestal. Emergente",NA,NA,"-46.302778","-21.409444","Monte Belo",NA,NA,NA,NA,"2018","12","12","-46.302778","-21.409444",NA,NA,NA,NA,NA
"275","2017-11-24 14:11:13-02","UFLA","ESAL","17714","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Carvalho, WAC","325",NA,NA,NA,NA,"Brasil","Minas Gerais","Res. Indegena do Povo Maxacalis",NA,"árvore; 19 m; ;; floresta",NA,NA,"-40.7164001464844","-17.0771999359131","Machacalis","16711","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2017-11-24 14:11:13-02","UFLA","ESAL","17124","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Oliveira Filho, AT","Carvalho, WAC","79",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"árvore; 40m; ;; floresta",NA,NA,"-44.1960983276367","-21.468599319458","Piedade do Rio Grande","15268","auto","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2017-11-24 14:11:13-02","UFLA","ESAL","17891","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Eduardo Van den Berg","Francisco, Leonel, Jú","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,"árvore; 10 - 18 m; branca;; floresta",NA,NA,"-46.8199996948242","-22.4300003051758","Itapira","19933","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2019-12-19 11:19:20-03","UFG","UFG","23647","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Silva, J.","Pedralli, G.; Silva, G.P.; Vieira, R.C. & Silva, J.A.","3332","1990","05","25",NA,"Brasil","Tocantins","À 84 Km da saída de Colinas em direção a Araguaína. Mata alagada/vereda. Solo alagado. Relevo plano.",NA,"Árvore ca. 12 m de altura, frutos jovens, frutos marrom (imaturo). Escassa.","UFG0023647","UFG0023647","-48.15","-7.083333","Tocantins",NA,NA,"310","310","1990","05","25","-48.15","-7.083333",NA,NA,NA,NA,NA
"279","2019-06-10 10:10:57-03","FZB-BH","BHZB","8415","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"Fernandes, F.M.","288","2011","10","20",NA,"Brasil","MG","Assentamento",NA,"Ponto 603DW. Coord: a 400m de 19.6047 S; 44.6230 W. Planta em pasto. Outros coletores: Santos, A. S. Com duplicata. <ll>dwc_commonname:</ll> Jequitibá rosa",NA,NA,"-44.623056","-19.604722","Pequi",NA,NA,"400","400",NA,NA,NA,"44W 37' 23","19S 36' 17",NA,NA,NA,NA,NA
"280","2021-01-26 13:55:31-03","IMA","MAC","16411","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","R.P.Lyra-Lemos","M.A.B.L.Machado","247","2002","04","13",NA,"Brasil","Alagoas","Usina Coruripe, Fazenda Capiatã A. Mata em encosta.",NA,"Árvore com ca. de 10m de alt. Flor amarela e branca. Fruto comprido ausente.; Mata Atlântica","MAC0016411","MAC0016411","-36.266667","-10.000556","Coruripe",NA,NA,NA,NA,NA,NA,NA,"-36.266667","-10.000556",NA,NA,NA,NA,NA
"281","2021-01-26 13:55:31-03","IMA","MAC","58517","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","S.Mori; M.Ribeiro","L.Nusbaumer","4673","2015","10","22",NA,"Brasil","Alagoas","Serra das Pacas.",NA,"Árvore ca. 20 m. Fruto marrom.; Mata Atlântica.","MAC0058517","MAC0058517","-36.528878","-9.405458","Murici",NA,NA,"370","370","2015","10","23","-36.528878","-9.405458",NA,NA,NA,NA,NA
"282","2014-12-23 12:40:59-02","UNIVILLE","JOIW","306","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","R.J.F. Garcia","J.C.F.Melo Jr.","552","2006","10","22",NA,"Brasil","MG","Mata ciliar do Rio das Vellhas",NA,"Árvore, h=25m, DAP=1,5m. Madeira de galho coletada",NA,NA,"-43.969944","-19.454361","Matozinhos",NA,NA,"711","711",NA,NA,NA,"43º58'11,8'' W","19º27'15,7'' S",NA,NA,NA,NA,NA
"283","2021-03-03 13:56:14-03","UFF","NIT","NITw136","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"NITw00002685",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2021-03-29 10:07:52-03","UFRPE","HST","2600","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","A.M.Miranda","M.T.Monteiro","22701","1968","08","12",NA,"Brasil","Alagoas","Fazenda Jequiá",NA,"Frutos grandes de cor marrom, alongados.","HST002600",NA,"-35.8532981872559","-9.4783296585083","Rio Largo","13982","auto",NA,NA,"2019","06","05",NA,NA,NA,NA,NA,NA,NA
"285","2021-03-29 10:07:52-03","UFRPE","HST","3970","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","M.Ribeiro","M.T.Monteiro","23678","1972","05","22",NA,"Brasil","Bahia","Fazenda Candeias",NA,"Flores verdes com estames esbranquiçados, perfumadas.","HST003970",NA,"-39.2207984924316","-17.341100692749","Prado","53161","auto",NA,NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"286","2021-02-09 10:13:08-03","UENF","HUENF","844","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Nascimento, M.T.; Da Silva, G.C.","363","1996","01","10",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MP3","HUENF00000846",NA,"-41.094444","-21.391389","São Francisco de Itabapoana",NA,NA,"39","39",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA
"287","2021-02-09 10:13:08-03","UENF","HUENF","585","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Nascimento, M.T.; Da Silva, G.C.","945","1996","08","19",NA,"Brasil","Rio de Janeiro","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,"MD; Árvore","HUENF00000587",NA,"-41.094444","-21.391389","São Francisco de Itabapoana",NA,NA,"39","39",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA
