"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","relatedCatalogItem"
"22","2019-11-27 13:48:57-03","UFS","ASE","15376","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Barbosa, E; Cunha, EM","1753","2006","10","26","Southern America","Brasil",NA,NA,"Prostada. Flor rosada. Lajeado.; Prostada. Flor rosada. Lajeado.","ASE0007012","Magnoliophyta",NA,"Barneby","Ribas, OS","Paraná","Candói","Lagoa Seca","-52.032","-25.342","ASE0007012",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.032","-25.342",NA,NA,NA
"23","2021-03-16 17:52:12-03","UCS","HUCS","10634","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G.","49814","1985","08","28",NA,"Brasil",NA,NA,"Semi reptante, estames lilases.; Afloramento de basalto",NA,"Angiospermae","Fabales","Barneby","Barneby, R.C.","Paraná","Canta Galo","arredores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-16 17:52:12-03","UCS","HUCS","40227","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Silva, J.M.","8098","2011","12","07",NA,"Brasil",NA,NA,"Herbácea, prostrada, fruto maduro.; Cultivada",NA,"Angiospermae","Fabales","Barneby","Silva, J.M.","Paraná","Canta Galo","Três Pinheiros",NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-07 11:15:36-03","UTFPR","HCF","30075","S","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","R.R. Völtz","1850","2018","10","06",NA,"Brasil",NA,NA,"subarbusto 0,5 m alt. Glomérulos rosados. Fisionomia herbáceo-arbustiva em solo arenoso com lajeados de pedra. Estepe/Savana.",NA,NA,NA,"Barneby","M. Morales","PR","Tibagi","Rio Tibagi, Cerrado Bowman","-50.406111","-24.5525",NA,NA,"720","720","2018",NA,NA,NA,"10","09","50°24'22 W","24°33'09 S",NA,NA,NA
"26","2019-08-16 08:39:27-03","UTFPR","HCF","20021","S","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","O.S. Ribas","8509","2010","10","27",NA,"Brasil",NA,NA,"xilopodífera reptante, flor rósea. Campo limpo seco, solo rochoso. Floresta Ombrófila Mista.",NA,NA,NA,"Barneby","O.S. Ribas","PR","Cantagalo","Rod. BR-277, próximo ao Rio Cavernoso","-52.1263999938965","-25.3743991851807",NA,NA,NA,NA,"2010","29583","auto",NA,"10",NA,NA,NA,NA,NA,NA
"27","2019-08-16 08:39:27-03","UTFPR","HCF","17389","S","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","J.M. Silva","8098","2011","12","07",NA,"Brasil",NA,NA,"herbácea prostrada, fruto maduro. Lajeado de pedra. Cultivado no Jardim Botânico Municipal de Curitiba.",NA,NA,NA,"Barneby","J.M. Silva","PR","Cantagalo","Três Pinheiros","-52.1263999938965","-25.3743991851807",NA,NA,NA,NA,"2011","29583","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-16 08:39:27-03","UTFPR","HCF","27799","S","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","J. Cordeiro","351","2006","07","14",NA,"Brasil",NA,NA,"prostrada. Inflorescência rosada. Campo rochoso.",NA,NA,NA,"Barneby","O.S. Ribas","PR","Guarapuava","Fazenda Três Capões, próximo do Posto","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"2007","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-16 08:39:27-03","UTFPR","HCF","21117","S","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","J.T. Motta","4486","2014","09","23",NA,"Brasil",NA,NA,"subarbusto prostrado. Capítulos róseos.",NA,NA,NA,"Barneby","J.T. Motta","PR","Mangueirinha","Santo Antônio","-52.1755981445312","-25.9410991668701",NA,NA,NA,NA,"2014","42783","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:27:20-03","MBM","MBM","415028","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1850","2018","10","06","Southern America","Brazil",NA,NA,"Subarbusto 0,5 m alt.; glomérulos rosados;.fisionomia herbáceo-arbustiva em solo arenoso com lajeados de pedra.; Savana/Estepe.","MBM415028",NA,NA,"Barneby","Morales, M.","Paraná","Tibagi","Rio Tibagi, Cerrado Bowman","-50.406111","-24.5525","MBM415028",NA,"720","720","2018",NA,NA,NA,"10","09","-50.406111","-24.5525",NA,NA,NA
"31","2020-12-21 16:27:20-03","MBM","MBM","429320","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4109","2018","01","16","Southern America","Brazil",NA,NA,"Herbácea, prostrada, 40 cm, flores róseas, em campo úmido sobre afloramento rochoso.; Campos de Guarapuava.","MBM429320",NA,NA,"Barneby","Morales, M.","Paraná","Candói","Estrada para a Fazenda Capão Redondo","-51.802056","-25.423222",NA,NA,NA,NA,"2019",NA,NA,NA,NA,NA,"-51.802056","-25.423222",NA,NA,NA
"32","2020-12-21 16:27:20-03","MBM","MBM","201076","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G.; Kummrow, R.; Deodato, F.; Kummrow, R.; Deodato, F.","65307",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM201076",NA,NA,"Barneby","Hatschbach, G.","Paraná","Guarapuava","Colônia São Judas Tadeu","-51.4580993652344","-25.395299911499","MBM201076",NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:27:20-03","MBM","MBM","44199","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G.","9349",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM044199",NA,NA,"Barneby","Ribas, O.S.","Paraná","Guarapuava","Rio Cavernoso","-51.4580993652344","-25.395299911499","MBM044199",NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:27:20-03","MBM","MBM","320508","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Barboza, E.; Cunha, E.M.; Cunha, E.M.","1753","2006","10","26","Southern America","Brazil",NA,NA,"Prostrada, flor rosada.; Lajeado.","MBM320508",NA,NA,"Barneby","Ribas, O.S.","Paraná","Candói","Lagoa Seca","-52.0558013916016","-25.5722007751465","MBM320508",NA,NA,NA,"2007","42664","auto",NA,"05",NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:27:20-03","MBM","MBM","103587","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","49814","1985","08","28","Southern America","Brazil",NA,NA,"Semi-reptante, estames lilases. Afloramentos de basalto; Semi-reptante, estames lilases.; Afloramentos de basalto.","MBM103587",NA,NA,"Barneby","Barneby, R.","Paraná","Cantagalo","Arredores","-52.1263999938965","-25.3743991851807","MBM103587","PARATYPE",NA,NA,"1991","29583","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:27:20-03","MBM","MBM","217890","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Silva, J.M.; Soares, A.; Maschio, W.; Soares, A.; Maschio, W.","2164",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM217890",NA,NA,"Barneby","Barneby, R.","Paraná","Cantagalo","Rod. BR-277, descida para o Rio Cavernoso","-52.1263999938965","-25.3743991851807",NA,NA,NA,NA,NA,"29583","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:27:20-03","MBM","MBM","123092","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","51902",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM123092",NA,NA,"Barneby","Hatschbach, G.","Paraná","Cantagalo","Rod. BR-277, próximo ao Rio Cavernoso","-52.1263999938965","-25.3743991851807","MBM123092",NA,NA,NA,NA,"29583","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:27:20-03","MBM","MBM","9110","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G.","21031",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM009110",NA,NA,"Barneby","Barneby, R.","Paraná","Guarapuava","Cantagalo","-51.4580993652344","-25.395299911499","MBM009110",NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:27:20-03","MBM","MBM","402411","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Motta, J.T.; Silva, J.M.; Silva, J.M.","4486","2014","09","23","Southern America","Brazil",NA,NA,"Subarbusto prostrado. Capítulos róseos.","MBM402411",NA,NA,"Barneby","Motta, J.T.","Paraná","Mangueirinha","Santo Antônio","-52.1755981445312","-25.9410991668701","MBM402411",NA,NA,NA,"2014","42783","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:27:20-03","MBM","MBM","262831","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G.; Goldenberg, R.; Silva, J.M.; Goldenberg, R.; Silva, J.M.","72419","2001","09","19","Southern America","Brazil",NA,NA,NA,"MBM262831",NA,NA,"Barneby","Hatschbach, G.","Paraná","Candói","Colônia São Judas Tadeu","-52.0558013916016","-25.5722007751465","MBM262831",NA,NA,NA,NA,"42664","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:27:20-03","MBM","MBM","395983","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2154","2013","12","12","Southern America","Brazil",NA,NA,"Caule castanho. Folhas verdes. Inflorescência rosa.; Floresta Ombrófila Mista, sobre afloramento rochoso basáltico.","MBM395983",NA,NA,"Barneby","Ribas, O.S.","Paraná","Candói","entrada para fazenda Capão Redondo","-52.0558013916016","-25.5722007751465","MBM395983",NA,NA,NA,"2015","42664","auto",NA,"02","12",NA,NA,NA,NA,NA
"42","2020-12-21 16:27:20-03","MBM","MBM","220621","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Barboza, E.; Hatschbach, G.; Ribas, O.S.; Hatschbach, G.; Ribas, O.S.","108",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM220621",NA,NA,"Barneby","Hatschbach, G.","Paraná","Guarapuava","Colônia São Judas Tadeu","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:27:20-03","MBM","MBM","329451","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Juliano Cordeiro","351","2006","09","26","Southern America","Brazil",NA,NA,"Planta prostrada, inflorescência rósea. Área de campo","MBM329451",NA,NA,"Barneby","Ribas, O.S.","Paraná","Guarapuava","Fazenda Três Capões, próximo ao Posto Napoleão à 23 km de Guarapuava sentido Cascavel","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"2007","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:27:20-03","MBM","MBM","68611","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G.","43241","1980","10","26","Southern America","Brazil",NA,NA,"Subarbusto semi-reptante, flor rosada. Campo rochoso; Subarbusto semi-reptante, flor rosada.; Campo rochoso.","MBM068611",NA,NA,"Barneby",NA,"Paraná","Guarapuava","Rio Campo Real","-51.4580993652344","-25.395299911499","MBM068611","HOLOTYPE",NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:36:14-03","UFMG","BHCB","38356","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:36:14-03","UFMG","BHCB","171354","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G; Silva, JM; Deodato, F","65307","1996","09","18","Southern America","Brasil",NA,NA,"Ascendente, touceiras compactas, ramosas. Flor rosada. Lajeados rochosos.","BHCB016004","Dicotyledon",NA,"Barneby",NA,"Paraná","Guarapuava","Colonia São Judas Tadeu","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"1996","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-11 17:19:03-03","UFPR","UPCB","45662","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G.","72419","2001","09","19",NA,"Brasil",NA,NA,"Prostrada, flor lilás, dos lajeados..",NA,NA,NA,"Barneby","Hatschbach, G.","Paraná","Candói","Colônia São Judas Tadeu","-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,"2001","42664","auto",NA,"01","01",NA,NA,NA,NA,NA
"48","2021-02-11 17:19:03-03","UFPR","UPCB","29533","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G.","65307","1996","09","18",NA,"Brasil",NA,NA,"Ascendente, touceiras compactas, ramosas, flor rosada. Lageados rochosos..",NA,NA,NA,"Barneby","Hatschbach, G.","Paraná","Guarapuava","Colônia São Judas Tadeu","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"1996","53832","auto",NA,"01","01",NA,NA,NA,NA,NA
"49","2020-04-06 15:16:00-03","MO","MOBOT","101189175","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Gert G. Hatschbach","Hatschbach 43241","1980","10","26","South America","Brazil",NA,NA,NA,NA,NA,NA,"Barneby",NA,"Paraná","Guarapuava","Rio Campo Real.","-51.4580993652344","-25.395299911499",NA,"Holotype",NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,"1",NA,NA
"50","2009-12-04 16:36:00-02","MO","MOBOT","2916663","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Gert G. Hatschbach|Armando C. Cervi","Hatschbach 49814","1985","8","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"Barneby","R. Barneby","Paraná",NA,"Mun. Canta Galo; arredores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","12408","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","G. Hatschbach",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Semi reptante, ramosa, flor rosada.;",NA,"Tracheophyta","Fabales","Barneby","G. Hatschbach","Paraná","Canta Galo","Rod. BR-277, próximo ao Rio Cavernoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"52","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","17732","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","G. Hatschbach",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Reptante, flor rosea intenso, campo pedrgoso.;",NA,"Tracheophyta","Fabales","Barneby","R. Barneby","Paraná","Guarapuava","Canta Galo","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"53832","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"53","2020-06-22 14:18:04-03","UNESP-IBILCE","SJRP","24990","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","E. Barbosa",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Prostrada, flor rosada.;",NA,"Tracheophyta","Fabales","Barneby","G. Hatschbach","Paraná","Guarapuava","Colônia São Judas Tadeu","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"53832","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"54","2015-10-22 10:02:51-02","UNIOESTE","UNOP","5932","S","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Barbosa, E.; Cunha, E.M.; Cunha, E.M.","1753","2006","10","26",NA,"Brasil",NA,NA,"Prostrada, flor rosada. Lajeado.",NA,NA,NA,"Barneby","Ribas, O.S.","Paraná","Candoí","Lagoa seca (Municipio de Candoi).","-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,NA,"42664","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-07-25 15:01:44-03","UNIOESTE","UNOP","2341","S","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G.","43241","1980","10","26",NA,"Brasil",NA,NA,"Subarbusto semi-reptante, flor rosada. Campo rochoso. ISOTYPUS",NA,NA,NA,"Barneby",NA,"Paraná","Guarapuava","Rio Campo Real","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-08-31 09:15:00-03","INPA","INPA","201066","S","Plantae","Leguminosae-Mim","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, GG","65307","1996","09","18","Southern America","Brasil",NA,NA,NA,"INPA0201066","Dicotyledon Rosids","Fabales","Barneby","Hatschbach, GG","Paraná","Guarapuava","Colônia São Judas Tadeu.","-51.4580993652344","-25.395299911499","INPA0201066 INPA0201066_e",NA,NA,NA,"1996","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","2758245","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","Reitz & Klein, --","17810","1965","7","16","South America","Brazil",NA,NA,NA,"US02206206",NA,"Rosales","Barneby",NA,"Paraná",NA,"Brasil. Fazenda Capao Redondo, Guarapuava.",NA,NA,"US02206206_01",NA,"1000",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"58","2020-09-02 16:29:11-03","Cenargen","CEN","46433","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","hatschbachii","Mimosa hatschbachii","E. Barbosa","108","1998","01","22",NA,"Brasil","Exsicatas",NA,"Dos lajeados rochosos. Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00046433",NA,NA,"Barneby","G. G. Hatschbach","PR","GUARAPUAVA","Colônia São Judas Tadeu.","-51.4580993652344","-25.395299911499","CEN00046433",NA,NA,NA,"1998","53832","auto",NA,NA,NA,NA,NA,"1",NA,NA
"59","2019-11-13 11:22:45-03","USP","SPF","222800","PreservedSpecimen","Plantae","Leguminosae","Mimosa","hatschbachii","Mimosa hatschbachii","Hatschbach, G","43241","1980","10","26",NA,"Brasil",NA,NA,NA,"SPF00222800",NA,NA,"Barneby","Anônimo","Paraná","Guarapuava","Rio Campo Real.","-51.4580993652344","-25.395299911499",NA,"isotype",NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-05-14 17:29:02-03","F","FMNH-SEEDPLANTS","V0163987F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","hatschbachii","Mimosa hatschbachii","G. Hatschbach","21031",NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0163987F","Spermatophyta",NA,NA,"RRC ID Flag","Paraná",NA,NA,NA,NA,"V0163987F_01 V0163987F_02",NA,"500",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"21031",NA
"61","2020-07-23 12:14:33-03","CEPLAC","CEPEC","60416","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","hatschbachii","Mimosa hatschbachii","G. Hatschbach","49814","1985","08","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"R. C. Barneby","Paraná","guarapuava","Arredores de Cantagalo.","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,"0*0'0","0*0'0",NA,NA,"30/12/1989"
"62","2020-07-23 12:14:33-03","CEPLAC","CEPEC","91849","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","hatschbachii","Mimosa hatschbachii","G. Hatschbach","72419","2001","09","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach","Paraná","guarapuava","Candoi. Colônia São Judas Tadeu.","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/2001"
