"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","preparationType","barcode","imagecode","month","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber"
"25","2021-01-14 15:26:06-03","MN","R","193495","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Smith, L.B.","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Santos, N. 5628; Roppa, O.A. & Cidney",NA,"1964",NA,NA,"R010008147",NA,"05","23",NA,NA,"1964",NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:26:06-03","MN","R","193494","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Smith, L.B.","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Santos, N. 5630; Roppa, O.A. & Cidney",NA,"1964",NA,NA,"R010008148",NA,"05","23",NA,NA,"1964",NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:26:06-03","MN","R","213335","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","França, C.R.P.","27","2007",NA,NA,NA,NA,"09","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:26:06-03","MN","R","138162","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Pereira, E.","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Carauta, J.P.P.","97","1959",NA,NA,"R010008144",NA,"10","04",NA,NA,"1980","10","14",NA,NA,NA,NA,NA
"29","2021-01-14 15:26:06-03","MN","R","105757","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Smith, L.B.","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Smith, L.B. 6425; Magnanini, A. & Egler, W.A.",NA,"1952",NA,NA,"R010008143",NA,"04","08","850","850",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:26:06-03","MN","R","213348","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","França, C.R.P.","5","2007",NA,NA,NA,NA,"04","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:26:06-03","MN","R","29254","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Smith, L.B.","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Cochran, D.; Lutz, B.M.J. 866",NA,"1935",NA,NA,"R010008135",NA,"06",NA,NA,NA,"1952","02",NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:26:06-03","MN","R","24998","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Costa, A.F.","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Brade, A.C.","10876","1931",NA,NA,"R010008134",NA,"06","07",NA,NA,"1987","01","06",NA,NA,NA,NA,NA
"33","2021-01-14 15:26:06-03","MN","R","24176","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Parker, A.",NA,"1929",NA,NA,"R010008136",NA,"03","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:26:06-03","MN","R","225061","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Couto, D.R.","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Couto, D.R. 2814; Uribbe, F.P.; Jacques, S.; Neves, B. & Almeida, M.",NA,"2014",NA,NA,"R010008133",NA,"07","17",NA,NA,"2014","07","18",NA,NA,NA,NA,NA
"35","2021-01-14 15:26:06-03","MN","R","193514","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Smith, L.B.","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Santos, N. 5624; Roppa, O.A. & Cidney",NA,"1964",NA,NA,"R010008160",NA,"05","23",NA,NA,"1964",NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:26:06-03","MN","R","193510","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Smith, L.B.","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Santos, N.","5814","1964",NA,NA,"R010008162",NA,"08",NA,NA,NA,"1968","10",NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:26:06-03","MN","R","193509","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Smith, L.B.","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Santos, N. 5627; Roppa, O.A. & Cidney",NA,"1964",NA,NA,"R010008163",NA,"05","23",NA,NA,"1964",NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:26:06-03","MN","R","193508","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Smith, L.B.","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Lutz, M.J.B.","1418","1939",NA,NA,"R010008164",NA,"05","19",NA,NA,"1952","02",NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:26:06-03","MN","R","186842","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","38539",NA,NA,"auto","Mez","Leme, E.M.C.",NA,"1990",NA,NA,"R010008132",NA,"08","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:26:06-03","MN","R","46205","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Smith, L.B.","Brasil","Rio de Janeiro","Rio de Janeiro","Copacabana","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Schwacke, C.A.W.",NA,"1876",NA,NA,"R010008141",NA,NA,NA,NA,NA,"1929","04","03",NA,NA,NA,NA,NA
"41","2021-01-14 15:26:06-03","MN","R","225969","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brasil","São Paulo","Sâo Sebastião","Ilha de Alcatrazes, no topo do pico a N. do heliponto.","-45.4099998474121","-23.7600002288818","41977",NA,NA,"auto","Mez","Alves, R.J.V. 7789; Fernandes, R.; Canabarro, D. & Flávio do IEAPM",NA,"2006",NA,NA,"R010004013",NA,"06","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-05 16:14:40-03","MN","R","238993","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Couto, D.R.","Brasil","Rio de Janeiro","Rio de Janeiro","Pedra Hime.","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Mez","Couto, D.R.","3303","2016",NA,NA,"R010070191",NA,"06","18",NA,NA,"2016","06","18",NA,"Inselberg",NA,NA,NA
"43","2016-02-02 14:37:51-02","BGBM","B","B 10 0247100","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100247100 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Mez","A. F. M. Glaziou","8019",NA,"Middle and South America",NA,"B100247100","B100247100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype",NA
"44","2016-02-02 14:37:51-02","BGBM","B","B 10 0247101","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100247101 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Mez","A. F. M. Glaziou","15463",NA,"Middle and South America",NA,"B100247101","B100247101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype",NA
"45","2016-02-02 14:37:51-02","BGBM","B","B 10 0247099","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100247099 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"Mez","A. F. M. Glaziou","15464",NA,"Middle and South America",NA,"B100247099","B100247099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"syntype",NA
"46","2020-12-20 21:16:28-03","UFV","VIC","026393","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brasil","Rio de Janeiro","Barra da Tijuca",NA,NA,NA,NA,NA,"Epífita de folhas verdes com a base arroxeada, brácteas escapais vinho nas margens e verde amarelado no centro, brácteas florais róseas, sépalas hialinicas, pétalas brancas.",NA,"Mez","de Paula, C.C.; Silva, R.R.","s.n.","2002",NA,NA,"VIC026393","VIC026393","03","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:32:50-03","UFJF","CESJ","14753","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","G. Martinelli","Brasil","Rio de Janeiro","Maricá","Itaipuaçu","-42.8185997009277","-22.9193992614746","20726",NA,"Sobre paredões de gnaiss-grandes formações","auto","Mez.","L. Krieger","CESJ14753","1977","América do Sul",NA,"CESJ014753",NA,"04","01",NA,NA,"1980","04",NA,NA,NA,NA,NA,NA
"48","2019-08-20 09:59:13-03","UNICAMP","UEC","63633","S","Plantae","Liliopsida",NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brazil","Rio de Janeiro","Niterói","Pedra de Itacoatiara","-43.1035995483398","-22.88330078125","14785",NA,"ORI, Sobre paredão íngreme","auto","Mez","Meirelles, ST","23217","1990",NA,NA,"UEC043665","UEC043665","01","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-20 09:59:13-03","UNICAMP","UEC","59226","S","Plantae","Liliopsida",NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Pedra do Itanhangá","-43.2075004577637","-22.9027996063232","57442",NA,"ORI, Sobre rocha de gnaisse muito inclinada","auto","Mez","Meirelles, ST","23210","1990",NA,NA,"UEC043668","UEC043668","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-04 13:19:03-03","UDESC","LUSC","2181","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Carneiro, I.M.","Brasil","Rio Grande do Sul","Vacaria",NA,"-50.9338989257812","-28.5121994018555","63451",NA,NA,"auto","Mez","Carneiro, I.M.",NA,"2008",NA,NA,"LUSC000803","LUSC000803","04","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:19:27-03","MBM","MBM","390675","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei","Brotto, M.L.","Brazil","Rio de Janeiro","Rio de Janeiro","Pão de Açúcar, parede","-43.157247","-22.949219",NA,NA,"Erva rupícola; flor alva levemente azulada, brácteas florais avermelhadas.; Vegetação rupícola da face norte.",NA,"Mez","Brotto, M.L.; Franzen, R.; Franzen, R.","1659","2014","Southern America",NA,"MBM390675","MBM390675","06","06","200","200","2014","08","04",NA,"-43.157247","-22.949219",NA,NA
"52","2020-12-21 16:19:27-03","MBM","MBM","405148","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Morro Dois Irmãos, Irmão Maior, Trilha Vidigal - Cume do Irmão Maior","-43.242778","-22.991389",NA,NA,"Rupícola heliófita. frequente nos paredões rochosos inclinados. Folhas verdes acinzentadas. Inflorescência castanha passada. Altura 15 cm.; Afloramento rochoso durante a trilha",NA,"Mez","Baez, C.; Lima, T.; Floriano, J.; Silva, F.; Bonduki, V.; Lima, T.; Floriano, J.; Silva, F.; Bonduki, V.","300","2015","Southern America",NA,"MBM405148","MBM405148","11","20","491","491",NA,NA,NA,NA,"-43.242778","-22.991389",NA,NA
"53","2015-09-28 18:34:06-03","MNHN","RECOLNAT_MNHN_P","P00713165","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brésil",NA,NA,"Copacabana",NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713165' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Mez","Glaziou, A.",NA,"1884",NA,"hb","P00713165","P00713165_01","11","4",NA,NA,NA,NA,NA,NA,NA,NA,"syntype","15464"
"54","2015-10-28 12:45:52-02","MNHN","RECOLNAT_MNHN_P","P00713164","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","araujei","Tillandsia araujei",NA,"Brésil",NA,NA,"Rio de Janeiro : Sao Christovao, sur les rochers au bord de la mer",NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00713164' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Mez","Glaziou, A.",NA,"1885",NA,"hb","P00713164","P00713164_01","4","26",NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype","16457"
