"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","geoFlag","verbatimLongitude","verbatimLatitude","phylum","imagecode","continentOcean","class","order","fieldNumber","preparationType","individualCount","typeStatus","relatedCatalogItem"
"11","2020-11-04 10:55:26-03","ESALQ","ESA","142094","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus",NA,"Silva, S.E.","2015","12","08","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","322.0","2015","10","09","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina. Ao longo da estrada de acesso à Pedra da Macela.","-44.815278","-23.141111",NA,"1760","1760","Árvore, ca. 4 m alt., frutos imaturos verdes.","ESA142094",NA,"44°48'55W","23°08'28S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:07:27-03","ESALQ","ESA","71563","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Caruzo, M.B.R.",NA,NA,NA,"Ferretti, A.R. et al.","126.0","1996","12","17","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242","38855",NA,NA,NA,"ESA071563","auto",NA,NA,"Magnoliophyta","ESA071563",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 10:55:26-03","ESALQ","ESA","140650","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Souza, V.C.","2019","01","01","Gibau, A.; Gissi, D.S.; Orlandini, P.","285.0","2017","03","12","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela -","-44.7131004333496","-23.2178001403809","34470",NA,NA,"Árvore ca. 3m. Folhas velhas laranjas. Latescente. Fruto com indumento ocráceo.","ESA140650","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 10:55:26-03","ESALQ","ESA","140381","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Gibau, A.","2016","12","12","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","16.0","2016","12","12","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809","34470",NA,NA,"Árvores ca. 3m. Flores cremes, folhas velhas alaranjadas","ESA140381","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 10:55:26-03","ESALQ","ESA","141886","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat.","Silva-Filho, A.A.","2016","06","16","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2271.0","2015","11","28","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809","34470",NA,NA,"Árvore ca. 3m de alt. Frutos acastanhados.","ESA141886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 10:55:26-03","ESALQ","ESA","140411","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Souza, V.C.","2019","01","01","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","46.0","2016","12","12","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809","34470",NA,NA,"Árvore ca. 3m. Frutos verdes","ESA140411","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:07:27-03","ESALQ","ESA","71586","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Caruzo, M.B.R.",NA,NA,NA,"Ferretti, A.R. et al.","117.0","1996","12","17","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242","38855",NA,NA,NA,"ESA071586","auto",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:07:27-03","ESALQ","ESA","34274","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Caruzo, M.B.R.",NA,NA,NA,"Ferretti, A.R.; Vanini, A.; Nave, A.G.; Peneireiro, F.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.","117.0","1996","12","17","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242","38855",NA,NA,NA,"ESA034274","auto",NA,NA,"Magnoliophyta","ESA034274",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 10:55:26-03","ESALQ","ESA","141752","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat.","Silva-Filho, A.A.","2016","06","16","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2137.0","2015","11","27","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Campo de altitude, próximo a torre de transmissão.","-44.7131004333496","-23.2178001403809","34470",NA,NA,"Árvore ca. 3,5m de alt. Flores creme.","ESA141752","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 10:55:26-03","ESALQ","ESA","140384","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Souza, V.C.","2019","01","01","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","19.0","2016","12","12","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809","34470",NA,NA,"Árvore ca. 3m. Frutos verdes","ESA140384","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 10:55:26-03","ESALQ","ESA","141956","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat.","Silva-Filho, A.A.","2016","06","16","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2341.0","2015","11","29","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809","34470",NA,NA,"Arvoreta ca. 1,8m de alt. Botões imaturos verdes.","ESA141956","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-02-22 11:43:43-03","IPA","IPA","61764","S","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat.","Caruzo, M.B.R.","2015","02","25","Barnes, R.","s.n.","1995","06","30","Brasil","Rio de Janeiro","Teresópolis","BR.","-42.9655990600586","-22.4122009277344","38539",NA,NA,"Árvore ca. 1 m de altura. Esverdeadas.","IPA0061764","auto",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"23","2019-02-22 11:43:43-03","IPA","IPA","9672","S","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat.","Croizat","1941","11",NA,"Pickel, B.","5397","1941","02","27","Brasil","São Paulo","Campos do Jordão","S. Adelaide à beira da mata.","-45.5900001525879","-22.7299995422363","21048",NA,NA,NA,"IPA0009672","auto",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"24","2019-02-22 11:43:43-03","IPA","IPA","50568","S","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat.","Caruzo, M.B.R.","2015","02","25","Barreto, R.A.A.","206B","1980","11","21","Brasil","São Paulo","Campos do Jordão","Vegetação Floresta Nebular.","-45.5900001525879","-22.7299995422363","21048","1900","1900","Àrvore mais ou menos 12m, diâmetro do fuste 30cm,","IPA0050568","auto",NA,NA,"Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:28:59-03","IAP","PACA-AGP","27874","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Caruzo, M. B. R.","2019","04","11","E. Friderichs SJ",NA,"1944","01",NA,"Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","21048",NA,NA,"Habitat: in silva Fenofase: flor","PACA027874","auto",NA,NA,"Magnoliophyta",NA,NA,"Magnoliatae","Euphorbiales",NA,NA,NA,NA,NA
"26","2020-12-20 21:16:58-03","UFV","VIC","47651","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat",NA,NA,NA,NA,"Riina, R.; et al.","s.n.","2006","02","07","Brasil","Rio de Janeiro","Itatiaia","Estrada Eng passos, Parque Estadual do Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,NA,"Árvore de 8 m, látex branco em peciolos, laranja no tronco, folias discolores, de odor desagradavel, ramos reducidos no desenvolvidos nos nós jovens, séplas e ovários verdess, estigmas castanhos, flores masculinas branco esverdeadas, c","VIC047651","auto",NA,NA,NA,"VIC047651",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-20 21:16:58-03","UFV","VIC","47650","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat",NA,NA,NA,NA,"Riina, R.; Caruzo, M.B.R.","s.n.","2006","02","07","Brasil","Rio de Janeiro","Itatiaia","Parque Estadual do Itatiaia","-44.5633010864258","-22.4960994720459","19648",NA,NA,"Arvoreta de 3 a 6 m, látex branco em peciolos,laranja no tronco, folias discolores, de odor agradavel,ramos reduzidos no desenvolvidos nos nós jovens, séplas e ovários/frutos verdes, estigmas catanhos,pétlas reduzidas, freguente.","VIC047650","auto",NA,NA,NA,"VIC047650 VIC047650_2",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-20 21:16:58-03","UFV","VIC","47653","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat",NA,NA,NA,NA,"Riina, R.; Caruzo, M.B.R.","s.n.","2006","02","07","Brasil","São Paulo","Campos do Jordão","Rua dr. Jose Mestres, Em diração ao Horto florestal em frente a casa 953, lado direito da estrada, floresta ombrofila montana,secundária.","-45.5900001525879","-22.7299995422363","21048",NA,NA,"Árvore de 10 m , látex avermelhado, folias velhas vermelhas, cálice das fls fem verdes, ovários e frutos verdes, fls masc branco- esverdeadas. muito comum na floresta montana secundária e nos arredores da cidade.","VIC047653","auto",NA,NA,NA,"VIC047653",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:35:34-03","UFJF","CESJ","64126","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","R.F. Santos","2016","10",NA,"J.H.C. Ribeiro; L.D. Santana; V.A.O. Dittrich; A.A. Vale","279","2014","05","11","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio, Pico do Papagaio.","-44.603099822998","-21.9755992889404","27460",NA,NA,"Arvoreta, 4m, no afloramento rochoso. Flores amarelas, botões florais verdes, frutos marrons.","CESJ064126","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:35:34-03","UFJF","CESJ","61670","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","R.F. Santos","2016","10",NA,"D.S. Santiago; M.A. Manhães","429","2013","01","26","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária, localizada a 1.800 - 2.000 m de altitude.","-44.8899993896484","-21.9589004516602","29865",NA,NA,"Árvore, ca. 6 m. Botão castanho e flor creme.","CESJ061670","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:35:34-03","UFJF","CESJ","61115","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","R.F. Santos","2016","10",NA,"D.S. Santiago; L. Menini Neto; S.G. Furtado","368","2012","12","08","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária, localizada a 1.800 - 2.000 metros de altitude.","-44.8899993896484","-21.9589004516602","29865",NA,NA,"Árvore, ca. 3 m, flores e botões esverdeados, fruto verde com tricomas ferrugíneos.","CESJ061115","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:35:34-03","UFJF","CESJ","64213","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","R.F. Santos","2016","10",NA,"J.H.C. Ribeiro; L.D. Santana","366","2014","05","12","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Chapadão.","-44.8899993896484","-21.9589004516602","29865",NA,NA,"Arvoreta no campo de altitude e nas bordas dos capões. Flores amarelo-esverdeadas, frutos imaturos verdes. Folhas velhas alaranjadas.","CESJ064213","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:35:34-03","UFJF","CESJ","63379","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","R.F. Santos","2016","10",NA,"L. Menini Neto; S.G. Furtado","1131","2013","02","10","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Transição entre a Floresta Ombrófila Densa e o Campo de altitude, entre 1800 e 2000 m.s.m.","-44.8899993896484","-21.9589004516602","29865","1800","2000","Árvore, ca. 2m alt., na borda da Floresta Ombrófila Densa e o Campo de Altitude. Folhas discolores, flores verdes.","CESJ063379","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:35:34-03","UFJF","CESJ","43824","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","M.B.R.Caruzo","2004","03",NA,"A.Ferretti; et.al.","117","1996","12","17","Brasil","São Paulo","Cunha","Serra do Mar, Tilha da marcela; Floresta Ombrófila Densa Montana, floresta de altitude.","-44.9599990844727","-23.0699996948242","38855",NA,NA,"Árvore de 5m; 1620m de altitude.","CESJ043824","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:35:34-03","UFJF","CESJ","56610","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","R.F. Santos","2016","10",NA,"L. Menini Neto; F.R.G. Salimena; V.A.O. Dittrich; F.S. Souza; L.C.Pereira; R.Macedo; P.H. Nobre","825","2010","07","25","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, 22º 07.779S, 44º 44.248W. 2014 m.s.m.","-44.740222","-22.138306",NA,"2014","2014","Arvoreta, ca. 4m alt., no campo de altitude na transição com a floresta nebular, com látex avermelhado. Folhas discolores, inflorescência verde-clara.","CESJ056610",NA,"-44.740222","-22.138306","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:35:34-03","UFJF","CESJ","56829","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","R.F. Santos","2016","10",NA,"L. Menini Neto; F.R.G. Salimena; P.H. Nobre","890","2010","09","24","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio, Trilha para o Retiro dos Pedros. UTM (23K), 0531999, 7562896. 1856 m.s.m.","-44.603099822998","-21.9755992889404","27460",NA,NA,"Arbusto, ca. 1m alt., frequente no campo. Folhas discolores, passando a avermelhadas, flores alvas.","CESJ056829","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:35:34-03","UFJF","CESJ","60275","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","R.F. Santos","2016","10",NA,"D.S. Santiago; J. H. Campos","114","2012","08","17","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio","-44.8899993896484","-21.9589004516602","29865",NA,NA,"Árvore, ca 2 m, flores amarelas, frutos verdes, cheiro forte no caule, látex opaco. No interior da Mata de Araucária (Cambuí).","CESJ060275","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:35:34-03","UFJF","CESJ","62528","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","R.F. Santos","2016","10",NA,"D.S. Santiago","505","2013","03","30","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Interior da Mata de Araucária localizada a 1.800 - 2.000 m de altitude.","-44.8899993896484","-21.9589004516602","29865",NA,NA,"Arvoreta, ca. 1,5 m, inflorescência esverdeada.","CESJ062528","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"39","2020-10-15 19:26:19-03","UFJF","CESJ","53714","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","R.F. Santos","2016","10",NA,"D. Monteiro; et al.","CESJ441","2008","12","04","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Brejo da Lapa.","-44.5633010864258","-22.4960994720459","19648",NA,NA,"Coletado durante a disciplina Taxonomia de Campo.","CESJ053714","auto",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:29:31-03","UNICAMP","UEC","138076","S","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Pereira, APN","2018","08",NA,"Meireles, LD; Shepherd, GJ; Belinello, R","1468","2004","02","19","Brazil","Minas Gerais","Itamonte","Serra Fina - Hotel Alpina","-44.816944","-22.374167",NA,"2000","2000","Arvoreta, cc.3m, borda da mata.","UEC028945",NA,"-44.816944","-22.374167","Magnoliopsida","UEC028945",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-20 10:11:13-03","UNICAMP","UEC","149245","S","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Caruzo, MBR","2012","08",NA,"Kinoshita, LS; Milward-de-Azevedo, MA; Eller, CB; Sarquis, JA; Rodrigues, MC; Sampaio, NMV","09-76","2009","05","14","Brazil","Minas Gerais","Extrema","Serra do Lopo, Trilha Pedra das Flores","-46.331389","-22.892778",NA,NA,NA,"Arbusto, folha áspera, sem látex, inflorescência marrom","UEC083504",NA,"-46.331389","-22.892778","Magnoliopsida","UEC083504",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:29:31-03","UNICAMP","UEC","155094","S","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat",NA,"2012","08",NA,"Kinoshita, LS; Torres, PC; Urbanetz, C; Galvão, C","05/08","2005","05",NA,"Brazil","Minas Gerais","Extrema","Serra do Lopo, Coletado na trilha para a Pedra das Flores.","-46","-22.9",NA,"1660","1660","Flores com pétalas, sépalas e estames amarelados. Fruto amarelo-esverdeado.","UEC070553",NA,"-46","-22.9","Magnoliopsida","UEC070553",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:11:13-03","UNICAMP","UEC",NA,"S","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Caruzo, MBR","2012","08",NA,"Kinoshita, LS; Milward-de-Azevedo, MA; Eller, CB; Sarquis, JA; Rodrigues, MC; Sampaio, NMV","09-76","2009","05","14","Brazil","Minas Gerais","Extrema","Serra do Lopo, Trilha Pedra das Flores","-46.331389","-22.892778",NA,NA,NA,"Arbusto, folha áspera, sem látex, inflorescência marrom","UEC083503",NA,"-46.331389","-22.892778","Magnoliopsida","UEC083503",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:29:31-03","UNICAMP","UEC","182324","S","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Santos, RF","2015","09",NA,"Torres, RB; et al.","1095","2000","02","28","Brazil","Minas Gerais","Camanducaia",NA,"-46.1446990966797","-22.7553005218506","22140",NA,NA,"Arvore ca. 14m alt, frutos amadurecendo ferrugineos; Mata montana, claeira prox. ao corrego","UEC082093","auto",NA,NA,"Magnoliopsida","UEC082093",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-20 10:11:13-03","UNICAMP","UEC","120250","S","Plantae","Euphorbiaceae","Croton","alchorneicarpus","Croton alchorneicarpus","Croizat","Santos, RF","2016","02",NA,"Meireles, LD","335","2001","06","28","Brazil","Minas Gerais","Camanducaia","Monte Verde, Afloramento da Pedra do Selado","-46.1446990966797","-22.7553005218506","22140",NA,NA,"Árvore, 7m, flores verde-claro.","UEC038777","auto",NA,NA,"Magnoliopsida","UEC038777",NA,NA,NA,NA,NA,NA,NA,NA
