"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","locality","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"308","2020-12-20 21:18:18-03","UFV","VIC","8252","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Moura, L.S. de; Vieira, M.F.","1983","05","14","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC008252",NA,"s.n.",NA,NA,NA,"Erva de flores amarelas e extremidades de pétalas vinosas, estames amarelos","Lavras Novas",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"309","2020-12-20 21:18:18-03","UFV","VIC","033044","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Rolim, T.P.; et al.","2010","03","25","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033044","VIC033044","330",NA,NA,NA,"Campo rupestre, arbusto de ca de0,5 m, corola bicolor, ápice pétaslas vermelho e base amarela, estames amarelos.","PEI, Cabloco (CQR).",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"310","2020-12-20 21:18:18-03","UFV","VIC","033053","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Rolim, T.P.; et al.","2010","03","23","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033053","VIC033053","301",NA,NA,NA,"Campo rupstre, erva de 0,3 m, corola bicolor, ápice pétalas vermelho e base amarela, estames amarelos.","PEI, Estrada para cabloco(CFR).",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"311","2020-12-20 21:18:18-03","UFV","VIC","033050","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Rolim, T.P.; et al.","2010","01","26","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033050","VIC033050","263",NA,NA,NA,"Campo rupstre, erva de 0,3 m, corola bicolor, ápice pétalas vermelho e base amarela, estames amarelos.","PEI, Morro do cachorro e descida para calais.",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"312","2020-12-20 21:18:18-03","UFV","VIC","033045","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Rolim, T.P.; et al.","2009","11","05","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033045","VIC033045","230",NA,NA,NA,"Campo rupestre, subarbusto de ca de 0,35 m, corola bicolor, ápice pétalas vermelho e base amarela, estames amarelos.","PEI, Proximidades da base do Itacolomi(CGA)",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"313","2020-12-20 21:18:18-03","UFV","VIC","033052","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Rolim, T.P.; et al.","2010","02","25","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033052","VIC033052","284",NA,NA,NA,"Campo rupstre, erva de 0,3m, corola bicolor, ápice pétalas vermelho e base amarela, estames amarelos.","PEI, Serrinha.",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"314","2020-12-20 21:18:18-03","UFV","VIC","033047","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Rolim, T.P.; et al.","2009","09","17","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033047","VIC033047","141",NA,NA,NA,"Campo rupestre,erva de ca de 0,25 m, corola bicolor, ápice pétalas vermelho e base amarelada, estames amarelos, prostada.","PEI, Serrinha.(ESQ1).",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-12-20 21:18:18-03","UFV","VIC","033046","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Rolim, T.P.; et al.","2009","09","17","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033046","VIC033046","142",NA,NA,NA,"Campo rupestre, erva de ca de 0,4 m, corola bicolor, ápice pétalas vermelho e base amarela, estames amarelos, prostrada.","PEI, Serrinha(ESQ1)",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-12-20 21:18:18-03","UFV","VIC","033043","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Rolim, T.P.; et al.","2010","03","24","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033043","VIC033043","314",NA,NA,NA,"Campo rupestre, erva ca de 0,37 , corola bicolor, ápice pétalas vermelho e base amarela,estames amarelos.","PEI, Sertão (CQR)",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-12-20 21:18:18-03","UFV","VIC","033049","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Rolim, T.P.; et al.","2009","12","09","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033049","VIC033049","251",NA,NA,NA,"Campo rupestre, erva de 0,58 m, corola bicolor, ápice pétalas vermelho e base amarela, estames amarelos, prostrada.","PEI, Trilha do Calais(ESQ1)",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"318","2020-12-20 21:18:18-03","UFV","VIC","033051","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Rolim, T.P.; et al.","2010","02","23","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033051","VIC033051","275",NA,NA,NA,"Campo rupstre, erva de 0,55m, corola bicolor, ápice pétalas vermelho e base amarela, estames amarelos.","PEI, Trilha sentido para lagoa seca.",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-12-20 21:18:18-03","UFV","VIC","033048","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Rolim, T.P.; et al.","2009","10","08","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033048","VIC033048","202",NA,NA,NA,"Campo rupestre, subarbusto de ca de 0,3 m, corola bicolor, ápice pétalas vermelho e base amarela, estames amarelos.","PEI, Trlha para Pico do Itacolomi.",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"320","2020-12-20 21:18:18-03","UFV","VIC","29629","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Neri, A.V.","2005","05","05","Brasil","Minas Gerais","Paracatu","-46.874698638916","-17.2222003936768",NA,NA,NA,NA,"VIC029629",NA,"s.n.",NA,NA,NA,"planta de porte herbáceo de ca 40 cm, coletada em ambiente de regeneração após garimpo","Rio Paracatu Mineração - Grota dos Macacos",NA,NA,NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"321","2020-12-20 21:18:18-03","UFV","VIC","17225","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"Silva, A.F. da; et al.","1990","06","16","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"VIC017225",NA,"1633",NA,NA,NA,"Planta de até 0,3 m, flores de pétalas amarelas e ápice vermelho, estames amarelos","área da Itaminas",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"322","2019-11-21 14:39:22-03","UFJF","CESJ","38515","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A.M. Oliveira","A.M. Oliveira; J.R. Stehmann","2002","01","31","Brasil","Minas Gerais","Barão de Cocais","-43.4872016906738","-19.94580078125",NA,NA,NA,NA,"CESJ038515",NA,"2","América do Sul",NA,NA,"Subarbusto, em canga couraçada; flores com pétalas de base amarela e ápice vermelho, anteras amarelas.","Picha do cavalo,Mina Burucutu, Picha do cavalo, Mina Brucutu / CVRD 19 53' 08 S, 43 26' 10,9 W.","Angiosperma",NA,NA,NA,"21378","auto","2002","01",NA,"31",NA,NA,NA,NA
"323","2020-11-19 19:00:17-03","UFJF","CESJ","15500","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","L. Roth","1956","07","25","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"CESJ015500",NA,"CESJ15500","América do Sul",NA,NA,"No cerrado, sobre canga.","Serra do Curral, Água Limpa - BR 3.Km 33","Angiosperma",NA,NA,NA,"17082","auto","1998",NA,NA,NA,NA,NA,NA,NA
"324","2019-11-21 14:39:22-03","UFJF","CESJ","9086","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","L. Krieger","1970","09","05","Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,"CESJ009086",NA,"CESJ9086","América do Sul",NA,NA,"No campo, erva de 50cm. Flores amarelo vivo.",NA,"Angiosperma",NA,NA,NA,"20620","auto","1998",NA,NA,NA,NA,NA,NA,NA
"325","2019-11-21 14:39:22-03","UFJF","CESJ","33708","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","B. Chiavegatto","F.S. Araújo; V.R. Scalon","2001","07","28","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ033708",NA,"144","América do Sul",NA,NA,"Subarbusto com ca. de 30cm, folhas reduzidas, cálice verde e corola amarela. Coletada em área de campo limpo de cerrado.","arredores do Parque Estadual de Ibitipoca, Próximo a estrada para o distrito de Moreiras.","Angiosperma",NA,NA,NA,"30417","auto","2001","08",NA,NA,NA,NA,NA,NA
"326","2019-11-21 14:39:22-03","UFJF","CESJ","21500","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","F.R.G. Salimena; M.C. Brügger; F.M.Meireles; R.D.V.Braga","1987","07","11","Brasil","Minas Gerais","Olaria","-43.937198638916","-21.8607997894287",NA,NA,NA,NA,"CESJ021500",NA,"s.n.","América do Sul",NA,NA,"Erva ca 60cm alt. no campo entre gramíneas a 1100m de altitude. Flores amarelas anteras maduras cor laranja.","São Domingos da Bocaina","Angiosperma",NA,NA,NA,"15222","auto","1998",NA,NA,NA,NA,NA,NA,NA
"327","2019-11-21 14:39:22-03","UFJF","CESJ","64363","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","L.L. Justino","L.L. Justino; F.R.G. Salimena; P.H. Nobre","2014","06","07","Brasil","Minas Gerais","Olaria","-43.937198638916","-21.8607997894287",NA,NA,NA,NA,"CESJ064363",NA,"49","América do Sul",NA,NA,"Erva ca. de 20 cm em solo quartzítico no arbustal latifoliado (Candeial). Área com presença de gramíneas invasoras (barba de bode). Flores com pétalas bicolores, metade amarela, metade vermelha. Estames amarelos. Frutos maduros e imaturos presentes.","Síto do Degredo","Angiosperma",NA,NA,NA,"15222","auto","2014","06",NA,"07",NA,NA,NA,NA
"328","2019-11-21 14:39:22-03","UFJF","CESJ","61631","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","L.L. Justino","D.S. Santiago; S.G. Furtado; L. Menini Neto","2013","01","24","Brasil","MInas Gerais","Baependi","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"CESJ061631",NA,"390","América do Sul",NA,NA,"Erva, ca. 15 cm. Pétalas metade vermelha e metade amarela. Estames amarelos.","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária, próximo a casa do pesquisador.","Angiosperma",NA,NA,NA,"29865","auto","2013","04",NA,NA,NA,NA,NA,NA
"329","2019-11-21 14:39:22-03","UFJF","CESJ","10212","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","L. Krieger; U.C. Câmara","1971","02","19","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"CESJ010212",NA,"CESJ10212","América do Sul",NA,NA,"No cerrado, pétalas alaranjadas.","Serra do Cipó","Angiosperma",NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"330","2019-11-21 14:39:22-03","UFJF","CESJ","24379","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","L. Krieger; M.C. Brügger; Orlando","1988","10","10","Brasil","Minas Gerais","Bom Jardim",NA,NA,NA,NA,NA,NA,"CESJ024379",NA,"CESJ24379","América do Sul",NA,NA,"No campo alto, arenoso, flores amarelas.",NA,"Angiosperma",NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"331","2019-11-21 14:39:22-03","UFJF","CESJ","28920","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"L.G.Rodela","1996","02","08","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"CESJ028920",NA,"s.n.","América do Sul",NA,NA,"Flor amarela com as pontas vermelhas, pequena, 6 pétalas.","Campo altimontano, ap. 1650m. altitude, próx. Morro da Cruz.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2019-11-21 14:39:22-03","UFJF","CESJ","37678","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"F.M. Ferreira","2002","02","27","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"CESJ037678",NA,"139","América do Sul",NA,NA,"Arbusto ca. 50cm, em campo rupestre. Flores amarelas.","Estrada Serro à Diamantina","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2019-11-21 14:39:22-03","UFJF","CESJ","37706","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"F.M. Ferreira","2002","02","27","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"CESJ037706",NA,"158","América do Sul",NA,NA,"Arbusto ca. 60cm, em campo rupestre. Flores vermelhas e amarelas.","Estrada Serro à Diamantina","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2019-11-21 14:39:22-03","UFJF","CESJ","60810","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","B. Chiavegatto","R.Ottoni-Silva; L. Menini Neto; F.E. Alves; T.W.L. Fernandes; F.S. Souza","2011","06","23","Brasil","Minas Gerais","Olaria","-44.085","-21.885833","-44.085","-21.885833","1400","1400","CESJ060810",NA,"1","América do Sul",NA,NA,"Arbusto, ca. 30cm alt., no campo rupestre. Folhas discolores, base das pétalas amarela, ápice laranja avermelhado, anteras amarelas.","Serra do Cruz, Campo rupestre.","Angiosperma",NA,NA,NA,NA,NA,"2011","06",NA,NA,NA,NA,NA,NA
"335","2019-11-21 14:39:22-03","UFJF","CESJ","67205","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","J.G.F. Mendonça","J.G.F. Mendonça; F.G. Gonzaga; E.C.A. Cruz","2015","02","21","Brasil","MInas Gerais","Baependi","-44.726883","-22.138131","-44.726883","-22.138131","1670","1670","CESJ067205",NA,"174","América do Sul",NA,NA,"Erva, 40cm. Campo de Altitude. Folhas levemente discolores; pétalas laranja no entorno e amarela no centro; estames amarelos.","Parque Estadual da Serra do Papagaio, Próximo à sede do PESP","Angiosperma",NA,NA,NA,NA,NA,"2016","02",NA,"04",NA,NA,NA,NA
"336","2019-11-21 14:39:22-03","UFJF","CESJ","8826","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","L. Krieger","1970","07","13","Brasil","Minas Gerais","Santana de Pirapora",NA,NA,NA,NA,NA,NA,"CESJ008826",NA,"CESJ8826","América do Sul",NA,NA,"Subarbusto, flores amarelas, pistilos avermelhados quando velhos, no campo seco.",NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2019-11-21 14:39:22-03","UFJF","CESJ","57715","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A.K.A.Santos","V.A.O. Dittrich; T.C. Novais","2010","04","25","Brasil","Bahia","Jacaraci","-42.4333000183105","-14.8496999740601",NA,NA,NA,NA,"CESJ057715",NA,"1670","América do Sul",NA,NA,"Erva ca. 0,5m alt., em campo rupestre. Corola amarela e alaranjada.","Morro do Chapéu, Altit. aprox.: 1200m. Coord. geogr. aprox.: 14º53'06 S, 42º31'12 W.","Angiosperma",NA,NA,NA,"45644","auto","2011","04",NA,NA,NA,NA,NA,NA
"338","2019-11-21 14:39:22-03","UFJF","CESJ","1536","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","L. Roth","1956","06","04","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"CESJ001536",NA,"s.n.","América do Sul",NA,NA,"Erva do cerrado, 10-50cm, flores amarelas.","Pampulha","Angiosperma",NA,NA,NA,"17082","auto","1998",NA,NA,NA,NA,NA,NA,NA
"339","2020-11-19 19:00:17-03","UFJF","CESJ","2244","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"L. Roth","1954",NA,NA,"Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"CESJ002244",NA,"CESJ2244","América do Sul",NA,NA,"Erva, do campo seco, flores de um lindo amarelo, cruzado com vermelho vinho.","Serra do Curral","Angiosperma",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-11-21 14:39:22-03","UFJF","CESJ","26289","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","M.C. Brügger; et al.","1991","04","13","Brasil","Minas Gerais","Bom Jardim de Minas","-44.1911010742188","-21.9472007751465",NA,NA,NA,NA,"CESJ026289",NA,"s.n.","América do Sul",NA,NA,NA,NA,"Angiosperma",NA,NA,NA,"20996","auto","1998",NA,NA,NA,NA,NA,NA,NA
"341","2019-11-21 14:39:22-03","UFJF","CESJ","8202","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","L. Krieger","1970","04",NA,"Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,"CESJ008202",NA,"CESJ8202","América do Sul",NA,NA,"No campo (morro). Flores amarelas no centro e alaranjadas nas bordas.",NA,"Angiosperma",NA,NA,NA,"20620","auto","1998",NA,NA,NA,NA,NA,NA,NA
"342","2019-11-21 14:39:22-03","UFJF","CESJ","8247","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","L. Krieger","1970","03",NA,"Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,"CESJ008247",NA,"CESJ8247","América do Sul",NA,NA,"No brejo, flores alaranjadas.","Faz da Pedra","Angiosperma",NA,NA,NA,"20620","auto","1998",NA,NA,NA,NA,NA,NA,NA
"343","2019-11-21 14:39:22-03","UFJF","CESJ","14570","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","L. Krieger","1977","01","30","Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,"CESJ014570",NA,"CESJ14570","América do Sul",NA,NA,"No campo, lugares úmidos. Subarbustinho, flores amarelas, ponta das pétalas vermelhas.","Pedra Branca","Angiosperma",NA,NA,NA,"20620","auto","1998",NA,NA,NA,NA,NA,NA,NA
"344","2019-11-21 14:39:22-03","UFJF","CESJ","33652","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","B. Chiavegatto","F.S. Araújo; L.C.S. Assis","2001","06","26","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ033652",NA,"87","América do Sul",NA,NA,"Erva com o caule marrom claro, flores amarelas vistosas, folhas reduzidas e frutos capsulares. Pouco comum na área que é uma transição de campo rupestre para o cerrado.","arredores do Parque Estadual de Ibitipoca, Estrada para o distrito de Moreiras, setor oeste.","Angiosperma",NA,NA,NA,"30417","auto","2001","08",NA,NA,NA,NA,NA,NA
"345","2020-06-30 18:32:26-03","UFJF","CESJ","36642","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","B. Chiavegatto","B. Chiavegatto; S.V.Santos Jr.","2002","03","24","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ036642",NA,"59","América do Sul",NA,NA,"Arbusto 40cm, campo rupestre arbustivo, próximo ao camping. Flores amarelas e vermelhas, estames amarelos, frutos maduros e imaturos cápsula.","Parque Estadual do Ibitipoca","Angiosperma",NA,NA,NA,"30417","auto","2005","05",NA,"09",NA,NA,NA,NA
"346","2020-06-30 18:32:26-03","UFJF","CESJ","36633","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","B. Chiavegatto","B. Chiavegatto; S.V.Santos Jr.","2002","03","23","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ036633",NA,"49","América do Sul",NA,NA,"Arbusto 40cm, campo rupestre, trilha para Ponte de Pedra. Flores amarelas e vermelhas com anteras amarelas.","Parque Estadual do Ibitipoca","Angiosperma",NA,NA,NA,"30417","auto","2005","05",NA,"09",NA,NA,NA,NA
"347","2020-06-30 18:32:26-03","UFJF","CESJ","36186","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"B. Chiavegatto; S.V.Santos Jr.","2002","02","03","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ036186",NA,"45","América do Sul",NA,NA,"Herbácea, ca 25cm, ao lado das casas de Pesquisa, no campo rupestre. Flores amarelas, com extremidade da pétala vermelha, folhas discolores com a face abaxial vinácea, anteras amarelas.","Parque Estadual do Ibitipoca","Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"348","2020-06-30 18:32:26-03","UFJF","CESJ","35298","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"B. Chiavegatto; V.R. Scalon; F.R.G. Salimena; P.H. Nobre","2001",NA,NA,"Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ035298",NA,"13","América do Sul",NA,NA,"Subarbusto prostado, 6cm. Subida para o Cruzeiro, sobre rocha. Flores com pétalas amarelas no centro e alaranjadas no ápice, estames amarelos, cálice esverdeado.","Parque Estadual do Ibitipoca","Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"349","2020-06-30 18:32:26-03","UFJF","CESJ","25743","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","M. Eiterer","M. Eiterer; G.S. Freitas","1992","02","22","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ025743",NA,"30","América do Sul",NA,NA,"Sobre a Ponte de Pedra, corola vermelha, internamente amarela, herbácea, local arenoso ensolarado.","Parque Estadual do Ibitipoca","Angiosperma",NA,NA,NA,"30417","auto","1992","03",NA,"19",NA,NA,NA,NA
"350","2020-06-30 18:32:26-03","UFJF","CESJ","37581","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A.S.M. Valente","A.S.M. Valente; F.S. Araújo","2002","03","24","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ037581",NA,"170","América do Sul",NA,NA,"Erva no campo rupestre. Androceu e gineceu amarelo, pétalas vermelhas com unha amarela.","Parque Estadual do Ibitipoca, Extremidade norte.","Angiosperma",NA,NA,NA,"30417","auto","2002","06",NA,NA,NA,NA,NA,NA
"351","2019-11-21 14:39:22-03","UFJF","CESJ","14944","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","J.A. Silva","1977","03","12","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ014944",NA,"s.n.","América do Sul",NA,NA,NA,"Serra de Ibitipoca","Angiosperma",NA,NA,NA,"30417","auto","1987","03",NA,"05",NA,NA,NA,NA
"352","2019-11-21 14:39:22-03","UFJF","CESJ","8567","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","S.A.C. Chiea","L. Krieger","1970","05","12","Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ008567",NA,"CESJ8567","América do Sul",NA,NA,"No campo, flores amarelas.","Serra de Ibitipoca","Angiosperma",NA,NA,NA,"30417","auto","1987","03",NA,"05",NA,NA,NA,NA
