"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","eventTime","fieldNumber","individualCount"
"42","2021-03-01 16:36:56-03","UNICAMP","UEC","141900","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Sobral, M",NA,"Matsumoto, K; Gonçalves, APS","818","2002","10","15",NA,"Brazil","Espírito Santo","Reserva CVRD, Aceiro com Aracruz.","-39.950528","-20.183333",NA,"Arvoreta ca 7 m, tronco liso, manchado de cinza-claro e marrom.","UEC012947","UEC012947","Linhares","2006","02","-39.950528","-20.183333","35","35",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:36:56-03","UNICAMP","UEC","118416","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Folli, DA","1399","1991","08","29",NA,"Brazil","Espírito Santo","Reserva Natural da CVDR, Localizada no nativo da estrada Parajú, 700m antes do final d","-40.0722007751465","-19.3910999298096",NA,"Forma de vida: Terrestre.&nf;Porte: Arbóreo.&nf;Forma do fuste: Cilídrico&nf;Altura total: 6 m.&nf;Altura do fuste: 2 m.&nf;Superfície da casca: Lisa.&nf;CAP do fuste: 32 cm&nf;Cor do botão: Verde claro.&nf;Diâmetro da Copa: 3 m.&nf;Cor da flor: Branco","UEC012933","UEC012933","Linhares",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"44","2020-12-04 13:19:31-03","UDESC","LUSC","8001","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Flores, T.B.; Folli, D.","207","2009","08","26",NA,"Brasil","Espírito Santo","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"LUSC001433","LUSC001433","Linhares",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:03:37-03","FURB","FURB","2925","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Sobral, M",NA,"Mattos Silva, L.A.; et al.",NA,"1979","09","27",NA,"Brasil","Santa Catarina",NA,"-53.5755996704102","-26.8414001464844",NA,"Mata perturbada por extratores de lenha. Habitat: região de mata higrófila sul baiana, em solo sítio e argiloso Habito: arbórea; flor branca","FURB02588","FURB02588","Belmonte","1998",NA,NA,NA,NA,NA,"12275","auto",NA,NA,NA,NA,NA,NA
"46","2014-10-14 15:57:01-03","BS","M","M-0146829","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,"NOTATYPE","Riedel, L.",NA,"1822","08","31",NA,"Brasil",NA,"Brasilia: Castel Novo.",NA,NA,NA,NA,"M0146829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"21:00",NA,NA
"47","2020-04-27 16:10:45-03","UFES","VIES","11879","S","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C. Souza",NA,"Giaretta, A.O.","1360","2012","10","24",NA,"Brasil","Espírito Santo",NA,"-39.7322006225586","-18.5932998657227",NA,NA,"VIES011879","VIES011879","Conceição da Barra","2019","09",NA,NA,NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"48","2020-04-27 16:10:45-03","UFES","VIES","26922","S","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C. Souza",NA,"Giaretta, A.O.; Souza, M.C.","1026","2011","09","05",NA,"Brasil","Espírito Santo","Lajinha.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES026922","VIES026922","Conceição da Barra","2019","09",NA,NA,NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"49","2020-04-27 16:10:45-03","UFES","VIES","26906","S","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C. Souza",NA,"Giaretta, A.O.; Souza, M.C. & Arantes, P.","1035","2011","09","07",NA,"Brasil","Espírito Santo","Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES026906","VIES026906","Conceição da Barra","2019","09",NA,NA,NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"50","2020-04-27 16:10:45-03","UFES","VIES","26921","S","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C. Souza",NA,"Giaretta, A.O.; Menezes, L.F.T.; Souza, M.C. & Ribeiro, M.","991","2011","09","03",NA,"Brasil","Espírito Santo","Degredo.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES026921","VIES026921","Linhares","2019","09",NA,NA,NA,NA,"48094","auto",NA,NA,"06",NA,NA,NA
"51","2020-04-27 16:10:45-03","UFES","VIES","11894","S","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C. Souza",NA,"Giaretta, A.O.","1330","2012","10","16",NA,"Brasil","Espírito Santo","APA de Conceição da Barra.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES011894","VIES011894","Conceição da Barra","2019","09",NA,NA,NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"52","2020-04-27 16:10:45-03","UFES","VIES","29447","S","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C. Souza",NA,"Giaretta, A.O.","1226","2012","02","02",NA,"Brasil","Espírito Santo","Guriri.","-39.8588981628418","-18.716100692749",NA,NA,"VIES029447",NA,"São Mateus","2019","09",NA,NA,NA,NA,"56510","auto",NA,NA,"06",NA,NA,NA
"53","2019-12-06 19:30:01-03","UFES","VIES","23388","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"A. Giaretta; L.F.T. Menezes, M.C. Souza & M. Ribeiro","991","2011","09","03",NA,"Brasil","Espírito Santo","Degredo. Floresta de restinga seca sobre cordões arenosos coalescentes. Degredo.","-39.741667","-19.433333",NA,NA,"VIES023388","VIES023388","Linhares",NA,NA,"39º44'30''W","19º26'0''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-12-06 19:30:01-03","UFES","VIES","25838","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Assis, A.M.; Freitas, J.","3436","2012","09","30",NA,"Brasil","Espírito Santo","APA de Conceição da Barra - Quadrado.","-39.783056","-18.663333",NA,NA,"VIES025838","VIES025838","Conceição da Barra",NA,NA,"39º46'59''W","18º39'48''S","20","20",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-06-27 10:25:57-03","UFES","VIES","7464","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Pereira, O.J.","4835","1993","08","12",NA,"Brasil","Espírito Santo",NA,"-39.7322006225586","-18.5932998657227",NA,NA,"VIES007464","VIES007464","Conceição da Barra",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"56","2019-06-27 10:25:57-03","UFES","VIES","7460","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Pereira, O.J.; Gomes, J.M.L.","4826","1993","07","29",NA,"Brasil","Espírito Santo",NA,"-39.7322006225586","-18.5932998657227",NA,NA,"VIES007460","VIES007460","Conceição da Barra",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"57","2020-04-27 16:10:50-03","UFES","VIES","7276","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Giaretta, A.O.",NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","3829","1992","09","09",NA,"Brasil","Espírito Santo",NA,"-39.7322006225586","-18.5932998657227",NA,NA,"VIES007276","VIES007276","Conceição da Barra","2012","06",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"58","2019-06-27 10:25:57-03","UFES","VIES","14144","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Aquino, L.H.M. de","5212","1993","12","14",NA,"Brasil","Espírito Santo",NA,"-39.7322006225586","-18.5932998657227",NA,NA,"VIES014144","VIES014144","Conceição da Barra",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"59","2019-06-27 10:25:57-03","UFES","VIES","14123","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Pereira, O.J.; Gomes, J.M.L. & Weiler Júnior, I.","5138","1993","10","28",NA,"Brasil","Espírito Santo",NA,"-39.7322006225586","-18.5932998657227",NA,NA,"VIES014123","VIES014123","Conceição da Barra",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"60","2020-04-27 16:10:50-03","UFES","VIES","31410","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Souza, M.C.",NA,"Dias, H.M.; Santos, J.A.; Machado, U.N.; Serafim, J.A.S. & Jesus, J.B.G.","297","2007","10","09",NA,"Brasil","Bahia",NA,"-39.2658004760742","-17.7318992614746",NA,NA,"VIES031410","VIES031410","Caravelas","2011","07",NA,NA,NA,NA,"106553","auto",NA,NA,"18",NA,NA,NA
"61","2020-04-27 16:10:50-03","UFES","VIES","7272","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","M.C. Souza",NA,"Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","3837","1992","09","09",NA,"Brasil","Espírito Santo",NA,"-39.7322006225586","-18.5932998657227",NA,NA,"VIES007272","VIES007272","Conceição da Barra","2006","06",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"62","2019-06-27 10:25:57-03","UFES","VIES","7108","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Sobral, M.",NA,"Pereira, O.J.; Gomes, J.M.L.","4721","1993","08","23",NA,"Brasil","Espírito Santo",NA,"-39.7322006225586","-18.5932998657227",NA,NA,"VIES007108","VIES007108","Conceição da Barra","1995",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"63","2019-06-27 10:25:57-03","UFES","VIES","7274","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Sobral, M.",NA,"Pereira, O.J.; et al.","3764","1992","07","25",NA,"Brasil","Espírito Santo","Área 100 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES007274","VIES007274","Conceição da Barra","1995",NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"64","2019-09-27 18:05:38-03","UFES","VIES","19554","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Folli, D.A.",NA,"Peres, A.L.S.S.; Valadares, R.T.","372","2009","08","12",NA,"Brasil","Espírito Santo","Canivete.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES019554","VIES019554","Linhares","2009","11",NA,NA,NA,NA,"48094","auto",NA,NA,"20",NA,NA,NA
"65","2019-06-27 10:25:57-03","UFES","VIES","9890","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Canal, M.","142","1996","09","01",NA,"Brasil","Espírito Santo",NA,"-39.8588981628418","-18.716100692749",NA,NA,"VIES009890","VIES009890","São Mateus",NA,NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA
"66","2020-06-29 09:31:39-03","UFRRJ","RBR","44157","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","M.C. Souza",NA,"N.E. Oliveira","294","2014","09","09",NA,"Brasil","Bahia","Conglomerado BA_983-1-7-37","-39.780278","-13.319722",NA,NA,"RBR00044157","RBR00044157","Santa Inês","2017","03","39º46'49''W","13º19'11''S",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA
"67","2020-06-18 10:58:14-03","UFRRJ","RBR","46775","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"M.C. Souza; V. Staggemeier, T. Silva","1127","2012","10","30",NA,"Brasil","Espírito Santo","Reserva Natural Vale. Aceiro João Pedro.","-39.971389","-19.179722",NA,NA,"RBR00046775","RBR00046775","Linhares",NA,NA,"39º58'17''W","19º10'47''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-06-29 09:31:39-03","UFRRJ","RBR","36810","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","M.C. Souza",NA,"I.A. Silva","16","1978","08","10",NA,"Brasil","Espírito Santo","Reserva Florestal da CRVD","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00036810","RBR00036810 RBR00036810_1","Linhares","2012","03",NA,NA,NA,NA,"48094","auto",NA,NA,"23",NA,NA,NA
"69","2020-06-29 09:31:39-03","UFRRJ","RBR","8727","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"L.F.T. Menezes","1073","2002","11","15",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Praia da Armação, área de moitas.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00008727","RBR00008727","Mangaratiba","2006","10",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:37:35-03","MBM","MBM","179214","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Sobral, M.",NA,"Webster, F.L.","29677","1992","08","08","Southern America","Brazil","Espírito Santo","Reserva Florestal Companhia do Vale do Rio Doce","-40.0722007751465","-19.3910999298096",NA,NA,"MBM179214","MBM179214","Linhares",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:37:35-03","MBM","MBM","29519","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Barroso, G.M.",NA,"Fontella, J.P.; et al.; et al.","424","1970","09","10","Southern America","Brazil","Rio de Janeiro","Pedra de Itaúna","-43.2075004577637","-22.9027996063232",NA,NA,"MBM029519","MBM029519","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:37:35-03","MBM","MBM","425681","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Sobral, M.",NA,"Farney, C.; Kurtz, B.C.; Lobão, A.Q.; Gomes, J.C.; Kurtz, B.C.; Lobão, A.Q.; Gomes, J.C.","4036","2000","03","29","Southern America","Brazil","Rio de Janeiro","Jaconé, próxima de Sambaqui de Jaconé","-42.5102996826172","-22.9200000762939",NA,"Arvoreta de 5 metros de altura, folhas verdes, discolores, flores em botões esverdeados, flores abertas com corola alva, frutos imaturos verdes, frutos maduros vinosos, levemente adocicados.; Restinga arbustiva-arbórea.","MBM425681",NA,"Saquarema","2006",NA,NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA
"73","2019-08-15 09:04:07-03","UESC","UESC","13193","S","Plantae","Angiospermae","Florideophycidae","Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","O.Berg",NA,NA,"Paixão, J.L.,","1440","2008","07","04",NA,"Brasil","Bahia",NA,"-39.1675","-13.802222",NA,"Árvore, ca. 12 m alt.","UESC0013193",NA,"Igrapiúna",NA,NA,"39W10'3''","13S48'8''",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"74","2016-01-15 10:00:09-02","MNHN","RECOLNAT_MNHN_P","P00162722","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Lourenço",NA,"Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00162722' target='other'> <mi>dwc_moreinfo</mi></a>","P00162722","P00162722_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2309",NA
"75","2015-09-04 20:33:15-03","MNHN","RECOLNAT_MNHN_P","P05232220","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Lourenço",NA,"Riedel",NA,"1859","1","1",NA,"Brasil",NA,"Brésil. Itahype. Brasil, América do Sul",NA,NA,"hb",". . Planta cultivada. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232220' target='other'> <mi>dwc_moreinfo</mi></a>","P05232220","P05232220_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"305",NA
"76","2015-09-04 20:33:15-03","MNHN","RECOLNAT_MNHN_P","P05232222","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Lourenço",NA,"Riedel",NA,"1822","9","1",NA,"Brasil",NA,"Brasilia. Castel Novo. Brasil, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232222' target='other'> <mi>dwc_moreinfo</mi></a>","P05232222","P05232222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-08-31 11:01:43-03","MNHN","RECOLNAT_MNHN_P","P05232223","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Lourenço",NA,"Riedel",NA,"3000",NA,NA,NA,"Brasil",NA,"Brésil. Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907. Planta cultivada <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232223' target='other'> <mi>dwc_moreinfo</mi></a>","P05232223","P05232223_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-09-04 20:34:06-03","MNHN","RECOLNAT_MNHN_P","P05232287","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Lourenço",NA,"Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232287' target='other'> <mi>dwc_moreinfo</mi></a>","P05232287","P05232287_01 P05232287_02 P05232287_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2309",NA
"79","2018-11-05 09:34:41-02","MNHN","RECOLNAT_MNHN_P","P05232291","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Lourenço",NA,"Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia","Brésil. Bahia, Nordeste, Brasil, América do Sul",NA,NA,"hb",". s.d. 2a. envoi <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232291' target='other'> <mi>dwc_moreinfo</mi></a>","P05232291","P05232291_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69",NA
"80","2020-12-11 11:39:37-03","UFMG","BHCB","20605","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) N.F.Mattos",NA,NA,"Folli, DA","s.n.","1983","07","07","Southern America","Brasil","Espírito Santo","C.V.R.D.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Linhares",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:39:37-03","UFMG","BHCB","101584","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) N.F.Mattos",NA,NA,"Hatschbach, G; Hatschbach, M; Ribas, OS; Carneiro, J","75367","2003","06","15","Southern America","Brasil","Bahia","Ligação da Rodovia BA-001 a Pedra do Uma, Floresta atlântica degradada.","-39.0752983093262","-15.2932996749878",NA,"Árvore, 4m, fruto preto comestível.","BHCB009916","BHCB009916","Una","2012","12",NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA
"82","2015-05-20 10:36:07-03","UFERSA","MOSS","2094","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorfii","Neomitranthes langsdorfii","(O. Berg) Mattos",NA,NA,"Projeto Parque das Dunas","232","1980","11","11","América do Sul","Brasil","Rio Grande do Norte",NA,"-35.216667","-5.8",NA,"árvore; coletada no interior de mata; n.v. murta.",NA,NA,"Natal",NA,NA,"35W13'00","5S48'00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-02-09 10:13:39-03","UENF","HUENF","4653","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Archanjo, K.M.P.A.; Nascimento, M.T.","379","2009","06","17",NA,"Brasil","Rio de Janeiro","Fazenda Santo Antônio","-41.090278","-21.296944",NA,NA,"HUENF00004656",NA,"São Francisco de Itabapoana",NA,NA,"41º5'25''W","21º17'49''S","61","61",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-02-09 10:13:39-03","UENF","HUENF","10245","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Souza, T.P.","1095","2012","09","13",NA,"Brasil","Rio de Janeiro","Maciço do Itaoca.","-41.448056","-21.797222",NA,"Parcela 11","HUENF00010891",NA,"Campos dos Goytacazes",NA,NA,"41º26'53''W","21º47'50''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-09 10:13:42-03","UENF","HUENF","4663","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neomitranthes","langsdorfii","Neomitranthes langsdorfii",NA,NA,NA,"Archanjo, K.M.P.A.; Nascimento, M.T.","1290","2008","09","15",NA,"Brasil","Rio de Janeiro","Fazenda Imburi","-41.1","-21.325556",NA,"Arbórea","HUENF00004666",NA,"São Francisco de Itabapoana",NA,NA,"41º6'0''W","21º19'32''S","41","41",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-09 10:13:39-03","UENF","HUENF","10244","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Souza, T.P.; Helmo","1076","2012","09","13",NA,"Brasil","Rio de Janeiro","Maciço do Itaoca.","-41.448056","-21.797222",NA,"Parcela 11","HUENF00010890",NA,"Campos dos Goytacazes",NA,NA,"41º26'53''W","21º47'50''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-02-09 10:13:39-03","UENF","HUENF","4670","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorfii","Neomitranthes langsdorfii",NA,NA,NA,"Archanjo, K.M.P.A.; Nascimento, M.T.","1863","2008","09","09",NA,"Brasil","Rio de Janeiro","Fazenda Imburi","-41.1","-21.325556",NA,NA,"HUENF00004673",NA,"São Francisco de Itabapoana",NA,NA,"41º6'0''W","21º19'32''S","41","41",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-02-25 10:13:10-03","CVRD","CVRD","12502","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) J.R. Mattos","Domingos A. Folli",NA,"Flores, T.B.","207","2009","08","26","América do Sul","BRASIL","ES",NA,"-39.884632","-19.083215",NA,"6 metros do rio barra seca <ll>dwc_commonname:</ll> Araçá côco","CVRD012502",NA,"Linhares","2009","08","-39,884632","-19,083215",NA,NA,NA,NA,"Magnoliopsida",NA,"27",NA,NA,NA
"89","2021-02-25 10:13:10-03","CVRD","CVRD","1044","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) J.R. Mattos","Graziela M. Barroso",NA,"Folli, D.A.","449","1983","07","07","América do Sul","BRASIL","ES",NA,"-40.0224","-19.116407",NA,"<ll>dwc_commonname:</ll> Araçá côco","CVRD001044",NA,"Linhares","1990","07","-40,0224","-19,116407","38","38",NA,NA,"Magnoliopsida",NA,"17",NA,NA,NA
"90","2021-02-25 10:13:10-03","CVRD","CVRD","15926","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) J.R. Mattos","Geovane S. Siqueira",NA,"Siqueira, G.S.","1290","2018","09","27","América do Sul","BRASIL","ES",NA,"-39.919129","-19.185106",NA,"proximo ao Rio Barra Seca <ll>dwc_commonname:</ll> Araçá côco","CVRD015926",NA,"Linhares","2018","09","-39,919129","-19,185106",NA,NA,NA,NA,"Magnoliopsida",NA,"27",NA,NA,NA
"91","2021-02-25 10:13:10-03","CVRD","CVRD","12480","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) J.R. Mattos","Domingos A. Folli",NA,"Folli, D.A.","6395","2009","08","27","América do Sul","BRASIL","ES",NA,"-39.884632","-19.083215",NA,"<ll>dwc_commonname:</ll> Araçá côco","CVRD012480",NA,"Linhares","2009","08","-39,884632","-19,083215",NA,NA,NA,NA,"Magnoliopsida",NA,"27",NA,NA,NA
