"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","individualCount","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","typeStatus","class","relatedCatalogItem","fieldNumber"
"11","2021-04-05 14:25:07-03","UNESC","CRI","3001","PreservedSpecimen","Plantae","Celastraceae","Maytenus","robusta","Maytenus robusta","Reissek","Rita M. Carvalho Okano","Raquel Rejane Bonatto Negrelle; Cladinei","667","1993","01","21","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha (Bairro Itapema Norte).","-48.65","-26.15","48º39'W","26º9'S","5","5",NA,"CRI006451","CRI006451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:23-03","UNESC","CRI","10007","PreservedSpecimen","Plantae","Celastraceae","Maytenus","robusta","Maytenus robusta","Reissek","L.A. Funez","L.A. Funez","848","2012","09","04","Brasil","Santa Catarina","Penha","depois do rio na praia de Gravatá.","-48.619167","-26.825","48º37'9''W","26º49'30''S","23","23","Floresta Ombrófila Densa Habitat: floresta litorânea Habito: árvore","CRI006458","CRI006458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-06-10 10:10:32-03","FZB-BH","CVJBFZB","1936","S","Plantae","Celastraceae","Maytenus","cf. gonoclada","Maytenus cf. gonoclada","Mart.",NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo",NA,"2006","06","27","Brasil","Minas Gerais","Marliéria","Lagoa dos Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,"28215","auto","Magnoliophyta","Celastrales","1",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:37:09-03","E","E","83115","PreservedSpecimen","Plantae","Celastraceae","Maytenus","alaternoides","Maytenus alaternoides",NA,NA,"Ribas, O.S., Silva, J.M. & Barbosa, E.","1508","1996","08","17","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00083115 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00083115",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:91505",NA,NA,NA,NA,NA
"15","2020-09-23 10:37:09-03","E","E","196783","PreservedSpecimen","Plantae","Celastraceae","Maytenus","alaternoides","Maytenus alaternoides",NA,NA,"Bohrer, C.","72",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00196783 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00196783",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:228521",NA,NA,NA,NA,NA
"16","2020-09-23 10:37:09-03","E","E","68783","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclados","Maytenus gonoclados",NA,NA,"Harley, R.M., Giulietti, A.M., Stannard, B.L. & Hind, D.J.N.","25998","1988","11","09","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00068783 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00068783",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:76729",NA,NA,NA,NA,NA
"17","2020-09-23 10:37:09-03","E","E","77559","PreservedSpecimen","Plantae","Celastraceae","Maytenus","salicifolia","Maytenus salicifolia",NA,NA,"Copes, E.C., Oliveira, F.C.A. & Rosa, M.F.C.",NA,"1990","06","12","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00077559 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00077559",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:85501",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","337405","PreservedSpecimen","Plantae","Celastraceae","Maytenus","alaternoides","Maytenus alaternoides angustifolia","Reissek",NA,"F. Sellow","5244",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00337405","NY00337405_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,"angustifolia","isosyntype",NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02281727","PreservedSpecimen","Plantae","Celastraceae","Maytenus","alaternoides","Maytenus alaternoides","Reissek",NA,"W. Milliken","4179","2009","11","29","Brazil","Minas Gerais","Santana do Pirapama","Serra do Cipó, acesso por Inhame, Fazendas a norte da Faz. Inhame.","-43.807825","-18.929397",NA,NA,"775",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523614' target='other'> <mi>dwc_moreinfo</mi></a>","NY02281727","NY02281727_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02211732","PreservedSpecimen","Plantae","Celastraceae","Maytenus","alaternoides","Maytenus alaternoides","Reissek",NA,"W. Milliken","4179","2009","11","29","Brazil","Minas Gerais","Santana do Pirapama","Serra do Cipó, acesso por Inhame, Fazendas a norte da Faz. Inhame.","-43.807825","-18.929397",NA,NA,"775",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2347855' target='other'> <mi>dwc_moreinfo</mi></a>","NY02211732","NY02211732_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","337405","PreservedSpecimen","Plantae","Celastraceae","Maytenus","alaternoides","Maytenus alaternoides angustifolia","Reissek",NA,"F. Sellow","5244",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=748983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00337405","NY00337405_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,"angustifolia","isosyntype",NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","470112","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","R. Negrelle","141","1992","03","13","Brazil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.65","-26.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470112","NY00470112_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01198429","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","A. M. Amorim","6565","2006","11","25","Brazil","Bahia","Arataca","RPPN Caminho das Pedras. Serra do Peito-do-Moça, entrada a 9,5 km no Assent. Santo Antônio, mais 8,9 km até a sede da RPPN. Trilha de acesso ao Mormaço","-39.3394","-15.1742",NA,NA,"400","936","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1489717' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198429","NY01198429_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02282342","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","S. A. Mori","11301","1978","11","21","Brazil","Bahia","Vitória da Conquista","Rod. BA-265, trecho Vit. da Conquista/Barra do Choça, 9 km a Leste da 1ª. Folha SD-24 (15-41b).","-40.8392","-14.8661",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=644813' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282342","NY02282342_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01405229","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","W. R. Anderson","10219","1973","05","14","Brazil","Goiás","Cocalzinho de Goiás","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","-48.8086","-15.78805",NA,NA,"1250","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261886' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405229","NY01405229_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","470277","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","G. G. Hatschbach","12767","1965","09","17","Brazil","Paraná","Antonina","Cacatu","-48.746413","-25.311204",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470277","NY00470277_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","470275","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","G. G. Hatschbach","17221","1967","09","25","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.365093","-25.575152",NA,NA,"3","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470275","NY00470275_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","470278","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","R. Reitz","6702","1958","05","02","Brazil","Santa Catarina","Vidal Ramos","Sabiá","-49.3556","-27.3919",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470278","NY00470278_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","470111","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","G. G. Hatschbach","21396","1969","04","23","Brazil","Paraná","Paranaguá","Baia de Paranagua","-48.5092","-25.5203",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470111",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","582801","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","R. M. de Carvalho-Okano","W. Ganev","1482","1992","11","16","Brazil","Bahia","Abaíra","Catolés de Cima, Tijuquinho, próximo a encosta da serra do Rei","-41.9","-13.27",NA,NA,"1700","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=708748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582801","NY00582801_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","470182","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","R. M. de Carvalho-Okano","Y. E. J. Mexia","5716","1931","04","29","Brazil","Minas Gerais","Diamantina","Chacara das Bicas","-43.571739","-17.888053",NA,NA,"1270","1270","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=708742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470182","NY00470182_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","470292","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","P. K. H. Dusén","15124","1914","06","07","Brazil","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511",NA,NA,"740","740","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470292","NY00470292_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","470296","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","G. G. Hatschbach","58209","1992","11","10","Brazil","Paraná","Tibagi","Guartela, Canyon Rio Iapó","-50.4133","-24.5094",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470296","NY00470296_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","582819","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","R. M. de Carvalho-Okano","W. Ganev","1112","1992","09","17","Brazil","Bahia","Abaíra","Agua Limpa, fazenda Catolés de Cima","-41.87","-13.3",NA,NA,"1350","1350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=708750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582819","NY00582819_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","470276","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","R. Reitz","1840","1954","05","14","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470276","NY00470276_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","470306","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","G. G. Hatschbach","15123","1966","11","17","Brazil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.90806","-25.93389",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470306","NY00470306_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1031047","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","R. M. de Carvalho-Okano","L. O. Williams","6749","1945","04","29","Brazil","Minas Gerais","Nova Lima","Serra do Curral","-43.8467","-19.9858",NA,NA,"1200","1350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142178' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031047","NY01031047_01 NY01031047_02",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","470285","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","F. C. Hoehne","28319","1931","10","05","Brazil","São Paulo","Sao Paulo","Jardim Botánico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470285","NY00470285_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","470183","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","R. M. de Carvalho-Okano","R. M. Harley","25998","1988","11","09","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Campo do Queiroz","-41.95","-13.53",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=708743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470183","NY00470183_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","470274","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","R. Reitz","5657","1950","09","15","Brazil","Santa Catarina","Brusque","Ribeirao do Ouro","-48.9172","-27.0983",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470274","NY00470274_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","470293","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","A. Uhlmann","76","1994","07","12","Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.68","-24.23",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470293","NY00470293_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","470279","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","R. Reitz","3726","1956","09","20","Brazil","Santa Catarina","Ibirama","Nova Bremem","-49.5178","-27.0569",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470279","NY00470279_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1031060","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","Determiner unspecified","J. R. Pirani","CFCR13346","1990","09","05","Brazil","Minas Gerais","Grão Mogol","na estrada para o Rio Ventania","-42.82","-16.53",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142501' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031060","NY01031060_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","470299","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","R. Reitz","2073","1954","09","23","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470299","NY00470299_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","470291","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.","L. Biral","P. K. H. Dusén","10368","1910","11","04","Brazil","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=663145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470291","NY00470291_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","470181","PreservedSpecimen","Plantae","Celastraceae","Maytenus","gonoclada","Maytenus gonoclada","Mart.",NA,"A. M. V. de Carvalho","6649","1998","08","29","Brazil","Bahia","Rio de Contas","Pico do Itubira. Cerca de 31 km SW da cidade, caminho para Matto Grosso","-41.8969","-13.3889",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=708758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470181","NY00470181_01",NA,NA,NA,NA,NA,"Magnoliophyta","Celastrales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
