"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","recordNumber","locality","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"1","2021-04-05 14:33:41-03","UNESC","CRI","3544","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","Vanilde Citadini-Zanette","1995","01","02","R. dos Santos; M. Sobral","1994","10","08","Brasil","Santa Catarina","Maracajá","-49.454444","-28.8475","49º27'16''W","28º50'51''S","CRI003904","CRI003904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:33:41-03","UNESC","CRI","3747","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","Marcos Sobral",NA,NA,NA,"V. Boff","1995","07","27","Brasil","Santa Catarina","Imbituba","-48.668889","-28.2275","48º40'8''W","28º13'39''S","CRI003903","CRI003903","38","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-04-05 14:25:29-03","UNESC","CRI","226","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"-",NA,NA,NA,NA,"CRI003906","CRI003906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-04-05 14:25:29-03","UNESC","CRI","3491","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","Vanilde Citadini- Zanette",NA,NA,NA,"Robson dos Santos; Sebastião Aleques Macedo Waltrick","1994","04","10","Brasil","Santa Catarina","Laguna","-48.766667","-28.466667","48º46'W","28º28'S","CRI003901","CRI003901",NA,NA,"30","Estarada de acesso a Praia da Tereza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-04-05 14:25:29-03","UNESC","CRI","203","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Siderópolis","-49.425278","-28.598889","49º25'31''W","28º35'56''S","CRI007587","CRI007587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-04-05 14:25:29-03","UNESC","CRI","11819","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","Guilherme Lodetti",NA,NA,NA,"Guilherme Alves Elias; Robson dos Santos, Peterson T. Padilha & Guilherme Lodetti","2016","04","04","Brasil","Santa Catarina","Grão Pará","-49.389167","-28.188889","49º23'21''W","28º11'20''S","CRI003940","CRI003940","502","502",NA,"Parque Estadual Serra Furada.","Floresta Ombrófila Densa Montana Habito: arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-04-05 14:25:29-03","UNESC","CRI","12480","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","Renato Colares & Aline V. Guislon","2017","07","17","Alexandre Medeiros","2017","04","19","Brasil","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375",NA,NA,"CRI010687",NA,NA,NA,NA,"Praia do Estaleiro.","Coleta 73. Habito: Subarbusto","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","628974","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. B. Smith",NA,NA,NA,"R. M. Klein","1953","04","02","Brazil","Santa Catarina","Anitápolis","-49.128424","-27.903779",NA,NA,"NY00628974","NY00628974_01","400","400","475","Anitápolis, Palhoça","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414436' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","629040","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. M. Nascimento",NA,NA,NA,"A. G. d. Silva","1999","08","17","Brazil","Pernambuco","Brejo da Madre de Deus","-36.4","-8.18",NA,NA,"NY00629040","NY00629040_01","565","960","115","Mata do Malhada","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414441' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","629041","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. M. Nascimento",NA,NA,NA,"L. M. Nascimento","2000","07","23","Brazil","Pernambuco","Brejo da Madre de Deus","-36.38","-8.2075",NA,NA,"NY00629041","NY00629041_01","920","1030","424","Mata do Bituri","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414440' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","628968","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. B. Smith",NA,NA,NA,"A. Gevieski","1955","04","29","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"NY00628968","NY00628968_01","250","250","160","Horto Florestal I.N.P., Ibirama","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414437' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","628971","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. B. Smith",NA,NA,NA,"R. M. Klein","1953","06","11","Brazil","Santa Catarina","Ascurra","-49.368876","-26.922097",NA,NA,"NY00628971","NY00628971_01",NA,NA,"516","Ascurra, Rodeio","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414434' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","628976","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.",NA,NA,NA,NA,"E. P. Killip","1929","09","24","Peru","Loreto",NA,"-73.412281","-3.792532",NA,NA,"NY00628976",NA,"100","100","29894","Mishuyacu, near Iquitos","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414444' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","629043","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. M. Nascimento",NA,NA,NA,"A. G. d. Silva","1999","06","16","Brazil","Pernambuco","Brejo da Madre de Deus","-36.4","-8.18",NA,NA,"NY00629043","NY00629043_01","565","960","74","Mata do Malhada","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414443' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","628967","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","S. M. Silva",NA,NA,NA,"A. Dunaiski Jr.","1997","01","07","Brazil","Paraná","Antonina","-48.72","-25.42",NA,NA,"NY00628967","NY00628967_01",NA,NA,"sn.","Ponta da Pita","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414431' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","628972","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. B. Smith",NA,NA,NA,"R. Reitz","1953","05","13","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NY00628972","NY00628972_01",NA,NA,"706","Rio Tavares, Ilha S. Catarina","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414435' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","628969","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. B. Smith",NA,NA,NA,"R. Reitz","1954","01","03","Brazil","Santa Catarina",NA,"-48.616171","-26.462948",NA,NA,"NY00628969","NY00628969_01","1","1","1449","Barra do Sul, Araquarí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414432' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","628973","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. B. Smith",NA,NA,NA,"R. M. Klein","1954","06","28","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NY00628973","NY00628973_01","50","50","792","Morro da Cruz, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414438' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","628977","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","W. Meijer",NA,NA,NA,"A. H. Gentry","1977","03","14","Colombia","Amazonas",NA,NA,NA,NA,NA,"NY00628977",NA,NA,NA,"18274","Vicinity of Leticia, road behind airport","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414430' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","628970","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. B. Smith",NA,NA,NA,"R. Reitz","1954","04","28","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NY00628970","NY00628970_01","10","10","1810","Morro da Fazenda, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414433' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","629042","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. M. Nascimento",NA,NA,NA,"A. M. d. Silva","1999","09","14","Brazil","Pernambuco","Brejo da Madre de Deus","-36.38","-8.2075",NA,NA,"NY00629042","NY00629042_01",NA,NA,"12","Mata do Bituri","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414442' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","628975","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","R. S. Cowan",NA,NA,NA,"H. S. Irwin","1959","02","18","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"NY00628975","NY00628975_01",NA,NA,"2657","5km. S. of Viçosa on road to Coimbra","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414429' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-27 07:31:00-03","NY","NYBG","628978","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides",NA,NA,NA,NA,NA,"G. J. Schwarz","1945","04","26","Argentina","Misiones","San Ignacio",NA,NA,NA,NA,"NY00628978",NA,NA,NA,"1049","Puerto Nuevo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414439' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1419162","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","L. J. Dorr",NA,NA,NA,"A. M. Amorim","2003","11","25","Brazil","Bahia","Cachoeira","-39.08","-12.53",NA,NA,"NY01419162","NY01419162_01","120",NA,"3818","Barragem de Bananeiras. Vale dos Rios, Paraguaçu e Jacuípe.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1520712' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00996594","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","D. Gonzales",NA,NA,NA,"H. S. Irwin","1966","01","15","Brazil","Distrito Federal","Brasília","-48.04869","-15.9111",NA,NA,"NY00996594","NY00996594_01",NA,NA,"11674a","Ca. 20 km S. of Brasília, on road to Anapolis","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107885' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00996595","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","abutiloides","Triumfetta abutiloides","A.St.-Hil.","D. Gonzales",NA,NA,NA,"H. S. Irwin","1969","01","26","Brazil","Minas Gerais","Diamantina","-43.5512","-18.1798",NA,NA,"NY00996595","NY00996595_01","1300","1300","22650","Serra do Espinhaço, ca. 17 km N.E. of Diamantina, on road to Mendanha","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1107891' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01922528","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","L. J. Dorr",NA,NA,NA,"J. J. Wurdack","1956","01","16","Venezuela","Bolívar",NA,NA,NA,NA,NA,"NY01922528",NA,"110","110","41248","Rio Suapure. Vicinity of Raudal Budare, Rio Suapure about 70 km from mouth.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2257525' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00996619","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","W. Meijer",NA,NA,NA,"H. S. Irwin","1966","02","04","Brazil","Distrito Federal","Brasília","-47.9167","-15.87367",NA,NA,"NY00996619","NY00996619_01","975","975","12264","Fazenda Vargem Bonita, ca. 10 km S. of Brasília","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108052' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00996624","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","W. Meijer",NA,NA,NA,"H. S. Irwin","1966","05","02","Brazil","Goiás","Formosa","-47.43","-15.3",NA,NA,"NY00996624","NY00996624_01","850","850","15582","Côrrego Itaquera, ca. 30 km N. of Formosa","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108075' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","628985","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.",NA,NA,NA,NA,"B. J. Pickel","1931","08","08","Brazil","Pernambuco",NA,"-35.18","-8.12",NA,NA,"NY00628985","NY00628985_01",NA,NA,"2727","Tapera","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=228014' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00996626","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","W. Meijer",NA,NA,NA,"H. S. Irwin","1970","03","15","Brazil","Minas Gerais",NA,"-43.50525","-18.1705",NA,NA,"NY00996626","NY00996626_01","900","900","27608","Serra do Espinhaço, Ca. 22 km E. of Diamantina","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108088' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01081152","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.",NA,NA,NA,NA,"C. E. F. von Glocker","1842",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,"NY01081152","NY01081152_01",NA,NA,"1",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220836' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00996628","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","W. Meijer",NA,NA,NA,"H. S. Irwin","1971","01","17","Brazil","Minas Gerais","Caeté","-43.65505","-19.77555",NA,NA,"NY00996628","NY00996628_01","1500","1500","30600","Serra do Espinhaço, ca. 34 km E. of Belo Horizonte, road (BR-31) to Roças Novas","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108096' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00996637","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.",NA,NA,NA,NA,"J. A. Ratter","1976","03","25","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00996637","NY00996637_01",NA,NA,"R.2822","'Fercal' c. 4 km N of the Chapada da Contagem.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1111264' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","628996","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","L. Y. T. Westra",NA,NA,NA,"J. C. Lindeman","1967","03","07","Brazil","Paraná",NA,"-52.0758963","-25.9309469",NA,NA,"NY00628996","NY00628996_01","800","1050","4691","Fazenda Reserva, ca. 85 km S.W. of Guarapuava","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227993' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01922529","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","L. J. Dorr",NA,NA,NA,"J. J. Wurdack","1956","01","19","Venezuela","Bolívar",NA,NA,NA,NA,NA,"NY01922529",NA,"110","520","41285","East slopes of Cerro Pijiguao (north end of Serranía Suapure), above Pijiguao (about 70 km from mouth of Río Suapure).","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2257523' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","629002","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","B. Rambo",NA,NA,NA,"C. Ritter","1947","02","22","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"NY00629002","NY00629002_01",NA,NA,"35679","S. Salvador, Montenegro","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227997' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00996639","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","S. F. Smith",NA,NA,NA,"A. Macedo","1989","05","25","Brazil","Minas Gerais","Campina Verde","-49.4864","-19.5358",NA,NA,"NY00996639","NY00996639_01",NA,NA,"5520","São José.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1111270' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","628998","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","U. M. Resende",NA,NA,NA,"P. H. Evangelista","1994","04","15","Brazil","Paraná","Curitiba","-49.22","-25.37",NA,NA,"NY00628998","NY00628998_01",NA,NA,"sn.","Universidade Federal do Parana (Campus do Centro Politécnico)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227984' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","628994","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.",NA,NA,NA,NA,"P. K. H. Dusén","1915","01","12","Brazil","Paraná","Jaguariaíva","-49.713647","-24.340602",NA,NA,"NY00628994","NY00628994_01",NA,NA,"16310","Jaguariahyva","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=228005' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00996631","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","D. Gonzales",NA,NA,NA,"W. R. Anderson","1973","04","30","Brazil","Goiás","Caiapônia","-51.81666667","-16.9944",NA,NA,"NY00996631","NY00996631_01","850","850","9490","Serra do Caiapó, ca. 5 km (straight line) S of Caiapônia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108107' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","629011","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.","P. A. Fryxell",NA,NA,NA,"S. Llatas Quiroz","1986","01","26","Peru","Cajamarca","Santa Cruz",NA,NA,NA,NA,"NY00629011",NA,"1500","1500","1701","Catache","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227988' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-27 04:37:00-03","NY","NYBG","629010","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba",NA,"Á. L. Cabrera",NA,NA,NA,"A. G. Schultz","1931","05",NA,"Argentina","Chaco",NA,NA,NA,NA,NA,"NY00629010",NA,NA,NA,"2","Colonia Benitez","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=228003' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","415593","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba brailiensis","Schum.",NA,NA,NA,NA,"Martii Herbar. Florae Brasil.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00415593","NY00415593_01",NA,NA,"1264","Brasilia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=221599' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet","brailiensis","syntype",NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01081153","PreservedSpecimen","Plantae","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Jacq.",NA,NA,NA,NA,"C. E. F. von Glocker","1842",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,"NY01081153","NY01081153_01",NA,NA,"1",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220852' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Malvales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
