"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","typeStatus","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"199","2021-03-01 16:34:46-03","UNICAMP","UEC","177812","S","Plantae","Melastomataceae","Miconia","valtherii","Miconia valtherii","Naudin","Oliveira, AA","2013","03","20","Funez, LA; Kemmelmeier, K; Zermiani, AE","1580","2013","01","21","Brazil","Santa Catarina","Blumenau","Morro do Sapo, Parque Nacional da Serra do Itajaí.&nf;27º 03' 51,99''S&nf;49] 05' 54,19''O&nf;Altitude: 388m","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"Altura 6m, arbórea e flores de cor branca.; Floresta Ombrófila Densa,","UEC051010","UEC051010","34291","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-11-14 11:31:00-03","UNICAMP","UEC","96345","S","Plantae","Melastomataceae","Miconia","valtherii","Miconia valtherii","Naudin","Goldenberg, R","1998",NA,NA,"Baitello, JB","506","1994","03","29","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar - Estrad","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"fruto, Árvore jovem, 5 m de altura, frutos vináceos (cf. Miconia eichlerii Cogn.).","UEC162521","UEC162521","38855","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-11-14 11:31:00-03","UNICAMP","UEC","96350","S","Plantae","Melastomataceae","Miconia","valtherii","Miconia valtherii","Naudin","Goldenberg, R","1998",NA,NA,"Baitello, JB","609","1994","03","30","Brazil","São Paulo","Cunha","Parque estadual da Serra do Mar, Pedreira e arredores.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"fruto, Arvoreta, frutos negros com pêlos castanhos. Área de solo arenoso pedregoso, em alguns locais bastante úmido.","UEC162523","UEC162523","38855","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-11-22 17:38:40-03","UNICAMP","UEC","70121","S","Plantae","Melastomataceae","Miconia","valtherii","Miconia valtherii","Naudin","Goldenberg, R","1995","10",NA,"Árbocz, GF","152","1994","02","14","Brazil","São Paulo","Piquete","Alto da Serra da Mantiqueira - Às margen, Entre os dois Postos da Polícia Rodoviária.","-45.1699981689453","-22.6100006103516",NA,NA,"1200","1400","fruto, Árvore baixa, de mais ou menos 4 m de altura, bem galhada, 12 cm de DAP. Flores brancas. Estimativa de floração entre fevereiro a março.","UEC162609","UEC162609","13434","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-11-22 17:38:40-03","UNICAMP","UEC","81128","S","Plantae","Melastomataceae","Miconia","valtherii","Miconia valtherii","Naudin",NA,NA,NA,NA,"Moraes, PLR; Ivanauskas, NM","1089","1995","01","17","Brazil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"flor, Árvore com cerca de 8 m de altura, flores com pétalas brancas em botão. Ráquis e face inferior das folhas com pilosidade ferrugínea. Beira de estrada.","UEC019338","UEC019338","27904","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-03-01 16:34:46-03","UNICAMP","UEC","172890","S","Plantae","Melastomataceae","Miconia","valtherii","Miconia valtherii","Naudin","Goldenberg, E","1997",NA,NA,"Dias, AC; Pinto, O","525","1994","04","06","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho.","-47.9900016784668","-23.8700008392334",NA,NA,"700","700","Mata secundária.","UEC084905","UEC084905","27904","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2019-11-22 17:38:40-03","UNICAMP","UEC","81091","S","Plantae","Melastomataceae","Miconia","valtherii","Miconia valtherii","Naudin","Goldenberg, R","1997",NA,NA,"Moraes, PLR","1115","1995","01","18","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"flor, Árvore de cerca de 4 m de altura, pilosidade marrom na face inferior das folhas, flores brancas (pétalas e anteras).","UEC019337","UEC019337","27904","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2019-11-14 11:31:00-03","UNICAMP","UEC","120983","S","Plantae","Melastomataceae","Miconia","valtherii","Miconia valtherii","Naudin","Chiea, SAC","1989","09",NA,"Hoehne, FC","s.n.","1931","02","25","Brazil","São Paulo","São Paulo","Parque do Estado e Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"flor, Árvore da mata, flores alvas. (Planta viva nº 312). Nativa no local.","UEC019341","UEC019341","53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-03-01 16:34:46-03","UNICAMP","UEC","179844","S","Plantae","Melastomataceae","Miconia","valtherii","Miconia valtherii","Naudin",NA,NA,NA,NA,"Souza, VC; Flores, TB","34942","2013","04","30","Brazil","São Paulo","Tapiraí","Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.","-47.5","-23.9599990844727",NA,NA,NA,NA,"Árvore, ca. 7m alt.; frutos imaturos verdes.","UEC031499","UEC031499","41034","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-11-19 14:08:27-03","UFRPE","PEUFR","1544","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","R. Goldemberg","2010",NA,NA,"G. Hatschbach",NA,"1961","02","03","Brasil","Paraná","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore de flor alva","PEUFR001544",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-11-19 14:08:27-03","UFRPE","PEUFR","1544","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","R. Goldemberg","2010",NA,NA,"G. Hatschbach",NA,"1961","02","03","Brasil","Paraná","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore de flor alva","PEUFR001544",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-11-06 09:56:27-03","UFOP","OUPR","2227","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Rezende, A.R.","2011","02","24","Peron, M.V.","s.n.","1987","02","20","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Mata. Árvore com 7m. Flores com cálice esverdeado e corola e estames brancos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-03-12 10:29:19-03","UFOP","OUPR","34035","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Veliz, C.D.B.","2019",NA,NA,"Veliz, C.D.B.","57","2019","06","15","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Eucaliptal perto da Lagoa do Tesoureiro.","-43.524222","-20.438","-43.524222","-20.438","1370","1370","Árvore, 6m. Frutos vermelhos. Eucaliptal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-11-06 09:56:27-03","UFOP","OUPR","2227","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Rezende, A.R.","2011","02","24","Peron, M.V.","s.n.","1987","02","20","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Mata. Árvore com 7m. Flores com cálice esverdeado e corola e estames brancos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-03-12 10:29:19-03","UFOP","OUPR","34035","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Veliz, C.D.B.","2019",NA,NA,"Veliz, C.D.B.","57","2019","06","15","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Eucaliptal perto da Lagoa do Tesoureiro.","-43.524222","-20.438","-43.524222","-20.438","1370","1370","Árvore, 6m. Frutos vermelhos. Eucaliptal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-07-07 08:59:33-03","FURB","FURB","3245","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Cordeiro, J","2006",NA,NA,"Thompsen, R.",NA,"2002","04","17","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB30385","FURB30385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-10-14 10:03:00-03","FURB","FURB","33535","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, A.A. de","2011","01","17","Korte, A.; Kniess, A.","4852","2010","10","29","Brasil","Santa Catarina","Biguaçu","Timbé.","-48.6902777","-27.3613889","-48.6902777","-27.3613889","75","75","Fito IFFSC 430b /O/8 Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbórea; Fruto com fruto;","FURB30384","FURB30384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-10-14 10:03:00-03","FURB","FURB","10178","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Goldenberg, R","2009","10","03","Souza, N.L. de; Brogni, E. & Farage-Freitas, R.","118","2009","01","15","Brasil","Santa Catarina","Águas Mornas","RPPN Rio das Lontras.","-48.8841666","-27.6258334","-48.8841666","-27.6258334","477","477",NA,"FURB30388","FURB30388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-10-14 10:03:00-03","FURB","FURB","21710","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","03","25","Dreveck, S.; Carneiro, F.E.","1604","2010","01","26","Brasil","Santa Catarina","Jaraguá do Sul","Garibaldi.","-49.1758334","-26.5522222","-49.1758334","-26.5522222","180","180","Florística IFFSC 907 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; flor botão floral marrom","FURB30394","FURB30394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-10-14 10:03:00-03","FURB","FURB","21727","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","03","23","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1246","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral","FURB30393","FURB30393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-10-14 10:03:00-03","FURB","FURB","21731","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","03","26","Stival-Santos, A.; Legal, E. & Silveira, S.","1774","2010","02","20","Brasil","Santa Catarina","Águas Mornas","Canto do Schutch.","-48.87","-27.63","-48.8700000","-27.6300000","413","413","Florística IFFSC 316 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: Fruto verde;","FURB30392","FURB30392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-10-14 10:03:00-03","FURB","FURB","23928","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","04","26","Stival-Santos, A.; Legal, E. & Silveira, S.","2119","2010","03","17","Brasil","Santa Catarina","São José","Forquilhas.","-48.6894444","-27.5402777","-48.6894444","-27.5402777","135","135","Florística IFFSC 352 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB30383","FURB30383 FURB30383_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-10-14 10:03:00-03","FURB","FURB","24118","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","04","30","Stival-Santos, A.; Legal, E. & Silveira, S.","2223","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27","-49.1400000","-27.2700000","639","639","Florística IFFSC 467 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento, beira de estrada Habito: arbusto; Fruto verde;","FURB30382","FURB30382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-10-14 10:03:00-03","FURB","FURB","24143","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, A.A. de","2010","05","03","Korte, A.; Kniess, A.","2755","2010","04","14","Brasil","Santa Catarina","José Boiteux","Rio Laeisz.","-49.5886111","-26.9119444","-49.5886111","-26.9119444","823","823","Florística IFFSC 688 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta; Fruto roxo;","FURB30395","FURB30395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-10-14 10:03:00-03","FURB","FURB","25352","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Gasper, AL de","2010","05","28","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4591","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal.","-48.78","-28.08","-48.7800000","-28.0800000","126","126","Florística IFFSC 174 (Arbusto)","FURB29456","FURB29456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-10-14 10:03:00-03","FURB","FURB","25391","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","05","27","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4590","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal.","-48.78","-28.08","-48.7800000","-28.0800000","126","126","Florística IFFSC 174 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto;","FURB30391","FURB30391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-10-14 10:03:00-03","FURB","FURB","29271","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","09","30","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2628","2010","06","05","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180","Florística IFFSC e226b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto verde;","FURB30389","FURB30389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-10-14 10:03:00-03","FURB","FURB","29302","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","09","30","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2752","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande.","-48.8713889","-27.7188889","-48.8713889","-27.7188889","250","250","Florística IFFSC 285 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; Fruto roxo;","FURB30387","FURB30387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-10-14 10:03:00-03","FURB","FURB","36447","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2011",NA,NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","3311","2010","02","19","Brasil","Santa Catarina","Angelina","Arroio Fagundes.","-48.96","-27.4497222","-48.9600000","-27.4497222","434","434","Fito IFFSC 387 /O/7 Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio médio de regeneração Habito: arborescente;","FURB30381","FURB30381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-10-14 10:03:00-03","FURB","FURB","40225","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2013","03","20","Funez, L.A.; Kemmelmeier, K. & Zermiani, A.E.","1580","2013","01","21","Brasil","Santa Catarina","Blumenau","Morro do Sapo, Parque Nacional da Serra do Itajaí.","-49.0983333","-27.0644444","-49.0983333","-27.0644444","388","388",NA,"FURB30380","FURB30380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-10-14 10:03:00-03","FURB","FURB","45782","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2015","02","12","Oliveira, A.A. de","1136","2015","02","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Regeneração IFFSC 517 /L/67","FURB30379","FURB30379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-10-14 10:03:00-03","FURB","FURB","54026","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, A. A.","2017","08","31","Funez, L.A.","6390","2017","05","01","Brasil","Santa Catarina","Apiúna","Morro Dom Bosco.","-49.3666667","-27.0502778","-49.3666667","-27.0502778","171","171","Flores velhas Habitat: Borda da floresta Habito: árvore","FURB54026","FURB54026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-10-14 10:03:00-03","FURB","FURB","54433","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Kassner-Filho, A.","2017","08","14","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","817","2017","08","14","Brasil","Santa Catarina","Biguaçu",NA,"-48.6902777","-27.3613889","-48.6902777","-27.3613889","75","75",NA,"FURB54433","FURB54433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-10-14 10:03:00-03","FURB","FURB","60023","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Gebien, W.","2018","07","10","Gebien, W.","146","2018","02","19","Brasil","Santa Catarina","Blumenau","interior de fragmento na rua antonio Zendrom. Início da trilha próximo à casa do coletor.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","220","220",NA,"FURB60023","FURB60023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-10-14 10:03:00-03","FURB","FURB","62139","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Guislon, A.V.; Colares, R.","2017","07","05","Guislon, A.V.; Colares, R.",NA,"2017","07","05","Brasil","Santa Catarina","Grão Pará","Parque Estadual da Serra Furada.","-49.3897222","-28.1913889","-49.3897222","-28.1913889","514","514",NA,"FURB62139","FURB62139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-07-07 08:59:33-03","FURB","FURB","980","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Goldenberg, R","2009","10","03","Sobral, M.",NA,"2002","02","08","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667","350","350",NA,"FURB30386","FURB30386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-10-14 10:03:00-03","FURB","FURB","5378","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","01","21","Valim, A.C.",NA,"2007","02","25","Brasil","Santa Catarina","Blumenau","Itoupava Norte - Próximo à WEG.","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,"FURB30390","FURB30390","34291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-07-07 08:59:33-03","FURB","FURB","3245","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Cordeiro, J","2006",NA,NA,"Thompsen, R.",NA,"2002","04","17","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB30385","FURB30385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-10-14 10:03:00-03","FURB","FURB","33535","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, A.A. de","2011","01","17","Korte, A.; Kniess, A.","4852","2010","10","29","Brasil","Santa Catarina","Biguaçu","Timbé.","-48.6902777","-27.3613889","-48.6902777","-27.3613889","75","75","Fito IFFSC 430b /O/8 Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: arbórea; Fruto com fruto;","FURB30384","FURB30384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-10-14 10:03:00-03","FURB","FURB","10178","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Goldenberg, R","2009","10","03","Souza, N.L. de; Brogni, E. & Farage-Freitas, R.","118","2009","01","15","Brasil","Santa Catarina","Águas Mornas","RPPN Rio das Lontras.","-48.8841666","-27.6258334","-48.8841666","-27.6258334","477","477",NA,"FURB30388","FURB30388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-10-14 10:03:00-03","FURB","FURB","21710","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","03","25","Dreveck, S.; Carneiro, F.E.","1604","2010","01","26","Brasil","Santa Catarina","Jaraguá do Sul","Garibaldi.","-49.1758334","-26.5522222","-49.1758334","-26.5522222","180","180","Florística IFFSC 907 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; flor botão floral marrom","FURB30394","FURB30394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-10-14 10:03:00-03","FURB","FURB","21727","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","03","23","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1246","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor botão floral","FURB30393","FURB30393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-10-14 10:03:00-03","FURB","FURB","21731","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","03","26","Stival-Santos, A.; Legal, E. & Silveira, S.","1774","2010","02","20","Brasil","Santa Catarina","Águas Mornas","Canto do Schutch.","-48.87","-27.63","-48.8700000","-27.6300000","413","413","Florística IFFSC 316 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: Fruto verde;","FURB30392","FURB30392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-10-14 10:03:00-03","FURB","FURB","23928","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","04","26","Stival-Santos, A.; Legal, E. & Silveira, S.","2119","2010","03","17","Brasil","Santa Catarina","São José","Forquilhas.","-48.6894444","-27.5402777","-48.6894444","-27.5402777","135","135","Florística IFFSC 352 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB30383","FURB30383 FURB30383_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-10-14 10:03:00-03","FURB","FURB","24118","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","04","30","Stival-Santos, A.; Legal, E. & Silveira, S.","2223","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27","-49.1400000","-27.2700000","639","639","Florística IFFSC 467 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento, beira de estrada Habito: arbusto; Fruto verde;","FURB30382","FURB30382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-10-14 10:03:00-03","FURB","FURB","24143","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, A.A. de","2010","05","03","Korte, A.; Kniess, A.","2755","2010","04","14","Brasil","Santa Catarina","José Boiteux","Rio Laeisz.","-49.5886111","-26.9119444","-49.5886111","-26.9119444","823","823","Florística IFFSC 688 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta; Fruto roxo;","FURB30395","FURB30395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-10-14 10:03:00-03","FURB","FURB","25352","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Gasper, AL de","2010","05","28","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4591","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal.","-48.78","-28.08","-48.7800000","-28.0800000","126","126","Florística IFFSC 174 (Arbusto)","FURB29456","FURB29456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-10-14 10:03:00-03","FURB","FURB","25391","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","Oliveira, AA de","2010","05","27","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4590","2010","04","30","Brasil","Santa Catarina","Paulo Lopes","Laranjal.","-48.78","-28.08","-48.7800000","-28.0800000","126","126","Florística IFFSC 174 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto;","FURB30391","FURB30391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
