"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","county","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus"
"1","2021-03-15 16:37:00-03","NY","NYBG","01212793","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","ericoides","Pouteria ericoides","T.D.Penn.","A. Alves-Araújo","A. P. da Silva","s.n.","1989","10","24","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1467086' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212793","NY01212793_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1579617","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","ericoides","Pouteria ericoides","T.D.Penn.","T. D. Pennington","M. A. de Freitas","472","1990","11","21","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792249' target='other'> <mi>dwc_moreinfo</mi></a>","NY01579617","NY01579617_01","Distrito Agropecuário, Reserva 1501, km 41 do Smithsonian/INPA, Projeto Dinâmica Biológica dos Fragmentos Florestais.","-59.74583","-2.41625","50","125",NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","01212792","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","ericoides","Pouteria ericoides","T.D.Penn.","A. Alves-Araújo","S. S. da Silva","s.n.","1989","09","27","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1467085' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212792","NY01212792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2020-08-31 08:54:50-03","INPA","INPA","214532","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","ericoides","Pouteria ericoides","T.D.Penn.","Ramos, JF","Sobreira, FCL","3","2003","09","19","Southern America","Brasil","Rondônia",NA,NA,"INPA0214532","INPA0214532 INPA0214532_e","Universidade Federal de Rondônia, Mata da Univresidade Federal de Rondônia, Campus José Ribeiro Filho.","-63.9408","-8.8339",NA,NA,"2004","05","Porto Velho","-63.9408","-8.8339",NA,NA
"5","2020-08-31 08:54:50-03","INPA","INPA","175417","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","ericoides","Pouteria ericoides","T.D.Penn.",NA,"Silva, AP da","2303.483.2","1989","10","24","Southern America","Brasil","Amazonas",NA,NA,"INPA0175417","INPA0175417 INPA0175417_e INPA0175417_e1","Distrito Agropecuário, ZF3., Ca 90 km N de Manaus, Distrito Agropecuario da Suframa, Rodovia BR-174, km 72, depois 6 km oeste da BR, Fazenda Dimona. Reserva nº 203, Arvore nº 483","-60","-2.316667",NA,NA,NA,NA,"Manaus","-60","-2.316667",NA,NA
"6","2020-08-31 08:54:50-03","INPA","INPA","192043","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","ericoides","Pouteria ericoides","T.D.Penn.","Alves-Araújo, A","Freitas, MA de","472","1990","11","21","Southern America","Brasil","Amazonas",NA,NA,"INPA0192043","INPA0192043 INPA0192043_e","Distrito Agropecuário, ZF3., Distrito Agropecuário, Reserva 1501 (Km 41) da Smithsonian/INPA","-59.833333","-2.516667","50","50","2018","12","Manaus","-59.833333","-2.516667","05",NA
"7","2020-08-31 08:54:50-03","INPA","INPA","184135","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","ericoides","Pouteria ericoides","T.D.Penn.",NA,"Cunha, NML da","386","1989","09","21","Southern America","Brasil","Amazonas",NA,NA,"INPA0184135","INPA0184135 INPA0184135_e INPA0184135_e1","Distrito Agropecuário, ZF3., Distrito Agropecuário, Reserva 1501 (Km41) da WWF/INPA. Projeto Dinâmica Biológica dos Fragmentos Florestais.","-59.716667","-2.4","50","150",NA,NA,"Manaus","-59.716667","-2.4",NA,"paratype"
"8","2020-08-31 08:54:50-03","INPA","INPA","235514","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","ericoides","Pouteria ericoides","T.D.Penn.","Alves-Araújo, A","Pereira, MJR","1301.4294","1986","10","02","Southern America","Brasil","Amazonas",NA,NA,"INPA0235514","INPA0235514 INPA0235514_e INPA0235514_num","Distrito Agropecuário, ZF3, Distrito Agropecuário da SUFRAMA, Rodovia BR-174, Km 64, depois 23 Km Leste na ZF3, Fazenda Esteio. Reserva No. 1301. Mata de terra firme sobre latossolo amarelo, amostras não analisadas.","-59.85","-2.383333",NA,NA,"2018","12","Manaus","-59.85","-2.383333","05",NA
