"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","relatedCatalogItem"
"48","2015-09-03 18:44:08-03","MNHN","RECOLNAT_MNHN_P","P02025374","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Kuhlmann, M.",NA,"1939","8","30",NA,"Brasil","Paraná",NA,"Caiobá.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02025374' target='other'> <mi>dwc_moreinfo</mi></a>","P02025374","P02025374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-10-01 14:25:37-03","JBB","HEPH","25989","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Giordano, LC; Guimarães, EF","1371","1992","07","04","Southern America","Brasil","Rio de Janeiro",NA,"APA-Cairuçú, Paraty (RJ). Laranjeiras, Caminho para a Praia do Sono, após 2ª porteira, Fazenda Santa Maria",NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,"11",NA,NA,NA,"100","100",NA,NA,NA,NA
"50","2020-10-01 14:25:37-03","JBB","HEPH","26001","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Borges, RAX","176","2006","07","12","Southern America","Brasil","Minas Gerais","Pains","Mineração Vale do São Miguel","-45.673889","-20.357222",NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,"-45.673889","-20.357222","688","688",NA,NA,NA,NA
"51","2020-10-01 14:25:37-03","JBB","HEPH","25924","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Martinelli, G","11027","1985","05","14","Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, Cia Vale do Rio Doce. Floresta SA, estrada 211","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"2011","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-10-01 14:25:37-03","JBB","HEPH","25998","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Guimarães, EF","1773","2005","09","09","Southern America","Brasil","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459",NA,"Frequente. Pendentes formam as vezes populações coletada crescendo á margem do Rio Formoso",NA,NA,NA,"2007","71352","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-10-01 14:25:37-03","JBB","HEPH","25999","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Guimarães, EF","1774","2005","09","10","Southern America","Brasil","Mato Grosso do Sul","Bonito","Estância Mimosa, Cachoeira do Sol","-56.4818992614746","-21.1210994720459",NA,"Frequente",NA,NA,NA,"2007","71352","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-01 14:25:37-03","JBB","HEPH","25913","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Carvalho-Silva, M","438","2005","11","14","Southern America","Brasil","Minas Gerais","São Lourenço","Parque das Fontes de São Lourenço, próximo ao sanitário caminho Parque II","-45.0544013977051","-22.1163997650146",NA,"Bastante frequente",NA,NA,NA,"2005","7500","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-01 14:25:37-03","JBB","HEPH","26012","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Guimarães, EF","Dantas, HG","623","2004","04","22","Southern America","Brasil","Rio de Janeiro","Armação de Búzios","Olho do boi","-41.8816986083984","-22.7469005584717",NA,NA,NA,NA,NA,"2007","12927","auto","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-01 14:25:37-03","JBB","HEPH","25930","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Martinelli, G","5626","1979","01","15","Southern America","Brasil","Rio de Janeiro","Cabo Frio","Restinga da praia Rasa, em direção a Barra de São João","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,"2007","40069","auto","11",NA,NA,NA,"10","10",NA,NA,NA,NA
"57","2020-10-01 14:25:37-03","JBB","HEPH","25992","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Giordano, LC; Guimarães, EF","1493","1992","07","09","Southern America","Brasil","Rio de Janeiro","Parati","Distrito, caminho para a Toca do Ouro, mata acima do Sítio do Sr. Veloso","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,"2007","34470","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-01 14:25:37-03","JBB","HEPH","26007","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Campos, MD","25","1994","08","03","Southern America","Brasil","Rio de Janeiro","Parati","Estrada para o Rio dos Meros a ca 1km da estrada Rio/Santos","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,"2007","34470","auto","11",NA,NA,NA,"160","160",NA,NA,NA,NA
"59","2020-10-01 14:25:37-03","JBB","HEPH","26016","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Konno, TUP; Marquete, R","399","1993","12","08","Southern America","Brasil","Rio de Janeiro","Parati","Laranjeiras Caminho para Praia do Sono","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,"2007","34470","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-01 14:25:37-03","JBB","HEPH","26029","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Benarrosh, S","19","1994","08","03","Southern America","Brasil","Rio de Janeiro","Parati","Local Estrada do Rio dos Meros","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,"2007","34470","auto","11",NA,NA,NA,"20","20",NA,NA,NA,NA
"61","2021-03-19 17:59:02-03","UFMG","BHCB","201487","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Paula, LCP; Silva, AP","51","2019","09","26","Southern America","Brasil","Mato Grosso do Sul","Jateí","Parque Estadual das Várzeas do Rio Ivinhema","-53.675833","-22.900278",NA,"Trepadeira; Mata paludosa","BHCB201487","BHCB201487",NA,"2021",NA,NA,"03","05","-53.675833","-22.900278","229","229",NA,NA,NA,NA
"62","2020-12-11 11:40:08-03","UFMG","BHCB","43109","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:40:08-03","UFMG","BHCB","82056","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Melo, PHA de; Carvalho, FA; Ranieri, BD; Souza, DT; Lana, TC","671","2003","05","26","Southern America","Brasil","Minas Gerais","Iguatama","Fazenda Faroeste, Margem esquerda do Rio São Miguel.","-45.669167","-20.256389",NA,"Herbácea escandente, epífita, espiga verde.; Borda de mata calcária.","BHCB052626",NA,NA,"2019",NA,NA,"10","14","-45.669167","-20.256389","700","800",NA,NA,NA,NA
"64","2020-12-11 11:40:08-03","UFMG","BHCB","85294","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Salino, A; Mota, RC da; Mota, NFO; Melo, PHA de","9213","2003","10","10","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, fazenda Duas Barras; próximo a divisa com o estado da Bahia. Floresta Ombrófila Densa Montana entre 750-850m de altitude.;","-40.057611","-16.404583",NA,"Erva hemiepífita na mata; inflorescências imaturas verdes.. Coordenadas originais: 16º24'16,5S; 40º03'27,4W","BHCB048320",NA,NA,NA,NA,NA,NA,NA,"-40.057611","-16.404583",NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:40:08-03","UFMG","BHCB","78278","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Melo, PHA de; Viana, PL","8","2002","08","08","Southern America","Brasil","Minas Gerais","Pains","Fazenda Massambará.","-45.6613998413086","-20.3705997467041",NA,"Sobre afloramento calcáreo. Herbácea escandente.",NA,NA,NA,NA,"18263","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:40:08-03","UFMG","BHCB","34314","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:40:08-03","UFMG","BHCB","22717","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Lombardi, JA","s.n.","1993","07","16","Southern America","Brasil","Minas Gerais","Marliéria","Parque Florestal Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","2869505","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","R. Callejas","Gert G. Hatschbach","Hatschbach 42574","1979","11","22","South America","Brazil","Paraná",NA,"Rio Bom Sucesso (mun. Cerro Azul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2011-11-23 16:23:00-02","MO","MOBOT","2979473","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","R. Callejas","Ramiro Fonnegra G.","Fonnegra G. 8949","2006","3","12","South America","Colombia","Antioquia","Medellín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1470.00000000",NA,NA,NA,NA,NA
"70","2018-05-17 05:28:00-03","MO","MOBOT","2233397","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Biganzoli, F.","María E. Múlgura|F. Biganzoli|H. Illarraga|Andrea S. Vega","Múlgura 1638","1997","12","8","South America","Argentina","Misiones","San Ignacio","Parque provincial Teyucuaré, senda hacia casa del alemán","-55.55","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2009-07-09 17:05:00-03","MO","MOBOT","2479275","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Gert G. Hatschbach","Hatschbach 7422","1960","10","5","South America","Brazil","Paraná",NA,"Cerro Azul. Ribeirão do Veado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2013-04-08 13:03:00-03","MO","MOBOT","100582308","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Ricardo Callejas|Gert G. Hatschbach|J.M. Silva|Clovis Ramos","Callejas Posada 1916","1983","12","14","South America","Brazil","Mato Grosso do Sul","Amambaí","20 km NO de Amambai, sobre la estrada Amambai-Ponta Porá. Rio Amambai.","-55.55","-22.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","690552","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","R. Callejas (HUA)","Martín E. Timaná","Timaná 1891","1991","7","19","South America","Peru","Madre de Dios","Tambopata","Las Piedras. Cusco Amazónico, Inventario Permanente. Bosque húmedo tropical. Levemente modificado. Plantas colectadas en Zona 2, Plot E y U. Bosque estacionalmente inundable, levemente perturbado.","-69.05","-12.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,"76","3",NA
"74","2018-05-17 05:28:00-03","MO","MOBOT","2252368","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Sessé & Moc.","Biganzoli, F.","María E. Múlgura|F. Biganzoli|Paola Peralta|M.A. Romero","Múlgura 2094","2000","9","19","South America","Argentina","Misiones","San Ignacio","Finca Osonunú, mirador nº4","-55.56666","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA
"75","2011-02-19 19:52:00-02","MO","MOBOT","2339354","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Sessé & Moc.","Biganzoli, F.","F. Biganzoli|Diego Giraldo-Cañas","Biganzoli 411","1998","9","29","South America","Argentina","Misiones","San Ignacio","Parque Provincial Teyú Cuaré. Alrededores de la casa de Le Noble",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-07-10 09:48:47-03","MBML","MBML-HERBARIO","12810",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","M. Carvalho Silva/X-2008","C. N. de Fraga","170","1995","05","01",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha","-40.422222","-20.605278",NA,"Formação de mata seca. Epífita com inflorescência verde, folhas suculentas.","MBML012810",NA,NA,NA,NA,NA,NA,NA,"40W25'20","20S36'19",NA,NA,NA,NA,NA,NA
"77","2020-06-15 15:31:08-03","UNESP-RC","HRCB","56309","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst","G.M. Marcusso","Lombardi",NA,NA,NA,NA,NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,"54º23'20.2W","25º35'42.3S",NA,NA,NA,NA,NA,NA
"78","2020-06-15 15:31:08-03","UNESP-RC","HRCB","13377","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst","G.M. Marcusso","Ribeiro",NA,NA,NA,NA,NA,"Brasil","São Paulo","Rio Claro",NA,"-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-06-15 15:31:08-03","UNESP-RC","HRCB","10803","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst","G.M. Marcusso","Furlan",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-06-15 15:31:08-03","UNESP-RC","HRCB","11047","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst","G.M. Marcusso","Ribeiro",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-06-15 15:31:08-03","UNESP-RC","HRCB","17609","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst","G.M. Marcusso","Assis",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,"-45.083333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45º05'W","23º24'S",NA,NA,NA,NA,NA,NA
"82","2020-06-15 15:31:08-03","UNESP-RC","HRCB","48981","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Lombardi","7041","2007","12","04",NA,"Brasil","São Paulo","Jundiaí",NA,"-46.935778","-23.230444",NA,"borda da trilha. Erva rupícola, carnosa, em afloramento, caule jovem, pecíolo e pedúnculo avermelhados, inflorescências ocre",NA,NA,NA,NA,NA,NA,NA,NA,"46º56'08.8W","23º13'49,6S","850","850",NA,NA,NA,NA
"83","2019-06-10 10:11:25-03","FZB-BH","BHZB","7354","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida",NA,"E.F.Guimarães","Felix, D.F.","411","2009","01","09",NA,"Brasil","MG","Belo Horizonte","FZBBH/ Coleção de Mata Atlântica","-43.937801361084","-19.9207992553711",NA,"MAT 309.Anteriormente coletada no Parque estadula do Rio Doce ( PERD)Cultivado..Anteriormente identificada como Peperomia sp.",NA,NA,NA,"2015","17082","auto","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","2369966","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"R. Braga & R. Lange","114","1959","10","29","South America","Brazil","Paraná","Cruzeiro do Oeste","Serra Dourada. Rio Juaí","-53.073299407959","-23.7849998474121",NA,NA,"US01334583","US01334583_01",NA,NA,"32572","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"85","2020-09-02 16:35:44-03","Cenargen","CEN","109963","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","B. M. T. Walter","Bruno Machado Teles Walter","6938","2019","03","12",NA,"Brasil","MS","BONITO","Parque Nacional da Serra da Bodoquena. Trilha da Marambaia. Cerca de 29 km a noroeste de Bonito.","-56.711666","-20.970833","Exsicatas","Inflorescência verde. Toda a planta com coloração verde. A espécie é essencialmente rupícola no local (em sub-populações adensadas), mas vegeta bem na porção baixa de fustes de árvores maiores.","CEN00109963","CEN00109963",NA,"2019",NA,NA,"07",NA,"-56.711666","-20.970833","685","685",NA,NA,"3",NA
"86","2019-11-13 11:28:19-03","USP","SPF","104275","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Melo, E","PCD1375","1994","11","24",NA,"Brasil","Bahia","Lençóis","Serra da Chapadinha","-41.416667","-12.45",NA,NA,"SPF00104275","SPF00104275",NA,"2007",NA,NA,"11",NA,"-41.416667","-12.45","750","750",NA,NA,NA,NA
"87","2019-11-13 11:28:19-03","USP","SPF","191228","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Carvalho-Silva, M","326","2004","10","11",NA,"Brasil","Rio de Janeiro","Paraty","Estrada Paraty para morro do Corisco.","-44.775278","-23.243333",NA,NA,"SPF00191228","SPF00191228",NA,NA,NA,NA,NA,NA,"-44.775278","-23.243333","75","75",NA,NA,NA,NA
"88","2019-11-13 11:28:19-03","USP","SPF","18490","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Pirani, JR","CFCR1618","1981","07","21",NA,"Brasil","Bahia","Mucugê","Estrada Andaraí-Mucugê, próximo ao rio Paraguaçu.","-41.3708000183105","-13.0052995681763",NA,NA,"SPF00018490","SPF00018490",NA,"2007","52493","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:28:19-03","USP","SPF","38113","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Pirani, JR","965","1984","09","06",NA,"Brasil","São Paulo","Ribeira","SP-250, estrada para Apiaí.","-49","-24.6499996185303",NA,NA,"SPF00038113","SPF00038113",NA,"2007","17907","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-10-07 09:23:23-03","UEFS","HUEFS","106302","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","M.Carvalho-Silva","Conceição, A.A.","1733","2006","02","19",NA,"Brasil","Bahia","Lençóis","Cachoeira do Brejão.","-41.383333","-12.583333",NA,NA,"HUEFS0106302","HUEFS0106302",NA,"2009",NA,NA,"06",NA,"41W23'","12S35'",NA,NA,"Magnolianae",NA,NA,NA
"91","2021-03-04 11:16:16-03","UEFS","HUEFS","21100","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","M.Carvalho-Silva","Melo, E.","PCD1375","1994","11","24",NA,"Brasil","Bahia","Lençóis","Serra da Chapadinha.","-41.416667","-12.45",NA,"Afloramentos rochosos.","HUEFS0021100","HUEFS0021100",NA,"2007",NA,NA,"11",NA,"41W25'","12S27'","750","750","Magnolianae",NA,NA,NA
"92","2019-10-07 09:23:23-03","UEFS","HUEFS","35894","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Lombardi, J.A.","2412","1998","09","19",NA,"Brasil","Minas Gerais","Marliéria","Parque estadual do Rio Doce, trilha da Campolina.","-42.516389","-19.704444",NA,"Mata Atlântica.","HUEFS0035894","HUEFS0035894",NA,NA,NA,NA,NA,NA,"42W30'59''","19S42'16''",NA,NA,"Magnolianae",NA,NA,NA
"93","2019-10-07 09:23:23-03","UEFS","HUEFS","52224","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","M.Carvalho-Silva","Ribeiro-Filho, A.A.","228","2001","02","26",NA,"Brasil","Bahia","Mucugê","Projeto Sempre Viva.","-41.3708000183105","-13.0052995681763",NA,"Campo rupestre.","HUEFS0052224","HUEFS0052224",NA,"2009","52493","auto","06",NA,NA,NA,NA,NA,"Magnolianae",NA,NA,NA
"94","2019-01-25 15:44:17-02","IAC","IAC","2893","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","M. Carvalho-Silva","S. Trevisan","s/nº","1938","11","06",NA,"Brasil","São Paulo","Campinas","Fazenda Riqueza, Joaquim Egídio","-47.0608","-22.9056",NA,NA,NA,NA,NA,"2006",NA,NA,"10","06","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA
"95","2019-01-25 15:44:17-02","IAC","IAC","29017","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","M. Carvalho-Silva","L.C. Bernacci et al.","398","1994","06","16",NA,"Brasil","São Paulo","Monte Alegre do Sul","IAC, Estação Experimental, área nativa","-46.668492","-22.694886",NA,NA,NA,NA,NA,"2007",NA,NA,"11","16","-46.668492","-22.694886",NA,NA,NA,NA,NA,NA
"96","2019-01-25 15:44:17-02","IAC","IAC","29815","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","M. Carvalho-Silva","L.C. Bernacci et al.","1072","1995","01","11",NA,"Brasil","São Paulo","Pariquera-Açu","Rodovia a partir da BR 116 para a cidade","-47.8811","-24.715",NA,NA,NA,NA,NA,"2007",NA,NA,"11","11","-47.8811","-24.7150",NA,NA,NA,NA,NA,NA
"97","2019-01-25 15:44:17-02","IAC","IAC","31160","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","M. Carvalho-Silva","R.A. Figueiredo","17",NA,NA,NA,NA,"Brasil","São Paulo","Campinas","Reserva de Santa Genebra","-47.0608","-22.9056",NA,NA,NA,NA,NA,"2007",NA,NA,"11","15","-47.0608","-22.9056",NA,NA,NA,NA,NA,NA
"98","2020-07-23 12:17:58-03","CEPLAC","CEPEC","70466","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida",NA,"E. F. Guimarães","E. de Melo","1375","1994","11","24",NA,"Brasil","Bahia","LENÇÓIS","Serra da Chapadinha.","-41.416667","-12.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W25'0","12S27'0",NA,NA,NA,NA,NA,"30/12/1996"
"99","2020-07-23 12:17:58-03","CEPLAC","CEPEC","23749","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida",NA,"E. F. Guimarães","J. L. Hage","503","1981","03","04",NA,"Brasil","Bahia","ILHÉUS","CEPEC. Quadra D.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,"0*0'0","0*0'0",NA,NA,NA,NA,NA,"30/01/1996"
"100","2020-11-04 17:30:14-03","UEM","HUEM","29684","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","615","2015","06","17",NA,"Brasil","Paraná","Ortigueira/Telêmaco Borba","UHE Mauá,","-50.701389","-24.063333",NA,"Epífita.","HUEM000009858","HUEM000009858",NA,NA,NA,NA,NA,NA,"-50.701389","-24.063333",NA,NA,NA,NA,NA,NA
"101","2020-11-04 17:30:14-03","UEM","HUEM","25893","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Elsie F. Guimarães","Milaneze-Gutierre, MA","s.n.","2013","04","12",NA,"Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.583333","-24.35",NA,"Cerscimento muito rápido.","HUEM000020154","HUEM000020154",NA,"2015",NA,NA,NA,NA,"-50.583333","-24.35",NA,NA,NA,NA,NA,NA
"102","2020-11-04 17:30:14-03","UEM","HUEM","30548","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","796","2016","05","23",NA,"Brasil","Paraná","Telêmaco Borba","UHE Mauá, Caminho para a PCN Getúlio Vargas","-50.707222","-24.061944",NA,"Terrícola","HUEM000011522","HUEM000011522",NA,"2016",NA,NA,"09",NA,"-50.707222","-24.061944",NA,NA,NA,NA,NA,NA
