"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"51","2015-09-05 03:19:59-03","MNHN","RECOLNAT_MNHN_P","P05094957","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg",NA,"Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"1977","3","28",NA,"Brasil","Bahia",NA,"Serra do Rio de Contas. Between 2.5 and 5 km S of the Vila do Rio de Contas on side road to W of the road to Livramento, leading to the Rio Brumado.","-41.83333","-13.6","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094957' target='other'> <mi>dwc_moreinfo</mi></a>","P05094957","P05094957_01","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20089",NA,NA,NA
"52","2015-09-05 03:19:59-03","MNHN","RECOLNAT_MNHN_P","P05094958","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg",NA,"Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"1977","3","22",NA,"Brasil","Bahia",NA,"Serra do Rio de Contas. About 2 km N of the town of Vila do Rio de Contas in flood plain of the Rio Brumado.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094958' target='other'> <mi>dwc_moreinfo</mi></a>","P05094958","P05094958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19833",NA,NA,NA
"53","2015-09-05 03:19:59-03","MNHN","RECOLNAT_MNHN_P","P05094959","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg",NA,"Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.",NA,"1977","3","22",NA,"Brasil","Bahia",NA,"About 2km N of the town of Vila do Rio de Contas in flood palin of the Rio Brumando with riverine and chiefly herbaceous weedy vegetation.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05094959' target='other'> <mi>dwc_moreinfo</mi></a>","P05094959","P05094959_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19833",NA,NA,NA
"54","2020-10-01 14:24:03-03","JBB","HEPH","6805","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Faria, JEQ","Salles, AEH","1483","1989","10","24","Southern America","Brasil","Minas Gerais","Paracatu","80km de Paracatu -Minas Gerais, Reserva da Campo","-46.874698638916","-17.2222003936768",NA,NA,NA,NA,NA,NA,"2013",NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-10-01 14:24:03-03","JBB","HEPH","6820","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Faria, JEQ","Salles, AEH","1499","1989","11","06","Southern America","Brasil","Minas Gerais","Paracatu","80km de Paracatu - Reserva da Campo","-46.874698638916","-17.2222003936768",NA,"Flores perfumadas",NA,NA,NA,NA,"2013",NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:39:11-03","UFMG","BHCB","113305","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg",NA,"Nicolau, SA; Uzuele, W; Nolasco, C","2422","1998","02","21","Southern America","Brasil","São Paulo","Luiz Antonio","Várzea do Jenipapo, Área da Votorantim Papel e Celulose S. A., margens do Rio Mogi Guaçu, a montante.",NA,NA,NA,"Herbácea ca. 2,5m alt. Frutos atropurpúreos.","BHCB010317","BHCB010317",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:39:11-03","UFMG","BHCB","200118","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg",NA,"Rezende, SG","7199","2019","04","10","Southern America","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.377778","-19.847778",NA,"Arvoreta; Campo Rupestre sobre Quartzito Arbustivo","BHCB200118",NA,"890","890",NA,NA,NA,NA,NA,"-43.377778","-19.847778",NA,NA,NA,NA,NA
"58","2020-12-11 11:39:11-03","UFMG","BHCB","200119","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg",NA,"Rezende, SG","7200","2019","04","23","Southern America","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.377778","-19.847778",NA,"Arvoreta; Campo Rupestre sobre Quartzito Arbustivo","BHCB200119",NA,"890","890",NA,NA,NA,NA,NA,"-43.377778","-19.847778",NA,NA,NA,NA,NA
"59","2020-12-11 11:39:11-03","UFMG","BHCB","23708","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg",NA,"Tameirão Neto, E; Werneck, MS","773","1991","12","14","Southern America","Brasil","Minas Gerais","Bonsucesso","Fazenda Mundo Novo, Mata.",NA,NA,NA,"Arbóreo.","BHCB010316","BHCB010316",NA,NA,"1996","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","800960","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg","B.K. Holst (SEL)","William J. Hahn","Hahn 2710","1984","8","4","South America","Paraguay","Alto Paraguay",NA,"35 km N of Caapucu. Arroyo Apichapa. Riparian forest and surrounding shrubs in valley of open grassland.","-57.16666","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-41","9",NA,NA
"61","2011-08-11 08:34:00-03","MO","MOBOT","100320437","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg","I. Lucas & Arujo","J. de Egea Juvinel","de Egea Juvinel 623","2004","10","26","South America","Paraguay","Presidente Hayes",NA,"Estancia Santa Asunción. Bosque mesoxerofítico, suelo limoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"62","2016-11-15 05:15:00-02","MO","MOBOT","2255761","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg",NA,"Antonio C. Krapovickas|et al.","Krapovickas 21654","1972","2","19","South America","Argentina","Corrientes","Paso de los Libres","Laguna Mansa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2011-02-18 21:13:00-02","MO","MOBOT","2289017","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg","Tressens, S. G., //","Sara G. Tressens|M. Silvia Ferrucci|Anita Radovancich","Tressens 3852","1991","2","13","South America","Argentina","Corrientes","Santo Tomé","Ayo. Chimiray, 10 Km SE de Azara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2011-06-09 17:35:00-03","MO","MOBOT","310169","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg","N. Snow (GREE)","Elsa M. Zardini|Tulio Tillería","Zardini 37449","1993","11","18","South America","Paraguay","Concepción",NA,"Paso Horqueta: Río Aquidaban. Gallery forest.","-57.33333","-23.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"854","4",NA,NA
"65","2014-03-26 20:21:00-03","MO","MOBOT","3189373","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg","M. Sobal, Ago","I.M. Vavrek","Vavrek 701","1982","6","26","South America","Paraguay","Central",NA,"Ñemby. Cerca del Arroyo Ñemby y la Ruta. Exp. media sombra, suelo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-07-05 21:14:00-03","MO","MOBOT","3219470","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg","F. F. Mazine, May","G. Placci","Placci 180","1991","10","21","South America","Argentina",NA,NA,"Parque Nac. Iguazú; zona Macuro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-03-19 22:07:00-03","MO","MOBOT","3414744","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg",NA,"E.A. Rodrigues","Rodrigues 253","1994","12","19","South America","Brazil","São Paulo",NA,"Jaboticabal, Fazenda Santa Isabel, na margem do Rio Mogi Guacu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","311879","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg","N. Snow (GREE)","Elsa M. Zardini|R. Velázquez","Zardini 16846","1989","12","14","South America","Paraguay","Paraguarí",NA,"Northern part of Lake Ypoá basin, 12.6 km SE of Nueva Italia, southern border of Bañado on Arroyo Cañabe basin. Cerrado forest.","-57.38333","-25.63333",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"212","5",NA,NA
"69","2015-08-13 05:50:00-03","MO","MOBOT","100265560","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vincifolia","Eugenia vincifolia","O. Berg","M. Sobral","R.M. Harley","Harley 16719","1974","3","4","South America","Brazil","Bahia",NA,"16 km NW of Lagoinha (which is 5.5 km SW of Delfino) on side road to Minas do Mimoso.","-41.3333333","-10.3666667",NA,NA,NA,NA,"950.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"70","2015-08-13 05:50:00-03","MO","MOBOT","100265544","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vincifolia","Eugenia vincifolia","O. Berg","M. Sobral","R.M. Harley","Harley 19833","1977","3","22","South America","Brazil","Bahia",NA,"About 2 km N of the town of Vila do Rio de Contas in flood plain of the Rio Brumado with riverine and chiefly herbaceous weedy vegetation.","-41.8333333","-13.5666667",NA,NA,NA,NA,"980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"71","2015-08-13 05:50:00-03","MO","MOBOT","100265547","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vincifolia","Eugenia vincifolia","O. Berg","M. Sobral","R.M. Harley","Harley 20089","1977","3","28","South America","Brazil","Bahia",NA,"Between 2.5 and 5 km. S. of the Vila do Rio de Contas on side road to W. of the road to Livramento, leading to the Rio Brumado. Rocky riverside with rapids, riverine vegetation, cerrado with sandstone outcrops and some grassland areas subject to flooding but dry at time of collection.","-41.8333333","-13.6",NA,NA,NA,NA,"980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"72","2019-06-12 09:07:06-03","UFSM","HDCF","6379","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Figueira, M","Figueira, M; Schindler, B; Favarin, J A S","110","2012","11","04","América","Brasil","Rio Grande do Sul","Restinga Seca","rio Vacacaí","-53.542222","-29.868611",NA,"Arvoreta, ocasional a frequente, altura ca. de 4 m, casca externa um pouco áspera, flores com pétalas brancas; Floresta Estacional Subtropical Ribeirinha do Domínio Atlântico, relevo suave, solo arenoso",NA,NA,"45","45","2012","11","04",NA,NA,"-53.542222","-29.868611",NA,NA,NA,NA,NA
"73","2019-03-29 10:41:33-03","UFSM","HDCF","6432","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Figueira, M.","Longhi, S. J.",NA,"2003","11","15","América","Brasil","Rio Grande do Sul","Manoel Viana","Recanto do Ibicuí (mata ciliar)","-55.4827995300293","-29.5891990661621",NA,NA,NA,NA,NA,NA,"2016","04","14","43920","auto",NA,NA,NA,NA,NA,NA,NA
"74","2019-03-29 10:41:33-03","UFSM","HDCF","4023","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Figueira, M.","?",NA,"1990","02","01","América","Brasil","Rio Grande do Sul","São Francisco de Assis",NA,"-55.1310997009277","-29.5503005981445",NA,"Coletado as margens do Rio Ibicuí-Mirim. 2",NA,NA,NA,NA,"2015","04","22","48310","auto",NA,NA,NA,NA,NA,NA,NA
"75","2019-03-29 10:41:33-03","UFSM","HDCF","4031","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg",NA,"Machado, P. F. S.",NA,"1990","02","02","América","Brasil","Rio Grande do Sul","São Francisco de Assis",NA,"-55.1310997009277","-29.5503005981445",NA,"Coletado as margens do Rio Ibicuí-Mirim",NA,NA,NA,NA,NA,NA,NA,"48310","auto",NA,NA,NA,NA,NA,NA,NA
"76","2019-03-29 10:41:33-03","UFSM","HDCF","4029","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg",NA,"?",NA,"1990","02","01","América","Brasil","Rio Grande do Sul","São Francisco de Assis",NA,"-55.1310997009277","-29.5503005981445",NA,"Coletado as margens do Rio Ibicuí-Mirim",NA,NA,NA,NA,NA,NA,NA,"48310","auto",NA,NA,NA,NA,NA,NA,NA
"77","2016-09-05 16:03:05-03","UFSM","HDCF","2387","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Marchiori, J. N. C.","Marchiori, J. N. C.","408","1986","08","01","América","Brasil","Rio Grande do Sul","São Vicente do Sul",NA,"-54.6794013977051","-29.6916999816895",NA,"Várzea do rio Ibicuí. Árvore pequena. Madeira coletada (X-475). 1",NA,NA,NA,NA,"1986","08","14","42672","auto",NA,NA,NA,NA,NA,NA,NA
"78","2019-03-29 10:41:33-03","UFSM","HDCF","4016","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Figueira, M.","Tabarelli, M.",NA,"1989","12",NA,"América","Brasil","Rio Grande do Sul","Alegrete",NA,"-55.7919006347656","-29.7831001281738",NA,"Coletado as margens do Rio Ibicuí. 19",NA,NA,NA,NA,"2015","04","22","89305","auto",NA,NA,NA,NA,NA,NA,NA
"79","2016-09-05 16:03:05-03","UFSM","HDCF","4218","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Sobral, M.","Araújo, M. M.","32","2000","01","08","América","Brasil","Rio Grande do Sul","Cachoeira do Sul",NA,"-52.8939018249512","-30.0391998291016",NA,"Seringa. Mata ciliar. Tese da coletora",NA,NA,NA,NA,"2001","10","15","71201","auto",NA,NA,NA,NA,NA,NA,NA
"80","2019-03-29 10:41:33-03","UFSM","HDCF","4020","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Figueira, M.","?",NA,"1990","02","01","América","Brasil","Rio Grande do Sul","São Francisco de Assis",NA,"-55.1310997009277","-29.5503005981445",NA,"Coletado as margens do Rio Ibicuí-Mirim. 1",NA,NA,NA,NA,"2015","04","22","48310","auto",NA,NA,NA,NA,NA,NA,NA
"81","2016-09-05 16:03:05-03","UFSM","HDCF","1957","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Sobral, M.","Marchiori, J. N. C.","5","1985","12","26","América","Brasil","Rio Grande do Sul","São Vicente do Sul","Ponte do Rio Ibicuí","-54.6794013977051","-29.6916999816895",NA,"Árvore na mata de galeria",NA,NA,NA,NA,"1985","12","26","42672","auto",NA,NA,NA,NA,NA,NA,NA
"82","2019-06-12 09:07:06-03","UFSM","HDCF","6815","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Figueira, M","Figueira, M; Fávero, A A; Uberti, G M; Dreyer, J B B","169","2013","03","02","América","Brasil","Rio Grande do Sul","São Sepé","mata ribeirinha, rio Vacacaí","-53.658222","-29.893639",NA,"Arvoreta, ocasional, sub-bosque, aprox. 5 m de altura, frutos globosos, vináceos.Coletado dentro da parcela (trabalho de dissertação do coletor); Floresta Estacional Subtropical Ribeirinha do Domínio Atlântico, relevo suave, solo arenoso",NA,NA,"50","50","2013","03","02",NA,NA,"-53.658222","-29.893639",NA,NA,NA,NA,NA
"83","2019-03-29 10:41:33-03","UFSM","HDCF","6413","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Figueira, M.","Longhi, S. J.",NA,"2003","11","15","América","Brasil","Rio Grande do Sul","Manoel Viana",NA,"-55.4827995300293","-29.5891990661621",NA,NA,NA,NA,NA,NA,"2016","04","14","43920","auto",NA,NA,NA,NA,NA,NA,NA
"84","2016-09-05 16:03:05-03","UFSM","HDCF","2391","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Marchiori, J. N. C.","Marchiori, J. N. C.","412","1986","08","01","América","Brasil","Rio Grande do Sul","São Vicente do Sul",NA,"-54.6794013977051","-29.6916999816895",NA,"Árvore pequena. Em mata ciliar do Ibicuí. Mad. Coletada. 5",NA,NA,NA,NA,"1986","10","06","42672","auto",NA,NA,NA,NA,NA,NA,NA
"85","2020-08-31 09:07:39-03","INPA","INPA","266945","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Sobral, MEG","Konopczyk, RMG","s.n.","2013","11","08","Southern America","Brasil","São Paulo","Porto Ferreira","Parque Estadual de Porto Ferreira, Várzea do rio Mogi Guaçu.","-47.438017","-21.854897",NA,NA,"INPA0266945",NA,"529","529",NA,NA,NA,NA,NA,"-47.438017","-21.854897",NA,NA,NA,NA,NA
"86","2021-03-04 11:05:52-03","UFRB","HURB","5697","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg",NA,"Lucas, E.; Aona, L.Y.S; Biggs, N.; Jardim, J.G.; Mazine, F.F.; Victor Júnior, V.V.; Costa, G.","1197","2013","03","13",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papua, APA do Pratigi, descida da parcela 3 antes do córrego 01;","-39.465833","-13.916111",NA,NA,"HURB000005697",NA,NA,NA,NA,NA,NA,NA,NA,"39°27'57 W","13°54'58 S",NA,NA,NA,NA,NA
"87","2021-03-04 11:05:52-03","UFRB","HURB","5700","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg",NA,"Lucas, E.; Aona, L.Y.S; Biggs, N.; Jardim, J.G.; Mazine, F.F.; Victor Júnior, V.V.; Costa, G.","1191","2013","03","13",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papua, APA do Pratigi, descida da parcela 3 antes do córrego 01;","-39.465833","-13.916111",NA,NA,"HURB000005700",NA,NA,NA,NA,NA,NA,NA,NA,"39°27'57 W","13°54'58 S",NA,NA,NA,NA,NA
"88","2017-11-24 14:11:43-02","UFLA","ESAL","19995","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Ary T. Oliveira Filha; Eduardo Van den B","Pereira, IM","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bocaina de Minas","Maciço do Itatiaia, floresta ambrofila Densa","-44.3946990966797","-22.1674995422363",NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA,NA,NA
"89","2017-11-24 14:11:43-02","UFLA","ESAL","14296","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","M.Sobral","Tameirão Neto, E; et al.","773",NA,NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","Fazenda Mundo Novo","-44.7580986022949","-21.0331001281738",NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA
"90","2017-11-24 14:11:43-02","UFLA","ESAL","12505","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","M.Sobral","Vilela, EA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","Macaia, Mata Botelho","-44.7580986022949","-21.0331001281738",NA,"árvore; 7,5; ;; floresta",NA,NA,NA,NA,NA,NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA
"91","2017-11-24 14:11:43-02","UFLA","ESAL","12514","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","M.Sobral","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus","Fazenda Patrimônio",NA,NA,NA,"árvore; ; creme;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-11-24 14:11:43-02","UFLA","ESAL","12515","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","M.Sobral","Pereira, SC; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus","Fazenda Patrimônio",NA,NA,NA,"árvore; 3,5; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-11-24 14:11:43-02","UFLA","ESAL","16881","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Ary T.O.Filho","Botrel, RT","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ingaí",NA,"-44.9171981811523","-21.4011001586914",NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA
"94","2017-11-24 14:11:43-02","UFLA","ESAL","20583","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","J.E.Q.Faria","Silva, AC da","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","São Sebastião da Bela Vista",NA,"-45.7541999816895","-22.159200668335",NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,"13705","auto",NA,NA,NA,NA,NA,NA,NA
"95","2017-11-24 14:11:43-02","UFLA","ESAL","20580","S","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","J.E.Q. Faria","Silva, AC da","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","São Sebastião da Bela Vista",NA,"-45.7541999816895","-22.159200668335",NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,"13705","auto",NA,NA,NA,NA,NA,NA,NA
"96","2019-12-19 11:19:50-03","UFG","UFG","13045","S","Plantae",NA,NA,"Myrtaceae","Eugenia","vincifolia","Eugenia vincifolia","O. Berg","Matos, J.","Abruzzi, M.L.","602","1982","04","06",NA,"Brasil","Rio Grande do Sul","Butiá",NA,"-51.9622001647949","-30.1196994781494",NA,NA,"UFG0013045","UFG0013045",NA,NA,"1982","07","10","39953","auto",NA,NA,NA,NA,NA,NA,NA
"97","2021-01-26 13:56:41-03","IMA","MAC","17833","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","M.Figueira","S.A.Nicolau; M.D.Beraldo; et al.","2132","1999","12","16",NA,"Brasil","São Paulo","Cajuru","Cajuru, Beira do Rio Prado, Fazenda Santa Carlota.","-36.225833","-9.701944",NA,"Arbusto ca. de 4 m de altura. Botões esverdeados.","MAC0017833","MAC0017833",NA,NA,"2017","03","14",NA,NA,"-36.225833","-9.701944",NA,NA,NA,NA,NA
"98","2021-03-01 11:49:29-03","UFPE","UFP","86810","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Sobral, M","Konopczyk, RMG; Sabino, GP","s.n.","2013","11","08",NA,"Brasil","São Paulo","Porto Ferreira",NA,"-47.438017","-21.854897",NA,"Árvore; 4m de altura, flores brancas, o cheiro do ganho cortado lembra o da família Lauraceae.; Várzea do rio Mogi Guaçu.","UFP086810",NA,"529","529",NA,NA,NA,NA,NA,"-47.438017","-21.854897",NA,NA,NA,NA,NA
"99","2021-03-01 11:49:29-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Sobral, M","Konopczyk, RMG; Sabino, GP","s.n.","2013","11","08",NA,"Brasil","São Paulo","Porto Ferreira",NA,"-47.438017","-21.854897",NA,"Árvore; 4m de altura, flores brancas, o cheiro do ganho cortado lembra o da família Lauraceae.; Várzea do rio Mogi Guaçu.",NA,NA,"529","529",NA,NA,NA,NA,NA,"-47.438017","-21.854897",NA,NA,NA,NA,NA
"100","2020-09-12 05:00:02-03","US","US","1159483","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg",NA,"K. Fiebrig","5429","1909",NA,NA,"South America","Paraguay","Alto Parana",NA,"In regione fluminis Alto Paraná.",NA,NA,NA,NA,"US03054759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"101","2020-09-12 05:00:02-03","US","US","2049934","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg",NA,"T. Meyer","16343","1950","12","9","South America","Argentina","Corrientes",NA,"Paso de la Patria.",NA,NA,NA,NA,"US03054758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"102","2020-09-12 05:00:02-03","US","US","3114919","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg",NA,"T. M. Petersen","7084","1964","10","8","South America","Argentina","Corrientes",NA,"Woodland on the bank of the R. Paraná. Itatí.",NA,NA,NA,NA,"US03054757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"103","2020-09-02 16:33:52-03","Cenargen","CEN","23905","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","J. E. Q. Faria Júnior","Roberto Fontes Vieira","1728","1993","10","27",NA,"Brasil","GO","CALDAS NOVAS","Margem direita do rio Corumbá, próximo à alternativa 9.","48.5333333","-17.7","Exsicatas","Cálice verde; botões florais cremes; filetes cremes; anteras creme-amareladas.","CEN00023905","CEN00023905","720","720","2010","09",NA,NA,NA,"48.5333333","-17.7",NA,NA,"5",NA,NA
