"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"102","2021-03-15 16:37:00-03","NY","NYBG","4134974","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","B. Maguire","24769","1944","09","15","South America","Suriname","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457628' target='other'> <mi>dwc_moreinfo</mi></a>","NY04134974","Magnoliophyta","Piperales","Vahl",NA,NA,NA,"Tafelberg (Table Mountain), Augustus Falls",NA,NA,NA,"340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-15 16:37:00-03","NY","NYBG","4134921","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","H. Balslev","2853","1982","08","20","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457575' target='other'> <mi>dwc_moreinfo</mi></a>","NY04134921","Magnoliophyta","Piperales","Vahl",NA,"Napo",NA,"Río Napo, orilla sur unos kilometros abajo de Itaya","-76.55","-0.47","NY04134921_01","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-15 16:37:00-03","NY","NYBG","555640","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","L. B. Holm-Nielsen","6027","1973","05","20","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555640","Magnoliophyta","Piperales","Vahl","R. Callejas Posada","Carchi",NA,"Valle de Maldonado, km 71 on road Tulcá-Moldonado","-78.1","0.9","NY00555640_01","2100","2200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-15 16:37:00-03","NY","NYBG","4135000","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","J. A. Steyermark","122802","1980","05","29","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457654' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135000","Magnoliophyta","Piperales","Vahl",NA,"Zulia","Mara","northwestern wooded slopes of Cerro Negro, between Hacienda Santa Clara and Hacienda Tonchalá, 5.5 km southwest of Rancho 505, south of Río Guasare","-72.45","10.92",NA,"250","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-15 16:37:00-03","NY","NYBG","756330","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","D. C. Daly","9127","1996","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00756330","Magnoliophyta","Piperales","Vahl","R. Callejas Posada","Acre","Manoel Urbano","Rio Purus, leftbank, Colocaçao Nova Olinda [Sr. Raimundo Gomes (Raimundo Cícero')]","-69.6858","-9.0428","NY00756330_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 16:37:00-03","NY","NYBG","00957130","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","E. P. Heringer","10743","1965","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957130","Magnoliophyta","Piperales","Vahl","M. Carvalho-Silva","Distrito Federal","Brasília","Saia Velha.","-47.9294","-15.7797","NY00957130_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 16:37:00-03","NY","NYBG","00555646","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","G. G. Hatschbach","24906","1970","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555646","Magnoliophyta","Piperales","Vahl","R. Callejas Posada","Paraná","Guaraqueçaba","Rio Açungui","-48.3289","-25.3069","NY00555646_01","20","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-15 16:37:00-03","NY","NYBG","4134885","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","J. L. Luteyn","9080","1983","02","18","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457539' target='other'> <mi>dwc_moreinfo</mi></a>","NY04134885","Magnoliophyta","Piperales","Vahl",NA,"Orellana",NA,"[Napo] Añangu. Parq. Nac. Yasuní. Swamp forest along Rí Añangu (black water) near jct. with Río Napo","-76.38","-0.52","NY04134885_01","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-15 16:37:00-03","NY","NYBG","4134857","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","D. C. Daly","5258","1987","06","13","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457510' target='other'> <mi>dwc_moreinfo</mi></a>","NY04134857","Magnoliophyta","Piperales","Vahl",NA,"Antioquia","Tarazá","Correg. 12, 212 km NE of Medellin, Rio Cauca, right margin on road from El Doce to Barro Blanco. Rio Puri","-75.42","8.58",NA,"300","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-15 16:37:00-03","NY","NYBG","00957122","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","H. S. Irwin","11944","1966","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957122","Magnoliophyta","Piperales","Vahl","R. Callejas Posada","Goiás","Mossâmedes","Serra Dourada, lower slopes of Serra Dourada, ca. 30 km S. of Goiás Velho","-49.85311","-15.9333","NY00957122_01","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-15 16:37:00-03","NY","NYBG","555645","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","P. J. M. Maas","3115","1977","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=98683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00555645","Magnoliophyta","Piperales","Vahl","R. Callejas Posada","Rio de Janeiro",NA,"Corcovado, between Silvestre and Paineiras","-43.212076","-22.951842","NY00555645_01","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 16:37:00-03","NY","NYBG","4135039","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale glanduligerum","L. Aristeguieta","7143","1969","05","11","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457700' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135039","Magnoliophyta","Piperales","(C.DC.) Steyerm.",NA,"Federal",NA,"Parte alto de la Colonia Tovar, a lo largo de la pica hacia El Limon",NA,NA,NA,"1700",NA,"glanduligerum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 16:37:00-03","NY","NYBG","4135040","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale glanduligerum","S. S. Tillett","746470","1974","06","24","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457701' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135040","Magnoliophyta","Piperales","(C.DC.) Steyerm.",NA,"Zulia","Perijá","Environs of 'Campamento Frontera I', along international boundary; headwaters of Río Tocuco; Sierra de Perija, Serrania de Los Motilones",NA,NA,NA,"2000",NA,"glanduligerum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-15 16:37:00-03","NY","NYBG","4135033","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale glanduligerum","J. A. Steyermark","1982","1975","08","24","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457694' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135033","Magnoliophyta","Piperales","(C.DC.) Steyerm.",NA,NA,NA,"El Junquito and Colonia Tovar",NA,NA,NA,"1700",NA,"glanduligerum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-15 16:37:00-03","NY","NYBG","04135042","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale hirtinervulum","G. Davidse","22205","1982","11","13","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457703' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135042","Magnoliophyta","Piperales","Yunck.",NA,"Táchira","Junín","Southern slopes of Cerro San Isidro, directly N of El Reposa, above Hacienda Bella Vista, Quebrada Agua Caliente and tributaries","-72.42","7.57",NA,"2300","2650","hirtinervulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-15 16:37:00-03","NY","NYBG","04135041","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale hirtinervulum","G. Davidse","22205","1982","11","13","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457702' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135041","Magnoliophyta","Piperales","Yunck.",NA,"Táchira","Junín","Southern slopes of Cerro San Isidro, directly N of El Reposa, above Hacienda Bella Vista, Quebrada Agua Caliente and tributaries","-72.42","7.57",NA,"2300","2650","hirtinervulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2016-09-29 14:30:00-03","NY","NYBG","251074","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale hirtinervulum","K. von Sneidern","5174","1945","11","21","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=521761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00251074","Magnoliophyta","Piperales","Yunck.",NA,"Caldas",NA,"Santa Cecilia. Cordillera Occidental. Vertiente Occidental",NA,NA,"NY00251074_01","800","800","hirtinervulum","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 16:37:00-03","NY","NYBG","04135047","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale santa-martanum","R. L. Liesner","8233","1979","06","27","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4457709' target='other'> <mi>dwc_moreinfo</mi></a>","NY04135047","Magnoliophyta","Piperales","(C.DC.) Trel. & Yunck.",NA,NA,NA,"Disputed area between Estado Lara and Estado Falcón. Cerro Cerrón (western part)",NA,NA,NA,"1800","2000","santa-martanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 16:37:00-03","NY","NYBG","251380","PreservedSpecimen","Plantae","Piperaceae","Piper","ibaguense","Piper ibaguense","E. P. Killip","9724","1922","08","13","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=751725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00251380","Magnoliophyta","Piperales","Trel.",NA,"Tolima",NA,"Ibague, New Quindio Trail; Cordillera Central",NA,NA,"NY00251380_01","1000","1500",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2016-10-21 20:33:00-02","NY","NYBG","251401","PreservedSpecimen","Plantae","Piperaceae","Piper","johnstoni","Piper johnstoni","J. R. Johnston","19","1903","07","22","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00251401","Magnoliophyta","Piperales",NA,NA,"Nueva Esparta","Isla Margarita","Juan Griego trail",NA,NA,"NY00251401_01","500","500",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-30 12:46:47-03","EAO","IAN","101397","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Lanjouw, J; Lindeman, JC","2896","1949","03","24","Southern America","Suriname",NA,NA,"Subshrub, 2m high, flowers end leaves light-green.","IAN101397","Dicotiledônea",NA,"Vahl","Palm, A",NA,NA,"On boulders along falls in creek.","-56.5","3.6",NA,NA,NA,NA,NA,"1953","-56.5","3.6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-30 12:46:47-03","EAO","IAN","111231","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Oliveira, E","1389","1961","03","12","Southern America","Brasil",NA,NA,"Árvore de 3m de altura; frutos compridos, cipoal.","IAN111231","Dicotiledônea",NA,"Vahl","Callejas, R","Pará",NA,"Rio Araguaia, região de Xambioá. Mata da terra firme, terreno baixo.",NA,NA,NA,NA,NA,NA,NA,"1982",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-30 12:46:47-03","EAO","IAN","132099","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Williams, LO; Molina, A","s.n.","1965","01","16",NA,"Nicarágua",NA,NA,"4m tall tree, in forest.","IAN132099","Dicotiledônea",NA,"Vahl","Burger, WC",NA,NA,"Montane rain forest or cloud forest along road to La Fundadora about 5km north of Santa Maria de Ostuma, Cordilheira Central de Nicaragua Department of Matagalpa.",NA,NA,NA,NA,NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-30 12:46:47-03","EAO","IAN","139876","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Weston, A","s.n.","1967","06","11","Southern America","Costa Rica",NA,NA,"Spreading shrub, 3m; flowers whitem very fragrant (Piper perfume).","IAN139876","Dicotiledônea",NA,"Vahl","Burger, WC","Guanacaste",NA,"Leaves dark green glossy above; pale medium green, dull, below; not fleshy. Forest on slope above river, on the property of Walter James.",NA,NA,NA,NA,NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-30 12:46:47-03","EAO","IAN","148968","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","sc","15","1967","07","07","Southern America","Brasil",NA,NA,"ERva.","IAN148968","Dicotiledônea",NA,"Vahl",NA,"Amazonas",NA,"Ariuau, Rio Negro.","-61.783333","-1.4",NA,NA,NA,NA,NA,NA,"-61.783333","-1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-30 12:46:47-03","EAO","IAN","68198","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Smith, AC","3677","1938","04","22",NA,"Guiana",NA,NA,"Slender shrub 2m high.","IAN068198","Dicotiledônea",NA,"Vahl","Yuncker, TG",NA,NA,"Northwestern portion of Kanaku Moutains; Mount Iramaikpang; dense forest.",NA,NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-30 12:46:47-03","EAO","IAN","68431","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Smith, AC","3367","1938","03","31",NA,"Guiana",NA,NA,"Shrub 3m high.","IAN068431","Dicotiledônea",NA,"Vahl","Yuncker, TG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-30 12:46:47-03","EAO","IAN","174762","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Rodrigues, IA","1646","1995","01","10","Southern America","Brasil",NA,NA,NA,"IAN174762","Dicotiledônea",NA,"Vahl",NA,"Pará","Parauapebas","Serra dos Carajás, (CVRD). Rio Parauapebas. Cinturão verde.","-49.9021987915039","-6.06750011444092",NA,NA,NA,NA,NA,NA,NA,NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA
"130","2021-03-30 12:46:47-03","EAO","IAN","174762","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Rodrigues, IA","1646","1995","01","10","Southern America","Brasil",NA,NA,NA,"IAN174762","Dicotiledônea",NA,"Vahl",NA,"Pará","Parauapebas","Serra dos Carajás, (CVRD). Rio Parauapebas. Cinturão verde.","-49.9021987915039","-6.06750011444092",NA,NA,NA,NA,NA,NA,NA,NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA
"131","2021-03-30 12:46:47-03","EAO","IAN","174762","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Rodrigues, IA","1646","1995","01","10","Southern America","Brasil",NA,NA,NA,"IAN174762","Dicotiledônea",NA,"Vahl",NA,"Pará","Parauapebas","Serra dos Carajás, C.V.R.D., rio Paruapebas Cinturão Verde","-49.9021987915039","-6.06750011444092",NA,NA,NA,NA,NA,NA,NA,NA,NA,"147801","auto",NA,NA,NA,NA,NA,NA
"132","2021-03-30 12:46:47-03","EAO","IAN","167627","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Nitta, A","17515","1996","12","03","Southern America","Brasil",NA,NA,NA,"IAN167627","Dicotiledônea",NA,"Vahl",NA,"Pará","Tomé-Açu","Jardim do Sr. Okabe.","-48.1521987915039","-2.41888999938965",NA,NA,NA,NA,NA,NA,NA,NA,NA,"97524","auto",NA,NA,NA,NA,NA,NA
"133","2013-07-03 11:19:00-03","EBDA","BAH","4869","S","Plantae","Piperaceae","Piper","aequale","Piper aequale","G. Davidse","5604","1974","01","09",NA,"Colombia",NA,NA,"Shrub 2m tall",NA,NA,NA,"Vahl","R. Callejas (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2013-07-03 11:19:00-03","EBDA","BAH","4813","S","Plantae","Piperaceae","Piper","aequale","Piper aequale",NA,NA,NA,NA,NA,NA,"Nicaragua",NA,NA,"Forest, shrub, spikes erect, dull green.",NA,NA,NA,"Vahl","W. Burger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490248","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Granville J-J de",NA,"1997","03","12","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490248 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490248",NA,"Piperales","Vahl",NA,"Bassin de la Mana",NA,NA,"-53.35","4.6","NL-U1490248",NA,NA,NA,NA,NA,"-53.35","4.6",NA,NA,NA,"Magnoliopsidae","U 0155390",NA,NA,NA,NA
"136","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490238","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Jansen-Jacobs MJ; Behari-Ramdas J; et al.",NA,"2003","01","27","Southern America","Surinam",NA,NA,"Along trail in forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490238",NA,"Piperales","Vahl","Görts-van Rijn ARA","Marowijne Distr.",NA,"Plateau C, lateritic rocky soil.","-54.6","4.6","NL-U1490238",NA,NA,NA,NA,NA,"-54.6","4.6",NA,NA,NA,"Magnoliopsidae","U 0110627",NA,NA,NA,NA
"137","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490182","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Henkel TW; Chin M; Williams L",NA,"1994","07","22","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490182 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490182",NA,"Piperales","Vahl","Görts-van Rijn ARA; Christenhusz MJM","Potaro-Siparuni",NA,"Potario-Siparuni. Pakaraima Mountains; Upper Ireng watershed; along upper Kaatnang river , W slope of Achiknang","-60.1","4.983333","NL-U1490182",NA,NA,NA,NA,NA,"-60.1","4.983333",NA,NA,NA,"Magnoliopsidae","U 0155472",NA,NA,NA,NA
"138","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490229","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Maas PJM; Westra LYT",NA,"1979","10","27","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490229 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490229",NA,"Piperales","Vahl",NA,"Rupununi District",NA,NA,"-59.583333","3.333333","NL-U1490229",NA,NA,NA,NA,"1980","-59.583333","3.333333","03",NA,NA,"Magnoliopsidae","U 0155356","01",NA,NA,NA
"139","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490212","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Görts-van Rijn ARA; Gouda EJ; Mori SA; et al.",NA,"1992","05","19","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490212 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490212",NA,"Piperales","Vahl",NA,"Saint-Laurent-du-Maroni",NA,NA,"-52.2","3.616667","NL-U1490212",NA,NA,NA,NA,"1992","-52.2","3.616667","05",NA,NA,"Magnoliopsidae","U 0155371","01",NA,NA,NA
"140","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490255","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Hoffman B; Foster RB",NA,"1993","02","11","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490255 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490255",NA,"Piperales","Vahl",NA,"Upper Takutu - Upper Essequibo",NA,NA,"-59.5","3.35","NL-U1490255",NA,NA,NA,NA,NA,"-59.5","3.35",NA,NA,NA,"Magnoliopsidae","U 0155381",NA,NA,NA,NA
"141","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490218","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Henkel TW; Chin M; Ryan W",NA,"1993","01","26","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490218 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490218",NA,"Piperales","Vahl",NA,"Potaro-Siparuni",NA,"Region: Potaro-Siparuni, Pakaraima Mts., Cipo Mtn., ca. 2 km from summit escarpment, headwaters Cipo Creek.","-60.083333","4.9","NL-U1490218",NA,NA,NA,NA,NA,"-60.083333","4.9",NA,NA,NA,"Magnoliopsidae","U 0155350",NA,NA,NA,NA
"142","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490224","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Maas PJM; Westra LYT",NA,"1979","10","30","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490224 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490224",NA,"Piperales","Vahl","Görts-van Rijn ARA; Christenhusz MJM","Rupununi District",NA,NA,"-59.583333","3.333333","NL-U1490224",NA,NA,NA,NA,NA,"-59.583333","3.333333",NA,NA,NA,"Magnoliopsidae","U 0155471",NA,NA,NA,NA
"143","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490213","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Görts-van Rijn ARA; Gouda EJ; Mori SA; et al.",NA,"1992","05","21","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490213 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490213",NA,"Piperales","Vahl",NA,"Saint-Laurent-du-Maroni",NA,NA,"-52.2","3.616667","NL-U1490213",NA,NA,NA,NA,"1992","-52.2","3.616667","05",NA,NA,"Magnoliopsidae","U 0155370","01",NA,NA,NA
"144","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490174","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Irwin HS; et al.",NA,"1963","08","09","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490174 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490174",NA,"Piperales","Vahl","Görts-van Rijn ARA; Christenhusz MJM",NA,NA,NA,NA,NA,"NL-U1490174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0155487",NA,NA,NA,NA
"145","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490176","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Irwin HS; et al.",NA,"1963","08","10","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490176",NA,"Piperales","Vahl","Görts-van Rijn ARA; Christenhusz MJM",NA,NA,NA,NA,NA,"NL-U1490176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0155489",NA,NA,NA,NA
"146","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490196","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Maas PJM; Carauta JPP",NA,"1977","10","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490196",NA,"Piperales","Vahl","Görts-van Rijn ARA; Christenhusz MJM","Rio de Janeiro",NA,NA,NA,NA,"NL-U1490196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0048869",NA,NA,NA,NA
"147","2020-02-08 10:10:37-03","NBC","NL-BOTANY","U.1490197","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Maas PJM; Carauta JPP",NA,"1977","10","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1490197 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1490197",NA,"Piperales","Vahl","Görts-van Rijn ARA; Christenhusz MJM","Rio de Janeiro",NA,NA,NA,NA,"NL-U1490197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0048870",NA,NA,NA,NA
