"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","locality","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","recordNumber","day","imagecode","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","typeStatus","relatedCatalogItem"
"509","2020-07-13 11:32:41-03","URICER","HPBR","2840","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","ZANIN, E. M.","1986","12","05","ZANIN, E. M.","1986","12","Brasil","RS","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"50cm de altura","HPBR002840","ESTREITO RIO URUGUAI",NA,NA,NA,NA,NA,NA,NA,"05","HPBR002840","18635","auto",NA,"2",NA,NA,NA
"510","2013-02-07 10:19:09-02","UMC","HUMC","1857","S","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli",NA,NA,NA,NA,NA,"Iervolino, F.","2005","03","Brazil","São Paulo","Mogi das Cruzes","-46.1883","-23.5228",NA,NA,NA,NA,NA,NA,"Distrito de César de Souza","Southern America",NA,NA,NA,NA,NA,"04","05",NA,"28666","auto",NA,NA,NA,NA,NA
"511","2020-11-04 17:30:21-03","UEM","HUEM","4196","S","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","K.Kawakita","2014","01",NA,"K.Kawakita; colaboradores","1997","07","Brasil","Paraná","Porto Rico","-53.259167","-22.755833","-53.259167","-22.755833",NA,NA,"Solo sujeito a alagamento. Cespitosa. Flores coloração vinho esverdeada. Rara no local. Coordenadas aproximadas: Google Earth.; Cespitosa. Flores coloração vinho esverdeada.; Solo sujeito a alagamento.","HUEM000022366","rio Paraná, ilha Porto Rico, lagoa Figueira",NA,NA,NA,NA,NA,NA,"117","28",NA,NA,NA,NA,NA,NA,NA,NA
"512","2020-11-04 17:30:21-03","UEM","HUEM","19141","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","K.Kawakita","2013","09",NA,"K.Kawakita; G.F.Pereira; Almeida, CG; K.Kawakita; Rodrigues, S","2010","08","Brasil","Mato Grosso do Sul","Jateí","-53.6225","-22.865","-53.6225","-22.865","225","225","Herbácea; esiguetas coloração verde.","HUEM000014944","rio Ivinhema, margem direita, campinho, cerca de 300m da margem, Parque Estadual do rio Ivinhema",NA,NA,NA,NA,NA,NA,"1376","10",NA,NA,NA,NA,NA,NA,NA,NA
"513","2020-11-04 17:30:21-03","UEM","HUEM","22138","Extra","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","K.Kawakita","2013","09",NA,"K.Kawakita","2011","12","Brasil","Paraná","Porto Rico","-53.257778","-22.766111","-53.257778","-22.766111","244","244","Herbáceo; espiguetas coloração bege; solo arenoso alagado.","HUEM000022365","córrego Caracú, margem esquerda, floresta rala",NA,NA,NA,NA,NA,NA,"1689","21",NA,NA,NA,NA,NA,NA,NA,NA
"514","2020-11-04 17:30:21-03","UEM","HUEM","22677","Extra","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","K.Kawakita","2012","08",NA,"K.Kawakita","2011","12","Brasil","Paraná","Porto Rico","-53.257778","-22.766111","-53.257778","-22.766111","244","244","Herbáceo; espiguetas coloração bege; solo arenoso; local aberto; solo sujeito a alagamento; cerca de 2 m da margem.","HUEM000015122","córrego Caracú, margem direita, rio Paraná",NA,NA,NA,NA,NA,NA,"1690","21",NA,NA,NA,NA,NA,NA,NA,NA
"515","2019-07-02 15:56:25-03","UEM","HUEM","30077","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","Vali J.Pott","2015","04","16","M.do S.M.de Deus; F.A.L.Batista; N.J.da Silva; J.B.da Silva","2014","04","Brasil","Piauí","Itainópolis","-41.405","-7.282694","-41.405","-7.282694",NA,NA,"Planta aquática; inflorescência tipo espigueta; ambiente aquático temporário (lagoa); solo argiloso","HUEM000010288","Lagoa Riachão",NA,NA,NA,NA,NA,NA,"570","01","HUEM000010288",NA,NA,NA,NA,NA,NA,NA
"516","2020-11-04 17:30:21-03","UEM","HUEM","3099","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","K.Kawakita","2013","09",NA,"Ma.C.Souza; P.M.Silva; L.Rodrigues; M.C.Montanhole","1994","11","Brasil","Mato Grosso do Sul","Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"Herbácea; inflorescência coloração verde avermelhada; frequente; solo alagado.","HUEM000022363","rio Paraná, ilha Mutum",NA,NA,NA,NA,NA,NA,"99","18",NA,"63482","auto",NA,NA,NA,NA,NA
"517","2020-11-04 17:30:21-03","UEM","HUEM","23958","Extra","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","K.Kawakita","2013","09",NA,"K.Kawakita","2011","12","Brasil","Paraná","Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"Herbácea; sinflorescência coloração verde, aristas arroxeadas; rara no local; solo alagado.","HUEM000022364","córrego Caracú, margem esquerda",NA,NA,NA,NA,NA,NA,"1631","21",NA,"18063","auto",NA,NA,NA,NA,NA
"518","2020-11-04 17:30:21-03","UEM","HUEM","4247","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","K.Kawakita","2013","09",NA,"K.Kawakita","1997","12","Brasil","Paraná","Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"Herbácea; cespitosa; inflorescência cor verde; aristas das flores de coloração vinho. Solo sujeito a alagamento.","HUEM000014943","Rio Paraná, margem direita, próximo à foz",NA,NA,NA,NA,NA,NA,"139",NA,NA,"18063","auto",NA,NA,NA,NA,NA
"519","2020-11-04 17:30:21-03","UEM","HUEM","27191","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","Fachini, MP","1998","10",NA,"Fachini, MP","1998","10","Brasil","Paraná","Porto Rico","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"Ponto 10.","HUEM000014934","rio Paraná, margem esquerda",NA,NA,NA,NA,NA,NA,"586","30",NA,"18063","auto",NA,NA,NA,NA,NA
"520","2020-11-05 13:53:56-03","UNIRIO","HUNI","350","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv.","A. Gil",NA,NA,NA,"A. Gil; B.M.B. Leite; C.B. Moreira","2000","02","Brasil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Material em meio líquido. Planta anfíbia com ca. 1 m altura. Inflorescência vinosa. Habitat: Alagado temporário adjacente a rio que deságua em Itaipuaçu","HUNI00000350","2 Km da entrada da APA de Maricá.",NA,NA,NA,NA,NA,NA,"6","10",NA,"20726","auto",NA,NA,NA,NA,NA
"521","2019-10-16 14:14:26-03","UEL","FUEL","19206","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli crusgalli",NA,"Longhi-Wagner, HM","2008","10","16","Lima, JM","1982","12","Brasil","Paraná","Cambará","-50.073600769043","-23.0464000701904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Poales","crusgalli","s.n.","01",NA,"18610","auto",NA,NA,NA,NA,NA
"522","2020-11-12 17:02:32-03","UEL","FUEL","19207","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Longhi-Wagner, HM","2008","10","16","Kranz, WM","1990","01","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"OK","Tagaçaba",NA,NA,NA,"Tracheophyta","Poales",NA,"570","30",NA,"37295","auto",NA,NA,NA,NA,NA
"523","2020-11-12 17:02:32-03","UEL","FUEL","2605","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Longhi-Wagner, HM","2008","10","17","Suguimoto, HH","1986","06","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,"Ribeirão Cambé, Jardim Tókio",NA,NA,NA,"Tracheophyta","Poales",NA,"s.n.","07",NA,"63728","auto",NA,NA,NA,NA,NA
"524","2020-11-12 17:02:32-03","UEL","FUEL","19205","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Longhi-Wagner, HM","2008","10","16","Kranz, WM","1989","03","Brasil","Paraná","Teixeira Soares","-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,NA,"OK","Fernandes Pinheiro",NA,NA,NA,"Tracheophyta","Poales",NA,"455","06",NA,"31767","auto",NA,NA,NA,NA,NA
"525","2019-11-01 15:16:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,NA,NA,NA,"Paula, JE","1987","09","Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"Calmo grosso, influrescência grande, dominante na area, onde foi coletada, 1,5 m de altura; Aquática, emergente, de agua léntica","UB0020724","Belém do São Francisco: margem do rio São Francisco","Southern America",NA,NA,"Monocotyledonae",NA,NA,"3005B","29","UB0020724",NA,NA,NA,NA,NA,NA,NA
"526","2019-11-01 15:16:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.",NA,NA,NA,NA,"Paula, JE","1987","09","Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,"Calmo grosso, influrescência grande, dominante na area, onde foi coletada, 1,5 m de altura; Aquática, emergente, de agua léntica","UB0020726","Belém do São Francisco: margem do rio São Francisco","Southern America",NA,NA,"Monocotyledonae",NA,NA,"3005B","29","UB0020726",NA,NA,NA,NA,NA,NA,NA
"527","2019-11-01 15:16:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) Beauv.",NA,NA,NA,NA,"Clayton, WD","1965","02","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Weedy cerrado, fertilized by sewage outflow",NA,"University site","Southern America",NA,NA,"Monocotyledonae",NA,NA,"4830","24",NA,"70570","auto",NA,NA,NA,NA,NA
"528","2019-11-01 15:16:06-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Echinochloa","walteri","Echinochloa walteri","(Pursh) A. Heller",NA,NA,NA,NA,"Sendulski, T","1966","04","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"10.0 km S of center of city of São Paulo, Água Funda","Southern America",NA,NA,"Monocotyledonae",NA,NA,"342","04",NA,"53584","auto",NA,NA,NA,NA,NA
"529","2020-08-20 14:59:39-03","UFSC","FLOR","46757","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Trevisan, R.","2012","11","09","Siqueira, E.L.; et alii","2012","05","Brasil","Paraná","Pontal do Paraná","-48.470556","-25.675","48º28'14''W","25º40'30''S",NA,NA,"erva heliófila, entouceirada, 0,8m altura. Sementes arroxeadas. relevo: plano","FLOR0046757","Balneário de Canoas.",NA,NA,NA,NA,"Poales",NA,"532","19",NA,NA,NA,NA,NA,NA,NA,NA
"530","2020-08-20 14:59:39-03","UFSC","FLOR","47641","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Campestrini, S.","2012","11","17","Campestrini, S.","2012","10","Brasil","Santa Catarina","Rio Do Oeste",NA,NA,NA,NA,"330","330","erva cespitosa, 0,8m altura. Crescendo próximoa área de plantio de arroz irrigado","FLOR0047641","Rio d#?#Oeste. Ribeirão do Tigre.",NA,NA,NA,NA,"Poales",NA,"141","22",NA,NA,NA,NA,NA,NA,NA,NA
"531","2020-08-20 14:59:39-03","UFSC","FLOR","49780","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Ferreira, J.P.R.","2013","07","24","Ferreira, J.P.R.; Hassemer, G.N.","2012","09","Brasil","Santa Catarina","Florianópolis","-48.527222","-27.627778","48º31'38''W","27º37'40''S",NA,NA,"erva","FLOR0049780","Aterro da Baía Sul, Costeira do Pirajubaé, Ilha de Santa Catarina.",NA,NA,NA,NA,"Poales",NA,"212","03",NA,NA,NA,NA,NA,NA,NA,NA
"532","2020-08-20 20:41:26-03","UFSC","FLOR","49021","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli crusgalli",NA,"Trevisan, R.","2013",NA,NA,"Bardelli-Silva, M.Y.","2012","01","Brasil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,"890","890","erva ereta, 1,5m altura. Formação pioneira com influência flúvio-lacustre.","FLOR0049021","REPAR.",NA,NA,NA,NA,"Poales","crusgalli","154","13",NA,"21346","auto",NA,NA,NA,NA,NA
"533","2020-08-20 20:41:26-03","UFSC","FLOR","49001","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Trevisan, R.","2013",NA,NA,"Bardelli-Silva, M.Y.","2011","05","Brasil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,"890","890","erva ereta, 0,4m altura. Formação pioneira com influência flúvio-lacustre.","FLOR0049001","REPAR.",NA,NA,NA,NA,"Poales",NA,"105","18",NA,"21346","auto",NA,NA,NA,NA,NA
"534","2020-08-20 14:59:39-03","UFSC","FLOR","29938","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Parodi, L.R.",NA,NA,NA,"Sacco, J.C.","1957","03","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"abundante","FLOR0029938","Granja do sr. Paulo Simões Lopes.",NA,NA,NA,NA,"Poales",NA,"617","13",NA,"51462","auto",NA,NA,NA,NA,NA
"535","2020-08-20 14:59:39-03","UFSC","FLOR","18295","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Barreto, I.L.",NA,NA,NA,"Sacco, J.C.","1955","03","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"abundante","FLOR0018295","I. A. S.",NA,NA,NA,NA,"Poales",NA,"272a","01",NA,"51462","auto",NA,NA,NA,NA,NA
"536","2020-08-20 14:59:39-03","UFSC","FLOR","29934","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Parodi, L.R.",NA,NA,NA,"Sacco, J.C.","1955","04","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,"FLOR0029934","I. A. S.",NA,NA,NA,NA,"Poales",NA,"390","05",NA,"51462","auto",NA,NA,NA,NA,NA
"537","2021-04-05 20:16:45-03","UFSC","FLOR","29937","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli mitis","(Pursh) Peterm.","Swallen, J.R.",NA,NA,NA,"Sacco, J.C.","1956","03","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"abundante","FLOR0029937","I. A. S.",NA,NA,NA,NA,"Poales","mitis","469","31",NA,"51462","auto",NA,NA,NA,NA,NA
"538","2020-08-20 14:59:39-03","UFSC","FLOR","33186","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Ardissone, R.E.","2011","12",NA,"Ardissone, R.E.; Greco, T.h.","2011","11","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"flor frutos plenamente desenvolvidos","FLOR0033186","Aterro da Baía Sul, Ilha de Santa Catarina.",NA,NA,NA,NA,"Poales",NA,"23","29",NA,"27000","auto",NA,NA,NA,NA,NA
"539","2020-08-20 14:59:39-03","UFSC","FLOR","33200","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Greco, T.h.","2011","12","13","Ardissone, R.E.; Greco, T.h.","2011","09","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"FLOR0033200","Aterro da Baía Sul, Ilha de Santa Catarina.",NA,NA,NA,NA,"Poales",NA,"70","21",NA,"27000","auto",NA,NA,NA,NA,NA
"540","2020-08-20 20:41:26-03","UFSC","FLOR","4338","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli","(L.) P.Beauv.","Smith, L.B.","1978",NA,NA,"Klein, R.M.; Bresolin, A.","1976","01","Brasil","Santa Catarina","Sombrio","-49.61669921875","-29.113899230957",NA,NA,"10","10",NA,"FLOR0004338","Guarita.",NA,NA,NA,NA,"Poales",NA,"11461","09",NA,"16515","auto",NA,NA,NA,NA,NA
"541","2019-04-22 21:12:45-03","UFMT","UFMT","34216","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv","Souza, V.C.","1998",NA,NA,"Souza, V.C.","1997","03","Brasil","Mato Grosso","São Félix do Araguaia","-50.776306","-11.632972","-50.776306","-11.632972","180","180","Doação Flora do Estado de Mato Grosso.&nf;Amostra retirada para Atlas Palinológico.; erva; espiguetas verdes.; Savana parque. Área florestada, alagada (buritizal)","UFMT00034216","Estrada para Alto da Boa Vista, ca 9 Km de São Félix do Araguaia. Fazenda Engenho Velho.",NA,NA,NA,NA,NA,NA,"14471","18",NA,NA,NA,NA,NA,NA,NA,NA
"542","2020-05-19 17:19:44-03","UFMT","UFMT","35575","S","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P. Beauv",NA,NA,NA,NA,"SchessI, M.","1991","12","Brasil","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Doação Pantanal Ecology Project; margin of the embankment.","UFMT00035575","Fazenda Nova Berlim about 85 Km south of Poconé.",NA,NA,NA,NA,NA,NA,"13129117","13",NA,"200792","auto",NA,NA,NA,NA,NA
"543","2021-03-04 15:42:11-03","IF","SPSF","05913","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crusgalli","Echinochloa crusgalli var. crusavonis",NA,NA,NA,NA,NA,"T.M.C.Capellanos","1979","12","Brasil","SP","Represa de Paraibuna - CESP",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"América do Sul",NA,NA,"Magnoliophyta","Poales","var. crusavonis",NA,"04",NA,NA,NA,"Liliopsida",NA,NA,NA,NA
"544","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli echinatum","L.",NA,NA,NA,NA,"Sellow, F",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in Brasilia lectum","Southern America",NA,NA,NA,NA,"echinatum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli echinatum","L.",NA,NA,NA,NA,"?",NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ad Almada",NA,NA,NA,NA,NA,"echinatum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli echinatum","L.",NA,NA,NA,NA,"?",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In sylvis primaevis ad flumen Japurá","Southern America",NA,NA,NA,NA,"echinatum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli echinatum","L.",NA,NA,NA,NA,"Martius, CFP",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ad Almada et Ferrados provinciae Bahiensis, imprimis in insularum arena","Southern America",NA,NA,NA,NA,"echinatum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli echinatum","L.",NA,NA,NA,NA,"Wied-Neuwied, MAP Prince",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"et Ferrados provinciae Bahiensis, imprimis in insularum arena","Southern America",NA,NA,NA,NA,"echinatum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli echinatum","L.",NA,NA,NA,NA,"Sellow, F",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in Brasilia lectum","Southern America",NA,NA,NA,NA,"echinatum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli echinatum","L.",NA,NA,NA,NA,"Wied-Neuwied, MAP Prince",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ad Almada et Ferrados provinciae Bahiensis, imprimis in insularum arena","Southern America",NA,NA,NA,NA,"echinatum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli echinatum","L.",NA,NA,NA,NA,"Martius, CFP",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"et Ferrados provinciae Bahiensis, imprimis in insularum arena","Southern America",NA,NA,NA,NA,"echinatum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli echinatum","L.",NA,NA,NA,NA,"Regnell, AF",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ad Caldas provinciae Minarum","Southern America",NA,NA,NA,NA,"echinatum","III1374ex p.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli echinatum","L.",NA,NA,NA,NA,"Martius, CFP",NA,NA,"Brazil","Amazonas","Manaus","-60.025","-3.10194",NA,NA,NA,NA,NA,NA,"et prope Manáos","Southern America",NA,NA,NA,NA,"echinatum","s.n.",NA,NA,"138090","auto",NA,NA,NA,NA,NA
"554","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli echinatum","L.",NA,NA,NA,NA,"Martius, CFP",NA,NA,"Brazil","Amazonas","Manaus","-60.025","-3.10194",NA,NA,NA,NA,NA,NA,"In sylvis primaevis ad flumen Japurá et prope Manáos","Southern America",NA,NA,NA,NA,"echinatum","s.n.",NA,NA,"138090","auto",NA,NA,NA,NA,NA
"555","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli grandiflorum","L.",NA,NA,NA,NA,"?",NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non rarum in Europa orientali et Asia occidentali",NA,NA,NA,NA,NA,"grandiflorum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli grandiflorum","L.",NA,NA,NA,NA,"Wright, C",NA,NA,"Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Extra Brasiliam in insula Barbados","Southern America",NA,NA,NA,NA,"grandiflorum","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli grandiflorum","L.",NA,NA,NA,NA,"Burchell, WJ",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prope Rio de Janeiro","Southern America",NA,NA,NA,NA,"grandiflorum","2720",NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli grandiflorum","L.",NA,NA,NA,NA,"Riedel, L",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prope Rio de Janeiro","Southern America",NA,NA,NA,NA,"grandiflorum","1259",NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli grandiflorum","L.",NA,NA,NA,NA,"Glaziou, AFM",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"prope Rio de Janeiro","Southern America",NA,NA,NA,NA,"grandiflorum","4348",NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli grandiflorum","L.",NA,NA,NA,NA,"?",NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"et Asia occidentali",NA,NA,NA,NA,NA,"grandiflorum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli grandiflorum","L.",NA,NA,NA,NA,"?",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non rarum in Europa orientali","Southern America",NA,NA,NA,NA,"grandiflorum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","2017-09-11 17:12:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","crus galli","Panicum crus galli hispidum","L.",NA,NA,NA,NA,"?",NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"et Delaware obvia, in Brasilia nondum lecta",NA,NA,NA,NA,NA,"hispidum","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
