"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"3117","2019-10-07 09:34:53-03","UEFS","HUEFS","79693","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Bitencourt, C.","79","2012","09","07",NA,"Brasil",NA,NA,NA,"HUEFS0079693","Angiospermae","Myrtales","(Cambess.) O.Berg","M.Sobral","Minas Gerais","Cerradinho.","-49.691389",NA,NA,NA,NA,"Congonhas do Norte",NA,NA,NA,NA,"49W41'29''",NA,"2019","06",NA,"Rosanae",NA,NA,NA,NA,NA
"3118","2019-10-07 09:34:53-03","UEFS","HUEFS","186826","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Rando, J.G.","997","2011","10","12",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0186826","Angiospermae","Myrtales","(Cambess.) O.Berg","A.Stadnik","Minas Gerais","Rodovia 367, km 599, Diamantina sentido Gouveia.","-43","-18.276667",NA,NA,NA,"Diamantina",NA,NA,NA,NA,"43W","18S16'36''","2019","07",NA,"Rosanae",NA,NA,NA,NA,NA
"3119","2019-10-07 09:34:53-03","UEFS","HUEFS","23487","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Menezes, N.L.","22156","1981","11","01",NA,"Brasil",NA,NA,NA,"HUEFS0023487","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Minas Gerais",NA,"-43.6002998352051","-18.2493991851807","1370","1370","HUEFS0023487","Diamantina",NA,NA,"101169","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3120","2019-10-07 09:34:53-03","UEFS","HUEFS","155890","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Krieger, L.",NA,"1972","08","12",NA,"Brasil",NA,NA,NA,"HUEFS0155890","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Minas Gerais",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"HUEFS0155890","Juiz de Fora",NA,NA,"36144","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3121","2019-10-07 09:34:53-03","UEFS","HUEFS","14022","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Silva, J.M.","1157","1992","10","21",NA,"Brasil",NA,NA,NA,"HUEFS0014022","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Paraná",NA,"-49.2242012023926","-25.2917003631592",NA,NA,"HUEFS0014022","Colombo",NA,NA,"13536","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3122","2019-10-07 09:34:53-03","UEFS","HUEFS","14957","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Hatschbach, G.","50611","1986","10","07",NA,"Brasil",NA,NA,NA,"HUEFS0014957","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Paraná",NA,"-50.6156005859375","-24.3239002227783",NA,NA,"HUEFS0014957","Telêmaco Borba",NA,NA,"35037","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3123","2019-10-07 09:34:53-03","UEFS","HUEFS","156659","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Mamede, M.C.H.","SPF19403","1981","10","31",NA,"Brasil",NA,NA,NA,"HUEFS0156659","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Minas Gerais","Estrada Belo Horizonte - Conceição do Mato Dentro. Estrada da Usina.","-43.7144012451172","-19.1688995361328","1100","1100","HUEFS0156659","Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3124","2019-10-07 09:34:53-03","UEFS","HUEFS","83892","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Soares e Silva, L.H.","785","1999","10","11",NA,"Brasil",NA,NA,NA,"HUEFS0083892","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Distrito Federal","Fazenda Água Limpa","-47.9296989440918","-15.7797002792358",NA,NA,"HUEFS0083892","Brasília",NA,NA,"70570","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3125","2019-10-07 09:34:53-03","UEFS","HUEFS","162320","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Cesar, O.","361","1984","10","25",NA,"Brasil",NA,NA,"Cerrado do Croa.","HUEFS0162320","Angiospermae","Myrtales","(Cambess.) O.Berg","M.Ibrahim","Mato Grosso do Sul","Município de Seviria, MS.","-51.4188995361328","-20.3672008514404",NA,NA,"HUEFS0162320","Selviria",NA,NA,"74358","auto",NA,NA,"2012","04",NA,"Rosanae",NA,NA,NA,NA,NA
"3126","2019-10-07 09:34:53-03","UEFS","HUEFS","173166","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Santos, A. A.","23","1997","12","03",NA,"Brasil",NA,NA,"Cerrado Sensu Strictu.","HUEFS0173166","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Goiás","Parque Estadual Serra de Caldas Novas.","-48.625","-17.74169921875",NA,NA,"HUEFS0173166","Caldas Novas",NA,NA,"36612","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3127","2019-10-07 09:34:53-03","UEFS","HUEFS","158452","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Ibrahim, M.","180","2009","11","04",NA,"Brasil",NA,NA,"Cerrado, solo arenoso; área aberta, pouco sombreada.","HUEFS0158452","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Minas Gerais","Parque Nacional da Serra do Cipó, caminho para o Canyon Bandeirinha e Cachoeira da Farofa.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Jaboticatubas",NA,NA,"31264","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3128","2019-10-07 09:34:53-03","UEFS","HUEFS","73295","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Hatschbach, G.","73664","2002","08","18",NA,"Brasil",NA,NA,NA,"HUEFS0073295","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Minas Gerais","Rod. BR-135, próximo do km 392","-43.8616981506348","-16.7350006103516",NA,NA,"HUEFS0073295","Montes Claros",NA,NA,"72568","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3129","2019-10-07 09:34:53-03","UEFS","HUEFS","152682","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Hatschbach, G.","69573","1999","10","23",NA,"Brasil",NA,NA,NA,"HUEFS0152682","Angiospermae","Myrtales","(Cambess.) O.Berg","M.L.Kawasaki","Minas Gerais","Rod. BR-367, km 711.","-43.6002998352051","-18.2493991851807",NA,NA,"HUEFS0152682","Diamantina",NA,NA,"101169","auto",NA,NA,"2000",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3130","2019-10-07 09:34:53-03","UEFS","HUEFS","184882","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Snak, C.","660","2011","10","13",NA,"Brasil",NA,NA,NA,"HUEFS0184882","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Minas Gerais","Sede do Parque Nacional da Serra do Cipó, trilha da Lagoa da Capivara","-43.7449989318848","-19.513599395752",NA,NA,"HUEFS0184882","Jaboticatubas",NA,NA,"31264","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3131","2019-10-07 09:34:53-03","UEFS","HUEFS","76631","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Souza, V.C.","26923","2001","08","27",NA,"Brasil",NA,NA,"Cerrado pedregoso.","HUEFS0076631","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Minas Gerais","Serra da Soledade.","-43.8067016601562","-19.8864002227783",NA,NA,"HUEFS0076631","Sabará",NA,NA,"18805","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3132","2019-10-07 09:34:53-03","UEFS","HUEFS","158449","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Ibrahim, M.","177","2009","11","03",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0158449","Angiospermae","Myrtales","(Cambess.) O.Berg",NA,"Minas Gerais","Serra do Cipó, Faz. Vellozia.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3133","2019-10-07 09:34:53-03","UEFS","HUEFS","87728","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","desertorum","Campomanesia desertorum","Riedel","2568",NA,NA,NA,NA,"Brasil",NA,NA,NA,"HUEFS0087728","Angiospermae","Myrtales","O.Berg",NA,"Minas Gerais",NA,"-46.874698638916","-17.2222003936768",NA,NA,NA,"Paracatu","Tipo",NA,"72344","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3134","2020-05-22 10:32:28-03","UEFS","HUEFS","124369","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Silva-Castro, M.M.","1330","2007","08","27",NA,"Brasil",NA,NA,"Beira da estrada. Cerrado com afloramento rochoso.","HUEFS0124369","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","M.Ibrahim","Minas Gerais","Estrada para Pico da gavinha.","-44.963611","-21.640556",NA,NA,"HUEFS0124369","São Thomé das Letras",NA,NA,NA,NA,"44W57'49''","21S38'26''","2008","02",NA,"Rosanae",NA,NA,NA,NA,NA
"3135","2020-05-22 10:32:28-03","UEFS","HUEFS","152765","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Chagas e Silva, F.","2029","1996","10","15",NA,"Brasil",NA,NA,NA,"HUEFS0152765","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Paraná","Arredores de Sengé.",NA,NA,NA,NA,"HUEFS0152765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3136","2020-05-22 10:32:28-03","UEFS","HUEFS","155896","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Rezende, M.G.","219","2008","10","21",NA,"Brasil",NA,NA,"Campo de altitude.","HUEFS0155896","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","M.Ibrahim","Minas Gerais","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.369444","-21.951667",NA,NA,"HUEFS0155896","Caldas",NA,NA,NA,NA,"46W22'10''","21S57'6''","2010","09",NA,"Rosanae",NA,NA,NA,NA,NA
"3137","2019-10-07 09:35:08-03","UEFS","HUEFS","222069","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Rocha, L.","569","2015","09","20",NA,"Brasil",NA,NA,"Campo sujo.","HUEFS0222069","Angiospermae","Myrtales","(DC.) O.Berg","M.Sobral","Goiás","sentido São João da Aliança para Alto Paraíso de Goiás, Fazenda Brancas, Parque dos Anões, km 144 da GO 118, Ponto mais alto da RPPN.","-47.483056","-14.319722","1050","1050",NA,"Alto Paraíso de Goiás",NA,NA,NA,NA,"47W28'59''","14S19'11''","2019","06",NA,"Rosanae",NA,NA,NA,NA,NA
"3138","2019-10-07 09:35:08-03","UEFS","HUEFS","79677","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Bitencourt, C.","78","2012","09","07",NA,"Brasil",NA,NA,NA,"HUEFS0079677","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","M.Ibrahim","Minas Gerais","Cerradinho.","-48.691389",NA,NA,NA,NA,"Congonhas do Norte",NA,NA,NA,NA,"48W41'29''",NA,"2017","10",NA,"Rosanae",NA,NA,NA,NA,NA
"3139","2020-05-22 10:32:28-03","UEFS","HUEFS","151538","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Ibrahim, M.","147","2009","09","04",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0151538","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","M.Ibrahim","Goiás","Sítio das Palmeiras, antiga Faz. Sobradinho. Serra do Caiapó.","-51.881389","-17.566111",NA,NA,"HUEFS0151538","Caiapônia",NA,NA,NA,NA,"51W52'53''","17S33'58''","2012","10",NA,"Rosanae",NA,NA,NA,NA,NA
"3140","2019-10-07 09:35:08-03","UEFS","HUEFS","184892","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Snak, C.","681","2011","10","14",NA,"Brasil",NA,NA,NA,"HUEFS0184892","Angiospermae","Myrtales","(DC.) O.Berg","L.Lucresia","Minas Gerais","MG 010 sentido Santana do Riacho, área de Campo Rupestre e Mata Ciliar próxima à dois desvios com calçamento de pedra. 1230m alt.","-43.55",NA,NA,NA,"HUEFS0184892","Santana do Riacho",NA,NA,NA,NA,"43W33'","19S17'255''","2019","07",NA,"Rosanae",NA,NA,NA,NA,NA
"3141","2020-05-22 10:32:28-03","UEFS","HUEFS","132028","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Hoehne, W.","1844","1945","11","05",NA,"Brasil",NA,NA,NA,"HUEFS0132028","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"São Paulo",NA,"-46.7400016784668","-23.3600006103516",NA,NA,"HUEFS0132028","Caieiras",NA,NA,"9448","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3142","2019-10-07 09:35:08-03","UEFS","HUEFS","56530","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Silva, F.C.","2029","1996","10","15",NA,"Brasil",NA,NA,NA,"HUEFS0056530","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Paraná","Arredores de Sengés.","-49.4636001586914","-24.1128005981445",NA,NA,"HUEFS0056530","Sengés",NA,NA,"55682","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3143","2020-05-22 10:32:28-03","UEFS","HUEFS","151545","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Ibrahim, M.","154","2009","09","07",NA,"Brasil",NA,NA,"Cerrado ralo antropizado.","HUEFS0151545","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Goiás","Campus da UFG.","-48.9528007507324","-16.3267002105713",NA,NA,NA,"Anápolis",NA,NA,"31830","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3144","2020-05-22 10:32:29-03","UEFS","HUEFS","187335","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Paula-Souza, J.","3750","2003","11","14",NA,"Brasil",NA,NA,"Banhado com campo e cerrado adjacentes.","HUEFS0187335","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"São Paulo","Ponte sobre o rio verde, no limite dos municípios de Itararé e Itapeva.","-49.3400001525879","-24.1100006103516",NA,NA,"HUEFS0187335","Itararé",NA,NA,"27729","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3145","2019-10-07 09:35:08-03","UEFS","HUEFS","82338","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Heringer, E.P.","TEPB2336","1978","11","20",NA,"Brasil",NA,NA,NA,"HUEFS0082338","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Distrito Federal","Rodovia que leva à reserva no trecho entre a reserva e o DNER.","-47.9296989440918","-15.7797002792358",NA,NA,"HUEFS0082338","Brasília",NA,NA,"70570","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3146","2020-05-22 10:32:29-03","UEFS","HUEFS","164638","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Roque, A.A.","467","2008","03","02",NA,"Brasil",NA,NA,"Caatinga.","HUEFS0164638","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Rio Grande do Norte","RPPN Stoessel de Britto.","-37.0203018188477","-6.03388977050781",NA,NA,"HUEFS0164638","Jucurutu",NA,NA,"24072","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3147","2020-05-22 10:32:28-03","UEFS","HUEFS","100036","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Kral, R.","75143","1988","09","27",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0100036","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Mato Grosso","BR - 364, 190 Km de Cuiabá em direção a rondonópolis, 20 Km N da estrada para Gruta de São Vincente.",NA,NA,"650","650","HUEFS0100036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3148","2020-05-22 10:32:28-03","UEFS","HUEFS","132030","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Gomes, J.C.","2283","1964","10","15",NA,"Brasil",NA,NA,NA,"HUEFS0132030","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","M.Ibrahim","Mato Grosso","Fazenda do Dr. José Mendes, margem esquerda do Rio Sucuriú.",NA,NA,NA,NA,"HUEFS0132030","Três Lagoas",NA,NA,NA,NA,NA,NA,"2010","05",NA,"Rosanae",NA,NA,NA,NA,NA
"3149","2020-05-22 10:32:28-03","UEFS","HUEFS","151540","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Ibrahim, M.","149","2009","09","04",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0151540","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Goiás","Sítio das Palmeiras, antiga Faz. Sobradinho. Serra do Caiapó.","-51.8825","-17.287778",NA,NA,"HUEFS0151540","Caiapônia",NA,NA,NA,NA,"51W52'57''","17S17'16''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3150","2020-05-22 10:32:28-03","UEFS","HUEFS","151549","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Ibrahim, M.","158","2009","09","09",NA,"Brasil",NA,NA,"Cerrado típico alterado, solo areno-argiloso com canga.","HUEFS0151549","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Goiás","Beira da estrada, caminho para o Parque Estadual dos Pirineus.",NA,NA,NA,NA,NA,"Cocalzinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3151","2019-10-07 09:35:08-03","UEFS","HUEFS","9242","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Queiroz, L.P.de","2390","1989","08",NA,NA,"Brasil",NA,NA,"Cerrado.","HUEFS0009242","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","L.Landrum","São Paulo","Área de entorno da represa do Lobo.","-47.816667","-22.25",NA,NA,"HUEFS0009242","Itirapina",NA,NA,NA,NA,"47W49'","22S15'","1995","09",NA,"Rosanae",NA,NA,NA,NA,NA
"3152","2020-05-22 10:32:28-03","UEFS","HUEFS","155892","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","UFJF e EMBRAPA",NA,"1988","12","09",NA,"Brasil",NA,NA,NA,"HUEFS0155892","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","M.Ibrahim","Minas Gerais",NA,NA,NA,NA,NA,"HUEFS0155892","São Sebastião da Vitória",NA,NA,NA,NA,NA,NA,"2012","10",NA,"Rosanae",NA,NA,NA,NA,NA
"3153","2020-05-22 10:32:28-03","UEFS","HUEFS","155895","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Rezende, M.G.","198","2008","09","14",NA,"Brasil",NA,NA,NA,"HUEFS0155895","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","M.Sobral","Minas Gerais","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.370833","-21.978333",NA,NA,"HUEFS0155895 HUEFS0155895_e1","Caldas",NA,NA,NA,NA,"46W22'15''","21S58'42''","2019",NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3154","2020-05-22 10:32:28-03","UEFS","HUEFS","156784","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Cardoso, D.","2738","2009","10","27",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0156784","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","J.E.Q.Faria Júnior & M.Ibrahim","Minas Gerais","Serra da Calçada, próximo ao condomínio Retiro das Pedras.","-44.028056","-20.080278","1467","1467","HUEFS0156784","Brumadinho",NA,NA,NA,NA,"44W1'41''","20S4'49''","2010","09",NA,"Rosanae",NA,NA,NA,NA,NA
"3155","2020-05-22 10:32:28-03","UEFS","HUEFS","159563","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Ibrahim, M.","205","2010","04","21",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0159563","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Goiás","Estrada para Teresina de Goiás, aproximadamente 14 km da sede de Alto Paraíso, na subida da placa  Restaurante Casa Bella, entre kms 177 e 179.","-47.486389","-14.223889","1217","1217","HUEFS0159563","Alto Paraíso de Goiás",NA,NA,NA,NA,"47W29'11''","14S13'26''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3156","2020-05-22 10:32:29-03","UEFS","HUEFS","162705","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Paula-Souza, J.","3956","2005","01","16",NA,"Brasil",NA,NA,NA,"HUEFS0162705","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","M.Ibrahim","Goiás","Estrada para Montividiu.","-51.769167","-17.076944",NA,NA,"HUEFS0162705","Caiapônia",NA,NA,NA,NA,"51W46'9''","17S4'37''","2012","10",NA,"Rosanae",NA,NA,NA,NA,NA
"3157","2020-05-22 10:32:29-03","UEFS","HUEFS","162709","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Souza, V.C.","24053","2000","07","17",NA,"Brasil",NA,NA,"Cerrado Pedregoso.","HUEFS0162709","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Tocantins","Serra da Natividade, próximo á antena (topo de antena).","-47.702222","-11.693611",NA,NA,"HUEFS0162709","Natividade",NA,NA,NA,NA,"47W42'8''","11S41'37''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3158","2020-05-22 10:32:29-03","UEFS","HUEFS","184138","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Faria, J.E.Q.","2106","2011","10","31",NA,"Brasil",NA,NA,"Campo sujo.","HUEFS0184138","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Distrito Federal","Parque Nacional de Brasília.","-47.997222","-15.653611","1158","1158","HUEFS0184138","Brasília",NA,NA,NA,NA,"47W59'50''","15S39'13''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3159","2020-05-22 10:32:29-03","UEFS","HUEFS","184139","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Faria, J.E.Q.","2105","2011","10","31",NA,"Brasil",NA,NA,"Campo sujo.","HUEFS0184139","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Distrito Federal","Parque Nacional de Brasília.","-47.997222","-15.653611","1158","1158","HUEFS0184139","Brasília",NA,NA,NA,NA,"47W59'50''","15S39'13''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3160","2020-05-22 10:32:29-03","UEFS","HUEFS","184140","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Faria, J.E.Q.","2104","2011","10","31",NA,"Brasil",NA,NA,"Campo sujo.","HUEFS0184140","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Distrito Federal","Parque Nacional de Brasília.","-47.997222","-15.653611","1158","1158","HUEFS0184140","Brasília",NA,NA,NA,NA,"47W59'50''","15S39'13''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3161","2020-05-22 10:32:29-03","UEFS","HUEFS","184141","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Faria, J.E.Q.","2103","2011","10","31",NA,"Brasil",NA,NA,"Campo sujo.","HUEFS0184141","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Distrito Federal","Parque Nacional de Brasília.","-47.997222","-15.653611","1158","1158","HUEFS0184141","Brasília",NA,NA,NA,NA,"47W59'50''","15S39'13''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"3162","2019-10-07 09:35:08-03","UEFS","HUEFS","35384","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Melo, E.","2475","1998","09","19",NA,"Brasil",NA,NA,NA,"HUEFS0035384","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","M.Ibrahim","São Paulo","15 Km E da cidade, Rodovia SP-300, Km 317-318","-48.926389","-22.500556","620","620","HUEFS0035384","Bauru",NA,NA,NA,NA,"48W55'35''","22S30'2''","2008","09",NA,"Rosanae",NA,NA,NA,NA,NA
"3163","2019-10-07 09:35:08-03","UEFS","HUEFS","82713","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Dias, T.A.B.","31","1991","03","20",NA,"Brasil",NA,NA,"Cerrado ralo. Latossolo-vermelho escuro.","HUEFS0082713","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg","J.E.Q.Faria Júnior","Distrito Federal","Núcleo rural de Sobradinho 01.","-47.766667","-15.666667","1085","1085","HUEFS0082713","Sobradinho",NA,NA,NA,NA,"47W46'","15S40'","2009","07",NA,"Rosanae",NA,NA,NA,NA,NA
"3164","2020-05-22 10:32:29-03","UEFS","HUEFS","210304","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Paula-Lima, F.B.","3","2011","10","30",NA,"Brasil",NA,NA,"Campo sujo em solo areno-pedregoso com adensamente de Vochysia.","HUEFS0210304","Angiospermae","Myrtales","(Mart. ex DC.) O.Berg",NA,"Minas Gerais","Parque Nacional da Serra da Canastra. Altos da Cachoeira Casca D#?#Anta.","-46.523056","-20.298056","1180","1180",NA,"São Roque de Minas",NA,NA,NA,NA,"46W31'23''","20S17'53''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
