"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","infraspecificEpithet","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","dayIdentified","individualCount","sex"
"42","2020-11-19 10:22:44-03","CPAP","CPAP","12157","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2291","1994","05","13",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Lagoa permanente, quase seca com aspecto de brejo. SUBSTRATO: solo arenoso com muita matéria orgânica. RELEVO: plano.",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - lagoa 43 em frente ao curral","-56.65","-18.983333",NA,"1994","05","90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,"13",NA,NA
"43","2020-11-19 10:22:44-03","CPAP","CPAP","12171","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Schinini, A.","28741","1994","09","08",NA,"Argentina",NA,"Flotante en laguna. AMBIENTE: Em selva.",NA,NA,"V. J. Pott",NA,"Dep. Guarain","Ruta 15,2 km Se Dela Vivienda Dehuespedes",NA,NA,NA,"1995","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31",NA,NA
"44","2020-11-19 10:22:44-03","CPAP","CPAP","12179","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Abbott, J. R.","16995","1995","06","12",NA,"Bolívia",NA,NA,NA,NA,"V. J. Pott","Santa Cruz","Dep. Santa Cruz","70 km E de Cuatro Canadas, e 30 km SE de San Miguelito",NA,NA,NA,"1995","07","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-19 10:22:44-03","CPAP","CPAP","12983","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2309","1994","06","10",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Frequente. AMBIENTE: Lagoa com Pistia stratiotes, e nível da água muito baixo. SUBSTRATO: solo arenoso com muita matéria orgânica. RELEVO: plano.",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía do Carandazal","-56.65","-18.983333",NA,"1994","06","90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,"10",NA,NA
"46","2020-11-19 10:22:44-03","CPAP","CPAP","14055","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2761","1995","07","23",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Raro. AMBIENTE: Lagoa de brejo represada em área de mata. SUBSTRATO: solo argiloso de basalto. RELEVO: plano.",NA,NA,"V. J. Pott","RS","Erval Seco","Área Indígena, próximo ao km 46 da RS-324, entre Vila Bananeira e Planalto","-53.466667","-27.5",NA,"1995","07",NA,NA,"53°28' W","27°30' S",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-19 10:22:44-03","CPAP","CPAP","14806","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2871","1995","10","05",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: Despoluidora.. FREQUÊNCIA: Dominante. AMBIENTE: Caixa de empréstimo. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","MS","Miranda","BR-262, Km 581, fazenda São Francisco","-56.645","-20.135",NA,"1995","10","110","110","56°38'42'' W","20°08'06'' S",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-19 10:22:44-03","CPAP","CPAP","15789","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, A.","7873","1996","08","16",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Caixa de empréstimo rasa, secando. SUBSTRATO: solo argiloso. RELEVO: deprimido sobre convexo.",NA,NA,NA,"MT","Poconé","Base do IBAMA, 100 Km Sul de Poconé; Pantanal","-56.774444","-17.365278",NA,NA,NA,"90","90","56°46'28'' W","17°21'55'' S",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-19 10:22:44-03","CPAP","CPAP","15795","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, A.","7879","1996","08","21",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Alimento de fauna. FREQUÊNCIA: Frequente. AMBIENTE: Borda de lagoa secando. SUBSTRATO: lodo orgônico, sobre solo arenoso. RELEVO: plano deprimido.",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.716667","-18.916667",NA,"1996","08","90","90","56°43' W","18°55' S",NA,NA,NA,NA,NA,"22",NA,NA
"50","2020-11-19 10:22:44-03","CPAP","CPAP","17031","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","3398","1998","04","19",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: branca. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Muito frequente. AMBIENTE: Lagoa, entre vegetação aquática flutuante. Presença de Wolffia até os 50m da borda ao centro da lagoa, depois, baceiro numa faixa concen",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía 10 (lagoa) - invernada 3","-56.65","-18.983333",NA,NA,NA,"90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-19 10:22:44-03","CPAP","CPAP","17073","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","3440","1998","05","25",NA,"Brasil",NA,"Erva aquática flutuante livre. Estéril; espécies acompanhantes: L. aequinoctialis e W. columbiana. FLOR: creme. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Frequente. AMBIENTE: Depressão com água em borda de pastagem cultivada de Brachiaria. SUBSTRATO:",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Cedro, Sub-região de Paiaguás; Pantanal","-57.088056","-18.689722",NA,"1998","05","90","90","57°05'17'' W","18°41'23'' S",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-19 10:22:44-03","CPAP","CPAP","17087","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","3454","1998","07","01",NA,"Brasil",NA,"Erva aquática flutuante livre. Fértil; espécies acompanhantes Wolffia columbiana e Wolffiela ligulata. FLOR: branca. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Dominante. AMBIENTE: Borda da lagoa, com Salvinia auriculata e Pistia; profundidade 30-40 c",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía da sede","-56.620278","-18.986111",NA,"1998","07","98","98","56°37'13'' W","18°59'10'' S",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-19 10:22:44-03","CPAP","CPAP","18117","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","3754","1998","08","31",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Lagoa, entre vegetação aquática e C. submersum var. echinatum. Presença de Wolffia columbiana e Lemna aequinoctialis. SUBSTRATO: solo arenoso. RELEV",NA,NA,"V. J. Pott","MS","Aquidauana","Fazenda Tupanciretã; lagoa da sede; Sub-região de Aquidauana; Pantanal","-56.408056","-19.48",NA,"1998","09",NA,NA,"56°24'29'' W","19°28'48'' S",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-19 10:22:44-03","CPAP","CPAP","18386","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","8105","1999","05","21",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Forrageira para aves.. FREQUÊNCIA: Frequente. AMBIENTE: Açude coberto de Pistia, próximo currral. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","MS","Miranda","Fazenda São Francisco; borda do Pantanal","-56.666667","-20.116667",NA,"1999","05","100","100","56°40' W","20°07' S",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-19 10:22:44-03","CPAP","CPAP","21858","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","4269","2000","11","11",NA,"Brasil",NA,"Erva aquática flutuante livre, estéril, planta despoluidora Dominante.. Açude pequeno,. Solo: calcário,. Relevo: plano.",NA,NA,"V. J. Pott","MS","Maracaju","BR 267, Km 488, próximo ao matadouro São Bento","-55.213889","-21.484444",NA,"2000","11",NA,NA,"55°12'50'' W","21°29'04'' S",NA,NA,NA,NA,NA,"11",NA,NA
"56","2020-11-19 10:22:44-03","CPAP","CPAP","22434","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","7800","2005","06","23",NA,"Brasil",NA,"Erva aquática flutuante livre, planta dominate. Lagoinha (5x5m),. Solo: argiloso.,. Relevo: plano.",NA,NA,"V. J. Pott","MS","Porto Murtinho","Fazenda Água Doce, entrada da sede, estrada MS-, para Rio APA, 4Km do Asfalto","-57.904722","-22.03",NA,"2005","06","84","84","57°54'17'' W","22°01'48'' S",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-19 10:22:44-03","CPAP","CPAP","9356","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Bueno, N. C.","395","1992","07","30",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Pouco frequente. AMBIENTE: Aquático. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"MS","Corumbá","Estrada para Forte Coimbra a 12km da BR-262","-57.316667","-19.2",NA,NA,NA,"90","90","57°19' W","19°12' S",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-19 10:22:44-03","CPAP","CPAP","9357","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Bueno, N. C.","396","1992","07","30",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Aquático. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"MS","Corumbá","Estrada para Forte Coimbra a 11km da BR-262, fazenda Fazendinha","-57.316667","-19.2",NA,NA,NA,"90","90","57°19' W","19°12' S",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-19 10:22:44-03","CPAP","CPAP","9626","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, A.","6166","1992","05","17",NA,"Brasil",NA,"Erva flutuante livre, verde. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Esparsa entre Lemna. AMBIENTE: Borda de lagoa permanente, água 0-15cm profundidade, perturbada. Água entrofizada por de composição de material orgânico do fundo exposto pela seca; fai",NA,NA,NA,"MS","Corumbá","Fazenda Nhumirim (Embrapa), Sub-região da Nhecolândia Pantanal - lagoa nº1; defronte a sede","-56.65","-18.983333",NA,NA,NA,"90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-19 10:22:44-03","CPAP","CPAP","9627","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, A.","6167","1992","05","17",NA,"Brasil",NA,"Erva flutuante livre, verde. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Cobrindo a superfície. AMBIENTE: Lagoa temporária, água (verde) 0-30cm profundidade. Com Sesbania virgata (morta) e algas filamentosas (tendendo a dominar). SUB",NA,NA,NA,"MS","Corumbá","Lado Oeste do aterro (estrada MS-228), fazenda Firme, Sub-região da Nhecolândia, Pantanal","-57.016667","-19.266667",NA,NA,NA,"90","90","57°01' W","19°16' S",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-19 10:22:44-03","CPAP","CPAP","9920","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","1795","1992","05","07",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: esbranquiçada. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Muito frequente. AMBIENTE: Encharcado de beira de estrada, raso, com pisoteio de gado. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","MS","Corumbá","Estrada para Forte Coimbra, Pantanal","-57.816667","-19.333333",NA,"1992","05","84","84","57°49' W","19°20' S",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-19 10:22:44-03","CPAP","CPAP","9954","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","1829","1992","05","27",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Muito frequente. AMBIENTE: Água parada em beira de estrada, e pisoteio de gado. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"MS","Corumbá","Estrada para Forte Coimbra, fazenda Fazendinha, Pantanal","-57.7","-19.45",NA,NA,NA,"88","88","57°42' W","19°27' S",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-19 10:22:44-03","CPAP","CPAP","10781","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Soares, M. de L. C.","02","1993","11","20",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,"V. J. Pott","AM","Manaus","Campus do INPA","-60.0250015258789","-3.10193991661072",NA,"1993","02",NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA
"64","2020-11-19 10:22:44-03","CPAP","CPAP","10018","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Cervi, A. C.","3281","1991","08","21",NA,"Brasil",NA,"Aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,"A. Pott; V. J. Pott","MS","Corumbá","Fazenda Firme, Sub-região da Nhecolândia, Pantanal - lagoa ao lado do aterro","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"65","2020-11-19 10:22:44-03","CPAP","CPAP","13165","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Ferreira, C. J. A.","48","1996","04","01",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Tanque velho, 40cm profundidade. SUBSTRATO: água de chuva e matéria orgânica no fundo. RELEVO: plano.",NA,NA,"V. J. Pott","SP","Jáguariuna","CNPMA/Embrapa, SP 340, KM 127,5","-46.9799995422363","-22.7000007629395",NA,"1996","04",NA,NA,NA,NA,"12963","auto",NA,NA,NA,NA,NA,NA
"66","2020-11-19 10:22:44-03","CPAP","CPAP","12162","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2296","1994","05","18",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: castanho. INTERESSE: Despoluidora. FREQUÊNCIA: Muito frequente. AMBIENTE: Lagoa permanente. Junto com Wolffia brasiliensis. SUBSTRATO: solo arenoso. RELEVO: plano deprimido. <ll>dwc_commonname:</ll> Lodo",NA,NA,NA,"MS","Corumbá","Fazenda Firme, Sub-região da Nhecolândia, Pantanal - ao lado da estrada MS-230","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"67","2020-11-19 10:22:44-03","CPAP","CPAP","13614","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Cervi, A. C.","4232","1993","12","09",NA,"Brasil",NA,"Erva aquática flutuante, junto com Salvinia rotundifolia. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Santa Luzia, Sub-região da Nhecolândia; Pantanal","-57.6533012390137","-19.0091991424561",NA,"1993","12",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"68","2020-11-19 10:22:44-03","CPAP","CPAP","18315","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","3934","1999","07","24",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: não vista. FRUTO: não visto. INTERESSE: Despoluidora. FREQUÊNCIA: Raro. AMBIENTE: Valo de bueiro, em beira de estrada e eucaliptos. Entre Spirodela punctata e raras Wolffia brasiliensis. SUBSTRATO: solo derivado de ar",NA,NA,"V. J. Pott","SC","Ilhota","1km após a BR-470, km512, no entroncamento para extração de areia, 2km de Baú Baixo","-48.8272018432617","-26.8997001647949",NA,"1999","07","10","10",NA,NA,"18275","auto",NA,NA,NA,NA,NA,NA
"69","2021-04-07 11:41:05-03","UFMS","CGMS","75539","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","V.J. Pott; A. Pott","8277","2005","09","23",NA,"Brasil",NA,"Duplicata do HMS 11069. Habitat: Lagoa seca com taboa (Typha domingensis). Solo matéria orgânica sobre areia. Relevo plano. Habito: Erva aquática flutuante livre. Rara.","CGMS1108766",NA,"V.J. Pott","Mato Grosso do Sul","Corumbá","Fazenda Esperança, próximo à sede, Parque Estadual do Rio Negro, Pantanal.","-56.6052778","-19.4258334",NA,NA,NA,"100","100","-56,6052778","-19,4258334",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-04-07 11:41:05-03","UFMS","CGMS","52917","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","M.V. Buss","4","2014","06","05",NA,"Brasil",NA,"Lemnoideae Amostra A4W. Habitat: Lagoa de polimento da estação de tratamento de efluentes de frigorífico de abate de suínos e bovinos. Habito: Erva aquática flutuante livre.","CGMS002959",NA,"V.J. Pott","Santa Catarina","Pinheiro Preto","Frigorífico Ana Rosa.","-51.2269445","-27.0408333",NA,NA,NA,NA,NA,"-51,2269445","-27,0408333",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-04-07 11:45:19-03","UFMS","CGMS","70683","PreservedSpecimen","Plantae",NA,NA,"Lemnaceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","V.J. Pott; A. Pott","9248","2007","05","20",NA,"Brasil",NA,"Flor ausente. Fruto ausente. Habitat: Lagoa antropizada com Pistia stratiotes e baceiro. Habito: Erva aquática flutuante livre.","CGMS1103110",NA,"V.J. Pott","Mato Grosso do Sul","Corumbá","Fazenda Nhumirim (lagoa da sede), Nhecolândia, Pantanal.","-56.6188889","-18.9866666",NA,"2007","05","100","100","-56,6188889","-18,9866666",NA,NA,NA,NA,NA,"20",NA,NA
"72","2021-04-07 11:41:05-03","UFMS","CGMS","52916","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","M.V. Buss","3","2014","06","05",NA,"Brasil",NA,"Lemnoideae Amostra A3W. Habitat: Lagoa de decantação da estação de tratamento de efluentes de frigorífico de abate de matrizes de suínos e aves. Habito: Erva aquática flutuante livre.","CGMS002957",NA,"V.J. Pott","Santa Catarina","Videira","Frigorífico Sagrinco.","-51.1955555","-26.9836111",NA,NA,NA,NA,NA,"-51,1955555","-26,9836111",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-04-07 11:45:19-03","UFMS","CGMS","70579","PreservedSpecimen","Plantae",NA,NA,"Lemnaceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","V.J. Pott; A. Pott","9396","2007","06","13",NA,"Brasil",NA,NA,"CGMS1069962",NA,"V.J. Pott","Mato Grosso","Cáceres","Rodovia BR-070, próximo ao Km 638, entre Rio Sangradoroinho e Rio Sangradouro.","-57.1133333","-15.9394444",NA,NA,NA,"140","140","-57,1133333","-15,9394444",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-04-07 11:41:05-03","UFMS","CGMS","68735","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","V.J. Pott; A. Pott","11492","2012","10","17",NA,"Brasil",NA,"Flor ausente. Fruto ausente. Habitat: Lagoa temporária semissombreada com árvores de floresta decidual de angico e aroeira. Solo argiloso, vermelho. Relevo plano. Habito: Erva aquática flutuante livre. Dominante.","CGMS1101693",NA,"V.J. Pott","Mato Grosso do Sul","Miranda","Rodovia BR-262, Km 588, próximo a silo da Fazenda São Francisco e a 15 Km da ponte do Rio Miranda.","-56.645","-20.1347222",NA,NA,NA,"135","135","-56,645","-20,1347222",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-04-07 11:41:05-03","UFMS","CGMS","50217","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","M.A.O. Bezerra; J.S. Damaceno","4","2012","04","13",NA,"Brasil",NA,"Lemnoideae Com raras Wolffia columbiana. Material em solução Transeau com gotas de solução de sulfato de cobre. Habitat: Lagoas temporárias. Habito: Erva aquática flutuante livre.","CGMS002962",NA,"V.J. Pott","Sergipe","Poço Redondo","Angico - MNGA (Unidade de Conservação Estadual Monumento Natural Grota do Angico), Barreiro Cancela.","-37.6813889","-9.6872222",NA,NA,NA,"175","175","-37,6813889","-9,6872222",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-04-07 11:41:05-03","UFMS","CGMS","52915","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","M.V. Buss","2","2014","06","05",NA,"Brasil",NA,"Lemnoideae Amostra A2W. Habitat: Lagoa natural. Habito: Erva aquática flutuante livre.","CGMS002958",NA,"V.J. Pott","Santa Catarina","Videira",NA,"-51.1836111","-26.9388889",NA,NA,NA,NA,NA,"-51,1836111","-26,9388889",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-04-07 11:45:19-03","UFMS","CGMS","43335","PreservedSpecimen","Plantae",NA,NA,"Lemnaceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","A. Pott","12926","2005","06","16",NA,"Brasil",NA,"Flor ausente. Material em álcool 70%. Presença de raras Wolffiella oblonga. Habitat: Ex-floresta decidual, contato com Chaco. Solo argiloso vértico. Relevo depressão em planície (caixa de empréstimo). Habito: Erva aquática flutuante","CGMS1073319",NA,"V.J. Pott","Mato Grosso do Sul","Porto Murtinho","Fazenda Santa Ana, sub-região Porto Murtinho, Pantanal.","-57.6538889","-21.1705556",NA,"2005","07","100","100","-57,6538889","-21,1705556",NA,NA,NA,NA,NA,"28",NA,NA
"78","2021-04-07 11:41:05-03","UFMS","CGMS","43350","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","V.J. Pott; A. Pott; G. Hatschbach; J. Silva","6028","2002","11","19",NA,"Brasil",NA,"Duplicata CPAP, MBM. Habitat: Açude em borda de mata. Solo argiloso. Relevo plano. Habito: Erva aquática flutuante livre. Esparsa.","CGMS1073335",NA,"V.J. Pott","Mato Grosso do Sul","Aquidauana","Sede da fazenda Santa Cruz, próximo a vazante do piquete.","-56.1161111","-20.1569444",NA,"2013","05",NA,NA,"-56,1161111","-20,1569444",NA,NA,NA,NA,NA,"06",NA,NA
"79","2021-04-07 11:45:19-03","UFMS","CGMS","6745","PreservedSpecimen","Plantae",NA,NA,"Lemnaceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","V.J. Pott; R. Foster; A. Hemfill","3754","1998","08","31",NA,"Brasil",NA,"Flor branca. Habitat: Lagoa, entre vegetação aquática e C. submersum var. echinatum. Solo arenoso. Relevo plano. Muito frequente. Habito: Erva aquática flutuante livre.","CGMS1018645",NA,"V.J. Pott","Mato Grosso do Sul","Aquidauana","Fazenda Tupancireta, lagoa da sede, sub-região de Aquidauana, Pantanal.","-56.4080556","-19.48",NA,NA,NA,NA,NA,"-56,4080556","-19,48",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-04-07 11:41:05-03","UFMS","CGMS","66299","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","D. Fajardo Nogueira","1","2018","09",NA,NA,"Brasil",NA,"Habitat: Lagoa. Habito: Erva aquática flutuante livre.","CGMS1099260",NA,"V.J. Pott","Mato Grosso do Sul","Campo Grande","Cras - Centro de Reabilitação de Animais Silvestres","-54.5641667","-20.4522222",NA,NA,NA,"606","606","-54,5641667","-20,4522222",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-04-07 11:45:19-03","UFMS","CGMS","43352","PreservedSpecimen","Plantae",NA,NA,"Lemnaceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","V.J. Pott; E. Scremin-Dias; A. Pott","8075","2005","09","01",NA,"Brasil",NA,"Flor esbranquiçada. Fruto ausente. Fértil. Material em ácool 70% Habitat: Lagoa (açude). Solo calcário. Relevo plano. Habito: Erva aquática flutuante livre. Muito frequente.","CGMS1073337",NA,"V.J. Pott","Mato Grosso do Sul","Bodoquena","Fazenda Canaã.","-56.7502778","-20.7094444",NA,NA,NA,"270","270","-56,7502778","-20,7094444",NA,NA,NA,NA,NA,NA,NA,NA
