"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2019-10-09 11:12:57-03","UFBA","ALCB","127218","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Guedes, ML","Guedes, ML; Alunos de Sistemática Evolução de Espermatófitas","25465","2017","02","04","Southern America","Brasil","Bahia","Chapada Diamantina, Cachoeira do Fraga.","-42.35","-13.983333",NA,"Folhas cartáceas, discolores. Fruto drupa .","ALCB044526","ALCB044526","Rio de Contas",NA,NA,NA,"2017","04","-42.35","-13.983333",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:46:09-03","NBC","NL-BOTANY","L.1891291","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,"Prov San Paulo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1891291 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1891291","NL-L1891291",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:46:09-03","NBC","NL-BOTANY","U.1202030","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.",NA,"Haas Sr de; Haas JH de; Belém RP",NA,"1970","09","22","Southern America","Brazil",NA,"Rio de Janeiro - Brasil. Loc.: Brasil: Goias, Rio Tocantinzinho, entre S. joao de Alianca e Vaddeiros.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1202030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1202030","NL-U1202030",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:46:09-03","NBC","NL-BOTANY","U.1202031","PreservedSpecimen","Plantae",NA,"Malpighiales","Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.",NA,"Haas Sr de; Haas JH de; Belém RP",NA,"1967","09","23","Southern America","Brazil",NA,"Rio de Janeiro - Brasil. Loc.: Brasil: Goias, Parque Nacional do Tocantins, estrada Veadeiros-Colinas, 15km W. de Veadeiros. Beira de riacho.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1202031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1202031","NL-U1202031",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:28:02-03","UNICAMP","UEC","31972","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Barbosa-Silva, RG","Leitão Filho, HF; Martins, AB; Gabrielli, AC","14122","1982","08","12",NA,"Brazil","São Paulo","Cultivado na Faz. Santa Elisa, Secção de floricultura.","-47.060001373291","-22.8999996185303",NA,"Árvore até 6m; flores brancas.","UEC059670","UEC059670","Campinas",NA,NA,NA,"2017","06",NA,NA,NA,"29","23900","auto",NA,NA,NA,NA
"16","2021-03-01 16:28:02-03","UNICAMP","UEC","1380","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Barbosa-Silva, RG","Tamashiro, JY; et al.","6554","1977","08","19",NA,"Brazil","São Paulo","Fazenda Santa Elisa.","-47.060001373291","-22.8999996185303",NA,"Árvore até 6m; flores creme.","UEC059672","UEC059672","Campinas",NA,NA,NA,"2017","06",NA,NA,NA,"29","23900","auto",NA,NA,NA,NA
"17","2021-03-01 16:28:02-03","UNICAMP","UEC","1383","S","Plantae","Magnoliopsida",NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.",NA,"Gibbs, PE; Leitão Filho, HF; Kinoshita, LS; Andrade, JB","3524","1976","11","10",NA,"Brazil","São Paulo","Bertioga.","-45.4099998474121","-23.7600002288818",NA,"Árvore até 4m; flores creme-amareladas; folhas acinzentadas; pilosa na face inferior; Comum no local.","UEC006266","UEC006266","São Sebastião",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA
"18","2020-04-27 16:09:15-03","UFES","VIES","19938","S","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Prance, G.T.","Araújo, D.","5974","1984","01","22",NA,"Brasil","Espírito Santo","Praia do Pontal.","-40.8339004516602","-21.011100769043",NA,NA,"VIES019938","VIES019938","Itapemirim",NA,NA,NA,"1993","07",NA,NA,NA,NA,"28626","auto",NA,NA,NA,NA
"19","2020-12-21 16:20:48-03","MBM","MBM","138696","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook. f.","Smith, S.F.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","54657","1990","10","16","Southern America","Brazil","Goiás","Rod. GO-118, Rio das Cobras","-47.5099983215332","-14.1324996948242",NA,NA,"MBM138696","MBM138696","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA
"20","2020-12-21 16:20:48-03","MBM","MBM","151426","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook. f.","Prance, G.T.","Harley, R.M.; et al.; et al.","24911","1988","10","12","Southern America","Brazil","Minas Gerais","Serra do Cabral","-44.1800003051758","-17.8733005523682",NA,NA,"MBM151426","MBM151426","Buenópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42854","auto",NA,NA,NA,NA
"21","2020-12-21 16:20:48-03","MBM","MBM","251381","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook. f.","Prance, G.T.","Araujo, D.; et al.; et al.","5974","1984","01","22","Southern America","Brazil","Espírito Santo","Praia do Pontal","-40.8339004516602","-21.011100769043",NA,NA,"MBM251381","MBM251381","Itapemirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28626","auto",NA,NA,NA,NA
"22","2020-12-21 16:20:48-03","MBM","MBM","190162","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook. f.","Prance, G.T.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","64414","1996","01","19","Southern America","Brazil","Minas Gerais","Rio da Onça","-44.1721992492676","-17.7574996948242",NA,NA,"MBM190162","MBM190162","Joaquim Felício",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA
"23","2020-12-21 16:20:48-03","MBM","MBM","244964","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook. f.","Smith, S.F.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69415","1999","10","21","Southern America","Brazil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"MBM244964","MBM244964","Joaquim Felício",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA
"24","2015-10-28 10:26:47-02","MNHN","RECOLNAT_MNHN_P","P00746103","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.",NA,"Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746103' target='other'> <mi>dwc_moreinfo</mi></a>","P00746103","P00746103_01",NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,"3290",NA,NA,NA
"25","2015-09-05 08:40:51-03","MNHN","RECOLNAT_MNHN_P","P05561053","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.",NA,"Burchell",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05561053' target='other'> <mi>dwc_moreinfo</mi></a>","P05561053","P05561053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3235",NA,NA,NA
"26","2015-09-05 08:40:51-03","MNHN","RECOLNAT_MNHN_P","P05561055","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais","Brésil: Province de Minas Geraes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05561055' target='other'> <mi>dwc_moreinfo</mi></a>","P05561055","P05561055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1967",NA,NA,NA
"27","2015-09-05 08:40:51-03","MNHN","RECOLNAT_MNHN_P","P05561056","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brasil","Minas Gerais","Brésil: Minas Geraes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05561056' target='other'> <mi>dwc_moreinfo</mi></a>","P05561056","P05561056_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C 499",NA,NA,NA
"28","2015-09-05 08:40:51-03","MNHN","RECOLNAT_MNHN_P","P05561057","PreservedSpecimen",NA,NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais","Brésil: Province de Minas Geraes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05561057' target='other'> <mi>dwc_moreinfo</mi></a>","P05561057","P05561057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-11 17:18:31-03","UFPR","UPCB","41437","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Smith, S.F.","Hatschbach, G.","69415","1999","10","21",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,"Árvore 5m, flor creme. Campo rupestre, margens do córrego. Alt. 900-1100m..",NA,NA,"Joaquim Felício",NA,NA,NA,"2004","01",NA,NA,NA,"01","37503","auto",NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","3170628","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook. f.","G.T. Prance","José R. Pirani","Pirani 3496",NA,NA,NA,"South America","Brazil","Espírito Santo","Mun. Piuma, ca. 3 Km S do Morro do Aghá, na rodovia ES-060. floresta de restinga alta, planície arenosa.","-40.76666","-20.86666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-08-13 05:50:00-03","MO","MOBOT","3170792","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook. f.",NA,"R.M. Harley","Harley 24911","1988",NA,NA,"South America","Brazil","Minas Gerais","Mun.: Buenópolis. Serra do Cabral, a 7 km da cidade. Campo rupestre e mata de galeria. Brejo e areal. Na mata galeria.","-44.25","-17.88333",NA,NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2009-12-05 05:17:00-02","MO","MOBOT","3171064","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook. f.","S.F. Smith","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 54657","1990","10","16","South America","Brazil","Goiás","Rod. GO-118, Rio das Cobras (mun. Alto Paraíso).",NA,NA,NA,NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-07-26 14:34:00-03","MO","MOBOT","3170926","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook. f.",NA,"Jacques S. Blanchet","Blanchet 3290",NA,NA,NA,"South America","Brazil","Bahia","Jacobine.","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,"Jacobina",NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,"62396","auto",NA,"1",NA,NA
"34","2020-08-31 09:01:18-03","INPA","INPA","78943","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.",NA,"Fototipo","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"INPA0078943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","33287","PreservedSpecimen","Plantae",NA,"Rosales","Rosaceae","Licania","nitida","Licania nitida","Hook. f.",NA,"W. J. Burchell","3235",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,"US01352766","US01352766_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"36","2020-09-12 05:00:02-03","US","US","3516898","PreservedSpecimen","Plantae",NA,"Rosales","Rosaceae","Licania","nitida","Licania nitida","Hook. f.",NA,"R. M. Harley et al.","24911","1988","10","12","South America - Neotropics","Brazil","Minas Gerais","Serra do Cabral, a 7km da cidade.","-44.25","-17.88",NA,NA,"US01352764","US01352764_01","Buenópolis","950",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"37","2020-09-12 05:00:02-03","US","US","2845132","PreservedSpecimen","Plantae",NA,"Rosales","Rosaceae","Licania","nitida","Licania nitida","Hook. f.",NA,"H. S. Irwin, S. F. Fonseca, R. Souza, R. R. Santos & J. Santos","27405","1970","3","11","South America - Neotropics","Brazil","Minas Gerais","Serra do Cabral. ca. 2km N. of Joaquim Felício",NA,NA,NA,NA,"US01352765","US01352765_01",NA,"650",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"38","2020-09-12 05:00:02-03","US","US","3213539","PreservedSpecimen","Plantae",NA,"Rosales","Rosaceae","Licania","nitida","Licania nitida","Hook. f.",NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","54657","1990","10","16","South America - Neotropics","Brazil","Goiás","Rod. GO-118, Rio das Cobras","-47.5099983215332","-14.1324996948242",NA,NA,"US01352763","US01352763_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"44724","auto",NA,"1",NA,NA
"39","2020-09-12 05:00:02-03","US","US","3459789","PreservedSpecimen","Plantae",NA,"Rosales","Rosaceae","Licania","nitida","Licania nitida","Hook. f.",NA,"G. Hatschbach, A. C. Cervi & E. Barbosa","69415","1999","10","21","South America - Neotropics","Brazil","Minas Gerais","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"US01352762","US01352762_01","Joaquim Felício","900","1100",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"37503","auto",NA,"1",NA,NA
"40","2020-09-02 16:22:55-03","Cenargen","CEN","13497","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","G. T. Prance","Paulo Ernane Nogueira da Silva","196","1990","08","30",NA,"Brasil","MG","Caminho entre São Bento e São José da Macauba.","-44.3616981506348","-15.4881000518799","Exsicatas","Crescendo em touceiras. Doação do Projeto Biogeografia do Bioma Cerrado. Convênio SEPLAN / FUB / IBGE / EMBRAPA / FZDF.","CEN00013497","CEN00013497","JANUARIA",NA,NA,NA,"1994","01",NA,NA,NA,NA,"148972","auto",NA,"1",NA,NA
"41","2019-11-13 11:17:53-03","USP","SPF","100579","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Prance, GT","Pirani, JR","3496","1994","12","08",NA,"Brasil","Espírito Santo",NA,"-40.766667","-20.866667",NA,NA,"SPF00100579",NA,"Piúma",NA,NA,NA,"1998","04","-40.766667","-20.866667",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:17:53-03","USP","SPF","111931","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Prance, GT","Ganev, W","2231","1993","09","12",NA,"Brasil","Bahia",NA,"-41.716667","-13.316667",NA,NA,"SPF00111931",NA,"Abaíra","750","750",NA,"1998","04","-41.716667","-13.316667",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:17:53-03","USP","SPF","112202","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Prance, GT","Ganev, W","2718","1993","12","27",NA,"Brasil","Bahia",NA,"-41.783333","-13.4",NA,NA,"SPF00112202",NA,"Rio de Contas","850","900",NA,"1998","04","-41.783333","-13.4",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:17:53-03","USP","SPF","130872","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Prance, GT","Hind, DJN","PCD4266","1996","11","14",NA,"Brasil","Bahia",NA,"-41.826667","-13.596389",NA,NA,"SPF00130872",NA,"Rio de Contas","1000","1000",NA,"2000","12","-41.826667","-13.596389",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:17:53-03","USP","SPF","72531","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Prance, GT","Harley, RM","24911","1988","10","12",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.25","-17.883333",NA,NA,"SPF00072531",NA,"Buenópolis","950","950",NA,"1990",NA,"-44.25","-17.883333",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:17:53-03","USP","SPF","84974","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Prance, GT","Arbo, MM","5756","1992","11","23",NA,"Brasil","Bahia",NA,"-41.233333","-13.516667",NA,NA,"SPF00084974",NA,"Barra da Estiva","890","890",NA,"1998","04","-41.233333","-13.516667",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-13 11:17:53-03","USP","SPF","49025","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Prance, GT","Harley, RM","24354","1987","02","17",NA,"Brasil","Bahia",NA,"-41.5924987792969","-13.5166997909546",NA,NA,"SPF00049025",NA,"Jussiape",NA,NA,NA,"1992",NA,NA,NA,NA,NA,"26624","auto",NA,NA,NA,NA
"48","2019-11-13 11:17:53-03","USP","SPF","201468","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Lima, AS","Santos, MF","614","2010","12","15",NA,"Brasil","Goiás",NA,"-47.5099983215332","-14.1324996948242",NA,NA,"SPF00201468",NA,"Alto Paraíso de Goiás",NA,NA,NA,"2012","03",NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA
"49","2019-11-25 11:58:00-03","USP","SPF","230644","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Garcia, RJF","Fortes, CQ","s.n.","2010","02","02",NA,"Brasil","São Paulo",NA,"-46.138599395752","-23.8544006347656",NA,NA,"SPF00230644",NA,"Bertioga",NA,NA,NA,"2011","03",NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"50","2019-11-13 11:17:53-03","USP","SPF","72174","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","nitida","Licania nitida","Hook.f.","Prance, GT","Loefgren, A","s.n.","1898",NA,NA,NA,"Brasil","São Paulo",NA,"-46.4000015258789","-24",NA,NA,"SPF00072174",NA,"Praia Grande",NA,NA,NA,"1969","03",NA,NA,NA,NA,"22363","auto",NA,NA,NA,NA
