"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordedBy","year","month","day","continentOcean","preparationType","previousCatalogNumber","barcode","recordNumber","typeStatus","minimumElevationInMeters","maximumElevationInMeters","imagecode","dayIdentified","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"286","2021-04-07 11:46:05-03","UFMS","CGMS","49251","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.","A.B. Martins",NA,NA,"Brasil","Minas Gerais","Buenópolis","Ligação da Rodovia BR-135 a Curimatuí, km 25-30.","-44.1800003051758","-17.8733005523682",NA,NA,"42854","Flor rosado-forte. Habitat: Campo rupestre. Solo arenoso. Habito: Subarbusto. 0,50m de altura.","auto","G. Hatschbach; M. Hatschbach; J.M. Silva","2002","08","19",NA,NA,NA,"CGMS1079193","73597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2021-03-01 16:33:59-03","UNICAMP","UEC","134340","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Santos, AKA","2004","05","Brazil","Bahia","Abaíra","abaixo da serra do Rey","-41.9","-13.3","-41.9","-13.3",NA,"campo rupestre com solo cascalhado em rochas",NA,"Ganev, W","1992","08","18",NA,NA,NA,"UEC079411","898",NA,"1600","1600","UEC079411","21",NA,NA,NA,NA,NA,NA
"288","2021-03-01 16:33:59-03","UNICAMP","UEC","112481","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Souza, VC","1999",NA,"Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral.","-44.191944","-17.708056","-44.191944","-17.708056",NA,"Arbusto, ca. 1m alt.; pétalas rosa-forte.; Campo arenoso com cerrado e afloramentos rochosos adjacentes.",NA,"Souza, VC; Souza, JP; Elias, SI; Forster, W; Oliveira, ACP","1999","05","16",NA,NA,NA,"UEC021427","22427",NA,NA,NA,"UEC021427",NA,NA,NA,NA,NA,NA,NA
"289","2021-03-01 16:33:59-03","UNICAMP","UEC","121861","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.",NA,NA,NA,"Brazil","Bahia","Rio de Contas","Estrada para Campo de Queiróz, próximo ao Rio Brumadinho.","-41.896611","-13.523","-41.896611","-13.523",NA,"Arbusto, ca. 1m. Botões florais com ápice vináceo; corola púrpura; estames amarelos.; Campo úmido.",NA,"Almeda, F; Romero, R; Martins, AB; Belinello, R","1999","05","20",NA,NA,NA,"UEC079428","8319",NA,"1195","1195","UEC079428",NA,NA,NA,NA,NA,NA,NA
"290","2021-03-01 16:33:59-03","UNICAMP","UEC","122171","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.",NA,NA,NA,"Brazil","Bahia","Rio de Contas","Campo do Queirós","-41.949778","-13.518778","-41.949778","-13.518778",NA,"arbusto, ca. 1,6m . Corola magenta, estames amarelos, ápice do botão flora vináceo; campo úmido, solo bastante encharcado",NA,"Almeda, F; Romero, R; Martins, AB; Belinello, R","1999","05","20",NA,NA,NA,"UEC079423","5883",NA,"1500","1500","UEC079423",NA,NA,NA,NA,NA,NA,NA
"291","2021-03-01 16:33:59-03","UNICAMP","UEC","131617","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Fonseca, ML","2003","06","Brazil","Distrito Federal","Brasília","APA Gama Cabeça de Veado. Arie do Córrego do Cedro. R.A. do Núcleo Bandeirante; Lagoa do Córrego do Cedro. SMPW Q.16 conj.1.","-47.943333","-15.896111","-47.943333","-15.896111",NA,"Arbusto ca. 1,20 m altura; folhas discolores, flores róseas, anteras amarelas.; Solo: hidromórfico; Relevo: plano. Vegetação: campo limpo brejoso.",NA,"Fonseca, ML; Alvarenga, D","2003","05","14",NA,NA,NA,"UEC079427","4719",NA,"990","990","UEC079427",NA,NA,NA,NA,NA,NA,NA
"292","2021-03-01 16:33:59-03","UNICAMP","UEC","134341","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.",NA,NA,NA,"Brazil","Bahia","Abaíra","catolés, trilha para o Tijuquinho: campo redondo.","-41.908333","-13.282778","-41.908333","-13.282778",NA,"arbusto muito ramificado, folha cartácea subconcolor, pétal rósea, filetes amarelos, anteras alaranjadas.; campo rupestre",NA,"França, F; Harley, RM; Silva, BM; Atkins, S; Santos, RC","2003","02","03",NA,NA,NA,"UEC079412","4261B",NA,"1575","1677","UEC079412",NA,NA,NA,NA,NA,NA,NA
"293","2021-03-01 16:33:59-03","UNICAMP","UEC","143418","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Semir, J","1995","08","Brazil","Minas Gerais","Grão Mogol","córrego escurona, proximo do córrego, próximo à estrada","-42.95","-16.583333","-42.95","-16.583333",NA,"arbusto 80cm, flores lilases, estames amarelos.&nf;&nf;; solo arenoso",NA,"Barreto, R; Bidá, A; Zappi, DC; Prado, J; Queiroz, R","1988","05","26",NA,NA,NA,"UEC079434","11954",NA,NA,NA,"UEC079434","29",NA,NA,NA,NA,NA,NA
"294","2021-03-01 16:33:59-03","UNICAMP","UEC","150955","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Fonseca, ML","2007","07","Brazil","Distrito Federal","Brasília","Fazenda Água Limpa, Latitude: 15°55'35,4'' - 15º56'41,1''. Longitude: 47º54'20,8'' - 47º54'21,9''.","-47.905778","-15.9265","-47.905778","-15.9265",NA,"Arbusto. Folhas novas e maduras. Flores rosas abertas e botões. Estames amarelos. Dispersão autocórica. Tamanho 90cm.; Borda de mata de galeria. Campo Limpo.",NA,"Amaral, AG; Eugênio, CUO; Munhoz, CBR","2007","02","28",NA,NA,NA,"UEC079430","930",NA,"1050","1050","UEC079430",NA,NA,NA,NA,NA,NA,NA
"295","2021-03-01 16:33:59-03","UNICAMP","UEC","36209","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.",NA,NA,NA,"Brazil","Distrito Federal",NA,"Estação florestal cabeça de veado, ca de 20 km de Brasília",NA,NA,NA,NA,NA,"arbusto com flores brancas; campo úmido",NA,"Alves, MA","1983","04","27",NA,NA,NA,"UEC079426","119",NA,"1125","1150","UEC079426",NA,NA,NA,NA,NA,NA,NA
"296","2021-03-01 16:33:59-03","UNICAMP","UEC","10460","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Wurdack, JJ",NA,NA,"Brazil","Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower.","-47.9296989440918","-15.7797002792358",NA,NA,"70570","Small shrub, 1,5m tall. Flowers pink.; On the margin of forest at its ***** with **** campo.","auto","Ratter, JA; et al.","1976","10","20",NA,NA,NA,"UEC079424","3800",NA,NA,NA,"UEC079424",NA,NA,NA,NA,NA,NA,NA
"297","2021-03-01 16:33:59-03","UNICAMP","UEC","127592","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Barreto, M",NA,NA,"Brazil","Minas Gerais","Belo Horizonte","Serra da Mutuca.","-43.937801361084","-19.9207992553711",NA,NA,"17082","Arbusto 0,80. Pouco frequente.; Campo úmido.","auto","Barreto, M","1938","09","30",NA,NA,NA,"UEC079413","8794",NA,NA,NA,"UEC079413",NA,NA,NA,NA,NA,NA,NA
"298","2021-03-01 16:33:59-03","UNICAMP","UEC","126076","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Barreto, M",NA,NA,"Brazil","Minas Gerais","Diamantina","arranca rabo","-43.6002998352051","-18.2493991851807",NA,NA,"101169","arbusto 2,00&nf;; grota no campo","auto","Barrero, M","1937","11","03",NA,NA,NA,"UEC079422","9361",NA,NA,NA,"UEC079422",NA,NA,NA,NA,NA,NA,NA
"299","2021-03-01 16:33:59-03","UNICAMP","UEC","127593","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Barreto, M",NA,NA,"Brazil","Minas Gerais","Diamantina","Arranca Rabo.","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 2,00. Muito frequente.; Grota no campo.","auto","Barreto, M","1937","11","03",NA,NA,NA,"UEC079415","9361",NA,NA,NA,"UEC079415",NA,NA,NA,NA,NA,NA,NA
"300","2021-03-01 16:33:59-03","UNICAMP","UEC","127586","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Barreto, M",NA,NA,"Brazil","Minas Gerais","Diamantina","Bandeirinha.","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1,00. Flor rósea. Muito frequente.; Campo úmido.","auto","Barreto, M","1937","11","10",NA,NA,NA,"UEC079418","9719",NA,NA,NA,"UEC079418",NA,NA,NA,NA,NA,NA,NA
"301","2021-03-01 16:33:59-03","UNICAMP","UEC","126077","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Barreto, M",NA,NA,"Brazil","Minas Gerais","Ouro Preto","Campo Grande - Serra do Ouro Preto.","-43.5080986022949","-20.2875003814697",NA,NA,"44599","Arbusto 0,70. Muito frequente.; Campo.","auto","Barreto, M","1937","08","15",NA,NA,NA,"UEC079419","9011",NA,NA,NA,"UEC079419",NA,NA,NA,NA,NA,NA,NA
"302","2021-03-01 16:33:59-03","UNICAMP","UEC","127587","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Barreto, M",NA,NA,"Brazil","Minas Gerais","Ouro Preto","Serra de Lavras Novas.","-43.5080986022949","-20.2875003814697",NA,NA,"44599","Arbusto 0,50. Muito frequente.; Nas pedras.","auto","Magalhães, M","1942","01","18",NA,NA,NA,"UEC079429","1171",NA,NA,NA,"UEC079429",NA,NA,NA,NA,NA,NA,NA
"303","2021-03-01 16:33:59-03","UNICAMP","UEC","126081","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Barrero, M",NA,NA,"Brazil","Minas Gerais","Ouro Preto","serra do Itacolomy","-43.5080986022949","-20.2875003814697",NA,NA,"44599","arbusto 0,60; cammpo úmido","auto","Barrero, M","1937","08","11",NA,NA,NA,"UEC079431","9015",NA,NA,NA,"UEC079431",NA,NA,NA,NA,NA,NA,NA
"304","2021-03-01 16:33:59-03","UNICAMP","UEC","127588","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Barreto, M",NA,NA,"Brazil","Minas Gerais","Ouro Preto","Serras de Lavras Novas.","-43.5080986022949","-20.2875003814697",NA,NA,"44599","Arbusto 0,50. Muito frequente.; Nas pedras.","auto","Magalhães, M","1942","01","18",NA,NA,NA,"UEC079416","1168",NA,NA,NA,"UEC079416",NA,NA,NA,NA,NA,NA,NA
"305","2021-03-01 16:33:59-03","UNICAMP","UEC","54801","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Martins, AB","1996","04","Brazil","Minas Gerais","Santa Bárbara","Colégio do Caraça, caminho da Cachoeirinha.","-43.4152984619141","-19.959400177002",NA,NA,"33136","Arbusto ca. 1m, flores pétalas lavanda, lacínios do cálice púrpura, estames amarelados.; Em campo próximo a lugares brejosos.","auto","Marcondes-Ferreira, W; et al.","1990","03","14",NA,NA,NA,"UEC079432","172",NA,NA,NA,"UEC079432",NA,NA,NA,NA,NA,NA,NA
"306","2021-03-01 16:33:59-03","UNICAMP","UEC","126074","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Barreto, M",NA,NA,"Brazil","Minas Gerais","São João del Rei","serra do lenheiro","-44.2616996765137","-21.1355991363525",NA,NA,"39093","arbusto 0,70&nf;muita frequência; campo umido","auto","Barrero, M","1936","07","08",NA,NA,NA,"UEC079421","4722",NA,NA,NA,"UEC079421",NA,NA,NA,NA,NA,NA,NA
"307","2021-03-01 16:33:59-03","UNICAMP","UEC","126078","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Barreto, M",NA,NA,"Brazil","Minas Gerais","São João del Rei","Serra do Lenheiro.","-44.2616996765137","-21.1355991363525",NA,NA,"39093","Arbusto 0,50. Muito frequente.; Campo úmido.","auto","Barreto, M","1936","07","08",NA,NA,NA,"UEC079420","4809",NA,NA,NA,"UEC079420",NA,NA,NA,NA,NA,NA,NA
"308","2021-03-01 16:33:59-03","UNICAMP","UEC","126073","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Barreto, M",NA,NA,"Brazil","Minas Gerais","Tiradentes","Serra de Tiradentes.","-44.1781005859375","-21.1103000640869",NA,NA,"10355","Arbusto 0,50. Flor rósea. Muito frequente.; Campo úmido.","auto","Barreto, M","1936","07","10",NA,NA,NA,"UEC079417","4798",NA,NA,NA,"UEC079417",NA,NA,NA,NA,NA,NA,NA
"309","2021-03-01 16:33:59-03","UNICAMP","UEC","76685","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Romero, R","1996","04","Brazil","São Paulo","Itararé","estrada Itararé - Bom Sucesso de Itararé, ca 17 km de Itararé, Fazenda Ibiti (Ripasa).","-49.3400001525879","-24.1100006103516",NA,NA,"27729","subarbusto, até 80 cm de altura, flores rosa forte; campo na beira de um córrego","auto","Souza, VC; et al.","1995","08","20",NA,NA,NA,"UEC079425","8926B",NA,NA,NA,"UEC079425","15",NA,NA,NA,NA,NA,NA
"310","2021-03-01 16:33:59-03","UNICAMP","UEC","112364","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Matsumoto, K","2000","05","Brazil","São Paulo","Itararé","Estrada Itararé - Itapeva, Cerca de 10 Km antes da divisa, afluente do Rio Verde.","-49.3400001525879","-24.1100006103516",NA,NA,"27729","Subarbusto ca. 40-80 cm, folhas carenadas, margens calosa ciliado-glandulosa, flores , 6-meras, pétalas róseas anteras púrpuras, rostro amarelo.","auto","Ferreira, MCC; Pansarin, ER; Faria, AD; Belinello, R","2000","03",NA,NA,NA,NA,"UEC069048","54",NA,NA,NA,"UEC069048",NA,NA,NA,NA,NA,NA,NA
"311","2021-03-01 16:33:59-03","UNICAMP","UEC","76185","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Romero, R","1996","04","Brazil","São Paulo","Itararé","Fazenda Espinho. Beira de Estrada Itararé-Bom Sucesso de Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"27729","Subarbusto até 40cm alt. flores róseas.; Entre rochas","auto","Miyagi, PH; Souza, VC; Souza, JP; Scalon, VR","1995","05","27",NA,NA,NA,"UEC021430","592",NA,NA,NA,"UEC021430","15",NA,NA,NA,NA,NA,NA
"312","2021-03-01 16:33:59-03","UNICAMP","UEC","84084","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","bergii","Lavoisiera bergii","Cogn.","Koschnitzke, C","1998","07","Brazil","São Paulo","Itararé","Margem esquerda do Rio Verde.","-49.3400001525879","-24.1100006103516",NA,NA,"27729","Arbusto +- 50 cm alt; flores cor-de-rosa; otão branco e rosa.; Margem (pedra).","auto","Lobo Jr, RC; et al.","1995","04","08",NA,NA,NA,"UEC079414","41",NA,NA,NA,"UEC079414","28",NA,NA,NA,NA,NA,NA
"313","2021-03-01 16:33:59-03","UNICAMP","UEC","111726","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","britoana","Lavoisiera britoana","Barreto","Barrero, M",NA,NA,"Brazil","Minas Gerais","Diamantina","Arranca Rabo ''","-43.6002998352051","-18.2493991851807",NA,NA,"101169","arbusto 2,00&nf;flor rósea; Grota no Campo","auto","Barrero, M","1937","11","03",NA,NA,NA,"UEC079403","9360",NA,NA,NA,"UEC079403",NA,NA,NA,NA,NA,NA,NA
"314","2021-03-01 16:33:59-03","UNICAMP","UEC","111713","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","britoana","Lavoisiera britoana latidentata","Barreto","Barreto, M",NA,NA,"Brazil","Minas Gerais","Diamantina","Arranca Rabo.","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1,50. Flor rósea. Muito frequente.; Campo úmido.","auto","Barreto, M","1937","11","03",NA,NA,NA,"UEC079401","9328",NA,NA,NA,"UEC079401",NA,"latidentata",NA,NA,NA,NA,NA
"315","2021-03-01 16:33:59-03","UNICAMP","UEC","111725","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","britoana","Lavoisiera britoana boa-vistana","Barreto","Barreto, M",NA,NA,"Brazil","Minas Gerais","Diamantina","Bom Sucesso - Boa Vista.","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 0,50. Flor rósea. Muito frequente.; Nas pedras.","auto","Barreto, M","1937","11","09",NA,NA,NA,"UEC079405","9663",NA,NA,NA,"UEC079405",NA,"boa-vistana",NA,NA,NA,NA,NA
"316","2021-03-01 16:33:59-03","UNICAMP","UEC","111723","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","britoana","Lavoisiera britoana obovatodentata","Barreto","Barreto, M",NA,NA,"Brazil","Minas Gerais","Diamantina","Entre Rio Manso e Medanha.","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1,50. Flor rósea. Muito frequente.; Campo úmido.","auto","Barreto, M","1937","11","28",NA,NA,NA,"UEC079406","10056",NA,NA,NA,"UEC079406",NA,"obovatodentata",NA,NA,NA,NA,NA
"317","2021-03-01 16:33:59-03","UNICAMP","UEC","111714","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","britoana","Lavoisiera britoana obovatodentata","Barreto","Barrero, M",NA,NA,"Brazil","Minas Gerais","Diamantina","Fortaleza","-43.6002998352051","-18.2493991851807",NA,NA,"101169","arbusto 2,50&nf;flor rósea; margem de córrego","auto","Barrero, M","1937","11","21",NA,NA,NA,"UEC079404","9952",NA,NA,NA,"UEC079404",NA,"obovatodentata",NA,NA,NA,NA,NA
"318","2021-03-01 16:33:59-03","UNICAMP","UEC","111680","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cataphracta","Lavoisiera cataphracta parvifolia","Barreto","Barreto, M",NA,NA,"Brazil","Minas Gerais",NA,"Conceição. Poderosa - estrada de Conceição.",NA,NA,NA,NA,NA,"Arbusto 0,40. Flor rósea. Muito frequênte.; Campo.",NA,"Barreto, M","1933","08","07",NA,NA,NA,"UEC079387","329",NA,NA,NA,"UEC079387",NA,"parvifolia",NA,NA,NA,NA,NA
"319","2021-03-01 16:33:59-03","UNICAMP","UEC","127636","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cataphracta","Lavoisiera cataphracta","A.DC.","Barreto, M",NA,NA,"Brazil","Bahia","Santa Luzia","Serra do Cipó k. 136 - estrada de Conceição.","-39.3342018127441","-15.4294004440308",NA,NA,"33804","Arbusto 0,60. Flor rósea. Muito frequênte.; Campo úmido.","auto","Barreto, M","1934","02","03",NA,NA,NA,"UEC079391","322",NA,NA,NA,"UEC079391",NA,NA,NA,NA,NA,NA,NA
"320","2021-03-01 16:33:59-03","UNICAMP","UEC","11678","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cataphracta","Lavoisiera cataphracta parvifolia","Barreto","Barreto, M",NA,NA,"Brazil","Bahia","Santa Luzia","Serra do Cipó k. 139 - estrada de Conceição.","-39.3342018127441","-15.4294004440308",NA,NA,"33804","Arbusto 1,00. Flor rósea. Muito frequente.; Campo úmido.","auto","Barreto, M; Brade, AC","1935","04","16",NA,NA,NA,"UEC079390","1313",NA,NA,NA,"UEC079390",NA,"parvifolia",NA,NA,NA,NA,NA
"321","2021-03-01 16:33:59-03","UNICAMP","UEC","127635","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cataphracta","Lavoisiera cataphracta","A.DC.","Barreto, M",NA,NA,"Brazil","Bahia","Santa Luzia","Serra do Cipó k.140 - estrada do Pilar.","-39.3342018127441","-15.4294004440308",NA,NA,"33804","Arbusto 0,50. Flor alva. Frequência regular.; Campo.","auto","Barreto, M","1934","01","11",NA,NA,NA,"UEC079394","324",NA,NA,NA,"UEC079394",NA,NA,NA,NA,NA,NA,NA
"322","2021-03-01 16:33:59-03","UNICAMP","UEC","127634","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cataphracta","Lavoisiera cataphracta","A.DC.","Barreto, M",NA,NA,"Brazil","Bahia","Santa Luzia","Serra do Cipó k. 143 - Estrada do Pilar.","-39.3342018127441","-15.4294004440308",NA,NA,"33804","Arbusto 0,60. Flor rósea. Frequência regular.; Campo úmido.","auto","Barreto, M","1936","08","17",NA,NA,NA,"UEC079393","7048",NA,NA,NA,"UEC079393",NA,NA,NA,NA,NA,NA,NA
"323","2021-03-01 16:33:59-03","UNICAMP","UEC","127633","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cataphracta","Lavoisiera cataphracta","A.DC.","Barreto, M",NA,NA,"Brazil","Minas Gerais","Diamantina","Arranca Rabo.","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1,50. Flor rósea. Muito frequente.; Campo úmido.","auto","Barreto, M","1937","11","03",NA,NA,NA,"UEC079392","9397",NA,NA,NA,"UEC079392",NA,NA,NA,NA,NA,NA,NA
"324","2021-03-01 16:33:59-03","UNICAMP","UEC","11677","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cataphracta","Lavoisiera cataphracta grandifolia","Barreto","Barreto, M",NA,NA,"Brazil","Minas Gerais","Diamantina","Bandeirinha.","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1,50. Flor rósea. Muito frequente.; Campo úmido.","auto","Barreto, M","1937","11","10",NA,NA,NA,"UEC079385","9730",NA,NA,NA,"UEC079385",NA,"grandifolia",NA,NA,NA,NA,NA
"325","2021-03-01 16:33:59-03","UNICAMP","UEC","111679","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cataphracta","Lavoisiera cataphracta grandifolia","Barreto","Barreto, M",NA,NA,"Brazil","Minas Gerais","Diamantina","Neco Motta.","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1,00. Muito frequente.; Campo úmido.","auto","Barreto, M","1937","11","04",NA,NA,NA,"UEC079389","9440",NA,NA,NA,"UEC079389",NA,"grandifolia",NA,NA,NA,NA,NA
"326","2021-03-01 16:33:59-03","UNICAMP","UEC","111681","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","cataphracta","Lavoisiera cataphracta grandifolia","Barreto","Barreto, M",NA,NA,"Brazil","Minas Gerais","Diamantina","Neco Motta.","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 2,00. Muito frequente.; Margem de córrego.","auto","Barreto, M","1937","11","04",NA,NA,NA,"UEC079388","9437",NA,NA,NA,"UEC079388",NA,"grandifolia",NA,NA,NA,NA,NA
"327","2021-03-01 16:33:59-03","UNICAMP","UEC","10485","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","compta","Lavoisiera compta","A.DC.","Koschnitzke, C","1996","04","Brazil","Minas Gerais","Ibitipoca","Pico do Pião",NA,NA,NA,NA,NA,"heliofila, bastante frequente no campo, corola rosa-vivo.; formação de arenito da série de Lavras",NA,"Sucre, D; Krieger, L","1970","05","12",NA,NA,NA,"UEC079378","6709",NA,"1580","1600","UEC079378",NA,NA,NA,NA,NA,NA,NA
"328","2021-03-01 16:33:59-03","UNICAMP","UEC","45609","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","compta","Lavoisiera compta","A.DC.","Semir, J; Martins, AB",NA,NA,"Brazil","Minas Gerais","Ibitipoca","parque fe. de ibitipoca",NA,NA,NA,NA,NA,"arbusto com 40 cm de altura e flores rosa claro; campo rupestre&nf;'",NA,"Souza, HC","1987","02","19",NA,NA,NA,"UEC079380","8844",NA,NA,NA,"UEC079380",NA,NA,NA,NA,NA,NA,NA
"329","2021-03-01 16:33:59-03","UNICAMP","UEC","10477","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","compta","Lavoisiera compta","A.DC.","Koschnitzke, C","1996","04","Brazil","Minas Gerais","Diamantina","campo cerradão, serra do espinhaço, w7km N. of serro on road","-43.6002998352051","-18.2493991851807",NA,NA,"101169","subharbusto 50 cm, corola rosa pink, estames rosas; gallery forest, and adjacent rocky capo,","auto","Irwin, HS; Maxwell, H; Wasshausen, DC","1968","02","26",NA,NA,NA,"UEC079376","20956",NA,"1200","1200","UEC079376",NA,NA,NA,NA,NA,NA,NA
"330","2021-03-01 16:33:59-03","UNICAMP","UEC","61406","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","compta","Lavoisiera compta","A.DC.","Nakajima, JN",NA,NA,"Brazil","Minas Gerais","Diamantina","estrada para Biribiri","-43.6002998352051","-18.2493991851807",NA,NA,"101169","planta inteira; campo rupestre, mata ciliar","auto","Leitão Filho, HF; Tozzi, AMGA; Tamashiro, JY; Santos, FAM; alunos","1992","12","08",NA,NA,NA,"UEC079377","27412",NA,NA,NA,"UEC079377",NA,NA,NA,NA,NA,NA,NA
"331","2021-03-01 16:33:59-03","UNICAMP","UEC","39360","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","compta","Lavoisiera compta","A.DC.","Koschnitzke, C","1996","04","Brazil","Minas Gerais","Gouveia","estrada Diamantina km98","-43.7407989501953","-18.4543991088867",NA,NA,"37970","flor lilás, erva ereta com 50 cm; campos rupestre","auto","Leitão Filho, HF; Tamashiro, JY; Semir, J; Martins, FR","1985","05","03",NA,NA,NA,"UEC079375","17266",NA,NA,NA,"UEC079375",NA,NA,NA,NA,NA,NA,NA
"332","2021-03-01 16:33:59-03","UNICAMP","UEC","10441","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Lavoisiera","compta","Lavoisiera compta","A.DC.","Wurdack, JJ","1978",NA,"Brazil","Minas Gerais","Jaboticatubas","km 142 ao longo da rodovia Lagoa Santa- Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"31264","flores brancas, arbusto de 50 a 60 cm","auto","Joly, AB; Semir, J; Joly, AM; Martins, F","1972","02","27",NA,NA,NA,"UEC079374","2112",NA,NA,NA,"UEC079374",NA,NA,NA,NA,NA,NA,NA
