"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum"
"11","2020-12-20 21:16:31-03","UFV","VIC","39943","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera","flavispina","Uebelmannia pectinifera flavispina","(Buining & Bredoree) P.J",NA,"Santos, M.R.",NA,"Brasil","Minas Gerais","Campo Rupestre","Cilindrico alongado a globoso, sobre areia ou rocha","VIC039943",NA,NA,NA,NA,NA,"147","2011","07","18","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto",NA,NA,NA,NA,NA
"12","2020-12-21 16:19:50-03","MBM","MBM","227766","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera",NA,"Uebelmannia pectinifera","Buining",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","Southern America","Brazil","Minas Gerais","Rod. BR-259, próximo ao trevo para a cidade",NA,"MBM227766","MBM227766","Zappi, D.C.",NA,NA,NA,"68223","1998","07","25","Presidente Kubitschek","-43.562198638916","-18.6144008636475","13347","auto",NA,NA,NA,NA,NA
"13","2021-03-04 11:04:47-03","UFRB","HURB","3818","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera",NA,"Uebelmannia pectinifera","Buining",NA,"Sousa, M.P.; Ribeiro-Silva, S. e Lima, V.V.F.",NA,"Brasil","Minas Gerais","PARNA Sempre Vivas; Baixo do Casemiro",NA,"HURB000003818",NA,NA,NA,NA,NA,NA,"2012","07","26","Diamantina","-43.780598","-7.79179",NA,NA,"43°46'50,15417 W","7°47'30,44498 S",NA,NA,NA
"14","2019-11-13 11:17:26-03","USP","SPF","80892","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera","flavispina","Uebelmannia pectinifera flavispina","(Buining & Brederoo) P.J.Braun & Esteves",NA,"Harley, RM",NA,"Brasil","Minas Gerais",NA,NA,"SPF00080892",NA,"Anônimo",NA,NA,NA,"25454","1988","10","30","Diamantina","-43.733333","-18.25",NA,NA,"-43.733333","-18.25","1250","1300",NA
"15","2019-11-13 11:17:26-03","USP","SPF","47339","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera","flavispina","Uebelmannia pectinifera flavispina","(Buining & Brederoo) P.J.Braun & Esteves",NA,"Zappi, DC",NA,"Brasil","Minas Gerais",NA,NA,"SPF00047339",NA,"Taylor, NP","1993","02",NA,"CFCR10593","1987","04","17","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto",NA,NA,NA,NA,NA
"16","2020-04-29 16:29:40-03","UFVJM","HDJF","6363","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera","flavispina","Uebelmannia pectinifera flavispina","(Buining & Brederoo) P.J. Braun & Esteves",NA,"Faria, JEQ; Soares, CCC","Southern America","Brasil","Minas Gerais","Área da Mineradora Córrego Novo, após o distrito de São João da Chapada, próximo ao distrito de Rio Pardo",NA,"HDJF006363",NA,"Fantinati, MR","2017","03",NA,"7422","2017","03","27","Diamantina","-43.818333","-18.0325",NA,NA,"-43.818333","-18.0325","1306","1306","Dicotyledoneae"
"17","2020-04-29 16:29:40-03","UFVJM","HDJF","5294","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera","pectinifera","Uebelmannia pectinifera pectinifera","Buining",NA,"Fantinati, MR; Soffiatti, P","Southern America","Brasil","Minas Gerais","MG 220, Diamantina em direção à Conselheiro Mata.",NA,"HDJF005294","HDJF005294_01","Fantinati, MR","2017","01","19","176","2017","01","19","Diamantina","-43.736114","-18.296361",NA,NA,"-43.736114","-18.296361","1308","1308","Dicotyledoneae"
"18","2019-10-03 10:03:31-03","UFSCar","SORO","4542","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera",NA,"Uebelmannia pectinifera","Buining",NA,"Moraes, E. M.; Silva, G. A. R.",NA,"Brasil","Minas Gerais","Parque Nacional Sempre viva",NA,NA,NA,NA,NA,NA,NA,NA,"2014","07","31",NA,"-43.776889","-17.809028",NA,NA,"43°46'36,8''W","17°48'32,5''S","1249","1249",NA
"19","2019-10-03 10:03:31-03","UFSCar","SORO","4556","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera",NA,"Uebelmannia pectinifera","Buining",NA,"Moraes, E. M.; Silva, G. A. R.",NA,"Brasil","Minas Gerais","Parque Nacional Sempre viva",NA,NA,NA,NA,NA,NA,NA,NA,"2014","07","31",NA,"-43.118611","-17.960306",NA,NA,"43°07'7''W","17°57'37,1''S","1217","1217",NA
"20","2019-10-03 10:03:31-03","UFSCar","SORO","4553","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera",NA,"Uebelmannia pectinifera","Buining",NA,"Marsola, E. M.; Silva, G. A. R.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","08","01","Inhai-3","-43.631556","-17.969611",NA,NA,"43°37'53,6''W","17°58'10,6''S","766","766",NA
"21","2019-10-03 10:03:31-03","UFSCar","SORO","6002","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera","horrida var. eriocactoides","Uebelmannia pectinifera horrida var. eriocactoides",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"1074m.",NA,NA,NA,NA,NA,NA,NA,"2013","11","05","Curimataí","-43.908333","-17.875556",NA,NA,"43°54'30W","17°52'32S",NA,NA,NA
"22","2019-10-03 10:03:31-03","UFSCar","SORO","4547","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera flavispina",NA,"Uebelmannia pectinifera flavispina","(Buining & Brederoo) P.J.Braun & Esteves",NA,"Moraes, E. M.; Nascimento, C. S. I.; Madia, F. A. R.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","07","18","Conselheiro da Mata","-43.735667","-18.295861",NA,NA,"43°44'08,4''W","18°17'45,1''S","1281","1281",NA
"23","2019-10-03 10:03:31-03","UFSCar","SORO","4546","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera flavispina (crebispina)",NA,"Uebelmannia pectinifera flavispina (crebispina)",NA,NA,"Moraes, E. M.; Nascimento, C. S. I.; Madia, F. A. R.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","07","17","Sopa","-43.724028","-18.196694",NA,NA,"43°43'26,5''W","18°11'48,1''S","1417","1417",NA
"24","2019-10-03 10:03:31-03","UFSCar","SORO","4548","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera horrida",NA,"Uebelmannia pectinifera horrida","(P.J.Braun) P. J. Braun & Esteves",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","08","06","Bocaiuva","-43.795833","-17.456111",NA,NA,"43°47'45''W","17°27'22''S",NA,NA,NA
"25","2019-10-03 10:03:31-03","UFSCar","SORO","4555","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera horrida",NA,"Uebelmannia pectinifera horrida","(P.J.Braun) P. J. Braun & Esteves",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","08","06",NA,"-43.739167","-17.546389",NA,NA,"43°44'21''W","17°32'47''S",NA,NA,NA
"26","2019-10-03 10:03:31-03","UFSCar","SORO","4544","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera pectinifera",NA,"Uebelmannia pectinifera pectinifera",NA,NA,"Moraes, E. M.; Nascimento, C. S. I.; Madia, F. A. R.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","07","16","Mendanha","-43.531194","-18.123639",NA,NA,"43°31'52,3''W","18°07'25,1''S","716","716",NA
"27","2019-10-03 10:03:31-03","UFSCar","SORO","4543","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera pectinifera (multicostata)",NA,"Uebelmannia pectinifera pectinifera (multicostata)","Buining & Bredero",NA,"Moraes, E. M.; Nascimento, C. S. I.; Madia, F. A. R.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","07","16","Mendanha","-43.540889","-18.102667",NA,NA,"43°32'27,2''W","18°6'09,6''S","726","726",NA
"28","2019-10-03 10:03:31-03","UFSCar","SORO","4549","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera pectinifera (multicostata)",NA,"Uebelmannia pectinifera pectinifera (multicostata)","Buining & Bredero",NA,"Moraes, E. M.; Nascimento, C. S. I.; Madia, F. A. R.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","07","17","Inhaí","-43.556472","-18.039667",NA,NA,"43°33'23,3''W","18°02'22,8''S","686","686",NA
"29","2019-10-03 10:03:31-03","UFSCar","SORO","4545","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Uebelmannia","pectinifera pectinifera (pseudopectinifera)",NA,"Uebelmannia pectinifera pectinifera (pseudopectinifera)","Buining",NA,"Moraes, E. M.; Nascimento, C. S. I.; Madia, F. A. R.",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","07","18","Datas","-43.650389","-18.4545",NA,NA,"43°39'01,4''W","18°27'16,2''S","1248","1248",NA
