"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00939548","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. S. Irwin","16297","1966","05","31","South America","Brazil","Mato Grosso","Ca. 86 km. N. of Xavantina. Serra do Roncador.","-52.08","-13.92","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939548","NY00939548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","636698","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","T. M. Koyama","13764","1970","02","23","South America","Brazil","São Paulo","Road from Pres. Venceslau to Campinas.","-49.469222","-22.730913",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=359323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636698","NY00636698_01","A. C. Araújo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00939547","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. S. Irwin","14364","1966","04","05","South America","Brazil","Goiás","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939547","NY00939547_01","M. Alves","Posse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01201623","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","S. Tsugaru","B-480","1987","07","25","South America","Brazil","Pará",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453340' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201623","NY01201623_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00939556","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","R. P. Belém","67","1964","12","23","South America","Brazil","Distrito Federal","Acampamento do D. V. O.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939556","NY00939556_01","T. M. Koyama","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02637112","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","A. M. Amorim","4039","2004","04","27","South America","Brazil","Bahia","Fazenda Bolandeira. 6 km ao N da Ilha de Comandatuba.","-39.0217","-15.3056",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3499229' target='other'> <mi>dwc_moreinfo</mi></a>","NY02637112","NY02637112_01","W. W. Thomas","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00939561","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","G. C. G. Argent","6635","1967","10","04","South America","Brazil","Mato Grosso","Xavantina, c. 4 km S. of Base Camp.","-52.23","-14.63",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939561","NY00939561_01","T. M. Koyama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","686444","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","J. A. Kallunki","483","1994","02","09","South America","Brazil","Bahia","11 km from bridge at edge of Ilhéus on road to Serra Grande","-39.07","-14.7",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686444","NY00686444_01",NA,"Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00939559","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","D. R. Hunt","5750","1966","06","03","South America","Brazil","Mato Grosso","Xavantina - Cachimbo road, 85 km from Xavantina.","-52.1583","-14.0503",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994111' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939559","NY00939559_01",NA,"Água Boa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","192125","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","B. C. Bennett","3465","1988","09","27","South America","Ecuador","Morona-Santiago","Centro Shuar Yukutais. 10km S Sucua, Rio Upano, near chacra of P. Kunkumas","-78.15","-2.52",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=379979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192125",NA,"B. C. Bennett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","517230","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","A. M. V. de Carvalho","3654","1991","09","07","South America","Brazil","Bahia","Distrito de Serra Grande. 7.3 Km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231",NA,NA,"sheet","Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517230","NY00517230_01","M. Alves","Uruçuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00939550","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. S. Irwin","24130","1969","03","09","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 10 km south of Cavalcante","-47.5","-13.89039","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939550","NY00939550_01","M. Alves","Cavalcante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00939542","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. S. Irwin","8453","1965","09","18","South America","Brazil","Distrito Federal","Rio Torto, immediately N. of Brasília","-47.88","-15.72","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939542","NY00939542_01","M. Alves","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","637299","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","G. Davidse","16300","1979","03","28","South America","Venezuela","Delta Amacuro","5-14 km ESE of Los Castillos de Guayana.",NA,NA,"50","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637299",NA,"T. M. Koyama","Tucupita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","469847","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","W. W. Thomas","12780","2001","11","04","South America","Brazil","Bahia","Fazenda Capitao. 7.9 km W of junction BA 001 on road from Itacaréto Ubaitaba","-39.0884","-14.344317","40","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469847","NY00469847_01","W. W. Thomas","Itacaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01201627","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. T. Beck","372","1987","11","07","South America","Brazil","Pará","Rio Mocoões. 1 Km above Anajás","-49.933333","-0.966667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453344' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201627","NY01201627_01","W. W. Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01201620","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","E. P. Killip","30213","1929","10","23","South America","Brazil","Pará",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453336' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201620","NY01201620_01","T. M. Koyama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00939543","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. S. Irwin","8733","1965","09","27","South America","Brazil","Distrito Federal","Near Sobradinho","-47.8167","-15.6333","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939543","NY00939543_01","E. R. Guaglianone","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00939560","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","J. E. B. Warming","s.n.","1864","03","26","South America","Brazil","Minas Gerais",NA,"-43.8894","-19.6272",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939560","NY00939560_01","J. O. Boeckeler","Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01201621","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","A. B. Anderson","1096","1984","10","08","South America","Brazil","Pará","Ilha das Onças, property of Dona Alice Dumalakis.","-48.45","-1.42",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453337' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201621","NY01201621_01",NA,"Barcarena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1738386","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","P. da C. Gadelha Neto","3168","2012","02","02","South America","Brazil","Paraíba","Mataraca. Millennium Inorganic Chemicals Mineração Ltda.","-34.9831","-6.4953","16",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007462' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738386","NY01738386_01","W. W. Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00939552","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. S. Irwin","27758","1970","03","17","South America","Brazil","Minas Gerais","Serra do Espinhaço, Ca. 23 km E. of Diamantina","-43.5028","-18.162","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939552","NY00939552_01","E. R. Guaglianone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00939551","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. S. Irwin","27283","1970","03","09","South America","Brazil","Minas Gerais","Middle slopes of Serra do Cabral, ca. 2.5 km W. of Cantoni","-44.13","-17.57","850","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939551","NY00939551_01","E. R. Guaglianone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00939553","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","W. R. Anderson","9553","1973","05","01","South America","Brazil","Goiás","Serra do Caiapó, ca. 16 km (straight line) S of Caiapônia.","-51.81666667","-17.0922","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939553","NY00939553_01","T. M. Koyama","Caiapônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","04086952","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","L. Nusbaumer","4218","2014","10","23","South America","Brazil","Alagoas","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.431183","-9.251864","660",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952251' target='other'> <mi>dwc_moreinfo</mi></a>","NY04086952","NY04086952_01","W. W. Thomas","Quebrangulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00939562","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","G. G. Hatschbach","23863","1970","02","20","South America","Brazil","Mato Grosso do Sul","Col. Paxixi.","-55.7869","-20.4711",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=994293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939562","NY00939562_01",NA,"Aquidauana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","636674","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","G. G. Hatschbach","Ha.13355","1965","12","12","South America","Brazil","Paraná","Porto Mendes. Near the Rio Parané.","-54.0567","-24.5561",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148153' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636674","NY00636674_01","J. C. Lindeman","Marechal Cândido Rondon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01201622","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","M. G. da Silva","1019","1967","07","07","South America","Brazil","Pará","Margem esquerda do rio Mojú, embocadura do igarapé Jambuassú","-48.499109","-1.762608",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453338' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201622","NY01201622_01","T. M. Koyama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00939546","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. S. Irwin","10648","1965","11","25","South America","Brazil","Distrito Federal","10 km W. of Taguatinga, on road to Brazlândia.","-48.13","-15.8","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939546","NY00939546_01","M. Alves","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","755427","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. G. V. Silva","111","1997","09","10","South America","Brazil","Acre","Estrada do Amapá, km 7, right side","-67.8378","-10.025",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755427","NY00755427_01","W. W. Thomas","Rio Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00939549","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. S. Irwin","18011","1966","06","29","South America","Brazil","Goiás","Ca. 50 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","-51.77","-17.35","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939549","NY00939549_01","E. R. Guaglianone","Caiapônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","637297","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","J. C. Solomon","6903","1982","02","13","South America","Paraguay","Amambay","Paraque Nacional Cerro Corá. Arroyo Aquidabán Nigui, behind park headquarters.","-56.05","-22.65","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637297",NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01201619","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. S. Irwin","47293","1960","07","31","South America","Brazil","Amapá",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453335' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201619","NY01201619_01","T. M. Koyama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00939544","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","H. S. Irwin","9754","1965","11","01","South America","Brazil","Goiás","Serra dos Cristais. 6 km S. of Cristalina","-47.6","-16.80422","1175","1175","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993523' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939544","NY00939544_01","M. Alves","Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01201625","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Scleria","mitis","Scleria mitis","P.J. Bergius","M. G. da Silva","1019","1967","07","07","South America","Brazil","Pará","Margem esquerda do rio Mojú, embocadura do igarapé Jambuassú","-48.499109","-1.762608",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1453342' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201625","NY01201625_01","T. M. Koyama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
