"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","locality","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"292","2021-03-01 16:21:45-03","UNICAMP","UEC","169325","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Silva, GP; Pereira, JB; Ribeiro, KS; Lima, VP","2001","05","24",NA,"Brazil",NA,NA,"Árvore com 10 m de altura. Ocasional no local. Frutos imaturos verdes.; Mata.&nf;Relevo ondulado.&nf;Solo argiloso.&nf;Área de influência da furtura Hidrelétrica de Cana Brava, influência indireta.","UEC063798","Magnoliopsida",NA,"Mart.",NA,"5144","Estrada de acesso à casa de visitas.","UEC063798","Marcondes-Ferreira, W","Goiás","Minaçu","-48.161111","-13.4","360","360","-48.161111","-13.4",NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA
"293","2021-03-01 16:21:45-03","UNICAMP","UEC","169332","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Santos, AA; Pereira, JB","2003","07","01",NA,"Brazil",NA,NA,"Árvore com 4 m de altura. Frutos com pintas creme por todo o fruto. &nf;Frutos imaturos verdes.&nf;Comum.; Mata ciliar, relevo plano, latossolo vermelho. Área de influência da furtura Hidrelétrica de Cana Brava.","UEC063787","Magnoliopsida",NA,"Mart.",NA,"2066","Área de empréstimo em frente à Barragem.","UEC063787","Marcondes-Ferreira, W","Goiás","Cristalina","-47.338056","-16.211389","849","849","-47.338056","-16.211389",NA,NA,"2013","04",NA,NA,NA,NA,NA,NA,NA
"294","2021-03-01 16:21:45-03","UNICAMP","UEC","172157","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Garcia, LC","2010","03","12",NA,"Brazil",NA,NA,"Árvore, vegetativo.; Mata em processo de restauração desde 1998, Mata atlântica, floresta estacional semidecidual.","UEC016293","Magnoliopsida",NA,"Mart.",NA,"566","Represa São Luís.","UEC016293","Marcondes-Ferreira, W","São Paulo","Santa Bárbara d'Oeste","-47.720833","-23.383611","554","554","-47.720833","-23.383611",NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA
"295","2021-03-01 16:21:45-03","UNICAMP","UEC","175009","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Lorenzi, H","1992","06","26",NA,"Brazil",NA,NA,"árvore de 6-10m, solo fértil.","UEC029677","Magnoliopsida",NA,"Mart.",NA,"s.n.","estrada que liga rodovia de Itumbiara-Rio Verde à Cachoeira Dourada.","UEC029677","Marcondes-Ferreira, W","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","05",NA,NA,NA,NA,NA,NA,NA
"296","2021-03-01 16:21:45-03","UNICAMP","UEC","181549","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Damasceno Junior, GA; Ishii, IH; Gonçalves, PV; Lima, MS; Gonçalves, WR","2000","11","03",NA,"Brazil",NA,NA,"árvore 10 m de alt. FLor creme; Mata decídua. Solo argiloso. Relevo plano.","UEC026112","Magnoliopsida",NA,"Mart.",NA,"2021","Rancho do Sr. Buguinho e arredores, Fazenda São Marcelo.",NA,"Marcondes-Ferreira, W","Mato Grosso do Sul","Ladário","-57.581411","-19.187542",NA,NA,"-57.581411","-19.187542",NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA
"297","2021-03-01 16:21:45-03","UNICAMP","UEC","192447","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Castello, ACD; Bordon, NG; Gomes, SM","2015","11","14",NA,"Brazil",NA,NA,"Árvore, ca. 15m, CAP 80cm, com flor; Floresta Estacional Semidecidual (?), Latossolo vermelho amarelo","UEC155874","Magnoliopsida",NA,"Mart.",NA,"123","próximo a trilha da capivara, Parque Nacional de Brasília","UEC155874",NA,"Distrito Federal","Brasília","-47.9275","-15.737778","1019","1019","-47.9275","-15.737778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2021-03-01 16:21:45-03","UNICAMP","UEC","192449","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Castello, ACD; Bordon, NG","2015","10","06",NA,"Brazil",NA,NA,"Árvore, ca. 15m, com flores esverdeadas; Floresta Estacional Semidecidual","UEC155876","Magnoliopsida",NA,"Mart.",NA,"80","Arboreto da Engenharia Florestal, UFV","UEC155876",NA,"Minas Gerais","Viçosa","-42.874722","-20.778611",NA,NA,"-42.874722","-20.778611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2021-03-01 16:21:45-03","UNICAMP","UEC","192450","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Castello, ACD; Bordon, NG","2015","10","06",NA,"Brazil",NA,NA,"Árvore, ca. 30m, com botões; Floresta Estacional Semidecidual","UEC155878","Magnoliopsida",NA,"Mart.",NA,"82","próximo a sede, Arboreto da Engenharia Florestal, UFV","UEC155878",NA,"Minas Gerais","Viçosa","-42.874167","-20.773889","700","700","-42.874167","-20.773889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2021-03-01 16:21:45-03","UNICAMP","UEC","192453","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Castello, ACD; Bordon, NG","2015","11","18",NA,"Brazil",NA,NA,"Árvore, ca. 7m, com frutos; Cerrado","UEC155892","Magnoliopsida",NA,"Mart.",NA,"161","próximo do cemitério, Gama","UEC155892",NA,"Distrito Federal","Brasília","-48.086111","-16.003611","1079","1079","-48.086111","-16.003611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2021-03-01 16:21:45-03","UNICAMP","UEC","192466","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Sobrinho, SLF","2015","10","14",NA,"Brazil",NA,NA,"Árvore, ca. 22 m, 40 cm","UEC190419","Magnoliopsida",NA,"Mart.",NA,"1","Parque Nacional da Chapada dos Guimarães","UEC190419",NA,"Viçosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2021-03-01 16:21:45-03","UNICAMP","UEC","196807","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Machate, DJ; Fabri, JR","2015","04","23",NA,"Brazil",NA,NA,"Árvore 10,00m de altura. Fruto verde. Látex branco.; Em área de vegetação de floresta estacional semidecidual submontana. Solo litólico. Relevo inclino. Local seco.","UEC138598","Magnoliopsida",NA,"Mart.",NA,"131","Cachoeira inferninho.","UEC138598","Machate, DJ","Mato Grosso do Sul","Campo Grande","-54.679461","-20.372233",NA,NA,"-54.679461","-20.372233",NA,NA,"2015","04","23",NA,NA,NA,NA,NA,NA
"303","2021-03-01 16:21:45-03","UNICAMP","UEC","196809","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Machate, DJ; et al.","2015","04","23",NA,"Brazil",NA,NA,"Árvore. 6,00 m de altura.Frutos castanho; Floresta estacional semidecidual,submontana antropizado.","UEC136965","Magnoliopsida",NA,"Mart.",NA,"132","Chácara São Francisco. Solo litólico. Relevo inclino. Local seco.","UEC136965","Machate, DJ","Mato Grosso do Sul","Campo Grande","-54.6825","-20.386686",NA,NA,"-54.6825","-20.386686",NA,NA,"2015","04","23",NA,NA,NA,NA,NA,NA
"304","2021-03-01 16:21:45-03","UNICAMP","UEC","202298","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Pereira, AS de S; Scudeler, AL","2015","11","20",NA,"Brazil",NA,NA,"Árvore, ca. 7 m altura, tronco retilíneo, ramos com látex branco, frutos maduros marrons; Floresta de galeria","UEC191082","Magnoliopsida",NA,"Mart.",NA,"112","Parque Estadual da Serra Dourada","UEC191082","Pereira, AS de S","Goiás","Mossâmedes","-50.317361","-16.173072","704","704","-50.317361","-16.173072",NA,NA,"2018","11","05",NA,NA,NA,NA,NA,NA
"305","2019-08-20 10:03:09-03","UNICAMP","UEC","22148","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Heringer, EP","1965","11","30",NA,"Brazil",NA,NA,"flor, Árvore de 10m x 30cm DAP","UEC109490","Magnoliopsida",NA,"Mart.",NA,"10752","Granja do Tamanduá","UEC109490","Marcondes-Ferreira, W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA
"306","2019-08-20 10:03:09-03","UNICAMP","UEC","22178","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Heringer, EP","1974","09","30",NA,"Brazil",NA,NA,"flor, árvore de 8 m de altura, com 30 cm. De diâmetro, fornece madeira para serraria, flores pequenas, em cachos entre as a folhagem nova.","UEC109460","Magnoliopsida",NA,"Mart.",NA,"14023","Rodovia Anápolis - Jaraguá.","UEC109460","Marcondes-Ferreira, W","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA
"307","2021-03-01 16:21:45-03","UNICAMP","UEC","53182","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Ratter, JA; Nogueira-Silva, PE; Machado, JWB; Ramos, PCM; Silva Jr, MC","1989","11","18",NA,"Brazil",NA,NA,"tree, 9m tall, 15cm dbh. Latex cream; corolla pale yellow-green; indeciduousforest with a great quantity of lianas.","UEC109524","Magnoliopsida",NA,"Mart.",NA,"R.6429","Projeto Integrado de Colonização (INCRA), NW Minas Gerais","UEC109524","Marcondes-Ferreira, W","Minas Gerais","Sagarana","-47","-16",NA,NA,"-47","-16",NA,NA,"2013","04",NA,NA,NA,NA,NA,NA,NA
"308","2019-08-20 10:03:09-03","UNICAMP","UEC","36889","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Monteiro, JRB; Amorim Neto, L","1984","10","16",NA,"Brazil",NA,NA,"flor, Arbusto com 5 m de altura. Caule levemente suberoso. Folhas alternas, inflorescência em corimbos. Flores amarelas.","UEC109447","Magnoliopsida",NA,"Mart.",NA,"95","Rodovia CBA/Barra km 146","UEC109447","Marcondes-Ferreira, W","Mato Grosso","Barra dos Bugres",NA,NA,NA,NA,NA,NA,NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA
"309","2019-08-20 10:03:09-03","UNICAMP","UEC","71336","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Pereira, BAS; Alvarenga, D","1993","09","21",NA,"Brazil",NA,NA,"flor, Árvore 8m altura. Flores alvacentas. Mata sobre afloramento calcáreo da Fazenda Dois Irmãos, lado oeste da APA.","UEC109468","Magnoliopsida",NA,"Mart.",NA,"2578","APA de Cafuringa","UEC109468","Marcondes-Ferreira, W","Distrito Federal","Brasília","-49.333333","-15.55","960","960","-49.333333","-15.55",NA,NA,"2013","04",NA,NA,NA,NA,NA,NA,NA
"310","2021-03-25 09:27:02-03","UNICAMP","UEC","68100","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Tamashiro, JY; Belinello, R; Stranghetti, V; Galvão, JC; Ivanauskas, NM; Vieira, AOS","1994","06","29",NA,"Brazil",NA,NA,"fruto, Árvore de 7 m. Frutos secos. Látex branco.","UEC109476","Magnoliopsida",NA,"Mart.",NA,"278","Fazenda São João. Grupo Fischer.","UEC109476","Marcondes-Ferreira, W","São Paulo","Onda Verde","-48.255556","-20.633333",NA,NA,"-48.255556","-20.633333",NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA
"311","2019-08-20 10:03:09-03","UNICAMP","UEC","89845","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Salis, SM","1995","05","08",NA,"Brazil",NA,NA,"estéril, Árvore com 8 m. de altura em mata semidecidua estacional, solo podzólico vermelho-escuro.","UEC109480","Magnoliopsida",NA,"Mart.",NA,"877","Remanescente num morro a cerca de 15 km","UEC109480","Marcondes-Ferreira, W","Mato Grosso","Jauru","-58.765","-15.444167",NA,NA,"-58.765","-15.444167",NA,NA,"2013","04",NA,NA,NA,NA,NA,NA,NA
"312","2019-08-20 10:03:09-03","UNICAMP","UEC","75613","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Maestro, AL; Silveira, AM","1994","10","10",NA,"Brazil",NA,NA,"flor, Árvore, 10 -12 m de alt. Interior de cerradão.","UEC109496","Magnoliopsida",NA,"Mart.",NA,"11","5 km de Riolândia em direção a Cardoso.","UEC109496","Marcondes-Ferreira, W","São Paulo","Riolândia","-49.770556","-19.988056",NA,NA,"-49.770556","-19.988056",NA,NA,"2013","05",NA,NA,NA,NA,NA,NA,NA
"313","2019-08-20 10:03:09-03","UNICAMP","UEC","88649","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Pereira, BAS; Alvarenga, D","1996","09","11",NA,"Brazil",NA,NA,"fruto, Árvore decídua, cerca de 6 m de altura. Flores brancas. Frutos maduros liberando sementes aladas. Mata mesofítica.","UEC127456","Magnoliopsida",NA,"Mart.",NA,"3173","km 02 da rodovia Jaraguá-Pirenópolis.","UEC127456","Castello, ACD","Goiás","Jaraguá","-49.5","-15.5",NA,NA,"-49.5","-15.5",NA,NA,"2016","09","09",NA,NA,NA,NA,NA,NA
"314","2019-08-20 10:03:09-03","UNICAMP","UEC","89847","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Salis, SM","1995","05","06",NA,"Brazil",NA,NA,"estéril, Árvore ombrófila aberta, solo podzólico vermelho-escuro. Freqüente.","UEC109454","Magnoliopsida",NA,"Mart.",NA,"876","Remanescente a 10 km de Jauru que sofreu","UEC109454","Marcondes-Ferreira, W","Mato Grosso","Jauru","-58.977778","-15.376667",NA,NA,"-58.977778","-15.376667",NA,NA,"2013","04",NA,NA,NA,NA,NA,NA,NA
"315","2019-08-20 10:03:09-03","UNICAMP","UEC","90000","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Pereira, BAS; Alvarenga, D","1997","05","06",NA,"Brazil",NA,NA,"Fruto imaturo, Floresta estacional transformada em pastagem. Árvore ca. 6m altura, isolada, copa ampla, folhagem começando a cair; fruto imaturo, cor verde-acinzentada.","UEC109498","Magnoliopsida",NA,"Mart.",NA,"3366","km 20 da estrada Paracatu-Guarda Mór. Fa","UEC109498","Marcondes-Ferreira, W","Minas Gerais","Paracatu","-47.333333","-17.333333","700","700","-47.333333","-17.333333",NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA
"316","2019-08-20 10:03:09-03","UNICAMP","UEC","97374","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Nave, AG; Carneiro, PHM; Dário, FR; Lopes, RF","1997","02","23",NA,"Brazil",NA,NA,"Botão floral, Árvore com 10m altura, botão floral, tronco suberoso. Interior de mata, mata de encosta","UEC109497","Magnoliopsida",NA,"Mart.",NA,"s.n.","Rancho Paredão da Serra","UEC109497","Marcondes-Ferreira, W","Mato Grosso","Chapada dos Guimarães","-55.783333","-15.502778",NA,NA,"-55.783333","-15.502778",NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA
"317","2019-08-20 10:03:09-03","UNICAMP","UEC","99389","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Marimon, BS","1997","02","15",NA,"Brazil",NA,NA,"estéril, Matrial estéril, látex branco na casca e na folha. guatambú, altit. 250 m. Rara.","UEC109489","Magnoliopsida",NA,"Mart.",NA,"s.n.","Reserva indígena Areòes a 8 km da Aldeia","UEC109489","Marcondes-Ferreira, W","Mato Grosso","Água Boa","-51.974722","-14.577778",NA,NA,"-51.974722","-14.577778",NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA
"318","2019-08-20 10:03:09-03","UNICAMP","UEC","96514","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Araújo, FS","1991","05","04",NA,"Brazil",NA,NA,"Fruto, Árvore em carrasco","UEC109506","Magnoliopsida",NA,"Mart.",NA,"s.n.","Estrondo - Pl. da Ibiapaba","UEC109506","Marcondes-Ferreira, W","Ceará","Novo Oriente","-40.7742004394531","-5.53444004058838","760","760",NA,NA,"28544","auto","2015","05",NA,NA,NA,NA,NA,NA,NA
"319","2019-08-20 10:03:09-03","UNICAMP","UEC","29347","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer-Salles, AE; Chagas e Silva","1979","10","02",NA,"Brazil",NA,NA,"flor, Árvore, mais ou meos 15 m; folhas membranáceas com parte anterior argentea, flores cremes, látex branco.","UEC109492","Magnoliopsida",NA,"Mart.",NA,"2567",NA,"UEC109492","Marcondes-Ferreira, W","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2015","05",NA,NA,NA,NA,NA,NA,NA
"320","2019-08-20 10:03:09-03","UNICAMP","UEC","41973","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Mendonça, RC","1983","10","05",NA,"Brazil",NA,NA,"flor, Árvore 5m altura, flores esverdeadas","UEC109461","Magnoliopsida",NA,"Mart.",NA,"265","Bacia do Rio São Bartolomeu, altos do Có","UEC109461","Marcondes-Ferreira, W","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2015","05",NA,NA,NA,NA,NA,NA,NA
"321","2021-03-01 16:21:45-03","UNICAMP","UEC","150082","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Gomes, SM; Pereira, JB","1996","10","10",NA,"Brazil",NA,NA,"Obs: sementes brancas, casca lisa&nf;flor verde-claro a creme&nf;fruto castanho; ambiente: mata de galeria&nf;relevo: pouco declivoso&nf;substrato: lotossolo vermelho-amrarelo com castanho","UEC109465","Magnoliopsida",NA,"Mart.",NA,"123","Brazilândia, Rio do sal.","UEC109465","Marcondes-Ferreira, W","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","1098","1098",NA,NA,"70570","auto","2013","04",NA,NA,NA,NA,NA,NA,NA
"322","2019-08-20 10:03:09-03","UNICAMP","UEC","51017","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Alvarenga, D","1988","10","10",NA,"Brazil",NA,NA,"flor, Árvore 12m altura, flores brancas, mata ciliar, córrego mato grande.","UEC109485","Magnoliopsida",NA,"Mart.",NA,"51017","Fazenda Matinha","UEC109485","Marcondes-Ferreira, W","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","760","760",NA,NA,"70570","auto","2015","05",NA,NA,NA,NA,NA,NA,NA
"323","2021-03-01 16:21:45-03","UNICAMP","UEC","169023","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Rezende, JM; Pinto, DCC; Leite, EJ; Silva, JA","2001","04","04",NA,"Brazil",NA,NA,"Árvore com cerca de 15 m de altura X 36,26 cm de DAP.&nf;O fruto imaturo é marrom esverdeado com lenticelas brancos.; Borda de mata de galeria.&nf;Relevo ondulado no local.&nf;Substrato pouco argiloso de cor cinza-claro.","UEC007720","Magnoliopsida",NA,"Mart.",NA,"567","Gama-DF. Reserva Genética Florestal Tamanduá - Embrapa Hortaliças - CNPH.","UEC007720","Marcondes-Ferreira, W","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2013","04",NA,NA,NA,NA,NA,NA,NA
"324","2019-08-20 10:03:09-03","UNICAMP","UEC","117678","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Gomes, SM","1995","11","05",NA,"Brazil",NA,NA,"botões florais, Árvore ca. 15m altura. Mata ciliar, relevo inclinado, ocasional no local. Látex branco, flores verde-claras.","UEC109503","Magnoliopsida",NA,"Mart.",NA,"4","Mata do Monjolo - IBGE","UEC109503","Marcondes-Ferreira, W","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2015","05",NA,NA,NA,NA,NA,NA,NA
"325","2019-08-20 10:03:09-03","UNICAMP","UEC","22147","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Heringer, EP","1965","10","15",NA,"Brazil",NA,NA,"flor, Árvore de 10m, flores em cacho denso","UEC109445","Magnoliopsida",NA,"Mart.",NA,"10749","Parque Nacional de Brasília","UEC109445","Marcondes-Ferreira, W","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2015","05",NA,NA,NA,NA,NA,NA,NA
"326","2021-03-01 16:21:45-03","UNICAMP","UEC","150094","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Rezende, JM",NA,NA,NA,NA,"Brazil",NA,NA,"arvore 6m de altura&nf;frutos imaturis verdes&nf;; Mata de galeria&nf;Solo escuro com serrapilheira&nf;relevo plano.","UEC109494","Magnoliopsida",NA,"Mart.",NA,"549","Samambaia Parque Boca da Mata, Parque boca da mata","UEC109494","Marcondes-Ferreira, W","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","1150","1150",NA,NA,"70570","auto","2013","04",NA,NA,NA,NA,NA,NA,NA
"327","2021-03-01 16:21:45-03","UNICAMP","UEC","150113","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Dias, TAB; Vieira, CC","1991","04","05",NA,"Brazil",NA,NA,"Obs: curso de bezerro.&nf;; relevo plano.&nf;ambiente: cerrado ralo&nf;subs: latossolo vermelho-escuro","UEC109466","Magnoliopsida",NA,"Mart.",NA,"039","Sobradinho, DF- 330 a cerca de 4 km de Sobradinho. area de chacaras Rurais.","UEC109466","Marcondes-Ferreira, W","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2013","04",NA,NA,NA,NA,NA,NA,NA
"328","2019-08-20 10:03:09-03","UNICAMP","UEC","96185","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Silva, MA; Alvarenga, D; Pereira, BAS","1997","10","07",NA,"Brazil",NA,NA,"flor, Árvore 5m altura, flores amareladas, cálice verde, látex branco, tronco com casca lisa, folhas discolores glabras. Floresta de galeria próximo a uma residência.","UEC109464","Magnoliopsida",NA,"Mart.",NA,"3355","Vale do Amanhecer, Área de Proteção Ambiental da Bacia do S","UEC109464","Marcondes-Ferreira, W","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2013","04",NA,NA,NA,NA,NA,NA,NA
"329","2019-08-20 10:03:09-03","UNICAMP","UEC","55990","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Pereira, BAS; Alvarenga, D; Walter, BMT; Oliveira, FCA","1991","02","23",NA,"Brazil",NA,NA,"fruto, Árvore ca. 8m altura, frutos maduros, sem sementes, de cor escura, mata ciliar encaixada em vão largo mas de bordas bastante íngremes. Nome vulgar: peroba.","UEC109470","Magnoliopsida",NA,"Mart.",NA,"1531","Estrada para Colinas do Sul, mata denomi","UEC109470","Marcondes-Ferreira, W","Goiás","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"44724","auto","2013","04",NA,NA,NA,NA,NA,NA,NA
"330","2021-03-01 16:21:45-03","UNICAMP","UEC","150110","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Cavalcanti, TB; Santos, AA; Pereira, JB; Bueno, P","1996","10","02",NA,"Brazil",NA,NA,"Ons: latex branco. flores velhas marrom. calice verde. Botoes amarelo-esverdeado. face abaxial glauca.&nf;cor da flor branca","UEC109457","Magnoliopsida",NA,"Mart.",NA,"2086","Bacia de inundação da Ahe-Corumbá, coleta na copa das arvores semi-inundadas","UEC109457","Marcondes-Ferreira, W","Goiás","Caldas novas","-48.625","-17.74169921875",NA,NA,NA,NA,"36612","auto","2013","04",NA,NA,NA,NA,NA,NA,NA
"331","2021-03-01 16:21:45-03","UNICAMP","UEC","164731","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Silva, GP; Pereira, JB; Salles, PA; Souza, SP","2001","04","17",NA,"Brazil",NA,NA,"Árvore com 10 m de altura, frutos imaturos verdes. Ocasional no local.; Mata (clareira com afloramento de arenito). Relevo ondulado, solo arenoso.","UEC050292","Magnoliopsida",NA,"Mart.",NA,"4926",NA,"UEC050292","Marcondes-Ferreira, W","Goiás","Cavalcante","-47.4583015441895","-13.7974996566772",NA,NA,NA,NA,"92497","auto","2013","04",NA,NA,NA,NA,NA,NA,NA
"332","2021-03-01 16:21:45-03","UNICAMP","UEC","164730","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Silva, GP; Pereira, JB; Salles, PA; Souza, SP","2001","04","16",NA,"Brazil",NA,NA,"Árvore com 4 m de altura, frutos imaturos verdes. Ocasional no local.; Mata. Relevo suave ondulado, solo areno argiloso.","UEC050290","Magnoliopsida",NA,"Mart.",NA,"4910",NA,"UEC050290","Marcondes-Ferreira, W","Goiás","Colinas do Sul","-48.0783004760742","-14.1513996124268",NA,NA,NA,NA,"58154","auto","2013","04",NA,NA,NA,NA,NA,NA,NA
"333","2021-03-01 16:21:45-03","UNICAMP","UEC","150090","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Santos, HGP; Cordovil, SP; Soares, CPB; Machado, FV","1993","06","25",NA,"Brazil",NA,NA,"obs: frutos imaturos verdes salpicado de castanho-claro&nf;arvore 6m. altura dap. 15 cm.; relevo acidentado&nf;ambiente: ecotono mata-cerrado&nf;subs: solo arenoso, com deposição de materia organica","UEC109479","Magnoliopsida",NA,"Mart.",NA,"0111","Margem esquerda do rio corumba; Proximo ao eixo da barragem","UEC109479","Marcondes-Ferreira, W","Goiás","Corumbaíba","-48.5614013671875","-18.1424999237061",NA,NA,NA,NA,"40186","auto","2013","04",NA,NA,NA,NA,NA,NA,NA
"334","2019-08-20 10:03:09-03","UNICAMP","UEC","50880","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Hatschbach, G","1976","10","04",NA,"Brazil",NA,NA,"flor, Árvore típica docerrado . Flor creme.","UEC109568","Magnoliopsida",NA,"Mart.",NA,"38929","Rio Corumbá.","UEC109568","Marcondes-Ferreira, W","Goiás","Ipameri","-48.1596984863281","-17.7219009399414",NA,NA,NA,NA,"102542","auto","2015","05",NA,NA,NA,NA,NA,NA,NA
"335","2019-08-20 10:03:09-03","UNICAMP","UEC","44628","S","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Oliveira Filho, AT","1985","02","03",NA,"Brazil",NA,NA,"Árvore ca 5m altura, amostra vegetativa","UEC109486","Magnoliopsida",NA,"Mart.",NA,"352","Rio Claro","UEC109486","Marcondes-Ferreira, W","Mato Grosso","Cuiabá","-56.0966987609863","-15.5960998535156",NA,NA,NA,NA,"74875","auto","2015","05",NA,NA,NA,NA,NA,NA,NA
