"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","county","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","sex","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"99","2019-10-07 09:10:50-03","UEFS","HUEFS","119255","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Conceição, A.A.","1888","2007","04","28",NA,"Brasil",NA,NA,"Caatinga.","HUEFS0119255","Bahia","Caminho Catuarama para Mateus.","-42.245556","-13.297222","42W14'44''","13S17'50''","Angiospermae","Apiales","(Marchal) J.Wen","Paramirim","593","593","HUEFS0119255","P.Fiaschi","2007","08",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"100","2019-10-07 09:10:50-03","UEFS","HUEFS","120049","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Cardoso, D.","1962","2007","05","22",NA,"Brasil",NA,NA,"Floresta estacional semidecídua com dossel a ca. 20 m alt. e afloramentos rochosos no topo da serra.","HUEFS0120049","Bahia","Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do Feijão sentido Ipirá.","-39.183889","-12.161667","39W11'2''","12S9'42''","Angiospermae","Apiales","(Marchal) J.Wen","Anguera","300","600","HUEFS0120049 HUEFS0120049_01 HUEFS0120049_02",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"101","2019-10-07 09:10:50-03","UEFS","HUEFS","122708","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Santos, R.M.","1771","2007","07","02",NA,"Brasil",NA,NA,"Caatinga arbórea e afloramento de calcário.","HUEFS0122708","Bahia","BR 135.","-44.968889","-12.376944","44W58'8''","12S22'37''","Angiospermae","Apiales","(Marchal) J.Wen","São Desidério","505","505","HUEFS0122708","R.M.Santos","2007","09",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"102","2019-10-07 09:10:50-03","UEFS","HUEFS","122759","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Santos, R.M.","1822","2007","07","12",NA,"Brasil",NA,NA,"Caatinga.","HUEFS0122759","Bahia",NA,"-41.501667","-12.327222","41W30'6''","12S19'38''","Angiospermae","Apiales","(Marchal) J.Wen","Iraquara","711","711","HUEFS0122759",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"103","2019-10-07 09:10:50-03","UEFS","HUEFS","141901","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Queiroz, L.P.de","13685","2008","08","16",NA,"Brasil",NA,NA,"Floresta estacional semi-decidual.","HUEFS0141901","Bahia","ARIE Serra do Orobó. Fazenda Leão dos Brejos.","-40.5","-12.419444","40W30'0''","12S25'10''","Angiospermae","Apiales","(Marchal) J.Wen","Itaberaba","270","270","HUEFS0141901 HUEFS0141901_01 HUEFS0141901_02",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"104","2019-10-07 09:10:50-03","UEFS","HUEFS","178098","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Melo, E.","10559","2011","11","03",NA,"Brasil",NA,NA,"Caatinga, beira da estrada.","HUEFS0178098","Bahia","Estrada para Marcionílio Souza, ca. 12,6 km da cidade.","-40.522778","-13.316111","40W31'22''","13S18'58''","Angiospermae","Apiales","(Marchal) J.Wen","Maracás","807","807","HUEFS0178098",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"105","2019-10-07 09:10:50-03","UEFS","HUEFS","89106","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Fadelli, L.","FUEL36483","2001","04","18",NA,"Brasil",NA,NA,NA,"HUEFS0089106","Paraná","Bosque Municipal","-51.190601348877","-22.9967002868652",NA,NA,"Angiospermae","Apiales","(Marchal) J.Wen","Bela Vista do Paraíso",NA,NA,"HUEFS0089106",NA,NA,NA,NA,NA,"Asteranae",NA,"15605","auto",NA,NA,NA
"106","2019-10-07 09:10:50-03","UEFS","HUEFS","137414","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Melo, E.","5678","2008","04","19",NA,"Brasil",NA,NA,"Caatinga. Afloramento de calcário.","HUEFS0137414","Bahia","Buraco da Duda ou Buracão.","-41.1561012268066","-11.5500001907349",NA,NA,"Angiospermae","Apiales","(Marchal) J.Wen","Morro do Chapéu",NA,NA,"HUEFS0137414",NA,NA,NA,NA,NA,"Asteranae",NA,"98143","auto",NA,NA,NA
"107","2019-12-04 16:39:44-03","FFCLRP","SPFR","6930","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Kotchetkoff-Henriques, O.; Bohlinger,M.","83","2002","04","10",NA,"Brasil",NA,NA,NA,NA,"São Paulo","Reserva 145.","-47.789722","-21.065556","47° 47' 23W","21° 03' 56 S",NA,NA,"(Marchal) J.Wen.","Ribeirão Preto",NA,NA,NA,"Bernacci & Jung-Mendonçali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-04-29 16:29:28-03","UFVJM","HDJF","825","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Oliveira, ACC; Machado, ELM","s.n.","2012","09",NA,"Southern America","Brasil",NA,NA,NA,"HDJF000825","Minas Gerais","Presidente Juscelino, Minas Gerais, Zona rural","-44.0825","-18.644444","-44.0825","-18.644444","Dicotyledoneae",NA,"Marchal","Presidente Juscelino",NA,NA,"HDJF000825_01","Machado, ELM","2012","09","11",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-04-29 16:29:28-03","UFVJM","HDJF","826","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Oliveira, ACC; Machado, ELM","s.n.","2012","09",NA,"Southern America","Brasil",NA,NA,NA,"HDJF000826","Minas Gerais","Presidente Juscelino, Minas Gerais, Zona rural","-44.0825","-18.644444","-44.0825","-18.644444","Dicotyledoneae",NA,"Marchal","Presidente Juscelino",NA,NA,"HDJF000826_01","Machado, ELM","2012","09","11",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 16:35:23-03","UFVJM","HDJF","7725","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Paixão, FA","150P64","2019","03","25","Southern America","Brasil",NA,NA,NA,"HDJF007725","Minas Gerais","Rio Doce (Represa), Margem Esquerda","-41.020083","-19.5035","-41.020083","-19.5035","Dicotyledoneae",NA,"Marchal","Aimorés","64","64","HDJF007725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-14 16:35:23-03","UFVJM","HDJF","7790","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Paixão, FA","265P82","2019","05","27","Southern America","Brasil",NA,NA,NA,"HDJF007790","Minas Gerais","Rio Gualaxo do Norte, Margem Direita","-43.171583","-20.270278","-43.171583","-20.270278","Dicotyledoneae",NA,"Marchal","Barra Longa","530","530","HDJF007790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-14 16:35:23-03","UFVJM","HDJF","7456","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Paixão, FA","463P3","2018","09","29","Southern America","Brasil",NA,NA,NA,"HDJF007456","Minas Gerais","Rio Gualaxo do Norte, Margem Direita","-43.376778","-20.251083","-43.376778","-20.251083","Dicotyledoneae",NA,"Marchal","Mariana","691","691","HDJF007456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-06 16:08:36-03","IAC","IAC","57382","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","E.A. Rodrigues","201","1994","03","19",NA,"Brasil",NA,NA,"Carobão",NA,"São Paulo","Fazenda Santa Izabel","-48.3222","-21.2547","-48.3222","-21.2547",NA,NA,"(Marchal) J.Wen","Jaboticabal",NA,NA,NA,"P. Fiaschi","2005","06","30",NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-10-03 14:21:01-03","IAC","IAC","7129","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","K.D. Barretto; G.D. Fernandes & F.X. Vitti","395","1993","05","04",NA,"Brasil",NA,NA,"Nome vulgar: Carobão",NA,"São Paulo","Mata da Glória (segunda entrada)","-47.7781","-22.5097","-47.7781","-22.5097",NA,NA,"(Marchal) J.Wen","Charqueada",NA,NA,NA,"P. Fiaschi","2005","06","30",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-07-23 11:58:03-03","CEPLAC","CEPEC","153818","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Santos, E.A.","1416","2016","03","04",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,"Bahia","Conglomerado BA_668_P33-4-10-38","-39.331667","-12.160278","39W19'54","12S9'37",NA,NA,NA,"serra preta",NA,NA,NA,"R. Asprino",NA,NA,NA,NA,NA,"5/6/2017",NA,NA,NA,NA,NA
"116","2020-11-19 14:06:00-03","Unimontes","MCMG","6617","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Paixão, F. A.; Resck, D. V. S.",NA,"2019","03","25",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Aimorés","-41.0638999938965","-19.4958000183105","W41° 01' 12.3","S19° 30' 12.6",NA,NA,"(Marchal) J.Wen","Aimorés",NA,NA,NA,"Paixão, F. A.; Resck, D. V. S.",NA,NA,NA,NA,NA,NA,"54161","auto",NA,NA,NA
"117","2020-11-19 14:06:00-03","Unimontes","MCMG","6652","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Paixão, F. A.; Resck, D. V. S.",NA,"2019","05","27",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Barra Longa","-43.0410995483398","-20.2828006744385","W43° 10' 17.7","S20° 16' 13.0",NA,NA,"(Marchal) J.Wen","Barra Longa",NA,NA,NA,"Paixão, F. A.; Resck, D. V. S.",NA,NA,NA,NA,NA,NA,"16960","auto",NA,NA,NA
"118","2020-11-19 14:06:00-03","Unimontes","MCMG","6110","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Paixão, F. A.; Resck, D. V. S.",NA,"2018","09","25",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Bento Rodrigues","-43.4160995483398","-20.377799987793","W43° 24' 54.4","S20° 14' 00.7",NA,NA,"(Marchal) J.Wen","Mariana",NA,NA,NA,"Paixão, F. A.; Resck, D. V. S.",NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA
"119","2020-11-19 14:06:00-03","Unimontes","MCMG","6207","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Paixão, F. A.; Resck, D. V. S.",NA,"2018","09","29",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Mariana","-43.4160995483398","-20.377799987793","W43° 22' 36.4","S20° 15' 03.9",NA,NA,"(Marchal) J.Wen","Mariana",NA,NA,NA,"Paixão, F. A.; Resck, D. V. S.",NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA
"120","2020-09-22 13:48:26-03","USP","SPFW","554","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Ceccantini, G.C.T.","315","1994","03","24",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Serra do Salitre","-46.993611","-18.944722","46º59'37''W","18º56'41''S",NA,NA,"(Marchal) J.Wen","Patrocínio","1050","1050",NA,"P. Fiaschi 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-09-22 13:48:26-03","USP","SPFW","7373","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianum","Pentapanax warmingianum","Soares ;Silva","93","1993","03","03",NA,"Brasil",NA,NA,NA,NA,"Paraná",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"(Marchal) Harms","Londrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA
"122","2020-11-12 16:58:00-03","UEL","FUEL","36483","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Fadelli, L; et al.","s.n.","2001","04","18",NA,"Brasil",NA,NA,NA,NA,"Paraná","Bosque Municipal","-51.190601348877","-22.9967002868652",NA,NA,"Tracheophyta","Apiales","(March.) J.Wen","Bela Vista do Paraíso",NA,NA,NA,"Vieira, AOS","2004",NA,NA,NA,NA,NA,"15605","auto",NA,NA,NA
"123","2020-11-12 16:58:00-03","UEL","FUEL","36195","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Estevan, DA; et al.","285","2003","11","24",NA,"Brasil",NA,NA,NA,NA,"Paraná","Fazenda Figueira","-51.1627998352051","-23.3103008270264",NA,NA,"Tracheophyta","Apiales","(March.) J.Wen","Londrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA
"124","2020-11-12 16:58:00-03","UEL","FUEL","45827","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Estevan, DA; et al.","1731","2003","04","13",NA,"Brasil",NA,NA,NA,NA,"Paraná","Faz. Figueira","-51.1627998352051","-23.3103008270264",NA,NA,"Tracheophyta","Apiales","(March.) J.Wen","Londrina",NA,NA,NA,"Lovato, MC","2004",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA
"125","2020-11-12 16:58:00-03","UEL","FUEL","11379","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Francisco das Chagas e Silva; Soares-Silva, LH","1682","1994","03","18",NA,"Brasil",NA,NA,NA,NA,"Paraná","Floresta dos Godoy, Proximo parc.5 e 14 da porcao norte","-51.1627998352051","-23.3103008270264",NA,NA,"Tracheophyta","Apiales","(March.) J.Wen","Londrina",NA,NA,NA,"Frondin, D","2001","04","03",NA,NA,NA,"63728","auto",NA,NA,NA
"126","2020-11-12 16:58:00-03","UEL","FUEL","10239","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Soares-Silva, LH; Francisco das Chagas e Silva","196","1989","03","17",NA,"Brasil",NA,NA,NA,NA,"Paraná","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"Tracheophyta","Apiales","(March.) J.Wen","Londrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA
"127","2020-11-12 16:58:00-03","UEL","FUEL","10742","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Soares-Silva, LH; Francisco das Chagas e Silva","307","1993","03","03",NA,"Brasil",NA,NA,NA,NA,"Paraná","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"Tracheophyta","Apiales","(March.) J.Wen","Londrina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA
"128","2020-11-12 16:58:00-03","UEL","FUEL","36434","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Pavão, OC; et al.","s.n.","2001","04","03",NA,"Brasil",NA,NA,NA,NA,"Paraná","Água da Garça, Sitio Santo Antonio, Sítio Santo Antonio","-51.0283012390137","-22.8505992889404",NA,NA,"Tracheophyta","Apiales","(March.) J.Wen","Primeiro de Maio",NA,NA,NA,"Lovato, MC","2004",NA,NA,NA,NA,NA,"18944","auto",NA,NA,NA
"129","2020-11-12 16:58:00-03","UEL","FUEL","30339","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Francisco, EM","s.n.","2000","09","28",NA,"Brasil",NA,NA,NA,NA,"Paraná","Fazenda Fartura","-51.0363998413086","-23.0585994720459",NA,NA,"Tracheophyta","Apiales","(March.) J.Wen","Sertanópolis",NA,NA,NA,"S.F. de Andrade","2000",NA,NA,NA,NA,NA,"19992","auto",NA,NA,NA
"130","2019-11-01 14:52:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Moraes, TM","IFN-59512092.3","2018","01","15","Southern America","Brasil",NA,NA,"Conglomerado BA-595. Subunidade 2. Subparcela 3. Indivíduo 10. F6; Árvore. DAP:20,3cm e 11m de altura. Base reta. Casca cinza, grossa e fissurada; Transição cerrado-caatinga. Solo argiloso e relevo plano","UB0126928","Bahia",NA,"-43.739983","-11.879992","-43.739983","-11.879992","Dicotyledoneae",NA,"Marchal","Wanderley",NA,NA,"UB0126928","Figueira, M","2018","06","11",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-01 14:52:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Araújo, JF","IFN-59311783.5","2018","02","02","Southern America","Brasil",NA,NA,"Conglomerado BA-593. Subunidade 3. Subparcela 5. Indivíduo 25. F6; Árvore. DAP: 12,1 cm. Base reta. Casca cinza, grossa e rugosa; Mata seca semidecídua. Terreno plano e solo areno-argiloso",NA,"Bahia",NA,"-45","-11.880011","-45","-11.880011","Dicotyledoneae",NA,"Marchal","Cotegipe",NA,NA,NA,"Bijos, NR","2018","09","04",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-01 14:52:59-03","UnB","UB","115244","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","Ratter, JA","5047","1985","09","15","Southern America","Brasil",NA,NA,"Wood very weak and useless, not good for firewood or charcoal; Tree 14.0 m tall, 40.0 cm dbh. Bark grey with a longitudinally fissured pattern. Branches very weak and with the rather clumsy pachycaul pattern of Araliaceous trees. Opening new foliage",NA,"Minas Gerais","Projeto Integrado de Colonização (INCRA), NW Minas Gerais","-47","-16","-47","-16","Dicotyledoneae",NA,"(Marchal) Harms","Sagarana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-05-06 11:52:12-03","UFU","HUFU","23122","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Silva, F.C. e; Silva, L.H.S. e","1682","1994","03","18",NA,"Brasil",NA,NA,"Árvore, ca. 30 m. Botão floral e flores creme.","HUFU00001835","Paraná","Floresta Godoy, Próximo parc. 5 e14 da porção norte.","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"(Marchal) J.Wen","Londrina",NA,NA,"HUFU00001835","Soares-Silva, L.H.","1994",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA
"134","2020-08-20 14:54:33-03","UFSC","FLOR","68346","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Fonseca, M.L.; Mendonça, R.C.; Oliveira, F.C.A.; Cardoso, E.","2947","2001","10","18",NA,"Brasil",NA,NA,"Árvore heliófita ca. 7 m de altura e 0,08m DAP; folhas discolores verdes; cálice verde; flores , botões e estames alvos. Comum. (Linha 2, parcela 15, árvore 305; solo argiloso/afloramento calcáreo; relevo ondulado; vegetação : mata es","FLOR0068346","Goiás","Fazenda Forquilha (Mata 3).","-46.53","-13.803333","46º31'48''W","13º48'12''S",NA,"Apiales","(Marchal) J.Wen","Guarani de Goiás","475","475",NA,"Fiaschi, P.","2020","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-08-20 14:54:33-03","UFSC","FLOR","68459","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Verdi, M.; Fernandez, E.P.; Gomes, R.","7575","2017","12","10",NA,"Brasil",NA,NA,"Árvore matriz nº 82; CAP 129,5 cm; 14m alt., 7m de fuste; pouco frequente; caule fissurado; folíolos levemente discolores verdes; inflorescência jovem com flores em desenvolvimento; coletada no interior do fragmento. Projeto: Inventár","FLOR0068459","Rio de Janeiro","Parque Estadual da Costa do Sol. Área de Proteção Ambiental - APA do Pau-Brasil. Estrada para a Casa Oito.","-41.951667","-22.811667","41º57'6''W","22º48'42''S",NA,"Apiales","(Marchal) J.Wen","Armação dos Búzios","30","30",NA,"Verdi, M.","2018","03","06",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-08-20 14:54:33-03","UFSC","FLOR","64281","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Saiter, F.Z.","503","2015","04","24",NA,"Brasil",NA,NA,"Árvore com 6 metros de altura, frutos maduros de cor vinácea","FLOR0064281","Espírito Santo","Várzea Alegre, propriedade dos Novelli, à mergem da rodovia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Apiales","(Marchal) J.Wen","Santa Teresa","200","200","FLOR0064281_1 FLOR0064281_2","Saiter, F.Z.",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"137","2021-03-04 15:42:16-03","IF","SPSF","17640","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","O.T. Aguiar","516","1994","10","25","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 5m de altura, casca grossa fendilhada.; GEOGRAFIA: braco do tatu&nf;;",NA,"SP","Agua da Cachoeira","-50.5699996948242","-22.4099998474121",NA,NA,"Magnoliophyta","Apiales","((Marchal) J.Wen)","Paraguaçu Paulista",NA,NA,NA,"P. Fiaschi","2005","01","01",NA,"Magnoliopsida",NA,"36102","auto",NA,NA,NA
"138","2014-10-09 13:58:13-03","UHH","HBG","522601","S","Plantae","Araliaceae","Pentapanax","ulei","Pentapanax ulei","Ule, E.","7073","1906","10",NA,"South America","Brazil",NA,NA,"E. Ule: Herbarium Brasiliense; Bl. weisslich, Baum 8 m","HBG522601",NA,"Estado de Bahia, Catinga Tambury",NA,NA,NA,NA,NA,NA,"Harms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type"
"139","2021-02-08 12:33:10-03","UFRGS","ICN","161928","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Molz, M","s.n.","2008","05","10","América do Sul","Brasil",NA,NA,"Árvore, 8 m de altura, Com fruto; Mata ciliar",NA,"RS","Distrito de Padre Gonzáles RS 305 22J203787.57 E 6957398.52 S","-53.9975","-27.474722","-53.9975","-27.474722","Dicotyledon",NA,"(Marchal) J. Wen","Três Passos","304","304",NA,"Molz, M","2008","05","10",NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-02-08 12:33:10-03","UFRGS","ICN","021640","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Lima, DA","s.n.","1973","01","30","América do Sul","Brasil",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Árvore. Gênero novo para o Brasil; encontrada em 1971 no Nordeste por Dárdano.; Muito comum na mata.",NA,"RS","Tenente Portela","-53.8608016967773","-27.2646999359131",NA,NA,"Dicotyledon",NA,"(Marchal) J. Wen","Derrubadas",NA,NA,NA,"Fiaschi, P",NA,NA,NA,NA,NA,NA,"18158","auto",NA,NA,NA
"141","2021-02-08 12:33:10-03","UFRGS","ICN","083770","S","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","Nelson, A","s.n.",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Árvore; em beira de mata.",NA,"RS","BR 116 Km 65","-51.0853004455566","-29.5802993774414",NA,NA,"Dicotyledon",NA,"(Marchal) J. Wen","Dois Irmãos",NA,NA,NA,"Fiaschi, P",NA,NA,NA,NA,NA,NA,"7716","auto",NA,NA,NA
"142","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","68005","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","Brack, P.","043","1986","11",NA,NA,"Brasil",NA,NA,"Carobão, Paraparaí-guaçuárvore;","HAS0068005","Rio Grande do Sul","Campo Bom,","-51.0532989501953","-29.6788997650146",NA,NA,"Magnoliophyta",NA,"(Marchal) Harms","Campo Bom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7073","auto",NA,NA,NA
"143","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","23715","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","Nilson, A.D.","188","1987","01",NA,NA,"Brasil",NA,NA,"Carobão, Paraparaí-guaçuárvore; Cerca de 15m de altura. Pouco numerosa.","HAS0023715","Rio Grande do Sul","Belvedere,","-51.0853004455566","-29.5802993774414",NA,NA,"Magnoliophyta",NA,"(Marchal) Harms","Dois Irmãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7716","auto",NA,NA,NA
"144","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","23780","PreservedSpecimen","Plantae","Araliaceae","Pentapanax","warmingianus","Pentapanax warmingianus","Nilson, A.D.","217","1988","01",NA,NA,"Brasil",NA,NA,"Carobão, Paraparaí-guaçuárvore; Cerca de 12m de altura. Pouco numerosa.","HAS0023780","Rio Grande do Sul","BR 116 - Km 65,","-51.0853004455566","-29.5802993774414",NA,NA,"Magnoliophyta",NA,"(Marchal) Harms","Dois Irmãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7716","auto",NA,NA,NA
"145","2021-04-05 12:30:08-03","UNIVASF","HVASF","21598","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","D.G. Oliveira","1059","2013","11","22","América do Sul","Brasil",NA,NA,"Árvore ca. de 6,5m alt.. Caule com ritidoma espesso, rugoso, fissuras longitudinais. Ramos jovens com cicatrizes foliares. Folhas bipinadas, espiraladas. Flores com tonalidade creme-alva. Frutos coloração creme em desenvolvimento.","HVASF021598","Ceará","Reservatório Jati, coletado na cota mais baixa um vale","-39.006444","-7.710333","-39.006444","-7.710333",NA,NA,"(Marchal) J.Wen","Jati","364","364",NA,"E. Melo","2013","12","06","U",NA,NA,NA,NA,NA,NA,NA
"146","2021-04-05 12:30:08-03","UNIVASF","HVASF","21235","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","D.G. Oliveira","1029","2013","08","27","América do Sul","Brasil",NA,NA,"Árvore ca. de 7m alt.. Caule com ritidoma espesso, rugoso, fissuras longitudinais. Ramos jovens com cicatrizes foliares. Folhas bipinadas, espiraladas. Flores com tonalidade creme-alva. Frutos em desenvolvimento.","HVASF021235","Ceará","Reservatório Jati","-39.006472","-7.710333","-39.006472","-7.710333",NA,NA,"(Marchal) J.Wen","Jati","458","458","HVASF021235_v01 HVASF021235_v02 HVASF021235_v03 HVASF021235_v04","D.G. Oliveira","2013","08","27","U",NA,NA,NA,NA,NA,NA,NA
"147","2021-04-05 12:30:08-03","UNIVASF","HVASF","22183","PreservedSpecimen","Plantae","Araliaceae","Aralia","warmingiana","Aralia warmingiana","A.C.P. Oliveira","3264","2014","02","03","América do Sul","Brasil",NA,NA,"Árvore ca. de 5m alt.. Flores e botões florais verde-claros.","HVASF022183","Paraíba","Povoado Juazeiro","-36.949486","-8.249411","-36.949486","-8.249411",NA,NA,"(Marchal) J.Wen","São João do Tigre","707","707",NA,"V.M. Cotarelli","2014","03","06","U",NA,NA,NA,NA,NA,NA,NA
