"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","887332","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","S. A. C. Chiea","J. R. Mattos","12455","1965","08","20","South America","Brazil","São Paulo","Salesópolis","Estação Biologica de Boracea, perto da sede.","-45.886229","-23.65179","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887332","NY00887332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","520565","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","J. J. Wurdack","G. Eiten","6690","1965","11","07","South America","Brazil","Rio de Janeiro","Resende","West side of base of Mt. Itatiaia, at Km. 1 on road leading to shelter house. Abrigo Rebouças (about 1 km east of Registro a point on the highway to Caxambu)","-44.75","-22.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520565","NY00520565_01","1650","1650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4218356","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.",NA,"F. Almeda","8809","2004","11","12","South America","Brazil","Rio de Janeiro",NA,"Serra do Mar. Macae de Cima road out of Nova Friburgo along the Macae river.","-42.49911499","-22.39369965","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451373' target='other'> <mi>dwc_moreinfo</mi></a>","NY04218356",NA,"990","990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","520566","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","H. A. Gleason","H. H. Rusby","817","1917","08","03","South America","Colombia","Huila",NA,"Balsillas, on Río Balsillas",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520566","NY00520566_01","2100","2200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02841603","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.",NA,"V. de F. Mansano","527","2008","01","18","South America","Brazil","Espírito Santo","Santa Leopoldina","Chaves, estrada Santa Teresa - Santa Leopoldina. Arbusto 1,5m, em local sombreado, beira da trilha, frutos maduros roxos.","-40.878056","-19.233889","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3137762' target='other'> <mi>dwc_moreinfo</mi></a>","NY02841603","NY02841603_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02098954","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","F. Almeda","F. Almeda","9755","2009","03","08","South America","Brazil","Rio de Janeiro","Nova Friburgo","Distrito de Mury. Serra dos Orgãos. Estrada da Torre Repetidora (the Sistema Brasileiro Televisão TV tower) south of Nova Friburgo on an unnamed peak west of Pico da Caledônia.","-42.5736","-22.35947","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500284' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098954","NY02098954_01","1420","1847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","520558","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.",NA,"L. B. Smith","1788","1929","01","09","South America","Brazil","Rio de Janeiro","Itatiaia","Vicinity of Macieiras, Mt. Itatiaya, Estaçao Biologica","-44.67","-22.43","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586098' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520558","NY00520558_01","1960","1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02098956","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.",NA,"F. Almeda","9770","2009","03","10","South America","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos. Trail to Pedra do Sino.","-43.01992","-22.45278","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500289' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098956","NY02098956_01","1626","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","520562","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.",NA,"L. S. Rose","11","1948","09","22","South America","Brazil","Rio de Janeiro","Teresópolis","National Park of the Organ Mountains, near Teresopolis","-42.9656","-22.4122","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520562","NY00520562_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3107709","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.",NA,"R. M. King","7131","1976","06","26","South America","Argentina","Misiones","San Pedro","Camino al Este de San Pedro, a más ou menos 7 km",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3447543' target='other'> <mi>dwc_moreinfo</mi></a>","NY03107709","NY03107709_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","520561","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","J. J. Wurdack","J. P. Lanna Sobrinho","653","1963","11","01","South America","Brazil","Rio de Janeiro","Teresópolis","P.N.S.O., entre Barragem e Toda dos Caçadores","-42.9656","-22.4122","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586094' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520561","NY00520561_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","520559","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","A. C. Brade","J. G. Kuhlmann","16719","1940","09","01","South America","Brazil","Rio de Janeiro",NA,"Flora da Serra dos Orgaos. Corrego do Frade",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=586090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520559","NY00520559_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01874746","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","M. Reginato","M. Reginato","1475","2014","10","05","South America","Brazil","Rio de Janeiro","Teresópolis","P.N. da Serra dos Orgãos. Trilha do Mirante.","-42.9655990600586","-22.4122009277344","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2704488' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874746","NY01874746_01",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:31:22-03","UFRJ","RFA","5320","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","J. J. Wurdack","P. Occhioni",NA,"1946","09","11",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Orgãos","-42.9655990600586","-22.4122009277344",NA,"Arbusto de flor branca Habito: Arbusto","RFA25655",NA,NA,NA,"38539","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:31:22-03","UFRJ","RFA","5542","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","J. J. Wurdack","P. Occhioni","750","1946","10","29",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro Assú","-43.2075004577637","-22.9027996063232",NA,NA,"RFA25771",NA,NA,NA,"57442","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:23-03","UFRJ","RFA","6127","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","J. J. Wurdack","Aluno do 1º ano",NA,"1961",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Horto da Faculdade Nacional de Farmácia","-43.2075004577637","-22.9027996063232",NA,NA,"RFA26216",NA,NA,NA,"57442","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:44:24-03","EAO","IAN","137372","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","Wurdack, JJ","Lanna Sobrinho, JP","653","1963","11","01","Southern America","Brasil","Rio de Janeiro","Teresópolis","P.N.S.O., entre Barragem e Toca dos Caçadores.","-42.9655990600586","-22.4122009277344",NA,NA,"IAN137372",NA,NA,NA,"38539","auto","1970","04",NA,NA,NA,NA,NA,NA,NA,NA
"28","2013-07-03 11:13:28-03","EBDA","BAH","119","S","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","Brade","W.D. Ramos",NA,"1942","10","23",NA,"Brasil","Rio de Janeiro",NA,"Parque Nacional da Serra dos Orgãos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1943",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:25:23-03","PUCPR","HUCP","19609","S","Plantae","Eudicotiledonea",NA,"Melastomataceae","Leandra","longisetosa","Leandra longisetosa","Cogn.","Goldenberg, R","Beltrami, L","s.n.","2006","09","09",NA,"Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,"HUCP00013696","HUCP00013696",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:03:02-03","NBC","NL-BOTANY","L.2534334","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.",NA,"Hatschbach GG",NA,"1957","08","25","Southern America","Brazil",NA,NA,"Est Parana (Brasil) Mun. Campina Granie do Su!, Alto da Serra.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534334 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534334","NL-L2534334",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:03:02-03","NBC","NL-BOTANY","U.1420379","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.",NA,"Maas PJM; Martinelli G",NA,"1977","10","11","Southern America","Brazil",NA,NA,"Brasiliensis, Edo. Rio de Janeiro, Parque Nacional do Itatiaia, disturbed forest near km 3.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420379 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420379","NL-U1420379",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:03:02-03","NBC","NL-BOTANY","U.1420380","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.",NA,"Maas PJM; Araújo D; Carauta JPP",NA,"1977","10","18","Southern America","Brazil",NA,NA,"Brasiliensis, Edo. Rio de Janeiro, Serra Macahé, forest.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420380 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420380","NL-U1420380",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:03:02-03","NBC","NL-BOTANY","U.1420381","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.",NA,"Hatschbach GG; Pereira E",NA,"1964","09","01","Southern America","Brazil",NA,NA,"Rio (Brasil) Serra dos Orgãos, Represa.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1420381 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1420381","NL-U1420381",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 10:56:08-03","ESALQ","ESA","140569","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","Santos, P.M.L.A.","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","204.0","2016","12","14",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela","-44.7131004333496","-23.2178001403809",NA,"Arvoreta ca. 2,5m. Cálice verde na base e avermelhado no ápice. Anteras brancas","ESA140569",NA,NA,NA,"34470","auto","2017","04",NA,"25",NA,NA,NA,NA,NA,NA
"35","2020-11-04 10:56:09-03","ESALQ","ESA","141919","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","Antonio, P.E.","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2304.0","2015","11","29",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809",NA,"Arbusto ca. 1,5m de alt. Frutos imaturos verdes.","ESA141919",NA,NA,NA,"34470","auto","2016","02",NA,"02",NA,NA,NA,NA,NA,NA
"36","2020-11-04 10:56:09-03","ESALQ","ESA","141941","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","Antonio, P.E.","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2326.0","2015","11","29",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809",NA,"Arbusto ca. 2m de alt. Frutos imaturos verdes.","ESA141941",NA,NA,NA,"34470","auto","2016","02",NA,"02",NA,NA,NA,NA,NA,NA
"37","2020-11-04 10:56:08-03","ESALQ","ESA","141906","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","Antonio, P.E.","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2291.0","2015","11","29",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809",NA,"Arbusto ca. 2,5m de alt. Flores alvas, frutos imaturos verdes.","ESA141906",NA,NA,NA,"34470","auto","2016","02",NA,"02",NA,NA,NA,NA,NA,NA
"38","2020-11-04 10:56:08-03","ESALQ","ESA","140502","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","Santos, P.M.L.A.","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","137.0","2016","12","13",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela -","-44.7131004333496","-23.2178001403809",NA,"Arbusto ca. 1,70m. Corola alva","ESA140502",NA,NA,NA,"34470","auto","2017","04",NA,"25",NA,NA,NA,NA,NA,NA
"39","2020-11-04 10:56:08-03","ESALQ","ESA","140558","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","Santos, P.M.L.A.","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","193.0","2016","12","14",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela -","-44.7131004333496","-23.2178001403809",NA,"Arbusto ca. 1m. Pecíolo vermelho. Cálice vermelho. Fruto esverdeado na base e avermelhado no ápice.","ESA140558",NA,NA,NA,"34470","auto","2017","04",NA,"25",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:13:28-03","ESALQ","ESA","35870","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.",NA,"Souza, J.P. et al.","813.0","1996","12","12",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA035870","ESA035870",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:13:28-03","ESALQ","ESA","33979","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","Chiea, S.A.C.","Yamamoto, L.F. et al.","16.0","1996","12","12",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA033979","ESA033979",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 10:56:08-03","ESALQ","ESA","134788","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","Antonio, P.E.","Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Toledo, C.A.P.T.; Silva-Filho, A.A.; Ramos, B.A.; Nascimento, M.S.; Antonio, P.E.; Brito, T.R.O.","39583.0","2015","09","11",NA,"Brasil","Rio de Janeiro","Parati","Parque Nacional da Serra da Bocaina. Arredores da Pedra da Macela.","-44.7131004333496","-23.2178001403809",NA,"Arbusto, ca. 2 m alt.; hipanto e cálice passando de verde a vinho; pétalas e estames alvos.","ESA134788",NA,"1450","1450","34470","auto","2015","10",NA,"11",NA,NA,NA,NA,NA,NA
"43","2020-11-04 10:56:09-03","ESALQ","ESA","141924","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","multiplinervis","Leandra multiplinervis","(Naudin) Cogn.","Antonio, P.E.","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2309.0","2015","11","29",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta - Beira da estrada.","-44.7131004333496","-23.2178001403809",NA,"Arbusto ca. 1,5m de alt. Frutos imaturos verdes.","ESA141924",NA,NA,NA,"34470","auto","2016","02",NA,"02",NA,NA,NA,NA,NA,NA
