"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","relatedCatalogItem","geoFlag","scientificNameAuthorship","barcode","imagecode"
"1","2020-07-23 12:00:40-03","CEPLAC","CEPEC","100268","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","amicorum","Aechmea amicorum","B. R. Silva","Isótipo","B. R. Silva","479","2001","02","15","Brasil","Bahia","PORTO SEGURO","Ao S de Trancoso.","-39.0647010803223","-16.4496994018555","68835","30/12/2002","auto",NA,NA,NA
"2","2021-03-05 16:09:36-03","MN","R-TIPOS","203150","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","amicorum","Aechmea amicorum",NA,"Holotypus","Berg, W.; Anderson, J.","BAB - 40","1995","08","19","Brasil","Bahia","Porto Seguro","South to Trancoso","-39.0647010803223","-16.4496994018555","68835",NA,"auto","B.R. Silva & H. Luther","R000203150","R000203150_001"
