"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem"
"11","2021-03-01 16:41:10-03","UNICAMP","UEC","8120","S","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","1976","10","22",NA,"Brazil","São Paulo","Between Ubatuba and Caraguatatuba.",NA,NA,"Small tree. Flowers greenish cream. Latex.; Secondary (dark) rain forest.","UEC031121","Magnoliopsida",NA,"T.D.Penn.","Carneiro, CE","D.59895","UEC031121","Ubatuba","-45.0699996948242","-23.4300003051758","10","10",NA,"1996","07",NA,NA,"34265","auto",NA,NA,NA
"12","2021-03-01 16:41:10-03","UNICAMP","UEC","8119","S","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","1976","10","22",NA,"Brazil","São Paulo","Between Ubatuba and Caraguatatuba.",NA,NA,"Small tree. Flowers greenish cream. Latex.; Secondary (dark) rain forest.","UEC031119","Magnoliopsida",NA,"T.D.Penn.","Carneiro, CE","D.59895","UEC031119","Ubatuba","-45.0699996948242","-23.4300003051758","10","10",NA,"1996","07",NA,NA,"34265","auto",NA,NA,NA
"13","2019-08-20 10:26:13-03","UNICAMP","UEC","21588","S","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Leitão Filho, HF; Silva, AF; Yamamoto, K","1979","08","06",NA,"Brazil","São Paulo","Estação Experimental de Ubatuba",NA,NA,"Árvore com 10 m. (chega a 50 m) no material fuste quase indiviso nas partes inferiores; folhas com face inferior metálico ferruginoso; flores esverdeadas.",NA,"Magnoliopsida",NA,"T.D.Penn.","Carneiro, CE","10236",NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"1996","07",NA,NA,"34265","auto",NA,NA,NA
"14","2021-03-01 16:41:10-03","UNICAMP","UEC","80567","S","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanches, M; et al.","1996","02","04",NA,"Brazil","São Paulo","Praia Vermelha do Meio. Caminho para Praia do Cedro. A beira mar.",NA,NA,"Árvore com 12 m de altura. Frutos verdes com pilosidade ferrugínea.; Encosta Atlântica.","UEC092969","Magnoliopsida",NA,"T.D.Penn.","Leitão Filho, HF","34814","UEC092969","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"15","2020-04-27 16:11:41-03","UFES","VIES","22333","S","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Leitão Filho, H.F.; Yamamoto, K. & Silva, A.F.","1979","08","06",NA,"Brasil","São Paulo","Estação Experimental de Ubatuba.",NA,NA,NA,"VIES022333",NA,NA,"T.D.Penn.","Fabris, L.C.","172","VIES022333","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"2010","02",NA,NA,"34265","auto","24",NA,NA
"16","2020-12-21 16:44:52-03","MBM","MBM","52087","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Davis, P.H.; Shepherd, G.J.; Makino, H.; Silvestre, M.S.; Jung, S.L.; Shepherd, G.J.; Makino, H.; Silvestre, M.S.; Jung, S.L.","1976","08","22","Southern America","Brazil","São Paulo","Between Ubatuba and Caraguatatuba",NA,NA,"Small tree. flowers greenish cream. Latex!; Secondary (dark) rain forest.","MBM052087",NA,NA,"T.D.Penn.","Völtz, R.R.","59895","MBM052087","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,"2018","08",NA,NA,"34265","auto",NA,NA,NA
"17","2020-08-31 08:54:57-03","INPA","INPA","224708","S","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Bertoni, JEA","2002","08","27","Southern America","Brasil","São Paulo","IAC, Fazenda Santa Elisa, Monjolinho, Quadra da Macieira, L2, P15.",NA,NA,NA,"INPA0224708","Dicotyledon Asterids","Ericales","T.D.Penn.","Faria, AD de","819","INPA0224708 INPA0224708_e","Campinas","-47.102222","-23.515556","854","854",NA,"2009","11","-47.102222","-23.515556",NA,NA,NA,NA,NA
"18","2020-08-31 08:54:57-03","INPA","INPA","224707","S","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Bertoni, JEA","2000","12","17","Southern America","Brasil","São Paulo","IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L8, P7.",NA,NA,NA,"INPA0224707","Dicotyledon Asterids","Ericales","T.D.Penn.","Faria, AD de","293","INPA0224707 INPA0224707_e","Campinas","-47.102222","-23.515556","854","854",NA,"2009","11","-47.102222","-23.515556",NA,NA,NA,NA,NA
"19","2021-03-01 11:52:08-03","UFPE","UFP","68955","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Amorim, BS; Alves, M; Thomas, WW; Barbosa, MRV; Araújo, D; Lourenço, AR; et al.","2011","08","25",NA,"Brasil","Bahia",NA,NA,NA,"Arvoreta com 8 metros de alturam, flores ramifloras.&nf;; Floresta Atlântica.","UFP068955",NA,NA,"T.D. Penn.","Alves-Araújo, A","1021",NA,"Itamari-Indaiá","-39.626944","-13.713889",NA,NA,NA,"2012","03","-39.626944","-13.713889",NA,NA,"22",NA,NA
"20","2019-11-13 11:31:49-03","USP","SPF","169193","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Fiaschi, P","2004","09","04",NA,"Brasil","Bahia",NA,NA,NA,NA,"SPF00169193",NA,NA,"T.D.Penn.","Alves-Araújo, A","2506",NA,"Valença","-39.090278","-13.328889","220","220",NA,"2010",NA,"-39.090278","-13.328889",NA,NA,NA,NA,NA
"21","2019-10-07 09:13:00-03","UEFS","HUEFS","117036","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Ivanauskas, N.M.","2001","09","16",NA,"Brasil","São Paulo","Sertão de Barra do Una, Fazenda Abras do Una, propriedade de Flávio Andrade. Trilha dos Poções.",NA,NA,"Floresta Ombrófila Densa.","HUEFS0117036","Angiospermae","Ericales","T.D.Penn.","A.Alves-Araújo","4517","HUEFS0117036","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,"2015","02",NA,NA,"41977","auto",NA,"Asteranae",NA
"22","2019-10-07 09:13:00-03","UEFS","HUEFS","114061","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Queiroz, I.M.","1993","11","12",NA,"Brasil","São Paulo","Estação experimental do I.A.C.",NA,NA,NA,"HUEFS0114061","Angiospermae","Ericales","T.D.Penn.",NA,"30142","HUEFS0114061","Ubatuba","-45.116667","-23.416667",NA,NA,NA,NA,NA,"45W7'","23S25'",NA,NA,NA,"Asteranae",NA
"23","2019-10-07 09:13:00-03","UEFS","HUEFS","188900","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Matos, E.N.de","2011","05","29",NA,"Brasil","Bahia","Fazenda Bolandeira",NA,NA,"Restinga. Floresta.","HUEFS0188900","Angiospermae","Ericales","T.D.Penn.",NA,"1986","HUEFS0188900","Una","-39.014722","-15.344444",NA,NA,NA,NA,NA,"39W0'53''","15S20'40''",NA,NA,NA,"Asteranae",NA
"24","2019-01-25 16:05:13-02","IAC","IAC","21252","S","Plantae","Sapotaceae-3.Chrysophylloideae","Pouteria","oxypetala","Pouteria oxypetala","H.F. Leitão Filho","1970","09","16",NA,"Brasil","São Paulo","Km.245 da estrada Ubatuba-Caraguatatuba (serra)",NA,NA,NA,NA,NA,NA,"T.D.Penn.","C.E. Carneiro","1048",NA,"Ubatuba","-45.0711","-23.4339",NA,NA,NA,"1996","07","-45.0711","-23.4339",NA,NA,"16",NA,NA
"25","2019-01-25 16:05:13-02","IAC","IAC","41342","S","Plantae","Sapotaceae-3.Chrysophylloideae","Pouteria","oxypetala","Pouteria oxypetala","J.E.A. Bertoni & A. Geremias","2000","11","17",NA,"Brasil","São Paulo","IAC, Fazenda Santa Elisa, Monjolinho, Quadra do Café, L8, P7",NA,NA,"Procedência: Ubatuba-SP.&nf;Nome popular: pouteria-avermelhada",NA,NA,NA,"T.D.Penn.","A.D. Faria","293",NA,"Campinas","-47.086761","-22.863721",NA,NA,NA,"2009","11","-47.086761","-22.863721",NA,NA,"04",NA,NA
"26","2019-01-25 16:05:13-02","IAC","IAC","42635","S","Plantae","Sapotaceae-3.Chrysophylloideae","Pouteria","oxypetala","Pouteria oxypetala","J.E.A. Bertoni & A. Geremias","2002","08","27",NA,"Brasil","São Paulo","IAC, Fazenda Santa Elisa, Monjolinho, Quadra da Macieira, L2 - P15",NA,NA,"Procedência: Ubatuba - SP",NA,NA,NA,"T.D.Penn.","A.D. Faria","819",NA,"Campinas","-47.086761","-22.863721",NA,NA,NA,"2009","11","-47.086761","-22.863721",NA,NA,"27",NA,NA
"27","2020-07-23 12:22:31-03","CEPLAC","CEPEC","128684","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","C. V. Vivas","2010","06","11",NA,"Brasil","Bahia","Reserva Biológica de Una (REBIO).",NA,NA,NA,NA,NA,NA,NA,"A. A. Araújo","26",NA,"UNA","-39.072222","-15.187222",NA,NA,NA,NA,NA,"39W4'20","15S11'14",NA,NA,NA,NA,"07/07/2011"
"28","2020-07-16 10:06:10-03","IBt","SP","289414","S","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Queiroz, JM","1993","11","12",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"T.D.Penn.",NA,"30142",NA,"Ubatuba","-45.116667","-23.416667",NA,NA,NA,NA,NA,"-45.116667","-23.416667",NA,NA,NA,NA,NA
"29","2020-12-10 11:28:22-03","IBt","SP","388092","S","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Fiaschi, P","2004","09","04",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"T.D.Penn.",NA,"2506",NA,"Valença","-39.0731010437012","-13.3703002929688",NA,NA,NA,NA,NA,NA,NA,"43634","auto",NA,NA,NA
"30","2020-09-10 10:18:32-03","IBt","SP","312773","S","Plantae","Sapotaceae","Pouteria","oxypetala","Pouteria oxypetala","Leitão Filho, HF","1996","02","04",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"T.D.Penn.",NA,"34814",NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
