"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"14","2020-02-08 09:50:36-03","NBC","NL-BOTANY","L.1165907","PreservedSpecimen","Plantae","Flacourtiaceae","Aphaerema","spicata","Aphaerema spicata","Miers",NA,NA,NA,NA,"Reitz R; Klein RM","1958","12","17","Brazil",NA,NA,"Santa Catarina, Pinhal da Campanhia, Lauro Müller-Urussanga.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1165907 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1165907","NL-L1165907",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:50:36-03","NBC","NL-BOTANY","L.2436928","PreservedSpecimen","Plantae","Flacourtiaceae","Aphaerema","spicata","Aphaerema spicata","Miers",NA,NA,NA,NA,"Reitz R; Klein RM","1958","12","17","Brazil",NA,NA,"Santa Catarina, Pinhal da Campanhia, Lauro Müller-Urussanga.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2436928 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2436928","NL-L2436928",NA,"Malpighiales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:19:12-03","ESALQ","ESA","76427","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Hatschbach, G.","2001",NA,NA,"Barbosa, E. ; Silva, J.M.","2000","02","22","Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,NA,"ESA076427",NA,"Magnoliophyta",NA,"628.0",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"17","2020-11-04 11:19:12-03","ESALQ","ESA","37683","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Torres, R.B. & Ramos, E.",NA,NA,NA,"Chung, F.; Matos, J.; Schmidt, M.; Gandara, F.; Ivanauskas, N.M.; Vanini, A.; Souza, J.P.; Souza, V.C.; Tamashiro, J.Y.; Rodrigues, R.R.","1997","12","13","Brasil","São Paulo","Apiaí",NA,"-48.8400001525879","-24.5",NA,NA,NA,"ESA037683",NA,"Magnoliophyta",NA,"92.0",NA,NA,NA,NA,NA,"37738","auto",NA,NA,NA,NA
"18","2021-01-14 15:33:28-03","MN","R","211702","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Sleumer, H.",NA,NA,NA,"Smith, L.B.; Klein, R.M.","1964","12","19","Brasil","Santa Catarina","São Miguel d'Oeste",NA,"-53.616667","-26.583333","53°37'W","26°35'S",NA,NA,NA,NA,NA,"14760",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:33:28-03","MN","R","102712","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Smith, L.B.",NA,NA,NA,"Smith, L.B.","1952","03","14","Brasil","Santa Catarina","Palhoça",NA,"-48.666667","-27.666667","48°40'W","27°40'S",NA,NA,NA,NA,NA,"6230",NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:33:28-03","MN","R","79883","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Freire, C.V.","1941",NA,NA,"Dusén, P.K.H.","1903","12","12","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"21","2021-01-14 15:33:28-03","MN","R","211698","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Sleumer, H.","1957",NA,NA,"Smith, L.B.; Klein, R.M.","1957","03","17","Brasil","Rio Grande do Sul","Vacaria",NA,"-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,NA,NA,NA,"12247",NA,"600","600",NA,NA,"63451","auto",NA,NA,NA,NA
"22","2021-01-14 15:33:28-03","MN","R","211701","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Sleumer, H.","1957",NA,NA,"Smith, L.B.; Klein, R.M.","1957","02","06","Brasil","Santa Catarina","Caçador",NA,"-51.0149993896484","-26.7752990722656",NA,NA,NA,NA,NA,NA,NA,"10888",NA,"900","900",NA,NA,"38516","auto",NA,NA,NA,NA
"23","2021-01-14 15:33:28-03","MN","R","211699","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Sleumer, H.","1957",NA,NA,"Smith, L.B.; Reitz, R. & Sufridini, O.","1956","12",NA,"Brasil","Santa Catarina","Chapecó",NA,"-52.6183013916016","-27.096399307251",NA,NA,NA,NA,NA,NA,NA,"9555",NA,"900","900",NA,NA,"22671","auto",NA,NA,NA,NA
"24","2021-01-14 15:33:28-03","MN","R","211700","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Sleumer, H.","1957",NA,NA,"Smith, L.B.; Reitz, R.","1957","01","01","Brasil","Santa Catarina","Dionísio Cerqueira",NA,"-53.6397018432617","-26.2549991607666",NA,NA,NA,NA,NA,NA,NA,"9698",NA,"700","700",NA,NA,"28536","auto",NA,NA,NA,NA
"25","2015-07-02 14:04:07-03","JBP","HPL","7597","S","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","M.H.Alford","V.C. Souza","2012","05","29","R. Tsuji","2007","02","28","Brasil","PR","Faxinal","Coletado nas proximidades do município de Faxinal (sentido Pitanga), em beira de estrada.","-51.3194","-24.0003",NA,NA,NA,NA,NA,NA,NA,"1678",NA,NA,NA,NA,NA,"22912","auto",NA,NA,NA,NA
"26","2019-08-27 13:33:58-03","IAP","PACA-AGP","84899","PreservedSpecimen","Plantae","Flacourtiaceae","Aphaerema","spicata","Aphaerema spicata","Miers",NA,NA,NA,NA,"Sehnem, A.","1952","02","20","Brasil","RS","Bom Jesus","Passo da Guarda - ad fl. Uruguay supremum","-50.4166984558105","-28.6678009033203",NA,NA,"SEM MATERIAL Habitat: in silva","PACA084899",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"Magnoliatae","55856","auto",NA,NA,NA,NA
"27","2019-08-27 13:33:58-03","IAP","PACA-AGP","55311","PreservedSpecimen","Plantae","Flacourtiaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Emrich-Rambo","1952",NA,NA,"Reitz, R.","1951","12","13","Brasil","SC","Piloes p. Palhoca",NA,NA,NA,NA,NA,"Sicher 10061955; HBR 4727 Habitat: in silva Fenofase: flor","PACA055311",NA,"Magnoliophyta","Violales","4348",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:33:58-03","IAP","PACA-AGP","56533","PreservedSpecimen","Plantae","Flacourtiaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Emrich-Rambo","1955","04","10","Rambo, B.","1955","01","09","Brasil","SC","Canela","Passo do Inferno",NA,NA,NA,NA,"Habitat: in dumetosis ad rivum Fenofase: flor e fruto","PACA056533",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:33:58-03","IAP","PACA-AGP","36954","PreservedSpecimen","Plantae","Flacourtiaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Emrich-Rambo","1954","07","31","Hatschbach, G.","1948","01","01","Brasil","PR","Piraquara","p. Florestal","-49.0633010864258","-25.4416999816895",NA,NA,"sicher, 31,7,1954.; fl. Habitat: in araucarieto Fenofase: flor Hábito: erva","PACA036954",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"Magnoliatae","12577","auto",NA,NA,NA,NA
"30","2019-08-27 13:33:58-03","IAP","PACA-AGP","51861","PreservedSpecimen","Plantae","Flacourtiaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Emrich-Rambo","1954","07","31","Rambo, B.","1952","01","14","Brasil","RS","Bom Jesus","Paso da Guarda","-50.4166984558105","-28.6678009033203",NA,NA,"SEM MATERIAL Habitat: ad rivum in araucarieto Fenofase: flor","PACA051861",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"Magnoliatae","55856","auto",NA,NA,NA,NA
"31","2019-08-27 13:33:58-03","IAP","PACA-AGP","46374","PreservedSpecimen","Plantae","Flacourtiaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Emrich-Rambo","1954","07","31","Rambo, B.","1950","03","20","Brasil","RS","Canela","ad fl. Cai","-50.815601348877","-29.3656005859375",NA,NA,"SEM MATERIAL Habitat: in rupestribus dumetosis Fenofase: fruto","PACA046374",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"Magnoliatae","16452","auto",NA,NA,NA,NA
"32","2019-08-27 13:33:58-03","IAP","PACA-AGP","31291","PreservedSpecimen","Plantae","Flacourtiaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Emrich-Rambo","1954","07","31","Rambo, B.","1946","02","21","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"sicher, 31,7,1954.; fl.fr. Habitat: ad flumen in rupestribus dumetosis","PACA031291",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"Magnoliatae","49662","auto",NA,NA,NA,NA
"33","2019-08-27 13:33:58-03","IAP","PACA-AGP","61710","PreservedSpecimen","Plantae","Flacourtiaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Emrich-Rambo","1958","09","29","Camargo, O. R.","1957","12","08","Brasil","RS","Taquarí","Est. Exp. Pomicultura","-51.8643989562988","-29.7996997833252",NA,NA,"sicher, 29.8,1958 Habitat: in silva Fenofase: flor e fruto","PACA061710",NA,"Magnoliophyta","Violales","2720",NA,NA,NA,NA,"Magnoliatae","21657","auto",NA,NA,NA,NA
"34","2019-08-27 13:33:58-03","IAP","PACA-AGP","51683","PreservedSpecimen","Plantae","Flacourtiaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Emrich-Rambo","1954","07","31","Rambo, B.","1951","12","28","Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,NA,"sicher, 31,7,1954.; fl. Habitat: ad rivum in araucarieto","PACA051683",NA,"Magnoliophyta","Violales",NA,NA,NA,NA,NA,"Magnoliatae","63451","auto",NA,NA,NA,NA
"35","2019-11-21 14:44:53-03","UFJF","CESJ","40779","PreservedSpecimen","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","Alford",NA,"2012","04",NA,"E. Barbosa; J.M. Silva","2000","01","22","Brasil","Paraná","Campina Grande do Sul","Rio Capivari","-49.0553016662598","-25.3055992126465",NA,NA,"Subarbusto, 70cm, flor amarela. Beira do rio.","CESJ040779",NA,"Angiosperma",NA,"628","América do Sul",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"36","2019-11-27 13:52:44-03","UFS","ASE","41428","PreservedSpecimen","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","M.H.Alford","Caxambu, MG","2018","12","15","Caxambu, MG; Siqueira, EL;","2018","11","22","Brasil","Paraná","Pitanga","Parque Natural Municipal Recanto das Araucárias","-51.4449","-24.464","-51.4449","-24.464","Erva ca. 0,30 m, semi-ciófilo. Flores com cálice verde e corola amarela. Botões florais verdes. Ocasional.; Floresta Ombrófila Mista Montana","ASE0042942",NA,"Magnoliophyta",NA,"8700","Southern America","872","872",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:40:34-03","UNICAMP","UEC","21619","S","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Torres, RB; Ramos, E","2005","09",NA,"Hatschbach, G","1978","12","14","Brazil","Paraná","Curitiba","Guabirotuba.","-49.2731018066406","-25.4277992248535",NA,NA,"Flor amarela. Interior do Capão.","UEC046863","UEC046863","Magnoliopsida",NA,"41896",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"38","2020-12-04 13:19:43-03","UDESC","LUSC","8366","PreservedSpecimen","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","M.H.Alford","Cordeiro, J.","2013","12","01","Felitto, G.; Bianchin, J.E.; Dutra, M.","2013","12","01","Brasil","Santa Catarina","São Joaquim","Rio Pelotas.","-49.9317016601562","-28.2938995361328",NA,NA,NA,"LUSC001518","LUSC001518",NA,NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA
"39","2020-10-14 10:06:19-03","FURB","FURB","62116","PreservedSpecimen","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","M.H.Alford","Kassner-Filho, A.","2018","12","19","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","12","19","Brasil","Santa Catarina","Capão Alto","Fazenda Pessegueirinho. Fazenda Pessegueirinho.","-50.7608333","-28.17","-50.7608333","-28.1700000","Flora amarela Habitat: Interior da unidade amostral. Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Estágio Avançado Habito: Erva","FURB62116","FURB62116",NA,NA,"4409",NA,"770","770",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:06:19-03","FURB","FURB","64053","PreservedSpecimen","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","M.H.Alford","Kassner-Filho, A.","2019","03","28","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2019","03","28","Brasil","Santa Catarina","Lages",NA,"-50.67","-28.2602778","-50.6700000","-28.2602778","Flor amarela Habitat: Interior de fragmento florestal; Ecótono entre Floresta ombrófila Mista e Floresta ombrófila densa; Estágio Avançado a médio Habito: Erva","FURB64053","FURB64053",NA,NA,"4870",NA,"825","825",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:06:19-03","FURB","FURB","8835","PreservedSpecimen","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","M.H.Alford","Sobral, M","2008","04","01","Verdi, M.; Dreveck, S. & Godoy, M.B.","2008","01","13","Brasil","Santa Catarina","Campo Alegre","Bateias de Baixo.","-49.2286111","-26.0988889","-49.2286111","-26.0988889","IFFSC 1063/L/Herbácea 01. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: herbácea;","FURB03427","FURB03427",NA,NA,"140",NA,"861","861",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-08 08:56:12-03","FURB","FURB","917","PreservedSpecimen","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","M.H.Alford","Sobral, M","1998","11","01","Sobral, M.","1998","11","01","Brasil","Rio Grande do Sul","Espumoso","Boron - BR.","-52.8497009277344","-28.7247009277344",NA,NA,NA,"FURB42785","FURB42785",NA,NA,NA,NA,NA,NA,NA,NA,"39479","auto",NA,NA,NA,NA
"43","2021-03-16 17:53:28-03","UCS","HUCS","5732","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Smith, S.F.","1989","09",NA,"Wasum, R.A.","1989","03","04","Brasil","Rio Grande do Sul","Caxias do Sul","Conceição","-51.1794013977051","-29.1681003570557",NA,NA,"beira da mata",NA,NA,"Angiospermae","Malpighiales","s.n.",NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA
"44","2021-03-16 17:53:28-03","UCS","HUCS","13363","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Smith, S.F.","1999","06",NA,"Rossato, M.","1999","03","19","Brasil","Rio Grande do Sul","Bom Jesus","margens do rio Tainhas","-50.4166984558105","-28.6678009033203",NA,NA,"nos barrancos - beira da estrada",NA,NA,"Angiospermae","Malpighiales","71",NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA
"45","2021-03-16 17:53:28-03","UCS","HUCS","17916","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Hatschbach, G.","2001",NA,NA,"Barbosa, E.","2000","02","22","Brasil","Paraná","Campina Grande do Sul","Rio Capivari","-49.0553016662598","-25.3055992126465",NA,NA,"Herbário MBM - subarbusto, 70 cm, flor amarela; beira do rio",NA,NA,"Angiospermae","Malpighiales","628",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"46","2021-03-16 17:53:28-03","UCS","HUCS","14766","PreservedSpecimen","Plantae","Salicaceae","Aphaerema","spicata","Aphaerema spicata","Miers","Smith, S.F.","2000","05",NA,"Kegler, A.","1999","12","21","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Cristina","-51.1794013977051","-29.1681003570557",NA,NA,"na mata ciliar",NA,NA,"Angiospermae","Malpighiales","471",NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA
"47","2019-08-16 08:41:00-03","UTFPR","HCF","6520","S","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","M.H.Alford","J. Cordeiro","2015",NA,NA,"E.L. Siqueira","2007","11","10","Brasil","PR","Dois Vizinhos","Campus da UTFPR","-53.083333","-25.7","53°05'00 W","25°42'00 S","Erva heliófita, ereta. Flores amarelas. Em frente a entrada do campus.",NA,NA,NA,NA,"99",NA,"530","530",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-16 08:41:00-03","UTFPR","HCF","8494","S","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","M.H.Alford","E. Barboza & E.D. Lozano","2010",NA,NA,"M.G. Caxambu","2010","02","12","Brasil","PR","Luiziana","Estação Ecológica Luiziana","-52.434583","-24.53325","52°26'04,5 W","24°31'59,7 S","erva semi-ciófila, ca. 0,20 m. Frutos imaturos verdes. Flores amarelas.",NA,NA,NA,NA,"2944",NA,"622","622",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-16 08:41:00-03","UTFPR","HCF","26879","S","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","M.H.Alford","M.G. Caxambu","2018","12","15","M.G. Caxambu","2018","11","22","Brasil","PR","Pitanga","Parque Natural Municipal Recanto das","-51.747083","-24.777944","51°44'49,5 W","24°46'40,6 S","erva ca. 0,30 m, semi-ciófila. Flores com cálice verde e corola amarela. Botões florais verdes. Ocasional.",NA,NA,NA,NA,"8700",NA,"872","872",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-09-24 16:41:22-03","UTFPR","HCF","29480","S","Plantae","Salicaceae","Abatia","angeliana","Abatia angeliana","M.H.Alford","M.E. Engels","2018","12","18","M.E. Engels","2018","12","18","Brasil","PR","Coronel Domingos Soares","Resgate de Flora da PCH Foz do Estrela,","-51.898889","-26.085556","51°53'56 W","26°05'08 S","subarbusto ca. 60 cm no subosque. Caule e folhas verdes. Flores amarelas.",NA,NA,NA,NA,"6514",NA,"754","754",NA,NA,NA,NA,NA,NA,NA,NA
