"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","imagecode","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","infraspecificEpithet"
"209","2019-11-21 14:42:02-03","UFJF","CESJ","7802","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","L. Krieger","CESJ7802","1970","01","08","América do Sul","Brasil",NA,NA,"Em terrenos baldios.","CESJ007802","Angiosperma",NA,"Minas Gerais",NA,"(Kunth) Dandy","R.M.Pereira","Juiz de Fora","Academia de Comércio","-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto","1976","07","09",NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-11-21 14:42:02-03","UFJF","CESJ","21840","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","L. Krieger","CESJ21840","1988","02","02","América do Sul","Brasil",NA,NA,"Invasora de gramados, em terreno adubado, colmo rastejante, radicante, um tanto suculento.","CESJ021840","Angiosperma",NA,"Minas Gerais",NA,"(Kunth) Dandy","L. Krieger","Juiz de Fora","Campus UFJF","-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto","1989","05","14",NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-04-07 11:47:09-03","UFMS","CGMS","73132","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","V.J. Pott; A. Pott","4764","2001","07","04",NA,"Brasil",NA,NA,NA,"CGMS1105939",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy",NA,"Corumbá","Fazenda Uruba, planície de inundação do Rio Paraguai, Pantanal.","-57.3525","-19.0730556",NA,NA,NA,NA,NA,NA,NA,"-57,3525","-19,0730556",NA,NA,NA,NA,NA,NA
"212","2021-04-07 11:47:09-03","UFMS","CGMS","55178","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","V.J. Pott; A. Pott","11068","2011","02","12",NA,"Brasil",NA,NA,"Fruto verde. Habitat: Lagoa marginal de leito abandonado, profundidade: 30 cm. Solo arenoso. Relevo plano. Habito: Erva aquática anfíbia de 70-90 cm de altura. Frequente.","CGMS1085148",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy","A. Pott","Inocência","Fazenda Santa Cláudia, ao longo do Rio Sucuriú, em frente ao pesqueiro, com passarela para o rio.","-52.1305556","-20.0330556","312","312",NA,NA,"2011","02","12","-52,1305556","-20,0330556",NA,NA,NA,NA,NA,NA
"213","2021-04-07 11:47:09-03","UFMS","CGMS","25784","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","G.A. Damasceno-Junior; Monteiro; A. Silva; J.S.V.;","5091","2008","04","03",NA,"Brasil",NA,NA,NA,"CGMS1055210",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy","A. Guglieri","Dourados",NA,"-54.5333333","-21.9666667",NA,NA,NA,NA,"2009","06","26","-54,5333333","-21,9666667",NA,NA,NA,NA,NA,NA
"214","2021-04-07 11:47:09-03","UFMS","CGMS","43620","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","A. Guglieri-Caporal; F.J.M. Caporal","3162","2010","04","01",NA,"Brasil",NA,NA,"Comum. Habitat: Base de morro, margem de mata. Habito: Erva.","CGMS1073599",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy","A. Guglieri-Caporal","Aquidauana","Piraputanga, MS 450.","-55.5063889","-20.4555556","196","196",NA,NA,"2010","04","01","-55,5063889","-20,4555556",NA,NA,NA,NA,NA,NA
"215","2021-04-07 11:47:09-03","UFMS","CGMS","70946","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","V.J. Pott; A. Pott; A.C.M. Cristaldo; G. Hatschbach","5925","2002","11","10",NA,"Brasil",NA,NA,NA,"CGMS1103598",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy","A. Pott","Porto Murtinho","Fazenda Boa Vista, 61KmW de Bonito, logo após a ponte do Córrego Seco.","-56.9580556","-21.0591667","180","180",NA,NA,NA,NA,NA,"-56,9580556","-21,0591667",NA,NA,NA,NA,NA,NA
"216","2021-04-07 11:47:09-03","UFMS","CGMS","6666","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","V.J. Pott; R. Foster; G.A. damasceno-Júnior; U.M. Resende; J.N. Nakajima","3552","1998","08","26",NA,"Brasil",NA,NA,"Fruto verde. Habitat: Afloramento rochoso em beira de rio. frequencia Barranco fortemente inclinado. Solo argiloso. Habito: Erva.","CGMS1018181",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy","A. Guglieri","Rio Negro","Rio do Garimpo. MS-080.","-54.9930555","-19.3616667",NA,NA,NA,NA,"2006","05","04","-54,9930555","-19,3616667",NA,NA,NA,NA,NA,NA
"217","2021-04-07 11:47:09-03","UFMS","CGMS","21118","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","A. Guglieri; F.J.M. Caporal; C.R. Lehn","1114","2006","07","10",NA,"Brasil",NA,NA,NA,"CGMS1050520",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy","A. Guglieri","Aquidauana","Distrito de Piraputanga. Retiro da Igreja Batista.","-55.4861111","-20.4602778","175","175",NA,NA,NA,NA,NA,"-55,4861111","-20,4602778",NA,NA,NA,NA,NA,NA
"218","2021-04-07 11:47:09-03","UFMS","CGMS","13365","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo; D.R. Espírito Santo","11729","2004","04","08",NA,"Brasil",NA,NA,"Encharcado. Habitat: Floresta semidecidual, transição para cerradão. Solo argiloso. Relevo encosta inferior de ondulado. Habito: Erva prostrado-ascendente radicante. Mancha ocasional.","CGMS1042779",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy",NA,"Chapadão do Sul","Fazenda Pedra Branca.","-52.7836111","-19.2572222","450","450",NA,NA,NA,NA,NA,"-52,7836111","-19,2572222",NA,NA,NA,NA,NA,NA
"219","2021-04-07 11:47:09-03","UFMS","CGMS","20966","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","M.C. Pereira; A. Guglieri; T.H.D. Leandro; L.A.V. Martins","52","2007","12","16",NA,"Brasil",NA,NA,NA,"CGMS1050377",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy","A. Guglieri","Corguinho","Córrego Boa Sorte.","-54.8293991088867","-19.8316993713379",NA,NA,"56513","auto","2008","06","18",NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-04-07 11:47:09-03","UFMS","CGMS","20858","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","A. Guglieri; F.J.M. Caporal","1527","2007","07","29",NA,"Brasil",NA,NA,NA,"CGMS1050261",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy","A. Guglieri","Corguinho","Recanto Anjo de Luz.","-54.8293991088867","-19.8316993713379",NA,NA,"56513","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-04-07 11:47:09-03","UFMS","CGMS","70947","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","A. Pott","12986","2005","07",NA,NA,"Brasil",NA,NA,NA,"CGMS1103599",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy",NA,"Corumbá","Base da UFMS, Paso do Lontra, Pantanal.","-57.6533012390137","-19.0091991424561","100","100","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-01 16:20:20-03","UNICAMP","UEC","100172","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Feres, FR; Faria, AD; Aona, LYS; Matsumoto, K; Galvão, JC; Belinello, R","41/96","1996","12","16",NA,"Brazil",NA,NA,"Na margem da lagoa, anteras laranja, estigma vinho, aprox. 80 cm de altura.","UEC024819","Liliopsida",NA,"São Paulo","UEC024819","(Kunth) Dandy","Filgueiras, TS","Jacupiranga","Lago às margens da estrada de terra em direção à Capinzal.","-48.033333","-24.716667",NA,NA,NA,NA,"2012",NA,NA,"-48.033333","-24.716667",NA,NA,NA,NA,NA,NA
"223","2020-02-10 17:49:10-03","UNICAMP","UEC","16980","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","D.59801","1976","08","21",NA,"Brazil",NA,NA,"Ascending perennial.","UEC019126","Liliopsida",NA,"São Paulo","UEC019126","(Kunth) Dandy","Rodrigues, RS",NA,"Serra do Mar above Ubatuba, Disturbed rain forest, by path.",NA,NA,"100","100",NA,NA,"2012","03","13",NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-01-29 12:45:34-03","UNICAMP","UEC","72509","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Bernacci, LC; Belinello, R; Andrade, PRP; Falivene, SMP; Silva, AMC","1002","1995","01","10",NA,"Brazil",NA,NA,"Erva ca. 0,3 m alt., flores esverdeadas, estames amarelos.","UEC048813","Liliopsida",NA,"São Paulo","UEC048813","(Kunth) Dandy","Longhi-Wagner, HM","Pariquera-Açu","Estação Experimental do IAC, Floresta baixa.","-40.616667","-22.716667",NA,NA,NA,NA,"1996","08","27","-40.616667","-22.716667",NA,NA,NA,NA,NA,NA
"225","2019-08-20 10:01:06-03","UNICAMP","UEC","35136","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Pereira, BAS","481","1983","04","20",NA,"Brazil",NA,NA,"Capim vigoroso, entaizando-se nos nós; espiguetas cor verde.","UEC048807","Liliopsida",NA,"Distrito Federal","UEC048807","(Kunth) Dandy","Longhi-Wagner, HM","Brasília","Bacia do R.S. Bartolomeu, Altos do ribeirão Taboca. Mata ciliar.","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1995","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-08-20 10:01:06-03","UNICAMP","UEC","42029","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Chagas e Silva, F; Salles, AEH","4757","1980","05","12",NA,"Brazil",NA,NA,"Capim rastejante, folhas largas. Espiguetas verdes, apiculadas.","UEC048811","Liliopsida",NA,"Distrito Federal","UEC048811","(Kunth) Dandy",NA,"Brasília","Bacia do R.S. Bartolomeu, Colonias densas, mata ciliar.","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-08-20 10:01:06-03","UNICAMP","UEC","42119","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS","6781","1981","04","13",NA,"Brazil",NA,NA,"Capim estolonífero, praticamente glabro, inflorescência de cor verde.","UEC048812","Liliopsida",NA,"Distrito Federal","UEC048812","(Kunth) Dandy","Filgueiras, TS","Brasília","Bacia do R.S. Bartolomeu, Mata ciliar.","-47.9296989440918","-15.7797002792358",NA,NA,"70570","auto","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-01 16:20:20-03","UNICAMP","UEC","136598","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Prado, AL; et al.","2708","1993","11","27",NA,"Brazil",NA,NA,"Erva, ca. 30cm de altura. Em fase de frutificação.","UEC048816","Liliopsida",NA,"Mato Grosso","UEC048816","(Kunth) Dandy","Prado, AL","Poconé","Faz. Santa Isabel, 13Km à direita da Rod. Transpantaneira, Km 117-120, Poconé-Porto Jofre. Campo sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,"200792","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-08-20 10:01:06-03","UNICAMP","UEC","16802","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Bronzi, LM","7780","1978","04","30",NA,"Brazil",NA,NA,NA,"UEC048810","Liliopsida",NA,"Rio de Janeiro","UEC048810","(Kunth) Dandy",NA,"Mangaratiba","Rodovia Rio - Santos., Encontrado em mata fechada.","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-08-20 10:01:06-03","UNICAMP","UEC","38480","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Joly, CA","16659","1984","01","15",NA,"Brazil",NA,NA,"Herbácea em flor , beira de caminho de enxurrada.","UEC048809","Liliopsida",NA,"São Paulo","UEC048809","(Kunth) Dandy",NA,"Ubatuba","Mata Atlântica","-45.0699996948242","-23.4300003051758",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-08-20 10:01:06-03","UNICAMP","UEC","79429","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Martins, E; et al.","29222","1993","11","10",NA,"Brazil",NA,NA,"Herbácea de planície.&nf;Erva estolonífera.","UEC048814","Liliopsida",NA,"São Paulo","UEC048814","(Kunth) Dandy",NA,"Ubatuba","Mata de planície, Próximo ao núcleo de Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-11-19 14:08:45-03","UFRPE","PEUFR","2843","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","E.C. Tenório","865","1969","08","21",NA,"Brasil",NA,NA,NA,"PEUFR002843",NA,NA,"Pernambuco",NA,"(Kunth) Dandy","M. Alves","Gravatá",NA,"-35.5647010803223","-8.20110988616943",NA,NA,"19146","auto","1995","09","18",NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-04-22 16:26:43-03","UFPB","JPB","53104","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Rodrigues, SM; et al.","HST8996","1994","03","12","Southern America","Brasil",NA,NA,"; DESC: Estolonífera; folhas ásperas.","JPB0053104","Angiosperma","Monocotyledon","Pernambuco",NA,"(Kunth) Dandy","Silva, C.","Maraial","Serra do Urubu, Local sombreado à margem do Rio Pirangi.","-35.8088989257812","-8.78250026702881",NA,NA,"17320","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-01-17 11:23:16-02","PUCRS","MPUC","8131","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides",NA,NA,"1989","02","21","South America","Argentina",NA,NA,NA,NA,NA,"Poales","Misiones",NA,"(Kunth.) Dandy","C.R. Dillemburg","Apóstoles","Porto Azara, arroio Tunas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"1",NA,NA
"235","2020-10-14 10:04:54-03","FURB","FURB","41360","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Pereira, A.S.; Sato, K.S.S.","70","2011","12","29",NA,"Brasil",NA,NA,NA,"FURB04166",NA,NA,"Pará","FURB04166","(Kunth) Dandy",NA,"Belém","Campus de pesquisa do Museu Paraense Emilio Goeldi.","-48.4463889","-1.4336111",NA,NA,NA,NA,NA,NA,NA,"-48.4463889","-1.4336111",NA,NA,NA,NA,NA,NA
"236","2020-12-22 16:06:12-03","UFES","VIES","47772","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Nepomuceno, A.; Miranda, V.S.; Nichio-Amaral, R.; Sossai, B.G.","602","2018","12","13",NA,"Brasil",NA,NA,NA,"VIES047772",NA,NA,"Espírito Santo",NA,"(Kunth) Dandy",NA,"Linhares","Ponto 19.","-40.155","-19.349444",NA,NA,NA,NA,NA,NA,NA,"40º9'18''W","19º20'58''S",NA,NA,NA,NA,NA,NA
"237","2020-12-22 16:06:12-03","UFES","VIES","48009","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Sossai, B.G.; Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.","374","2019","02","13",NA,"Brasil",NA,NA,NA,"VIES048009",NA,NA,"Espírito Santo",NA,"(Kunth) Dandy",NA,"Colatina","Itapina - Ponto 0 MN.","-40.8125","-19.5275",NA,NA,NA,NA,NA,NA,NA,"40º48'45''W","19º31'39''S",NA,NA,NA,NA,NA,NA
"238","2020-12-22 16:06:12-03","UFES","VIES","48075","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Miranda, V.S.; Nepomuceno, A.; Nichio-Amaral, R.; Sossai, B.G.","212","2018","12","11",NA,"Brasil",NA,NA,NA,"VIES048075",NA,NA,"Espírito Santo",NA,"(Kunth) Dandy",NA,"Linhares","Porto de Regência, ponto 26.","-39.819444","-19.639167",NA,NA,NA,NA,NA,NA,NA,"39º49'10''W","19º38'21''S",NA,NA,NA,NA,NA,NA
"239","2020-04-27 16:11:09-03","UFES","VIES","38185","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Oliveira, A.A. de","472","2014","11","21",NA,"Brasil",NA,NA,NA,"VIES038185",NA,NA,"Espírito Santo","VIES038185","(Kunth) Dandy","Rodrigues, R.B.","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","2015","09","22",NA,NA,NA,NA,NA,NA,NA,NA
"240","2020-04-27 16:11:09-03","UFES","VIES","1517","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Gomes, J.M.L.","64","1987","05","23",NA,"Brasil",NA,NA,NA,"VIES001517",NA,NA,"Espírito Santo","VIES001517","(Kunth) Dandy","Burman, A.G.","Viana","Amarelinhos - Fazenda Santa Lúcia.","-40.4961013793945","-20.3903007507324",NA,NA,"15195","auto","1988","05","23",NA,NA,NA,NA,NA,NA,NA,NA
"241","2019-12-04 12:52:31-03","UTFPR","HCF","29997","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","F. Marinero","1052","2018","11","21",NA,"Brasil",NA,NA,"herbácea 40 cm. Espiguetas esverdeadas, base da folha invaginada. Várzea.",NA,NA,NA,"MG",NA,"(Kunth) Dandy","F. Marinero","Bom Jesus do Galho","Rio Doce","-42.493889","-19.69","243","243",NA,NA,"2018","12","10","42°29'38 W","19°41'24 S",NA,NA,NA,NA,NA,NA
"242","2019-08-16 08:40:36-03","UTFPR","HCF","25817","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","M.G. Caxambu","8421","2018","06","07",NA,"Brasil",NA,NA,"erva heliófita, palustre, ca. 1 m, cespitosa, formando grandes aglomerados guarnecendo a lagoa do Jacaré.",NA,NA,NA,"PR",NA,"(Kunth) Dandy","C. Silva","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do","-54.387972","-25.594278","192","192",NA,NA,"2018","06","28","54°23'16,7 W","25°35'39,4 S",NA,NA,NA,NA,NA,NA
"243","2020-06-29 09:31:47-03","UFRRJ","RBR","34825","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","C. Silva; N.M. Corrêa","229","2010","12","19",NA,"Brasil",NA,NA,NA,"RBR00034825",NA,NA,"Rio de Janeiro",NA,"(Kunth) Dandy",NA,"Mangaratiba","Ilha de Marambaia. Trilha da Senzala. Área brejosa de represa.","-43.979722","-23.060833",NA,NA,NA,NA,NA,NA,NA,"43º58'47''W","23º3'39''S",NA,NA,NA,NA,NA,NA
"244","2020-12-21 16:39:55-03","MBM","MBM","23813","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Fernandes, A.; et al.; et al.","30",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,"MBM023813",NA,NA,NA,"MBM023813","(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-12-21 16:39:55-03","MBM","MBM","141705","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Rimachi, M. .Y.","7769",NA,NA,NA,"Southern America","Peru",NA,NA,NA,"MBM141705",NA,NA,NA,"MBM141705","(Kunth) Dandy","McDaniel, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-12-21 16:39:55-03","MBM","MBM","166380","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Rimachi, M. .Y.","10375",NA,NA,NA,"Southern America","Peru",NA,NA,NA,"MBM166380",NA,NA,NA,"MBM166380","(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-12-21 16:39:55-03","MBM","MBM","27837","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Schinini, A.","6380",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,"MBM027837",NA,NA,NA,"MBM027837","(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-12-21 16:39:55-03","MBM","MBM","61949","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Nee, M.","6816",NA,NA,NA,"Southern America","Panama",NA,NA,NA,"MBM061949",NA,NA,NA,"MBM061949","(Kunth) Dandy","Davidse, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-12-21 16:39:55-03","MBM","MBM","420707","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4127","2019","01","20","Southern America","Brazil",NA,NA,"Erva terrícola, até 1 m de altura. Interior da floresta.; Vegetação secundária média/avançada","MBM420707",NA,NA,"Minas Gerais",NA,"(Kunth) Dandy","Mazziero, F.F.F.","Sem Peixe",NA,"-42.8025","-20.136389","284","284",NA,NA,"2019","02","01","-42.8025","-20.136389",NA,NA,NA,NA,NA,NA
"250","2020-12-21 16:39:55-03","MBM","MBM","31431","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Quarín, C.; et al.; et al.","1808",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,"MBM031431",NA,NA,NA,"MBM031431","(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-12-21 16:39:55-03","MBM","MBM","414524","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Pott, V.J.; Pott. A.; Cristaldo, A.C.M.; Hatschbach, G.; Pott. A.; Cristaldo, A.C.M.; Hatschbach, G.","5925","2002","11","10","Southern America","Brazil",NA,NA,"Erva aquática, anfíbia, mancha ocasional.; Depressão ao longo do córrego. Solo siltoso. Relevo plano.","MBM414524",NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy","Pott, A.","Porto Murtinho","Fazenda Boa Vista, 61 Km W de Bonito, logo após a ponte do Córrego Seco.","-56.958028","-21.059028","180","180",NA,NA,"2002","11",NA,"-56.958028","-21.059028",NA,NA,NA,NA,NA,NA
"252","2020-12-21 16:39:55-03","MBM","MBM","418792","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1052","2018","11","21","Southern America","Brazil",NA,NA,"Herbácea 40 cm; espiguetas esverdeadas, base da folha invaginada; Várzea","MBM418792",NA,NA,"Minas Gerais",NA,"(Kunth) Dandy","Marinero, F.","Bom Jesus do Galho","Rio Doce","-42.493889","-19.69","243","243",NA,NA,"2018","12","10","-42.493889","-19.69",NA,NA,NA,NA,NA,NA
"253","2020-12-21 16:39:55-03","MBM","MBM","418827","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1087","2018","11","23","Southern America","Brazil",NA,NA,"Herbácea 40 cm; espiguetas esverdeadas.; Várzea","MBM418827",NA,NA,"Minas Gerais",NA,"(Kunth) Dandy","Cordeiro, J.; Marinero, F.","Bom Jesus do Galho","Rio Doce","-42.498056","-19.526389","223","223",NA,NA,"2018","12","10","-42.498056","-19.526389",NA,NA,NA,NA,NA,NA
"254","2020-12-21 16:39:55-03","MBM","MBM","420692","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4164","2019","01","23","Southern America","Brazil",NA,NA,"Erva terrícola, até 1 m de altura. Interior da floresta.; Vegetação secundária média/avançada","MBM420692",NA,NA,"Minas Gerais",NA,"(Kunth) Dandy","Mazziero, F.F.F.","Timóteo","Parque Estadual do Rio Doce","-42.5225","-19.5525","240","240",NA,NA,"2019","02","01","-42.5225","-19.5525",NA,NA,NA,NA,NA,NA
"255","2020-12-21 16:39:55-03","MBM","MBM","420693","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4132","2019","01","21","Southern America","Brazil",NA,NA,"Erva terrícola, em alguns trechos atingindo 2-2,5 m de altura. Em clareira.; Vegetação secundária média/avançada","MBM420693",NA,NA,"Minas Gerais",NA,"(Kunth) Dandy","Mazziero, F.F.F.","São José do Goiabal",NA,"-42.611944","-19.915556","269","269",NA,NA,"2019","02","01","-42.611944","-19.915556",NA,NA,NA,NA,NA,NA
"256","2020-12-21 16:39:55-03","MBM","MBM","420714","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4250","2019","01","29","Southern America","Brazil",NA,NA,"Erva terrícola, encontrada no interior da floresta.; Vegetação secundária média/avançada","MBM420714",NA,NA,"Espírito Santo",NA,"(Kunth) Dandy","Mazziero, F.F.F.","Linhares","Parque Estadual do Rio Doce","-40.211667","-19.466389","33","33",NA,NA,"2019","02","01","-40.211667","-19.466389",NA,NA,NA,NA,NA,NA
"257","2020-12-21 16:39:55-03","MBM","MBM","139758","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Hage, J.L.","2237",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM139758",NA,NA,"Bahia","MBM139758","(Kunth) Dandy","Renvoize, S.A.","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
