"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber"
"47","2019-11-06 09:56:42-03","UFOP","OUPR","21666","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Sobral, M.","Bünger, M.O.; Scalon, V.R. & Silva, J.L.","20","2007","11","12","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Porteira na divisa com Baú, campo rupestre quartzítico","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, 0,6m, estéril",NA,NA,"2008",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-04 13:19:31-03","UDESC","LUSC","10173","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Marcos Sobral","R. Santos","7","1994","04","06","Brasil","Santa Catarina","Içara","Esplanada.","-49.3","-28.7","49º18'W","28º42'S",NA,NA,NA,"LUSC009833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-04 13:19:31-03","UDESC","LUSC","10153","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Marcos Sobral","Robson dos Santos","75","1994","05","03","Brasil","Santa Catarina","Santa Rosa do Sul","Proximidades da Escola Técnico Federal Agrícola.","-49.7","-29.133333","49º42'W","29º8'S","220","220",NA,"LUSC009629",NA,"1995","01","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-10-14 10:03:36-03","FURB","FURB","34791","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Sobral, M","Korte, A.; Kniess, A.","6006","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","601","601","Voucher estéril IFFSC 577 (Fitossociologia) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB02553","FURB02553","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-10-14 10:03:36-03","FURB","FURB","48806","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Oliveira, AA de","Oliveira, A.A. de","2760","2015","11","20","Brasil","Santa Catarina","Criciúma","Bairro Universitário.","-49.4091667","-28.7091667","-49.4091667","-28.7091667","50","50",NA,"FURB48806","FURB48806","2015","11","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2014-10-14 15:57:00-03","BS","M","M-0136767","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,"Crescit in Brasiliae prov.",NA,NA,NA,NA,NA,NA,NA,"M0136767",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA
"53","2014-10-14 15:57:00-03","BS","M","M-0136896","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in montosis Serro Frio. Provinciae Min. Ger.",NA,NA,NA,NA,NA,NA,NA,"M0136896",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"Magnoliopsida","HOLOTYPE",NA,NA,NA,NA,NA
"54","2019-06-27 10:25:55-03","UFES","VIES","7285","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Pereira, O.J.; Gomes, J.M.L.; Pereira, S.V.; Simões, J.M. & Martins, M.L.L.","2961","1992","03","24","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES007285","VIES007285","2013",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"55","2019-06-27 10:25:55-03","UFES","VIES","7238","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Pereira, O.J.; Gomes, J.M.L.; Martins, M.L.L.; Pereira, S.V. & Simões, J.M.","3124","1992","03","25","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES007238","VIES007238","2013",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"56","2019-06-27 10:25:55-03","UFES","VIES","7235","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Pereira, O.J.","3016","1992","03","24","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES007235","VIES007235","2013",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"57","2019-06-27 10:25:55-03","UFES","VIES","7229","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Pereira, O.J.","4061","1992","11","04","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES007229","VIES007229","2013",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"58","2019-12-06 19:30:01-03","UFES","VIES","10007","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Sobral, M.","Pereira, O.J.; Assis, A.M.","5764","1996","12","16","Brasil","Espírito Santo","Linhares","Degredo. Plano. Arenoso. Formação Mata Seca.","-39.444722","-19.268611","39º26'41''W","19º16'7''S",NA,NA,NA,"VIES010007","VIES010007","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-06-27 10:25:55-03","UFES","VIES","7237","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Pereira, O.J.; Gomes, J.M.L.; Pereira, S.V.; Simões, J.M. & Martins, M.L.L.","2973","1992","03","24","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES007237","VIES007237","2013",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"60","2019-06-27 10:25:55-03","UFES","VIES","7236","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Pereira, O.J.; Gomes, J.M.L.; Martins, M.L.L.; Pereira, S.V. & Simões, J.M.","3215","1992","03","26","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES007236","VIES007236","2013",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"61","2019-06-27 10:25:55-03","UFES","VIES","7228","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","4121","1992","11","05","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES007228","VIES007228","2013",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"62","2019-06-27 10:25:55-03","UFES","VIES","7227","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Pereira, O.J.","4086","1992","11","04","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES007227","VIES007227","2013",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"63","2019-06-27 10:25:55-03","UFES","VIES","7226","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Pereira, O.J.","4491","1992","12","17","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES007226","VIES007226","2013",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"64","2019-06-27 10:25:55-03","UFES","VIES","7225","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Pereira, O.J.","4473","1992","12","17","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES007225","VIES007225","2013",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"65","2019-06-27 10:25:55-03","UFES","VIES","14022","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Pereira, O.J.; Assis, A.M. & Simonelli, M.","6166","2000","04","26","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES014022","VIES014022","2013",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"66","2020-06-29 09:31:36-03","UFRRJ","RBR","27051","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"M. Peron","774","1989","03","06","Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Mun. de Macaé de Cima, Sítio sophoronites. (Coord 22º00#?#S / 42º03#?#W) altitude 1100m.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"RBR00027051","RBR00027051",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"67","2020-06-29 09:31:36-03","UFRRJ","RBR","27047","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","G.M. Barroso","D.A. Folli","34","1978","09","08","Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD, Lado direito da estrada 151, km 1.250.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"RBR00027047",NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"68","2020-06-29 09:31:36-03","UFRRJ","RBR","46337","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Souza","E.M. Saddi; P.O. Samor, S. Neves, R. Chaves","833","2012","07","30","Brasil","Minas Gerais","Conceição do Mato Dentro","Parcela 30 para os estudos do EIA do Mineroduto Morro do Pilar/MG - Linhares/ES.","-43.251389","-19.198056","43º15'5''W","19º11'53''S",NA,NA,NA,"RBR00046337","RBR00046337","2012","12","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-21 19:37:40-03","UFC","EAC","51291","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Sobral, M.","Gomes, V.; Ribeiro, K.; Ototumi, A.","875","2004","02","14","Brasil","Ceará","Guaramiranga","Sítio Sinimbu","-38.933056","-4.297167","-38.933056","-4.297167","695","695",NA,"EAC0051291","EAC0051291","2013",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-21 19:37:40-03","UFC","EAC","31911","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"França, F.; Melo, E.","s.n.","1995","03","25","Brasil","Bahia","Conde",NA,"-37.6105995178223","-11.8135995864868",NA,NA,NA,NA,NA,"EAC0031911",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"31737","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:36:11-03","MBM","MBM","312066","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","pohliana","Aulomyrcia pohliana","Berg",NA,"Castro, R.M.; et al.; et al.","376","2001","05","20","Brazil","Minas Gerais","Lima Duarte","Estrada para Mogol","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"=? 312067","MBM312066","MBM312066",NA,NA,NA,NA,NA,"Southern America",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:36:11-03","MBM","MBM","95953","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","pohliana","Aulomyrcia pohliana","Berg","Legrand, D.","Bresolin, A.","542","1972","04","05","Brazil","Santa Catarina","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"MBM095953","MBM095953",NA,NA,NA,NA,NA,"Southern America",NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:36:11-03","MBM","MBM","49573","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","pohliana","Aulomyrcia pohliana","Berg","Legrand, D.","Reitz, R.; Klein, R.M.; Klein, R.M.","9657","1960","05","13","Brazil","Santa Catarina","Sombrio","Sanga da Areia","-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,"MBM049573","MBM049573",NA,NA,NA,NA,NA,"Southern America",NA,"16515","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:37:08-03","MBM","MBM","19601","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","collina","Myrcia collina","(DC.) J.F. Macbr.","Legrand, D.","Hatschbach, G.","24996","1970","10","21","Brazil","Mato Grosso","Bataguaçu","Porto XV",NA,NA,NA,NA,NA,NA,NA,"MBM019601","MBM019601",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:37:08-03","MBM","MBM","19616","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","collina","Myrcia collina","(DC.) J.F. Macbr.","Legrand, D.","Hatschbach, G.","24246","1970","05","13","Brazil","Mato Grosso","Bataguaçu","Porto XV",NA,NA,NA,NA,NA,NA,NA,"MBM019616","MBM019616",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2015-09-04 20:36:03-03","MNHN","RECOLNAT_MNHN_P","P00546755","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Amorim","Glaziou, A.",NA,"1875","6","29","Brésil",NA,NA,"Sommet de la Gavea (Rio)",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00546755' target='other'> <mi>dwc_moreinfo</mi></a>","P00546755","P00546755_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"8392",NA,NA,NA,NA
"77","2015-09-04 16:15:09-03","MNHN","RECOLNAT_MNHN_P","P00546756","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Amorim","Glaziou, A.",NA,"1875","6","29","Brésil",NA,NA,"Sommet de la Gavea (Rio)",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00546756' target='other'> <mi>dwc_moreinfo</mi></a>","P00546756","P00546756_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"8392",NA,NA,NA,NA
"78","2017-06-09 14:46:02-03","MNHN","RECOLNAT_MNHN_P","P00547236","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Amorim","Sello",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"donné en 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00547236' target='other'> <mi>dwc_moreinfo</mi></a>","P00547236","P00547236_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-09-17 09:18:24-03","MNHN","RECOLNAT_MNHN_P","P00547237","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Amorim","Sello",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00547237' target='other'> <mi>dwc_moreinfo</mi></a>","P00547237","P00547237_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-09-04 20:39:49-03","MNHN","RECOLNAT_MNHN_P","P05131066","PreservedSpecimen",NA,"Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Allemão, Fr.|Cysneiros, M.",NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05131066' target='other'> <mi>dwc_moreinfo</mi></a>","P05131066","P05131066_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,"652",NA,NA,NA,NA
"81","2020-12-11 11:39:29-03","UFMG","BHCB","46751","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Lombardi, JA; Stehmann, JR","2750","1999","04","15","Brasil","Minas Gerais","Itabirito","Condomínio Aconchego da Serra.","-43.95","-20.25","-43.95","-20.25",NA,NA,"Árvore, ca. 5 m de altura. Folhas coriáceas, botões verde-amarelados.; Mata baixa secundária.","BHCB014278",NA,"1999",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:39:29-03","UFMG","BHCB","7584","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Thomas, WW; Carvalho, A de; Amorim, A; Chautems, A","s.n.","1993","01","17","Brasil","Bahia","Ilhéus","Sambaitaba, Restinga e área pantanosa adjacente.","-39.1","-14.666667","-39.1","-14.666667",NA,NA,"Árvore baixa, 3-4m; folhas verde brilhante acima, mais pálida abaixo; flores branco cremoso.","BHCB013121","BHCB013121","2002",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:39:29-03","UFMG","BHCB","75855","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Sant'Ana, SC de; Brito, HS","905","2000","06","02","Brasil","Bahia","Una","Reserva Biológica do Mico-Leão., Entrada no km 46 da rod. BA-001 Ilhéus/ Una. Região de mata Higrófila Sul Baiana.Coletas feitas na trilha da roda d'água e ramal de acesso á sede da reserva.","-39.083333","-15.15","-39.083333","-15.15",NA,NA,"Árvore com ca. 4m alt. Folhas verdes concolores. Frutos imaturos esverdeados.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-11 11:39:29-03","UFMG","BHCB","75843","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Thomas, WW","9551",NA,NA,NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"85","2020-12-11 11:39:29-03","UFMG","BHCB","20587","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Folli, DA","s.n.","1978","09","08","Brasil","Espírito Santo","Linhares","C.V.R.D.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"86","2020-12-11 11:39:29-03","UFMG","BHCB","95474","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Echternacht, LA; Dornas, T","619","2004","08","12","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,NA,NA,NA,"Arbórea (ca. 10m) em beira de Floresta Estacional Semidecidual. Flores secas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"18828","auto",NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:39:29-03","UFMG","BHCB","96442","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Assis, LCS; Magalhães, MS; Silva, GEP","511","2002","06","29","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,"Árvore, ca. 12 m, folhas discolores, inflorescências esverdeadas, caule castanho.; Interior de mata.","BHCB014279",NA,"2005",NA,NA,"Dicotyledon",NA,"Southern America",NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA
"88","2018-06-22 05:25:00-03","MO","MOBOT","2476883","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","calumbaensis","Myrcia calumbaensis","Kiaersk.",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 8805","1958","4","25","Brazil","Santa Catarina",NA,"-Uruçanga, Pinhal da Compnhia, Itanema",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2015-02-08 13:38:00-02","MO","MOBOT","3401029","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral","Sérgio C. de Sant'Ana|H.S. Brito|J.A.L. Santos|L.A.P. Junior","Sant'Ana 905","2000","6","2","Brazil","Bahia",NA,"Municipio de Una, Reserva Biologica do Mico-leão (IBAMA0. Entrada no km 46 da Rod. BA 001 Ilhéus/Una. Região de Mata Higrófila Sul Baiana. Coletas feitas na trilha da roda d'agua e ramal de acesso a sede da Reserva.","-39.08333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2014-11-04 19:24:00-02","MO","MOBOT","3202087","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral","André M. Amorim|Talmon S. dos Santos|Sérgio C. de Sant'Ana|Jomar G. Jardim","Amorim 887","1992",NA,NA,"Brazil",NA,NA,"Município de Itacaré. Estrada que liga Taboquinhas, Ca 6 Km de Itacaré. Mata Higrófila Sul Baiana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2013-08-23 04:12:00-03","MO","MOBOT","3400688","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral","W. Wayt Thomas","Thomas 9551","1993","1","17","Brazil","Bahia",NA,"Mun. Ilhéus. Sambaitaba. Cut over restinga and adjacent marshy area.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-01-10 20:47:07-03","INPA","INPA","271125","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Sobral, MEG","Romao, GO","1449","2006","07","20","Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Trilha para o Pico do Desengano.","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,NA,"INPA0271125",NA,"2013",NA,NA,"Dicotyledon Com-Clade","Myrtales","Southern America",NA,"30526","auto",NA,NA,NA,NA,NA,NA,NA
"93","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","5651",NA,"Plantae","Myrtaceae","Myrcia","calumbaensis","Myrcia calumbaensis","Kiaersk.","M. Sobral/2003","W. Boone","1312","1989","07","12","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Árvore +/- 13m, fuste 10m X 25cm. Frutos verdes. Semi-sombra.","MBML005651","MBML005651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-07-10 09:47:57-03","MBML","MBML-HERBARIO","22181",NA,"Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral/2005","L. Kollmann; et al","6541","2004","03","27","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,"Arbusto 3m. Botões verdes.","MBML022181","MBML022181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-07-10 09:47:57-03","MBML","MBML-HERBARIO","22194",NA,"Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral/2005","L. Kollmann","6591","2004","04","02","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Arvoreto 4m. Botões branco.","MBML022194","MBML022194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-07-10 09:47:57-03","MBML","MBML-HERBARIO","23972",NA,"Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral/2005","L. Kollmann; et al","7400","2005","03","15","Brasil","Espírito Santo","Santa Leopoldina","Luxemburgo, Pedra Preta","-40.614444","-20.173056","40W36'52","20S10'23",NA,NA,"Arbusto 2m, botões brancos.","MBML023972","MBML023972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-07-10 09:47:57-03","MBML","MBML-HERBARIO","24052",NA,"Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral/2008","A. P. Fontana; et al","1051","2004","11","14","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,"Arbusto 2m, frutos verdes.","MBML024052","MBML024052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-07-10 09:47:57-03","MBML","MBML-HERBARIO","26383",NA,"Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral/Março-2007","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1620","2006","01","18","Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333","40W33'4","19S20'54","150","150","Arbusto 2m, botões florais verde claro. Solo raso, sobre rocha, (Cruzeiro a gruta).","MBML026383","MBML026383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
