"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","infraspecificEpithet","continentOcean","preparationType","typeStatus","class","relatedCatalogItem"
"1","2021-04-05 14:33:22-03","UNESC","CRI","1636","PreservedSpecimen","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii","(Regel) Leme","J. L. Waechter","1993","07","26","V. Citadini-Zanette; C. M. Martinello","1537","1993","02","18","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","Habito: epífita","CRI001735","CRI001735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-04-05 14:25:04-03","UNESC","CRI","7531","PreservedSpecimen","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii","(Regel) Leme","Telma Elyta V. Azeredo","2008","02","06","Telma Elyta V. Azeredo",NA,"2008","02","06","Brasil","Santa Catarina","Nova Veneza","Fazenda Vale do Paraíso - Rio Cedro Alto.","-49.498056","-28.637222","49º29'53''W","28º38'14''S",NA,NA,NA,"CRI001736","CRI001736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-06-10 10:10:43-03","FZB-BH","CVJBFZB","494","S","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii","(Regel) Leme","Elton. C. M. Leme","2011","08",NA,"Elton M. C. Leme; Jorge Gastin",NA,"1999","03","06","Brasil","Rio de Janeiro","Santa Maria Madalena","À beira da entrada próxima à cidade","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Poales","30526","2","auto",NA,NA,NA,NA,NA,NA
"4","2019-06-10 10:10:43-03","FZB-BH","CVJBFZB","768","S","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii f. exigum variegata","(Regel) Leme","Elton. C. M. Leme","2009","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Poales",NA,"1",NA,"f. exigum variegata",NA,NA,NA,NA,NA
"5","2019-06-10 10:10:43-03","FZB-BH","CVJBFZB","359","S","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii var. lindenii","(Regel) Leme","Elton. C. M. Leme","2009","05",NA,"Jones Caldas da Silva;",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Santo Antônio da Patrulha",NA,"-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Poales","29157","1","auto","var. lindenii",NA,NA,NA,NA,NA
"6","2019-06-10 10:10:43-03","FZB-BH","CVJBFZB","1247","S","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii var. rosea","(Regel) Leme",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Poales","57442","3","auto","var. rosea",NA,NA,NA,NA,NA
"7","2019-06-10 10:10:43-03","FZB-BH","CVJBFZB","1247","S","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii var. rosea","(Regel) Leme",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Poales","57442","3","auto","var. rosea",NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","376513","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii lindenii","(Regel) Mez","L. B. Smith",NA,NA,NA,"L. B. Smith","6096","1952","03","06","Brazil","Santa Catarina","Itajaí","Praia Braba","-48.6338139","-26.9475511",NA,NA,"3","3","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376513","NY00376513_01","Magnoliophyta","Poales",NA,NA,NA,"lindenii","South America","sheet",NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","376511","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii roseum","(E.Morren) L.B.Sm.",NA,NA,NA,NA,"P. K. H. Dusén","15522","1914","09","12","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376511","NY00376511_01","Magnoliophyta","Poales",NA,NA,NA,"roseum","South America","sheet",NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","376513","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii lindenii","(Regel) Mez","L. B. Smith",NA,NA,NA,"L. B. Smith","6096","1952","03","06","Brazil","Santa Catarina","Itajaí","Praia Braba","-48.6338139","-26.9475511",NA,NA,"3","3","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376513","NY00376513_01","Magnoliophyta","Poales",NA,NA,NA,"lindenii","South America","sheet",NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","376511","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii roseum","(E.Morren) L.B.Sm.",NA,NA,NA,NA,"P. K. H. Dusén","15522","1914","09","12","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376511","NY00376511_01","Magnoliophyta","Poales",NA,NA,NA,"roseum","South America","sheet",NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","376513","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii lindenii","(Regel) Mez","L. B. Smith",NA,NA,NA,"L. B. Smith","6096","1952","03","06","Brazil","Santa Catarina","Itajaí","Praia Braba","-48.6338139","-26.9475511",NA,NA,"3","3","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376513","NY00376513_01","Magnoliophyta","Poales",NA,NA,NA,"lindenii","South America","sheet",NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","376511","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii roseum","(E.Morren) L.B.Sm.",NA,NA,NA,NA,"P. K. H. Dusén","15522","1914","09","12","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376511","NY00376511_01","Magnoliophyta","Poales",NA,NA,NA,"roseum","South America","sheet",NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","545599","PreservedSpecimen","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii","Leme","H. E. Luther",NA,NA,NA,"W. W. Thomas","11805","1998","02","10","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso, then 45 min. walk W to Reserva da Fazenda Teimoso.","-39.58","-15.17",NA,NA,"450","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=249215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00545599","NY00545599_01","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA
"15","2020-06-29 11:29:38-03","UFRJ","RFA","22541","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii","(Regel) Mez","R. Moura","1998","08","28","C. Pereira","1049","1988","10","25","Brasil","Rio de Janeiro","Maricá","Barra de Maricá, Picada da Aeronáutica","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Final de floração, brácteas róseas","RFA52164",NA,NA,NA,"20726",NA,"auto",NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:29:38-03","UFRJ","RFA","22541","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii","(Regel) Mez","R. Moura","1998","08","28","C. Pereira","1049","1988","10","25","Brasil","Rio de Janeiro","Maricá","Barra de Maricá, Picada da Aeronáutica","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Final de floração, brácteas róseas","RFA52164",NA,NA,NA,"20726",NA,"auto",NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:19:15-03","UFRJ","RFA","25051","PreservedSpecimen","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii","(Regel) Leme","T.Wendt","2000","08","17","A. Quinet","36/18","2000","07","04","Brasil","Rio de Janeiro","Rio de Janeiro","Taquara, Jacarepaguá.","-43.383889","-22.922222","43º23'2''W","22º55'20''S","200","200","Epífita, folha discolor verde, comum no local.","RFA34582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:19:15-03","UFRJ","RFA","25075","PreservedSpecimen","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii","(Regel) Leme","T.Wendt","2001","05","17","A. Quinet","ago-28","2000","08","18","Brasil","Rio de Janeiro","Nova Friburgo","5º Distrito.","-42.284167","-22.39","42º17'3''W","22º23'24''S","600","600","Saprófita, 0,9m de altura, folha verde discolor, comum no local.","RFA34585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:19:15-03","UFRJ","RFA","29767","PreservedSpecimen","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii","(Regel) Leme","Tânia Wendt","2002","04","10","F. B. Pereira","05/136","2001","12","18","Brasil","Rio de Janeiro","Rio Claro","Distrito de Lídice.","-44.174444","-22.864722","44º10'28''W","22º51'53''S","730","730","Epífita, folha verde, raiz preta.","RFA34578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:29:39-03","UFRJ","RFA","28649","PreservedSpecimen","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii","(Regel) Leme","T. Wendt","2004","05","27","T. Wendt; L. O. F. Sousa; L. M. Versieux","522","2004","05","26","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Epífita, heliófita, folhas coriáceas verdes com máculas verdes escuras. Brácteas roxas, botões azuis, pétalas esverdeadas. Flor em álcool, DNA e cultivo","RFA52169",NA,NA,NA,"23813",NA,"auto",NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:25-03","PUCPR","HUCP","24020","S","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii","(Regel) Leme",NA,NA,NA,NA,"Petean, M","s.n.","2008","04","09","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"HUCP00004860","HUCP00004860","Monocotiledonea",NA,"38300",NA,"auto",NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:03:56-03","ESALQ","ESA","21020","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii",NA,"Wanderley, M.G.L.",NA,NA,NA,"Miyagi, P.H. et al.","92.0","1994","09","06","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA021020","ESA021020","Magnoliophyta",NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:03:56-03","ESALQ","ESA","21020","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii",NA,"Wanderley, M.G.L.",NA,NA,NA,"Miyagi, P.H. et al.","92.0","1994","09","06","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA021020","ESA021020","Magnoliophyta",NA,"37574",NA,"auto",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:03:56-03","ESALQ","ESA","101875","PreservedSpecimen","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii",NA,"Breier, T.B.",NA,NA,NA,"Braidotti, J.C.","89.0","2005","03","25","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA101875","ESA101875","Magnoliophyta",NA,"38804",NA,"auto",NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:03:56-03","ESALQ","ESA","79867","PreservedSpecimen","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii","(Regel) E. M. C. Leme","Forster, W.","2002","04","29","Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","470.0","2001","04","25","Brasil","São Paulo","Sete Barras","BLOQUEADO","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Epífita a 4m de altura. Brácteas branco-esverdeadas","ESA079867","ESA079867","Magnoliophyta",NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:03:56-03","ESALQ","ESA","101877","PreservedSpecimen","Plantae","Bromeliaceae","Edmundoa","lindenii","Edmundoa lindenii",NA,NA,NA,NA,NA,"Oriani, A.","541.0","2005","03","23","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA101877","ESA101877","Magnoliophyta",NA,"38804",NA,"auto",NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:25:46-03","MN","R","106768","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii","(Regel) Mez","Wanderley, M.G.L & Martins, S.E.","2007","10",NA,"Castellanos, A.","22400","1959","02","11","Brasil","São Paulo",NA,"Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,"R010005436","R010005436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:25:46-03","MN","R","126443","PreservedSpecimen","Plantae","Bromeliaceae","Canistrum","lindenii","Canistrum lindenii","(Regel) Mez","Wanderley, M.G.L & Martins, S.E.","2007","10",NA,"Smith, L.B. 15406; McWilliams, E.L.",NA,"1968","02","07","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010005435","R010005435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
