"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01302963","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","L. Coradin","988","1977","11","03","South America","Brazil","Roraima","Boa Vista","Along Boa Vista-Mucajaí road (BR-174) km 40",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1379932' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302963","R. C. Barneby","-60.6733","2.81972","NY01302963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01302964","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","W. A. Archer","7530","1942","07","31","South America","Brazil","Pará",NA,"Souza, suburb of Belém.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1600148' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302964","W. A. Ducke","-48.4515792","-1.416754","NY01302964_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01302953","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","G. T. Prance","16782","1973","07","24","South America","Brazil","Amazonas","Tabatinga","Ilha Aramaçá, almost opposite Tabatinga",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1378678' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302953",NA,"-69.9008077","-4.3586925","NY01302953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01302954","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","W. W. Thomas","5207","1986","06","20","South America","Brazil","Rondônia",NA,"Porto Velho. Represa Samuel: outcrop and sorrounding forest near S end of E dike road.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1383315' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302954","R. C. Barneby","-63.25","-9.066667","NY01302954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00982472","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","H. S. Irwin","2109","1958","11","18","South America","Brazil","Minas Gerais","São Miguel do Anta","12 km E. of Sao Miguel do Anta",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982472","R. S. Cowan","-42.7189","-20.7072","NY00982472_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","585316","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","R. Callejas Posada","8665","1989","11","15","South America","Colombia","Antioquia","Amalfi","Vereda El Tablón, 6 km N de las partidas para Anorí, sobre la vía Anorí","1500","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585316","R. C. Barneby","-75.17","6.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","585260","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","J. S. Blanchet","s.n.",NA,NA,NA,"South America","Brazil","Bahia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585260",NA,"-39.039072","-15.159747","NY00585260_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01302960","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","G. T. Prance","8188","1968","11","05","South America","Brazil","Amazonas","Lábrea","Km 1-4, road Lábrea-Humaitá.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1378147' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302960","H. S. Irwin","-63.0392665","-7.523437","NY01302960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01302966","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","M. N. F. da Silva","251","1983","05","05","South America","Brazil","Pará","Itaituba","Estrada Santarém-Cuiabá, BR-163, Km 842 a 850, Serra do Cachimbo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1381358' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302966","R. C. Barneby","-54.9666669","-9","NY01302966_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","585312","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","G. Eiten","1573","1959","12","10","South America","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 9 km NNE of Padua Sales","650","650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585312","H. S. Irwin","-47.142","-22.242","NY00585312_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","585261","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","E. P. Killip","27411","1929","08","02","South America","Peru","Loreto",NA,NA,"100","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585261",NA,"-73.282456","-3.75626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01302958","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","G. T. Prance","9227","1969","01","12","South America","Brazil","Roraima",NA,"Dormida, foothills of Serra da Lua",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1378211' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302958","H. S. Irwin","-60.208","2.467","NY01302958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00982474","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","E. Y. Dawson","14502","1956","04","21","South America","Brazil","Goiás","São João d'Aliança","Region of the Chapada dos Veadeiros, 18 km north of Sao Joao da Aliança",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982474","R. S. Cowan","-47.5","-14.5","NY00982474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01302955","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","S. A. Mori","20375","1989","06","05","South America","Brazil","Amazonas","Novo Airão","Anavilhanas Islands, near to mouth of Rio Cuieras.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1384287' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302955","R. C. Barneby","-60.5660605","-2.8264805","NY01302955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01302967","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","J. M. Pires","521","1945","11","03","South America","Brazil","Pará","Belém","I.A.N., caminho da quadra 2",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1600287' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302967",NA,"-48.4447503","-1.4380977","NY01302967_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00982475","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","I. Silberbauer-Gottsberger","13-301082","1982","10","13","South America","Brazil","Maranhão","São Luís","Ilha de São Luís, (city of São Luís). Calhau, 6 km NNE from the center of the city",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982475","R. C. Barneby","-44.25","-2.5","NY00982475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00982495","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","L. Riedel","2936","1834","03",NA,"South America","Brazil",NA,NA,"Brasilia, in sylvis Ypanema",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982495",NA,NA,NA,"NY00982495_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01302956","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","E. P. Killip","30259","1929","10","27","South America","Brazil","Pará",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1599997' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302956","E. P. Killip",NA,NA,"NY01302956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01302959","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","G. T. Prance","5247","1968","06","27","South America","Brazil","Rondônia",NA,"Island in Rio Madeira opposite Jaciparaná",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1377977' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302959","H. S. Irwin","-64.397038","-9.194036","NY01302959_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01302957","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","B. E. Dahlgren","337","1929","03",NA,"South America","Brazil","Pará",NA,"Belem.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1600103' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302957",NA,"-48.4555221","-1.2849922","NY01302957_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01302961","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","E. P. Killip","30231","1929","10","23","South America","Brazil","Pará",NA,"Breves, Amazon estuary.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1600109' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302961",NA,NA,NA,"NY01302961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00982497","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","D. R. Hunt","6631","1966","07","13","South America","Brazil","Distrito Federal","Brasília","Côrrego Samambaia, Taguatinga, ca. 20 km west of Brasilia","900","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108194' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982497",NA,"-47.9294","-15.7797","NY00982497_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00982473","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","R. R. Brooks","BRASPEX277","1988","05","10","South America","Brazil","Goiás","Hidrolândia","Morro Feio","875","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00982473","R. C. Barneby","-49.23","-16.92","NY00982473_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01302965","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","M. G. da Silva","5334","1980","06","03","South America","Brazil","Pará","Tucuruí","Breu Branco",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1382362' target='other'> <mi>dwc_moreinfo</mi></a>","NY01302965","M. G. da Silva","-49.6725006103516","-3.76610994338989","NY01302965_01","59618","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02730695","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","C. Mattos","122","2015","06","07","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, próx. a Vista Chinesa.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3191300' target='other'> <mi>dwc_moreinfo</mi></a>","NY02730695",NA,"-43.2075004577637","-22.9027996063232","NY02730695_01","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","585310","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","Dionisio","s.n.","1941",NA,NA,"South America","Brazil","Rio de Janeiro","Petrópolis",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585310","V. P. Barbosa","-43.22","-22.88","NY00585310_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","9538","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","Janssen, A.","395","1980","05","19",NA,"Brasil","Amazonas","Humaitá","Campo I transsecto de mata ciliar até mata secundária",NA,NA,NA,NA,"BOTU009538",NA,"-63.166667","-7.516667",NA,NA,NA,"63º10'w","07°31's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","4396","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.","Vieira, T. C.","33","2017","05","23",NA,"Brasil","Piauí","Parnaíba",NA,NA,NA,NA,NA,"HDELTA004396","Souza, R. C. E.","-41.7766990661621","-2.90472006797791",NA,"25571","auto",NA,NA,"2017","06","05",NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:30:23-03","UFRJ","RFA","2271","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrosema","pubescens","Centrosema pubescens","Benth.",NA,NA,"1880","03","00",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Colégio",NA,NA,NA,"Gabinete de Botânica e Zoologia. Faculdade de Medicina do Rio de Janeiro","RFA18680",NA,"-41.3244018554688","-21.7541999816895",NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:41:21-03","EAO","IAN","104086","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","pubescens","Centrosema pubescens","Benth.","Moraes, CJ","1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN104086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:41:21-03","EAO","IAN","163793","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","pubescens","Centrosema pubescens","Benth.","Rodrigues, IA","1409","1991","06","12","Southern America","Brasil","Maranhão","Jetirana",NA,NA,NA,NA,NA,"IAN163793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:41:21-03","EAO","IAN","197039","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","pubescens","Centrosema pubescens","Benth.","Braga, DPP","778","2016","11","02","Southern America","Brasil","Pará","Pacajá","Propriedade de Manuel Leite, pasto, terra firme","125","125",NA,"flor violeta","IAN197039",NA,"-51.042056","-3.605694",NA,NA,NA,"-51.042056","-3.605694",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-08 17:41:21-03","EAO","IAN","197823","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","pubescens","Centrosema pubescens","Benth.","Mattos, CMJ; Lima, HC","87","2015","05","01","Southern America","Brasil","Pará","Parauapebas","Floresta Nacional de Carajás. Entrada do Parque Zoobotânico. Berira da estrada. Mata alterada.","638","638",NA,"Flores liláses, com guia de néctar branco, frutos imaturos verde-acastanhados. Trepadeira herbácea volúvel.","IAN197823","Mattos, CMJ","-50.059444","-6.066389",NA,NA,NA,"-50.059444","-6.066389","2015","05","01",NA,NA,NA,NA,NA,NA
"44","2021-04-08 17:41:21-03","EAO","IAN","58418","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","pubescens","Centrosema pubescens","Benth.","Pires, JM; Black, GA","1988","1950","05","24","Southern America","Brasil","Maranhão",NA,"Ilha dos Botes, A duas léguas de Carolina, Rio Tocantins.",NA,NA,NA,"Cipó, flores arroxeadas.","IAN058418","Barbosa, VP",NA,NA,NA,NA,NA,NA,NA,"1975","02","02",NA,NA,NA,NA,NA,NA
"45","2021-04-08 17:41:21-03","EAO","IAN","59522","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","pubescens","Centrosema pubescens","Benth.","Fróes, RL","26354",NA,NA,NA,"Southern America","Brasil","Amazonas",NA,"Lago dos Badajós, várzea.",NA,NA,NA,NA,"IAN059522","Barbosa, VP",NA,NA,NA,NA,NA,NA,NA,"1950","08","24",NA,NA,NA,NA,NA,NA
"46","2021-04-08 17:41:21-03","EAO","IAN","59522","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","pubescens","Centrosema pubescens","Benth.","Fróes, RL","26354","1950","08","24","Southern America","Brasil","Amazonas",NA,"Lago dos Badajós, várzea.",NA,NA,NA,"Cipó, flores amarelas.","IAN059522","Barbosa, VP",NA,NA,NA,NA,NA,NA,NA,"1975","02","02",NA,NA,NA,NA,NA,NA
"47","2021-04-08 17:41:21-03","EAO","IAN","59522","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Centrosema","pubescens","Centrosema pubescens","Benth.","Fróes, RL","26354","1950","08","24","Southern America","Brasil","Amazonas",NA,"Lago dos Badajós, várzea.",NA,NA,NA,NA,"IAN059522","Barbosa, VP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
