"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"97","2021-03-21 19:37:49-03","UFC","EAC","33797","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, R.G.","Castro, A.S.F.","1463","2004","01","01","Brasil","Rio Grande do Norte","São Miguel","10km da cidade, estrada p/ Encanto","-38.496898651123","-6.21193981170654",NA,NA,NA,NA,"EAC0033797",NA,"2012","10",NA,"Arbusto, fruto vistoso, avermelhado.; Cerrado","Dicotyledon",NA,NA,NA,"Southern America",NA,"17098","auto",NA,NA,NA,NA
"98","2021-03-21 19:37:49-03","UFC","EAC","441","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, R.G.","Bezerra, P.","350","1942","01","05","Brasil","Ceará","São Benedito","à margem de uma estrada - Corguinho - Sa. Ibiapaba","-40.8650016784668","-4.0486102104187",NA,NA,NA,NA,"EAC0000441",NA,"2012","11",NA,NA,"Dicotyledon",NA,NA,NA,"Southern America",NA,"27894","auto",NA,NA,NA,NA
"99","2021-03-21 19:37:49-03","UFC","EAC","5010","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Loiola, M.I.B.","Fernandes, A.; Bezerra, P.","EAC5010","1978","09","23","Brasil","Ceará","Ubajara","sede do Parque Nacional de Ubajara","-40.9211006164551","-3.85443997383118",NA,NA,NA,NA,"EAC0005010",NA,"2012","11",NA,"Arbusto.","Dicotyledon",NA,NA,NA,"Southern America",NA,"27385","auto",NA,NA,NA,NA
"100","2020-12-21 16:37:54-03","MBM","MBM","225159","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil.) Engl.","Yamamoto, K.","Cervi, A.C.; et al.; et al.","4100",NA,NA,NA,"Brazil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM225159","MBM225159",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"44368","auto",NA,NA,NA,NA
"101","2020-12-21 16:37:54-03","MBM","MBM","196355","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil.) Engl.","Jarenkow, J.A.","Jarenkow, J.A.","1995",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","Lajeadinho","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"MBM196355","MBM196355",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"20837","auto",NA,NA,NA,NA
"102","2020-12-21 16:37:54-03","MBM","MBM","106754","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil.) Engl.","Chacon, R.G.","Pereira, B.A.S.","790","1983","09","29","Brazil","Brasília","Distrito Federal","Reserva Biológica do IBGE",NA,NA,NA,NA,NA,NA,"MBM106754","MBM106754","2009","12","07","Arvoreta ca. 4m de altura. Folhas glabras. Flores amarelas, muito ornamentais mas caindo facilmente. Mata junto chácara nº2",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:37:54-03","MBM","MBM","230032","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil.) Engl.","Yamamoto, K.","Ratter, J.A.; et al.; et al.","3843",NA,NA,NA,"Brazil","Distrito Federal",NA,"Fazenda Água Limpa, 18km SSW de Brasília",NA,NA,NA,NA,NA,NA,"MBM230032","MBM230032",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:37:54-03","MBM","MBM","194115","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil.) Engl.","Yamamoto, K.","Trameirão Neto, E.","214",NA,NA,NA,"Brazil","Minas Gerais","Belo Horizonte","Estação Ecológica UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"MBM194115","MBM194115",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA
"105","2020-12-21 16:37:54-03","MBM","MBM","52776","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A. St.-Hil.) Engl.","Rambo, B.","Hatschbach, G.","126","1945","08","06","Brazil","Paraná","Morretes","Pico Abrolhos, entre Torneirinha e Estrada Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM052776","MBM052776",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA
"106","2016-07-07 10:15:12-03","MNHN","RECOLNAT_MNHN_P","P05465860","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Gounelle",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Caraca.",NA,NA,NA,NA,NA,NA,"P05465860","P05465860_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05465860' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"107","2016-06-01 15:47:32-03","MNHN","RECOLNAT_MNHN_P","P05602959","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Silva, R.M.|Pirani, J.& al.",NA,"1984","10","14","Brésil",NA,NA,"Minas Gerais - Rio Vermelho-Pedra Menina. Fazenda Vargem da Angélica. Morro da virada do Mato Virgem",NA,NA,NA,NA,NA,NA,"P05602959","P05602959_01",NA,NA,NA,"Prélèvement de feuille pour Schneider J., Frankfurt, 07/2016, demande n° 64512 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05602959' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"35290",NA,NA
"108","2016-03-21 14:25:02-03","MNHN","RECOLNAT_MNHN_P","P00834885","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.",NA,"Ule, E.",NA,"1889","12",NA,"Brésil",NA,NA,"Sta Catharina",NA,NA,NA,NA,NA,NA,"P00834885","P00834885_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00834885' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"1417",NA,NA
"109","2015-12-09 15:04:34-02","MNHN","RECOLNAT_MNHN_P","P00542283","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Gomez, I.",NA,"1836","1","1","Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P00542283","P00542283_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00542283' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"14",NA,NA
"110","2015-12-09 15:04:34-02","MNHN","RECOLNAT_MNHN_P","P00542284","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Gomez, I.",NA,"1836","1","1","Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P00542284","P00542284_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00542284' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"14",NA,NA
"111","2016-07-05 11:44:03-03","MNHN","RECOLNAT_MNHN_P","P00542501","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Blanchet, J.S.",NA,"1845","1","1","Brésil",NA,NA,"Province de Bahia. Jacobina. Igrezia Velha",NA,NA,NA,NA,NA,NA,"P00542501","P00542501_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00542501' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"3400",NA,NA
"112","2016-07-05 11:44:03-03","MNHN","RECOLNAT_MNHN_P","P00542502","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Blanchet, J.S.",NA,"1845","1","1","Brésil",NA,NA,"Province de Bahia. Jacobina. Igrezia Velha",NA,NA,NA,NA,NA,NA,"P00542502","P00542502_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00542502' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"3400",NA,NA
"113","2015-09-05 08:34:59-03","MNHN","RECOLNAT_MNHN_P","P00542503","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Blanchet, J.S.",NA,"1845","1","1","Brésil",NA,NA,"Province de Bahia. Jacobina. Igrezia Velha",NA,NA,NA,NA,NA,NA,"P00542503","P00542503_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00542503' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"3400",NA,NA
"114","2015-10-10 02:57:07-03","MNHN","RECOLNAT_MNHN_P","P00700776","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Blanchet, J.S.",NA,"1845",NA,NA,"Brésil",NA,NA,"Province de Bahia, Jacobina",NA,NA,NA,NA,NA,NA,"P00700776","P00700776_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700776' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"3563",NA,NA
"115","2015-10-10 21:47:52-03","MNHN","RECOLNAT_MNHN_P","P00700777","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Blanchet, J.S.",NA,"1845",NA,NA,"Brésil",NA,NA,"Province de Bahia, Jacobina",NA,NA,NA,NA,NA,NA,"P00700777","P00700777_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700777' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"3563",NA,NA
"116","2015-10-10 02:41:50-03","MNHN","RECOLNAT_MNHN_P","P00700778","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Glaziou, A.",NA,"1884","9","18","Brésil",NA,NA,"Province de Minas Geraes, Serra Da Caraça o Inficionado",NA,NA,NA,NA,NA,NA,"P00700778","P00700778_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700778' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"15892",NA,NA
"117","2015-10-10 02:56:51-03","MNHN","RECOLNAT_MNHN_P","P00700779","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Glaziou, A.",NA,"1884","9","18","Brésil",NA,NA,"Province de Minas Geraes, Serra Da Caraça o Inficionado",NA,NA,NA,NA,NA,NA,"P00700779","P00700779_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700779' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"15892",NA,NA
"118","2015-10-10 02:42:05-03","MNHN","RECOLNAT_MNHN_P","P00700780","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Riedel",NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00700780","P00700780_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700780' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA
"119","2015-10-10 02:42:50-03","MNHN","RECOLNAT_MNHN_P","P00700781","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Blanchet, J.S.",NA,"1844",NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,"P00700781","P00700781_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700781' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"226",NA,NA
"120","2015-10-10 02:43:07-03","MNHN","RECOLNAT_MNHN_P","P00700782","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Glaziou, A.",NA,"1881","9","10","Brésil",NA,NA,"Province de Minas Geraaes, Serra de Ouro Branco",NA,NA,NA,NA,NA,NA,"P00700782","P00700782_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700782' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"12533",NA,NA
"121","2015-10-06 21:47:14-03","MNHN","RECOLNAT_MNHN_P","P00700783","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Glaziou, A.",NA,"1881","9","10","Brésil",NA,NA,"Province de Minas Geraaes, Serra de Ouro Branco",NA,NA,NA,NA,NA,NA,"P00700783","P00700783_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700783' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb",NA,NA,NA,"12533",NA,NA
"122","2016-07-07 10:12:48-03","MNHN","RECOLNAT_MNHN_P","P05465859","PreservedSpecimen",NA,"Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Sastre & Offroy","Santos, R.",NA,"1963","10","6","Brasil","Bahia","Vitória da Conquista","Rod. BR-4.","-40.8394012451172","-14.8661003112793",NA,NA,NA,NA,"P05465859","P05465859_01",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05465859' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb","70493","auto",NA,NA,NA,NA
"123","2020-10-01 14:22:57-03","JBB","HEPH","11735","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, RG","Nóbrega, MGG","438","1996","03","19","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília área na borda do projeto Águas do cerrado","-47.85","-15.866667","-47.85","-15.866667","1025","1025",NA,NA,"2003",NA,NA,NA,"Dicotyledon","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"124","2020-10-01 14:22:57-03","JBB","HEPH","11857","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, RG","Silva, F; Jesus, FPR de","159","1996","03","28","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Córrego Cabeça de Veado","-47.85","-15.866667","-47.85","-15.866667","1025","1025",NA,NA,"2003",NA,NA,NA,"Dicotyledon","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"125","2020-10-01 14:22:57-03","JBB","HEPH","36320","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, RG","Proença, CEB; Felfili, JM","1064","1994","01","25","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa. Parcelas permanentes da Engenharia Florestal. Córrego do Gama","-47.9375","-15.8125","-47.9375","-15.8125",NA,NA,NA,NA,"2006","02","07","Foto 10","Dicotyledon","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"126","2020-10-01 14:22:57-03","JBB","HEPH","7919","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, RG","Ramos, AE","425","1993","01","20","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.866667","-15.85","-47.866667","-15.85","1025","1025",NA,NA,"2003",NA,NA,NA,"Dicotyledon","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"127","2020-10-01 14:22:57-03","JBB","HEPH","92","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, RG","Heringer, EP","8377","1961","05","23","Brasil","Distrito Federal","Sobradinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","10","10",NA,"Dicotyledon","Malpighiales",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"128","2020-10-01 14:22:57-03","JBB","HEPH","16121","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, RG","Junior, JCG","2102","1964","09","15","Brasil","Mato Grosso do Sul","Três Lagoas","Fazenda do Servo de propriedade do Dr. Saide Saior, rio Brioso","-51.6782989501953","-20.7511005401611",NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,"Dicotyledon","Malpighiales",NA,NA,"Southern America",NA,"150618","auto",NA,NA,NA,NA
"129","2020-10-01 14:22:57-03","JBB","HEPH","29727","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, RG","Chacon, RG; Ramos, DM; Machado, MG; Oliveira, RC","574","2009","11","06","Brasil","Minas Gerais","Jaboticatubas","Trilha para cachoeira da Farofa, beira de estrada","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"2013","11","06",NA,"Dicotyledon","Malpighiales",NA,NA,"Southern America",NA,"31264","auto",NA,NA,NA,NA
"130","2020-10-01 14:22:57-03","JBB","HEPH","29440","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Chacon, RG","Forero, E; Lima, DA; Yano, O; Fonnegra, R","8160","1988","09","21","Brasil","São Paulo","Guarulhos","Bairro das Pimentas, Sítio Kida","-46.5299987792969","-23.4599990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon","Malpighiales",NA,NA,"Southern America",NA,"26398","auto",NA,NA,NA,NA
"131","2020-12-11 11:39:47-03","UFMG","BHCB","181376","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Gontijo, FD; Tameirão Neto, E","609","2015","01","07","Brasil","Minas Gerais","Caeté",NA,"-43.698744","-20.014156","-43.698744","-20.014156","1048","1048",NA,NA,NA,NA,NA,"Arbóreo. Margem de acesso.; Floresta Estacional Semidecidual","Dicotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"132","2020-12-11 11:39:47-03","UFMG","BHCB","200138","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Rezende, SG","7221","2019","04","03","Brasil","Minas Gerais","Barão de Cocais","Cocais","-43.399722","-19.838333","-43.399722","-19.838333","710","710","BHCB200138",NA,NA,NA,NA,"Árvore; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","Dicotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"133","2020-12-11 11:39:47-03","UFMG","BHCB","71987","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Nestor, J","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA
"134","2020-12-11 11:39:47-03","UFMG","BHCB","71988","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Barreto, HLM","10190",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA
"135","2020-12-11 11:39:47-03","UFMG","BHCB","23673","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso",NA,"-44.7580986022949","-21.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,"Southern America",NA,"22016","auto",NA,NA,NA,NA
"136","2020-12-11 11:39:47-03","UFMG","BHCB","71989","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Magalhães, GM","2407",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,"Southern America",NA,"22051","auto",NA,NA,NA,NA
"137","2020-12-11 11:39:47-03","UFMG","BHCB","27674","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","São Gonçalo do Rio Abaixo",NA,"-43.3622016906738","-19.826099395752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,"Southern America",NA,"17525","auto",NA,NA,NA,NA
"138","2020-12-11 11:39:47-03","UFMG","BHCB","23247","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Tameirão Neto, E","s.n.","1990","10","10","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA
"139","2021-02-11 17:20:49-03","UFPR","UPCB","27789","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Salvador, G.S.","Cervi, A.C.","5976","1995","10","21","Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2005","03","08","Flor amarela. Mata ciliar, cerrado..",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"140","2021-02-11 17:20:49-03","UFPR","UPCB","53728","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Yamamoto, K.","Duarte, A.P.","3402","1950","12","08","Brasil","Santa Catarina","Florianópolis","Ilha de Santa Catarina, Lagoa da Conceição","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,"1981","01","01","Pequena árvore ou arvoreta de forma muito elegante, ca. 3-4m, floração cor de ouro e muito densa..",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"141","2021-02-11 17:20:49-03","UFPR","UPCB","49572","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Salvador, G.S.","Cervi, A.C.","6841","1999","09","30","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2005","01","01","Arvoreta, flor amarela. Mata de galeria..",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"142","2021-02-11 17:20:49-03","UFPR","UPCB","35218","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Salvador, G.S.","Sastre, C.","9788","1998","10","24","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2005","03","08","Arbusto, 1-2m, corolle jaune. En mata ciliar..",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"143","2021-02-11 17:20:49-03","UFPR","UPCB","33223","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Yamamoto, K.","Cervi, A.C.","4100","1993","06","19","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decumbente de flores amarelas, floresta ciliar..",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"144","2021-02-11 17:20:49-03","UFPR","UPCB","33222","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Salvador, G.S.","Carrião, D.J.S.","56","1995","10","21","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2005","01","01","Árvore, 5m, pétalas amarelas. Floresta de galeria..",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"145","2021-02-11 17:20:49-03","UFPR","UPCB","30363","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Salvador, G.S.","Cervi, A.C.","4163","1993","10","27","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"2005","03","08","Árvore decumbente, flor amarela, fruto com pedúnculo róseo. Mata ciliar..",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
