"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"96","2020-02-10 17:49:25-03","UNICAMP","UEC","147628","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hattori, EKO; et al.","642","2007",NA,NA,NA,"Brazil",NA,NA,"Trepadeira, frutos imaturos verdes","UEC178687","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Morokawa, R","Minas Gerais","Araguari","Capim Branco I, Funil I, Mata decídua","-48.187198638916","-18.6471996307373","UEC178687",NA,NA,"58653","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-02-10 17:49:25-03","UNICAMP","UEC","147640","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Rosa, PO; et al.","300","2007",NA,NA,NA,"Brazil",NA,NA,"Trepadeira, cálice verde, corola amarela","UEC178686","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Morokawa, R","Minas Gerais","Araguari","Capim Branco II, Mata decídua, borda","-48.187198638916","-18.6471996307373","UEC178686",NA,NA,"58653","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-02-10 17:49:25-03","UNICAMP","UEC","167","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Shepherd, GJ; Semir, J; Salgado, PR; Andrade, JB","7229","1978","02","22",NA,"Brazil",NA,NA,"Trepadeira, flores amarelas.","UEC178738","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","Minas Gerais","Araxá","Estrada Araxá/Uberaba, Km381., Em cerrado.","-46.940601348877","-19.5932998657227","UEC178738","1000","1000","29994","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-02-10 17:49:25-03","UNICAMP","UEC","98089","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Goldenberg, R; Semir, J; Dutilh, JHA; Romero, R","487","1998","02","13",NA,"Brazil",NA,NA,"flor, Floresta perturbada. Liana de 2,5 m. flores com corola creme-esverdeada e fauce amarela. Flores velhas com lacínias reflexas e vináceas.","UEC178688","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","Minas Gerais","Pimenta","Estrada Pimenta-Santo Hilário.","-45.798900604248","-20.4839000701904","UEC178688",NA,NA,"21095","auto","2002","01",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-02-10 17:49:25-03","UNICAMP","UEC","59252","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Motta, PC","s.n.","1991","02","19",NA,"Brazil",NA,NA,NA,"UEC178729","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","Minas Gerais","Uberlândia","Faz. Glória, UFU, Mata mesófila","-48.2771987915039","-18.9186000823975","UEC178729",NA,NA,"58223","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-02-10 17:49:25-03","UNICAMP","UEC","80271","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Koch, I; Cavassan, O; Jesus, ARS","97","1993","03","19",NA,"Brazil",NA,NA,"Liana, latesc. com frutos.","UEC178743","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Agudos","Mata da Bhrama","-48.9799995422363","-22.4599990844727","UEC178743",NA,NA,"52219","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-02-10 17:49:25-03","UNICAMP","UEC","80270","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Koch, I; Cavassan, O; et al.","84","1993","01","15",NA,"Brazil",NA,NA,"Liana, látex incolor, com anel caloso evidente, cálice verde.","UEC178718","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Agudos","Fazenda da Cia Cervejaria Brahma","-48.9799995422363","-22.4599990844727",NA,NA,NA,"52219","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-01 16:22:17-03","UNICAMP","UEC","118807","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Aguiar, S; Morelli, G; Carmello-Guerreiro, SM","03","2001","05","24",NA,"Brazil",NA,NA,"Liana, folhas verdes grandes, frutos verdes unidos no ápice.","UEC178854","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Campinas","Brasil, São Paulo, Campinas-Barão Geraldo, Laboratório Sincontron.","-47.060001373291","-22.8999996185303","UEC178854",NA,NA,"23900","auto","2002","01",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-02-10 17:49:25-03","UNICAMP","UEC","124285","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Flores, AS; Rodrigues, RS","594","2001","05","10",NA,"Brazil",NA,NA,"fruto, Trepadeira de fruto maduro, beira da mata.","UEC178730","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Simões, AO","São Paulo","Campinas","Cerrrado do Sincontron.","-47.060001373291","-22.8999996185303","UEC178730",NA,NA,"23900","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-02-10 17:49:25-03","UNICAMP","UEC","50954","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Franco, ALM","21572","1989","03","19",NA,"Brazil",NA,NA,"Planta trepadeira com flores amarelo-oliva.","UEC178684","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Campinas","Faz. Santa Genebra","-47.060001373291","-22.8999996185303","UEC178684",NA,NA,"23900","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-02-10 17:49:25-03","UNICAMP","UEC","142062","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Gomes, SM","481","2002","03","14",NA,"Brazil",NA,NA,"Liana, flor amarela, fruto uno no ápice, látex branco.","UEC178685","Magnoliopsida",NA,"(Müll.Arg.) Markgr.",NA,"São Paulo","Campinas","Laboratório Nacional de Luz Sincrotron","-47.060001373291","-22.8999996185303","UEC178685",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-02-10 17:49:25-03","UNICAMP","UEC","127249","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Aguiar, S; Alves, GM","27","2002","03",NA,NA,"Brazil",NA,NA,"flor, Liana. Flores amarelas. Botões verdes.","UEC178731","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Aguiar, S","São Paulo","Campinas","Laboratório Sincrotron","-47.060001373291","-22.8999996185303","UEC178731",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-02-10 17:49:25-03","UNICAMP","UEC","142023","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Gomes, SM","489","2002","11","28",NA,"Brazil",NA,NA,"Liana, látex branco, flor amarela, fruto unido no ápice.","UEC178675","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Gomes, SM","São Paulo","Campinas","LNLS-Lab.Nacional de Luz Síncrontron","-47.060001373291","-22.8999996185303","UEC178675",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-02-10 17:49:25-03","UNICAMP","UEC","78465","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Bernacci, LC; Belinello, R; Moreira, JLA; Sciamarelli, A; Andrade, PRP; Silva, AMC","1852","1995","05","18",NA,"Brazil",NA,NA,"Trepadeira, lenhosa, flores verde-amareladas.","UEC178727","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Cardoso","Antigo Porto Militão, mata mesófila.","-49.9099998474121","-20.0799999237061","UEC178727",NA,NA,"22486","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-02-18 09:32:36-03","UNICAMP","UEC","81121","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Scaramuzza, CAMR; Souza, VC","626","1991","02","07",NA,"Brazil",NA,NA,"trepadeira latescente, flores amarelo-esverdeadas.","UEC178728","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Itararé","Estrada de Itararé à Itabera, próximo SP 258 (terra). Cerrado","-49.3400001525879","-24.1100006103516","UEC178728",NA,NA,"27729","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-02-10 17:49:25-03","UNICAMP","UEC","80941","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Godoi, JV","225","1992","07","20",NA,"Brazil",NA,NA,"Trepadeira, frutos a ca. 4,0m alt. do solo. Frutos verdes. Látex alvo.","UEC178722","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Mogi Guaçu","Estação Biológica de Mogi Guaçu, (faz. Campininha)","-46.9421997070312","-22.372200012207","UEC178722",NA,NA,"39309","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-02-18 09:32:36-03","UNICAMP","UEC","80935","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Romaniuc; Rossi, L","1187","1991","06","04",NA,"Brazil",NA,NA,"Trepadeira 20,0m rio 8,0m solo. Latex branco. Frutos imaturos verdes.","UEC178726","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Mogi Guaçu","Estação Experimental de Mogi Guaçu","-46.9421997070312","-22.372200012207","UEC178726",NA,NA,"39309","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-02-10 17:49:25-03","UNICAMP","UEC","169","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Gibbs, PE; Leitão Filho, HF","4268","1977","01","17",NA,"Brazil",NA,NA,"Trepadeira robusta, latescente, flores com petalas amarelas, com tons vinosos.","UEC178740","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Mogi Guaçu","Estação Experimental de Mogi Guaçu","-46.9421997070312","-22.372200012207","UEC178740",NA,NA,"39309","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-02-10 17:49:25-03","UNICAMP","UEC","24962","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Leitão Filho, HF; Martins, FR; Mantovani, W","12294","1981","02","06",NA,"Brazil",NA,NA,"Trepadeira, flores amarelo-esverdeadas.","UEC178679","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Mogi Guaçu","Reserva Biológica de Cerrado.","-46.9421997070312","-22.372200012207","UEC178679",NA,NA,"39309","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-02-10 17:49:25-03","UNICAMP","UEC","75568","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Árbocz, GF","245","1994","03","19",NA,"Brazil",NA,NA,"Trepadeira, flors verdes, florescente entre março e abril. Trepadeira latescente.","UEC178736","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Kinoshita, LS","São Paulo","Mogi Mirim","Jardim Ipê","-46.9500007629395","-22.4300003051758","UEC178736",NA,NA,"19575","auto","1995","11",NA,NA,NA,"13",NA,NA,NA,NA
"116","2020-02-10 17:49:25-03","UNICAMP","UEC","74264","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Bernacci, LC; Belinello, R; Andrade, PRP; Camargo, O; Orajo, N","1293","1995","03","16",NA,"Brazil",NA,NA,"Trepadeira lenhosa, flores amarelo-amarronzadas.","UEC178725","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Monte Alegre do Sul","E. E. do IAC, região montanhosa","-46.6800003051758","-22.6800003051758","UEC178725",NA,NA,"11114","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-02-10 17:49:25-03","UNICAMP","UEC","150542","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Nascimento, CS","s.n.","2001","02","14",NA,"Brazil",NA,NA,"Trepadeira. Flores amarelas.","UEC178735","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Morokawa, R","São Paulo","Ribeirão Preto","Ribeirão Verde","-47.810001373291","-21.1700000762939","UEC178735",NA,NA,"24390","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-02-10 17:49:25-03","UNICAMP","UEC","24607","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Vasconcellos-Neto, J","12450","1981","03","31",NA,"Brazil",NA,NA,"Trepadeira, sem látex, com flores amarelas com tons esverdeados e poucos pontos rosados.","UEC178689","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Sumaré",NA,"-47.2599983215332","-22.8199996948242","UEC178689",NA,NA,"11359","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-02-10 17:49:25-03","UNICAMP","UEC","168","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","KS; Brown Jr, KS","9253","1979","01","04",NA,"Brazil",NA,NA,NA,"UEC178673","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Sumaré",NA,"-47.2599983215332","-22.8199996948242","UEC178673",NA,NA,"11359","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-02-10 17:49:25-03","UNICAMP","UEC","69307","S","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Aguiar, OT","552","1994","12","08",NA,"Brazil",NA,NA,"Escandente, flores amarelas.","UEC178674","Magnoliopsida",NA,"(Müll.Arg.) Markgr.","Rio, MCS","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo, topó do morro, na mata.","-52.1599998474121","-22.5300006866455","UEC178674",NA,NA,"54606","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:22:17-03","UNICAMP","UEC","197772","S","Plantae","Apocynaceae","Rhodocalyx","riedelii","Rhodocalyx riedelii","Monge, M","1360","2013","01","06",NA,"Brazil",NA,NA,"Liana. Flores com corola amarela e ginostégio branco; Mata Estacional Degradada.","UEC171317","Magnoliopsida",NA,"(Müll. Arg.) J.F. Morales, M.E. Endress & Liede","Alves, DM","São Paulo","Presidente Venceslau","Estrada Vicinal, Pres. Venceslau-Piquerobi, km 3. Beira de estrada.","-51.843889","-21.876111","UEC171317",NA,NA,NA,NA,"2018",NA,"-51.843889","-21.876111",NA,NA,NA,NA,NA,NA
"122","2021-03-16 17:52:28-03","UCS","HUCS","49379","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Caxambu, M.G.","7141","2015","12","11",NA,"Brasil",NA,NA,"Relevo suave-ondulado &nf;Doação HCF 18812&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;; Trepadeira volúvel, heliófita. Flores com cálice verde e corola amarelo-esverdeada, làtex incolor.",NA,"Angiospermae","Gentianales","(Müll. Arg.) Markgr.","Dettke, G.A.","Paraná","Céu Azul","Parque Nacional do Iguaçu, cercanias da BR-277","-53.652139","-25.064278",NA,"733","733",NA,NA,"2016","06","-53.652139","-25.064278",NA,"07",NA,NA,NA,NA
"123","2021-03-16 17:52:28-03","UCS","HUCS","04153","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hatschbach, G.","52090","1987","11","24",NA,"Brasil",NA,NA,"volúvel - latex alvo - flor amarela; mata degradada",NA,"Angiospermae","Gentianales","(Müll. Arg.) Markgr.","Hatschbach, G.","Paraná","Tomazina","Cerradinho","-49.9496994018555","-23.778299331665",NA,NA,NA,"29630","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-16 17:52:28-03","UCS","HUCS","05610","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hatschbach, G.","52636","1988","12","06",NA,"Brasil",NA,NA,"volúvel - flor creme; orla da mata pluvial",NA,"Angiospermae","Gentianales","(Müll. Arg.) Markgr.","Hatschbach, G.","Paraná","Senges","Rod. PR-11 - 2 Km S de Senges","-49.4636001586914","-24.1128005981445",NA,NA,NA,"55682","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-04-08 08:19:03-03","UTFPR","HCF","18812","S","Plantae","Apocynaceae","Rhodocalyx","riedelii","Rhodocalyx riedelii","M.G. Caxambu","7141","2015","12","11",NA,"Brasil",NA,NA,"trepadeira volúvel, heliófita. Flores com cálice verde e corola amarelo-esverdeada. Látex incolor.",NA,NA,NA,"(Müll.Arg.) J.F.Morales & M.E.Endress","G.A. Dettke","PR","Céu Azul","Parque Nacional do Iguaçu, cercanias da","-53.652139","-25.064278",NA,"733","733",NA,NA,"2016","06","53°39'07,7 W","25°03'51,4 S",NA,"07",NA,NA,NA,NA
"126","2021-04-08 08:19:03-03","UTFPR","HCF","4226","S","Plantae","Apocynaceae","Rhodocalyx","riedelii","Rhodocalyx riedelii","H.C.L. Geraldino","409","2006","07","29",NA,"Brasil",NA,NA,"Subarbusto heliófito, trepadeira volúvel, piloso, com frutos deiscentes.",NA,NA,NA,"(Müll.Arg.) J.F.Morales & M.E.Endress","J. Cordeiro & F. Marinero","MG","Boa Esperança","Fazenda Caxambu (Estrada Boa Esperança-","-45.473236","-21.116111",NA,"846","846",NA,NA,"2006",NA,"45°28'23,65'' W","21°06'58'' S",NA,NA,NA,NA,NA,NA
"127","2021-04-08 08:19:03-03","UTFPR","HCF","22142","S","Plantae","Apocynaceae","Rhodocalyx","riedelii","Rhodocalyx riedelii","E.L. Siqueira","2049","2016","12","05",NA,"Brasil",NA,NA,"trepadeira volúvel, heliófita, com látex incolor. Flor verde com fauce amarela.",NA,NA,NA,"(Müll.Arg.) J.F.Morales & M.E.Endress","G.A. Dettke","PR","Tuneiras do Oeste","cerrado alterado","-52.743611","-23.931389",NA,NA,NA,NA,NA,"2016","12","52°44'37 W","23°55'53 S",NA,"12",NA,NA,NA,NA
"128","2021-04-08 08:19:03-03","UTFPR","HCF","22402","S","Plantae","Apocynaceae","Rhodocalyx","riedelii","Rhodocalyx riedelii","M.G. Caxambu","7762","2017","03","02",NA,"Brasil",NA,NA,"trepadeira volúvel, heliófita, com látex transparente. Flores com cálice verde e corola amarela. Fruto imaturo verde.",NA,NA,NA,"(Müll.Arg.) J.F.Morales & M.E.Endress","M.G. Caxambu","PR","Céu Azul","Parque Nacional do Iguaçu, cercanias da","-53.655694","-25.066583",NA,"739","739",NA,NA,"2017","03","53°39'20,5 W","25°03'59,7 S",NA,"10",NA,NA,NA,NA
"129","2021-04-08 08:19:03-03","UTFPR","HCF","18265","S","Plantae","Apocynaceae","Rhodocalyx","riedelii","Rhodocalyx riedelii","G.A. Dettke","3730","2015","11","07",NA,"Brasil",NA,NA,"Frequente, borda de mata. Herbácea volúvel. Cálice verde, corola amarelo-esverdeado, com linhas vináceas na base dos lobos.",NA,NA,NA,"(Müll.Arg.) J.F.Morales & M.E.Endress","G.A. Dettke","PR","Tuneiras do Oeste","Reserva Biológica das Perobas","-52.8760986328125","-23.8705997467041",NA,NA,NA,"24014","auto","2015",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:12:53-03","MBM","MBM","16514","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hatschbach, G.","26169","1971","01","27","Southern America","Brazil",NA,NA,NA,"MBM016514",NA,NA,"(Muell. Arg.) Markgraf","Hatschbach, G.","Mato Grosso","Rio Brilhante","Rio Brilhante",NA,NA,"MBM016514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:12:53-03","MBM","MBM","86960","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hatschbach, G.","47427","1983","02","14","Southern America","Paraguay",NA,NA,NA,"MBM086960",NA,NA,"(Muell. Arg.) Markgraf","Hatschbach, G.",NA,NA,"PedroJuan Cabalero, arredores",NA,NA,"MBM086960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:12:53-03","MBM","MBM","36298","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hatschbach, G.; Smith, L.B.; Klein, R.M.; Smith, L.B.; Klein, R.M.","12276","1965","01","18","Southern America","Brazil",NA,NA,NA,"MBM036298",NA,NA,"(Muell. Arg.) Markgraf","Hatschbach, G.","Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611","MBM036298",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:12:53-03","MBM","MBM","99630","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49048","1985","03","15","Southern America","Brazil",NA,NA,NA,"MBM099630",NA,NA,"(Muell. Arg.) Markgraf",NA,"Mato Grosso do Sul","Antônio João","Antônio João, rkm L","-55.9474983215332","-22.1910991668701","MBM099630",NA,NA,"38814","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:12:53-03","MBM","MBM","159632","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Keith Brown Jr.","5","1991","01","09","Southern America","Brazil",NA,NA,NA,"MBM159632",NA,NA,"(Muell. Arg.) Markgraf","Hatschbach, G.","Mato Grosso do Sul","Corumbá","Mineração Morro do Urucum","-57.6533012390137","-19.0091991424561","MBM159632",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:12:53-03","MBM","MBM","15742","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hatschbach, G.","24153","1970","04","17","Southern America","Brazil",NA,NA,NA,"MBM015742",NA,NA,"(Muell. Arg.) Markgraf","Markgraf, F.","Paraná","Dois Vizinhos","Foz do Chopim","-53.057201385498","-25.7336006164551","MBM015742",NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:12:53-03","MBM","MBM","353859","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Moro, R.S.","s.n.","2002","03","28","Southern America","Brazil",NA,NA,"Trepadeira, beira de capão, corola amarela, com flor e frutos","MBM353859",NA,NA,"(Muell. Arg.) Markgraf","Koch, I.","Paraná","Ponta Grossa","Fortaleza, P.E.Vila velha","-50.1618995666504","-25.0949993133545","MBM353859",NA,NA,"46557","auto","2009","05",NA,NA,NA,"18",NA,NA,NA,NA
"137","2020-12-21 16:12:53-03","MBM","MBM","179853","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Poliquesi, C.B.; Barboza, E.; Barboza, E.","290","1995","06","21","Southern America","Brazil",NA,NA,NA,"MBM179853",NA,NA,"(Muell. Arg.) Markgraf","Rio, M.C.S.","Paraná","Rio Bonito do Iguaçu","Rio Iguaçu","-52.5257987976074","-25.4906005859375","MBM179853",NA,NA,"26511","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:12:53-03","MBM","MBM","120727","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hatschbach, G.; Silva, J.M.; Silva, J.M.","52090","1987","11","24","Southern America","Brazil",NA,NA,NA,"MBM120727",NA,NA,"(Muell. Arg.) Markgraf","Hatschbach, G.","Paraná","Tomazina","Cerradinho","-49.9496994018555","-23.778299331665","MBM120727",NA,NA,"29630","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:12:53-03","MBM","MBM","225952","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Souza, V.C.; et al.; et al.","10421","1996","01","24","Southern America","Brazil",NA,NA,NA,"MBM225952",NA,NA,"(Muell. Arg.) Markgraf","Rio, M.C.S.","São Paulo","Coronel Macedo","Bairro dos Costa","-49.310001373291","-23.6299991607666","MBM225952",NA,NA,"18962","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:12:53-03","MBM","MBM","13047","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hatschbach, G.","23555","1970","02","15","Southern America","Brazil",NA,NA,NA,"MBM013047",NA,NA,"(Muell. Arg.) Markgraf","Markgraf, F.","Mato Grosso","Bataguaçu","Córrego Feio",NA,NA,"MBM013047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:12:53-03","MBM","MBM","167745","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","60530","1994","03","17","Southern America","Brazil",NA,NA,NA,"MBM167745",NA,NA,"(Muell. Arg.) Markgraf","Hatschbach, G.","Paraná","Calógeras","Rodovia Jaguariaíva - Wenceslau Braz, 3-5km S de Calógeras",NA,NA,"MBM167745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:12:53-03","MBM","MBM","52385","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Gibbs, P.E.","4268","1977","01",NA,"Southern America","Brazil",NA,NA,NA,"MBM052385",NA,NA,"(Muell. Arg.) Markgraf","Rio, M.C.S.","São Paulo","Mogi-Guaçu","Estação Experimental, Fazenda Campininha, 25km NW de Mogi-Guaçu",NA,NA,"MBM052385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:12:53-03","MBM","MBM","59343","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Shepherd, G.J.; et al.; et al.","7229","1978","02","22","Southern America","Brazil",NA,NA,NA,"MBM059343",NA,NA,"(Muell. Arg.) Markgraf","Rio, M.C.S.","Minas Gerais",NA,"Estrada Araxá - Uberaba, km 381",NA,NA,"MBM059343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:12:53-03","MBM","MBM","277241","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","riedelii","Prestonia riedelii","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74349","2002","11","18","Southern America","Brazil",NA,NA,NA,"MBM277241",NA,NA,"(Muell. Arg.) Markgraf","Quinet, C.P.","Mato Grosso do Sul","Bodoquena","Morraria do Sul, arredores","-56.7150001525879","-20.5386009216309","MBM277241",NA,NA,"47684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
