"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","monthIdentified","dayIdentified"
"47","2020-08-31 08:54:57-03","INPA","INPA","189101","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Acevedo-Rodríguez, P","8014","1996","08","06","Southern America","Brasil","Amazonas","ca. 10 km N of Barcelos, Alto Rio Negro, ca. 10 Km N of Barcelos. Boat stationed at. Collecting site ca. 1 km circumference from coordinates.",NA,NA,NA,"INPA0189101","Dicotyledon Asterids","Ericales","T.D.Penn.","Pennington, TD","INPA0189101 INPA0189101_e INPA0189101_e1","-62.216667","-0.466667","Barcelos","100","100","1997","-62.216667","-0.466667",NA,NA,NA,NA,NA,NA,NA
"48","2020-08-31 08:54:57-03","INPA","INPA","274181","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Demarchi, LO","552","2015","08","08","Southern America","Brasil","Amazonas","Rio Abacaxis",NA,NA,NA,"INPA0274181","Dicotyledon Asterids","Ericales","T.D.Penn.","Ramos, JF",NA,"-58.631972","-4.321056","Maués",NA,NA,"2017","-58.631972","-4.321056",NA,NA,NA,NA,NA,"08","02"
"49","2020-08-31 08:54:57-03","INPA","INPA","277997","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Demarchi, LO","891","2017","05","11","Southern America","Brasil","Amazonas","RDS Uatumã, Rio Uatumã, próximo a foz com o rio Abacate",NA,NA,NA,"INPA0277997","Dicotyledon Asterids","Ericales","T.D.Penn.","Ramos, JF",NA,"-58.654722","-2.312222","Presidente Figueiredo",NA,NA,"2017","-58.654722","-2.312222",NA,NA,NA,NA,NA,NA,NA
"50","2020-08-31 08:54:57-03","INPA","INPA","226601","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Zartman, CE","6366","2007","02","24","Southern America","Brasil","Amazonas","Rebio Uatumã, Entorno. Beira rio Uatumã. Abaixo Ramal da Morena.",NA,NA,NA,"INPA0226601","Dicotyledon Asterids","Ericales","T.D.Penn.","Ramos, JF","INPA0226601 INPA0226601_e","-59","-1","Presidente Figueiredo",NA,NA,"2018","-59","-1",NA,NA,NA,NA,NA,"03","13"
"51","2020-09-12 05:00:02-03","US","US","3367582","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"P. Acevedo-Rodriguez, J. L. Santos & J. Guedes","8014","1996","8","6","South America - Neotropics","Brazil","Amazonas","Amazonas: Alto Río Negro, ca. 10 km N of Barcelos. Boat stationed at coordinates. Collecting site ca. 1 km circumference from coordinates.",NA,NA,NA,"US00617152",NA,"Ebenales","T.D. Penn.","Pennington, T. D., (K)","US00617152_01","-62.9703","-0.8744",NA,"100",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"52","2020-09-12 05:00:02-03","US","US","2841990","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"D. G. Campbell, J. C. Ongley & J. F. Ramos","P20834","1974","3","22","South America - Neotropics","Brazil","Amazonas","Brazilian Amazonia, Manaus-Pôrto-Velho Highway, Rio Tupana; Km 160. Igapó Tupana; black water",NA,NA,NA,"US02702250",NA,"Ebenales","T.D. Penn.",NA,"US02702250_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"53","2020-09-12 05:00:02-03","US","US","2895976","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"ex herb. B. A. Krukoff","Stout 2017a/706a","1942","8","14","South America","Brazil","Paraná","''Massaranduba de Igapo'' Rio Negro, Munic. Bercellos, opposite mouth Daraha River, Upper end Paraiso",NA,NA,NA,"US02702254",NA,"Ebenales","T.D. Penn.",NA,"US02702254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"54","2020-09-12 05:00:02-03","US","US","3570989","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"P. Acevedo-Rodriguez & C. Zartman","14618","2008","8","15","South America - Neotropics","Brazil","Amazonas","Amazonas: São Gabriel da Cachoeira, along Rio Negro.",NA,NA,"NY, MO, K, F, US","US01042746",NA,"Ebenales","T.D. Penn.","Ramos, J. F.","US01042746_01 US01042746_02","-67.0624","0.14569",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"55","2020-09-12 05:00:02-03","US","US","3144121","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"L. O. A. Teixeira, A. Fife, K. McFarland, C. D. A. Mota & et al.","1228","1982","6","19","South America - Neotropics","Brazil","Amazonas","Município de Humaitá, estrada Humaitá-Jacarecanga, km 45, rio Maici-Mirim",NA,NA,NA,"US02702248",NA,"Ebenales","T.D. Penn.",NA,"US02702248_01","-62.53","-7.75",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"56","2020-09-12 05:00:02-03","US","US","2868414","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"G. T. Prance, D. G. Campbell, J. C. Ongley, J. F. Ramos & O. P. Monteiro","20587","1974","3","15","South America - Neotropics","Brazil","Amazonas","Brazilian Amazonia, Manaus-Pôrto-Velho Highway, Margin of Igapó Açu at crossing with BR319, Manaus-Porto Velho Road. Forest on terra firme",NA,NA,NA,"US02702251",NA,"Ebenales","T.D. Penn.",NA,"US02702251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"57","2020-09-12 05:00:02-03","US","US","2868409","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"D. G. Campbell, J. C. Ongley & J. F. Ramos","P21850","1974","4","5","South America - Neotropics","Brazil","Amazonas","Brazilian Amazonia, Rio Cuieiras, farmer's clearing, one farm upstream from farm of Sr. Caldez. Terra firme",NA,NA,NA,"US02702249",NA,"Ebenales","T.D. Penn.",NA,"US02702249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"58","2020-09-12 05:00:02-03","US","US","2845215","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"C. K. Allen, G. T. Prance, B. S. Pena & J. F. Ramos","2685","1966","10","18","South America - Neotropics","Brazil","Amazonas","Brazilian Amazônia, Manaus and vicinity, Manaus, Cachoeira alta Tarumã. Disturbed forest beside stream",NA,NA,NA,"US02702253",NA,"Ebenales","T.D. Penn.",NA,"US02702253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"59","2020-09-12 05:00:02-03","US","US","2869390","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"G. T. Prance, B. S. Pena, E. Forero, J. F. Ramos & O. P. Monteiro","4763","1967","4","4","South America - Neotropics","Brazil","Amazonas","Brazilian Amazônia, Manaus - Itacoatiara Highway, Igarape, left side of Rio Urubu. North of road",NA,NA,NA,"US02702252",NA,"Ebenales","T.D. Penn.",NA,"US02702252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"60","2019-10-07 09:13:00-03","UEFS","HUEFS","68263","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Egler, S.",NA,"1993","11",NA,NA,"Brasil","Amazonas","Rio Cuieiras.",NA,NA,NA,"HUEFS0068263","Angiospermae","Ericales","T.D.Penn.",NA,"HUEFS0068263","-60.0250015258789","-3.10193991661072","Manaus",NA,NA,NA,NA,NA,"138090","auto","Asteranae",NA,NA,NA,NA
"61","2018-08-14 13:24:33-03","F","FMNH-SEEDPLANTS","V0467382F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"P. Acevedo-Rodríguez","14618","2008","8","15","South America","Brazil",NA,NA,NA,NA,NA,"V0467382F","Spermatophyta",NA,NA,NA,"V0467382F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"62","2019-09-04 17:28:06-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla","Isotype","R. Spruce","3836","1855","2",NA,"South America","Brazil","Amazonas","Manaus, Rio Taruma",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"63","2015-04-16 14:20:29-03","F","FMNH-SEEDPLANTS","V0325222F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0325222F","Spermatophyta",NA,NA,NA,"V0325222F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"64","2015-04-16 14:20:28-03","F","FMNH-SEEDPLANTS","V0325221F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0325221F","Spermatophyta",NA,NA,NA,"V0325221F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"65","2019-09-04 17:28:06-03","F","FMNH-SEEDPLANTS","V0072180F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla","Isotype","R. Spruce","3836","1855","2",NA,"South America","Brazil","Amazonas","Manaus, Rio Taruma",NA,NA,NA,"V0072180F","Spermatophyta",NA,NA,NA,"V0072180F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"66","2019-01-23 11:54:46-02","F","FMNH-SEEDPLANTS","V0072181F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla","Isotype","R. Spruce","3836","1855","2",NA,"South America","Brazil","Amazonas","Manaus, Rio Taruma",NA,NA,NA,"V0072181F","Spermatophyta",NA,NA,NA,"V0072181F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"67","2018-05-14 16:37:52-03","F","FMNH-SEEDPLANTS","V0325217F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"D. G. Campbell",NA,NA,NA,NA,"South America","Brazil","Amazonas",NA,NA,NA,NA,"V0325217F","Spermatophyta",NA,NA,"RRC ID Flag","V0325217F_01 V0325217F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","P 20834",NA,NA,NA
"68","2015-04-16 14:20:27-03","F","FMNH-SEEDPLANTS","V0325218F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0325218F","Spermatophyta",NA,NA,NA,"V0325218F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"69","2015-04-16 14:20:27-03","F","FMNH-SEEDPLANTS","V0325219F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0325219F","Spermatophyta",NA,NA,NA,"V0325219F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"70","2015-04-16 14:20:28-03","F","FMNH-SEEDPLANTS","V0325220F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0325220F","Spermatophyta",NA,NA,NA,"V0325220F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"71","2015-04-16 14:20:29-03","F","FMNH-SEEDPLANTS","V0325223F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0325223F","Spermatophyta",NA,NA,NA,"V0325223F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"72","2015-04-16 14:20:29-03","F","FMNH-SEEDPLANTS","V0325224F","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0325224F","Spermatophyta",NA,NA,NA,"V0325224F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"73","2009-11-26 13:56:33-02","INPA","INPAW","4575","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Prance, G.T.","14998",NA,NA,NA,NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"T.D. Penn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2009-11-26 13:56:33-02","INPA","INPAW","8055","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Teixeira, L.O.A.","1228","1982","06","19",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"T.D. Penn.","L.O.A. Teixeira",NA,"-63.0208","-7.50611","Humait&#225;",NA,NA,"1982",NA,NA,"202650","auto",NA,NA,NA,"06","19"
"75","2015-02-26 09:30:29-03","NHMLondon","NHM-LONDON-BOT","BM000952520","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla","Isotype","Richard Spruce; b.1817; d.1893; Spruce","3836","1853","01","01",NA,"Brasil",NA,NA,NA,"NHMUK:ecatalogue:605021",NA,NA,NA,NA,"T.D.Penn.",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA
"76","2014-09-23 10:59:41-03","G","G","G00439518","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla","ISOTYPUS of Pouteria pachyphylla T. D. Penn.","Spruce, R.","3836","1855",NA,"00","AMERIQUE DU SUD","Brazil","Amazonas",NA,NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00439518",NA,NA,"T. D. Penn.","?",NA,"-60.02111111","-3.11861111","Manaus",NA,NA,NA,"-60.02111111","-3.11861111",NA,NA,NA,NA,NA,NA,NA
