"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","eventTime","sex"
"317","2021-02-11 17:20:42-03","UFPR","UPCB","77183","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata var. regnelliana","(O.Berg) Landrum","Barboza, E. & Cordeiro, J.","Ribas, O.S. | Cordeiro, J. | Silva, J.M. | Vaz, J.","2010","01","27","Brasil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"UPCB0030204","UPCB0030204","2010",NA,NA,"8388","Serra Papanduva",NA,NA,"Arbusto, 2m, flores alvas. Refúgio vegetacional com formações graníticas. Encosta de morro..",NA,NA,NA,NA,NA,"var. regnelliana","25228","auto",NA,NA,NA,NA,NA,NA,NA
"318","2012-04-12 05:10:00-03","MO","MOBOT","1322827","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","handroi","Hexachlamys handroi","Mattos","A. Fuentes","Alfredo F. Fuentes|et al.","1997","4","26","Bolivia","Santa Cruz","Angel Sandoval",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fuentes Claros 1766A","Serranía Bella Boca, 20 km en Linea recta al NW de Santo Corazón. Complejo de cerrados sobre cima de la serranía.","900.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2008-05-27 22:02:00-03","MO","MOBOT","3204962","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","itatiaiensis","Hexachlamys itatiaiensis","Mattos",NA,"Gert G. Hatschbach","1994","9","15","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 61023","Pingador (mun. Irani).",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2018-06-22 05:25:00-03","MO","MOBOT","2475982","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","kleinii","Hexachlamys kleinii","(D. Legrand) Mattos",NA,"Pe. Raulino Reitz|Roberto M. Klein","1962","10","24","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 13407",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2011-11-21 12:38:00-02","MO","MOBOT","100430166","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata regnelliana","(O. Berg) Landrum","W. Gomes L.","S.J. da Silva Neto|et al.","2002","11","26","Brazil","Rio de Janeiro","Itatiaia","-44.5666667","-22.25",NA,NA,NA,NA,NA,NA,NA,"Silva Neto 1726","Parque Nacional de Itatiaia. Brejo da Lapa.",NA,NA,NA,NA,NA,NA,"South America",NA,"regnelliana",NA,NA,NA,NA,NA,"1",NA,NA,NA
"322","2011-11-21 12:24:00-02","MO","MOBOT","100430156","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata regnelliana","(O. Berg) Landrum",NA,"R. Guedes|et al.","1993","11","8","Brazil","Rio de Janeiro","Itatiaia","-44.5666667","-22.25",NA,NA,NA,NA,NA,NA,NA,"Guedes 2318","Parque Nacional de Itatiaia. Trilha entre os abrigos Macieira e Massenas.","1800.00000000",NA,NA,NA,NA,NA,"South America",NA,"regnelliana",NA,NA,NA,NA,NA,"1",NA,NA,NA
"323","2020-08-31 09:07:49-03","INPA","INPA","105914","S","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) Legrand & Kausel","Hatschbach, GG","Hatschbach, GG","1969","12","14","Brasil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,"INPA0105914","INPA0105914 INPA0105914_e","1980",NA,NA,"42648","S.Luiz do Purunã",NA,NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"Southern America",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"324","2020-08-31 09:07:49-03","INPA","INPA","96822","S","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) Legrand & Kausel","Hatschbach, GG","Hatschbach, GG","1978","12","05","Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"INPA0096822","INPA0096822 INPA0096822_e","1979","02",NA,"41922","Arredores",NA,NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"Southern America",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"325","2020-08-31 09:07:49-03","INPA","INPA","88024","S","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) Legrand & Kausel","Hatschbach, GG","Hatschbach, GG","1977","10","21","Brasil","Paraná","Tijuca do Sul",NA,NA,NA,NA,"INPA0088024","INPA0088024 INPA0088024_e","1979","02",NA,"40438","Rincão",NA,NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2021-03-04 11:05:52-03","UFRB","HURB","5250","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","M. Sobral","Verdi, M.; et al.","2009","11","05","Brasil","Santa Catarina","Siderópolis","-49.59","-28.62","49°35'24,00 W","28°37'12,00 S","HURB000005250",NA,"2010","01","25","3011","Barragem do Rio São Bento; interior do fragmento","479","479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2021-03-04 11:05:52-03","UFRB","HURB","3096","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","M.Sobral","Cavalheiro, A.L.; et al.","1998","08","21","Brasil","Paraná","Congonhinhas","-50.5536003112793","-23.5510997772217",NA,NA,"HURB000003096",NA,"2009","07","31",NA,"Fazenda Planalto;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24253","auto",NA,NA,NA,NA,NA,NA,NA
"328","2019-12-19 11:19:50-03","UFG","UFG","45813","S","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","Francisco, E.M.","Francisco, E.M.","2010","12","08","Brasil","Paraná","Ortigueira","-50.857972","-24.323028","-50.857972","-24.323028","UFG0045813",NA,"2010","12","08","48553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2021-03-03 13:56:22-03","UFF","NIT","NIT10850","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","T. Fernandes","T. Fernandes","2019","06","08","Brasil","Rio de Janeiro","Maricá","-42.965","-22.940556","42º57'54''W","22º56'26''S","NIT00003588",NA,NA,NA,NA,"473","Parque Estadual da Serra da Tiririca. Trilha para o pico da Pedra de Itaocaia.","200","200","Árvore, 5 m. Folhas glabras, levemente discolores, flores brancas. Transição entre mata e campo aberto. Material prensado em álcool.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-02-25 10:13:04-03","CVRD","CVRD","595","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","Marcos Sobral","Silva, I.A.","1980","05","27","BRASIL","ES","Linhares","-39.981268","-19.22937","-39,981268","-19,22937","CVRD000595","CVRD000595","2007","02","10","168","Em frente a uma Oiticica.","32","32","2010 a oitica morreu (cofirmado por Geovane) <ll>dwc_commonname:</ll> Batinga açú","Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"331","2019-07-31 14:33:07-03","CPATSA","HTSA","3925","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi",NA,NA,"A.L. Cavalheiro","1998","08","21","Brasil","Paraná","Congonhinhas","-50.5536003112793","-23.5510997772217",NA,NA,NA,NA,NA,NA,NA,"24659","Fazenda Planalto",NA,NA,"Árvore 10m; cap 68cm; botões florais amarelos; flores creme.",NA,NA,NA,NA,NA,NA,"24253","auto",NA,NA,NA,NA,NA,NA,NA
"332","2020-09-12 05:00:02-03","US","US","2705905","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos)",NA,"G. Hatschbach","1968","8","7","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"US01898068","US01898068_01 US01898068_02",NA,NA,NA,"19555","Rio do Corvo","900",NA,NA,NA,"Myrtales",NA,"South America - Neotropics",NA,NA,"17116","auto","Dicotyledonae",NA,NA,"1",NA,NA,NA
"333","2020-09-12 05:00:02-03","US","US","1361985","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","regnelliana","Eugenia regnelliana","O. Berg in Mart.",NA,"J. Widgren","1845",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"US00118122","US00118122_01",NA,NA,NA,"556",NA,NA,NA,NA,NA,"Myrtales","Syntype","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"334","2020-09-12 05:00:02-03","US","US","2841379","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","robertoana","Eugenia robertoana","(D. Legrand) Mattos",NA,"R. M. Klein","1962","12","13","Brazil","Rio Grande do Sul","São Sebastião do Caí","-51.3755989074707","-29.5867004394531",NA,NA,"US01898703","US01898703_01 US01898703_02",NA,NA,NA,"3959","Lajeadinho, Monte Castelo","750",NA,NA,NA,"Myrtales",NA,"South America - Neotropics",NA,NA,"12036","auto","Dicotyledonae",NA,NA,"1",NA,NA,NA
"335","2020-09-12 05:00:02-03","US","US","2580296","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","robertoana","Eugenia robertoana","(D. Legrand) Mattos",NA,"R. Reitz & Klein, --","1958","10","23","Brazil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"US01898706","US01898706_01 US01898706_02",NA,NA,NA,"7450","Serra do Oratório, Bom Jardim","1400",NA,NA,NA,"Myrtales",NA,"South America - Neotropics",NA,NA,"48290","auto","Dicotyledonae",NA,NA,"1",NA,NA,NA
"336","2020-09-12 05:00:02-03","US","US","2580290","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","robertoana","Eugenia robertoana","(D. Legrand) Mattos",NA,"R. Reitz & Klein, --","1958","12","10","Brazil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"US01898705","US01898705_01 US01898705_02",NA,NA,NA,"7778","Curral Falso, Bom jardim","1500",NA,NA,NA,"Myrtales",NA,"South America - Neotropics",NA,NA,"48290","auto","Dicotyledonae",NA,NA,"1",NA,NA,NA
"337","2020-09-12 05:00:02-03","US","US","2580295","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","robertoana","Eugenia robertoana","(D. Legrand) Mattos",NA,"R. Reitz & Klein, --","1959","1","26","Brazil","Santa Catarina","Rio do Sul","-49.6431007385254","-27.2141990661621",NA,NA,"US01898704","US01898704_01 US01898704_02",NA,NA,NA,"8380","Alto Matador","800",NA,NA,NA,"Myrtales",NA,"South America - Neotropics",NA,NA,"15163","auto","Dicotyledonae",NA,NA,"1",NA,NA,NA
"338","2020-09-02 16:33:56-03","Cenargen","CEN","46361","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel",NA,"M. R. Rodrigues","1960","01","12","Brasil","RJ","RIO DE JANEIRO","-43.2075004577637","-22.9027996063232",NA,NA,"CEN00046361","CEN00046361",NA,NA,NA,NA,"Serra dos Orgãos.",NA,NA,"Flores brancas, cálice avermelhado.&nf;Doação do Museu Nacional do Rio de Janeiro - RB. Cat. Geral nº 130098.",NA,NA,NA,NA,"Exsicatas",NA,"57442","auto",NA,NA,NA,"1",NA,NA,NA
"339","2019-12-09 17:30:23-03","UFPR","EFC","13014","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, R.S.","Vieira, R.S.","2014","07","07","Brasil","Paraná","Campina Grande do Sul","-48.4919","-25.0803","-48.4919","-25.0803","EFC013014",NA,"2014","10","03","442","Serra do Capivari - Morro Capivari Grande",NA,NA,"Arbusto com 2 m. no subosque da floresta altomontana. Com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2019-12-09 17:30:23-03","UFPR","EFC","13652","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Ribeiro, C.L.","Ribeiro, C.L.; et al.","2014","08","23","Brasil","Paraná","Campina Grande do Sul","-48.8361","-25.2582","-48.8361","-25.2582","EFC013652",NA,"2014","09","02","130","Morro Cerro verde",NA,NA,"Espécie arbustiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-10-15 09:53:57-03","UFPR","EFC","18686","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Cruz, K.B.; Ribeiro, C.L.","Cruz, K.B.; Gomes, T. C.; Feldmann, P. P.","2019","10","17","Brasil","Paraná","Turvo","-51.39043","-25.12689","-51.39043","-25.12689","EFC018686",NA,"2019","11","08","84","Terra Indígena Marrecas","1057","1057","Arbusto de 1,7 m, flor branca com estames númerosos, em sub-bosque de floresta em estágio médio a avançado de sucessão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2019-12-09 17:30:23-03","UFPR","EFC","13663","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Ribeiro, C.L.","Ribeiro, C.L.","2014","07","16","Brasil","Paraná","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,"EFC013663",NA,"2014","08","27","98","Bateias",NA,NA,"Espécie arbórea. Flores brancas __COMMOM_NAME__: Cambui",NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA
"343","2019-12-09 17:30:23-03","UFPR","EFC","12490","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Ribeiro, C.L.","Vieira, R.S.","2013","05","05","Brasil","Paraná","Campina Grande do Sul","-48.8291","-25.2401","-48.8291","-25.2401","EFC012490",NA,"2015","03","18","171","Serra do Ibitiraquire - Morro Caratuva",NA,NA,"Arvoreta com aprox. 3,5 m no interior da floresta altomontana. Frutos verdes e longo pedunculados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2019-12-09 17:30:23-03","UFPR","EFC","13068","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Ribeiro, C.L.","Vieira, R.S.","2014","08","22","Brasil","Paraná","Campina Grande do Sul","-48.4943","-25.1428","-48.4943","-25.1428","EFC013068",NA,"2015","03","18","474","Serra do Ibitiraquire - Pico Caratuva",NA,NA,"Arvoreta com 3,5 m. no subosque da floresta. Com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2019-12-09 17:30:23-03","UFPR","EFC","13369","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, R.S.","Vieira, R.S.; Bizarro, O.M.R.","2014","11","19","Brasil","Paraná","Campina Grande do Sul","-48.8279","-25.2324","-48.8279","-25.2324","EFC013369",NA,"2016","06","14","642","Serra do Ibitiraquire - morro Taipabuçú","1600","1600","Arvoreta com 2,5 m, no subosque da floresta altomontana. Com botões florais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2019-12-09 17:30:23-03","UFPR","EFC","13308","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Ribeiro, C.L.","Bizarro, O.M.R.; Sampaio, G.P.B.","2014","07","01","Brasil","Paraná","Antonina","-48.8059","-25.2499","-48.8059","-25.2499","EFC013308",NA,"2015","03","18","56","Serra do Ibitiraquire - Pico Paraná","1800","1800","Arvoreta com 2m alt. Sub-bosque da floresta, próximo ao rio. Frutos imaturos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","2019-12-09 17:30:23-03","UFPR","EFC","13010","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, R.S.","Vieira, R.S.","2014","07","26","Brasil","Paraná","Campina Grande do Sul","-48.8467","-25.2749","-48.8467","-25.2749","EFC013010",NA,"2014","10","03","438","Serra do Ibitiraquire - trilha para o Morro Ciririca",NA,NA,"Arvoreta com 2,5 m. no subosque. Com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","2019-12-09 17:30:23-03","UFPR","EFC","14386","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, R.S.","Vieira, R.S.","2015","07","06","Brasil","Paraná","Campina Grande do Sul","-48.8421","-25.2564","-48.8421","-25.2564","EFC014386",NA,"2015","07","06","785","Serra do Ibitiraquire - trilha para o morro Cerro Verde","1510","1510","Arvoreta com 3 m, comum no subosque da floresta. Com frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","2019-12-09 17:30:23-03","UFPR","EFC","13121","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Ribeiro, C.L.","Vieira, R.S.","2014","09","11","Brasil","Paraná","Campina Grande do Sul","-48.4919","-25.0906","-48.4919","-25.0906","EFC013121",NA,"2015","03","18","529","Serra do Capivari - Morro Capivari Grande",NA,NA,"Arvoreta com 2,5 m. no subosque da floresta altomontana. Com frutos pretos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2019-12-09 17:30:23-03","UFPR","EFC","14496","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Ribeiro, C.L.","Ribeiro, C.L.","2015","11","11","Brasil","Paraná","Curitiba","-49.241","-25.4492","-49.2410","-25.4492","EFC014496",NA,"2015","11","20","200","Capão do Cifloma","905","905","Arvoreta de sub-bosque de Floresta Ombrófila Mista Aluvial; botões florais alvos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2019-12-09 17:30:23-03","UFPR","EFC","14980","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Blum, C.T.","Blum, C.T.","2015","12","03","Brasil","Paraná","Curitiba","-49.24","-25.448","-49.2400","-25.4480","EFC014980",NA,"2015","12","03","2398","Capão do Cifloma","923","923","Arvoreta 4,5 m alt.; botões e flores brancas; Floresta Ombrófila Mista Montana, estágio médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2019-11-13 11:26:45-03","USP","SPF","191194","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","Giaretta, A","Andrade, S","1966","07","14","Brasil","Rio de Janeiro","Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"SPF00191194",NA,"2016","06",NA,"s.n.","Parque Nacional do Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"353","2019-11-13 11:26:45-03","USP","SPF","200098","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","Anônimo","Farney, C","2001","12","03","Brasil","Rio de Janeiro","São Pedro da Aldeia","-42.1027984619141","-22.8391990661621",NA,NA,"SPF00200098",NA,NA,NA,NA,"4452","Serra de Sapiatiba","280","300",NA,NA,NA,NA,NA,NA,NA,"20879","auto",NA,NA,NA,NA,NA,NA,NA
"354","2019-11-13 11:26:45-03","USP","SPF","67443","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Mattos) Mattos","Giaretta, A","Mattos, J","1966","09","30","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"SPF00067443",NA,"2016","06",NA,"13900","Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA
"355","2019-11-13 11:26:54-03","USP","SPF","204768","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata regnelliana","(O.Berg) Landrum","Anônimo","Quinet, A","1999","06","16","Brasil","Rio de Janeiro","Itatiaia","-44.566667","-22.25","-44.566667","-22.25","SPF00204768",NA,NA,NA,NA,"248","Parque Nacional do Itatiaia","2200","2200",NA,NA,NA,NA,NA,NA,"regnelliana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-11-13 11:26:54-03","USP","SPF","204766","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata regnelliana","(O.Berg) Landrum","Lima, WG","Silva Neto, SJ","2002","11","26","Brasil","Rio de Janeiro","Itatiaia","-44.566667","-22.25","-44.566667","-22.25","SPF00204766",NA,NA,NA,NA,"1726","Parque Nacional do Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA,"regnelliana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2019-11-13 11:26:54-03","USP","SPF","204764","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata regnelliana","(O.Berg) Landrum","Anônimo","Braga, JMA","1996","12","03","Brasil","Rio de Janeiro","Itatiaia","-44.566667","-22.25","-44.566667","-22.25","SPF00204764",NA,NA,NA,NA,"3698","Parque Nacional do Itatiaia","2100","2100",NA,NA,NA,NA,NA,NA,"regnelliana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2019-11-13 11:26:54-03","USP","SPF","122745","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata regnelliana","(O.Berg) Landrum","Kawasaki, ML; Landrum, LR","Kummrow, R","1994","01","21","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"SPF00122745",NA,"1995",NA,NA,"3371","Serra do Araçatuba",NA,NA,NA,NA,NA,NA,NA,NA,"regnelliana","41937","auto",NA,NA,NA,NA,NA,NA,NA
"359","2019-11-13 11:26:54-03","USP","SPF","122155","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, FCS","Franciosi, ERN","1996","12","16","Brasil","São Paulo","Cunha","-44.993333","-23.245833","-44.993333","-23.245833","SPF00122155",NA,"2019","05",NA,"18","Estação Experimental da Serra do Mar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-11-13 11:26:54-03","USP","SPF","199703","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Wagner, MA","Vieira, FCS","2007","12","20","Brasil","Santa Catarina","Garuva","-48.9561","-26.0136","-48.9561","-26.0136","SPF00199703",NA,"2015","10","23","2027","Serra do Quiriri","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2019-11-13 11:26:55-03","USP","SPF","199705","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, FCS","Vieira, FCS","2007","12","20","Brasil","Santa Catarina","Garuva","-48.9578","-26.0309","-48.9578","-26.0309","SPF00199705",NA,"2019","05",NA,"2017","Serra do Quiriri","1270","1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2019-11-13 11:26:55-03","USP","SPF","199707","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Vieira, FCS","Vieira, FCS","2007","12","21","Brasil","Santa Catarina","Garuva","-48.9617","-26.0401","-48.9617","-26.0401","SPF00199707",NA,"2019","05",NA,"2039","Serra do Quiriri","1270","1270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2019-11-13 11:26:54-03","USP","SPF","19225","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Hatschbach, G","Hatschbach, G","1978","12","05","Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"SPF00019225",NA,"1979","02",NA,"41922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"364","2020-12-02 09:07:31-03","UNITINS","HUTO","5625","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Malltos) Mattos","Sobral, M.","Cavalheiro, A.L.","1998","08","21","Brasil","Paraná","Congonhinhas","-50.5536003112793","-23.5510997772217",NA,NA,"HUTO005625",NA,"2009","07","31","s.n.","Fazenda Planalto",NA,NA,"Árvore cerca de 10 m de altura e 68 cm de DAP. Botões florais amarelos. Flores creme.",NA,NA,NA,NA,NA,NA,"24253","auto",NA,NA,NA,NA,NA,NA,NA
"365","2020-12-02 09:07:31-03","UNITINS","HUTO","5621","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","handroi","Eugenia handroi","(Malltos) Mattos","Sobral, M.","Cavalheiro, A.L.","1998","08","21","Brasil","Paraná","Congonhinhas","-50.5536003112793","-23.5510997772217",NA,NA,"HUTO005621",NA,"2009","07","31","s.n.","Fazenda Planalto",NA,NA,"Árvore cerca de 9 m de altura, e 65 cm de DAP. Botões florais e flores amarelo-claros",NA,NA,NA,NA,NA,NA,"24253","auto",NA,NA,NA,NA,NA,NA,NA
"366","2021-03-25 13:52:51-03","UNIVILLE","JOI","3383","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","F.C.S.Vieira","F.C.S. Vieira","2005","09","07","Brasil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"JOI003383","JOI003383","2020","02","14","1297","Serra Quiriri.","1200","1200","; HABITAT: mata nebular; HABITO: arvoreta, terrestre",NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA,NA,NA
