"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","imagecode","scientificNameAuthorship","continentOcean","verbatimLongitude","verbatimLatitude"
"1","2020-11-04 12:17:40-03","ESALQ","ESA","41295","PreservedSpecimen","Plantae","Magnoliophyta","Orobanchaceae","Agalinis","itambensis","Agalinis itambensis","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21114.0","1998","04","07","Brasil","Minas Gerais","Santo Antônio do Itambé","-43.3067016601562","-18.465799331665","19014","ESA041295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-11-04 12:17:40-03","ESALQ","ESA","21714","PreservedSpecimen","Plantae","Magnoliophyta","Orobanchaceae","Agalinis","itambensis","Agalinis itambensis","Furlan, A. et al.",NA,"1982","04","05","Brasil","Minas Gerais","Santo Antônio do Itambé","-43.3067016601562","-18.465799331665","19014","ESA021714","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2020-11-04 12:17:40-03","ESALQ","ESA","77971","PreservedSpecimen","Plantae","Magnoliophyta","Orobanchaceae","Agalinis","itambensis","Agalinis itambensis","Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.","28473.0","2002","02","26","Brasil","Minas Gerais","Santo Antônio do Itambé","-43.3067016601562","-18.465799331665","19014","ESA077971","auto","Souza, V.C.","2002","01","01","Caminho para o Pico do Itambé. Campo rupestre","1500","1500","Subarbusto a arbusto, 40-100 cm alt.; corola rósea com parte inferior alva. Entre rochas.","ESA077971",NA,NA,NA,NA
"4","2015-07-02 14:03:31-03","JBP","HPL","8490","S","Plantae",NA,"Orobanchaceae","Agalinis","itambensis","Agalinis itambensis","V.C. Souza, G. Romão et al.","28473","2002","02","26","Brasil","MG","Santo Antônio do Itambé","-43.3067","-18.4658","19014",NA,"auto","V.C. Souza","2002","02","26","Coletado no caminho para o Pico do Itambé; em área de campo rupestre e entre rochas (1500-2000m.s.m.)",NA,NA,NA,NA,NA,NA,NA,NA
"5","2015-07-02 14:03:31-03","JBP","HPL","8491","S","Plantae",NA,"Orobanchaceae","Agalinis","itambensis x angustifolia?","Agalinis itambensis x angustifolia?","V.C. Souza, G. Romão et al.","28488","2002","02","26","Brasil","MG","Santo Antônio do Itambé","-43.3067","-18.4658","19014",NA,"auto","V.C. Souza","2002","02","26","Coletado no caminho para o Pico do Itambé; em área de campo rupestre e entre rochas (1500-2000m.s.m.)",NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-12-11 11:39:52-03","UFMG","BHCB","157464","PreservedSpecimen","Plantae","Dicotyledon","Orobanchaceae","Agalinis","itambensis","Agalinis itambensis","Souza, FS","1593","2012","03","27","Brasil","Minas Gerais","Barão de Cocais","-43.515278","-19.887222",NA,NA,NA,NA,NA,NA,NA,"Serra do Garimpo, Morraria do Cambotas, Fazenda Campestre, campo rupestre.",NA,NA,"Arbusto 50cm, flores rosa",NA,"V.C.Souza & S.I.Elias","Southern America","-43.515278","-19.887222"
"7","2019-11-13 11:27:45-03","USP","SPF","23269","PreservedSpecimen","Plantae",NA,"Orobanchaceae","Agalinis","itambensis","Agalinis itambensis","Furlan, A","CFCR3062","1982","04","05","Brasil","Minas Gerais","Santo Antônio do Itambé","-43.35","-18.4",NA,"SPF00023269",NA,"Souza, VC","2012","04",NA,"Pico do Itambé","2050","2050",NA,"SPF00023269","V.C.Souza & S.I.Elias",NA,"-43.35","-18.4"
"8","2019-11-13 11:27:45-03","USP","SPF","154986","PreservedSpecimen","Plantae",NA,"Orobanchaceae","Agalinis","itambensis","Agalinis itambensis","Souza, VC","28473","2002","02","26","Brasil","Minas Gerais","Santo Antônio do Itambé","-43.3067016601562","-18.465799331665","19014","SPF00154986","auto","Souza, VC","2002",NA,NA,"Pico do Itambé","1500","2000",NA,"SPF00154986","V.C.Souza & S.I.Elias",NA,NA,NA
