"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","typeStatus","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00861934","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","G. Davidse","10591","1976","02","25","South America","Brazil","Minas Gerais",NA,"19 km NE of the intersection of highways 381 and 459 (ca. 12 km SW of Sao Goncalo do Sapucai)",NA,NA,"870","870","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861934","NY00861934_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-01 11:16:00-02","NY","NYBG","00861937","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Mnesithea","aurita","Mnesithea aurita",NA,"M. A. Chase","11784","1930","04","05","South America","Brazil","Mato Grosso",NA,"Santa Rita do Araguaya, on Rio Araguaya",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938346' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861937","NY00861937_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","651071","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","P. K. H. Dusén","7806","1909","03",NA,"South America","Brazil","Paraná",NA,"Rio da Terra Vermelha",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00651071","NY00651071_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","763791","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","H. S. Irwin","31612","1971","03","05","South America","Brazil","Bahia",NA,"Valley of the Rio das Ondas. Ca. 4 km. N of Barreiras, road to Santa Rita da Cassia",NA,NA,"550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269117' target='other'> <mi>dwc_moreinfo</mi></a>","NY00763791","NY00763791_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-30 02:19:00-03","NY","NYBG","1166229","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Mnesithea","aurita","Mnesithea aurita",NA,"M. J. G. Hopkins","859","1986","06","19","South America","Brazil","Roraima","Alto Alegre","Ilha de Maracá. SEMA Estação.-ILha de Maracá. SEMA Estação. Damp open marsh in front of Estação.","-61.333333","3.366667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401642' target='other'> <mi>dwc_moreinfo</mi></a>","NY01166229","NY01166229_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-01 11:16:00-02","NY","NYBG","00861936","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Mnesithea","aurita","Mnesithea aurita",NA,"M. A. Chase","8726","1925","03","05","South America","Brazil","Minas Gerais",NA,"Lavras",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861936","NY00861936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","651072","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","Ruprecht","2137",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269119' target='other'> <mi>dwc_moreinfo</mi></a>","NY00651072","NY00651072_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","651073","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","W. D. Clayton","4562","1965","02","07","South America","Brazil","São Paulo","Paraguaçú Paulista","Estaçao Florestal de Paraguaçu Paulista (6 km N of city on road to Bora)","-50.57","-22.28","500","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=269121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00651073","NY00651073_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:53:12-03","EAO","IAN","95041","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A.Camus","Hoock, J","s.n.","1957","02","09",NA,"Guiana Francesa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN095041",NA,"Hoock, J","1957","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:53:35-03","EAO","IAN","100303","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Manisuris","aurita","Manisuris aurita","(Steud.) Henr.","Archer, WA","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN100303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:16:50-03","NBC","NL-BOTANY","U.1497690","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A.Camus","Renvoize SA; Cope TA; Beck S",NA,"1981","03","22","Southern America","Bolivia",NA,NA,"Santa Cruz, Andres Ibanez, large sand dunes south of the town.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1497690 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1497690","NL-U1497690",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:16:50-03","NBC","NL-BOTANY","U.1497747","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A.Camus","!",NA,"1962","02","22","Southern America","French Guiana",NA,NA,"route de Kourou 11cm km, Suit de la route.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1497747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1497747","NL-U1497747",NA,NA,NA,NA,"Magnoliopsidae","U 0208844",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:16:50-03","NBC","NL-BOTANY","U.1497749","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A.Camus","Harley RM; et al.",NA,"1974","01","20","Southern America","Brazil",NA,NA,"Estado de Bahia, Serra do Rio de Contas.","-41.833333","-13.633333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1497749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1497749","NL-U1497749",NA,NA,NA,NA,"Magnoliopsidae",NA,"-41.833333","-13.633333",NA,NA,NA,NA,NA
"24","2020-02-08 10:18:18-03","NBC","NL-BOTANY","L 0421443","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","Balansa B",NA,"1876","11","19","Southern America","Paraguay","Paraguarí",NA,"Marais situees entre le Cerro-Hu et le Cerro San Tomas, pres de Paraguari",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200421443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0421443","NL-L0421443","Sosef MSM; Koning R de","1985","08","01","Magnoliopsidae","90894507",NA,NA,"type",NA,NA,NA,NA
"25","2020-02-08 10:18:18-03","NBC","NL-BOTANY","L 0421444","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","Balansa B",NA,"1876","11","19","Southern America","Paraguay","Paraguarí",NA,"Marais situees entre le Cerro-Hu et le Cerro San Tomas, pres de Paraguari",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200421444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0421444","NL-L0421444","Sosef MSM; Koning R de","1985","08","01","Magnoliopsidae","90894504",NA,NA,"type",NA,NA,NA,NA
"26","2020-02-08 10:18:18-03","NBC","NL-BOTANY","L.1276125","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","Fiebrig K",NA,"1908","12","01","Southern America","Paraguay",NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1276125 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1276125","NL-L1276125",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:18:18-03","NBC","NL-BOTANY","L.1276126","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","Balansa B",NA,"1881","03","01","Southern America","Paraguay",NA,NA,"4 Prairies marisagueses au pied der Gerrs San Thomas pres de Paraguase.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1276126 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1276126","NL-L1276126",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:19:57-03","NBC","NL-BOTANY","U.1525930","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Rottboellia","aurita","Rottboellia aurita","Steud.","Düsen P",NA,"1909","03","01","Southern America","Brazil",NA,NA,"Rio da Terra Vermelha, in declivi campestri.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1525930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1525930","NL-U1525930",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-19 10:24:47-03","CPAP","CPAP","17027","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A.Camus","Pott, V. J.","3394","1998","04","17",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 9; baía 77","-56.65","-18.983333","90","90",NA,"Erva aquática, ereta. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Ocasional. AMBIENTE: Ilha flutuante (baceiro) com Ludwigia nervosa, dominante. SUBSTRATO: solo com muita matéria orgânica. RELEVO: plano deprimido.",NA,NA,"J. A. Valls","1998","08","13",NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA
"30","2020-11-19 10:24:47-03","CPAP","CPAP","2104","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A.Camus","Pott, A.","2185","1986","05","21",NA,"Brasil","MS","Coxim","Fazenda Santa Rosa; Sub-região do Paiaguás; Pantanal - invernada do Formoso","-55.175","-17.909167","167","167",NA,"Erva cespitosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Campo úmido próximo a uma lagoa temporaria - área subpastejada. SUBSTRATO: solo arenoso com superfície escura. RELEVO: plano.",NA,NA,"A. Pott",NA,NA,NA,NA,NA,"55°10'30'' W","17°54'33'' S",NA,NA,NA,NA,NA
"31","2020-11-19 10:24:47-03","CPAP","CPAP","11136","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A.Camus","Schessl, M.","1102921001d","1992","02","11",NA,"Brasil","MT","Poconé","Rodovia estadual nº50, (Poconé-Porto Cercado) Km 52,7","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA
"32","2020-11-19 10:24:52-03","CPAP","CPAP","2166","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","Pott, A.","2245","1986","06","10",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.65","-18.983333","90","90",NA,"Erva cespitosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Campo de beira de lagoa. Com Imperata tenuis. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA
"33","2019-02-15 11:47:34-02","IPA","IPA","21588","S","Plantae","Plantae",NA,"Poaceae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A. Camus","Harley, R.M.","15338","1974","01","20","Southern America","Brasil","Bahia",NA,"Serra do Rio de Contas, By the waterfall of the Rio Brumado just North of Livramento Brumado. Disturbed ground and mixed woodland with stream.This plant growing in very damp places.","-41.833333","-13.633333","460","460",NA,"Straggling perennial grass.","IPA0021588",NA,"Renvoize, S.A.","1974",NA,NA,NA,NA,"-41.833333","-13.633333",NA,NA,NA,NA,NA
"34","2020-12-20 21:19:00-03","UFV","VIC","3011","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef.","Chase, A.","11217","1930","03","14",NA,"Brasil","Minas Gerais","Uberlândia","Entre Sucupira e Ômega, sul de Uberlândia, Campo úmido proximo do Rio Uberabinha.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Ereta.","VIC003011","VIC003011",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA
"35","2020-12-20 21:19:00-03","UFV","VIC","3009","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef.","Chase, A.","10407","1929","12","27",NA,"Brasil","Minas Gerais","Diamantina","Serra de Santo Antônio, Campo aberto. Solo arenoso úmido.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Ereto.","VIC003009","VIC003009",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA
"36","2021-04-07 11:47:16-03","UFMS","CGMS","13611","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A.Camus","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6949","2004","04","04",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Potreiro do Sucuriú, próximo à sede.","-53.1922222","-19.0230556","530","530",NA,"Habitat: Brejo com água corrente ao longo de pequeno córrego. Solo hidromórfico arenoso. Relevo inclinado. Habito: Erva aquática anfíbia. 1,50-1,70 m de altura. Freqüente.","CGMS1043058",NA,"J.F.M. Valls",NA,NA,NA,NA,NA,"-53,1922222","-19,0230556",NA,NA,NA,NA,NA
"37","2021-04-07 11:47:16-03","UFMS","CGMS","14187","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A.Camus","A. Sciamarelli; A. Cavalcante; C.S.C. Arruda; F.G. Kuhn","1782","2004","04","18",NA,"Brasil","Goiás","Itajá",NA,"-51.0891666","-19.3047222",NA,NA,NA,"Planta apresentando fase fenológica de floração. Heliófita; higrófita; hidrófita. Habitat: Borda e interior de mata. Relevo ondulado sem drenagem. Habito: Erva.","CGMS1043648",NA,"A. Pott","2006","02","17",NA,NA,"-51,0891666","-19,3047222",NA,NA,NA,NA,NA
"38","2021-04-07 11:47:16-03","UFMS","CGMS","70864","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A.Camus","V.J. Pott; S.N. Moreira; A. Pott","10769","2010","01","08",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Fazenda Modelo da Embrapa Gado de Corte; varjão próximo à ferrovia.","-54.7916666","-20.5597222","512","512",NA,NA,"CGMS1103361",NA,"V.J. Pott","2010","01","08",NA,NA,"-54,7916666","-20,5597222",NA,NA,NA,NA,NA
"39","2021-04-07 11:47:16-03","UFMS","CGMS","21113","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Coelorachis","aurita","Coelorachis aurita","(Steud.) A.Camus","A. Guglieri; F.J.M. Caporal","1096","2006","06","25",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Centro da cidade.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1050515",NA,"A. Guglieri","2009","05","01",NA,NA,NA,NA,NA,"161190","auto",NA,NA
"40","2021-04-07 11:47:32-03","UFMS","CGMS","24685","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","H.C. Vinci-Carlos; R.M. Chiaravalloti","331","2008","10","25",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3966666","-20.5847222","554","554",NA,"Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Comum. Habito: Erva cespitosa ereta. 0,80 m de altura.","CGMS1054132",NA,"V.J. Pott",NA,NA,NA,NA,NA,"-54,3966666","-20,5847222",NA,NA,NA,NA,NA
"41","2021-04-07 11:47:32-03","UFMS","CGMS","46808","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","B.A. Coutinho; A.L. Simal; P.P. Vaz; V.H.S. Brito; V.J. Pott","8","2014","11","27",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Porteira- 26 Km do ACAMBAPI.","-55.6955555","-20.4616667","165","165",NA,"Flor verde. Fruto ausente. Habitat: Vereda com ausência de Buriti, Cerrado antropizado. Habito: Planta aquática emergente, perene.","CGMS1076780",NA,NA,"2020",NA,NA,NA,NA,"-55,6955555","-20,4616667",NA,NA,NA,NA,NA
"42","2021-04-07 11:47:32-03","UFMS","CGMS","71705","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","J.V. Gonzalez; W.L.C. Tabosa, D.P.F.L. Maidana, V.J. Pott.","612","2018","10","31",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Marambaia. Lagoa. Parque Nacional da Serra da Bodoquena.","-56.7075","-20.9644444","666","666",NA,"Fruto verde Habitat: Lagoa Habito: Planta Anfíbia","CGMS1104508",NA,"V.J. Pott","2018","10","31",NA,NA,"-56,7075","-20,9644444",NA,NA,NA,NA,NA
"43","2021-04-07 11:47:32-03","UFMS","CGMS","55410","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","V.J. Pott; A. Pott","11045","2011","02","11",NA,"Brasil","Mato Grosso do Sul","Inocência","Fazenda Buriti, ao longo do Córrego São Pedro.","-54.1288889","-20.0272223","315","315",NA,"Habitat: Brejo arbustivo, alagável, antropizado ao longo de estrada, com buriti. Solo arenoso. Relevo plano. Habito: Erva anfíbia de 1,60 m de altura. Ocasional.","CGMS1085378",NA,NA,"2020",NA,NA,NA,NA,"-54,1288889","-20,0272223",NA,NA,NA,NA,NA
"44","2021-04-07 11:47:32-03","UFMS","CGMS","49813","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Mnesithea","aurita","Mnesithea aurita","(Steud.) de Koning & Sosef","V.J. Pott; S.N. Moreira; A. Pott","11009","2010","09","17",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo, Embrapa, varjão próximo à ferrovia Campo Grande - Ponta Porã.","-54.7922222","-20.5594444","514","514",NA,NA,"CGMS1079744",NA,"V.J. Pott",NA,NA,NA,NA,NA,"-54,7922222","-20,5594444",NA,NA,NA,NA,NA
