"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","identifiedBy","imagecode","order","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","continentOcean","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","class","relatedCatalogItem"
"43","2019-08-16 08:38:57-03","UTFPR","HCF","27460","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","G. Hatschbach","65253","1996","07","07","Brasil","ES","Alfredo Chaves","Estrada São Bento de Urânia","-40.749698638916","-20.6350002288818","32447","árvore, 5 m, flor creme, látex creme. Encosta do morro. Solo arenoso com vegetação baixa. Alt.: 900-1000 m.",NA,"auto",NA,"V. Bittrich",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:20:56-03","MBM","MBM","236525","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","A. Gomes da Silva & B. Weinberg","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","69071","1999","05","16","Brazil","Espírito Santo","São Bento de Urânia","Estrada São Bento de Urânia - Alfredo Chaves",NA,NA,NA,NA,"MBM236525",NA,NA,"Bittrich, V.","MBM236525",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:20:56-03","MBM","MBM","201007","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","A. Gomes da Silva & B. Weinberg","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","65523","1996","07","07","Brazil","Espírito Santo","Alfredo Chaves","Estrada para São Bento de Urânia - Castelinho","-40.749698638916","-20.6350002288818","32447",NA,"MBM201007","auto",NA,"Bittrich, V.","MBM201007",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"46","2020-10-01 14:22:11-03","JBB","HEPH","17884","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","Hatschbach, G","69071","1999","05","16","Brasil","Espírito Santo","Alfredo Chaves","Rodovia para São Bento de Urânia a Alfredo Chaves","-40.749698638916","-20.6350002288818","32447",NA,NA,"auto","Dicotyledon","Bittrich, V",NA,"Malpighiales",NA,NA,"2001","Southern America",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:34:36-03","UFMG","BHCB","70853","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Hatschbach, G","69071",NA,NA,NA,"Brasil","Espírito Santo","Alfredo Chaves",NA,"-40.749698638916","-20.6350002288818","32447",NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:34:36-03","UFMG","BHCB","70729","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Hatschbach, G","65253",NA,NA,NA,"Brasil","Espírito Santo","Alfredo Chaves",NA,"-40.749698638916","-20.6350002288818","32447",NA,NA,"auto","Dicotyledon",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"49","2009-12-05 05:17:00-02","MO","MOBOT","3091599","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B. Weinb.","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 69071","1999",NA,NA,"Brazil","Espírito Santo",NA,"Estrada São Bento de Urânia á Alfredo Chaves (Mun. Alfredo Chaves).",NA,NA,NA,NA,NA,NA,NA,"Volker Bittrich",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"50","2009-12-05 05:17:00-02","MO","MOBOT","3091816","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B. Weinb.","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 65253","1996",NA,NA,"Brazil","Espírito Santo",NA,"Estrada São Bento de Urânia a Castelinho (Mun. Alfredo Chaves).",NA,NA,NA,NA,NA,NA,NA,"V. Bittrich",NA,NA,"900.00000000","1000.00000000",NA,"South America",NA,NA,NA,NA,NA,NA,NA
"51","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","10943",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","V. Demuner; E. Bausen & W. Pizziolo","32","1999","09","28","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arvore 17m de altura com botões e flor bege com látex amarelo.","MBML010943",NA,NA,"Ary Gomes da Silva","MBML010943",NA,NA,NA,"2007",NA,"12","40W31'49","19S58'17","27",NA,NA,NA
"52","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","21568",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","G. Hatschbach; et al","69071","1999","05","16","Brasil","Espírito Santo","Alfredo Chaves","Estrada São Bento de Urânia a Alfredo Chaves","-40.917222","-20.471667",NA,"Arvoreta, 4m, flor creme, base interna vermelho-pinhão. Mata baixa de solo arenoso. Encosta do morro.","MBML021568",NA,NA,"Volker Bittrich/2001","MBML021568",NA,NA,NA,NA,NA,NA,"40W55'2","20S28'18",NA,NA,NA,NA
"53","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","21894",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","A. M. Assis; et al","927","2003","07","16","Brasil","Espírito Santo","Santa Teresa","Serra do Gelo, nascente do Rio Sta. Maria do Rio Doce","-40.763742","-19.979825",NA,"Arbusto 3,0m alt. Látex albo, flores brancas. Formação arbustiva alagada. Expedição Científica Comitê Bacia do Rio Sta Mª Rio Doce","MBML021894",NA,NA,"Ary Gomes da Silva","MBML021894",NA,NA,NA,"2007",NA,"12","40W45'49,47","19S58'47,37","27",NA,NA,NA
"54","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","26269",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1663","2006","01","18","Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333",NA,"Arbusto 4m, frutos verdes, latescentes. Solo raso, sobre rocha, (Cruzeiro a gruta).","MBML026269",NA,NA,".: V. Demuner & L.F.S. Magnago","MBML026269",NA,"150","150","2006",NA,"02","40W33'4","19S20'54","08",NA,NA,NA
"55","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","26427",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","V. Demuner; T. Cruz, M. Belizário, Elias Bausen, Jaqueline","2163","2006","03","30","Brasil","Espírito Santo","Santa Leopoldina","Bragança, Rancho Chapadão, Prop.: João Emilio","-40.546389","-20.123056",NA,"Arvoreta de 6m, hemepífita frutos maduros abertos. Interior de mata.","MBML026427",NA,NA,"V. Demuner & L.F.S. Magnago","MBML026427",NA,"280","280","2006",NA,"03","40W32'47","20S7'23","30",NA,NA,NA
"56","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","27150",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2602","2006","07","13","Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333",NA,"Arvoreta 5m, botões florais verdes, látex branco. Afloramento rochso, leve camada de solo.","MBML027150",NA,NA,"V. Demuner & L.F.S. Magnago, 13-jul-06","MBML027150",NA,"150","150","2006",NA,"07","40W33'4","19S20'54","13",NA,NA,NA
"57","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","28191",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","R. C. Britto","64","2006","01","11","Brasil","Espírito Santo","Santa Teresa","Alto Santo Antônio","-40.575556","-19.887222",NA,"Arvore com 9m de altura. Frutos verdes, com apêndices no ápice violáceos, látex branco.","MBML028191",NA,NA,"V. Demuner & R. C. Britto/28-08-2006","MBML028191",NA,NA,NA,NA,NA,NA,"40W34'32","19S53'14",NA,NA,NA,NA
"58","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","31557",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","R.R. Vervloet; T. Wendt","2611","2004","03","04","Brasil","Espírito Santo","Santa Teresa","REBIO Augusto Ruschi","-40.553056","-19.9075",NA,"Árvore 6m, frutos imaturos de cor verde.","MBML031557",NA,NA,"L.C. Marinho/2014","MBML031557",NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA
"59","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","31642",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","3449","2007","09","12","Brasil","Espírito Santo","Marilândia","Pedra do Cruzeiro. Aguilar","-40.551111","-19.348333",NA,"Árvore 5m, flores com cálice de cor verde e corola de cor amarelo claro. Látex amarelo.","MBML031642",NA,NA,"V. Demuner & R. R. Vervloet 11/09/2007","MBML031642",NA,"200","200","2007",NA,"09","40W33'4","19S20'54","11",NA,NA,NA
"60","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","7187",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","L. D. Thomaz","1843",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Não amostrada, fora da mata, látex amarelo, com botão, +- 2.5m.","MBML007187",NA,NA,"F. Z. Saiter/05-2006","MBML007187",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"61","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","7303",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","L. D. Thomaz","1697","1995","02","01","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Não amostrada, na saída da área 2, sobre pedra. Látex creme, fruto-vinoso. Altura 5m.","MBML007303",NA,NA,"Volker/1995","MBML007303",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"62","2020-07-10 09:46:23-03","MBML","MBML-HERBARIO","8066",NA,"Plantae","Guttiferae","Clusia","aemygdioi","Clusia aemygdioi","A.Gomes da Silva & B.Weinberg","L. Kollmann; E. Bausen & W. Pizziolo","1101","1998","11","25","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Mata de encosta. Epifíta caída. Frutos verdes.","MBML008066",NA,NA,"Ary Gomes da Silva/2007","MBML008066",NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"63","2020-06-15 15:30:00-03","UNESP-RC","HRCB","24411","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Thomaz, L.D.","1697","1995","02","01","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","Não amostrada, na saída da área 2, sobre pedra. Látex creme, fruto verde-vinoso. Altura 5 m.",NA,"auto",NA,"Volker",NA,NA,"650","650","1995",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 11:54:44-03","UFPE","UFP","7432","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B. Weinb.","Weinberg, B","3252","1985","08","20","Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863","48150","Em barranco argiloso recoberto por remanescente de mata úmida. Flores de cálice esverdeado; corola amarelada com a face interna da unha das pétalas em cor vermelha brilhante. Gomorresina branco-amarelada.; Em barranco argiloso recobert","UFP007432","auto",NA,"Weinberg, B","UFP007432","Malpighiales",NA,NA,"1985",NA,"08",NA,NA,"20","holotype",NA,NA
"65","2020-09-25 10:42:25-03","UFPE","UFP","7431","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B. Weinb.","Silva, AG; Weinberg, B","1229","1985","07","15","Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863","48150","Árvore ca. 5m de altura. Capsula septcida com anel de estaminódio persistente e aderido a base do fruto. Estaminódios com disposição radial.&nf;; Capoeira de reconstituição sobre terreno argiloso.","UFP007431","auto",NA,"Silva, AG",NA,"Malpighiales",NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 11:54:44-03","UFPE","UFP","7430","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B. Weinb.","Silva, AG; Weinberg, B","12303250","1985","08","05","Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863","48150","Árvore aprox. 5m de altura; Flores de cálice esverdeado; corola marelada com a face interna da unha das pétalas em cor vermelha brilhante. Sinândrio amarelado, cônico. Gomorresina branco amarelada.; Barranco argiloso em Mata úmida.","UFP007430","auto",NA,"Silva, AG; Weinberg, B","UFP007430_01","Malpighiales",NA,NA,"1985",NA,"08",NA,NA,"05","isotype",NA,NA
"67","2021-03-01 11:54:44-03","UFPE","UFP","7429","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B. Weinb.","Silva, AG; Weinberg, B","12313251","1985","08","05","Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863","48150","Árvore aprox. 5m de altura. Flor com cálice esverdeado e corola de pétalas amareladas com a face interna da unha de cor vermelha brilhante. Anel de estaminódios de cor vinosa rodeando a base do gineceu secretando uma discreta camada de","UFP007429","auto",NA,"Silva, AG",NA,"Malpighiales",NA,NA,"1985",NA,NA,NA,NA,NA,"paratype",NA,NA
"68","2019-11-13 11:17:56-03","USP","SPF","135006","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Assis, MC","582","1999","02","14","Brasil","Espírito Santo",NA,"Santa Maria.",NA,NA,NA,NA,"SPF00135006",NA,NA,"Alencar, AC",NA,NA,NA,NA,"2019",NA,"06",NA,NA,NA,NA,NA,NA
"69","2019-11-13 11:17:56-03","USP","SPF","153267","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Hatschbach, G","69071","1999","05","16","Brasil","Espírito Santo","Alfredo Chaves",NA,"-40.749698638916","-20.6350002288818","32447",NA,"SPF00153267","auto",NA,"Bittrich, V",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-13 11:17:56-03","USP","SPF","150618","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Hatschbach, G","65253","1996","07","07","Brasil","Espírito Santo","Alfredo Chaves",NA,"-40.749698638916","-20.6350002288818","32447",NA,"SPF00150618","auto",NA,"Bittrich, V",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-13 11:17:56-03","USP","SPF","224215","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Martinelli, G","420","1974","08","27","Brasil","Espírito Santo","Domingos Martins","Margens do Rio Jucu.","-40.6591987609863","-20.3633003234863","48150",NA,"SPF00224215","auto",NA,"Bittrich, V",NA,NA,"500","500","2008",NA,"10",NA,NA,NA,NA,NA,NA
"72","2019-11-13 11:17:56-03","USP","SPF","98038","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Souza, V","308","1992","02","08","Brasil","Espírito Santo","Vargem Alta",NA,"-41.0069007873535","-20.6714000701904","27188",NA,"SPF00098038","auto",NA,"Bittrich, V",NA,NA,NA,NA,"2002",NA,"12",NA,NA,NA,NA,NA,NA
"73","2019-10-07 09:30:05-03","UEFS","HUEFS","64730","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Hatschbach, G.","69071","1999","05","16","Brasil","Espírito Santo","Alfredo Chaves","Estrada São Bento de Urânia à Alfredo Chaves.","-40.749698638916","-20.6350002288818","32447","Mata baixa de solo arenoso. Encosta do morro.","HUEFS0064730","auto","Angiospermae",NA,"HUEFS0064730","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"74","2020-07-23 12:03:05-03","CEPLAC","CEPEC","140945","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi",NA,"Marinho, L.C.","750","2014","02","23","Brasil","Espírito Santo","SANTA TERESA","Antiga Cachoeira do Country Club, trilha ao lado esquerdo da cachoeira.","-40.636389","-19.925",NA,"Tratado com álcool.",NA,NA,NA,"L. C. Marinho",NA,NA,NA,NA,NA,NA,NA,"40W38'11","19S55'30",NA,NA,NA,NA
"75","2020-07-23 12:03:05-03","CEPLAC","CEPEC","91831","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi",NA,"G. Hatschbach","69071","1999","05","16","Brasil","Espírito Santo","alfredo chaves","Estrada São Bento de Urânia a Alfredo Chaves.","-40.749698638916","-20.6350002288818","32447",NA,NA,"auto",NA,"V. Bittrich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001"
"76","2020-07-23 12:03:05-03","CEPLAC","CEPEC","93936","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi",NA,"G. Hatschbach","65253","1967","08","09","Brasil","Espírito Santo","alfredo chaves","Estrada São Bento de Urânia a Castelinho.","-40.749698638916","-20.6350002288818","32447",NA,NA,"auto",NA,"V. Bittrich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001"
"77","2020-07-23 12:03:05-03","CEPLAC","CEPEC","129095","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi",NA,"G. Martinelli","420",NA,NA,NA,"Brasil","Espírito Santo","domingos martins",NA,"-40.6591987609863","-20.3633003234863","48150","<ll>dwc_commonname:</ll>",NA,"auto",NA,"V. Bittrich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-07-23 12:03:05-03","CEPLAC","CEPEC","140987","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi",NA,"Marinho, L.C.","797","2014","02","25","Brasil","Espírito Santo","SANTA TERESA","Estação Ecológica de Santa Lúcia. Trilha do túmulo do Augusto Ruschi.","-40.6002998352051","-19.9356002807617","23813","Tratado com álcool. Foto.",NA,"auto",NA,"L. C. Marinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-04 15:46:50-03","IF","SPSF","30857","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi",NA,"G. Hatschbach","69071","1999","05","16","Brasil","ES","Alfredo Chaves","mata baixa","-40.749698638916","-20.6350002288818","32447","COLETA: XLS: SPSFAntigo; GEOGRAFIA: encosta de morro&nf;;",NA,"auto","Magnoliophyta",NA,NA,"Theales",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,"Magnoliopsida",NA
