"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","previousCatalogNumber","individualCount","typeStatus","fieldNumber"
"106","2020-11-04 11:11:49-03","ESALQ","ESA","3007","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow",NA,"Pacca, S.A.","1984","05","05","Brasil","São Paulo","Serra Negra",NA,"-46.7000007629395","-22.6100006103516",NA,NA,NA,NA,NA,"ESA003007","ESA003007",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"12188","auto",NA,NA,NA,NA,NA,NA,NA
"107","2020-11-04 11:11:49-03","ESALQ","ESA","51264","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens",NA,"Lopes, J.M.","Lopes, J.M.","2004","12","10","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA051264","ESA051264",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"108","2020-11-04 11:11:49-03","ESALQ","ESA","522","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow","Capellari Jr., L.","Nepomuceno, O.",NA,NA,NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA000522","ESA000522",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"109","2020-11-04 11:11:49-03","ESALQ","ESA","130078","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","2013","02","26","Brasil","Rio de Janeiro","Resende","Fragmento 46 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa, com áreas de várzea no interior.","-22.4854","-44.6299","-22.4854","-44.6299","655","655","Erva","ESA130078",NA,"2013",NA,NA,"35281.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-11-04 11:11:49-03","ESALQ","ESA","40157","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","Chaddad Jr., J.","Ziller, S.R. ; Maschio, W.","1995","11","30","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"ESA040157","ESA040157",NA,NA,NA,"1060.0","Magnoliophyta",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"111","2020-11-04 11:11:49-03","ESALQ","ESA","78614","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow",NA,"Santos, P.M.O.","1933","10","19","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA078614","ESA078614",NA,NA,NA,"291.0","Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"112","2020-11-04 11:11:49-03","ESALQ","ESA","521","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow","Souza, V.C.","Hahn, C.","1981","10","01","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA000521","ESA000521",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"113","2020-11-04 11:11:49-03","ESALQ","ESA","119910","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens",NA,"Pequeno, C.S. & Aguiar, M.L.","Pequeno, C.S.","2007","10","16","Brasil","São Paulo","Piracicaba","ESALQ, ao lado do prédio Central.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA119910","ESA119910","2007","10","16","5.0","Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"114","2020-11-04 11:11:49-03","ESALQ","ESA","120094","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens",NA,NA,"Neto, J.A.L.","1997","08","01","Brasil","Rio de Janeiro","Duque de Caxias","Reserva da Petrobras, trilha ao redor da represa.","-43.3116989135742","-22.7856006622314",NA,NA,"50","50",NA,"ESA120094","ESA120094",NA,NA,NA,"645.0","Magnoliophyta",NA,NA,NA,"34388","auto",NA,NA,NA,NA,NA,NA,NA
"115","2020-11-04 11:11:49-03","ESALQ","ESA","130991","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","2013","02","21","Brasil","São Paulo","Jacareí","Fragmento 21 (TAV). Floresta ciliar em área de contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-23.3085","-46.098","-23.3085","-46.098","580","580","Erva","ESA130991",NA,"2013",NA,NA,"36194.0","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-11-04 11:11:49-03","ESALQ","ESA","72260","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow","Souza, V.C.","Tsuji, R.","2001","05","17","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA072260","ESA072260",NA,NA,NA,"4.0","Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"117","2020-11-04 11:11:49-03","ESALQ","ESA","123885","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens",NA,"Souza, V.C.","Souza, V.C. ; Flores, T.B.","2013","04","30","Brasil","São Paulo","Tapiraí","Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.","-47.5","-23.9599990844727",NA,NA,NA,NA,"Erva, ca. 1,2 m alt.; cálice e corola vermelho-vivo.","ESA123885","ESA123885","2013",NA,NA,"34986.0","Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA
"118","2020-11-04 11:11:49-03","ESALQ","ESA","51217","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens",NA,"Malkomes, P.G.","Malkomes, P.G.","2004","12","09","Brasil","São Paulo","Itu",NA,"-47.2900009155273","-23.2600002288818",NA,NA,NA,NA,NA,"ESA051217","ESA051217",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"22309","auto",NA,NA,NA,NA,NA,NA,NA
"119","2020-11-04 11:11:49-03","ESALQ","ESA","110502","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens",NA,"Menten, M. & Zanetti, M.",NA,"2008","11","12","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA110502","ESA110502","2008","11","12",NA,"Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"120","2021-01-14 15:32:55-03","MN","R","194303","PreservedSpecimen","Plantae","Phyllanthaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll. Arg.","Cordeiro,I.","Cordeiro, I.; Esteves, G.L.","1994","04",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1384",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"121","2021-01-14 15:31:20-03","MN","R","12418","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw.",NA,"Glaziou, A.F.M.","1870","02","04","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Plantas do Brasil Central","R000012418","R000012418_001",NA,NA,NA,"5934",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"122","2021-03-12 01:35:19-03","UFPI","TEPB","4036","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Schult.","RM Harley","A. Gehrt","1935","10","16","Brasil","São Paulo","São Paulo","Pinheiros","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arbusto cult., flor roxa <ll>dwc_commonname:</ll> Pau-Violeta",NA,NA,"2008","04","22",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"123","2015-07-02 14:02:26-03","JBP","HPL","12883","S","Plantae","Lamiaceae","Salvia","cf. splendens","Salvia cf. splendens",NA,NA,"A. Campos-Rocha & D.R.C. Ribeiro","2009","04","10","Brasil","SP","Iporanga","Coletado na propriedade de Douglas Ribeiro, próximo à sede secundária (alto da serra, entre juçaras); muito comum localmente. Material prensado em álcool.","-48.59","-24.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"331",NA,NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA,NA
"124","2015-07-02 14:02:27-03","JBP","HPL","3773","S","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.","H. Lorenzi","H. Lorenzi","1994","04","13","Brasil","SP","Nova Odessa","Coletada na Nova Plast.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,NA,"1994","04","13","1481",NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA,NA,NA,NA
"125","2019-12-19 08:08:10-03","FPS","FPS","1593","MachineObservation","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","Schwirkowski, P.","Schwirkowski, P.","2011","03","01","Brasil","Santa Catarina","São Bento do Sul","Rio Natal, linha férrea próxima à igreja","-49.298881","-26.358368","-49.298881","-26.358368",NA,NA,NA,"FPS01593","FPS01593_v01 FPS01593_v02 FPS01593_v03 FPS01593_v04 FPS01593_v05 FPS01593_v06 FPS01593_v07","2015","03","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-12-19 08:15:20-03","FPS","FPS","2366","MachineObservation","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","Funez, L.A.","Schwirkowski, P.","2016","08","07","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Estrada de Ferro próximo à Igreja de Rio Natal.","-49.29571","-26.357537","-49.29571","-26.357537",NA,NA,"<ll>dwc_commonname:</ll> Sálvia","FPS02366,FURB51915","FPS02366_v01 FPS02366_v02 FPS02366_v03 FPS02366_v04 FPS02366_v05 FPS02366_v06 FURB51915","2018","06","21","1809",NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 51915",NA,NA,NA,NA
"127","2019-12-19 08:15:20-03","FPS","FPS","3289","MachineObservation","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","Schwirkowski, P.","Schwirkowski, P.","2018","03","24","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Linha férrea, próximo à igreja de Rio Natal","-49.303748","-26.34687","-49.303748","-26.34687",NA,NA,"<ll>dwc_commonname:</ll> Sálvia","FPS03289,FURB59219","FPS03289_v01 FPS03289_v02 FPS03289_v03 FPS03289_v04 FPS03289_v05 FPS03289_v06 FURB59219","2018","03","24","2715",NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 59219",NA,NA,NA,NA
"128","2019-02-15 11:39:47-02","IPA","IPA","63747","S","Plantae","Euphorbiaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll. Arg.","Cordeiro, I.","Hoehne, F.C.","1932","06","16","Brasil","São Paulo","São Paulo","Nativa do Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore de mata. Flores alvas.","IPA0063747",NA,"1999","10",NA,"s.n.","Plantae",NA,"Southern America",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"129","2019-07-26 11:40:07-03","IPA","IPA","52294","S","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw. Search in The Plant","Hoehne, W.","Kuhlmann, M.","1933","09","27","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Cultivado na Faculdade de Farmácia.","IPA0052294",NA,NA,NA,NA,"52294","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-07-26 11:40:07-03","IPA","IPA","66526","S","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw. Search in The Plant","Bocage, A.","Rita Pereira; et al.; et al.","1992",NA,NA,"Brasil","Pernambuco","Taquaritinga do Norte",NA,"-36.0442008972168","-7.90305995941162",NA,NA,NA,NA,NA,"IPA0066526",NA,"1992",NA,NA,"66526","Plantae",NA,"Southern America",NA,"25558","auto",NA,NA,NA,NA,NA,NA,NA
"131","2019-02-15 11:40:48-02","IPA","IPA","65820","S","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw. Search in The Plant","Costa; Silva, M.B.","Brandão, D.; Mendes, F.; Marques, V.; Mendes, F.; Marques, V.","2002","05","19","Brasil","Pernambuco","Gravatá","Privê Toca do Vale","-35.5647010803223","-8.20110988616943",NA,NA,NA,NA,"Herbácea ca. 70cm de altura; flores roxeadas.","IPA0065820",NA,"2002","06",NA,"09","Plantae",NA,"Southern America",NA,"19146","auto",NA,NA,NA,NA,NA,NA,NA
"132","2019-02-15 11:40:48-02","IPA","IPA","4803","S","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw. Search in The Plant","Epling","Pickel, B.","1931","09","18","Brasil","Pernambuco","São Lourenço da Mata","Tapera, Campo Alegre.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,NA,"IPA0004803",NA,NA,NA,NA,"2771","Plantae",NA,"Southern America",NA,"21764","auto",NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:40:48-02","IPA","IPA","10162","S","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw. Search in The Plant",NA,"Pickel, B.","1941","08","28","Brasil","São Paulo","São Paulo","Chácara dos Morrinhos","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Cultivada.","IPA0010162",NA,NA,NA,NA,"5392","Plantae",NA,"Southern America",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"134","2019-08-27 13:30:20-03","IAP","PACA-AGP","6707","PreservedSpecimen","Plantae","Labiatae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","Emrich-Rambo","Rambo, B.","1940","11","18","Brasil","RS","Lageado","Santa Clara","-51.9613990783691","-29.4668998718262",NA,NA,NA,NA,"Habitat: in horto Fenofase: flor","PACA006707",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,"36738","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"135","2019-08-27 13:30:20-03","IAP","PACA-AGP","98424","PreservedSpecimen","Plantae","Labiatae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","B. Rambo","Sehnem, A.","1947",NA,NA,"Brasil","RS","Montenegro","São Salvador","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Cultivada.&nf;Está na coleção HASU.","PACA098424",NA,NA,NA,NA,"7539","Magnoliophyta","Lamiales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"136","2019-08-27 13:30:20-03","IAP","PACA-AGP","2051","PreservedSpecimen","Plantae","Labiatae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","Emrich-Rambo","Rambo, B.","1935","11","03","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: in horto Fenofase: flor","PACA002051",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"137","2019-08-27 13:30:20-03","IAP","PACA-AGP","25214","PreservedSpecimen","Plantae","Labiatae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","Emrich-Rambo","F. Theissen SJ","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: culta Fenofase: flor","PACA025214",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"138","2019-08-27 13:30:20-03","IAP","PACA-AGP","93617","PreservedSpecimen","Plantae","Labiatae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","C. Steffen","J. Larocca","1988","06","17","Brasil","RS","São Leopoldo","Novo Campus, Unisinos","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"HEDU 111&nf;Corola vermelha Habitat: Cultivado","PACA093617",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"139","2019-08-27 13:30:20-03","IAP","PACA-AGP","65109","PreservedSpecimen","Plantae","Labiatae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","C. Epling","Reitz, R.","1956","02","05","Brasil","SC","Ibirama",NA,"-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"HBR 14514 Habitat: caapoeira","PACA065109",NA,"1957",NA,NA,"2625","Magnoliophyta","Lamiales",NA,NA,"18533","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"140","2020-12-20 21:18:01-03","UFV","VIC","4251","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Ker Gawl.",NA,"Vidal, W.N.","1962","08","15","Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Erva terrestre , flor vermelha pouco freguente.","VIC004251",NA,NA,NA,NA,"131",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"141","2020-12-20 21:18:01-03","UFV","VIC","7759","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Ker Gawl.",NA,"Moura, L.S.; Vieira, M.F.","1982","12","22","Brasil","Minas Gerais","Viçosa","Jardim Botânico Campus UFV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Arbusto de flores com pétalas e sépalas vermelhas, cultivada para efeitos ornamentais.","VIC007759",NA,NA,NA,NA,"182",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"142","2020-12-20 21:18:01-03","UFV","VIC","12144","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Ker Gawl.",NA,"Carvalho A.F.;","1992","11","16","Brasil","Minas Gerais","Viçosa","Campus UFV- viveiro vila Gianetti","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Erva de ca 1 m, flores brancas.","VIC012144",NA,NA,NA,NA,"243",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"143","2020-12-20 21:18:01-03","UFV","VIC","16332","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Ker Gawl.",NA,"Carvalho A.F.;","1995","11","19","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Erva de ca 60 cm, flores vermelhas.","VIC016332",NA,NA,NA,NA,"361",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"144","2020-12-20 21:18:01-03","UFV","VIC","12145","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Ker Gawl.",NA,"Carvalho A.F.;","1992","11","16","Brasil","Minas Gerais","Viçosa","Campus UFV- viveiro vila Gianetti","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Erva de ca 1 m, flores roxas.","VIC012145",NA,NA,NA,NA,"244",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"145","2020-12-20 21:18:01-03","UFV","VIC","11753","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Ker Gawl.",NA,"Carvalho A.F.;","1992","09","14","Brasil","Minas Gerais","Viçosa","Campus UFV- viveiro vila Gianetti","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Erva de ca 1 m, flores vermelhas.","VIC011753",NA,NA,NA,NA,"161",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"146","2020-12-20 21:18:01-03","UFV","VIC","17450","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Ker Gawl.",NA,"Luci, B.V.","1994","11","06","Brasil","Minas Gerais","Viçosa","UFV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC017450",NA,NA,NA,NA,"51",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"147","2020-02-27 16:44:04-03","UFSC","CTBS","2357","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Schult.","Ferreira, G.M.P.","Souza, H.B.Z.","2012","08","24","Brasil","São Paulo","São Paulo","Parque Herculano de Freitas","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arbusto; Flores vermelhas.",NA,NA,"2012","04",NA,"12",NA,NA,NA,NA,"53584","auto",NA,NA,NA,"PMSP 14204",NA,NA,NA
"148","2019-11-21 14:37:49-03","UFJF","CESJ","17459","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"L. Krieger","1980","10","13","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"CESJ017459",NA,NA,NA,NA,"CESJ17459","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"149","2019-11-21 14:37:49-03","UFJF","CESJ","57546","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","B.E. Conde","B.E. Conde","2011","03","18","Brasil","Minas Gerais","Juiz de Fora","estrada União-Indústria, Km 90, margens do Rio Paraibuna","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Salvia de jardim. Na mata ciliar, ornamental.","CESJ057546","CESJ057546","2011","03","25","105","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"150","2019-11-21 14:37:49-03","UFJF","CESJ","25933","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"R.F. Novelino","1992","02","10","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"CESJ025933",NA,NA,NA,NA,"s.n.","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"151","2019-11-21 14:37:49-03","UFJF","CESJ","62992","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.","B.E. Conde","B.E. Conde","2013","05","15","Brasil","Minas Gerais","Santos Dumont","São Bento","-43.5525016784668","-21.4566993713379",NA,NA,NA,NA,"Herbácea de folhas ovadas, com longo pecíolo, de ápice aciculado, com bordas serrilhadas. Flores vermelhas.","CESJ062992",NA,"2013","05","20","268","Angiosperma",NA,"América do Sul",NA,"25699","auto",NA,NA,NA,NA,NA,NA,NA
"152","2021-04-07 11:45:11-03","UFMS","CGMS","39191","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Nees","K.K. Kita","M.C. Souza; L.F. Viana; D. Lachner","2007","02","14","Brasil","Paraná","Maringá","Parque do Ingá, canteiro 06. Doação HUEM.","-51.9166667","-23.4294445","-51,9166667","-23,4294445","530","530","Flor de coloração vermelha vistosa. Doação HUEM. Habito: Arbusto. 1,50m de altura.","CGMS1068573",NA,NA,NA,NA,"2105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-08-20 10:22:38-03","UNICAMP","UEC","66641","S","Plantae","Phyllanthaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","Cordeiro, I","Daniel, A","1971","06","10","Brazil","São Paulo","Campinas","nativo no Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arbusto até 2,5 metros","UEC096935","UEC096935","2012","08",NA,"s.n.","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"154","2019-08-20 10:22:38-03","UNICAMP","UEC","111589","S","Plantae","Phyllanthaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.",NA,"Hoehne, FC","1922","09","09","Brazil","São Paulo","São Paulo","Bosque da Saude","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"flor, Árvore da mata","UEC153745","UEC153745",NA,NA,NA,"s.n.","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"155","2019-08-20 10:22:38-03","UNICAMP","UEC","111551","S","Plantae","Phyllanthaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","Hoehne, FC","Gehrt, A","1919","04",NA,"Brazil","São Paulo","São Paulo","Jabaquara","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"flor, Árvore, flores alvas","UEC153748","UEC153748",NA,NA,NA,"s.n.","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"156","2021-03-01 16:37:40-03","UNICAMP","UEC","111553","S","Plantae","Phyllanthaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","Cordeiro, I","Hoehne, FC","1931","03","25","Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arvore da mata, flores dioicas.",NA,NA,"1999","10","20","s.n.","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"157","2019-08-20 10:22:38-03","UNICAMP","UEC","111555","S","Plantae","Phyllanthaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","Webster, GL","s/ coletor","1958","08","23","Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ori, Árvore número 38 da gleba estudo","UEC153746","UEC153746","1992","08",NA,"s.n.","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
