"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","class","sex"
"46","2020-06-29 09:31:54-03","UFRRJ","RBR","46331","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"H.C. Lima; P.F.F.P. Rodrigues, A.Q. Lobão, F.F. Negreiros, L.B. Nascimento, A.F.N. Brand, M. Iguatemy, R.P.N. Albuquerque, B.F. Borja","8708","2018","08",NA,"Brasil","Rio de Janeiro","Tinguá, Boa Esperança, ORBEL II, Módulo PPBio Mata Atlântica, Parcela 1. Floresta de encosta. Tinguá, Boa Esperança, ORBEL II, Módulo PPBio Mata Atlântica, Parcela 1. Floresta de encosta.",NA,NA,"RBR00046331","RBR00046331","S.J. Silva-Neto","07","Nova Iguaçu","-43.3975","-22.568056",NA,NA,"2018","11","08","43º23'51''W","22º34'5''S","266","266",NA,NA,NA,NA
"47","2020-06-29 09:31:54-03","UFRRJ","RBR","30003","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"A.T. Silva","s.n.","1991","12",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RBR00030003",NA,NA,"06","Angra dos Reis","-44.3180999755859","-23.0067005157471","32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-06-29 09:31:54-03","UFRRJ","RBR","33003","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"A.T. Silva","s.n.","1991","12",NA,"Brasil","Rio de Janeiro","Parque Estadual da Ilha Grande, Unidade amostral Cabituba 09/5.",NA,NA,"RBR00033003",NA,NA,"06","Angra dos Reis","-44.3180999755859","-23.0067005157471","32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-29 09:31:54-03","UFRRJ","RBR","15287","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"C.S.R. Pardo","136","1999","12",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, Trilha Primavera, 1020m de altitude aproximadamente",NA,NA,"RBR00015287",NA,"P. Germano-Filho","07","Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto","1999","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-06-29 09:31:54-03","UFRRJ","RBR","26288","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"S.J. Silva-Neto","5","1991","12",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Caminho de reunião à Barrelão. Reserva Biológica do Tinguá",NA,NA,"RBR00026288",NA,NA,"14","Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-06-29 09:31:54-03","UFRRJ","RBR","26290","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"M.M.S. Conde","451","1996","05",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada Barrelão - Reunião, beira da estrada. Reserva Biológica do Tinguá",NA,NA,"RBR00026290",NA,NA,"14","Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-06-29 09:31:54-03","UFRRJ","RBR","26285","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"H.C. Rodrigues; R.M.O. Souza, P.R.C. Farág, C.E.S. Zuma","s.n.","1994","12",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, linha 9. Reserva Biológica do Tinguá",NA,NA,"RBR00026285",NA,NA,"03","Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-06-29 09:31:54-03","UFRRJ","RBR","26287","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"H.C. Rodrigues; R.M.O. Souza, P.R.C. Farág, C.E.S. Zuma","s.n.","1994","12",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, linha 9. Reserva Biológica do Tinguá",NA,NA,"RBR00026287",NA,NA,"03","Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-06-29 09:31:54-03","UFRRJ","RBR","26286","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"H.C. Rodrigues; R.M.O. Souza, P.R.C. Farág, C.E.S. Zuma","s.n.","1994","12",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, linha 9. Reserva Biológica do Tinguá",NA,NA,"RBR00026286",NA,NA,"03","Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-06-29 09:31:54-03","UFRRJ","RBR","26289","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"I.M. Silva","355","1995","04",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada entre a represa do Barrelão e Reunião. Reserva Biológica do Tinguá",NA,NA,"RBR00026289",NA,NA,"17","Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-06-29 09:31:54-03","UFRRJ","RBR","38973","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"S.J. Silva-Neto; L.S. Sylvestre","38","1994","04",NA,"Brasil","Rio de Janeiro","REBIO Tinguá, Estrada para Boa-Esperança, antes para bifurcação para o Colomi. Reserva Biológica do Tinguá",NA,NA,"RBR00038973",NA,NA,"23","Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-06-29 09:31:54-03","UFRRJ","RBR","20906","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"D. Hottz; C.A.L. Oliveira, T.A. Amorim, A. Perse","35","2006","03",NA,"Brasil","Rio de Janeiro","Reserva Florestal da Vista Chinesa, Alto da Boa Vista; Estr. da Vista Chinesa, Km 2, Horto-FEEMA.",NA,NA,"RBR00020906",NA,"P. Germano-Filho","02","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","2006","04","13",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-06-29 09:31:54-03","UFRRJ","RBR","38972","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"S.J. Silva-Neto","921","1997","05",NA,"Brasil","Rio de Janeiro","Saracuruna, Reserva da Petrobras. Trilha ao redor da barragem, lado direito, interior de mata. 22°31#?#00'S, 43°14#?#00'W / 22°33#?#00'S, 43°16#?#00'W.",NA,NA,"RBR00038972",NA,"S.J. Silva-Neto","07","Duque de Caxias","-43.3116989135742","-22.7856006622314","34388","auto","1999","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:42:55-03","MBM","MBM","320033","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Pastore, J.A.; Moura, C.; Moura, C.","889","2001","01","Southern America","Brazil","São Paulo","Parque Estadual Xixová-Japuí, Região de Paranapuã",NA,"Árvore 4-5m altura, inflorescência esverdeada.; Na mata.","MBM320033","MBM320033","Ribas, O.S.","05","São Vicente","-46.371944","-23.976944",NA,NA,"2008",NA,NA,"-46.371944","-23.976944",NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:42:55-03","MBM","MBM","62025","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Silva, A.F.","8224",NA,NA,"Southern America","Brazil","São Paulo","Estação Experimental do Instituto Agronômico de Campinas",NA,NA,"MBM062025","MBM062025",NA,NA,"Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-01 15:33:10-03","PUC-RIO","FCAB","7801","PreservedSpecimen","Plantae",NA,"Angiospermae","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"J.M. Freire; R.R. Oliveira; B.L. Rosendo","357","2009","08",NA,"Brasil","Rio de Janeiro","Maciço da Pedra Branca 9.10",NA,"Árvore com 9 m de altura, com 41/40/39 cm de CAP. Trifurcada.","FCAB007801",NA,"J.M.A Braga","13","Camorim","-75.02425","-66.291389",NA,NA,NA,NA,NA,"-75.02425","-66.291389","450","450",NA,NA,NA,NA
"62","2019-11-01 15:33:10-03","PUC-RIO","FCAB","6138","PreservedSpecimen","Plantae",NA,"Angiospermae","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"R.R. Oliveira","s.n.","2003","06",NA,"Brasil","Rio de Janeiro","Maciço da Pedra Branca, Camorim Serra do Macaco, b",NA,"Arvoreta de frutos esverdeados.","006138",NA,"Pedro Germano Filho","10","Rio de Janeiro","-43.2075","-22.9028",NA,NA,"2003","06","10","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA
"63","2019-11-01 15:28:38-03","PUC-RIO","FCAB","7055","PreservedSpecimen","Plantae",NA,"Angiospermae","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"A. Solórzano; Oliveira. R.R.","s.n.","2002","03",NA,"Brasil","Rio de Janeiro","Floresta do Camorim, Maciço a Pedra Branca, Morro da mesa",NA,"Árvore de aproximadamente 6m, tronco irregular. Em floresta secundária em estágio avançado.","007055",NA,"No, S.","09","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","2003","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921524","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.","syntype","Glaziou, A.",NA,"1878","12",NA,"Brésil",NA,"Entre Jacarepagna et la Tijuca","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921524' target='other'> <mi>dwc_moreinfo</mi></a>","P03921524","P03921524_01 P03921524_02",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10914",NA,NA,NA
"65","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921525","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.","syntype","Glaziou, A.",NA,"1878","12",NA,"Brésil",NA,"Entre Jacarepagna et la Tijuca","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921525' target='other'> <mi>dwc_moreinfo</mi></a>","P03921525","P03921525_01 P03921525_02",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10914",NA,NA,NA
"66","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921526","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Gaudichaud",NA,"1831","1",NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921526' target='other'> <mi>dwc_moreinfo</mi></a>","P03921526","P03921526_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"620",NA,NA,NA
"67","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921527","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.","syntype","Riedel, L.",NA,"1821","12",NA,"Brésil",NA,"in sylvis locis petraeis prope Castel Novo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921527' target='other'> <mi>dwc_moreinfo</mi></a>","P03921527","P03921527_01 P03921527_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"559",NA,NA,NA
"68","2015-09-04 16:35:56-03","MNHN","RECOLNAT_MNHN_P","P04934931","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Riedel",NA,"1832","8",NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04934931' target='other'> <mi>dwc_moreinfo</mi></a>","P04934931","P04934931_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"629",NA,NA,NA
"69","2015-09-04 14:59:43-03","MNHN","RECOLNAT_MNHN_P","P03921512","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921512' target='other'> <mi>dwc_moreinfo</mi></a>","P03921512","P03921512_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"285",NA,NA,NA
"70","2018-10-29 09:18:24-03","MNHN","RECOLNAT_MNHN_P","P00604136","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Miers, J.",NA,NA,NA,NA,"Brésil",NA,"Rio","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00604136' target='other'> <mi>dwc_moreinfo</mi></a>","P00604136","P00604136_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-09-04 16:31:32-03","MNHN","RECOLNAT_MNHN_P","P00604137","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Miers, J.",NA,NA,NA,NA,"Brésil",NA,"Rio","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00604137' target='other'> <mi>dwc_moreinfo</mi></a>","P00604137","P00604137_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-09-04 14:59:43-03","MNHN","RECOLNAT_MNHN_P","P03921513","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Riedel",NA,"1932","8",NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921513' target='other'> <mi>dwc_moreinfo</mi></a>","P03921513","P03921513_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"629",NA,NA,NA
"73","2015-09-04 14:59:43-03","MNHN","RECOLNAT_MNHN_P","P03921514","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Riedel",NA,"1823","11",NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921514' target='other'> <mi>dwc_moreinfo</mi></a>","P03921514","P03921514_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"129",NA,NA,NA
"74","2015-09-04 14:59:43-03","MNHN","RECOLNAT_MNHN_P","P03921515","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Blanchet",NA,NA,NA,NA,"Brasil","Bahia",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921515' target='other'> <mi>dwc_moreinfo</mi></a>","P03921515","P03921515_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66",NA,NA,NA
"75","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921516","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Vauthier",NA,"1836","1",NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921516' target='other'> <mi>dwc_moreinfo</mi></a>","P03921516","P03921516_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921517","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Vauthier",NA,"1836","1",NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921517' target='other'> <mi>dwc_moreinfo</mi></a>","P03921517","P03921517_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54",NA,NA,NA
"77","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921518","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Guillemin",NA,"1839","1",NA,"Brasil","São Paulo","Serra da Cubatão.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921518' target='other'> <mi>dwc_moreinfo</mi></a>","P03921518","P03921518_01",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"496",NA,NA,NA
"78","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921519","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Gardner",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921519' target='other'> <mi>dwc_moreinfo</mi></a>","P03921519","P03921519_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5483",NA,NA,NA
"79","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921520","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Gaudichaud",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921520' target='other'> <mi>dwc_moreinfo</mi></a>","P03921520","P03921520_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"620",NA,NA,NA
"80","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921521","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Vauthier",NA,NA,NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921521' target='other'> <mi>dwc_moreinfo</mi></a>","P03921521","P03921521_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921522","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Vauthier",NA,NA,NA,NA,"Brasil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921522' target='other'> <mi>dwc_moreinfo</mi></a>","P03921522","P03921522_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2015-09-04 14:59:44-03","MNHN","RECOLNAT_MNHN_P","P03921523","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.","syntype","Riedel, L.",NA,"1832","9",NA,"Brésil",NA,"In sylv. R. Jan.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921523' target='other'> <mi>dwc_moreinfo</mi></a>","P03921523","P03921523_01 P03921523_02",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"629",NA,NA,NA
"83","2015-09-04 14:59:43-03","MNHN","RECOLNAT_MNHN_P","P03921511","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Glaziou, A.",NA,"1863","12",NA,"Brasil","Rio de Janeiro","Corcovado.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03921511' target='other'> <mi>dwc_moreinfo</mi></a>","P03921511","P03921511_01",NA,"10","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,"707",NA,NA,NA
"84","2020-12-11 11:40:39-03","UFMG","BHCB","162315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","Schum.",NA,"Silva Neto, SJ; et al.","921","1997","05","Southern America","Brasil","Rio de Janeiro","Reserva da Petrobrás, Trilha ao redor do barragem , lado direito, interior de mata.",NA,"Árvore ciófila, ca. 8,0m de altura; folhas breve discolores papiráceas; frutos imaturos verdes. Interior de mata.; Árvore ciófila, ca. 8,0m de altura; folhas breve discolores papiráceas; frutos imaturos verdes.; Interior de mata.","BHCB5506",NA,NA,"07","Saracuruna","-43.233333","-22.516667",NA,NA,NA,NA,NA,"-43.233333","-22.516667",NA,NA,NA,NA,NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","1415470","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Apparicio P. Duarte","Duarte 798","1947","1","South America","Brazil","Distrito Federal","Cerrado Complex",NA,NA,NA,NA,"D.Sucre","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2013-06-10 09:15:00-03","MO","MOBOT","100602344","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"S.J. da Silva Neto|et al.","Silva Neto 1234","1998","11","South America","Brazil","Rio de Janeiro","Saracuruna. Reserva da Petrobras. Descida da estrada Rio-Petrópolis.",NA,NA,NA,NA,NA,"18",NA,"-43.2333333","-22.5166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"87","2016-10-31 11:48:00-02","MO","MOBOT","100867241","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Claes Persson|et al.","Persson 2248","2014","11","South America","Brazil","Minas Gerais","RPPN Feliciano Manuel Abdala (Estacão Biológica de Caratinga), on trail to Jequitibá Rosa.",NA,NA,NA,NA,"C. M. Taylor","5","Caratinga","-41.82","-19.7319445",NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,"1",NA,NA
"88","2016-10-31 13:54:00-02","MO","MOBOT","3090531","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"I.R. Andrade|L.V. Costa","Andrade 52","1987","7","South America","Brazil","Minas Gerais","Fazenda Montes Claros-Estacao Biologica de Caratinga. Mata atlantica. Arvoreta.",NA,NA,NA,NA,"C. M. Taylor","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"89","2016-10-31 14:03:00-02","MO","MOBOT","3090851","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"P.M. Andrade|M.A. Lopes","Andrade 115","1984","2","South America","Brazil","Minas Gerais","Faz. Montes Claros-Carantinga. Mata Atlantica.",NA,NA,NA,NA,"C. M. Taylor","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"90","2016-10-10 11:14:00-03","MO","MOBOT","3092728","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Apparicio P. Duarte","Duarte 796","1947","1","South America","Brazil","Distrito Federal","Corcorado",NA,NA,NA,NA,"D. Sucre","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"91","2012-04-24 13:12:00-03","MO","MOBOT","3092918","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Apparicio P. Duarte","Duarte 163","1946","7","South America","Brazil","Distrito Federal",NA,NA,NA,NA,NA,"D.Sucre 10-x-","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"92","2016-10-31 13:56:00-02","MO","MOBOT","3093583","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"L.V. Costa","Costa 300","1987",NA,"South America","Brazil","Minas Gerais","EBC, Caratinga",NA,NA,NA,NA,"C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"93","2016-10-31 13:55:00-02","MO","MOBOT","3093857","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"L.V. Costa","Costa s.n.","1992","4","South America","Brazil","Minas Gerais","Estação Biológica de Caratinga, fazenda Montes Claros, Caratinga",NA,NA,NA,NA,"C. M. Taylor","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.00000000",NA,NA,"1",NA,NA
"94","2016-10-31 13:57:00-02","MO","MOBOT","3097001","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Ludwig Riedel","Riedel s.n.","1821",NA,"South America","Brazil",NA,"Mandiocal",NA,NA,NA,NA,"C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
