"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus"
"11","2020-02-08 09:50:25-03","NBC","NL-BOTANY","L 0022756","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Müll.Arg.",NA,"Rambo B",NA,"1949","12","26","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200022756 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0022756",NA,NA,NA,NA,NA,"Magnoliopsidae","954018388",NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:50:25-03","NBC","NL-BOTANY","L 0445195","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Müll.Arg.","Smith SF","Wasum R; et al.",NA,"1996","01","10","Southern America","Brazil","Rio Grande do Sul",NA,"Sao Francisco de Paula-Floresta Nacional I",NA,NA,NA,NA,NA,"Interior da mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200445195 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0445195",NA,"1997","07",NA,NA,"Magnoliopsidae","Aug.98 00825","01",NA,NA,NA,NA,NA
"13","2020-11-04 11:07:58-03","ESALQ","ESA","31681","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill.","Sobral, M.","Jarenkow, J.A.","1207.0","1988","12","31",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"ESA031681",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA
"14","2019-08-27 13:29:11-03","IAP","PACA-AGP","43136","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Roggers","Rambo, B.",NA,"1949","08","28",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Habitat: in araucarieto Fenofase: fi","PACA043136",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","49662","auto",NA,NA,NA
"15","2019-08-27 13:29:11-03","IAP","PACA-AGP","62668","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Emrich-Rambo","Camargo, O. R.","2434","1957","11","05",NA,"Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA062668",NA,"1958","09",NA,NA,"Magnoliatae",NA,"26","19545","auto",NA,NA,NA
"16","2019-08-27 13:29:11-03","IAP","PACA-AGP","62246","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Emrich-Rambo","Camargo, O. R.","2036","1957","10","13",NA,"Brasil","RS","Garibaldi",NA,"-51.5335998535156","-29.2560997009277",NA,NA,NA,"Habitat: in silva Fenofase: flor","PACA062246",NA,"1958","09",NA,NA,"Magnoliatae",NA,"28","25074","auto",NA,NA,NA
"17","2019-08-27 13:29:11-03","IAP","PACA-AGP","44985","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Rogers","Rambo, B.",NA,"1949","12","26",NA,"Brasil","RS","Gramado","p. Canela","-50.8739013671875","-29.3785991668701",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA044985",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","13851","auto",NA,NA,NA
"18","2019-08-27 13:29:11-03","IAP","PACA-AGP","43821.1","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Emrich-Rambo","Kappesberg",NA,"1949","09","11",NA,"Brasil","RS","Montenegro",NA,"-51.4611015319824","-29.6886005401611",NA,NA,NA,"SEM MATERIAL Habitat: In araucarieto Fenofase: flor","PACA043821-1",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","21601","auto",NA,NA,NA
"19","2019-08-27 13:29:11-03","IAP","PACA-AGP","93257","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Santos, A. C.","Alvarez Filho, A.",NA,"1987","08","26",NA,"Brasil",NA,NA,"Foz do Dr. K. Lima - Arroio Negrinho - SM",NA,NA,NA,NA,NA,"arbusto de +- 3m, borda de mata ciliar comum; solo pedregoso; HASU 6752. Habitat: borda mata ciliar","PACA093257",NA,"1987","08",NA,NA,"Magnoliatae",NA,"26",NA,NA,NA,NA,NA
"20","2019-08-27 13:29:11-03","IAP","PACA-AGP","28809","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Emrich-Rambo","Emrich, K.",NA,"1945","02",NA,NA,"Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA028809",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","16452","auto",NA,NA,NA
"21","2019-08-27 13:29:11-03","IAP","PACA-AGP","4818","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","J. Rogers","Rambo, B.",NA,"1941","02","10",NA,"Brasil","RS","Canela","Passo do Inferno","-50.815601348877","-29.3656005859375",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA004818",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","16452","auto",NA,NA,NA
"22","2019-08-27 13:29:11-03","IAP","PACA-AGP","4824","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","J. Rogers","Rambo, B.",NA,"1941","02","10",NA,"Brasil","RS","Canela","Passo do Inferno","-50.815601348877","-29.3656005859375",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA004824",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","16452","auto",NA,NA,NA
"23","2019-08-27 13:29:11-03","IAP","PACA-AGP","44661","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Emrich-Rambo","Rambo, B.",NA,"1949","12","03",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA044661",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","49662","auto",NA,NA,NA
"24","2019-08-27 13:29:11-03","IAP","PACA-AGP","61538","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Emrich-Rambo","Camargo, O. R.","2655","1957","11","22",NA,"Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,"Habitat: in silva Fenofase: flor","PACA061538",NA,"1958","09",NA,NA,"Magnoliatae",NA,"29","19545","auto",NA,NA,NA
"25","2019-08-27 13:29:11-03","IAP","PACA-AGP","61885","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Emrich-Rambo","Camargo, O. R.","2274","1957","10","29",NA,"Brasil","RS","Garibaldi",NA,"-51.5335998535156","-29.2560997009277",NA,NA,NA,"SEM MATERIAL Habitat: in silva Fenofase: flor","PACA061885",NA,"1958","09",NA,NA,"Magnoliatae",NA,"27","25074","auto",NA,NA,NA
"26","2019-08-27 13:29:11-03","IAP","PACA-AGP","62205","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","A. C. Allem","Camargo, O. R.","2053","1957","10","13",NA,"Brasil","RS","Garibaldi",NA,"-51.5335998535156","-29.2560997009277",NA,NA,NA,"det. (Emrich-Rambo 28091958): Sebastiania brasiliensis Spr. Habitat: in silva Fenofase: flor","PACA062205",NA,"1976","01",NA,NA,"Magnoliatae",NA,"10","25074","auto",NA,NA,NA
"27","2019-08-27 13:29:11-03","IAP","PACA-AGP","32938","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","J. Rogers","Rambo, B.",NA,"1945","10","17",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,"Habitat: in araucarieto Fenofase: fd","PACA032938",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","21601","auto",NA,NA,NA
"28","2019-08-27 13:29:11-03","IAP","PACA-AGP","2278","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Emrich-Rambo","Rambo, B.",NA,"1935","12","21",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA002278",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","21601","auto",NA,NA,NA
"29","2019-08-27 13:29:11-03","IAP","PACA-AGP","46236","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Rogers","Rambo, B.",NA,"1950","04","13",NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA046236",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","76715","auto",NA,NA,NA
"30","2019-08-27 13:29:11-03","IAP","PACA-AGP","54640","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","B. Rambo SJ","Rambo, B.",NA,"1954","01","01",NA,"Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,"SEM MATERIAL Habitat: in araucarieto Fenofase: flor","PACA054640",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","76715","auto",NA,NA,NA
"31","2019-08-27 13:29:11-03","IAP","PACA-AGP","56358","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Emrich-Rambo","Rambo, B.",NA,"1955","01","02",NA,"Brasil","RS","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA056358",NA,"1955","04",NA,NA,"Magnoliatae",NA,"10","76715","auto",NA,NA,NA
"32","2019-08-27 13:29:11-03","IAP","PACA-AGP","101870","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.",NA,"Sonego, R.C. et al.",NA,"2004","08","09",NA,"Brasil","RS","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,"parcela 1, planta 4&nf;HASU s/n Habitat: interior de floresta","PACA101870",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,"76715","auto",NA,NA,NA
"33","2019-08-27 13:29:11-03","IAP","PACA-AGP","97217","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","J. Mauhs","Mauhs, J.",NA,"1994","10","27",NA,"Brasil","RS","São Francisco de Paula","Floresta Nacional","-50.5835990905762","-29.4480991363525",NA,NA,NA,"arvoreta do subosque; manica; campo; galeria; charco; capão; HEDU 9976. Habitat: Mata com Araucária Hábito: arvoreta","PACA097217",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,"76715","auto",NA,NA,NA
"34","2019-08-27 13:29:11-03","IAP","PACA-AGP","44828","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Rogers","Rambo, B.",NA,"1949","12","18",NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA044828",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","76715","auto",NA,NA,NA
"35","2019-08-27 13:29:11-03","IAP","PACA-AGP","97216","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","J. Mauhs","Mauhs, J.",NA,"1994","09","28",NA,"Brasil","RS","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,"arvoreta; HEDU 9973. Habitat: na mata de Araucária Hábito: arvoreta","PACA097216",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,"76715","auto",NA,NA,NA
"36","2019-08-27 13:29:11-03","IAP","PACA-AGP","97218","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","J. Mauhs","Mauhs, J.",NA,"1994","12","01",NA,"Brasil","RS","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,"arvoreta e árvore; freqüente; HEDU 9978. Habitat: mata com Araucária Hábito: árvore","PACA097218",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,"76715","auto",NA,NA,NA
"37","2019-08-27 13:29:11-03","IAP","PACA-AGP","97219","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","J. Mauhs","Mauhs, J.",NA,"1993","11","06",NA,"Brasil","RS","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,"arvoreta; cápsulas estalam por todo mato - freqüente - dominante ?; cápsulas menores; HEDU 9979. Habitat: interior do mato nativo","PACA097219",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,"76715","auto",NA,NA,NA
"38","2019-08-27 13:29:11-03","IAP","PACA-AGP","85281","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","M. Sobral","R. Zaremba","48","1997","12","16",NA,"Brasil","RS","São Francisco de Paula","FloNa (A1)","-50.5835990905762","-29.4480991363525",NA,NA,NA,"arvore 15m alt., flores pequenas Habitat: interior de mata densa","PACA085281",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,"76715","auto",NA,NA,NA
"39","2019-08-27 13:29:11-03","IAP","PACA-AGP","93258","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","M. Sobral","Zaremba, R.",NA,"1997","12","16",NA,"Brasil","RS","São Francisco de Paula","FLONA, A1 (área demarcada Trab. Prod. Prim.)","-50.5835990905762","-29.4480991363525","912","912",NA,"árvore com +- 12 m; alt. 912 m; Projeto Flona - SFP nº 42. Habitat: interior de mata Hábito: árvore","PACA093258",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,"76715","auto",NA,NA,NA
"40","2019-08-27 13:29:11-03","IAP","PACA-AGP","93256","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","C. Mondin","Mondin, C.","1454","1998","09","18",NA,"Brasil","RS","São Francisco de Paula","FLONA, área 1","-50.5835990905762","-29.4480991363525",NA,NA,NA,"árvore com ca. de 3,5 m de alt.; HASU 6891. Habitat: na margem do caminho Hábito: árvore","PACA093256",NA,"1998","12",NA,NA,"Magnoliatae",NA,NA,"76715","auto",NA,NA,NA
"41","2019-08-27 13:29:11-03","IAP","PACA-AGP","6575","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","J. Rogers","Rambo, B.",NA,"1940","11","10",NA,"Brasil","RS","São Sebastião do Caí","Nova Petrópolos","-51.3755989074707","-29.5867004394531",NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA006575",NA,"1940","07",NA,NA,"Magnoliatae",NA,"31","12036","auto",NA,NA,NA
"42","2019-08-27 13:29:11-03","IAP","PACA-AGP","34775","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","J. Rogers","Rambo, B.",NA,"1947","01","05",NA,"Brasil","RS","Vacaria","Fazenda da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,"Habitat: in araucarieto Fenofase: fd","PACA034775",NA,"1954","07",NA,NA,"Magnoliatae",NA,"31","63451","auto",NA,NA,NA
"43","2019-01-17 11:26:16-02","PUCRS","MPUC","15954","S","Plantae",NA,"Malpighiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","M. Sobral",NA,NA,"2000","02","06","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,"Floresta Ombrófila Densa (F: 91)",NA,NA,NA,NA,"-50.1744444000","-29.4808333000","Magnoliopsida",NA,NA,NA,NA,"1",NA,NA
"44","2019-01-17 11:26:16-02","PUCRS","MPUC","9781","S","Plantae",NA,"Malpighiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Equipe do Projeto",NA,NA,"2001","01","28","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000","Magnoliopsida",NA,NA,NA,NA,"1",NA,NA
"45","2019-01-17 11:26:16-02","PUCRS","MPUC","10560","S","Plantae",NA,"Malpighiales","Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll. Arg.","Equipe do Projeto",NA,NA,"2001","01","27","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"2011","01","-50.1744444000","-29.4808333000","Magnoliopsida",NA,"01",NA,NA,"1",NA,NA
"46","2020-10-14 10:01:26-03","FURB","FURB","37475","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll.Arg.","Verdi, M","Verdi, M.; Durigon, J.","5992","2011","10","09",NA,"Brasil","Rio Grande do Sul","Itati","Reserva Biológica Estadual Mata Paludosa.","-50.1177778","-29.5147222","53","53",NA,NA,"FURB01592","FURB01592","2011","10","-50.1177778","-29.5147222",NA,NA,"09",NA,NA,NA,NA,NA
"47","2020-10-14 10:01:26-03","FURB","FURB","61468","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll.Arg.","Cordeiro, J.","Rigon, L.G.C.","440","2015","07","23",NA,"Brasil","Paraná","Três Barras do Paraná",NA,"-53.0813889","-25.3827778",NA,NA,NA,NA,"FURB61468","FURB61468","2015","11","-53.0813889","-25.3827778",NA,NA,"17",NA,NA,NA,NA,NA
"48","2020-10-14 10:01:26-03","FURB","FURB","41623","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Stillingia","oppositifolia","Stillingia oppositifolia","Baill. ex Müll.Arg.","Valduga, E","Valduga, E.","487","2013","01","03",NA,"Brasil","Rio Grande do Sul","São Marcos","Morro Santana.","-51.0680999755859","-28.9710998535156","600","600",NA,NA,"FURB24253","FURB24253","2013","02",NA,NA,NA,NA,"28","15120","auto",NA,NA,NA
