"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount"
"21","2020-12-21 16:23:04-03","MBM","MBM","20056","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Sehnem, A.","Hatschbach, G.","27700","1971","10","28","Southern America","Brazil","Paraná","Guaraqueçaba","Caminho ao Paruquara","-48.3288993835449","-25.3066997528076","30","30",NA,"Epífita, mata pluvial encosta de morro","MBM020056","MBM020056",NA,"1972",NA,NA,"37295","auto",NA,NA,NA
"22","2020-12-21 16:23:04-03","MBM","MBM","18847","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Sehnem, A.","Hatschbach, G.","26744","1971","06","15","Southern America","Brazil","Paraná","Sengés","Rio Itararé","-49.4636001586914","-24.1128005981445",NA,NA,NA,"Dos paredões de arenito as margens do rio","MBM018847","MBM018847",NA,"1971","12",NA,"55682","auto",NA,NA,NA
"23","2020-12-21 16:23:04-03","MBM","MBM","292335","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Lopes, M.S.; Barros, I.C.L.","Lopes, M.S.","651","2001","12","06","Southern America","Brazil","Pernambuco","Jaqueira","Usina Colônia, Córrego da Guariba","-35.7933006286621","-8.72667026519775",NA,NA,NA,NA,"MBM292335","MBM292335",NA,NA,NA,NA,"11830","auto",NA,NA,NA
"24","2020-12-21 16:23:04-03","MBM","MBM","20055","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Sehnem, A.","Hatschbach, G.","27703","1971","10","28","Southern America","Brazil","Paraná","Guaraqueçaba","Caminho ao Paruquara","-48.3288993835449","-25.3066997528076","5","5",NA,"Epífita mata pluvial planície litorânea","MBM020055","MBM020055",NA,"1972",NA,NA,"37295","auto",NA,NA,NA
"25","2020-12-21 16:23:04-03","MBM","MBM","265333","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Dittrich, VA de O","Ribas, O.S.; Silva, J.M.; Silva, J.M.","4215","2002","01","10","Southern America","Brazil","Paraná","Paranaguá","Colônia Quintilha","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM265333","MBM265333",NA,NA,NA,NA,"24916","auto",NA,NA,NA
"26","2020-12-21 16:23:04-03","MBM","MBM","292055","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Pietrobom da Silva, M.R.","Pietrobom da Silva, M.R.","5599","2003","05","30","Southern America","Brazil","Pernambuco","Jaqueira","Serra do Urubu, Córrego do Guariba","-35.7933006286621","-8.72667026519775",NA,NA,NA,NA,"MBM292055","MBM292055",NA,NA,NA,NA,"11830","auto",NA,NA,NA
"27","2020-12-21 16:23:04-03","MBM","MBM","292340","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Lopes, M.S.; Barros, I.C.L.","Lopes, M.S.; Pietrobom da Silva, M.R.; Pietrobom da Silva, M.R.","330","2001","10","17","Southern America","Brazil","Pernambuco","Jaqueira","Usina Colônia, Mata do Jasmim","-35.7933006286621","-8.72667026519775",NA,NA,NA,NA,"MBM292340","MBM292340",NA,NA,NA,NA,"11830","auto",NA,NA,NA
"28","2020-12-21 16:23:04-03","MBM","MBM","282334","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Lopes, M.S.; Barros, I.C.L.","Lopes, M.S.; Pietrobom da Silva, M.R.; Pietrobom da Silva, M.R.","558","2002","04","03","Southern America","Brazil","Pernambuco","Jaqueira","Usina Colônia, Serra do Quengo","-35.7933006286621","-8.72667026519775",NA,NA,NA,NA,"MBM282334",NA,NA,NA,NA,NA,"11830","auto",NA,NA,NA
"29","2020-12-21 16:23:04-03","MBM","MBM","292336","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Lopes, M.S.","Lopes, M.S.; Pietrobom da Silva, M.R.; Pietrobom da Silva, M.R.","266","2001","05","31","Southern America","Brazil","Pernambuco","Jaqueira","Usina Colônia, Serra do Quengo","-35.7933006286621","-8.72667026519775",NA,NA,NA,NA,"MBM292336","MBM292336",NA,NA,NA,NA,"11830","auto",NA,NA,NA
"30","2020-12-21 16:23:04-03","MBM","MBM","292337","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Lopes, M.S.; Barros, I.C.L.","Lopes, M.S.; Pietrobom da Silva, M.R.; Pietrobom da Silva, M.R.","554","2002","04","03","Southern America","Brazil","Pernambuco","Jaqueira","Usina Colônia, Serra do Quengo","-35.7933006286621","-8.72667026519775",NA,NA,NA,NA,"MBM292337","MBM292337",NA,NA,NA,NA,"11830","auto",NA,NA,NA
"31","2020-12-21 16:23:04-03","MBM","MBM","292338","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Lopes, M.S.; Barros, I.C.L.","Lopes, M.S.; Pietrobom da Silva, M.R.; Pietrobom da Silva, M.R.","542","2002","04","03","Southern America","Brazil","Pernambuco","Jaqueira","Usina Colônia, Serra do Quengo","-35.7933006286621","-8.72667026519775",NA,NA,NA,NA,"MBM292338","MBM292338",NA,NA,NA,NA,"11830","auto",NA,NA,NA
"32","2020-12-21 16:23:04-03","MBM","MBM","32017","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade",NA,"Brade, A.C.","s.n.","1922",NA,NA,"Southern America","Brazil","São Paulo","Iguape","Morro das Pedras","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"MBM032017","MBM032017",NA,NA,NA,NA,"55628","auto",NA,NA,NA
"33","2020-09-29 14:53:19-03","UFPR","UPCB","68683","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Kieling-Rubio, M.A.","Matos, F.B.","352","2005","02","08",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada. 13,7Km de Barro Preto, na estrada que passa pela fazenda São Miguel, em direção à serra.","-39.202778","-14.770278","600","900",NA,"Epífita em árvore caída no interior da mata. Floresta Montana..","UPCB0004149","UPCB0004149",NA,"2012","03",NA,NA,NA,"-39.202778","-14.770278",NA
"34","2020-09-29 14:53:19-03","UFPR","UPCB","57569","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Labiak, P.H.","Labiak, P.H.","3106","2004","02","15",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica.","-48.318889","-25.512222","3","3",NA,"Restinga arbórea, região intercordão, com lençol freático aflorando à superfície..","UPCB0004140","UPCB0004140",NA,"2007","05",NA,NA,NA,"-48.318889","-25.512222",NA
"35","2020-09-29 14:53:19-03","UFPR","UPCB","57575","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade",NA,"Labiak, P.H.","3115","2004","02","15",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica.","-48.318889","-25.512222","3","3",NA,"Epífita. Restinga arbórea, região intercordão, com lençol freático aflorando à superfície..","UPCB0004142","UPCB0004142",NA,NA,NA,NA,NA,NA,"-48.318889","-25.512222",NA
"36","2020-09-29 14:53:19-03","UFPR","UPCB","57577","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade",NA,"Labiak, P.H.","3118","2004","02","15",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica.","-48.318889","-25.512222","3","3",NA,"Epífita no estrato inferior da floresta. Restinga arbórea, região intercordão, com lençol freático aflorando à superfície..","UPCB0004139","UPCB0004139",NA,NA,NA,NA,NA,NA,"-48.318889","-25.512222",NA
"37","2020-09-29 14:53:19-03","UFPR","UPCB","57581","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Labiak, P.H.","Labiak, P.H.","3122","2004","02","15",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica.","-48.318889","-25.512222","3","3",NA,"Epífita. Restinga arbórea, região intercordão, com lençol freático aflorando à superfície..","UPCB0004150","UPCB0004150",NA,"2007","01",NA,NA,NA,"-48.318889","-25.512222",NA
"38","2020-09-29 14:53:19-03","UFPR","UPCB","57731","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Labiak, P.H.","Labiak, P.H.","3576","2005","09","08",NA,"Brasil","Paraná","Morretes","Serra da Graciosa.Projeto Altitudinal GR-200. Próximo ao rio Mãe Catira.","-48.875278","-25.365278","200","200",NA,"Epífita. Floresta Ombrófila Densa..","UPCB0004141","UPCB0004141",NA,"2007","03",NA,NA,NA,"-48.875278","-25.365278",NA
"39","2020-09-29 14:53:19-03","UFPR","UPCB","59759","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Labiak, P.H.","Labiak, P.H.","3456","2004","12","09",NA,"Brasil","Paraná","Morretes","Estrada Porto de Cima - Engenheiro Lange, margem esquerda do Rio Nhundiaquara","-48.895833","-25.409722","78","78",NA,"Epífita às margens de riacho. Floresta Ombrófila Densa Submontana.","UPCB0004145","UPCB0004145",NA,"2007","01","01",NA,NA,"-48.895833","-25.409722",NA
"40","2020-09-29 14:53:19-03","UFPR","UPCB","68698","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Kieling-Rubio, M.A.","Matos, F.B.","1021","2006","02","16",NA,"Brasil","Bahia","Arataca","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 km de Arataca com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611","1000","1000",NA,"Epífita no interior da mata, no topo do morro. Floresta Ombrófila Densa Montana.","UPCB0004147","UPCB0004147",NA,"2012","03",NA,NA,NA,"-39.341667","-15.173611",NA
"41","2020-09-29 14:53:19-03","UFPR","UPCB","68705","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Kieling-Rubio, M.A.","Matos, F.B.","1378","2007","04","14",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita. 10 km W de Camacan na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissão. Trilha que desce ao lado da pousada.","-39.564722","-15.393056","750","750",NA,"Rupícola no interior da mata. Frondes ereto-arqueadas. Floresta Ombrófila Densa Montana.","UPCB0004148","UPCB0004148",NA,"2012","03",NA,NA,NA,"-39.564722","-15.393056",NA
"42","2020-09-29 14:53:19-03","UFPR","UPCB","68706","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Kieling-Rubio, M.A.","Matos, F.B.","1422","2007","04","19",NA,"Brasil","Bahia","Almadina","Serra Corcovado, 9,8 km ao SW de Coarací na estrada para Almadina, daí N até a Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833","800","800",NA,"Terrestre no topo do morro. Frondes eretas. Foto. Floresta Sub-montana/Montana com algumas áreas perturbadas..","UPCB0004146","UPCB0004146",NA,"2012","03",NA,NA,NA,"-39.603333","-14.705833",NA
"43","2020-09-29 14:53:19-03","UFPR","UPCB","79197","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Mazziero, F.F.F.","Mazziero, F.F.F. | Soller, A.","836","2011","12","02",NA,"Brasil","São Paulo","Iporanga","Apiaí, Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Ouro Grosso. Floresta Ombrófila Densa.","-48.693333","-24.539444",NA,NA,NA,"Rupícola. Cresxendo em local sombreado..","UPCB0004143","UPCB0004143",NA,"2012","01","09",NA,NA,"-48.693333","-24.539444",NA
"44","2020-09-29 14:53:19-03","UFPR","UPCB","79198","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Mazziero, F.F.F.","Mazziero, F.F.F. et al.","898","2011","12","04",NA,"Brasil","São Paulo","Iporanga","Apiaí, Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Santana. Floresta Ombrófila Densa.","-48.693333","-24.539444",NA,NA,NA,"Epífita. Crescendo sobre angiopserma cerca de 1,5m de altura em local sombreado e úmido..","UPCB0004144","UPCB0004144",NA,"2012","01","09",NA,NA,"-48.693333","-24.539444",NA
"45","2020-09-29 14:53:19-03","UFPR","UPCB","76297","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Mazziero, F. F. F.","Mazziero, F.F.F.","1065","2012","04","30",NA,"Brasil","São Paulo","Iporanga/Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR). Casa de Pedra - Floresta Ombrófila Densa.","-48.693","-24.539",NA,NA,NA,"Epífita. Foi encontrada crescendo sobre angiosperma, ca. 1,5m de altura em local sombreado e úmido no interior da floresta..","UPCB0004138","UPCB0004138",NA,"2012","04","30",NA,NA,"-48.693","-24.539",NA
"46","2020-09-29 14:53:19-03","UFPR","UPCB","77549","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","Mazziero, F.F.F.","Mazziero, F.F.F | Engels, M.E.","1156","2012","08","16",NA,"Brasil","São Paulo","Iporanga","Apiaí, Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Santana-Floresta Ombrófila Densa.","-48.693333","24.539444",NA,NA,NA,"Rupícola. Crescendo em local sombredo e úmido na trilha..","UPCB0004137","UPCB0004137",NA,"2012","08","21",NA,NA,"-48.693333","24.539444",NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","3397291","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","iguapense","Elaphoglossum iguapense","Brade","R.F. Novelino","J. Cordeiro|Gert G. Hatschbach","Cordeiro 170","1985","11","13","South America","Brazil","Paraná",NA,"Rio Arraial (Mun. São José dos Pinhais).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
