"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"95","2019-08-16 08:38:32-03","UTFPR","HCF","22330","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","E. Barboza","J.M. Silva","9132","2015","11","22",NA,"Brasil","PR","PCH do Rio Iapó, Fazenda Marumbi","-50.12","-24.737222",NA,"erva xilopodífera; capítulo amarelo. (Campo limpo e pedregoso).",NA,NA,"(Baker) M.D.Moraes","Castro","980","980",NA,NA,"2016","11",NA,NA,"50°07'12 W","24°44'14 S",NA,NA,"22",NA,NA
"96","2019-08-16 08:38:32-03","UTFPR","HCF","14063","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","J.N. Nakajima","J.M. Silva","6226","2007","11","24",NA,"Brasil","PR","Recanto Botuquara","-50.1618995666504","-25.0949993133545",NA,"xilopodífera, capítulo amarelo. Campo limpo.",NA,NA,"(Baker) M.D.Moraes","Ponta Grossa",NA,NA,NA,NA,"2009",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"97","2019-08-16 08:38:32-03","UTFPR","HCF","14185","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","J.N. Nakajima","J.M. Silva","6283","2007","12","19",NA,"Brasil","PR","Uvaia","-50.1618995666504","-25.0949993133545",NA,"ereta, 1 m, capítulo amarelo. Campo graminoso.",NA,NA,"(Baker) M.D.Moraes","Ponta Grossa",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:14:04-03","MBM","MBM","162079","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Cristóbal, C.L.","Schinini, A.; et al.; et al.","27804","1993","03","23","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,"MBM162079","MBM162079","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:14:04-03","MBM","MBM","17604","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Cabrera, A.L.","Krapovickas, A.","16482","1970","11","01","Southern America","Argentina",NA,NA,NA,NA,NA,NA,"MBM017604","MBM017604","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:14:05-03","MBM","MBM","48443","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"Schinini, A.","12563","1976","02","11","Southern America","Argentina",NA,NA,NA,NA,NA,NA,"MBM048443","MBM048443","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:14:05-03","MBM","MBM","70413","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Sáenz, A.A.","Vazquez Avila, M.","192","1980","02","01","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,"MBM070413","MBM070413","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:14:04-03","MBM","MBM","283414","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Robinson, H.","Hatschbach, G.; et al.; et al.","75452","2003","06","17","Southern America","Brazil","Bahia","Camaçari, arredores","-38.3241996765137","-12.6975002288818",NA,NA,"MBM283414","MBM283414","(Baker) H. Rob.","Camaçari",NA,NA,NA,NA,NA,NA,"37124","auto",NA,NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:14:04-03","MBM","MBM","279611","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74607","2003","03","11","Southern America","Brazil","Mato Grosso do Sul","Rod. MS-472, trevo da Rod. BR-267 para Bela Vista, km 10-20","-56.5210990905762","-22.1089000701904",NA,NA,"MBM279611","MBM279611","(Baker) H. Rob.","Bela Vista",NA,NA,NA,NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:14:04-03","MBM","MBM","220779","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Robinson, H.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","2605","1998","02","08","Southern America","Brazil","Mato Grosso do Sul","Rod. MS-178, 20km S de Bodoquena","-56.7150001525879","-20.5386009216309",NA,NA,"MBM220779","MBM220779","(Baker) H. Rob.","Bodoquena",NA,NA,NA,NA,NA,NA,"47684","auto",NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:14:04-03","MBM","MBM","287778","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76624","2002","10","22","Southern America","Brazil","Mato Grosso do Sul","Rod. BR-463, km 5-10, Dourados - Ponta Porã","-54.8055992126465","-22.2210998535156",NA,NA,"MBM287778","MBM287778","(Baker) H. Rob.","Dourados",NA,NA,NA,NA,NA,NA,"74744","auto",NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:14:04-03","MBM","MBM","156686","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Magenta, M.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58608","1993","02","07","Southern America","Brazil","Mato Grosso do Sul","Rod. MS-295, Rio Panduí","-54.5611000061035","-23.6802997589111",NA,NA,"MBM156686","MBM156686","(Baker) H. Rob.","Iguatemi",NA,NA,NA,NA,NA,NA,"71460","auto",NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:14:04-03","MBM","MBM","279563","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74671","2003","03","13","Southern America","Brazil","Mato Grosso do Sul","Reserva Indígena Cadiéus","-57.8824996948242","-21.6989002227783",NA,NA,"MBM279563","MBM279563","(Baker) H. Rob.","Porto Murtinho",NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:14:04-03","MBM","MBM","220763","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Robinson, H.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","2352","1998","01","31","Southern America","Brazil","Mato Grosso do Sul","Rod. MS-163, 8km S de Rio Brilhante","-54.5463981628418","-21.8019008636475",NA,NA,"MBM220763","MBM220763","(Baker) H. Rob.","Rio Brilhante",NA,NA,NA,NA,NA,NA,"65544","auto",NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:14:04-03","MBM","MBM","156648","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Pruski, J.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","58697","1993","02","08","Southern America","Brazil","Mato Grosso do Sul","Rod. MS-295, Fazenda Santa Paula, 18km O de TAcuru","-55.0158004760742","-23.6324996948242",NA,NA,"MBM156648","MBM156648","(Baker) H. Rob.","Tacuru",NA,NA,NA,NA,NA,NA,"36822","auto",NA,NA,NA,NA,NA,NA,NA
"110","2020-12-21 16:14:04-03","MBM","MBM","211310","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Magenta, M.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1693","1997","02","10","Southern America","Brazil","Paraná","Fazenda Araporanga","-49.8266983032227","-24.1578006744385",NA,NA,"MBM211310","MBM211310","(Baker) H. Rob.","Arapoti",NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:14:05-03","MBM","MBM","42569","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Ribas, O.S.","Hatschbach, G.","6883","1960","03","11","Southern America","Brazil","Paraná","Rio das Cinzas, barra do Perdizes","-49.8266983032227","-24.1578006744385",NA,NA,"MBM042569","MBM042569","(Baker) H. Rob.","Arapoti",NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:14:04-03","MBM","MBM","14715","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Robinson, H.","Hatschbach, G.; et al.; et al.","23089","1969","12","04","Southern America","Brazil","Paraná","Posto Agropecuário","-51.4580993652344","-25.395299911499",NA,NA,"MBM014715","MBM014715","(Baker) H. Rob.","Guarapuava",NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:14:04-03","MBM","MBM","113672","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Robinson, H.","Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","400","1987","01","07","Southern America","Brazil","Paraná","Rio Coutinho","-51.4580993652344","-25.395299911499",NA,NA,"MBM113672","MBM113672","(Baker) H. Rob.","Guarapuava",NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:14:05-03","MBM","MBM","67778","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Pruski, J.","Hatschbach, G.","37086","1975","09","18","Southern America","Brazil","Paraná","Lajeado Cinco Reis","-49.7057991027832","-24.2511005401611",NA,NA,"MBM067778","MBM067778","(Baker) H. Rob.","Jaguariaíva",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:14:04-03","MBM","MBM","113668","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Robinson, H.","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","269","1987","12","01","Southern America","Brazil","Paraná","Córrego do Leão","-50.9494018554688","-24.2082996368408",NA,NA,"MBM113668","MBM113668","(Baker) H. Rob.","Ortigueira",NA,NA,NA,NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:14:05-03","MBM","MBM","99185","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Robinson, H.","Hatschbach, G.","48821","1984","12","27","Southern America","Brazil","Paraná","Rod. BR-277, próximo ao Rio Capivara","-50.0064010620117","-25.4293994903564",NA,NA,"MBM099185","MBM099185","(Baker) H. Rob.","Palmeira",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:14:04-03","MBM","MBM","264329","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Barroso, G.M.","Tessmann, G.","2824","1948","02","09","Southern America","Brazil","Paraná","Fazenda Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,"MBM264329","MBM264329","(Baker) H. Rob.","Ponta Grossa",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:14:05-03","MBM","MBM","299967","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Nakajima, J.","Dombrowski, L.T.; et al.; et al.","870","1964","11",NA,"Southern America","Brazil","Paraná","Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,"Em campo frequente","MBM299967","MBM299967","(Baker) H. Rob.","Ponta Grossa",NA,NA,NA,NA,"2009","09","46557","auto",NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:14:05-03","MBM","MBM","28792","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Hatschbach, G.","Hatschbach, G.","33458","1973","12","11","Southern America","Brazil","Paraná","Oho D'Água","-50.1618995666504","-25.0949993133545",NA,NA,"MBM028792","MBM028792","(Baker) H. Rob.","Ponta Grossa",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:14:05-03","MBM","MBM","337486","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Nakajima, J.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","6226","2007","11","24","Southern America","Brazil","Paraná","Recanto Botuquara","-50.1618995666504","-25.0949993133545",NA,"Xilopodífera, capítulo amarelo. Campo limpo","MBM337486","MBM337486","(Baker) H. Rob.","Ponta Grossa",NA,NA,NA,NA,"2009","09","46557","auto",NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:14:05-03","MBM","MBM","337480","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Nakajima, J.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","62283","2007","12","19","Southern America","Brazil","Paraná","Uvaia","-50.1618995666504","-25.0949993133545",NA,"Ereta, 1m, capítulo amarelo. Campo graminoso","MBM337480","MBM337480","(Baker) H. Rob.","Ponta Grossa",NA,NA,NA,NA,"2009","09","46557","auto",NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:14:05-03","MBM","MBM","353715","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Nakajima, J.N.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","6283","2007","12","19","Southern America","Brazil","Paraná","Uvaia","-50.1618995666504","-25.0949993133545",NA,"Ereta, 1m, capítulo amarelo. Campo graminoso","MBM353715","MBM353715","(Baker) H. Rob.","Ponta Grossa",NA,NA,NA,NA,"2005",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:14:05-03","MBM","MBM","42570","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Ribas, O.S.","Hatschbach, G.","3551","1957","02","24","Southern America","Brazil","Paraná","Rio do Tigre","-50.7411003112793","-23.7275009155273",NA,NA,"MBM042570","MBM042570","(Baker) H. Rob.","São Jerônimo da Serra",NA,NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:14:05-03","MBM","MBM","42562","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Hatschbach, G.","Hatschbach, G.","3063","1953","03","29","Southern America","Brazil","Paraná","Fazenda Monte Alegre, Harmonia","-50.4136009216309","-24.5093994140625",NA,NA,"MBM042562","MBM042562","(Baker) H. Rob.","Tibagi",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:14:05-03","MBM","MBM","42561","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Barroso, G.M.","Hatschbach, G.","2982","1953","02","22","Southern America","Brazil","Paraná","Fazenda Monte Alegre, Harmonia","-50.4136009216309","-24.5093994140625",NA,NA,"MBM042561","MBM042561","(Baker) H. Rob.","Tibagi",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:14:05-03","MBM","MBM","42556","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","oppositifolium","Angelphytum oppositifolium","Magenta, M.","Hatschbach, G.","13009","1963","10","14","Southern America","Brazil","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,"MBM042556",NA,"(Saenz.) H. Rob.","Campo Mourão",NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:15:45-03","MBM","MBM","395900","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Barboza, E.","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2066","2013","12","10","Southern America","Brazil","Paraná","beira da estrada, perto do rio Caniú","-50.0064010620117","-25.4293994903564",NA,"Caule verde acastanhado. Capítulo amarelo.; Floresta Ombrófila Mista.","MBM395900","MBM395900","(Baker) M.D. Moraes","Palmeira",NA,NA,NA,NA,"2015","04","35166","auto",NA,NA,NA,NA,"06",NA,NA
"128","2020-12-21 16:15:45-03","MBM","MBM","389057","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Cordeiro, J.","Motta, J.T.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.","4198","2013","12","18","Southern America","Brazil","Paraná","Ponte dos Arcos","-49.803056","-25.554444",NA,"Subarbusto, 50cm; capítulos amarelos.; Campo limpo seco.","MBM389057","MBM389057","(Baker) M.D. Moraes","Balsa Nova","880","880",NA,NA,"2014","05",NA,NA,"-49.803056","-25.554444",NA,NA,"12",NA,NA
"129","2020-12-21 16:15:45-03","MBM","MBM","406663","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Barboza, E.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9132","2015","11","22","Southern America","Brazil","Paraná","PCH Rio Iapó, Fazenda Marumbi","-50.12","-24.737222",NA,"Erva xilopodífera; capítulo amarelo.; Estepe gramíneo-lenhosa (campo limpo e pedregoso).","MBM406663","MBM406663","(Baker) M.D. Moraes","Castro","980","980",NA,NA,"2016","11",NA,NA,"-50.12","-24.737222",NA,NA,"22",NA,NA
"130","2020-12-21 16:15:45-03","MBM","MBM","428648","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Lozano, E.D.","Lozano, E.D.","2488","2013","12","19","Southern America","Brazil","Paraná","Parque Estadual de Vila Velha, lagoa Tarumã","-50.033667","-25.242139",NA,"Subarbusto, 60 cm, flores amarelas, campo sujo.; Campos Gerais.","MBM428648",NA,"(Baker) M.D. Moraes","Ponta Grossa",NA,NA,NA,NA,"2018",NA,NA,NA,"-50.033667","-25.242139",NA,NA,NA,NA,NA
"131","2016-10-25 15:39:51-02","MNHN","RECOLNAT_MNHN_P","P02531523","PreservedSpecimen",NA,NA,NA,"Asteraceae","Verbesina","arnottii","Verbesina arnottii",NA,"Glaziou",NA,NA,NA,NA,NA,"Brasil",NA,"(Minas)",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531523' target='other'> <mi>dwc_moreinfo</mi></a>","P02531523","P02531523_01","Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1047",NA
"132","2015-09-04 05:39:03-03","MNHN","RECOLNAT_MNHN_P","P02531524","PreservedSpecimen",NA,NA,NA,"Asteraceae","Verbesina","arnottii","Verbesina arnottii",NA,"Glaziou, A.",NA,"1879","4","10",NA,"Brésil",NA,"(Minas) Serra do Picú, a Engenho da Serra",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02531524' target='other'> <mi>dwc_moreinfo</mi></a>","P02531524","P02531524_01","Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11040",NA
"133","2020-12-11 11:32:47-03","UFMG","BHCB","164582","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii",NA,"Krieger, L","16891","1979","12","30","Southern America","Brasil","Paraná",NA,"-50.1618995666504","-25.0949993133545",NA,"Subarbusto (1,5 m), folhas durinhas, brilhantes, flores amarelas; No campo","BHCB009533",NA,"(Baker) M.D.Moraes","Ponta Grossa",NA,NA,NA,NA,"2016","05","46557","auto",NA,NA,NA,NA,"20",NA,NA
"134","2020-12-11 11:32:47-03","UFMG","BHCB","29074","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii",NA,"Falkenberg, DB; Stehmann, JR; Vieira, AO","6482","1994","01","21","Southern America","Brasil","Rio Grande do Sul","Estrada Caçapava-Pedra do Segredo, à esquerda, na base do maior morro.","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"(Baker) M.D.Moraes","Caçapava do Sul","350","350",NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA
"135","2020-12-11 11:32:47-03","UFMG","BHCB","29071","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii",NA,"Falkenberg, DB; Stehmann, JR; Vieira, AO","6478","1994","01","21","Southern America","Brasil","Rio Grande do Sul","Estrada Caçapava-Pedra do Segredo, à esquerda, na base do maior morro.","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"(Baker) M.D.Moraes","Caçapava do Sul","350","350",NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA
"136","2020-12-11 11:32:47-03","UFMG","BHCB","76304","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii",NA,"Ribas, OS; L.B.S. Pereira","1754","1997","02","11","Southern America","Brasil","Paraná","Rio Samambaia.","-49.7057991027832","-24.2511005401611",NA,"Ereta, 1m. Capítulo amarelo.; Campo limpo, seco, solo arenoso.","BHCB036605",NA,"(Baker) M.D.Moraes","Jaguariaíva",NA,NA,NA,NA,"2016","05","44368","auto",NA,NA,NA,NA,"20",NA,NA
"137","2009-05-15 13:24:00-03","MO","MOBOT","3258669","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","W. D. Stevens","Pedro Jörgensen","Jörgensen 3482","1928","12","10","South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2015-12-11 04:13:00-02","MO","MOBOT","100808722","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"Massimiliano Dematteis|et al.","Dematteis 3730","2010","2","17","South America","Uruguay","Rivera","Camino de Tranqueras a Paso de Ataques, 4 km de ruta 30.","-55.7783334","-31.1661111",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"159.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"139","2018-12-20 07:00:00-02","MO","MOBOT","101091441","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"Clark P. Cowan","Cowan 4105","1983","12","4","South America","Argentina","Corrientes","Estancia Santa Teresa, landing strip.",NA,NA,NA,NA,NA,NA,"(Baker) H. Rob.","Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"140","2008-05-27 22:02:00-03","MO","MOBOT","1072400","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Leongino Guerrero","Zardini 44067","1995","11","29","South America","Paraguay","Caaguazú","Collecting area: around 20 square meters. J.E. Estigarriba (=Pastoreo). Cerrado scrub on red sandy soil.","-55.80194","-25.39583",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1037","4"
"141","2017-03-16 11:26:00-03","MO","MOBOT","1226756","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Leongino Guerrero","Zardini 46482","1997","2","26","South America","Paraguay","Amambay","Parque Nacional Cerro Corá. Buffer zone.","-56.0105556","-22.6861111",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1094","4"
"142","2008-05-27 22:02:00-03","MO","MOBOT","1227714","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|S. Zavala","Zardini 46896","1997","5","27","South America","Paraguay","San Pedro","Yaguareté Forest (Sustainable Forest Systems site): Around Aserradero. Cerrado forest and cerrado scrub.","-56.21138","-23.79611",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1102","4"
"143","2008-05-27 22:02:00-03","MO","MOBOT","1264620","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Leongino Guerrero","Zardini 47699","1997","11","26","South America","Paraguay","Cordillera","Cabaña María Auxiliadora, between Eusebio Ayala and Itacurubi de la Cordillera, Km 80. Collecting area around 30 square meters. Cerrado scrub.","-56.91055","-25.435",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1123","4"
"144","2008-05-27 22:02:00-03","MO","MOBOT","1265137","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Leongino Guerrero","Zardini 48034","1998","1","15","South America","Paraguay","Canindeyú","Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado forest and cerrado scrub.","-55.285","-24.16027",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1129","4"
"145","2017-02-07 12:22:00-02","MO","MOBOT","1307159","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|Leongino Guerrero","Zardini 49133","1998","7","24","South America","Paraguay","Caaguazú","Near J.E. Estigarribia.","-55.8202778","-25.4069444",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1152","5"
