"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"49","2015-01-25 16:41:00-02","MO","MOBOT","2453645","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","E. Pereira","Pereira 7070","1962","3","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Boeckeler) T. Koyama",NA,"Rio de Janeiro",NA,"Rio de Janeiro. Itatiaia, Planalto",NA,NA,NA,"2200.00000000","2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2014-04-21 13:34:00-03","MO","MOBOT","2453663","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Lyman B. Smith","Smith 8570","1956","12","11","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Boeckeler) T. Koyama",NA,"Santa Catarina",NA,"Campo Alegre. Lower fazenda of Ernesto Scheide",NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2014-04-21 13:34:00-03","MO","MOBOT","2453680","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Lyman B. Smith","Smith 8548","1956","12","10","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Boeckeler) T. Koyama",NA,"Santa Catarina",NA,"Campo Alegre. Slopes of Morro Iquerreim",NA,NA,NA,"1300.00000000","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2009-07-09 17:05:00-03","MO","MOBOT","2459153","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Gert G. Hatschbach","Hatschbach 507","1987","12","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Boeckeler) T. Koyama",NA,"Paraná",NA,"Palmeira. Rio dos Papagaios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","12318","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","O.S. Ribas et al",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Ereta, 1 m, em touceiras;",NA,"Tracheophyta","Poales","T. Koyama","G. Hatschbach","Paraná","S.José dos Pinhais","rio pequeno",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"54","2020-08-31 09:20:43-03","INPA","INPA","201005","S","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Ribas, OS","1597","1996","11","07","Southern America","Brasil",NA,NA,NA,"INPA0201005","Monocotyledon","Poales","(Boeckeler) T.Koyama","Hatschbach, GG","Paraná","São José dos Pinhais","Rod. BR-277, Rio Pequeno.","-49.2064018249512","-25.5347003936768","INPA0201005 INPA0201005_e",NA,NA,"45291","auto",NA,NA,NA,NA,"1996",NA,NA,NA,NA
"55","2020-06-15 15:30:10-03","UNESP-RC","HRCB","43909","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Ribas, O.S.","681","1994","10","20",NA,"Brasil",NA,NA,"Ereta, 1m, em touceiras",NA,NA,NA,"(Boeckeler) T.Koyama","Hatschbach, G.","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto",NA,NA,NA,NA,"1994",NA,NA,NA,NA
"56","2020-06-15 15:30:10-03","UNESP-RC","HRCB","64778","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Grupo Vermelho",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Boeckeler) T. Koyama","Kleber R. Silva, Letícia C. Seidinger, Ricardo A. Gonçalves","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia - Parte Alta/Trilha das Prateleiras","-44.685939","-22.382139",NA,NA,NA,NA,NA,"44º41'9.38W","22º22'55.70S",NA,NA,NA,NA,NA,NA,NA
"57","2020-06-15 15:30:10-03","UNESP-RC","HRCB","29897","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Ribas, O.S.","1597","1996","11","07",NA,"Brasil",NA,NA,"Em touceiras; espiga marrom, estames amarelos.",NA,NA,NA,"(Boeckeler) T.Koyama","Hatschbach, G.","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto",NA,NA,NA,NA,"1996",NA,NA,NA,NA
"58","2020-11-18 11:40:04-03","UERJ","HRJ","12885","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","I.S.Matos","200","2017","01","21",NA,"Brasil",NA,NA,"Habito: Erva","HRJ00011943",NA,NA,"(Boeckeler) T.Koyama","Ilaine Matos","Rio de Janeiro","Itatiaia","Trilha para o Morro do Couto.","-44.5633010864258","-22.4960994720459",NA,NA,NA,"19648","auto",NA,NA,NA,NA,"2017","06","30",NA,NA
"59","2020-09-12 05:00:02-03","US","US","1112473","PreservedSpecimen","Plantae","Cyperaceae","Elynanthus","ensifolius","Elynanthus ensifolius","A. F. M. Glaziou","5443","1871","6","5","South America - Neotropics","Brazil",NA,NA,NA,"US00169960",NA,"Cyperales","Boeckeler",NA,"Rio de Janeiro",NA,"Itatiaia.",NA,NA,"US00169960_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Isotype",NA,NA,NA,NA,"1"
"60","2020-09-12 05:00:02-03","US","US","3323694","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","J. R. Pirani, W. Thomas, M. Robin, R. Mello-Silva & et al.","1382","1985","11","20","South America - Neotropics","Brazil",NA,NA,NA,"US02235055",NA,"Cyperales","(Boeckeler) T. Koyama",NA,"São Paulo",NA,"Campos do Jordao, Parque Estadual, Caminho para Sao Jose dos Alpes",NA,NA,"US02235055_01","2000",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"61","2020-09-12 05:00:02-03","US","US","3321673","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","G. J. Shepherd & S. Shepherd","12873",NA,NA,NA,"South America","Brazil",NA,NA,NA,"US02235054",NA,"Cyperales","(Boeckeler) T. Koyama",NA,NA,NA,"Est. SP, Serra do Bocaima, estr. S. J. do Barreiro p /Silveiras, km 22",NA,NA,"US02235054_01","1780",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"62","2020-09-12 05:00:02-03","US","US","762600","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","J. N. Rose & P. G. Russell","20488","1915","7","26","South America","Brazil",NA,NA,NA,"US02235053",NA,"Cyperales","(Boeckeler) T. Koyama",NA,NA,NA,"Vicinity of Itatiaya",NA,NA,"US02235053_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"63","2020-09-12 05:00:02-03","US","US","2280693","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","L. Smith & R. M. Klein","8548","1956","12","9","South America","Brazil",NA,NA,NA,"US02235052",NA,"Cyperales","(Boeckeler) T. Koyama",NA,"Santa Catarina",NA,"Mun. Campo Alegre: slopes of Morro Iquererim",NA,NA,"US02235052_01","1500",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"64","2020-09-12 05:00:02-03","US","US","1199413","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","P. K. Dusén","4580","1902","6","29","South America - Neotropics","Brazil",NA,NA,NA,"US02235049",NA,"Cyperales","(Boeckeler) T. Koyama",NA,"Minas Gerais",NA,"Brasilia, Serra do Itabiaia in campo",NA,NA,"US02235049_01","2600",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"65","2020-09-12 05:00:02-03","US","US","2840111","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","G. Hatschbach & P. Ravenna","23049",NA,NA,NA,"South America","Brazil",NA,NA,NA,"US02235051",NA,"Cyperales","(Boeckeler) T. Koyama",NA,"Paraná",NA,"Rio Pequeno (mun. S. Jose dos Pinhaes) Parana",NA,NA,"US02235051_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"66","2020-09-12 05:00:02-03","US","US","3162605","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","M. Glaziou","8443",NA,NA,NA,"South America","Brazil",NA,NA,NA,"US02235056",NA,"Cyperales","(Boeckeler) T. Koyama",NA,NA,NA,"Bresil",NA,NA,"US02235056_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"67","2020-09-12 05:00:02-03","US","US","3459996","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","E. L. Barbosa & J. M. Silva","824","2003","12","4","South America","Brazil",NA,NA,NA,"US02235047",NA,"Cyperales","(Boeckeler) T. Koyama",NA,"Paraná",NA,"Serra de Papanduva (Mun. Trijucas do Sul) Parana",NA,NA,"US02235047_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"68","2020-09-12 05:00:02-03","US","US","34021177","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","J. Cordeiro & G. Hatschbach","507","1987","12","15","South America","Brazil",NA,NA,NA,"US02235048",NA,"Cyperales","(Boeckeler) T. Koyama",NA,"Paraná",NA,"Rio dos Papagaios (mun. Palmeira) Parana",NA,NA,"US02235048_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"69","2020-09-12 05:00:02-03","US","US","2280694","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","L. Smith & R. M. Klein","8570","1956","12","11","South America","Brazil",NA,NA,NA,"US02235050",NA,"Cyperales","(Boeckeler) T. Koyama",NA,"Santa Catarina",NA,"Mun. Campo Alegre: Bog, lower fazenda of Ernesto Scheide, Campo Alegre",NA,NA,"US02235050_01","900",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"70","2019-11-13 11:18:42-03","USP","SPF","40514","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Pirani, JR","1382","1985","11","20",NA,"Brasil",NA,NA,NA,"SPF00040514",NA,NA,"(Boeckeler) T.Koyama","Strong, MT","São Paulo","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363",NA,"2000","2000","21048","auto",NA,NA,NA,NA,"1996","06",NA,NA,NA
"71","2019-11-13 11:18:42-03","USP","SPF","151582","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Souza, VC","4709","1993","11","27",NA,"Brasil",NA,NA,NA,"SPF00151582",NA,NA,"(Boeckeler) T.Koyama","Thomas, WW","São Paulo","Itararé","Fazenda Espinho.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"27729","auto",NA,NA,NA,NA,"2001",NA,NA,NA,NA
"72","2021-03-25 13:52:02-03","UNIVILLE","JOI","3587","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","O.S. Ribas","681","1994","10","20",NA,"Brasil",NA,NA,"em touceiras; HABITAT: brejo; HABITO: ereta","JOI003587",NA,NA,"(Boeckeler) T.Koyama","G. Hatschbach","Paraná","São José dos Pinhais","Rio Pequeno.","-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto",NA,NA,NA,NA,"1994","01","01",NA,NA
"73","2019-10-07 09:20:57-03","UEFS","HUEFS","19594","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Ribas, O.S.","681","1994","10","20",NA,"Brasil",NA,NA,NA,"HUEFS0019594","Angiospermae","Poales","(Boeckeler) T.Koyama",NA,"Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768","HUEFS0019594",NA,NA,"45291","auto",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"74","2019-10-07 09:20:57-03","UEFS","HUEFS","29408","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Ribas, O.S.","1597","1996","11","07",NA,"Brasil",NA,NA,"Campo limpo.","HUEFS0029408","Angiospermae","Poales","(Boeckeler) T.Koyama",NA,"Paraná","São José dos Pinhais","Rod. Br-277, Rio Pequeno.","-49.2064018249512","-25.5347003936768","HUEFS0029408",NA,NA,"45291","auto",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"75","2019-09-04 18:28:42-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Cyperaceae","Elynanthus","ensifolius","Elynanthus ensifolius","A. Glaziou","5443",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","Type [status unknown]",NA,NA,NA,NA,NA
"76","2019-11-01 15:14:15-03","UnB","UB","164525","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Ribas, OS; Cordeiro, J","681","1994","10","20","Southern America","Brasil",NA,NA,"Ereta, 1 m., em touceiras.; Do brejo.","UB0009791","Monocotyledonae",NA,"(Boeck) T.Koyama & Maguire","Hatschbach, G","Paraná ","São José dos Pinhais","Rio Pequeno.","-49.21","-25.54","UB0009791",NA,NA,NA,NA,"-49.21","-25.54",NA,NA,"1994",NA,NA,NA,NA
"77","2020-08-20 14:59:11-03","UFSC","FLOR","65341","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Pivari, M.O.D.; Paiva, J.A.; Tomich, S.; Nascimento, L.","2702","2015","10","07",NA,"Brasil",NA,NA,"erva, touceira ca.1.0m diâmetro, frutos castanhos.","FLOR0065341",NA,"Poales","(Boeckeler) T.Koyama","Trevisan, R.","Minas Gerais","Itabirito","RPPN Capivari II.","-43.801399230957","-20.2532997131348","FLOR0065341","18","18","20553","auto",NA,NA,NA,NA,"2016","09","08",NA,NA
"78","2020-08-20 14:59:11-03","UFSC","FLOR","65340","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Pivari, M.O.D.; Paiva, J.A.; Tomich, S.; Nascimento, L.","2607","2015","09","25",NA,"Brasil",NA,NA,"erva: espiguetas catanhas.","FLOR0065340",NA,"Poales","(Boeckeler) T.Koyama","Trevisan, R.","Minas Gerais","Ouro Preto","RPPN Capanema.","-43.5080986022949","-20.2875003814697","FLOR0065340",NA,NA,"44599","auto",NA,NA,NA,NA,"2016","09","08",NA,NA
"79","2021-03-04 15:42:08-03","IF","SPSF","09781","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","J.R.Pirani & W.Thomas & M.J.Robim & R.Mello Silva & T.B.Cavalcanti","1382","1985","11","20","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Caminho para São José dos Alpes;",NA,"Magnoliophyta","Poales","(Boeck.) T.Koyama","M.Alves","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,"2000","2000","21048","auto",NA,NA,"Liliopsida",NA,"2006","08","21",NA,NA
"80","2021-02-08 12:51:31-03","UFRGS","ICN","160998","S","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Longhi-Wagner, HM; Araujo, AC; Welker, C; Paula, C","10424","2007","12","03","América do Sul","Brasil",NA,NA,"Bainhas formam uma cáudice, +-2m.","ICN00019537","Monocotyledon",NA,"(Boeckeler) T.Koyama",NA,"MG","Ouro Branco","Serra do Ouro Branco área 3 brejão 20°29'20 1 S 43°41'18 5 W","-43.688333","-20.488889","ICN00019537 ICN00019537_1","1356","1356",NA,NA,"-43.688333","-20.488889",NA,NA,NA,NA,NA,NA,NA
