"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount"
"93","2021-03-01 16:24:23-03","UNICAMP","UEC","32034","S","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Sarti, SJ; Santos Filho, D","14420","1982","08","20",NA,"Brazil","Minas Gerais",NA,NA,"Subarbusto decumbente, capítulos com flores amareladas.","UEC121773","Área próxima ao hotel Termópolis.","Magnoliopsida",NA,"(Gardner) Cabrera",NA,"São Sebastião do Paraíso","-46.9914016723633","-20.9169006347656","UEC121773",NA,NA,NA,NA,NA,NA,NA,NA,"24792","auto",NA,NA,NA
"94","2021-03-01 16:24:23-03","UNICAMP","UEC","89434","S","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Rodrigues, RR; Soares, MT; Andrade, CA; Carneiro, PHM; Lagoa, A; et al.","367","1995","10","09",NA,"Brazil","São Paulo",NA,NA,"Fruto de cor creme tipo aquênio. Pequenos hemípteros presentes.","UEC121760","Pico do Gavião.","Magnoliopsida",NA,"(Gardner) Cabrera","Teles, AM","São João da Boa Vista","-46.7900009155273","-21.9599990844727","UEC121760",NA,NA,"2005","03",NA,NA,"16",NA,"17205","auto",NA,NA,NA
"95","2019-11-05 16:44:54-03","UFOP","OUPR","14918","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"Badini, J.","s.n.","1980","10","18",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Arbusto. Flores amarelas",NA,"Campo da Caveira",NA,NA,"(Gardner) Cabrera","Badini, J.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1980","10",NA,NA,"18",NA,"44599","auto",NA,NA,NA
"96","2019-11-05 16:44:54-03","UFOP","OUPR","14917","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"Badini, J.","s.n.","1972","08","27",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Chapada",NA,NA,"(Gardner) Cabrera","Lisboa, M.A.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1972","09",NA,NA,"01",NA,"44599","auto",NA,NA,NA
"97","2019-11-05 16:44:54-03","UFOP","OUPR","5600","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"s.col.","s.n.","1972","08","27",NA,"Brasil","Minas Gerais",NA,NA,"Campo",NA,"Falcão",NA,NA,"(Gardner) Cabrera",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"98","2019-11-05 16:44:54-03","UFOP","OUPR","14922","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,"Falcão",NA,NA,"(Gardner) Cabrera","Badini, J.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1972","08",NA,NA,"27",NA,"44599","auto",NA,NA,NA
"99","2019-11-05 16:44:54-03","UFOP","OUPR","14921","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,"Falcão",NA,NA,"(Gardner) Cabrera","Badini, J.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1972","08",NA,NA,"13",NA,"44599","auto",NA,NA,NA
"100","2019-11-05 16:44:54-03","UFOP","OUPR","14919","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"Badini, J.; Silva, J.L.","s.n.","1972","09","06",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Arbusto. Flores amarelas",NA,"Falcão",NA,NA,"(Gardner) Cabrera","Badini, J.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1976","06",NA,NA,"28",NA,"44599","auto",NA,NA,NA
"101","2019-11-05 16:44:54-03","UFOP","OUPR","14915","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"Badini, J.","s.n.","1972","08","13",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Falcão",NA,NA,"(Gardner) Cabrera","Lisboa, M.A.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1972","08",NA,NA,"14",NA,"44599","auto",NA,NA,NA
"102","2019-11-05 16:44:54-03","UFOP","OUPR","14920","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"Lisboa, M.A.","s.n.","1973","04","03",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Perto do Colégio Dom Bosco",NA,NA,"(Gardner) Cabrera","Lisboa, M.A.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1973","07",NA,NA,"04",NA,"44599","auto",NA,NA,NA
"103","2019-11-05 16:44:54-03","UFOP","OUPR","14923","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,"Três Moinhos",NA,NA,"(Gardner) Cabrera","Badini, J.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1972","08",NA,NA,"27",NA,"44599","auto",NA,NA,NA
"104","2019-11-05 16:44:54-03","UFOP","OUPR","14916","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"Badini, J.","s.n.","1972","08","27",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Três Moinhos",NA,NA,"(Gardner) Cabrera","Lisboa, M.A.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1972","09",NA,NA,"01",NA,"44599","auto",NA,NA,NA
"105","2019-11-05 16:44:54-03","UFOP","OUPR","14912","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Badini, J.","s.n.","1972","07","30",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Retiro das Pedras",NA,NA,"(Gardner) Cabrera","Lisboa, M.A.","Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,NA,"1972","08",NA,NA,NA,NA,"29211","auto",NA,NA,NA
"106","2019-11-05 16:44:54-03","UFOP","OUPR","14909","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,"Retiro das Pedras",NA,NA,"(Gardner) Cabrera","Badini, J.","Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,NA,"1972","07",NA,NA,NA,NA,"29211","auto",NA,NA,NA
"107","2019-11-05 16:44:54-03","UFOP","OUPR","14911","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Capanema",NA,NA,"(Gardner) Cabrera","Lisboa, M.A.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1973","08",NA,NA,NA,NA,"44599","auto",NA,NA,NA
"108","2019-11-05 16:44:54-03","UFOP","OUPR","14910","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,"Cumbe",NA,NA,"(Gardner) Cabrera","Badini, J.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1973","07",NA,NA,"03",NA,"44599","auto",NA,NA,NA
"109","2019-11-05 16:44:54-03","UFOP","OUPR","14914","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"s.col.","s.n.","1973","07","21",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Entre Santo Antonio do Leite e Engenharia Correia",NA,NA,"(Gardner) Cabrera","Lisboa, M.A.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1973","07",NA,NA,"25",NA,"44599","auto",NA,NA,NA
"110","2019-11-05 16:44:54-03","UFOP","OUPR","5439","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Badini, J.","s.n.","1972","08","13",NA,"Brasil","Minas Gerais",NA,NA,"Campo",NA,"Falcão",NA,NA,"(Gardner) Cabrera","Teles, A.M.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2008","04",NA,NA,"16",NA,"44599","auto",NA,NA,NA
"111","2019-11-05 16:44:54-03","UFOP","OUPR","14905","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Badini, J.","s.n.","1972","10","14",NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,"Itacolomi",NA,NA,"(Gardner) Cabrera","Badini, J.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1976","06",NA,NA,"09",NA,"44599","auto",NA,NA,NA
"112","2019-11-05 16:44:54-03","UFOP","OUPR","14906","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Lisboa, M.A.","s.n.","1973","07","21",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Miguel Burnier",NA,NA,"(Gardner) Cabrera","Lisboa, M.A.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1973","07",NA,NA,"25",NA,"44599","auto",NA,NA,NA
"113","2019-11-05 16:44:54-03","UFOP","OUPR","5340","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo",NA,"Miguel Burnier",NA,NA,"(Gardner) Cabrera","Hattori, E.K.O.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2009","05",NA,NA,"29",NA,"44599","auto",NA,NA,NA
"114","2019-11-05 16:44:54-03","UFOP","OUPR","14913","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,"Miguel Burnier, São Julião",NA,NA,"(Gardner) Cabrera","Badini, J.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1973","07",NA,NA,"28",NA,"44599","auto",NA,NA,NA
"115","2019-11-05 16:44:54-03","UFOP","OUPR","24822","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Cândido, E.S.; Scalon, V.R.; Silva, J.L.; Freitas, G.P.P. & Vítor, B.","221","2009","10","02",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto. Pétalas creme. Anteras castanhas. Caule estriado atrovináceo. Campo rupestre quartzitico",NA,"Parque Estadual do Itacolomi, Morro do Cachorro",NA,NA,"(Gardner) Cabrera","Hattori, E.K.O.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2012",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"116","2019-11-05 16:44:54-03","UFOP","OUPR","14908","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,"Santo Antônio do Leite",NA,NA,"(Gardner) Cabrera","Badini, J.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1972","07",NA,NA,"21",NA,"44599","auto",NA,NA,NA
"117","2019-11-05 16:44:54-03","UFOP","OUPR","14907","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,"Campo. Subarbusto. Flores amarelas",NA,"São Julião",NA,NA,"(Gardner) Cabrera","Badini, J.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"1973","07",NA,NA,"21",NA,"44599","auto",NA,NA,NA
"118","2020-12-21 16:16:08-03","MBM","MBM","272557","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"Hind, D.J.N.; et al.; et al.","4163","1996","10","09","Southern America","Brazil","Bahia",NA,NA,NA,"MBM272557","Estrada para Abaíra",NA,NA,"(Gardner) Cabrera","Hind, D.J.N.","Piatã","-41.7728004455566","-13.1519002914429",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41184","auto",NA,NA,NA
"119","2020-12-21 16:16:09-03","MBM","MBM","65376","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Irwin, H.S.; Soderstrom, T.R.; Soderstrom, T.R.","5109","1964","08","14","Southern America","Brazil","Distrito Federal",NA,NA,"Much-branched shrub to 2 m tall. Flowers white. Common.","MBM065376",NA,NA,NA,"(Gardner) Cabrera","Barroso, G.M.","Brasília","-47.9296989440918","-15.7797002792358",NA,"700","1000","1964",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"120","2020-12-21 16:16:08-03","MBM","MBM","256571","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Roth, L.","1649","1955","07","27","Southern America","Brazil","Minas Gerais",NA,NA,"Arbusto, em touceiras, 50-100 cm, flores brancas.; Cerrado.","MBM256571","Pampulha.",NA,NA,"(Gardner) Cabrera","Barroso, G.M.","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA
"121","2020-12-21 16:16:08-03","MBM","MBM","280770","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Giulietti, A.M.; et al.; et al.","s.n.","1981","08",NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,"MBM280770","Diamantina",NA,NA,"(Gardner) Cabrera","Nakajima, J.N.","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA
"122","2020-12-21 16:16:08-03","MBM","MBM","19724","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hatschbach, G.","27813","1971","11","12","Southern America","Brazil","Minas Gerais",NA,NA,"Capítulos creme. Arbustiforme.; Afloramentos rochosos.","MBM019724","Serra do Espinhaço",NA,NA,"(Gardner) Cabrera","Robinson, H.","Gouveia","-43.7407989501953","-18.4543991088867",NA,NA,NA,"1984","01",NA,NA,NA,NA,"37970","auto",NA,NA,NA
"123","2020-12-21 16:16:09-03","MBM","MBM","59395","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Sarti, S.J.","s.n.","1978","10","04","Southern America","Brazil","Minas Gerais",NA,NA,NA,"MBM059395","Estrada Itutinga - São João del Rey",NA,NA,"(Gardner) Cabrera",NA,"Itutinga","-44.6577987670898","-21.2980995178223",NA,NA,NA,NA,NA,NA,NA,NA,NA,"24458","auto",NA,NA,NA
"124","2020-12-21 16:16:08-03","MBM","MBM","23210","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hatschbach, G.","30153",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,"MBM023210","Rod. MG-2, próximo de Pedro Less",NA,NA,"(Gardner) Cabrera","Hatschbach, G.","Serro","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA
"125","2020-12-21 16:16:08-03","MBM","MBM","18733","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hatschbach, G.","26958","1971","09","04","Southern America","Brazil","Minas Gerais",NA,NA,"Arbusto, 1,50 m. Capítulos creme.; Do cerrado.","MBM018733","Rod. Fernão Dias.",NA,NA,"(Gardner) Cabrera","Cabrera, A.","Gonçalo do Sapucaia",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:16:08-03","MBM","MBM","23212","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hatschbach, G.","29996","1972","08","06","Southern America","Brazil","Minas Gerais",NA,NA,"Capítulos creme. Decumbente.; Dos afloramentos rochosos das encostas dos morros.","MBM023212","Serra do Cipó",NA,NA,"(Gardner) Cabrera","Hatschbach, G.","Jaboticatuba",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:16:08-03","MBM","MBM","27018","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hatschbach, G.","29902","1972","08","05","Southern America","Brazil","Minas Gerais",NA,NA,"Ereta, 70 cm, capítulos creme.; Campo pedregoso.","MBM027018","Serra do Cipó",NA,NA,"(Gardner) Cabrera","Cabrera, A.","Jaboticatuba",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:16:08-03","MBM","MBM","272557","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hind, N.; Bautista, H.P.; Bautista, H.P.","4163","1996","11","09","Southern America","Brazil","Bahia",NA,NA,"Arbusto até 2,0 m de altura. Folhas papiráceas, concolores, pecioladas.Filárias verde-claras. Flores creme, papus alvo. Ocasional.; Solo com concreções ferruginosas, cascalheiras.","MBM272557",NA,NA,NA,"(Gardner) Cabrera","Hind, N.","Piatã","-41.738833","-13.266944",NA,"1090","1090","1996","11","-41.738833","-13.266944",NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:16:08-03","MBM","MBM","272554","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hind, N.; Bautista, H.P.; Silva, M.M. da; Bautista, H.P.; Silva, M.M. da","3942","1996","11","02","Southern America","Brazil","Bahia",NA,NA,"Subarbusto até 1,30 m de altura. Caule verde com bandas avermelhadas. Folhas congestas,ascendentes e revestindo o caule, nervuras e bordos grena. Filárias verde-amareladas em uma única série, com ápice avermelhado. Flores creme com l","MBM272554","Pai Inácio.",NA,NA,"(Gardner) Cabrera","Hind, N.","Piatã","-41.832778","-13.062667",NA,"1300","1300","1996","11","-41.832778","-13.062667",NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:16:08-03","MBM","MBM","272556","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hind, N.; Bautista, H.P.; Silva, M.M. da; Bautista, H.P.; Silva, M.M. da","3908","1996","11","01","Southern America","Brazil","Bahia",NA,NA,"Subarbusto, ca. 1 m, poucos ramos vermelhos levemente estriados. Folhas ascendentes, concolores, glaucas. Inflorescência com pedúnculo avermelhado, capítulos com filários verde-amarelados de ápice avermelhado, flores senescentes. Oca","MBM272556",NA,NA,NA,"(Gardner) Cabrera","Hind, N.","Piatã","-41.825278","-13.121111",NA,"1400","1400","1996","11","-41.825278","-13.121111",NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:16:09-03","MBM","MBM","343240","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Nakajima, J.N.; Romero, R.; Oliveira, R.; Oliveira, P.E.; Schiavini, I.; Romero, R.; Oliveira, R.; Oliveira, P.E.; Schiavini, I.","1203","1995","07","14","Southern America","Brazil","Minas Gerais",NA,NA,"Subarbusto, ca. 0,5 m. Brácteas verdes, corola e estigma brancos.; Campo limpo associado a afloramentos rochosos, borda com cerrado.","MBM343240","Serra da Canastra, PARNA Serra da Canastra, Guarita do Sacramento.",NA,NA,"(Gardner) Cabrera","Nakajima, J.N.","São Roque de Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:16:09-03","MBM","MBM","423416","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Rosa, P.O.; Soares, A.C.A.; Cardoso, P.P.M.; Oliveira, J.A.S.; Soares, A.C.A.; Cardoso, P.P.M.; Oliveira, J.A.S.","1922","2017","08","15","Southern America","Brazil","Goiás",NA,NA,"Arbusto ca. de 1,2m, botão floral e brácteas involucrais verdes, corola alva e estilete amarelo.; Campo rupestre.","MBM423416","Cidade de Pedra",NA,NA,"(Gardner) Cabrera",NA,"Pirenópolis","-48.890556","-15.713889",NA,NA,NA,NA,NA,"-48.890556","-15.713889",NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:16:09-03","MBM","MBM","86463","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Bernd, R.B.","6","1980","09","03","Southern America","Brazil","Distrito Federal",NA,NA,"Flores de corola amarelo-limão.; Cerrado perturbado, às margens do Córrego da Onça.","MBM086463","Fazenda Água Limpa.",NA,NA,"(Gardner) Cabrera","Teles, A.M.","Brasília","-47.9","-15.95",NA,"1100","1100","2009","08","-47.9","-15.95",NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:16:09-03","MBM","MBM","83324","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.","46613","1983","06","23","Southern America","Brazil","Goiás",NA,NA,"Erva 70 cm, capítulos creme.; Campo ruspestre, nos afloramentos de rochas.","MBM083324","Serra dos Cristais",NA,NA,"(Gardner) Cabrera","Robinson, H.","Cristalina","-47.6136016845703","-16.7686004638672",NA,NA,NA,"1984","01",NA,NA,NA,NA,"85457","auto",NA,NA,NA
"135","2020-12-21 16:16:09-03","MBM","MBM","65373","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Irwin, H.S.; Reis dos Santos, R.; Souza, R.; Fonseca, S.F. da; Reis dos Santos, R.; Souza, R.; Fonseca, S.F. da","22138","1969","01","17","Southern America","Brazil","Minas Gerais",NA,NA,"Erect subshrub to ca. 1 m tall, with numerous stems from woody base. Fruit dried, dehisced.; Carrado thicket. campo and cerrado, sandy soil.","MBM065373",NA,NA,NA,"(Gardner) Cabrera","Philcox, D.","Diamantina","-43.6002998352051","-18.2493991851807",NA,"1300","1300","1978",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA
"136","2020-12-21 16:16:08-03","MBM","MBM","329266","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Duarte, A.P.","11185","1968","11","04","Southern America","Brazil","Minas Gerais",NA,NA,"Solo rochoso em canga.","MBM329266","Serra do Gandarela",NA,NA,"(Gardner) Cabrera","Robinson, H.; Smith, S.F.","Rio Acima","-43.7893981933594","-20.0874996185303",NA,NA,NA,"2010",NA,NA,NA,NA,NA,"13827","auto",NA,NA,NA
"137","2020-12-21 16:16:08-03","MBM","MBM","271959","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Tannus, J.L.S.; Assis, M.A.; Assis, M.A.","74","1998","07","01","Southern America","Brazil","São Paulo",NA,NA,"Subarbusto, botões verdes.; Campo cerrado.","MBM271959",NA,NA,NA,"(Gardner) Cabrera","Nakajima, J.N.","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,"1998","12",NA,NA,NA,NA,"22843","auto",NA,NA,NA
"138","2020-12-21 16:16:08-03","MBM","MBM","272556","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hind, D.J.N.; et al.; et al.","3908","1996","11","01","Southern America","Brazil","Bahia",NA,NA,NA,"MBM272556","Estrada para Ribeirão",NA,NA,"(Gardner) Cabrera","Hind, D.J.N.","Piatã","-41.7728004455566","-13.1519002914429",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41184","auto",NA,NA,NA
"139","2020-12-21 16:16:08-03","MBM","MBM","272554","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hind, D.J.N.; et al.; et al.","3942","1996","11","02","Southern America","Brazil","Bahia",NA,NA,NA,"MBM272554","Pai Inácio",NA,NA,"(Gardner) Cabrera","Hind, D.J.N.","Piatã","-41.7728004455566","-13.1519002914429",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41184","auto",NA,NA,NA
"140","2020-12-21 16:16:08-03","MBM","MBM","130536","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53392","1989","09","16","Southern America","Brazil","Bahia",NA,NA,"Arbustiforme delgado, até 1,50 m. Capítulos creme.; Campo rupestre, solo rochoso.","MBM130536","Campo de aviação.",NA,NA,"(Gardner) Cabrera","Robinson, H.; Smith, S.F.","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,"1990",NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA
"141","2020-12-21 16:16:09-03","MBM","MBM","406811","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Roher, D.; Lozano, E.D.; Felitto, G.; Larocca, P.; Lozano, E.D.; Felitto, G.; Larocca, P.","103","2013","07","02","Southern America","Brazil","Minas Gerais",NA,NA,"Subarbusto. Capítulos maduros de cor marrom.","MBM406811","EIA LT Barreiras II - Pirapora 2",NA,NA,"(Gardner) Cabrera","Barboza, E.","Cabeceira Grande","-47.0905990600586","-16.0296993255615","MBM406811",NA,NA,"2016","11",NA,NA,"16",NA,"31320","auto",NA,NA,NA
