"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","locality","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","individualCount"
"13","2020-12-20 21:17:26-03","UFV","VIC","34089","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Folli, D.A.","3739",NA,"Brasil","Espírito Santo",NA,"Arbóreo, terrestre, c.a. de 5,0 metros de altura, fuste com 3,0 metros, CAP fuste de 38 cm e diâmetro da copa de 5,0 metros. Flor branca, botão verde.","VIC034089","VIC034089","Fernandes, J.M.","2000","11","13","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2010","Área Experimental da Reserva Natural Vale, Área do pomar 1. Área plantada. Estrada da Mantegueira.","48094","auto",NA,NA,"11","10",NA,NA,NA,NA,NA
"14","2020-12-20 21:17:26-03","UFV","VIC","22771","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Folli, D.A.","3324",NA,"Brasil","Espírito Santo",NA,"Botão verde, flor branca. Porte arbóreo terrestre, altura: 10 m.&nf;Altura do fuste: 7 m. CAP: 75 cm. &nf;Diâmetro da copa: 6 m.","VIC022771","VIC022771","Garcia, F.C.P.","1998","12","29","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"1999","Reserva Florestal de Linhares, Estrada: boleira Km: 1,1.&nf;Ecossistema: mussununga.","48094","auto",NA,NA,"02","03",NA,NA,NA,NA,NA
"15","2021-03-24 17:09:09-03","UFES","SAMES","2428","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Monteiro,M.M.; Giaretta,A.O.;Cruz,T.S.","45",NA,"Brasil","Espírito Santo",NA,"Planta de 10m com flores brancas e odor adocicado.","SAMES02428",NA,"Chagas,A.P.","2008","08","17","São Mateus","-39.8588981628418","-18.716100692749","-398102778.0","-187422222.0","2014","Bairro Liberdade. Mata seca de restinga à direita da estrada principal entrando no bairro liberdade, acessível por uma estrada de terra adjacente a uma fábrica de tijolos, após o Hospital Roberto Silvares no sentido São Mateus - Guriri.","56510","auto",NA,NA,"07","24",NA,NA,NA,NA,NA
"16","2021-03-24 17:09:09-03","UFES","SAMES","2429","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Giaretta,A.O.; Monteiro,M.M.","338",NA,"Brasil","Espírito Santo",NA,"Árvore de 8 metros com frutos verdes, jovens. Habitat: Restinga sobre cordão arenoso.","SAMES02429",NA,"Chagas,A.P.","2008","09","27","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"2014","Bairro Liberdade. NULL.","56510","auto",NA,NA,"07","24",NA,NA,NA,NA,NA
"17","2021-03-24 17:09:09-03","UFES","SAMES","2430","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Monteiro,M.M.; Menezes,L.F.T.;Cruz,T.S.Giaretta,A.O.","55",NA,"Brasil","Espírito Santo",NA,"Planta de 6m com flores albo.","SAMES02430",NA,"Chagas,A.P.","2008","08","28","São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"2014","Bairro Litorâneo. Mata de restinga sobre cordão arenoso.","56510","auto",NA,NA,"07","24",NA,NA,NA,NA,NA
"18","2021-03-01 16:30:41-03","UNICAMP","UEC","179033","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Silva, ED","1172",NA,"Brazil","São Paulo",NA,"Árvore 8 m, frutos imaturos.; Flores Ombrófila Densa Montana","UEC023328","UEC023328",NA,"2008","09","07","Ubatuba","-45.194444","-23.435278","-45.194444","-23.435278",NA,"Núcleo Santa Virgínia, P.E.S.M., Vargem Grande",NA,NA,NA,NA,NA,NA,"1123","1123",NA,NA,NA
"19","2021-03-01 16:30:41-03","UNICAMP","UEC","200478","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Pereira, LS; Belinello, R; Gomes, JAMA","N913",NA,"Brazil","São Paulo",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 8 metros de altura. Frequência da espécie na parcela: n=3; Mata Atlântica","UEC158029","UEC158029",NA,"2007","12",NA,"São Luiz do Paraitinga","-45.183333","-23.4","-45.183333","-23.4","2008","Parque Estadual da Serra do Mar",NA,NA,NA,NA,NA,NA,"990","1045",NA,NA,NA
"20","2021-03-01 16:30:41-03","UNICAMP","UEC","200152","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Padgurschi, MCG; Belinello, R","M373",NA,"Brazil","São Paulo",NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 8 metros de altura. Frequência da espécie na parcela: n=65","UEC177660","UEC177660",NA,"2009",NA,NA,"São Luiz do Paraitinga","-45.183333","-23.4","-45.183333","-23.4",NA,"Parque Estadual da Serra do Mar",NA,NA,NA,NA,NA,NA,"990","1045",NA,NA,NA
"21","2021-03-01 16:30:41-03","UNICAMP","UEC","179035","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Silva, ED","614",NA,"Brazil","São Paulo",NA,"Árvore 11 m, frutos maduros e imaturos.; Floresta Ombrófila Densa Montana","UEC023330","UEC023330",NA,"2006","12","19","Ubatuba","-45.153056","-23.343333","-45.153056","-23.343333",NA,"Núcleo Santa Virgínia, P.E.S.M., Cac. Salto Grande",NA,NA,NA,NA,NA,NA,"122","122",NA,NA,NA
"22","2021-03-01 16:30:41-03","UNICAMP","UEC","160317","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","419",NA,"Brazil","São Paulo",NA,"Material fertil. Cerca de 14m de altura e 19 individuos distribuídos em ilha.; Floresta Ombrófila Densa Montana.","UEC039544","UEC039544","Marchiori, NM","2011","07","15","São Luiz do Paraitinga","-45.945278","-23.330333","-45.945278","-23.330333","2011","Parque Estadual.",NA,NA,NA,NA,"05",NA,"999","999",NA,NA,NA
"23","2021-03-01 16:30:41-03","UNICAMP","UEC","160316","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","288",NA,"Brazil","São Paulo",NA,"Material vegetativo. Cerca de 11m de altura e 19 individuos distribuídos em ilha.; Floresta Ombrófila Densa Montana.","UEC039543","UEC039543","Marchiori, NM","2011","01","25","São Luiz do Paraitinga","-45.945278","-23.330333","-45.945278","-23.330333","2011","Parque Estadual.",NA,NA,NA,NA,"05",NA,"999","999",NA,NA,NA
"24","2021-03-01 16:30:41-03","UNICAMP","UEC","186036","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1686",NA,"Brazil","São Paulo",NA,"Árvore, ca. 10.5m, material vegetativoo. Projeto Biota Gradiente Funcional: Parcela K, indivíduo K1840; Floresta Ombrófila Densa Montana","UEC109359","UEC109359","Silva, E","2008",NA,NA,"São Luiz do Paraitinga","-45.068333","-23.325556","-45.068333","-23.325556","2009","PESM - Núcleo Santa Virgínia - Parcela K",NA,NA,NA,NA,NA,NA,"1068","1093",NA,NA,NA
"25","2021-03-01 16:30:41-03","UNICAMP","UEC","186035","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1722",NA,"Brazil","São Paulo",NA,"Árvore, ca. 6.5m, material vegetativoo. Projeto Biota Gradiente Funcional: Parcela K, indivíduo K1879; Floresta Ombrófila Densa Montana","UEC109358","UEC109358","Silva, E","2008",NA,NA,"São Luiz do Paraitinga","-45.067778","-23.325556","-45.067778","-23.325556","2009","PESM - Núcleo Santa Virgínia - Parcela K",NA,NA,NA,NA,NA,NA,"1069","1093",NA,NA,NA
"26","2021-03-01 16:30:41-03","UNICAMP","UEC","133482","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Urbanetz, C; Mariuza; Lelo; Domingos","267",NA,"Brazil","São Paulo",NA,"Árvore de 12m, flores brancas.",NA,NA,NA,"2003","12","15","Cananéia","-24.883333","-47.916667","-24.883333","-47.916667",NA,"Fazenda Folha Larga",NA,NA,NA,NA,NA,NA,"30","155",NA,NA,NA
"27","2019-08-20 10:13:45-03","UNICAMP","UEC","133481","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Urbanetz, C","277",NA,"Brazil","São Paulo",NA,"Flor, Árvore de 20m, com flores brancas.","UEC133957","UEC133957","Udulutsch, RG","2003","12","15","Cananéia","-47.916667","-24.883333","-47.916667","-24.883333","2007","Fazenda Folha Larga, Trilha da Vitória.",NA,NA,NA,NA,"08","28","30","155",NA,NA,NA
"28","2019-08-20 10:13:45-03","UNICAMP","UEC","150225","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Bertoncello, R; Pansonato, M","605",NA,"Brazil","São Paulo",NA,NA,NA,NA,"Baitello, JB","2007","06","10","Ubatuba","-44.791389","-23.296111","-44.791389","-23.296111",NA,"Parque Estadual da Serra do Mar, Morro do Cuscuzeiro",NA,NA,NA,NA,NA,NA,"820","820",NA,NA,NA
"29","2021-03-01 16:30:41-03","UNICAMP","UEC","179034","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Silva, ED","1171",NA,"Brazil","São Paulo",NA,"Árvore 6 m, frutos imaturos.; Flores Ombrófila Densa Montana","UEC023327","UEC023327",NA,"2008","09","07","Ubatuba","-45.194444","-23.435278","-45.194444","-23.435278",NA,"Núcleo Santa Virgínia, P.E.S.M., Cac. Salto Grande",NA,NA,NA,NA,NA,NA,"1123","1123",NA,NA,NA
"30","2021-03-01 16:30:41-03","UNICAMP","UEC","163642","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1010",NA,"Brazil","São Paulo",NA,"Árvore 376 com 5 m de altura, vegetativo.; Mata atlântica de encosta.","UEC092239","UEC092239","Garcia, F","1997","04","16","Ubatuba","-44.8","-23.366667","-44.8","-23.366667",NA,"Picinguaba Morro do Corisco.",NA,NA,NA,NA,NA,NA,"1000","1000",NA,NA,NA
"31","2021-03-01 16:30:41-03","UNICAMP","UEC","173625","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Silva, ED","1170",NA,"Brazil","São Paulo",NA,"Árvore 8 m; frutos imaturos.; Floresta Ombrófila Densa Montana.","UEC089692","UEC089692","Silva, ED","2008","09","07","Ubatuba","-45.194444","-23.454722","-45.194444","-23.454722","2009","Núcleo de Santa Virginia, Parque Estadual da Serra do Mar.",NA,NA,NA,NA,"03",NA,"1123","1123",NA,NA,NA
"32","2021-03-01 16:30:41-03","UNICAMP","UEC","187115","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Renó, IP","10",NA,"Brazil","São Paulo",NA,"Árvore.; Floresta Ombrófila Densa Montana.","UEC116710","UEC116710",NA,"2014","07","29","São Luiz do Paraitinga",NA,NA,NA,NA,NA,"Brasil, São Paulo; Município de São Luís do Paraitinga; Parque Estadual da Serra do Mar, Núcleo Santa Virgínia. (23.2217N; 45.3100L).",NA,NA,NA,NA,NA,NA,"741","741",NA,NA,NA
"33","2019-08-20 10:13:45-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Urbanetz, C","369",NA,"Brazil","São Paulo",NA,"Flor, Árvore de 20m, com flores brancas.",NA,NA,"Udulutsch, RG","2004","03","17","Cananéia","-47.916667","-24.883333","-47.916667","-24.883333","2007","Fazenda Folha Larga, Trilha Kaá-pozanga.",NA,NA,NA,NA,"08","28","30","155",NA,NA,NA
"34","2021-03-01 16:30:41-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Urbanetz, C; Mariuza; Lelo; Domingos","267",NA,"Brazil","São Paulo",NA,"Árvore de 12m, flores brancas.",NA,NA,NA,"2003","12","15","Cananéia","-24.883333","-47.916667","-24.883333","-47.916667",NA,"Fazenda Folha Larga",NA,NA,NA,NA,NA,NA,"30","155",NA,NA,NA
"35","2021-03-01 16:30:41-03","UNICAMP","UEC","160567","S","Plantae","Magnoliopsida",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Dias, AC","85",NA,"Brazil","São Paulo",NA,"Árvore 5 m altura, tronco rugoso e ramos lenticelados.","UEC017234","UEC017234","Garcia, FCP","1986","07","29","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"1999","Parque Estadual Carlos Botelho","34059","auto",NA,NA,"08",NA,NA,NA,NA,NA,NA
"36","2019-09-27 18:04:48-03","UFES","VIES","26419","S","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Folli, D.A.","3739",NA,"Brasil","Espírito Santo",NA,NA,"VIES026419","VIES026419","Pennington, T.D.","2000","11","13","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2006","Reserva Natural Vale.","48094","auto",NA,NA,"12","20",NA,NA,NA,NA,NA
"37","2020-04-27 16:09:54-03","UFES","VIES","26420","S","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Folli, D.A.","3324",NA,"Brasil","Espírito Santo",NA,NA,"VIES026420","VIES026420","A.P. Chagas","1998","12","29","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2014","Reserva Natural Vale.","48094","auto",NA,NA,"02",NA,NA,NA,NA,NA,NA
"38","2019-09-27 18:04:48-03","UFES","VIES","26414","S","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Folli, D.A.","3661",NA,"Brasil","Espírito Santo",NA,NA,"VIES026414","VIES026414","Pennington, T.D.","2000","08","08","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2005","Reserva Natural Vale.","48094","auto",NA,NA,"10","21",NA,NA,NA,NA,NA
"39","2020-04-27 16:09:54-03","UFES","VIES","26421","S","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Folli, D.A.","2689",NA,"Brasil","Espírito Santo",NA,NA,"VIES026421","VIES026421","A.P. Chagas","1996","02","22","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2014","Reserva Natural Vale.","48094","auto",NA,NA,"02",NA,NA,NA,NA,NA,NA
"40","2020-06-29 09:30:26-03","UFRRJ","RBR","12601","S","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","F.C. Nettesheim","104",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00012601",NA,NA,"2004","07","11","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,NA,"Ilha da Marambaia, Bravo 6.","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 09:30:40-03","UFRRJ","RBR","26438","S","Plantae",NA,NA,"Leguminosae","Inga","lanceifolia","Inga lanceifolia","Benth.","H.C. Lima","5241",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00026438","RBR00026438","H.C. Lima, P.R. Farág","1995","11","17","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"1997","Catanudo, picada para Serra do Beco.","25743","auto",NA,NA,"03",NA,NA,NA,NA,NA,NA
"42","2020-06-29 09:30:40-03","UFRRJ","RBR","26437","S","Plantae",NA,NA,"Leguminosae","Inga","lanceifolia","Inga lanceifolia","Benth.","P. Germano-Filho","118",NA,"Brasil","Rio de Janeiro",NA,NA,"RBR00026437","RBR00026437","H.C. Lima","1995","08","23","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"2006","Vertente oeste da Serra.","25743","auto",NA,NA,"05","05",NA,NA,NA,NA,NA
"43","2020-12-21 16:26:41-03","MBM","MBM","410817","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Silva, E.D.","1172","Southern America","Brazil","São Paulo",NA,"Árvore 8 m, frutos imaturos.","MBM410817","MBM410817","Silva, E.D.","2008","09","07","Ubatuba","-45.194444","-23.435278","-45.194444","-23.435278","2007","Núcleo Santa Virgínia, Vargem Grande, trilha do morro do Corcovado",NA,NA,NA,NA,"03",NA,"1123","1123",NA,NA,NA
"44","2019-11-01 15:28:16-03","PUC-RIO","FCAB","5445","PreservedSpecimen","Plantae",NA,"Angiospermae","Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","R.R. de Oliveira; D. Flores; C.A.L. Oliveiraa","s.n.",NA,"Brasil","Rio de Janeiro",NA,"Exemplar com 6m de altura.","005445",NA,"H.C. Cavalcante","1995","08","08","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,"1996","Ilha Grande, trilha p/ o Pico do Papagaio","32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-09-05 11:57:43-03","MNHN","RECOLNAT_MNHN_P","P00771268","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Glaziou, A.",NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00771268' target='other'> <mi>dwc_moreinfo</mi></a>","P00771268","P00771268_01",NA,"1880","2","4","Rio de Janeiro",NA,NA,NA,NA,NA,"Petropolis",NA,NA,NA,NA,NA,NA,NA,NA,"11913",NA,NA
"46","2010-03-04 15:28:23-03","MNHN","RECOLNAT_MNHN_P","P00771269","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Glaziou, A.",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00771269' target='other'> <mi>dwc_moreinfo</mi></a>","P00771269","P00771269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19108 a",NA,NA
"47","2016-03-09 17:11:56-03","MNHN","RECOLNAT_MNHN_P","P00871136","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Silva, E.D.",NA,NA,"Brasil","São Paulo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00871136' target='other'> <mi>dwc_moreinfo</mi></a>","P00871136","P00871136_01",NA,"2008","9","7","Ubatuba","-45.19444","-23.43528",NA,NA,NA,"Núcleo Santa Virginia, Parque Estadual da Serra do Mar, Vargem Grande, trilha do morro do Corcovado",NA,NA,NA,NA,NA,NA,"1123",NA,"1171",NA,NA
"48","2015-09-05 12:45:09-03","MNHN","RECOLNAT_MNHN_P","P00771267","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Glaziou, A.",NA,NA,"Brésil","Rio de Janeiro","hb","Galerie botanique de Caen <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00771267' target='other'> <mi>dwc_moreinfo</mi></a>","P00771267","P00771267_01",NA,"1869","2","23","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Tijuca","57442","auto",NA,NA,NA,NA,NA,NA,"2975","isotype",NA
