"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"11","2019-12-04 15:26:11-03","PUCPR","HUCP","21287","S","Plantae","Monilofita",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","Michelon, C","Ariati, V; Michelon, C; Selusniaki, M; Kersten, RA","080","2008","08","30",NA,"Brasil","Paraná","Morro Caratuva","-49.0553016662598","-25.3055992126465","1600","1600",NA,NA,"HUCP00000466","HUCP00000466_1 HUCP00000466_2","Campina Grande do Sul","2010","05","19",NA,NA,"55154","auto",NA,NA,NA
"12","2019-12-04 15:26:11-03","PUCPR","HUCP","20737","S","Plantae","Monilofita",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","Michelon, C","Ariati, V; Cardoso, G","250","2009","08","06",NA,"Brasil","Paraná","Morro Caratuva","-49.0553016662598","-25.3055992126465","167","167",NA,NA,"HUCP00000436","HUCP00000436","Campina Grande do Sul","2009","10","05",NA,NA,"55154","auto",NA,NA,NA
"13","2019-12-04 15:26:11-03","PUCPR","HUCP","40","S","Plantae","Monilofita",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","Brade, AC","Tessmann, G.","s.n.","1951","02","28",NA,"Brasil","Paraná","Serra de São Luiz do Purunã, 42 Km a oeste de Curitiba.","-49.5283012390137","-25.4585990905762",NA,NA,NA,"42Km a Oeste de Curitiba. IBPT 549.","HUCP00000358","HUCP00000358","Campo Largo",NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA
"14","2019-12-04 15:26:11-03","PUCPR","HUCP","21552","S","Plantae","Monilofita",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","Romaniuk, L","Kersten, RA; Romaniuk, L","1502","2009","05","16",NA,"Brasil","Paraná","Parque Estadual Pico do Marumbi, Vila dos Marumbistas.","-48.834400177002","-25.476900100708","500","500",NA,"Floresta em sucessão primária com cerca de 60 anos.",NA,NA,"Morretes","2009","07","12",NA,NA,"30514","auto",NA,NA,NA
"15","2020-11-26 18:07:44-03","CPAN-UFMS","COR","14430","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","capensis","polypodioides","Alsophila capensis polypodioides","(Sw.) D.S.Conant","E.L.M. Assis","E.L.M. Assis; C.K. Perez; P. Schwartsburd; L. Von Linsenge; L. Wolf; L. Grokovisk","734","2005","10","19",NA,"Brasil","Paraná","Parque Estadual de Vila Velha. Mata; ; Formações areníticas - morro.","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"Ponta Grossa",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"16","2020-02-08 10:41:12-03","NBC","NL-BOTANY","U.1005818","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Cyathea","capensis",NA,"Cyathea capensis","(L.f.) Sm.",NA,"Jürgens LC",NA,"1906","01","01","Southern America","Brazil",NA,"Austrobrasilienses exsiccatae. Est. Rio Grande do Sul. Mun. S. Cruz, Fax. Nove Pamera in declivibus saxosis.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1005818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1005818","NL-U1005818",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA
"17","2020-02-08 10:41:24-03","NBC","NL-BOTANY","L.1258263","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Hemitelia","capensis",NA,"Hemitelia capensis","(L.f.) Kaulf.",NA,"Reitz R; Klein RM",NA,"1956","07","17","Southern America","Brazil",NA,"Plantas de Santa Catarina, Horto Florestal I.N.P., Ibirama.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1258263 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1258263","NL-L1258263",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA
"18","2020-02-08 10:41:24-03","NBC","NL-BOTANY","L.1258266","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Hemitelia","capensis",NA,"Hemitelia capensis","(L.f.) Kaulf.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1258266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1258266","NL-L1258266",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA
"19","2019-08-27 13:34:57-03","IAP","PACA-AGP","100157","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","P. B. Schwartsburd","P. B. Schwartsburd","673","2005","03","06",NA,"Brasil","PR","Parque Estadual de Vila Velha Floresta Ombrófila Mista","-50","-25.233333","1000","1000",NA,"Rizoma ereto (15cm), frondes em coroa Habitat: Capão da Fortaleza, entre Platô de arenitos. Ambiente muito úmido Hábito: rupícola","PACA100157",NA,"Ponta Grossa",NA,NA,NA,"50°00'W","25°14'S",NA,NA,"Filicopsida",NA,NA
"20","2019-08-27 13:34:57-03","IAP","PACA-AGP","72301","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","I. Fernandes","Y. S. Kuniyoshi","3732","1976","01","23",NA,"Brasil","PR",NA,"-49.3142013549805","-25.1900005340576",NA,NA,NA,"Det. Hemitelia capensis (L.) Klf. por A. Sehnem 1978 Habitat: interior de mata","PACA072301",NA,"Rio Branco do Sul","1995",NA,NA,NA,NA,"37352","auto","Filicopsida",NA,NA
"21","2019-08-27 13:34:57-03","IAP","PACA-AGP","69185","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","I. Fernandes","P. Schoenwald",NA,"1904","04","15",NA,"Brasil","RS","Arroio Castelhaninho","-52.4258003234863","-29.7175006866455",NA,NA,NA,NA,"PACA069185",NA,"Santa Cruz do Sul","1995",NA,NA,NA,NA,"38612","auto","Filicopsida",NA,NA
"22","2019-08-27 13:34:57-03","IAP","PACA-AGP","72300","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","I. Fernandes","Sehnem, A.",NA,"1950","12","19",NA,"Brasil","RS","Taimbe","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Det. Hemitelia capensis (L.) Klf. por A. Sehnem Habitat: in silva ad rivulum","PACA072300",NA,"São Francisco de Paula","1995",NA,NA,NA,NA,"76715","auto","Filicopsida",NA,NA
"23","2019-08-27 13:34:57-03","IAP","PACA-AGP","77802","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","I. Fernandes","Sehnem, A.",NA,"1953","02","16",NA,"Brasil","RS","Taimbe","-50.5835990905762","-29.4480991363525","900","900",NA,"Habitat: ad rivum in silva","PACA077802",NA,"São Francisco de Paula","1998","03","19",NA,NA,"76715","auto","Filicopsida",NA,NA
"24","2019-08-27 13:34:57-03","IAP","PACA-AGP","72303","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","I. Fernendes","Reitz, R.","3481","1948","12","21",NA,"Brasil","SC","Campo dos Padres","-49.489200592041","-27.7971992492676",NA,NA,NA,"Det. Hemitelia capensis (L.) Klf. por A. C. Brade 1949 Habitat: rupestre","PACA072303",NA,"Bom Retiro","1995",NA,NA,NA,NA,"35974","auto","Filicopsida",NA,NA
"25","2019-08-27 13:34:57-03","IAP","PACA-AGP","72299","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","I. Fernandes","Reitz, R.","3426","1956","07","17",NA,"Brasil","SC","Horto Florestal INP","-49.5177993774414","-27.0569000244141",NA,NA,NA,"Det. Hemitelia capensis (L.) Klf. por A. Sehnem 21051976 Habitat: mata - na rocha","PACA072299",NA,"Ibirama","1995",NA,NA,NA,NA,"18533","auto","Filicopsida",NA,NA
"26","2019-08-27 13:34:57-03","IAP","PACA-AGP","72302","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","I. Fernendes","Sehnem, A.",NA,"1951","01","10",NA,"Brasil","SC",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,"Det. Hemitelia capensis (L.) Klf. por A. Sehnem Habitat: ad rupem in silva","PACA072302",NA,"Lages","1995",NA,NA,NA,NA,"70701","auto","Filicopsida",NA,NA
"27","2019-08-27 13:34:57-03","IAP","PACA-AGP","71412","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J. Sm.","I. Fernandes","Campos Porto","3033","1937","02","20",NA,"Brasil","SP",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"Herbario RB 32314 - Det. Hemitelia capensis (L. f.) Klf. por Brade 1937","PACA071412",NA,"Campos do Jordão","1998","03","19",NA,NA,"21048","auto","Filicopsida",NA,NA
"28","2019-08-27 13:35:01-03","IAP","PACA-AGP","99385","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Hemitelia","capensis",NA,"Hemitelia capensis","(L.f.) Spreng.","A. Sehnem","Hatschbach, G.","10222","1963","10","04",NA,"Brasil","PR","Vila Velha","-50.1618995666504","-25.0949993133545","900","900",NA,"Habitat: das bases úmidas dos paredões úmidos e sombrios de arenito","PACA099385",NA,"Ponta Grossa","1964",NA,NA,NA,NA,"46557","auto","Filicopsida",NA,NA
"29","2019-08-27 13:35:01-03","IAP","PACA-AGP","100184","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Hemitelia","capensis",NA,"Hemitelia capensis","(L.f.) Spreng.","A. Sehnem","Sehnem, A.","5507","1951","01","10",NA,"Brasil","SC",NA,"-50.326099395752","-27.8160991668701","1000","1000",NA,"Habitat: ad rupem in silva","PACA100184",NA,"Lages","1951",NA,NA,NA,NA,"70701","auto","Filicopsida",NA,NA
"30","2019-08-27 13:35:01-03","IAP","PACA-AGP","100044","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Hemitelia","capensis",NA,"Hemitelia capensis","(L.f.) Spreng.","A. Sehnem SJ","Sehnem, A.","6327","1953","02","16",NA,"Brasil","RS","Taimbé","-50.5835990905762","-29.4480991363525","900","900",NA,"Habitat: ad rivum in silva","PACA100044",NA,"São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto","Filicopsida",NA,NA
"31","2019-08-27 13:35:01-03","IAP","PACA-AGP","100183","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Hemitelia","capensis",NA,"Hemitelia capensis","(L.f.) Spreng.","A. Sehnem","Sehnem, A.","5213","1950","12","19",NA,"Brasil","RS","Taimbé.","-50.5835990905762","-29.4480991363525","1000","1000",NA,"Habitat: in silva in rivulum","PACA100183",NA,"São Francisco de Paula","1950",NA,NA,NA,NA,"76715","auto","Filicopsida",NA,NA
"32","2020-12-20 21:16:44-03","UFV","VIC","040090","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","capensis","polypodioides","Alsophila capensis polypodioides","(Sw.) Conant",NA,"Pereira, J.B.S.; et al.","34","2007","09","29",NA,"Brasil","Paraná","Parque Estadual Pico do Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Terrestre,em região entre dois morros.Floresta ombrófila densa altamontana.","VIC040090","VIC040090 VIC040090_1 VIC040090_2","Campina Grande do Sul",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA
"33","2020-12-20 21:16:44-03","UFV","VIC","003332","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","capensis","polypodioides","Alsophila capensis polypodioides","(Sw.) Conant",NA,"Porto, P.C.","3033","1937","02","20",NA,"Brasil","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"VIC003332","VIC003332","São Paulo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"34","2019-11-21 14:51:49-03","UFJF","CESJ","53863","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","F.S. Souza","F.S. Souza; J.H.C. Ribeiro; J.A. Oliveira","725","2009","07","15","América do Sul","Brasil","Minas Gerais","Serra Negra, Fazenda Serra Negra, Área B da RPPN Fazenda Serra Negra.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arborescente, 1,5m na borda de mata.","CESJ053863","CESJ053863 CESJ053863_1 CESJ053863_2","Lima Duarte","2009","07","15",NA,NA,"30417","auto",NA,NA,NA
"35","2019-11-21 14:51:49-03","UFJF","CESJ","22963","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","I.Fernandes","M.C. Brügger; et alli","FPNC389","1988","10","15","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, C. Bonita.",NA,NA,NA,NA,NA,"Ao longo do riacho. Fronde com +ou- 1,5 m de comp.","CESJ022963","CESJ022963 CESJ022963_1",NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:51:49-03","UFJF","CESJ","2616","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","F.S. Souza","J. Badini","s.n.","1964","07","31","América do Sul","Brasil","Minas Gerais","Serra de Ouro Preto, S. Sebastião",NA,NA,NA,NA,NA,"No barranco úmido.","CESJ002616","CESJ002616",NA,"2010","05",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:51:49-03","UFJF","CESJ","3327","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","I.Fernandes","A.C. Brade","3327","1940","07","31","América do Sul","Brasil","Rio de Janeiro","Serra dos Órgãos, Pedra Assu.",NA,NA,NA,NA,NA,"Tronco 1m. Ocorre em MG-S. Caparaó. No RJ(Serra dos O.P.A.: 2000m).","CESJ003327","CESJ003327",NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:51:49-03","UFJF","CESJ","57284","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","V.A.O. Dittrich","R.C. Mota","2641","2005","01","05","América do Sul","Brasil","Minas Gerais","Serra do Caraça, Em Mata de Galeria, perto da Bocaina.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Arbusto rupestre, em lugar constantemente úmido.","CESJ057284","CESJ057284","Catas Altas","2016","07",NA,NA,NA,"11966","auto",NA,NA,NA
"39","2019-11-21 14:51:49-03","UFJF","CESJ","52282","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","A. Salino","F.S. Souza; D. Monteiro; J.A. Oliveira","610","2008","10","25","América do Sul","Brasil","Minas Gerais","Fazenda Serra Negra","-43.793098449707","-21.8425006866455",NA,NA,NA,"Ruícola próximo a curso d'água no interior de mata.","CESJ052282","CESJ052282","Lima Duarte","2009","06",NA,NA,NA,"30417","auto",NA,NA,NA
"40","2019-11-21 14:51:49-03","UFJF","CESJ","46721","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","F.S. Souza","F.S. Souza; P.L. Viana; N.L. Abreu; L. Menini Neto","128","2006","01","21","América do Sul","Brasil","Minas Gerais","Serra Negra, Serra da caveira D'Anta","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Feto arborescente de 4m em interior de mata. Fronde com 1,5m","CESJ046721","CESJ046721 CESJ046721_1 CESJ046721_2","Rio Preto","2006","04","07",NA,NA,"20815","auto",NA,NA,NA
"41","2019-11-21 14:51:49-03","UFJF","CESJ","57210","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Cyatheaceae","Alsophila","capensis","polypodioides","Alsophila capensis polypodioides","(Sw.) Conant.","A. Salino","L.C.N. Melo; A. Salino; V.A.O. Dittrich","116","2001","08","19","América do Sul","Brasil","Minas Gerais","bairro Juncal, Sítio Queda d'Água, 22º43'50,3 S, 45º54'33,9 W, 1535m de altitude.","-45.909417","-22.730639","1535","1535",NA,"Floresta Ombrófila Densa Montana. Terrestre, vale de morros, na margem de riacho, local sombreado, caule 1m de altura.","CESJ057210","CESJ057210 CESJ057210_1","Sapucaí-Mirim","2001","08",NA,"-45.909417","-22.730639",NA,NA,NA,NA,NA
"42","2021-03-01 16:43:35-03","UNICAMP","UEC","120331","S","Plantae","Pteridophyta",NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","J.Sm.","Salino, A","Meireles, LD; Belinello, R","421","2001","06","30",NA,"Brazil","Minas Gerais","Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,NA,"erva arborescente, tronco curto, interior de mata; Floresta Ombrofila Densa Alto-Montana","UEC091715","UEC091715","Camanducaia","2001","08",NA,NA,NA,"22140","auto",NA,NA,NA
"43","2019-11-05 16:47:16-03","UFOP","OUPR","10492","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","Fernandez, I.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"Ouro Preto","1995",NA,NA,NA,NA,"44599","auto",NA,NA,NA
"44","2019-11-05 16:47:16-03","UFOP","OUPR","10496","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","Fernandez, I.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Vellozo","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva lenhosa. Terreno pedregoso.",NA,NA,"Ouro Preto","1995",NA,NA,NA,NA,"44599","auto",NA,NA,NA
"45","2019-11-05 16:47:16-03","UFOP","OUPR","10493","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","Fernandez, I.","Badini, J.","s.n.","1975","06","16",NA,"Brasil","Minas Gerais","Tripuhy","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Subarbusto. Beira de córrego.",NA,NA,"Ouro Preto","1995",NA,NA,NA,NA,"44599","auto",NA,NA,NA
"46","2019-11-05 16:47:16-03","UFOP","OUPR","10495","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","Fernandez, I.","Badini, J.","s.n.","1981","06","05",NA,"Brasil","Minas Gerais","Tripuhy","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto. Beira de córrego.",NA,NA,"Ouro Preto","1995",NA,NA,NA,NA,"44599","auto",NA,NA,NA
"47","2019-11-05 16:47:16-03","UFOP","OUPR","10494","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","Fernandez, I.","Badini, J.","s.n.","1975","06","16",NA,"Brasil","Minas Gerais","Tripuhy","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Subarbusto. Beira de córrego.",NA,NA,"Ouro Preto","1995",NA,NA,NA,NA,"44599","auto",NA,NA,NA
"48","2020-10-14 10:00:47-03","FURB","FURB","36759","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Alsophila","capensis",NA,"Alsophila capensis","(L.f.) J.Sm.","Gasper, AL de","Gasper, A.L. de; Salino, A. & Meyer, L.","2961","2011","11","13",NA,"Brasil","Santa Catarina","RPPN Leão da Montanha.","-49.3719445","-28.0141667","1027","1027",NA,"Coleta Extra IFFSC (Rupícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado; paredão rochoso Habito: rupícola;","FURB00074","FURB00074","Urubici","2011","11","13","-49.3719445","-28.0141667",NA,NA,NA,NA,NA
