"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","individualCount","fieldNumber","class"
"11","2020-10-14 09:59:19-03","FURB","FURB","13250","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M.King & H.Rob.","Sobral, M","Verdi, M.; Grosch, B. & Klemz, G.","1113","2008","11",NA,"Brasil","Santa Catarina","Centro / Próximo aos Biscoitos Nani.",NA,"Florística IFFSC 1616(Erva Terrícola) Habitat: Floresta Estacional Decidual; Estágio Avançado (explorado) Habito: herbácea;","FURB36298","FURB36298","29","-51.885","-27.3602778","Peritiba","611","611","2009","07","-51.8850000","-27.3602778",NA,NA,"17",NA,NA,NA
"12","2020-10-14 09:59:19-03","FURB","FURB","13251","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M.King & H.Rob.","Sobral, M","Dreveck, S.; Carneiro, F.E.","450","2008","12",NA,"Brasil","Santa Catarina","Linhas dos Pintos.",NA,"Florística IFFSC 1618(Erva Terrícola) Habitat: Floresta Estacional Decidual; Estágio médio de regeneração; borda do fragmento Habito: herbácea;","FURB04837","FURB04837","01","-51.7961111","-27.36","Ipira","653","653","2009","07","-51.7961111","-27.3600000",NA,NA,"17",NA,NA,NA
"13","2020-10-14 09:59:19-03","FURB","FURB","18225","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M.King & H.Rob.","Sobral, M","Stival-Santos, A.; Gasper, A.L. de & Silveira, S.","161","2008","11",NA,"Brasil","Santa Catarina","Linha Ficanha.",NA,"Regeneração IFFSC 1980 /S/6 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Estágio Avançado; sub-bosque Habito: arbustiva;","FURB36263","FURB36263","19","-51.6125","-27.1794445","Joaçaba","744","744","2010","01","-51.6125000","-27.1794445",NA,NA,"25",NA,NA,NA
"14","2021-03-16 17:50:59-03","UCS","HUCS","46738","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.","Christ, A.L.","Gonzatti, F.","3766","2017","07",NA,"Brasil","Santa Catarina","Rio do Meio",NA,"substrato ramoso, eixos vináceos; borda de estada",NA,NA,"30","-49.179111","-27.967944","Anitápolis","325","325","2018","02","-49.179111","-27.967944",NA,NA,"15",NA,NA,NA
"15","2021-03-16 17:50:59-03","UCS","HUCS","14302","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.","Robinson, H.","Scur, L.","113","1999","10",NA,"Brasil","Rio Grande do Sul",NA,NA,"Em orla da mata",NA,NA,"30","-51.1817016601562","-29.0289001464844","Flores da Cunha",NA,NA,"2000","02",NA,NA,"18321","auto",NA,NA,NA,NA
"16","2021-03-16 17:50:59-03","UCS","HUCS","35437","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.","Fernandes, A.C.","Pasini, E.","307","2009","11",NA,"Brasil","Rio Grande do Sul",NA,NA,"Em beira da estrada",NA,NA,"03","-51.7352981567383","-29.1688995361328","Santa Teresa",NA,NA,"2015","05",NA,NA,"10273","auto",NA,NA,NA,NA
"17","2019-08-16 08:38:36-03","UTFPR","HCF","17958","S","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Robinson","M.G. Caxambu","E.L. Siqueira","1698","2015","09",NA,"Brasil","PR","Estação Ecológica Municipal Juquiri",NA,"arvoreta ca. 3,5 m, heliófita. Capítulos alvacentos. Visitada por Lepidoptera.",NA,NA,"24","-52.132972","-24.7635","Mato Rico","717","717","2017","12","52°07'58,7 W","24°45'48,6 S",NA,NA,"08",NA,NA,NA
"18","2019-08-16 08:38:36-03","UTFPR","HCF","8123","S","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Robinson","J. Cordeiro & E. Barboza","E.L. Siqueira","251","2009","09",NA,"Brasil","PR","RPPN Depositozinho - Propriedade da",NA,"arbusto heliófito, ca. 2 m. Flores alvas. Botões florais verdes.",NA,NA,"02","-52.32275","-24.197389","Luiziana","621","621","2010",NA,"52°19'21,9 W","24°11'50,6 S",NA,NA,NA,NA,NA,NA
"19","2019-08-16 08:38:36-03","UTFPR","HCF","8180","S","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Robinson","J. Cordeiro & E. Barboza","E.L. Siqueira","264","2009","09",NA,"Brasil","PR","RPPN Depositozinho - Propriedade da",NA,"erva ca. 1,80 m, heliófita. Folhas serrilhadas nas bordas. Flores alvo-esverdeadas.",NA,NA,"16","-52.308361","-24.211389","Luiziana","631","631","2010",NA,"52°18'30,1 W","24°12'41 S",NA,NA,NA,NA,NA,NA
"20","2019-08-16 08:38:36-03","UTFPR","HCF","21291","S","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Robinson","J. Cordeiro","M.G. Caxambu","7532","2016","09",NA,"Brasil","PR","Estação Ecológica Municipal Juquiri",NA,"arvoreta ca. 2,5 m, semi-ciófila. Capítulos alvo-rosados.",NA,NA,"22","-52.132944","-24.763556","Mato Rico","717","717","2017",NA,"52°07'58,6 W","24°45'48,8 S",NA,NA,NA,NA,NA,NA
"21","2019-08-16 08:38:36-03","UTFPR","HCF","9656","S","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Robinson","J. Cordeiro & E. Barboza","M.G. Caxambu","3429","2011","09",NA,"Brasil","PR","Estação Ecológica Luiziana",NA,"subarbusto heliófito ca. 2,5 m. Capítulos alvos. Comum.",NA,NA,"01","-52.464611","-24.520639","Luiziana","659","659","2012",NA,"52°27'52,6 W","24°31'14,3 S",NA,NA,NA,NA,NA,NA
"22","2019-08-16 08:38:36-03","UTFPR","HCF","17787","S","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Robinson","J. Cordeiro","M.G. Caxambu","6843","2015","08",NA,"Brasil","PR","Estação Ecológica Municipal Colombo",NA,"arbusto ca. 2 m, semi-ciófila. Capítulos alvos.",NA,NA,"27","-52.23875","-24.748611","Mato Rico","699","699","2017",NA,"52°14'19,5 W","24°44'55 S",NA,NA,NA,NA,NA,NA
"23","2019-08-16 08:38:36-03","UTFPR","HCF","2806","S","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Robinson","J. Cordeiro & B. Biancolini","H.C.L. Geraldino","102","2005","09",NA,"Brasil","PR","Capela do Calvário",NA,"aprox. 2 m, folha pilosa, serrilhada e presença de inflorescências terminais dispostas em forma de capítulos, cor creme.",NA,NA,"18","-52.3830986022949","-24.0456008911133","Campo Mourão",NA,NA,"2005","11",NA,NA,"28572","auto",NA,NA,NA,NA
"24","2019-08-16 08:38:36-03","UTFPR","HCF","9250","S","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Robinson","J. Cordeiro & E. Barboza","E.L. Siqueira","372","2010","10",NA,"Brasil","PR","Estação Ecológica Luiziana",NA,"erva ca. 2 m, ripária, heliófita. Flores esverdeadas.",NA,NA,"20","-52.2757987976074","-24.2861003875732","Luiziana",NA,NA,"2012",NA,NA,NA,"34664","auto",NA,NA,NA,NA
"25","2019-08-16 08:38:36-03","UTFPR","HCF","10928","S","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Robinson","E. Barboza","E.D. Lozano","799","2011","11",NA,"Brasil","SP","próximo a linha ferrea",NA,"arbusto escandente, 3 m, capítulos alvos, borda de fragmento. Floresta Ombrófila Densa.",NA,NA,"26","-46.9099998474121","-23.6000003814697","Cotia",NA,NA,"2012",NA,NA,NA,"23869","auto",NA,NA,NA,NA
"26","2020-12-21 16:16:47-03","MBM","MBM","422232","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.","Christ, A.L.","Gonzatti, F.","3766","2017","07","Southern America","Brazil","Santa Catarina","Rio do Meio",NA,"Substrato ramoso, eixos vináceos.; Borda de estrada.","MBM422232",NA,"30","-49.179167","-27.968056","Anitápolis","325","325","2018","02","-49.179167","-27.968056",NA,NA,"15",NA,NA,NA
"27","2020-12-21 16:16:47-03","MBM","MBM","155277","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.","Nakajima, J.","Abrão, H.R.S.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","35","1991","09","Southern America","Brazil","Paraná","Rio Divisa",NA,"Arbusto; Floresta Estacional Semidecidual, subsere fase inicial, relevo fortemente inclinado, afloramento de rocha, solo intensamente degradado pela atividade agrícola.","MBM155277",NA,"20","-51.6596984863281","-25.6956005096436","Pinhão","560","560","2019","07",NA,NA,"37408","auto",NA,NA,NA,NA
"28","2020-12-21 16:16:47-03","MBM","MBM","327479","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.","Nakajima, J.","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","79987","2007","02","Southern America","Brazil","Santa Catarina","Serra do Corvo Branco",NA,"Arbusto, capítulo alvo.; Área degradada.","MBM327479",NA,"11","-49.2146987915039","-28.1849994659424","Grão Pará",NA,NA,"2019","07",NA,NA,"24844","auto",NA,NA,NA,NA
"29","2020-12-11 11:33:20-03","UFMG","BHCB","190576","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M.King & H.Rob.",NA,"Dreveck, S; Carneiro, FE","450","2008","12","Southern America","Brasil","Santa Catarina","Linhas dos Pintos",NA,"Herbácea; Floresta Estacional Decidual, borda do fragmento","BHCB190576",NA,"01","-51.796111","-27.36","Ipira","653","653","2009",NA,"-51.796111","-27.36",NA,NA,NA,NA,NA,NA
"30","2020-04-30 04:37:00-03","MO","MOBOT","100627779","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.","H. Robinson","RODRÍGUEZ","RODRÍGUEZ 553","1912","9","South America","Argentina","Misiones","Loreto.",NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"31","2012-05-02 08:59:00-03","MO","MOBOT","3030928","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.","H. Robinson","F. Javier Fernández Casas","Fernández Casas 3717","1980","9","South America","Paraguay","Itapúa","cerca de Yatytay, en bosque denso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"32","2012-05-02 09:21:00-03","MO","MOBOT","3361230","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.","H. Robinson","F. Javier Fernández Casas|J. Molero","Fernández Casas 4148","1980","9","South America","Paraguay","Alto Paraná","entre Hernandarias y Puerto Indio, cercaa del cruce con el rio Itabo Guazu en bosque calro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"33","2009-08-21 07:09:00-03","MO","MOBOT","3361316","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.",NA,"Elsa M. Zardini","Zardini 761","1975",NA,"South America","Argentina","Misiones","loc. Gobernador Roca",NA,NA,NA,NA,NA,NA,NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3361480","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.","Harold Robinson em II","L. Scur","Scur 113","1999",NA,"South America","Brazil","Rio Grande do Sul","Mun. Flores da Cunha en orla da mata",NA,NA,NA,NA,NA,NA,NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2012-03-06 05:13:00-03","MO","MOBOT","576808","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.","H. Robinson (US)","David R. Brunner|William R. Buck","Brunner 844","1984","10","South America","Paraguay","Itapúa","Pirapo, Centro Desarollo Forestal-CEDEFO. Bosque humedo de hasta 30-35 m de altura, en el valle del arroyo Pirapo. Degredado.",NA,NA,NA,NA,"9","-55.53333","-26.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","84-2",NA
"36","2021-01-26 14:12:26-03","CPACT","ECT","6050","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M.King & H.Rob.","A.L.Christ","F.Gonzatti","3766","2017","07",NA,"Brasil","Santa Catarina","Rio do Meio.",NA,NA,"ECT0006050","ECT0006050","30","-49.179167","-27.968056","Anitápolis","325","325","2018","02","49º10'45''W","27º58'5''S",NA,NA,"15",NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","3408766","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.",NA,"G. Hatschbach, O. S. Ribas & E. L. Barbosa","72290","2001","8","South America","Brazil","Paraná","Rod. PR-460, Rio Taquaruçá (Mun. Nova Tebas) Paraná",NA,NA,"US01665215","US01665215_01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"38","2020-09-12 05:00:02-03","US","US","3194928","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.",NA,"D. R. Brunner & W. Buck","844","1984","10","South America","Paraguay","Itapua","Depto.: Itapua: Pirapo, Centro Desarollo Forestal-CEDEFO",NA,NA,"US01665216",NA,"9","-55.53","-26.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"39","2020-09-12 05:00:02-03","US","US","3381601","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.",NA,"M. Sobral & et al.","8494","1997","11","South America","Brazil","Santa Catarina","Varaneira, Rio do Campo",NA,NA,"US01665219","US01665219_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"40","2020-09-12 05:00:02-03","US","US","3276952","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.",NA,"A. Krapovickas & C. L. Cristóbal","44485","1993","10","South America","Paraguay","Itapua","2 Km S de Bella Vista",NA,NA,"US01665220",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"41","2020-09-12 05:00:02-03","US","US","2557832","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.",NA,"L. Smith & R. Reitz","12811","1964","10","South America","Brazil","Santa Catarina","Mun. São Miguel d'Oeste: Forest near São Miguel d'Oeste",NA,NA,"US01665218","US01665218_01","21","-53.52","-26.72",NA,"600","700",NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"42","2020-09-12 05:00:02-03","US","US","2557830","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.",NA,"L. Smith & R. Reitz","12542","1964","10","South America","Brazil","Santa Catarina","Mun. Chapecó: Forest and ruderal, Guatambú",NA,NA,"US01665214","US01665214_01","15","-52.75","-27.1",NA,"350","400",NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"43","2020-09-12 05:00:02-03","US","US","3120300","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.",NA,"E. Santos & E. Fromm","2854/2748","1971","10","South America","Brazil","Rio Grande do Sul","Brasil, Rio Grande do Sul, Erechim",NA,NA,"US01665222","US01665222_01","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"44","2020-09-12 05:00:02-03","US","US","2557831","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.",NA,"L. Smith & R. Reitz","12614","1964","10","South America","Brazil","Santa Catarina","Mun. Mondaí: Woods and ruderal, Catre",NA,NA,"US01665217","US01665217_01","16","-53.5","-27.13",NA,"235","300",NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"45","2020-09-12 05:00:02-03","US","US","3388751","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M. King & H. Rob.",NA,"L. Scur","113","1999","10","South America","Brazil","Rio Grande do Sul","RS - Mun. Flores da Cunha",NA,NA,"US01665221","US01665221_01","30",NA,NA,NA,"750",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"46","2014-04-04 18:26:37-03","PNFM","IRAI","6842","S","Plantae","Magnoliophyta",NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M.King & H.Rob.","Barbosa, E.","Lozano, E.D.","799","2011","11",NA,"Brasil","São Paulo","Próximo à linha ferrea",NA,"Arbusto escandente, 3 m, capítulos alvos, borda de fragmento. Floresta Ombrófila Densa","IRAI00006842",NA,"26","-46.922444","-23.60125","Cotia","820","820","2012","01","-46.922444","-23.60125",NA,NA,"01",NA,NA,NA
"47","2014-04-04 18:26:37-03","PNFM","IRAI","7368","S","Plantae","Magnoliophyta",NA,"Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M.King & H.Rob.","Barbosa, E.","Lozano, E.D.","799","2011","11",NA,"Brasil","São Paulo","Próximo a linha férrea",NA,"Arbusto, escandente, 3 m, capítulos alvos, borda de fragmento. Floresta Ombrófila Densa","IRAI00007368",NA,"26","-46.9255","-23.550583","Itapevi","750","750","2012","01","-46.9255","-23.550583",NA,NA,"01",NA,NA,NA
"48","2019-10-07 09:11:52-03","UEFS","HUEFS","185483","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M.King & H.Rob.",NA,"Siqueira, E.L.","264","2009","09",NA,"Brasil","Paraná","RPPN Depositozinho - Propriedade da COAMO - Agroindustrial Cooperativa.",NA,NA,"HUEFS0185483","HUEFS0185483","16","-52.308333","-24.211389","Luiziana","631","631",NA,NA,"52W18'30''","24S12'41''",NA,NA,NA,NA,NA,"Asteranae"
"49","2020-08-20 14:55:14-03","UFSC","FLOR","6387","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M.King & H.Rob.","Fernandes, A.C.","Smith, L.B.; Reitz, R.","12542","1964","10",NA,"Brasil","Santa Catarina","Guatambu (antigamente mun. Chapecó), SC.",NA,NA,"FLOR0006387",NA,"15","-52.75","-27.1","Guatambú","350","350","2013","10","52º45'W","27º6'S",NA,NA,"23",NA,NA,NA
"50","2020-08-20 14:55:14-03","UFSC","FLOR","6560","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Neocabreria","malachophylla","Neocabreria malachophylla","(Klatt) R.M.King & H.Rob.","Fernandes, A.C.","Smith, L.B.; Reitz, R.","12811","1964","10",NA,"Brasil","Santa Catarina",NA,NA,NA,"FLOR0006560",NA,"21","-53.516667","-26.716667","São Miguel Do Oeste","600","600","2013","10","53º31'W","26º43'S",NA,NA,"23",NA,NA,NA
