"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"44","2020-12-21 16:31:25-03","MBM","MBM","185741","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","Southern America","Brazil","Mato Grosso","Estrada Araputanga a Cruzeiro",NA,NA,NA,"MBM185741",NA,NA,"R. Knuth","Mori, S.","63942",NA,NA,NA,"Araputanga",NA,NA,"-58.353099822998","-15.4710998535156","MBM185741",NA,NA,NA,NA,NA,"64053","auto",NA,NA,NA,NA,NA
"45","2015-11-01 21:34:13-02","MNHN","RECOLNAT_MNHN_P","P02284982","PreservedSpecimen",NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","isotype","Glaziou, A.",NA,"Brésil",NA,"Rio de Janeiro : Sao Chritoras","hb",NA,"donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02284982' target='other'> <mi>dwc_moreinfo</mi></a>","P02284982",NA,NA,"R.Knuth","Prance",NA,"1882","10","10",NA,NA,NA,NA,NA,"P02284982_01",NA,NA,NA,NA,NA,NA,NA,NA,"13883",NA,NA,NA
"46","2015-11-01 21:09:33-02","MNHN","RECOLNAT_MNHN_P","P02284983","PreservedSpecimen",NA,"Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","isotype","Glaziou, A.",NA,"Brésil",NA,"Rio de Janeiro : Sao Chritoras","hb",NA,"donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02284983' target='other'> <mi>dwc_moreinfo</mi></a>","P02284983",NA,NA,"R.Knuth","Prance",NA,"1882","10","10",NA,NA,NA,NA,NA,"P02284983_01",NA,NA,NA,NA,NA,NA,NA,NA,"13883",NA,NA,NA
"47","2020-10-01 14:16:19-03","JBB","HEPH","17935","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G; et al.","Southern America","Brasil","Mato Grosso","Estrada de Araputanga para Cruzeiro",NA,NA,NA,NA,"Dicotyledon","Ericales","R. Knuth","Mori, SA","63397","1995","11","27","Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,"1996",NA,NA,NA,NA,"64053","auto",NA,NA,NA,NA,NA
"48","2020-12-11 11:37:09-03","UFMG","BHCB","147316","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Tameirão Neto, E","Southern America","Brasil","Minas Gerais","UHE Baguari, Fazenda Santa Luzia.",NA,NA,"Floresta estacional semidecidual, arbóreo.","BHCB014395","Dicotyledon",NA,"R.Knuth",NA,"4661","2007","09","18","Governador Valadares",NA,NA,"-42.089722","-19.57",NA,"2014","05","-42.089722","-19.57",NA,NA,NA,"14",NA,NA,NA,NA
"49","2020-12-11 11:37:09-03","UFMG","BHCB","38398","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"R.Knuth",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:37:09-03","UFMG","BHCB","70690","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G","Southern America","Brasil","Mato Grosso",NA,NA,NA,NA,NA,"Dicotyledon",NA,"R.Knuth",NA,"63397",NA,NA,NA,"Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,NA,NA,NA,NA,NA,"64053","auto",NA,NA,NA,NA,NA
"51","2020-12-11 11:37:09-03","UFMG","BHCB","70700","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G","Southern America","Brasil","Mato Grosso",NA,NA,NA,NA,NA,"Dicotyledon",NA,"R.Knuth",NA,"63397",NA,NA,NA,"Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,NA,NA,NA,NA,NA,"64053","auto",NA,NA,NA,NA,NA
"52","2021-02-11 17:19:22-03","UFPR","UPCB","30395","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G.",NA,"Brasil","Mato Grosso","Estrada Araputanga a Cruzeiro",NA,NA,"Árvore, 12m, flor alva. Mata..",NA,NA,NA,"Knuth","Mori, S.","63942","1995","10","27","Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,"1996","01",NA,NA,NA,"64053","auto","01",NA,NA,NA,NA
"53","2016-12-17 05:24:00-02","MO","MOBOT","100384907","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"A.L. Moya|Alejandro Araujo M.|J. Gutiérrez|M.P. Paco|A. T. Fernández C.","South America","Bolivia","La Paz","Parque Nacional Madidi, Sumpulo. Bosque Montano pluvial, con Garcinia macrophylla, Licania sp., Pouteria sp. & Pouroma guianensis.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Araujo (LPB)","Moya Huanca 25","2008","7","1","Franz Tamayo","1005.00000000",NA,"-68.7769445","-14.5780556",NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-01","1",NA,NA
"54","2016-05-11 05:35:00-03","MO","MOBOT","100550791","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Lourdes Quispe|M. Cornejo|P.M. Jørgensen|Rolando Cuevas|R. Echave|V. Apaza|M. Cuevas","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi, Virgen del Rosario, sector Yarimita.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Fuentes (LPB)","Quispe Paucara 486","2012","5","6","Franz Tamayo","914.00000000",NA,"-68.6933333","-14.5469444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-04","1",NA,NA
"55","2016-04-27 05:36:00-03","MO","MOBOT","100594679","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","South America","Bolivia","La Paz","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Fuentes (LPB)","Fuentes Claros 17766","2013","4","18","Franz Tamayo","951.00000000",NA,"-68.5425277","-14.4654444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-01","1",NA,NA
"56","2016-04-27 05:36:00-03","MO","MOBOT","100594718","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Alfredo F. Fuentes|S. Alvarez|Antonio Álvarez|N. Ortuño|J. Nina","South America","Bolivia","La Paz","Parque Nacional Madidi, sector Pintata, 2 km. al SO de Sipia, pasando el río Limón. Remedición de Parcela Permanente de Muestreo 5 (1ha).",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Fuentes (LPB)","Fuentes Claros 17795","2013","4","18","Franz Tamayo","951.00000000",NA,"-68.5425277","-14.4654444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-01","1",NA,NA
"57","2016-02-12 10:41:00-02","MO","MOBOT","100620175","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Alfredo F. Fuentes|L. Cayola|S. Achá|A.L. Moya|R. Humerez|J. Nina|M. Yucra|D. Mamani|Lorenzo Sanchez|Augusto Ubano|V. Gonzales|Mamani, Juan","South America","Bolivia","La Paz","Parque Nacional Madidi, Asariamas, sector Rancho Chico, pasando arroyo por camino a San Fermin.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Fuentes (LPB)","Fuentes Claros 18261","2013","7","23","Abel Iturralde","1299.00000000",NA,"-68.7450083","-14.1449944",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-04","2",NA,NA
"58","2013-09-19 05:28:00-03","MO","MOBOT","100620349","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Alfredo F. Fuentes|L. Cayola|S. Achá|A.L. Moya|R. Humerez|J. Nina|M. Yucra|D. Mamani|Lorenzo Sanchez|Augusto Ubano|V. Gonzales|Mamani, Juan","South America","Bolivia","La Paz","Parque Nacional Madidi, Asariamas, sector Rancho Chico, pasando arroyo por camino a San Fermin.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Fuentes (LPB)","Fuentes Claros 18319","2013","7","23","Abel Iturralde","1299.00000000",NA,"-68.7450083","-14.1449944",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-04","1",NA,NA
"59","2013-09-19 05:28:00-03","MO","MOBOT","100621185","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Alfredo F. Fuentes|L. Cayola|S. Achá|A.L. Moya|R. Humerez|J. Nina|M. Yucra|D. Mamani|Lorenzo Sanchez|Augusto Ubano|V. Gonzales|Mamani, Juan","South America","Bolivia","La Paz","Parque Nacional Madidi, Asariamas, sector Rancho Chico, pasando arroyo por camino a San Fermin.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Fuentes (LPB)","Fuentes Claros 18427","2013","7","23","Abel Iturralde","1299.00000000",NA,"-68.7450083","-14.1449944",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-04","2",NA,NA
"60","2014-05-26 13:05:00-03","MO","MOBOT","100708535","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Alfredo F. Fuentes|L. Cayola|B. Escobari|C. Aparicio|P. De La Peña|A. Iturri|A. Fernandez|D. Mamani|J. Mamani","South America","Bolivia","La Paz","Parque Nacional Madidi, Azariamas, ladera alta.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Fuentes (LPB)","Fuentes Claros 18680","2014","4","8","Franz Tamayo","1020.00000000",NA,"-68.5723889","-14.3334722",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-03","3",NA,NA
"61","2014-11-25 09:07:00-02","MO","MOBOT","100762286","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"L. Cayola|W. Arce|Javier Quisbert|J. Butron|K. Andrade|Lander Cuevas|Rolando Cuevas|Dante Chambi|V. Apaza|R. Echave","South America","Bolivia","La Paz","Parque Nacional Madidi, Mojos, Sumpulo.",NA,NA,NA,NA,NA,NA,"R. Knuth","L. Cayola (LPB)","Cayola Pérez 5234","2014","9","7","Franz Tamayo","1005.00000000",NA,"-68.7771667","-14.5783056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-04","3",NA,NA
"62","2016-10-19 15:23:00-02","MO","MOBOT","100934796","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Thomas Couvreur|R.T. Vargas","South America","Bolivia","La Paz","Ixiamas.",NA,NA,NA,NA,NA,NA,"R. Knuth",NA,"Couvreur 233","2009","10","25",NA,"180.00000000",NA,"-67.83798","-12.99769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"63","2016-10-19 15:52:00-02","MO","MOBOT","100934808","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Thomas Couvreur|R.T. Vargas","South America","Bolivia","La Paz","Ixiamas.",NA,NA,NA,NA,NA,NA,"R. Knuth",NA,"Couvreur 271","2009","10","29",NA,"184.00000000",NA,"-67.80998","-13.01301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","1323494","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"M. Toledo G.|Joaquin Justiniano","South America","Bolivia","Santa Cruz","Guarayos, cerca al campamento de BOLFOR, Aserradera La Chonta. Bosque húmedo de llanura. Yesquero blanco Arbol de 25 m, 79 cm de DAP, corteza levemente lisa con lenticelas, frutos inmaduros de color café.",NA,NA,NA,NA,NA,NA,"R. Knuth","J. Justiniano, 2002 (USZ)","Toledo G. 711","1998","6","20","Nuflo de Chavez","400.00000000",NA,"-63.08333","-15.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2013-02-13 05:33:00-02","MO","MOBOT","1801119","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Mario Saldias P.|Bonifacio Mostacedo C.","South America","Bolivia","Santa Cruz","Bosque húmedo de 15-20 m de altura. Arb0ol de 30 m de altura y 1 m de dap. Fuste recto y cilíndrico aletones poco desarrollados",NA,NA,NA,NA,NA,NA,"R. Knuth","J. Justiniano (USZ)","Saldias Paz 2532","1993","5","19","Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-08-19 20:40:00-03","MO","MOBOT","1854422","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"F. Canqui|Alejandro Araujo M.|Héctor Cabrera|L. Cayola|Carla Maldonado|Narel Paniagua Zambrana|Antonio Álvarez|Remberto Alvarez|Mario Álvarez","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi, camino Apolo-Asariamas, arroyo Pintata. A 314 m del campamento en dirección SE, aproximadamente a 15 minutos saliendo del camino.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Araujo-M. (LPB)","Canqui Magne 134","2003","2","20","Franz Tamayo","940.00000000",NA,"-68.5388055","-14.4684723",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-02","4",NA,NA
"67","2020-08-21 17:25:00-03","MO","MOBOT","1859949","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"L. Cayola|et al.","South America","Bolivia","La Paz","Parque Nacional Madidi, camino Apolo-Asariamas, Arroyo Pintata entrando hora y media desde Sipia. Parcela Permanente V.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Araujo-M. (LPB)","Cayola Pérez 159","2003","2","25","Franz Tamayo","880.00000000","1015.00000000","-68.5425","-14.4652778",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03-05","3",NA,NA
"68","2009-07-27 09:37:00-03","MO","MOBOT","1923719","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isotype","Auguste F.M. Glaziou","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"R. Knuth","G.T. Prance","Glaziou 13883","1861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","1962491","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"R.C. Quevedo|T. Ruiz de Centurión","South America","Bolivia","Santa Cruz","San Ramon, N.V. Yesquero blanco, Pejichi,",NA,NA,NA,NA,NA,NA,"R. Knuth","Y.Y. Huang (NY)","Quevedo Sopepí 502","1991","3","18","Nuflo de Chavez","500.00000000",NA,"-62.45","-16.6375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-07-23 19:27:00-03","MO","MOBOT","2556380","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"J. Uzquiano|et al.","South America","Bolivia","La Paz","Area Natural de Manejo Integrado Madidi, Virgen del Rosario, arroyo Yarimita. Bosque andino semideciduo, con Anadenanthera colubrina y Gallesia integrifolia. Parcela Permanente N. 9 (1 ha). Plantas secadas en campo.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Araujo-M. (LPB), 08/","Uzquiano Espinoza 51","2005","3","8","Franz Tamayo","940.00000000",NA,"-68.6936111","-14.5466666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-01","1",NA,NA
"71","2016-12-17 05:24:00-02","MO","MOBOT","2598442","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"D. Choque A.|L. Cayola|A. T. Fernández C.|B. Joly|Noel Cuevas|Evert Cuevas","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi. Noroeste de Apolo.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Araujo-M. (LPB), 08/","Choque Ajata 104","2005","3","11","Franz Tamayo","916.00000000",NA,"-68.6936389","-14.5329723",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-05","3",NA,NA
"72","2016-06-06 10:41:00-03","MO","MOBOT","2598607","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"D. Choque A.|L. Cayola|E. Ticona|Noel Cuevas|Evert Cuevas","South America","Bolivia","La Paz","Área Natural de Manejo Integrado Madidi. NW de Apolo.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Araujo-M. (LPB), 08/","Choque Ajata 153","2005","3","14","Franz Tamayo","892.00000000",NA,"-68.689","-14.5583889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-09","3",NA,NA
"73","2020-08-19 06:06:00-03","MO","MOBOT","2700522","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"C. Campos|Alejandro Araujo M.|A. Antezana|D. Choque A.|Vania Torrez|Remberto Jove|Gerardo Jove","South America","Bolivia","La Paz","Parque Nacional Madidi. Norte de Apolo.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Araujo-M. (LPB), 08/","Campos Villanueva 129","2005","6","13","Franz Tamayo","1010.00000000",NA,"-68.5723889","-14.3334722",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-03","3",NA,NA
"74","2018-01-11 14:47:00-02","MO","MOBOT","2823706","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"S. Paredes|Alejandro Araujo M.|A. T. Fernández C.|Guzmán Jove|Remberto Jove|Lisandro Molina","South America","Bolivia","La Paz","Parque Nacional Madidi, Azariamas, Rio San Juan, Bosque seco del sector Azariamas, con Oxandra espintana y Myroxylon balsamun. Fondo de valle. Parcela Permanente de Muestreo # 15. Plantas secadas en campo.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Araujo-M (LPB)","Paredes Salinas 33","2005","11","2","Franz Tamayo","840.00000000",NA,"-68.6558333","-14.2002778",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-01","9",NA,NA
"75","2020-07-22 17:01:00-03","MO","MOBOT","2836557","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Vania Torrez|Manuel J. Macía|D. Choque A.|Pilar Garagorri|Pepe Sevillanos|J. Mamani","South America","Bolivia","La Paz","Parque Nacional Madidi, Azariamas, Rio San Juan. Bosque semideciduo de Yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; ladera con exposicion SW. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Fuentes (LPB)","Torrez Flores 305","2005","10","16","Franz Tamayo","974.00000000",NA,"-68.6519444","-14.1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-11","4",NA,NA
"76","2020-07-22 17:16:00-03","MO","MOBOT","2840198","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Vania Torrez|Manuel J. Macía|D. Choque A.|Pilar Garagorri|Pepe Sevillanos|J. Mamani","South America","Bolivia","La Paz","Parque Nacional Madidi, Azariamas, Rio San Juan. Bosque semideciduo de Yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; ladera con exposicion NW. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Fuentes (LPB)","Torrez Flores 195","2005","10","10","Franz Tamayo","811.00000000",NA,"-68.64","-14.2177778",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-06","4",NA,NA
"77","2020-07-15 17:56:00-03","MO","MOBOT","2840893","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Alejandro Araujo M.|A. T. Fernández C.|S. Paredes|Guzmán Jove","South America","Bolivia","La Paz","Parque Nacional Madidi, Tuichi, Río San Juan.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Fuentes (LPB)","Araujo Murakami 2087","2005","10","1","Franz Tamayo","840.00000000",NA,"-68.6558333","-14.2002778",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-09","6",NA,NA
"78","2020-09-04 14:11:00-03","MO","MOBOT","2880528","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"L. Cayola|et al.","South America","Bolivia","La Paz","Area Natural de Manejo Integrado Madidi, Azariamas, frente al Encuentro Azariamas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Eugenia sp. Ladera pronunciada, exposicion SW. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Araujo-M. (LPB)","Cayola Pérez 1868","2005","10","3","Franz Tamayo","810.00000000",NA,"-68.5297223","-14.2461111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-31","3",NA,NA
"79","2020-07-16 21:28:00-03","MO","MOBOT","2880689","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Alejandro Araujo M.","South America","Bolivia","La Paz","Parque Nacional Madidi, rio Tuichi, arroyo Pintata. Bosque andino semideciduo con Anadenanthera colubrina, Oxandra espintana, Trichilia elegans, Phyllostylon rhamnoides y Acacia loretensis. Plantas secadas en campo.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Araujo-M (LPB)","Araujo Murakami 2547","2005","12","3","Franz Tamayo","750.00000000",NA,"-68.5877777","-14.4286111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-19","7",NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","2996272","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Joaquin Justiniano|et al.","South America","Bolivia","Santa Cruz","Aserradero La Chonta",NA,NA,NA,NA,NA,NA,"R. Knuth",NA,"Justiniano 8",NA,NA,NA,"Guarayos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","2996273","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Joaquin Justiniano|et al.","South America","Bolivia","Santa Cruz","Nueva Esperanza a 15 km W de Concepción",NA,NA,NA,NA,NA,NA,"R. Knuth",NA,"Justiniano 12",NA,NA,NA,"Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-07-21 19:10:00-03","MO","MOBOT","3025907","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"E. Ticona|Alejandro Araujo M.|Vania Torrez|C. Pérez|Guzmán Jove|A. Urbano","South America","Bolivia","La Paz","Parque Nacional Madidi, senda Azariamas-San Fermin sector Mutún. Bosque yungueño subandino superior pluviestacional humedo, con Fabaceae, Sapotaceae y Capparis coimbrana; ladera. PPM-2 (1 ha). Plantas secadas en campo.",NA,NA,NA,NA,NA,NA,"R. Knuth","A. Araujo-M (LPB)","Ticona Plata 148","2006","6","4","Franz Tamayo","1250.00000000",NA,"-68.745","-14.1455555",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-02","5",NA,NA
"83","2008-08-16 03:32:00-03","MO","MOBOT","3412314","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"LUZ","South America","Brazil","Minas Gerais","Estrada C. do Capim a Tabaúna, Km 7. Pasto.",NA,NA,NA,NA,NA,NA,"R. Knuth","S. A. Mori","LUZ 72","2002","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2009-06-22 09:47:00-03","MO","MOBOT","100196297","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Pedro Fiaschi","South America","Brazil","Bahia","Juçari: Estrada Jussari-Palmira, entrada à esquerda ca. 7,5 km. Fazenda Teimoso. RPPN Serra do Teimoso.",NA,NA,NA,NA,NA,NA,"R. Knuth","S.A. Mori","Fiaschi 1182","2002","12","1",NA,NA,NA,"-39.5286111","-15.1580556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"85","2020-06-22 14:17:56-03","UNESP-IBILCE","SJRP","17525","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"G. Hatschbach","América do Sul","Brasil","Mato Grosso","Estrada Araputanga a Cruzeiro",NA,NA,"Árvore 12 m, flor alva.;",NA,"Tracheophyta","Ericales","R. Knuth","S. Mori",NA,NA,NA,NA,"Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,NA,NA,NA,NA,"Magnoliopsida","64053","auto",NA,NA,NA,NA,NA
"86","2020-08-31 08:53:37-03","INPA","INPA","75868","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Glaziou, AFM","Southern America","Brasil","Rio de Janeiro","S. Cristovão",NA,NA,NA,"INPA0075868","Dicotyledon Asterids","Ericales","R.Knuth","Mori, SA; Huang, YY","13883","1882","08","10",NA,NA,NA,NA,NA,"INPA0075868 INPA0075868_e","2008","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-08-31 08:53:37-03","INPA","INPA","47224","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Castellanos, A","Southern America","Brasil","Rio de Janeiro","Sem dados de localidade.",NA,NA,NA,"INPA0047224","Dicotyledon Asterids","Ericales","R.Knuth",NA,"24011","1963","08","21","Itaocara",NA,NA,"-42.076099395752","-21.6692008972168","INPA0047224 INPA0047224_e",NA,NA,NA,NA,NA,"22830","auto",NA,NA,NA,NA,NA
